Mobil med bil;Ett//DT|NEU|SIN|IND//det//2 nytt//JJ|POS|NEU|SIN|IND|NOM//amod//2 synsätt//NN|NEU|SIN|IND|NOM//ROOT//2 på//PP//case//4 bilstöd//NN|NEU|SIN|IND|NOM//nmod//2 och//KN//cc//6 färdtjänst//NN|UTR|SIN|IND|NOM//conj//4
■;15//RG|NOM//punct//0 Har//VB|PRS|AKT//ROOT//35 du//PN|UTR|SIN|DEF|SUB//nsubj//35 några//DT|UTR/NEU|PLU|IND//det//38 kommentarer//NN|UTR|PLU|IND|NOM//obj//35 eller//KN//cc//40 synpunkter//NN|UTR|PLU|IND|NOM//conj//38 ?//MAD//punct//35 …//NN|AN//punct//35 …//NN|AN//punct//35 …//NN|NEU|SIN|IND|NOM//punct//35 …//NN|NEU|SIN|IND|NOM//punct//35 …//NN|NEU|SIN|IND|NOM//punct//35 …//NN|NEU|SIN|IND|NOM//punct//35 …//NN|NEU|SIN|IND|NOM//punct//35 …//NN|NEU|SIN|IND|NOM//punct//35 …//NN|NEU|SIN|IND|NOM//punct//35 …//NN|AN//punct//35 …//PP//punct//35 ……//JJ|POS|UTR/NEU|SIN|DEF|NOM//nsubj//54 ……//JJ|POS|UTR/NEU|SIN|DEF|NOM//parataxis//35 ……//JJ|POS|UTR/NEU|SIN|DEF|NOM//obj//35 ……//JJ|POS|UTR/NEU|SIN|DEF|NOM//obj//35 ……//JJ|POS|UTR/NEU|SIN|DEF|NOM//obj//35 ……//JJ|POS|UTR/NEU|SIN|DEF|NOM//obj//35 ……//JJ|POS|UTR/NEU|SIN|DEF|NOM//obj//35 ……//PM|NOM//obj//35 .//MAD//punct//35 …//NN|AN//punct//35 …//NN|AN//punct//35 …//NN|NEU|SIN|IND|NOM//punct//35 …//NN|NEU|SIN|IND|NOM//punct//35 …//NN|NEU|SIN|IND|NOM//punct//35 …//NN|NEU|SIN|IND|NOM//punct//35 …//NN|NEU|SIN|IND|NOM//punct//35 …//NN|NEU|SIN|IND|NOM//punct//35 …//NN|NEU|SIN|IND|NOM//punct//35 …//NN|NEU|SIN|IND|NOM//punct//35 …//NN|AN//punct//35 …//PP//punct//35 ……//JJ|POS|UTR/NEU|SIN|DEF|NOM//nsubj//75 ……//JJ|POS|UTR/NEU|SIN|DEF|NOM//parataxis//35 ……//JJ|POS|UTR/NEU|SIN|DEF|NOM//obj//35 ……//JJ|POS|UTR/NEU|SIN|DEF|NOM//obj//35 ……//JJ|POS|UTR/NEU|SIN|DEF|NOM//obj//35 ……//JJ|POS|UTR/NEU|SIN|DEF|NOM//obj//35 ……//JJ|POS|UTR/NEU|SIN|DEF|NOM//obj//35 ……//PM|NOM//obj//35 .//MAD//punct//35 …//NN|AN//punct//35 …//NN|AN//punct//35 …//NN|NEU|SIN|IND|NOM//punct//35 …//NN|NEU|SIN|IND|NOM//punct//35 …//NN|NEU|SIN|IND|NOM//punct//35 …//NN|NEU|SIN|IND|NOM//punct//35 …//NN|NEU|SIN|IND|NOM//punct//35 …//NN|NEU|SIN|IND|NOM//punct//35 …//NN|NEU|SIN|IND|NOM//punct//35 …//NN|NEU|SIN|IND|NOM//punct//35 …//NN|AN//punct//35 …//PP//punct//35 ……//JJ|POS|UTR/NEU|SIN|DEF|NOM//nsubj//96 ……//JJ|POS|UTR/NEU|SIN|DEF|NOM//parataxis//35 ……//JJ|POS|UTR/NEU|SIN|DEF|NOM//obj//35 ……//JJ|POS|UTR/NEU|SIN|DEF|NOM//obj//35 ……//JJ|POS|UTR/NEU|SIN|DEF|NOM//obj//35 ……//JJ|POS|UTR/NEU|SIN|DEF|NOM//obj//35 ……//JJ|POS|UTR/NEU|SIN|DEF|NOM//obj//35 ……//PM|NOM//obj//35 .//MAD//punct//35 …//NN|AN//punct//35 …//NN|AN//punct//35 …//NN|NEU|SIN|IND|NOM//punct//35 …//NN|NEU|SIN|IND|NOM//punct//35 …//NN|NEU|SIN|IND|NOM//punct//35 …//NN|NEU|SIN|IND|NOM//punct//35 …//NN|NEU|SIN|IND|NOM//punct//35 …//NN|NEU|SIN|IND|NOM//punct//35 …//NN|NEU|SIN|IND|NOM//punct//35 …//NN|NEU|SIN|IND|NOM//punct//35 …//NN|AN//punct//35 …//PP//punct//35 ……//JJ|POS|UTR/NEU|SIN|DEF|NOM//nsubj//117 ……//JJ|POS|UTR/NEU|SIN|DEF|NOM//parataxis//35 ……//JJ|POS|UTR/NEU|SIN|DEF|NOM//obj//35 ……//JJ|POS|UTR/NEU|SIN|DEF|NOM//obj//35 ……//JJ|POS|UTR/NEU|SIN|DEF|NOM//obj//35 ……//JJ|POS|UTR/NEU|SIN|DEF|NOM//obj//35 ……//JJ|POS|UTR/NEU|SIN|DEF|NOM//obj//35 ……//PM|NOM//obj//35 .//MAD//punct//35 …//NN|AN//punct//35 …//NN|AN//punct//35 …//NN|NEU|SIN|IND|NOM//punct//35 …//NN|NEU|SIN|IND|NOM//punct//35 …//NN|NEU|SIN|IND|NOM//punct//35 …//NN|NEU|SIN|IND|NOM//punct//35 …//NN|NEU|SIN|IND|NOM//punct//35 …//NN|NEU|SIN|IND|NOM//punct//35 …//NN|NEU|SIN|IND|NOM//punct//35 …//NN|NEU|SIN|IND|NOM//punct//35 …//NN|AN//punct//35 …//PP//punct//35 ……//JJ|POS|UTR/NEU|SIN|DEF|NOM//nsubj//138 ……//JJ|POS|UTR/NEU|SIN|DEF|NOM//parataxis//35 ……//JJ|POS|UTR/NEU|SIN|DEF|NOM//obj//35 ……//JJ|POS|UTR/NEU|SIN|DEF|NOM//obj//35 ……//JJ|POS|UTR/NEU|SIN|DEF|NOM//obj//35 ……//JJ|POS|UTR/NEU|SIN|DEF|NOM//obj//35 ……//JJ|POS|UTR/NEU|SIN|DEF|NOM//obj//35 ……//PM|NOM//obj//35 .//MAD//punct//35 …//NN|AN//punct//35 …//NN|AN//punct//35 …//NN|NEU|SIN|IND|NOM//punct//35 …//NN|NEU|SIN|IND|NOM//punct//35 …//NN|NEU|SIN|IND|NOM//punct//35 …//NN|NEU|SIN|IND|NOM//punct//35 …//NN|NEU|SIN|IND|NOM//punct//35 …//NN|NEU|SIN|IND|NOM//punct//35 …//NN|NEU|SIN|IND|NOM//punct//35 …//NN|NEU|SIN|IND|NOM//punct//35 …//NN|AN//punct//35 …//PP//punct//35 ……//JJ|POS|UTR/NEU|SIN|DEF|NOM//nsubj//159 ……//JJ|POS|UTR/NEU|SIN|DEF|NOM//parataxis//35 ……//JJ|POS|UTR/NEU|SIN|DEF|NOM//obj//35 ……//JJ|POS|UTR/NEU|SIN|DEF|NOM//obj//35 ……//JJ|POS|UTR/NEU|SIN|DEF|NOM//obj//35 ……//JJ|POS|UTR/NEU|SIN|DEF|NOM//obj//35 ……//JJ|POS|UTR/NEU|SIN|DEF|NOM//obj//35 ……//PM|NOM//obj//35 .//MAD//punct//35 …//NN|AN//punct//35 …//NN|AN//punct//35 …//NN|NEU|SIN|IND|NOM//punct//35 …//NN|NEU|SIN|IND|NOM//punct//35 …//NN|NEU|SIN|IND|NOM//punct//35 …//NN|NEU|SIN|IND|NOM//punct//35 …//NN|NEU|SIN|IND|NOM//punct//35 …//NN|NEU|SIN|IND|NOM//punct//35 …//NN|NEU|SIN|IND|NOM//punct//35 …//NN|NEU|SIN|IND|NOM//punct//35 …//NN|AN//punct//35 …//PP//punct//35 ……//JJ|POS|UTR/NEU|SIN|DEF|NOM//nsubj//180 ……//JJ|POS|UTR/NEU|SIN|DEF|NOM//parataxis//35 ……//JJ|POS|UTR/NEU|SIN|DEF|NOM//obj//35 ……//JJ|POS|UTR/NEU|SIN|DEF|NOM//obj//35 ……//JJ|POS|UTR/NEU|SIN|DEF|NOM//obj//35 ……//JJ|POS|UTR/NEU|SIN|DEF|NOM//obj//35 ……//JJ|POS|UTR/NEU|SIN|DEF|NOM//obj//35 ……//PM|NOM//obj//35 .//MAD//punct//35 …//MAD//punct//35
■;Tack//IN//ROOT//0 för//PP//case//3 din//PS|UTR|SIN|DEF//nmod:poss//3 medverkan//NN|UTR|SIN|IND|NOM//nmod//0 !//MAD//punct//0
■;Bilaga//NN|UTR|SIN|IND|NOM//ROOT//0 10//RG|NOM//nummod//0

Teknisk rapport från huvudundersökning;”//PAD//punct//1 Bilstödsutredningen//NN|UTR|SIN|DEF|NOM//ROOT//1 ”//PM|NOM//punct//1
Teknisk rapport från huvudundersökning;Uppdragsgivare//NN|UTR|PLU|IND|NOM//ROOT//0 ://MID//punct//0
Teknisk rapport från huvudundersökning;Bilstödsutredningen//NN|UTR|SIN|DEF|NOM//appos//0
Teknisk rapport från huvudundersökning;Teknisk//JJ|POS|UTR|SIN|IND|NOM//amod//1 rapport//NN|UTR|SIN|IND|NOM//ROOT//1
Teknisk rapport från huvudundersökning;Inledning//NN|UTR|SIN|IND|NOM//ROOT//0
Teknisk rapport från huvudundersökning;Enkätenheten//NN|UTR|SIN|DEF|NOM//nsubj//7 vid//PP//case//3 Statistiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//3 centralbyrån//NN|UTR|SIN|DEF|NOM//nmod//0 (//PAD//punct//3 SCB//PM|NOM//appos//3 )//PAD//punct//3 har//VB|PRS|AKT//aux//12 under//PP//case//9 perioden//NN|UTR|SIN|DEF|NOM//obl//10 oktober–december//PM|NOM//obl//7 2004//RG|NOM//nummod//10 genomfört//VB|SUP|AKT//ROOT//12 en//DT|UTR|SIN|IND//det//14 datainsamling//NN|UTR|SIN|IND|NOM//obj//12 i//PP//case//17 en//DT|UTR|SIN|IND//det//17 enkätundersökning//NN|UTR|SIN|IND|NOM//nmod//14 på//PP//case//19 uppdrag//NN|NEU|SIN|IND|NOM//nmod//17 av//PP//case//21 Bilstödsutredningen//NN|UTR|SIN|DEF|NOM//nmod//19 .//MAD//punct//12
Teknisk rapport från huvudundersökning;Bakgrunden//NN|UTR|SIN|DEF|NOM//parataxis//12 till//PP//mark//27 att//SN//mark//27 undersökningen//NN|UTR|SIN|DEF|NOM//nsubj:pass//27 genomfördes//VB|PRT|SFO//acl//23 var//VB|PRT|AKT//advmod//27 att//IE//mark//30 skaffa//VB|INF|AKT//advcl//27 underlag//NN|NEU|SIN|IND|NOM//obj//30 som//HP|-|-|-//nsubj//33 beskriver//VB|PRS|AKT//acl:relcl//31 vilka//HD|UTR/NEU|PLU|IND//det//35 personer//NN|UTR|PLU|IND|NOM//dislocated//48 som//HP|-|-|-//nsubj:pass//38 kan//VB|PRS|AKT//aux//38 omfattas//VB|INF|SFO//acl:relcl//35 av//PP//case//40 bilstöd//NN|NEU|SIN|IND|NOM//obl:agent//38 och//KN//cc//46 på//PP//case//44 vilket//HD|NEU|SIN|IND//det//44 sätt//NN|NEU|SIN|IND|NOM//obl//46 detta//DT|NEU|SIN|DEF//det//46 stöd//NN|NEU|SIN|IND|NOM//nsubj:pass//48 kan//VB|PRS|AKT//aux//48 administreras//VB|INF|SFO//ccomp//33 .//MAD//punct//12
Teknisk rapport från huvudundersökning;Syftet//NN|NEU|SIN|DEF|NOM//nsubj//53 var//VB|PRT|AKT//cop//53 att//IE//mark//53 skicka//VB|INF|AKT//parataxis//12 ut//PL//compound:prt//53 frågeblanketter//NN|UTR|PLU|IND|NOM//obj//53 till//PP//case//59 ett//DT|NEU|SIN|IND//det//59 stort//JJ|POS|NEU|SIN|IND|NOM//amod//59 urval//NN|NEU|SIN|IND|NOM//obl//53 av//PP//case//61 färdtjänstresenärer//NN|UTR|PLU|IND|NOM//nmod//59 .//MAD//punct//53
Teknisk rapport från huvudundersökning;Undersökningen//NN|UTR|SIN|DEF|NOM//nsubj:pass//1 genomfördes//VB|PRT|SFO//ROOT//1 som//KN//case//4 en//DT|UTR|SIN|IND//det//4 postenkät//NN|UTR|SIN|IND|NOM//obl//1 med//PP//case//7 en//DT|UTR|SIN|IND//det//7 påminnelse//NN|UTR|SIN|IND|NOM//nmod//4 .//MAD//punct//1
Teknisk rapport från huvudundersökning;Populationen//NN|UTR|SIN|DEF|NOM//nsubj:pass//10 utgjordes//VB|PRT|SFO//parataxis//1 av//PP//case//13 samtliga//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//13 färdtjänstresenärer//NN|UTR|PLU|IND|NOM//obl:agent//10 i//PP//case//15 riket//NN|NEU|SIN|DEF|NOM//nmod//13 ,//MID//punct//18 som//HP|-|-|-//nsubj//18 rest//VB|SUP|AKT//acl:relcl//13 minst//AB|SUV//advmod//20 200//RG|NOM//nummod//21 mil//NN|UTR|PLU|IND|NOM//obj//18 eller//KN//cc//23 gjort//VB|SUP|AKT//conj//10 minst//AB|SUV//advmod//25 225//RG|NOM//nummod//26 resor//NN|UTR|PLU|IND|NOM//obj//23 under//PP//case//29 ett//RG|NEU|SIN|IND|NOM//nummod//29 år//NN|NEU|SIN|IND|NOM//nmod//26 .//MAD//punct//10
Teknisk rapport från huvudundersökning;51//RG|NOM//nummod//32 kommuner//NN|UTR|PLU|IND|NOM//nsubj:pass//33 valdes//VB|PRT|SFO//conj//10 ut//PL//compound:prt//33 med//PP//case//40 hjälp//NN|UTR|SIN|IND|NOM//fixed//35 av//PP//fixed//35 ett//DT|NEU|SIN|IND//det//40 stratifierat//PC|PRF|NEU|SIN|IND|NOM//amod//40 urvalsförfarande//NN|NEU|SIN|IND|NOM//obl//33 .//MID//punct//1
Teknisk rapport från huvudundersökning;Samtliga//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//43 färdtjänstresenärer//NN|UTR|PLU|IND|NOM//nsubj:pass//51 i//PP//case//46 dessa//DT|UTR/NEU|PLU|DEF//det//46 kommuner//NN|UTR|PLU|IND|NOM//nmod//43 som//HP|-|-|-//nsubj//48 uppfyllde//VB|PRT|AKT//acl:relcl//46 nämnda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//50 villkor//NN|NEU|PLU|IND|NOM//obj//48 tillsändes//VB|PRT|SFO//parataxis//1 en//DT|UTR|SIN|IND//det//53 blankett//NN|UTR|SIN|IND|NOM//nsubj:pass//51 .//MAD//punct//51
Teknisk rapport från huvudundersökning;4//RG|NOM//appos//51 av//PP//case//58 dessa//DT|UTR/NEU|PLU|DEF//det//58 kommuner//NN|UTR|PLU|IND|NOM//nmod//55 ville//VB|PRT|AKT//aux//61 inte//AB//advmod//61 medverka//VB|INF|AKT//conj//51 .//MAD//punct//51
Teknisk rapport från huvudundersökning;Totalt//AB|POS//advmod//51 var//VB|PRT|AKT//cop//68 det//PN|NEU|SIN|DEF|SUB/OBJ//fixed//64 2//RG|NOM//fixed//64 626//RG|NOM//nummod//68 personer//NN|UTR|PLU|IND|NOM//conj//1 som//HP|-|-|-//nsubj//70 besvarade//VB|PRT|AKT//acl:relcl//68 frågeblanketten//NN|NEU|PLU|DEF|NOM//obj//70 ,//MID//punct//77 vilket//HP|NEU|SIN|IND//nsubj//77 är//VB|PRS|AKT//cop//77 57,5//RG|NOM//nummod//76 procent//NN|UTR|PLU|IND|NOM//nsubj//77 svarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//advcl//70 (//PAD//punct//77 bland//PP//case//81 medverkande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//81 kommuner//NN|UTR|PLU|IND|NOM//obl//77 )//PAD//punct//81 .//MAD//punct//1
Teknisk rapport från huvudundersökning;Frågeblanketterna//NN|UTR|PLU|DEF|NOM//nsubj:pass//85 registrerades//VB|PRT|SFO//parataxis//1 via//PP//case//87 skanning//NN|UTR|SIN|IND|NOM//obl//85 ,//MID//punct//87 varefter//HA//advmod//90 datafil//NN|UTR|SIN|IND|NOM//nsubj:pass//93 och//KN//cc//92 tabeller//NN|UTR|PLU|IND|NOM//conj//90 framställdes//VB|PRT|SFO//conj//87 .//MAD//punct//1
Teknisk rapport från huvudundersökning;Michael//PM|NOM//nmod//1 Nilsson//PM|NOM//nsubj//4 har//VB|PRS|AKT//aux//4 varit//VB|SUP|AKT//cop//4 undersökningsledare//NN|UTR|SIN|IND|NOM//ROOT//4 ,//MID//punct//4 Fredrik//PM|NOM//nsubj//10 Hult//PM|NOM//flat:name//6 har//VB|PRS|AKT//aux//10 varit//VB|SUP|AKT//cop//10 produktionsansvarig//JJ|POS|UTR|SIN|IND|NOM//parataxis//4 ,//MID//punct//12 Sixten//PM|NOM//nsubj//15 Lundström//PM|NOM//flat:name//12 har//VB|PRS|AKT//aux//15 ansvarat//VB|SUP|AKT//conj//4 för//PP//case//17 urvalsdragningen//NN|UTR|SIN|DEF|NOM//obl//15 och//KN//cc//20 varit//VB|SUP|AKT//cop//20 behjälplig//JJ|POS|UTR|SIN|IND|NOM//conj//15 med//PP//case//22 metodfrågor//NN|UTR|PLU|IND|NOM//obl//20 .//MAD//punct//4
Teknisk rapport från huvudundersökning;Population//NN|UTR|SIN|IND|NOM//ROOT//0 och//KN//cc//2 urval//NN|NEU|SIN|IND|NOM//conj//0
Teknisk rapport från huvudundersökning;Populationen//NN|UTR|SIN|DEF|NOM//nsubj:pass//1 utgjordes//VB|PRT|SFO//ROOT//1 av//PP//case//4 samtliga//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//4 färdtjänstresenärer//NN|UTR|PLU|IND|NOM//obl:agent//1 i//PP//case//6 riket//NN|NEU|SIN|DEF|NOM//nmod//4 ,//MID//punct//9 som//HP|-|-|-//nsubj//9 rest//VB|SUP|AKT//acl:relcl//4 minst//AB|SUV//advmod//11 200//RG|NOM//nummod//12 mil//NN|UTR|PLU|IND|NOM//obj//9 eller//KN//cc//14 gjort//VB|SUP|AKT//conj//1 minst//AB|SUV//advmod//16 225//RG|NOM//nummod//17 resor//NN|UTR|PLU|IND|NOM//obj//14 under//PP//case//20 ett//DT|NEU|SIN|IND//nummod//20 år//NN|NEU|SIN|IND|NOM//nmod//17 (//PAD//punct//1 vi//PN|UTR|PLU|DEF|SUB//nsubj//23 kallar//VB|PRS|AKT//parataxis//1 dessa//DT|UTR/NEU|PLU|DEF//det//25 personer//NN|UTR|PLU|IND|NOM//obj//23 för//PP//case//28 enkelhets//NN|UTR|SIN|IND|GEN//nmod:poss//28 skull//NN|UTR|SIN|IND|NOM//nmod//25 för//PP//case//31 ”//PAD//punct//31 färdtjänstresenärer//NN|UTR|PLU|IND|NOM//obl//23 ”//PM|NOM//punct//1 och//KN//cc//34 menar//VB|PRS|AKT//conj//1 då//AB//advmod//34 denna//DT|UTR|SIN|DEF//det//38 begränsade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//38 mängd//NN|UTR|SIN|IND|NOM//obj//34 )//PAD//punct//34 .//MAD//punct//1
Teknisk rapport från huvudundersökning;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//42 finns//VB|PRS|SFO//parataxis//1 ingen//DT|UTR|SIN|IND//det//45 samlad//PC|PRF|UTR|SIN|IND|NOM//amod//45 förteckning//NN|UTR|SIN|IND|NOM//nsubj//42 över//PP//case//48 dessa//DT|UTR/NEU|PLU|DEF//det//48 färdtjänstresenärer//NN|UTR|PLU|IND|NOM//nmod//45 ,//MID//punct//55 men//KN//cc//55 däremot//AB//advmod//55 kan//VB|PRS|AKT//aux//55 varje//DT|UTR/NEU|SIN|IND//det//54 kommun//NN|UTR|SIN|IND|NOM//nsubj//55 lämna//VB|INF|AKT//conj//42 en//DT|UTR|SIN|IND//det//57 lista//NN|UTR|SIN|IND|NOM//obj//55 .//MAD//punct//42
Teknisk rapport från huvudundersökning;Urvalsförfarandet//NN|NEU|SIN|DEF|NOM//nsubj:pass//62 fick//VB|PRT|AKT//aux//62 därför//AB//advmod//62 anpassas//VB|INF|SFO//parataxis//42 till//PP//case//65 denna//DT|UTR|SIN|DEF//det//65 situation//NN|UTR|SIN|IND|NOM//obl//62 .//MAD//punct//42
Teknisk rapport från huvudundersökning;Ett//DT|NEU|SIN|IND//det//68 urval//NN|NEU|SIN|IND|NOM//nsubj:pass//71 av//PP//case//70 kommuner//NN|UTR|PLU|IND|NOM//nmod//68 drogs//VB|PRT|SFO//conj//42 och//KN//cc//74 därefter//AB//advmod//74 skickade//VB|PRT|AKT//conj//71 utvalda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//76 kommuner//NN|UTR|PLU|IND|NOM//obj//74 in//PL//case//79 en//DT|UTR|SIN|IND//det//79 förteckning//NN|UTR|SIN|IND|NOM//obl//74 över//PP//case//81 personerna//NN|UTR|PLU|DEF|NOM//nmod//79 .//MAD//punct//1
Teknisk rapport från huvudundersökning;Bilstödsutredningen//NN|UTR|SIN|DEF|NOM//nsubj//3 och//KN//cc//2 SCB//PM|NOM//conj//0 beslutade//VB|PRT|AKT//ROOT//3 efter//PP//case//5 diskussion//NN|UTR|SIN|IND|NOM//obl//3 att//SN//mark//10 51//RG|NOM//nummod//8 kommuner//NN|UTR|PLU|IND|NOM//nsubj//10 skulle//VB|PRT|AKT//aux//10 ingå//VB|INF|AKT//acl//5 i//PP//case//12 urvalet//NN|NEU|SIN|DEF|NOM//obl//10 av//PP//case//14 kommuner//NN|UTR|PLU|IND|NOM//nmod//12 .//MAD//punct//3
Teknisk rapport från huvudundersökning;Antalet//NN|NEU|SIN|DEF|NOM//nmod//18 berörda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//18 färdtjänstresenärer//NN|UTR|PLU|IND|NOM//nsubj//24 i//PP//case//21 varje//DT|UTR/NEU|SIN|IND//det//21 kommun//NN|UTR|SIN|IND|NOM//nmod//18 var//VB|PRT|AKT//cop//24 inte//AB//advmod//24 känd//PC|PRF|UTR|SIN|IND|NOM//conj//3 i//PP//case//27 detta//DT|NEU|SIN|DEF//det//27 läge//NN|NEU|SIN|IND|NOM//obl//24 och//KN//cc//32 därför//AB//advmod//32 fick//VB|PRT|AKT//aux//32 beslutet//NN|NEU|SIN|DEF|NOM//nsubj:pass//32 baseras//VB|INF|SFO//conj//24 på//PP//case//34 beräkningar//NN|UTR|PLU|IND|NOM//obl//32 utförda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//acl//34 på//PP//case//39 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//39 preliminära//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//39 data//NN|NEU|PLU|IND|NOM//obl//35 .//MAD//punct//3
Teknisk rapport från huvudundersökning;Kommunerna//NN|UTR|PLU|DEF|NOM//nsubj:pass//1 stratifierades//VB|PRT|SFO//ROOT//1 efter//PP//case//3 ”//PM|NOM//obl//1 har//VB|PRS|AKT//aux//24 system//NN|NEU|PLU|IND|NOM//obj//4 ///MID//cc//7 saknar//VB|PRS|AKT//conj//4 system//NN|NEU|PLU|IND|NOM//obj//7 ”//PM|NOM//punct//7 samt//KN//cc//11 storlek//NN|UTR|SIN|IND|NOM//nsubj:pass//24 (//PAD//punct//11 antal//NN|NEU|SIN|IND|NOM//nmod//14 personer//NN|UTR|PLU|IND|NOM//nmod//15 äldre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//appos//11 än//KN//fixed//15 19//RG|NOM//nummod//18 år//NN|NEU|PLU|IND|NOM//obl//15 )//PAD//punct//11 .//MAD//punct//11
Teknisk rapport från huvudundersökning;Den//DT|UTR|SIN|DEF//det//23 första//RO|NOM//amod//23 stratifieringsvariabeln//NN|UTR|SIN|DEF|NOM//nsubj:pass//24 användes//VB|PRT|SFO//conj//1 i//PP//advmod//24 första//RO|NOM//fixed//25 hand//NN|UTR|SIN|IND|NOM//fixed//25 för//PP//mark//30 att//IE//mark//30 allokera//VB|INF|AKT//advcl//24 urvalet//NN|NEU|SIN|DEF|NOM//obj//30 på//PP//case//35 ett//DT|NEU|SIN|IND//det//35 sådant//JJ|POS|NEU|SIN|IND|NOM//amod//35 sätt//NN|NEU|SIN|IND|NOM//obl//30 att//SN//mark//38 kostnaden//NN|UTR|SIN|DEF|NOM//nsubj:pass//38 minimerades//VB|PRT|SFO//acl//35 .//MAD//punct//1
Teknisk rapport från huvudundersökning;Den//DT|UTR|SIN|DEF//det//42 andra//RO|NOM//amod//42 variabeln//NN|UTR|SIN|DEF|NOM//nsubj:pass//43 förväntades//VB|PRT|SFO//parataxis//1 samvariera//VB|INF|AKT//xcomp//43 med//PP//case//48 antalet//NN|NEU|SIN|DEF|NOM//nmod//48 berörda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//48 färdtjänstresenärer//NN|UTR|PLU|IND|NOM//obl//44 i//PP//case//50 kommunen//NN|UTR|SIN|DEF|NOM//nmod//48 och//KN//cc//54 därför//AB//advmod//54 kunde//VB|PRT|AKT//aux//54 reducera//VB|INF|AKT//conj//43 urvalsosäkerheten//NN|UTR|SIN|DEF|NOM//obj//54 .//MAD//punct//43
Teknisk rapport från huvudundersökning;Från//PP//case//59 varje//DT|UTR/NEU|SIN|IND//det//59 stratum//NN|NEU|SIN|IND|NOM//obl//60 drogs//VB|PRT|SFO//advcl//43 ett//DT|NEU|SIN|IND//det//64 obundet//JJ|POS|NEU|SIN|IND|NOM//amod//64 slumpmässigt//JJ|POS|NEU|SIN|IND|NOM//amod//64 urval//NN|NEU|SIN|IND|NOM//nsubj:pass//60 (//PAD//punct//64 OSU//PM|NOM//appos//64 )//PAD//punct//66 av//PP//case//69 kommuner//NN|UTR|PLU|IND|NOM//nmod//64 med//PP//case//75 undantag//NN|NEU|SIN|IND|NOM//fixed//70 av//PP//fixed//70 de//DT|UTR/NEU|PLU|DEF//det//75 två//RG|NOM//nummod//75 strata//NN|NEU|PLU|IND|NOM//obl//1 med//PP//case//79 de//DT|UTR/NEU|PLU|DEF//det//79 största//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//79 kommunerna//NN|UTR|PLU|DEF|NOM//obl//75 ,//MID//punct//79 där//HA//advmod//84 samtliga//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//83 kommuner//NN|UTR|PLU|IND|NOM//nsubj//84 ingår//VB|PRS|AKT//acl:relcl//79 i//PP//case//86 urvalet//NN|NEU|SIN|DEF|NOM//obl//84 .//MAD//punct//1
Teknisk rapport från huvudundersökning;Sekretess//NN|UTR|SIN|IND|NOM//ROOT//0 och//KN//cc//2 utlämnande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//0
Teknisk rapport från huvudundersökning;Frågeblankettens//NN|UTR|SIN|DEF|GEN//nmod:poss//1 framsida//NN|UTR|SIN|IND|NOM//nsubj//2 bestod//VB|PRT|AKT//ROOT//2 av//PP//case//5 ett//DT|NEU|SIN|IND//det//5 informationsbrev//NN|NEU|SIN|IND|NOM//obl//2 där//HA//advmod//9 uppgiftslämnarna//NN|UTR|PLU|DEF|NOM//nsubj//9 kunde//VB|PRT|AKT//aux//9 läsa//VB|INF|AKT//acl:relcl//5 om//PP//case//12 undersökningens//NN|UTR|SIN|DEF|GEN//nmod:poss//12 bakgrund//NN|UTR|SIN|IND|NOM//obl//9 ,//MID//punct//14 syfte//NN|NEU|SIN|IND|NOM//conj//12 och//KN//cc//18 att//SN//mark//18 undersökningen//NN|UTR|SIN|DEF|NOM//nsubj:pass//18 genomfördes//VB|PRT|SFO//conj//2 i//PP//case//20 samarbete//NN|NEU|SIN|IND|NOM//obl//18 mellan//PP//case//22 SCB//PM|NOM//nmod//20 och//KN//cc//24 Bilstödsutredningen//NN|UTR|SIN|DEF|NOM//conj//22 .//MAD//punct//2
