Mobil med bil;Ett//DT|NEU|SIN|IND//det//2 nytt//JJ|POS|NEU|SIN|IND|NOM//amod//2 synsätt//NN|NEU|SIN|IND|NOM//ROOT//2 på//PP//case//4 bilstöd//NN|NEU|SIN|IND|NOM//nmod//2 och//KN//cc//6 färdtjänst//NN|UTR|SIN|IND|NOM//conj//4
Rapport från huvudundersökning;Endast//AB//advmod//3 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//22 som//HP|-|-|-//nsubj//5 svarat//VB|SUP|AKT//acl:relcl//3 ”//PAD//punct//3 Ja//IN//conj//3 ”//PAD//conj//3 eller//KN//cc//11 ”//PAD//punct//11 Nej//IN//conj//3 ,//MID//punct//11 har//VB|PRS|AKT//conj//3 redan//AB//advmod//17 en//DT|UTR|SIN|IND//det//17 anpassad//PC|PRF|UTR|SIN|IND|NOM//amod//17 bil//NN|UTR|SIN|IND|NOM//obj//13 ”//PAD//punct//3 på//PP//case//20 Fråga//NN|UTR|SIN|IND|NOM//obl//22 4//RG|NOM//nummod//20 ingår//VB|PRS|AKT//parataxis//0 i//PP//case//24 tabellerna//NN|UTR|PLU|DEF|NOM//obl//22 för//PP//case//26 Fråga//NN|UTR|SIN|IND|NOM//nmod//24 7a//RG|NOM//nmod//28 8b//RG|NOM//nmod//26 .//MAD//punct//0
Rapport från huvudundersökning;I//PP//case//2 denna//DT|UTR|SIN|DEF//det//2 tabell//NN|UTR|SIN|IND|NOM//obl//3 finns//VB|PRS|SFO//ROOT//3 en//DT|UTR|SIN|IND//det//5 grupp//NN|UTR|SIN|IND|NOM//nsubj//3 (//PAD//punct//5 275//RG|NOM//nummod//8 personer//NN|UTR|PLU|IND|NOM//appos//5 )//PAD//punct//8 som//HP|-|-|-//nsubj//12 redan//AB//advmod//12 svarat//VB|SUP|AKT//acl:relcl//8 att//SN//mark//15 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//15 har//VB|PRS|AKT//ccomp//12 en//DT|UTR|SIN|IND//det//18 anpassad//PC|PRF|UTR|SIN|IND|NOM//amod//18 bil//NN|UTR|SIN|IND|NOM//obj//15 .//MAD//punct//3
Rapport från huvudundersökning;Knappt//AB|POS//advmod//21 700//RG|NOM//nummod//22 personer//NN|UTR|PLU|IND|NOM//nsubj//23 svarar//VB|PRS|AKT//parataxis//3 att//SN//mark//27 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//27 skulle//VB|PRT|AKT//aux//27 köpa//VB|INF|AKT//ccomp//23 en//DT|UTR|SIN|IND//det//29 bil//NN|UTR|SIN|IND|NOM//obj//27 om//SN//mark//32 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//32 fick//VB|PRT|AKT//advcl//27 60//RG|NOM//nummod//34 000//RG|NOM//nummod//35 kronor//NN|UTR|PLU|IND|NOM//obj//32 i//PP//case//37 bidrag//NN|NEU|SIN|IND|NOM//obl//32 och//KN//cc//40 kostnadsfri//JJ|POS|UTR|SIN|IND|NOM//amod//40 anpassning//NN|UTR|SIN|IND|NOM//conj//37 .//MAD//punct//3
Rapport från huvudundersökning;Av//PP//case//43 dessa//PN|UTR/NEU|PLU|DEF|SUB/OBJ//expl//44 finns//VB|PRS|SFO//parataxis//3 den//DT|UTR|SIN|DEF//det//47 största//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//47 andelen//NN|UTR|SIN|DEF|NOM//nsubj//44 i//PP//case//51 den//DT|UTR|SIN|DEF//det//51 yngsta//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//51 gruppen//NN|UTR|SIN|DEF|NOM//nmod//47 (//PAD//punct//44 18//RG|NOM//nummod//54 49//RG|NOM//nummod//55 år//NN|NEU|PLU|IND|NOM//appos//44 )//PAD//punct//44 .//MAD//punct//3
Rapport från huvudundersökning;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//4 är//VB|PRS|AKT//cop//4 en//DT|UTR|SIN|IND//det//4 högre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//4 andel//NN|UTR|SIN|IND|NOM//ROOT//4 bland//PP//case//7 de//DT|UTR/NEU|PLU|DEF//det//7 yngre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//nmod//4 som//HP|-|-|-//nsubj//9 svarat//VB|SUP|AKT//acl:relcl//7 att//SN//mark//21 den//DT|UTR|SIN|DEF//det//13 huvudsakliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//13 anledningen//NN|UTR|SIN|DEF|NOM//nsubj//21 till//PP//mark//17 att//IE//mark//17 inte//AB//advmod//17 köpa//VB|INF|AKT//acl//13 bil//NN|UTR|SIN|IND|NOM//obj//17 är//VB|PRS|AKT//cop//21 ekonomiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//21 skäl//NN|NEU|PLU|IND|NOM//ccomp//9 .//MAD//punct//4
Rapport från huvudundersökning;Här//AB//advmod//24 ingår//VB|PRS|AKT//parataxis//4 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//24 som//HP|-|-|-//nsubj//27 svarat//VB|SUP|AKT//acl:relcl//25 ”//PAD//punct//29 Nej//IN//obj//27 ”//PAD//punct//29 eller//KN//cc//24 ”//PM|NOM//punct//24 Vet//VB|PRS|AKT//conj//4 inte//AB//advmod//33 ///MID//cc//36 osäker//JJ|POS|UTR|SIN|IND|NOM//conj//33 ”//NN|UTR|SIN|IND|NOM//punct//4 på//PP//case//39 Fråga//NN|UTR|SIN|IND|NOM//nmod//4 7a//RG|NOM//nummod//39 .//MAD//punct//4
Rapport från huvudundersökning;kronor//NN|UTR|PLU|IND|NOM//nmod//4 och//KN//cc//46 300//RG|NOM//nummod//45 000//RG|NOM//nummod//46 kronor//NN|UTR|PLU|IND|NOM//conj//42 .//MAD//punct//4
Rapport från huvudundersökning;I//PP//mark//52 stället//NN|NEU|SIN|DEF|NOM//fixed//48 för//PP//fixed//48 att//IE//mark//52 ange//VB|INF|AKT//appos//4 ett//DT|NEU|SIN|IND//det//54 belopp//NN|NEU|SIN|IND|NOM//obj//52 har//VB|PRS|AKT//aux//59 en//DT|UTR|SIN|IND//det//58 stor//JJ|POS|UTR|SIN|IND|NOM//amod//58 andel//NN|UTR|SIN|IND|NOM//nsubj//59 valt//VB|SUP|AKT//conj//4 svarsalternativet//NN|NEU|SIN|DEF|NOM//obj//59 ”//PAD//punct//59 motsvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//4 det//DT|NEU|SIN|DEF//det//65 fulla//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//65 inköpspriset//NN|NEU|SIN|DEF|NOM//obj//62 för//PP//case//67 bilen//NN|UTR|SIN|DEF|NOM//obl//62 ”//PM|NOM//punct//4 .//MAD//punct//4
Rapport från huvudundersökning;De//DT|UTR/NEU|PLU|DEF//det//1 svarande//NN|UTR|PLU|IND|NOM//nsubj//5 i//PP//case//4 denna//DT|UTR|SIN|DEF//det//4 tabell//NN|UTR|SIN|IND|NOM//nmod//1 har//VB|PRS|AKT//aux//10 tidigare//AB|KOM//advmod//5 på//PP//case//8 Fråga//NN|UTR|SIN|IND|NOM//obl//5 7a//RG|NOM//obl//5 sagt//VB|SUP|AKT//ROOT//10 ”//PAD//punct//10 Ja//IN//parataxis//10 ”//PAD//punct//12 till//PP//mark//18 att//SN//mark//18 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//18 skulle//VB|PRT|AKT//aux//18 köpa//VB|INF|AKT//advcl//12 en//DT|UTR|SIN|IND//det//20 bil//NN|UTR|SIN|IND|NOM//obj//18 om//SN//mark//23 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//23 fick//VB|PRT|AKT//advcl//18 60//RG|NOM//nummod//25 000//RG|NOM//nummod//26 kronor//NN|UTR|PLU|IND|NOM//obj//23 och//KN//cc//29 kostnadsfri//JJ|POS|UTR|SIN|IND|NOM//amod//29 anpassning//NN|UTR|SIN|IND|NOM//conj//26 av//PP//case//31 bilen//NN|UTR|SIN|DEF|NOM//nmod//29 .//MID//punct//10
Rapport från huvudundersökning;Om//SN//mark//35 man//PN|UTR|SIN|IND|SUB//nsubj//35 tog//VB|PRT|AKT//advcl//49 bort//PL//compound:prt//35 de//DT|UTR/NEU|PLU|DEF//det//39 60//RG|NOM//nummod//39 000//RG|NOM//nummod//40 kronorna//NN|UTR|PLU|DEF|NOM//obj//35 till//PP//case//42 bilinköpet//NN|NEU|SIN|DEF|NOM//nmod//40 skulle//VB|PRT|AKT//aux//49 ändå//AB//advmod//49 24//RG|NOM//nummod//46 procent//NN|UTR|PLU|IND|NOM//nsubj//49 av//PP//case//48 dessa//PN|UTR/NEU|PLU|DEF|SUB/OBJ//nmod//46 köpa//VB|INF|AKT//parataxis//10 bil//NN|UTR|SIN|IND|NOM//obj//49 .//MID//punct//10
Rapport från huvudundersökning;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//55 är//VB|PRS|AKT//cop//55 främst//AB|SUV//advmod//55 personer//NN|UTR|PLU|IND|NOM//parataxis//10 50//RG|NOM//nummod//57 år//NN|NEU|PLU|IND|NOM//nmod//55 och//KN//cc//59 äldre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//55 som//HP|-|-|-//nsubj//61 anser//VB|PRS|AKT//acl:relcl//59 detta//PN|NEU|SIN|DEF|SUB/OBJ//obj//61 .//MAD//punct//55
Rapport från huvudundersökning;Den//DT|UTR|SIN|DEF//det//2 största//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//2 anledningen//NN|UTR|SIN|DEF|NOM//nsubj//18 till//PP//mark//6 att//IE//mark//6 inte//AB//advmod//6 köpa//VB|INF|AKT//acl//2 bil//NN|UTR|SIN|IND|NOM//obj//6 är//VB|PRS|AKT//cop//2 av//PP//case//11 ekonomiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//11 skäl//NN|NEU|PLU|IND|NOM//obl//8 (//PAD//punct//11 85//RG|NOM//nummod//14 procent//NN|UTR|PLU|IND|NOM//appos//11 )//PAD//punct//11 .//MID//punct//2
Rapport från huvudundersökning;Åldersindelningen//NN|UTR|SIN|DEF|NOM//nsubj//18 visar//VB|PRS|AKT//ROOT//18 att//SN//mark//23 den//DT|UTR|SIN|DEF//det//22 högsta//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//22 andelen//NN|UTR|SIN|DEF|NOM//nsubj//23 finns//VB|PRS|SFO//ccomp//18 bland//PP//case//25 personer//NN|UTR|PLU|IND|NOM//obl//23 som//HP|-|-|-//nsubj//29 är//VB|PRS|AKT//cop//29 65//RG|NOM//nummod//29 år//NN|NEU|PLU|IND|NOM//acl:relcl//25 och//KN//cc//31 äldre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//29 .//MAD//punct//18
Rapport från huvudundersökning;Här//AB//advmod//34 ingår//VB|PRS|AKT//parataxis//18 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//34 som//HP|-|-|-//nsubj//37 svarat//VB|SUP|AKT//acl:relcl//35 ”//PAD//punct//39 Nej//IN//obj//37 ”//PAD//punct//39 eller//KN//cc//34 ”//PM|NOM//punct//34 Vet//VB|PRS|AKT//parataxis//34 inte//AB//advmod//43 ///MID//cc//46 osäker//JJ|POS|UTR|SIN|IND|NOM//conj//43 ”//NN|UTR|SIN|IND|NOM//nsubj//34 på//PP//case//49 Fråga//NN|UTR|SIN|IND|NOM//obl//34 8a//RG|NOM//nummod//49 .//MAD//punct//34
Rapport från huvudundersökning;40//RG|NOM//nummod//53 procent//NN|UTR|PLU|IND|NOM//nsubj//57 av//PP//case//56 de//DT|UTR/NEU|PLU|DEF//det//56 svarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//nmod//53 anser//VB|PRS|AKT//parataxis//34 att//SN//mark//61 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//61 skulle//VB|PRT|AKT//aux//61 ha//VB|INF|AKT//ccomp//57 ”//PM|NOM//punct//65 mycket//AB|POS//advmod//64 liten//JJ|POS|UTR|SIN|IND|NOM//amod//65 nytta//NN|UTR|SIN|IND|NOM//obj//61 ”//PM|NOM//obj//61 av//PP//case//70 en//DT|UTR|SIN|IND//det//70 egen//JJ|POS|UTR|SIN|IND/DEF|NOM//amod//70 bil//NN|UTR|SIN|IND|NOM//obl//61 .//MID//punct//18
Rapport från huvudundersökning;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//75 är//VB|PRS|AKT//cop//75 det//DT|NEU|SIN|DEF//det//75 svarsalternativ//NN|NEU|SIN|IND|NOM//parataxis//18 som//HP|-|-|-//obj//79 alla//DT|UTR/NEU|PLU|IND/DEF//det//78 åldersgrupper//NN|UTR|PLU|IND|NOM//nsubj//79 sätter//VB|PRS|AKT//acl:cleft//75 högst//AB|SUV//advmod//79 .//MAD//punct//75
Rapport från huvudundersökning;Totalt//AB|POS//advmod//83 anser//VB|PRS|AKT//parataxis//75 24//RG|NOM//nummod//85 procent//NN|UTR|PLU|IND|NOM//nsubj//83 att//SN//mark//90 egen//JJ|POS|UTR|SIN|IND/DEF|NOM//amod//88 bil//NN|UTR|SIN|IND|NOM//nsubj//90 skulle//VB|PRT|AKT//aux//90 vara//VB|INF|AKT//acl//85 till//PP//case//95 ”//PM|NOM//punct//95 mycket//AB|POS//advmod//94 stor//JJ|POS|UTR|SIN|IND|NOM//amod//95 nytta//NN|UTR|SIN|IND|NOM//obl//90 ”//PM|NOM//punct//83 .//MAD//punct//101
Rapport från huvudundersökning;Uppdelningen//NN|UTR|SIN|DEF|NOM//nsubj//101 på//PP//case//100 åldersgrupper//NN|UTR|PLU|IND|NOM//nmod//98 visar//VB|PRS|AKT//conj//75 att//SN//mark//107 de//DT|UTR/NEU|PLU|DEF//det//106 två//RG|NOM//nummod//106 yngsta//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//106 grupperna//NN|UTR|PLU|DEF|NOM//nsubj//107 har//VB|PRS|AKT//ccomp//101 den//DT|UTR|SIN|DEF//det//110 högsta//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//110 andelen//NN|UTR|SIN|DEF|NOM//obj//107 (//PAD//punct//113 28//RG|NOM//nummod//113 procent//NN|UTR|PLU|IND|NOM//appos//110 )//PAD//punct//113 .//MAD//punct//75
Rapport från huvudundersökning;Könsfördelningen//NN|UTR|SIN|DEF|NOM//nsubj//2 är//VB|PRS|AKT//cop//2 jämn//JJ|POS|UTR|SIN|IND|NOM//ROOT//2 i//PP//case//6 den//DT|UTR|SIN|DEF//det//6 yngsta//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//6 åldersgruppen//NN|UTR|SIN|DEF|NOM//nmod//2 .//MAD//punct//2
Rapport från huvudundersökning;Andelen//NN|UTR|SIN|DEF|NOM//nsubj//10 kvinnor//NN|UTR|PLU|IND|NOM//nsubj//10 ökar//VB|PRS|AKT//parataxis//2 successivt//AB|POS//advmod//10 i//PP//case//15 de//DT|UTR/NEU|PLU|DEF//det//15 äldre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//15 åldersklasserna//NN|UTR|PLU|DEF|NOM//obl//10 .//MAD//punct//10
Rapport från huvudundersökning;Totalt//AB|POS//advmod//1 sett//PC|PRF|NEU|SIN|IND|NOM//ROOT//1 är//VB|PRS|AKT//cop//4 de//DT|UTR/NEU|PLU|DEF//det//4 flesta//JJ|SUV|UTR/NEU|PLU|DEF|NOM//nsubj//1 (//PAD//punct//4 75//RG|NOM//nummod//7 procent//NN|UTR|PLU|IND|NOM//appos//4 )//PAD//punct//7 färdtjänstresenärer//NN|UTR|PLU|IND|NOM//nsubj//13 med//PP//case//12 många//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//12 resor//NN|UTR|PLU|IND|NOM//nmod//9 ensamstående//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//4 .//MAD//punct//4
Rapport från huvudundersökning;De//DT|UTR/NEU|PLU|DEF//det//2 flesta//JJ|SUV|UTR/NEU|PLU|DEF|NOM//amod//2 färdtjänstresenärer//NN|UTR|PLU|IND|NOM//nsubj//7 som//HP|-|-|-//nsubj//4 reser//VB|PRS|AKT//acl:relcl//2 mycket//PN|NEU|SIN|IND|SUB/OBJ//advmod//4 är//VB|PRS|AKT//cop//7 pensionärer//NN|UTR|PLU|IND|NOM//ROOT//7 .//MID//punct//7
Rapport från huvudundersökning;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//11 är//VB|PRS|AKT//cop//11 naturligt//JJ|POS|NEU|SIN|IND|NOM//parataxis//7 då//HA//mark//14 vi//PN|UTR|PLU|DEF|SUB//nsubj//14 har//VB|PRS|AKT//advcl//11 en//DT|UTR|SIN|IND//det//16 åldersfördelning//NN|UTR|SIN|IND|NOM//obj//14 med//PP//case//20 förhållandevis//AB//advmod//19 många//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//20 personer//NN|UTR|PLU|IND|NOM//nmod//16 65//RG|NOM//nummod//22 år//NN|NEU|PLU|IND|NOM//nmod//16 eller//KN//cc//24 äldre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//22 men//KN//cc//29 även//AB//advmod//29 den//DT|UTR|SIN|DEF//det//29 yngre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//29 åldersgruppen//NN|UTR|SIN|DEF|NOM//conj//14 (//PAD//punct//29 18//RG|NOM//nummod//32 49//RG|NOM//nummod//33 år//NN|NEU|PLU|IND|NOM//appos//29 )//PAD//punct//11 har//VB|PRS|AKT//advcl//7 en//DT|UTR|SIN|IND//det//37 andel//NN|UTR|SIN|IND|NOM//obj//35 av//PP//case//40 44//RG|NOM//nummod//40 procent//NN|UTR|PLU|IND|NOM//nmod//37 pensionärer//NN|UTR|PLU|IND|NOM//obj//35 .//MAD//punct//7
Rapport från huvudundersökning;Så//AB//advmod//1 stor//JJ|POS|UTR|SIN|IND|NOM//amod//2 andel//NN|UTR|SIN|IND|NOM//nsubj//11 som//KN//mark//5 62//RG|NOM//nummod//5 procent//NN|UTR|PLU|IND|NOM//nsubj//11 av//PP//case//7 hushållen//NN|NEU|PLU|DEF|NOM//nmod//5 som//HP|-|-|-//obj//10 färdtjänstresenärerna//NN|UTR|PLU|DEF|NOM//nsubj//10 tillhör//VB|PRS|AKT//acl:relcl//5 har//VB|PRS|AKT//ROOT//11 en//DT|UTR|SIN|IND//det//14 sammanlagd//PC|PRF|UTR|SIN|IND|NOM//amod//14 månadsinkomst//NN|UTR|SIN|IND|NOM//obj//11 under//PP//case//18 15//RG|NOM//nummod//17 000//RG|NOM//nummod//18 kronor//NN|UTR|PLU|IND|NOM//nmod//14 .//MAD//punct//11
Rapport från huvudundersökning;I//PP//case//24 åldersgruppen//NN|UTR|SIN|DEF|NOM//nmod//24 50//RG|NOM//advmod//23 64//RG|NOM//nummod//24 år//NN|NEU|PLU|IND|NOM//obl//25 finns//VB|PRS|SFO//parataxis//11 en//DT|UTR|SIN|IND//det//29 något//AB//advmod//28 större//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//29 grupp//NN|UTR|SIN|IND|NOM//nsubj//25 (//PAD//punct//29 31//RG|NOM//nummod//32 procent//NN|UTR|PLU|IND|NOM//appos//29 jämfört//PC|PRF|NEU|SIN|IND|NOM//case//37 med//PP//fixed//33 ca//AB|AN//advmod//36 20//RG|NOM//nummod//37 procent//NN|UTR|PLU|IND|NOM//obl//25 )//PAD//punct//37 med//PP//case//40 inkomst//NN|UTR|SIN|IND|NOM//obl//25 mellan//PP//case//46 15//RG|NOM//nummod//43 000//RG|NOM//obl//45 29//RG|NOM//nummod//43 999//RG|NOM//nummod//46 kronor//NN|UTR|PLU|IND|NOM//nmod//40 .//MAD//punct//11
Rapport från huvudundersökning;Kön//NN|NEU|SIN|IND|NOM//nsubj//2 (//PAD//punct//0 uppräknat//PC|PRF|NEU|SIN|IND|NOM//ROOT//2 till//PP//case//4 populationen//NN|UTR|SIN|DEF|NOM//obl//2 )//PAD//punct//2
Rapport från huvudundersökning;De//DT|UTR/NEU|PLU|DEF//det//1 korstabeller//NN|UTR|PLU|IND|NOM//nsubj//7 som//HP|-|-|-//nsubj//3 följer//VB|PRS|AKT//acl:relcl//1 nedan//AB//advmod//3 är//VB|PRS|AKT//cop//7 inte//AB//advmod//7 kommenterade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//ROOT//7 i//PP//case//9 anslutning//NN|UTR|SIN|IND|NOM//obl//7 till//PP//case//11 tabellerna//NN|UTR|PLU|DEF|NOM//obl//7 .//MAD//punct//7
Rapport från huvudundersökning;Vid//PP//case//15 en//DT|UTR|SIN|IND//det//15 genomgång//NN|UTR|SIN|IND|NOM//obl//18 har//VB|PRS|AKT//aux//18 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//18 visat//VB|SUP|AKT//conj//7 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//18 att//SN//mark//25 många//PN|UTR/NEU|PLU|IND|SUB/OBJ//nsubj//25 av//PP//case//23 tabellerna//NN|UTR|PLU|DEF|NOM//nmod//21 inte//AB//advmod//25 innehåller//VB|PRS|AKT//csubj//18 resultat//NN|NEU|PLU|IND|NOM//obj//25 med//PP//case//30 några//DT|UTR/NEU|PLU|IND//det//30 större//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//30 skillnader//NN|UTR|PLU|IND|NOM//obl//25 mellan//PP//case//32 könen//NN|NEU|PLU|DEF|NOM//nmod//30 .//MAD//punct//18
Rapport från huvudundersökning;SCB//PM|NOM//nsubj//38 har//VB|PRS|AKT//aux//38 i//PP//advmod//38 stället//NN|NEU|SIN|DEF|NOM//fixed//36 valt//VB|SUP|AKT//parataxis//18 att//IE//mark//40 lägga//VB|INF|AKT//xcomp//38 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//42 kommentarer//NN|UTR|PLU|IND|NOM//obj//40 angående//PP//case//44 kön//NN|NEU|SIN|IND|NOM//obl//40 i//PP//case//46 anslutning//NN|UTR|SIN|IND|NOM//nmod//44 till//PP//case//48 frekvenstabellerna//NN|UTR|PLU|DEF|NOM//nmod//44 .//MAD//punct//7
Rapport från huvudundersökning;Möjlighet//NN|UTR|SIN|IND|NOM//ROOT//0 till//PP//case//3 förbättrat//PC|PRF|NEU|SIN|IND|NOM//amod//3 resande//NN|NEU|SIN|IND|NOM//nmod//0 för//PP//case//5 dig//PN|UTR|SIN|DEF|OBJ//nmod//3 som//HP|-|-|-//nsubj//7 reser//VB|PRS|AKT//acl:relcl//3 mycket//AB|POS//advmod//7 med//PP//case//10 färdtjänst//NN|UTR|SIN|IND|NOM//obl//7 !//MAD//punct//0
Rapport från huvudundersökning;I//PP//case//1 oktober//NN|UTR|SIN|IND|NOM//obl//3 2003//RG|NOM//nummod//1 tillsatte//VB|PRT|AKT//advcl//26 regeringen//NN|UTR|SIN|DEF|NOM//nsubj//3 en//DT|UTR|SIN|IND//det//6 utredning//NN|UTR|SIN|IND|NOM//obj//3 för//PP//mark//9 att//IE//mark//9 göra//VB|INF|AKT//acl//6 en//DT|UTR|SIN|IND//det//11 översyn//NN|UTR|SIN|IND|NOM//obj//9 av//PP//case//13 regler//NN|UTR|PLU|IND|NOM//nmod//11 och//KN//cc//15 tillämpning//NN|UTR|SIN|IND|NOM//conj//13 för//PP//case//17 bilstöd//NN|NEU|SIN|IND|NOM//nmod//15 till//PP//case//19 personer//NN|UTR|PLU|IND|NOM//nmod//15 med//PP//case//21 funktionshinder//NN|NEU|PLU|IND|NOM//nmod//19 .//MAD//punct//3
Rapport från huvudundersökning;Bilstöd//NN|NEU|SIN|IND|NOM//nsubj//3 kan//VB|PRS|AKT//aux//26 man//PN|UTR|SIN|IND|SUB//nsubj//26 söka//VB|INF|AKT//ROOT//26 från//PP//case//28 försäkringskassan//NN|UTR|SIN|DEF|NOM//obl//26 .//MAD//punct//26
Rapport från huvudundersökning;Genom//PP//case//31 bilstödet//NN|NEU|SIN|DEF|NOM//obl//34 kan//VB|PRS|AKT//aux//34 man//PN|UTR|SIN|IND|SUB//nsubj//34 få//VB|INF|AKT//parataxis//26 bidrag//NN|NEU|SIN|IND|NOM//obj//34 för//PP//mark//38 att//IE//mark//38 köpa//VB|INF|AKT//advcl//34 bil//NN|UTR|SIN|IND|NOM//obj//38 och//KN//cc//41 få//VB|INF|AKT//conj//38 den//PN|UTR|SIN|DEF|SUB/OBJ//det//43 anpassad//PC|PRF|UTR|SIN|IND|NOM//xcomp//41 utifrån//PP//case//46 sitt//PS|NEU|SIN|DEF//nmod:poss//46 funktionshinder//NN|NEU|SIN|IND|NOM//obl//41 så//AB//mark//51 att//SN//fixed//47 man//PN|UTR|SIN|IND|SUB//nsubj//51 kan//VB|PRS|AKT//aux//51 köra//VB|INF|AKT//advcl//41 bilen//NN|UTR|SIN|DEF|NOM//obj//51 själv//JJ|POS|UTR|SIN|IND|NOM//amod//52 eller//KN//cc//55 åka//VB|INF|AKT//conj//51 med//PP//compound:prt//55 som//KN//case//58 passagerare//NN|UTR|SIN|IND|NOM//obl//55 .//MAD//punct//26
Rapport från huvudundersökning;I//PP//case//1 utredningsuppdraget//NN|NEU|SIN|DEF|NOM//obl//2 ingår//VB|PRS|AKT//ROOT//2 även//AB//advmod//2 att//IE//mark//5 ta//VB|INF|AKT//xcomp//2 reda//PL//compound:prt//5 på//PP//mark//12 om//SN//mark//12 kommuner//NN|UTR|PLU|IND|NOM//nsubj//12 ska//VB|PRS|AKT//aux//12 kunna//VB|INF|AKT//aux//12 erbjuda//VB|INF|AKT//advcl//2 bilstöd//NN|NEU|SIN|IND|NOM//obj//12 i//PP//case//16 någon//DT|UTR|SIN|IND//det//16 form//NN|UTR|SIN|IND|NOM//obl//12 till//PP//case//18 färdtjänstresenärer//NN|UTR|PLU|IND|NOM//nmod//16 .//MAD//punct//2
Rapport från huvudundersökning;Den//DT|UTR|SIN|DEF//det//21 möjligheten//NN|UTR|SIN|DEF|NOM//nsubj//22 finns//VB|PRS|SFO//parataxis//2 inte//AB//advmod//22 idag//AB//advmod//22 .//MAD//punct//22
Rapport från huvudundersökning;För//PP//mark//29 att//IE//mark//29 kunna//VB|INF|AKT//aux//29 utreda//VB|INF|AKT//advcl//32 denna//DT|UTR|SIN|DEF//det//31 fråga//NN|UTR|SIN|IND|NOM//obj//29 behöver//VB|PRS|AKT//conj//2 vi//PN|UTR|PLU|DEF|SUB//nsubj//34 veta//VB|INF|AKT//xcomp//32 vilket//HD|NEU|SIN|IND//det//36 intresse//NN|NEU|SIN|IND|NOM//nsubj//40 för//PP//case//38 bilstöd//NN|NEU|SIN|IND|NOM//nmod//36 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//40 finns//VB|PRS|SFO//ccomp//34 hos//PP//case//42 dig//PN|UTR|SIN|DEF|OBJ//obl//40 som//KN//case//44 färdtjänstresenär//NN|UTR|SIN|IND|NOM//obl//40 .//MAD//punct//2
Rapport från huvudundersökning;Färdtjänsttillståndet//NN|NEU|SIN|DEF|NOM//nsubj:pass//49 ska//VB|PRS|AKT//aux//49 inte//AB//advmod//49 dras//VB|INF|SFO//parataxis//2 in//PL//compound:prt//49 för//PP//case//52 den//PN|UTR|SIN|DEF|SUB/OBJ//obl//49 som//HP|-|-|-//nsubj//55 vill//VB|PRS|AKT//aux//55 köpa//VB|INF|AKT//acl:relcl//52 en//DT|UTR|SIN|IND//det//58 egen//JJ|POS|UTR|SIN|IND/DEF|NOM//amod//58 bil//NN|UTR|SIN|IND|NOM//obj//55 .//MAD//punct//2
