Till statsrådet Lars-Erik Lövdén ;Regeringen//NN|UTR|SIN|DEF|NOM//nsubj//1 beslutade//VB|PRT|AKT//ROOT//1 den//DT|UTR|SIN|DEF//det//4 23//RG|NOM//nummod//4 juni//NN|UTR|SIN|IND|NOM//obj//1 1999//RG|NOM//nummod//4 att//IE//mark//7 tillkalla//VB|INF|AKT//acl//4 en//DT|UTR|SIN|IND//det//9 expertgrupp//NN|UTR|SIN|IND|NOM//obj//7 (//PAD//punct//9 dir//NN|AN//appos//9 .//MAD//punct//4
6.2 Kostnadsutjämningen;De//DT|UTR/NEU|PLU|DEF//det//1 kommuner//NN|UTR|PLU|IND|NOM//nsubj//16 och//KN//cc//3 landsting//NN|NEU|PLU|IND|NOM//conj//1 som//HP|-|-|-//nsubj//5 har//VB|PRS|AKT//acl:relcl//3 en//DT|UTR|SIN|IND//det//8 beräknad//PC|PRF|UTR|SIN|IND|NOM//amod//8 strukturkostnad//NN|UTR|SIN|IND|NOM//obj//5 som//HP|-|-|-//nsubj//10 överstiger//VB|PRS|AKT//acl:relcl//8 den//DT|UTR|SIN|DEF//det//13 genomsnittliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//13 strukturkostnaden//NN|UTR|SIN|DEF|NOM//obj//10 i//PP//case//15 landet//NN|NEU|SIN|DEF|NOM//nmod//13 får//VB|PRS|AKT//ROOT//16 ett//DT|NEU|SIN|IND//det//18 bidrag//NN|NEU|SIN|IND|NOM//obl//19 motsvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//xcomp//16 den//DT|UTR|SIN|DEF//det//22 överskjutande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//22 kostnaden//NN|UTR|SIN|DEF|NOM//obj//16 .//MAD//punct//16
6.2 Kostnadsutjämningen;Understiger//VB|PRS|AKT//parataxis//16 strukturkostnaden//NN|UTR|SIN|DEF|NOM//nsubj//24 genomsnittet//NN|NEU|SIN|DEF|NOM//obj//24 i//PP//case//28 landet//NN|NEU|SIN|DEF|NOM//nmod//26 betalar//VB|PRS|AKT//conj//16 kommunen//NN|UTR|SIN|DEF|NOM//obj//29 eller//KN//cc//32 landstingen//NN|NEU|PLU|DEF|NOM//conj//30 i//PP//case//36 stället//NN|NEU|SIN|DEF|NOM//fixed//33 motsvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//36 avgift//NN|UTR|SIN|IND|NOM//obl//29 .//MID//punct//16
6.2 Kostnadsutjämningen;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//39 innebär//VB|PRS|AKT//parataxis//16 att//SN//mark//50 summan//NN|UTR|SIN|DEF|NOM//nsubj//50 av//PP//case//43 bidrag//NN|NEU|SIN|IND|NOM//nmod//41 i//PP//case//45 kostnadsutjämningen//NN|UTR|SIN|DEF|NOM//nmod//43 i//PP//case//47 princip//NN|UTR|SIN|IND|NOM//nmod//45 kommer//VB|PRS|AKT//aux//50 att//IE//mark//50 motsvara//VB|INF|AKT//ccomp//39 summan//NN|UTR|SIN|DEF|NOM//obj//50 av//PP//case//53 avgifter//NN|UTR|PLU|IND|NOM//obl//50 .//MAD//punct//16
6.2 Kostnadsutjämningen;I//PP//case//1 fortsättningen//NN|UTR|SIN|DEF|NOM//obl//5 av//PP//case//4 detta//DT|NEU|SIN|DEF//det//4 avsnitt//NN|NEU|SIN|IND|NOM//nmod//1 lämnas//VB|PRS|SFO//ROOT//5 en//DT|UTR|SIN|IND//det//7 beskrivning//NN|UTR|SIN|IND|NOM//nsubj:pass//5 av//PP//case//11 de//DT|UTR/NEU|PLU|DEF//det//11 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//11 delmodellerna//NN|UTR|PLU|DEF|NOM//nmod//7 i//PP//case//13 kostnadsutjämningen//NN|UTR|SIN|DEF|NOM//nmod//11 .//MAD//punct//5
6.2 Kostnadsutjämningen;Beskrivningen//NN|UTR|SIN|DEF|NOM//nsubj:pass//16 görs//VB|PRS|SFO//parataxis//5 först//AB//advmod//16 för//PP//case//19 kommunsystemet//NN|NEU|SIN|DEF|NOM//obl//16 och//KN//cc//21 sedan//AB//advmod//23 för//PP//case//23 landstingssystemet//NN|NEU|SIN|DEF|NOM//obl//16 .//MAD//punct//5
6.2 Kostnadsutjämningen;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//2 bör//VB|PRS|AKT//aux//2 noteras//VB|INF|SFO//ROOT//2 att//SN//mark//7 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//7 är//VB|PRS|AKT//cop//7 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//7 skalor//NN|UTR|PLU|IND|NOM//dep//2 i//PP//case//10 de//DT|UTR/NEU|PLU|DEF//det//10 diagram//NN|NEU|PLU|IND|NOM//nmod//7 som//HP|-|-|-//nsubj//12 följer//VB|PRS|AKT//acl:relcl//10 i//PP//case//15 detta//DT|NEU|SIN|DEF//det//15 kapitel//NN|NEU|SIN|IND|NOM//obl//12 .//MAD//punct//2

6.2 Kostnadsutjämningen / Kommunsystemet;När//HA//mark//3 man//PN|UTR|SIN|IND|SUB//nsubj//3 ska//VB|PRS|AKT//aux//3 beräkna//VB|INF|AKT//advcl//13 hur//HA//advmod//5 mycket//JJ|POS|NEU|SIN|IND|NOM//amod//6 pengar//NN|UTR|PLU|IND|NOM//obj//13 som//HP|-|-|-//nsubj:pass//8 omfördelas//VB|PRS|SFO//acl:relcl//6 genom//PP//case//10 kostnadsutjämningen//NN|UTR|SIN|DEF|NOM//obl//8 måste//VB|PRS|AKT//aux//13 man//PN|UTR|SIN|IND|SUB//nsubj//13 skilja//VB|INF|AKT//ROOT//13 på//PP//mark//18 hur//HA//advmod//16 mycket//PN|NEU|SIN|IND|SUB/OBJ//advmod//18 som//HP|-|-|-//nsubj:pass//18 omfördelas//VB|PRS|SFO//advcl//13 inom//PP//case//21 enskilda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//21 delmodeller//NN|UTR|PLU|IND|NOM//obl//18 och//KN//cc//23 vad//HP|NEU|SIN|IND//conj//18 som//HP|-|-|-//nsubj:pass//25 omfördelas//VB|PRS|SFO//acl:relcl//23 på//PP//case//27 totalnivå//NN|UTR|SIN|IND|NOM//obl//25 .//MAD//punct//13
6.2 Kostnadsutjämningen / Kommunsystemet;Orsaken//NN|UTR|SIN|DEF|NOM//parataxis//13 är//VB|PRS|AKT//cop//29 att//SN//mark//43 kommuner//NN|UTR|PLU|IND|NOM//nsubj//43 som//HP|-|-|-//nsubj//35 exempelvis//AB//advmod//35 ligger//VB|PRS|AKT//acl:relcl//32 över//PP//case//37 genomsnittskostnaden//NN|UTR|SIN|DEF|NOM//obl//35 i//PP//case//40 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//40 modeller//NN|UTR|PLU|IND|NOM//obl//35 i//PP//advmod//43 regel//NN|UTR|SIN|IND|NOM//fixed//41 ligger//VB|PRS|AKT//csubj//29 under//PP//case//45 genomsnittet//NN|NEU|SIN|DEF|NOM//obl//43 i//PP//case//48 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//48 modeller//NN|UTR|PLU|IND|NOM//nmod//45 .//MAD//punct//29
6.2 Kostnadsutjämningen / Kommunsystemet;När//HA//mark//52 man//PN|UTR|SIN|IND|SUB//nsubj//52 summerar//VB|PRS|AKT//advcl//61 utfallet//NN|NEU|SIN|DEF|NOM//obj//52 av//PP//case//56 samtliga//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//56 modeller//NN|UTR|PLU|IND|NOM//nmod//53 för//PP//case//60 de//DT|UTR/NEU|PLU|DEF//det//60 enskilda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//60 kommunerna//NN|UTR|PLU|DEF|NOM//nmod//56 kommer//VB|PRS|AKT//conj//13 dessa//PN|UTR/NEU|PLU|DEF|SUB/OBJ//det//63 över-//AB|SMS//nsubj//61 och//KN//cc//65 underskott//NN|NEU|SIN|IND|NOM//conj//63 att//IE//mark//70 i//PP//case//69 stor//JJ|POS|UTR|SIN|IND|NOM//amod//69 utsträckning//NN|UTR|SIN|IND|NOM//obl//70 ta//VB|INF|AKT//acl//65 ut//PL//compound:prt//70 varandra//PN|UTR/NEU|PLU|DEF|OBJ//obj//70 .//MAD//punct//13
6.2 Kostnadsutjämningen / Kommunsystemet;Den//DT|UTR|SIN|DEF//det//76 verkliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//76 omfördelningen//NN|UTR|SIN|DEF|NOM//nsubj//79 i//PP//case//78 systemet//NN|NEU|SIN|DEF|NOM//nmod//76 blir//VB|PRS|AKT//parataxis//13 därför//AB//advmod//79 väsentligt//AB|POS//advmod//82 mindre//AB|KOM//xcomp//79 .//MAD//punct//13
6.2 Kostnadsutjämningen / Kommunsystemet;I//PP//case//2 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//2 tabell//NN|UTR|SIN|IND|NOM//obl//3 visas//VB|PRS|SFO//ROOT//3 vilka//HD|UTR/NEU|PLU|IND//det//5 delmodeller//NN|UTR|PLU|IND|NOM//nsubj:pass//3 som//HP|-|-|-//nsubj//7 ingår//VB|PRS|AKT//acl:relcl//5 i//PP//case//9 kommunsystemet//NN|NEU|SIN|DEF|NOM//obl//7 och//KN//cc//11 storleken//NN|UTR|SIN|DEF|NOM//conj//9 på//PP//case//13 omfördelningen//NN|UTR|SIN|DEF|NOM//nmod//11 inom//PP//case//17 de//DT|UTR/NEU|PLU|DEF//det//17 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//17 modellerna//NN|UTR|PLU|DEF|NOM//nmod//13 .//MID//punct//3
6.2 Kostnadsutjämningen / Kommunsystemet;Även//AB//advmod//23 den//DT|UTR|SIN|DEF//det//22 totala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//22 omfördelningen//NN|UTR|SIN|DEF|NOM//nsubj:pass//23 redovisas//VB|PRS|SFO//advcl//3 .//MAD//punct//3
6.2 Kostnadsutjämningen / Kommunsystemet;Tabellen//NN|UTR|SIN|DEF|NOM//nsubj//26 visar//VB|PRS|AKT//parataxis//3 klart//AB|POS//xcomp//26 att//SN//mark//35 den//DT|UTR|SIN|DEF//det//30 totala//JJ|POS|UTR/NEU|SIN|DEF|NOM//nsubj//35 (//PAD//punct//30 netto-)omfördelningen//NN|UTR|SIN|DEF|NOM//advmod//35 är//VB|PRS|AKT//cop//35 betydligt//AB//advmod//35 mindre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//ccomp//26 än//KN//case//37 summan//NN|UTR|SIN|DEF|NOM//obl//35 av//PP//case//39 omfördelningen//NN|UTR|SIN|DEF|NOM//nmod//37 inom//PP//case//42 enskilda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//42 modeller//NN|UTR|PLU|IND|NOM//nmod//39 .//MAD//punct//3
6.2 Kostnadsutjämningen / Kommunsystemet;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//57 är//VB|PRS|AKT//cop//57 till//AB//advmod//57 och//KN//fixed//46 med//AB//fixed//46 så//AB//advmod//57 att//SN//fixed//49 år//NN|NEU|SIN|IND|NOM//nmod//52 2000//RG|NOM//fixed//49 var//VB|PRT|AKT//cop//57 omfördelningen//NN|UTR|SIN|DEF|NOM//advmod//53 på//PP//case//56 totalnivån//NN|UTR|SIN|DEF|NOM//nmod//54 mindre//AB|KOM//parataxis//3 än//KN//fixed//57 omfördelningen//NN|UTR|SIN|DEF|NOM//advmod//57 inom//PP//case//62 enbart//AB//amod//62 modellen//NN|UTR|SIN|DEF|NOM//obl//57 för//PP//case//64 äldreomsorg//NN|UTR|SIN|IND|NOM//nmod//62 .//MAD//punct//3
6.2 Kostnadsutjämningen / Kommunsystemet;År//NN|NEU|SIN|IND|NOM//nmod//1 2000//RG|NOM//obl//8 var//VB|PRT|AKT//cop//8 den//DT|UTR|SIN|DEF//det//5 genomsnittliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//5 strukturkostnaden//NN|UTR|SIN|DEF|NOM//nsubj//8 21//RG|NOM//nummod//7 251//RG|NOM//nummod//8 kronor//NN|UTR|PLU|IND|NOM//ROOT//8 per//PP//case//10 invånare//NN|UTR|SIN|IND|NOM//nmod//8 .//MAD//punct//8
6.2 Kostnadsutjämningen / Kommunsystemet;Samma//DT|UTR/NEU|SIN/PLU|IND//det//13 år//NN|NEU|SIN|IND|NOM//nsubj//14 betalade//VB|PRT|AKT//parataxis//8 160//RG|NOM//nummod//16 kommuner//NN|UTR|PLU|IND|NOM//nmod//17 avgifter//NN|UTR|PLU|IND|NOM//obj//14 inom//PP//case//19 kostnadsutjämningssystemet//NN|NEU|SIN|DEF|NOM//obl//14 och//KN//cc//21 129//RG|NOM//conj//19 fick//VB|PRT|AKT//conj//14 bidrag//NN|NEU|PLU|IND|NOM//obj//22 .//MAD//punct//8
6.2 Kostnadsutjämningen / Kommunsystemet;Den//DT|UTR|SIN|DEF//det//27 högsta//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//27 avgiften//NN|UTR|SIN|DEF|NOM//nsubj:pass//35 ,//MID//punct//27 3//RG|NOM//nummod//30 167//RG|NOM//nummod//31 kronor//NN|UTR|PLU|IND|NOM//appos//27 per//PP//case//33 invånare//NN|UTR|SIN|IND|NOM//nmod//31 ,//MID//punct//35 betalades//VB|PRT|SFO//parataxis//8 av//PP//case//38 Håbo//PM|GEN//nmod:poss//38 kommun//NN|UTR|SIN|IND|NOM//obl:agent//35 och//KN//cc//43 det//DT|NEU|SIN|DEF//det//42 högsta//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//42 bidraget//NN|NEU|SIN|DEF|NOM//nsubj//43 fick//VB|PRT|AKT//conj//8 Pajala//PM|NOM//nmod:poss//45 kommun//NN|UTR|SIN|IND|NOM//obj//43 ,//MID//punct//50 med//PP//case//50 10//RG|NOM//nummod//49 640//RG|NOM//nummod//50 kronor//NN|UTR|PLU|IND|NOM//obl//43 per//PP//case//52 invånare//NN|UTR|SIN|IND|NOM//nmod//50 .//MAD//punct//8
6.2 Kostnadsutjämningen / Kommunsystemet;På//PP//case//1 kommungruppsnivå//NN|UTR|SIN|IND|NOM//obl//4 är//VB|PRS|AKT//cop//4 det//PN|NEU|SIN|DEF|SUB/OBJ//det//4 storstäder//NN|UTR|PLU|IND|NOM//ROOT//4 ,//MID//punct//6 landsbygdskommuner//NN|UTR|PLU|IND|NOM//conj//4 ,//MID//punct//8 glesbygdskommuner//NN|UTR|PLU|IND|NOM//conj//4 och//KN//cc//12 övriga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//12 mindre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//12 kommuner//NN|UTR|PLU|IND|NOM//conj//4 som//HP|-|-|-//nsubj//14 får//VB|PRS|AKT//acl:relcl//12 bidrag//NN|NEU|SIN|IND|NOM//obj//14 i//PP//case//17 kostnadsutjämningen//NN|UTR|SIN|DEF|NOM//obl//14 .//MAD//punct//4
6.2 Kostnadsutjämningen / Kommunsystemet;Avgifter//NN|UTR|PLU|IND|NOM//nsubj:pass//20 betalas//VB|PRS|SFO//parataxis//4 således//AB//advmod//20 av//PP//case//24 grupperna//NN|UTR|PLU|DEF|NOM//nmod//24 förorter//NN|UTR|PLU|IND|NOM//obl:agent//20 ,//MID//punct//27 större//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//27 städer//NN|UTR|PLU|IND|NOM//conj//24 ,//MID//punct//30 medelstora//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//30 städer//NN|UTR|PLU|IND|NOM//conj//24 ,//MID//punct//32 industrikommuner//NN|UTR|PLU|IND|NOM//conj//24 och//KN//cc//36 övriga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//36 större//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//36 kommuner//NN|UTR|PLU|IND|NOM//conj//24 .//MAD//punct//4
6.2 Kostnadsutjämningen / Kommunsystemet;Bidrag//NN|NEU|PLU|IND|NOM//ROOT//0 (//PAD//punct//0 +//MID//conj//0 )//PAD//punct//0 respektive//AB//cc//5 avgifter//NN|UTR|PLU|IND|NOM//conj//0 (//PAD//punct//5 -//MID//punct//5 )//PAD//punct//5 ,//MID//punct//10 kr//NN|AN//conj//0 per//PP//case//12 inv//NN|UTR|SIN|IND|NOM//nmod//10
6.2 Kostnadsutjämningen / Kommunsystemet;Under//PP//case//1 rubrikerna//NN|UTR|PLU|DEF|NOM//obl//3 nedan//AB//nmod//1 redovisas//VB|PRS|SFO//ROOT//3 hur//HA//advmod//8 de//DT|UTR/NEU|PLU|DEF//det//7 strukturella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//7 kostnadsskillnaderna//NN|UTR|PLU|DEF|NOM//nsubj:pass//8 beräknas//VB|PRS|SFO//ccomp//3 i//PP//case//12 de//DT|UTR/NEU|PLU|DEF//det//12 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//12 modellerna//NN|UTR|PLU|DEF|NOM//obl//8 .//MAD//punct//3
6.2 Kostnadsutjämningen / Kommunsystemet;En//DT|UTR|SIN|IND//det//15 beskrivning//NN|UTR|SIN|IND|NOM//nsubj:pass//16 görs//VB|PRS|SFO//parataxis//3 även//AB//advmod//16 av//PP//mark//23 vilken//HD|UTR|SIN|IND//det//20 omfördelning//NN|UTR|SIN|IND|NOM//nsubj//23 respektive//AB//cc//22 modell//NN|UTR|SIN|IND|NOM//conj//20 leder//VB|PRS|AKT//advcl//16 till//PP//compound:prt//23 .//MAD//punct//16
6.2 Kostnadsutjämningen / Kommunsystemet;Vid//PP//case//27 beskrivningen//NN|UTR|SIN|DEF|NOM//obl//35 av//PP//case//30 kommunernas//NN|UTR|PLU|DEF|GEN//nmod:poss//30 avvikelse//NN|UTR|SIN|IND|NOM//nmod//27 från//PP//case//34 de//DT|UTR/NEU|PLU|DEF//det//34 genomsnittliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//34 standardkostnaderna//NN|UTR|PLU|DEF|NOM//nmod//30 används//VB|PRS|SFO//advcl//16 begreppen//NN|NEU|PLU|DEF|NOM//amod//37 tillägg//NN|NEU|PLU|IND|NOM//obl:agent//35 respektive//AB//cc//39 avdrag//NN|NEU|PLU|IND|NOM//conj//37 .//MAD//punct//3
6.2 Kostnadsutjämningen / Kommunsystemet;Tillägg//NN|NEU|PLU|IND|NOM//nsubj//42 får//VB|PRS|AKT//parataxis//3 kommuner//NN|UTR|PLU|IND|NOM//obj//42 som//HP|-|-|-//nsubj//45 har//VB|PRS|AKT//acl:relcl//43 standardkostnader//NN|UTR|PLU|IND|NOM//obj//45 över//PP//case//48 genomsnittet//NN|NEU|SIN|DEF|NOM//obl//45 och//KN//cc//50 avdrag//NN|NEU|SIN|IND|NOM//conj//48 de//PN|UTR/NEU|PLU|DEF|SUB//obj//45 som//HP|-|-|-//nsubj//53 ligger//VB|PRS|AKT//acl:relcl//51 under//PL//advmod//53 .//MAD//punct//3
6.2 Kostnadsutjämningen / Kommunsystemet;Äldreomsorg//NN|UTR|SIN|IND|NOM//ROOT//0
6.2 Kostnadsutjämningen / Kommunsystemet;Den//DT|UTR|SIN|DEF//det//2 nuvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//2 modellen//NN|UTR|SIN|DEF|NOM//nsubj:pass//10 för//PP//case//4 utjämning//NN|UTR|SIN|IND|NOM//nmod//2 av//PP//case//7 kommunernas//NN|UTR|PLU|DEF|GEN//nmod:poss//7 kostnader//NN|UTR|PLU|IND|NOM//nmod//4 för//PP//case//9 äldreomsorg//NN|UTR|SIN|IND|NOM//nmod//7 baseras//VB|PRS|SFO//ROOT//10 i//PP//case//13 stor//JJ|POS|UTR|SIN|IND|NOM//amod//13 utsträckning//NN|UTR|SIN|IND|NOM//obl//10 på//PP//case//15 principer//NN|UTR|PLU|IND|NOM//obl//10 som//HP|-|-|-//nsubj:pass//17 lades//VB|PRT|SFO//acl:relcl//15 fram//PL//compound:prt//17 av//PP//case//20 Strukturkostnadsutredningen//PM|NOM//obl:agent//17 och//KN//cc//22 Statsbidragsberedningen//PM|NOM//conj//20 .//MAD//punct//10
6.2 Kostnadsutjämningen / Kommunsystemet;Från//PP//advmod//28 och//KN//fixed//24 med//PP//fixed//24 år//NN|NEU|SIN|IND|NOM//nmod//28 2000//RG|NOM//obl//10 har//VB|PRS|AKT//aux//32 dock//AB//advmod//32 modellen//NN|UTR|SIN|DEF|NOM//nsubj:pass//32 uppdaterats//VB|SUP|SFO//conj//10 och//KN//cc//34 kompletterats//VB|SUP|SFO//conj//32 med//PP//case//38 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//38 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//38 variabler//NN|UTR|PLU|IND|NOM//obl//34 enligt//PP//case//40 förslag//NN|NEU|PLU|IND|NOM//obl//32 som//HP|-|-|-//nsubj:pass//42 lämnades//VB|PRT|SFO//acl:relcl//40 av//PP//case//45 Kommunala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//45 utjämningsutredningen//NN|NEU|PLU|DEF|NOM//obl:agent//42 .//MAD//punct//10
6.2 Kostnadsutjämningen / Kommunsystemet;Modellen//NN|UTR|SIN|DEF|NOM//nsubj//1 består//VB|PRS|AKT//ROOT//1 av//PP//case//4 flera//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//4 delar//NN|UTR|PLU|IND|NOM//obl//1 .//MAD//punct//4
6.2 Kostnadsutjämningen / Kommunsystemet;Själva//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//7 kärnan//NN|UTR|SIN|DEF|NOM//nsubj//21 i//PP//case//9 modellen//NN|UTR|SIN|DEF|NOM//nmod//7 och//KN//cc//12 den//DT|UTR|SIN|DEF//det//12 del//NN|UTR|SIN|IND|NOM//conj//7 som//HP|-|-|-//nsubj//14 fördelar//VB|PRS|AKT//acl:relcl//12 mest//AB|SUV//amod//16 pengar//NN|UTR|PLU|IND|NOM//obj//14 mellan//PP//case//18 kommunerna//NN|UTR|PLU|DEF|NOM//nmod//16 är//VB|PRS|AKT//cop//21 en//DT|UTR|SIN|IND//det//21 matrismodell//NN|UTR|SIN|IND|NOM//appos//4 med//PP//case//24 s.k.//AB|AN//amod//24 normkostnader//NN|UTR|PLU|IND|NOM//nmod//21 ,//MID//punct//26 beräknade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//conj//1 efter//PP//case//28 vårdbehovet//NN|NEU|SIN|DEF|NOM//obl//26 för//PP//case//32 den//DT|UTR|SIN|DEF//det//32 äldre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//32 befolkningen//NN|UTR|SIN|DEF|NOM//obl//26 i//PP//case//35 respektive//AB//amod//35 kommun//NN|UTR|SIN|IND|NOM//nmod//32 .//MAD//punct//1
6.2 Kostnadsutjämningen / Kommunsystemet;Normkostnaderna//NN|UTR|PLU|DEF|NOM//nsubj//38 beaktar//VB|PRS|AKT//parataxis//1 ålder//NN|UTR|SIN|IND|NOM//obj//38 ,//MID//punct//41 kön//NN|NEU|SIN|IND|NOM//conj//39 ,//MID//punct//43 yrkesbakgrund//NN|UTR|SIN|IND|NOM//conj//39 ,//MID//punct//45 civilstatus//NN|UTR|SIN|IND|NOM//conj//39 och//KN//cc//47 etnicitet//NN|UTR|SIN|IND|NOM//conj//39 .//MAD//punct//38
6.2 Kostnadsutjämningen / Kommunsystemet;De//DT|UTR/NEU|PLU|DEF//det//1 normkostnader//NN|UTR|PLU|IND|NOM//nsubj:pass//7 som//HP|-|-|-//nsubj:pass//3 används//VB|PRS|SFO//acl:relcl//1 i//PP//case//5 modellen//NN|UTR|SIN|DEF|NOM//obl//3 har//VB|PRS|AKT//aux//7 tagits//VB|SUP|SFO//ROOT//7 fram//PL//compound:prt//7 av//PP//case//11 Kommunala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//11 utjämningsutredningen//NN|NEU|PLU|DEF|NOM//obl:agent//7 och//KN//cc//13 avser//VB|PRS|AKT//conj//7 år//NN|NEU|SIN|IND|NOM//nmod//15 1996//RG|NOM//obl//13 .//MAD//punct//7
6.2 Kostnadsutjämningen / Kommunsystemet;Dessa//DT|UTR/NEU|PLU|DEF//det//18 normkostnader//NN|UTR|PLU|IND|NOM//nsubj:pass//19 beräknas//VB|PRS|SFO//parataxis//7 för//PP//case//23 varje//DT|UTR/NEU|SIN|IND//det//23 enskild//JJ|POS|UTR|SIN|IND|NOM//amod//23 kommun//NN|UTR|SIN|IND|NOM//obl//19 uppdelat//VB|SUP|AKT//advcl//19 efter//PP//case//26 ålder//NN|UTR|SIN|IND|NOM//obl//24 (//PAD//punct//26 65-74//RG|NOM//appos//26 ,//MID//punct//28 75-84//RG|NOM//conj//28 samt//KN//cc//33 85//RG|NOM//nummod//33 år//NN|NEU|PLU|IND|NOM//conj//28 och//KN//cc//35 äldre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//33 )//PAD//punct//26 ,//MID//punct//38 kön//NN|NEU|SIN|IND|NOM//conj//24 (//PAD//punct//38 man//NN|UTR|SIN|IND|NOM//appos//38 och//KN//cc//42 kvinna//NN|UTR|SIN|IND|NOM//conj//40 )//PAD//punct//38 och//KN//cc//45 etnicitet//NN|UTR|SIN|IND|NOM//conj//24 (//PAD//punct//48 utländsk//JJ|POS|UTR|SIN|IND|NOM//amod//48 bakgrund//NN|UTR|SIN|IND|NOM//appos//45 eller//KN//cc//50 ej//AB//conj//48 )//PAD//punct//45 .//MAD//punct//7
6.2 Kostnadsutjämningen / Kommunsystemet;Tilläggas//VB|INF|SFO//nsubj//64 kan//VB|PRS|AKT//aux//64 att//SN//mark//56 normkostnaderna//NN|UTR|PLU|DEF|NOM//nsubj//64 för//PP//case//58 personer//NN|UTR|PLU|IND|NOM//nmod//56 med//PP//case//61 utländsk//JJ|POS|UTR|SIN|IND|NOM//amod//61 bakgrund//NN|UTR|SIN|IND|NOM//nmod//58 helt//AB|POS//advmod//63 enkelt//AB|POS//advmod//64 bygger//VB|PRS|AKT//parataxis//7 på//PP//case//67 en//DT|UTR|SIN|IND//det//67 uppskrivning//NN|UTR|SIN|IND|NOM//obl//64 med//PP//case//70 50//RG|NOM//nummod//70 %//NN|AN//nmod//67 av//PP//case//72 kostnaden//NN|UTR|SIN|DEF|NOM//nmod//70 för//PP//case//76 motsvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//76 svensk//JJ|POS|UTR|SIN|IND|NOM//amod//76 kategori//NN|UTR|SIN|IND|NOM//nmod//72 .//MAD//punct//7
6.2 Kostnadsutjämningen / Kommunsystemet;Normkostnaden//NN|UTR|SIN|DEF|NOM//nsubj:pass//6 per//PP//case//2 person//NN|UTR|SIN|IND|NOM//nmod//0 i//PP//case//5 varje//DT|UTR/NEU|SIN|IND//det//5 grupp//NN|UTR|SIN|IND|NOM//nmod//0 multipliceras//VB|PRS|SFO//ROOT//6 sedan//AB//advmod//6 med//PP//case//10 antalet//NN|NEU|SIN|DEF|NOM//nmod//10 personer//NN|UTR|PLU|IND|NOM//obl//6 i//PP//case//13 respektive//AB//amod//13 grupp//NN|UTR|SIN|IND|NOM//nmod//10 .//MID//punct//6
