Underhållsskyldighet;i//PP//case//2 internationella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//2 situationer//NN|UTR|PLU|IND|NOM//ROOT//2 –//RG|NOM//punct//2
Till statsrådet och chefen för Justitiedepartementet;Till//PP//case//24 betänkandet//NN|NEU|SIN|DEF|NOM//obl//25 bifogas//VB|PRS|SFO//conj//1 också//AB//advmod//25 ett//DT|NEU|SIN|IND//det//29 särskilt//PC|PRF|NEU|SIN|IND|NOM//amod//29 yttrande//NN|NEU|SIN|IND|NOM//nsubj:pass//25 samt//KN//cc//32 en//DT|UTR|SIN|IND//det//32 bilagedel//NN|UTR|SIN|IND|NOM//conj//29 .//MAD//punct//1
Till statsrådet och chefen för Justitiedepartementet;Utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//1 uppdrag//NN|NEU|SIN|IND|NOM//nsubj//4 är//VB|PRS|AKT//cop//4 härmed//AB//advmod//4 slutfört//PC|PRF|NEU|SIN|IND|NOM//ROOT//4 .//MAD//punct//6
Till statsrådet och chefen för Justitiedepartementet;Stockholm//PM|NOM//parataxis//4 den//DT|UTR|SIN|DEF//det//9 1//RO|NOM//nummod//9 september//NN|UTR|SIN|IND|NOM//obl//6 2010//RG|NOM//nummod//9
Till statsrådet och chefen för Justitiedepartementet;Ulrika//PM|NOM//ROOT//0 Beergrehn//PM|NOM//flat:name//0 /Boel//RG|NOM//punct//4 Oldenstedt//NN|UTR|SIN|IND|NOM//amod//4 3.2//RG|NOM//conj//0 Internationella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//6 instrument//NN|NEU|PLU|IND|NOM//conj//0 och//KN//cc//9 deras//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//9 4.8//RG|NOM//conj//6 Särskilt//AB//advmod//20 om//PP//case//20 sambor//NN|UTR|PLU|IND|NOM//nmod//20 ,//MID//punct//15 samkönade//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//15 äktenskap//NN|NEU|PLU|IND|NOM//conj//12 och//KN//cc//17 5.2//RG|NOM//conj//12 2007//RG|NOM//nummod//19 års//NN|NEU|SIN|IND|GEN//nmod:poss//20 Haagkonvention//NN|UTR|SIN|IND|NOM//nmod//9 (//PAD//punct//20 begränsningar//NN|UTR|PLU|IND|NOM//appos//20 i//PP//case//24 rätten//NN|UTR|SIN|DEF|NOM//nmod//22 att//SN//mark//27 8.3//RG|NOM//nmod//27 Avtal//NN|NEU|PLU|IND|NOM//conj//20 om//PP//case//29 underhåll//NN|NEU|SIN|IND|NOM//nmod//27 enligt//PP//case//31 underhållsförordningen//NN|UTR|SIN|DEF|NOM//nmod//29 och//KN//cc//33 8.4//RG|NOM//conj//31 Avtal//NN|NEU|PLU|IND|NOM//nmod//27 om//PP//case//37 behörig//JJ|POS|UTR|SIN|IND|NOM//amod//37 domstol//NN|UTR|SIN|IND|NOM//nmod//34 enligt//PP//case//41 9.3//RG|NOM//nmod:poss//41 Centralmyndighetens//PM|GEN//flat:name//39 uppgifter//NN|UTR|PLU|IND|NOM//nmod//37 enligt//PP//case//44 9.4//RG|NOM//nummod//44 Uppgifter//NN|UTR|PLU|IND|NOM//nmod//27 till//PP//case//46 centralmyndigheten//NN|UTR|SIN|DEF|NOM//nmod//27 och//KN//cc//49 16.2//RG|NOM//nummod//49 Förslaget//NN|NEU|SIN|DEF|NOM//conj//46 till//PP//case//51 lag//NN|UTR|SIN|IND|NOM//nmod//27 om//PP//case//53 ändring//NN|UTR|SIN|IND|NOM//nmod//51 i//PP//case//55 lagen//NN|UTR|SIN|DEF|NOM//nmod//53 (//PAD//punct//27 1904:26//RG|NOM//appos//27 s.//NN|AN//nmod//59 1//RG|NOM//nmod//57 )//PAD//punct//27 om//PP//case//64 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//64 internationella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//64 rättsförhållanden//NN|NEU|PLU|IND|NOM//nmod//27 rörande//PP//case//66 äktenskap//NN|NEU|SIN|IND|NOM//nmod//64


1 Förslag till lag med kompletterande bestämmelser till underhållsförordningen och 2007 års Haagkonvention;Härigenom//AB//advmod//1 föreskrivs//VB|PRS|SFO//ROOT//1 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//1 .//MAD//punct//1

1 Förslag till lag med kompletterande bestämmelser till underhållsförordningen och 2007 års Haagkonvention / Tillämpningsområde;1//RG|NOM//nummod//1 §//NN|AN//obl//5  //_SP////1 Denna//DT|UTR|SIN|DEF//det//4 lag//NN|UTR|SIN|IND|NOM//nsubj//5 innehåller//VB|PRS|AKT//ROOT//5 bestämmelser//NN|UTR|PLU|IND|NOM//obj//5 som//HP|-|-|-//nsubj//8 kompletterar//VB|PRS|AKT//acl:relcl//6 rådets//NN|NEU|SIN|DEF|GEN//nmod:poss//10 förordning//NN|UTR|SIN|IND|NOM//obj//8 (//PAD//punct//12 EG//PM|NOM//appos//10 )//PAD//punct//12 nr//NN|AN//nmod//15 4/2009//RG|NOM//conj//10 av//PP//case//19 den//DT|UTR|SIN|DEF//det//19 18//RG|NOM//nummod//19 december//NN|UTR|SIN|IND|NOM//nmod//15 2008//RG|NOM//nummod//19 om//PP//case//23 domstols//NN|UTR|SIN|IND|GEN//amod//23 behörighet//NN|UTR|SIN|IND|NOM//nmod//19 ,//MID//punct//26 tillämplig//JJ|POS|UTR|SIN|IND|NOM//amod//26 lag//NN|UTR|SIN|IND|NOM//appos//5 ,//MID//punct//28 erkännande//NN|NEU|SIN|IND|NOM//conj//26 och//KN//cc//30 verkställighet//NN|UTR|SIN|IND|NOM//conj//26 av//PP//case//32 domar//NN|UTR|PLU|IND|NOM//nmod//30 samt//KN//cc//34 samarbete//NN|NEU|SIN|IND|NOM//conj//32 i//PP//case//38 fråga//NN|UTR|SIN|IND|NOM//fixed//35 om//PP//fixed//35 underhållsskyldighet//NN|UTR|SIN|IND|NOM//nmod//34 (//PAD//punct//40 underhållsförordningen//NN|UTR|SIN|DEF|NOM//conj//32 )//PAD//punct//40 och//KN//cc//43 Haagkonventionen//NN|UTR|SIN|DEF|NOM//conj//32 av//PP//case//47 den//DT|UTR|SIN|DEF//det//47 23//RG|NOM//nummod//47 november//NN|UTR|SIN|IND|NOM//nmod//43 2007//RG|NOM//nummod//47 om//PP//case//51 internationell//JJ|POS|UTR|SIN|IND|NOM//amod//51 indrivning//NN|UTR|SIN|IND|NOM//nmod//43 av//PP//case//53 underhåll//NN|NEU|SIN|IND|NOM//nmod//51 till//PP//case//55 barn//NN|NEU|PLU|IND|NOM//nmod//51 och//KN//cc//58 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//58 familjemedlemmar//NN|UTR|PLU|IND|NOM//conj//55 (//PAD//punct//62 2007//RG|NOM//nummod//61 års//NN|NEU|SIN|IND|GEN//nmod:poss//62 Haagkonvention//NN|UTR|SIN|IND|NOM//appos//43 )//PAD//punct//62 .//MAD//punct//5

1 Förslag till lag med kompletterande bestämmelser till underhållsförordningen och 2007 års Haagkonvention / Förnyad prövning enligt underhållsförordningen;2//RG|NOM//nummod//1 §//NN|AN//nsubj:pass//14  //_SP////1 En//DT|UTR|SIN|IND//det//4 ansökan//NN|UTR|SIN|IND|NOM//nsubj:pass//14 om//PP//case//7 förnyad//PC|PRF|UTR|SIN|IND|NOM//amod//7 prövning//NN|UTR|SIN|IND|NOM//nmod//4 enligt//PP//case//10 artikel//NN|UTR|SIN|IND|NOM//nmod//10 19.1//RG|NOM//nmod//7 i//PP//case//12 underhållsförordningen//NN|UTR|SIN|DEF|NOM//nmod//10 ska//VB|PRS|AKT//aux//14 göras//VB|INF|SFO//ROOT//14 skriftligen//AB//advmod//14 .//MAD//punct//14
1 Förslag till lag med kompletterande bestämmelser till underhållsförordningen och 2007 års Haagkonvention / Förnyad prövning enligt underhållsförordningen;Ansökan//NN|UTR|SIN|IND|NOM//nsubj:pass//2 ska//VB|PRS|AKT//aux//2 ges//VB|INF|SFO//ROOT//2 in//PL//compound:prt//2 till//PP//case//5 hovrätten//NN|UTR|SIN|DEF|NOM//obl//2 ,//MID//punct//2 om//SN//mark//9 det//DT|NEU|SIN|DEF//det//9 avgörande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//csubj//15 som//HP|-|-|-//case//11 ansökan//NN|UTR|SIN|IND|NOM//nmod//9 om//PP//case//14 förnyad//PC|PRF|UTR|SIN|IND|NOM//amod//14 prövning//NN|UTR|SIN|IND|NOM//nmod//11 avser//VB|PRS|AKT//advcl//2 är//VB|PRS|AKT//cop//18 ett//DT|NEU|SIN|IND//det//18 utslag//NN|NEU|SIN|IND|NOM//ccomp//15 från//PP//case//20 Kronofogdemyndigheten//PM|NOM//nmod//18 eller//KN//cc//23 en//DT|UTR|SIN|IND//det//23 dom//NN|UTR|SIN|IND|NOM//conj//20 från//PP//case//25 tingsrätten//NN|UTR|SIN|DEF|NOM//nmod//23 .//MAD//punct//18
1 Förslag till lag med kompletterande bestämmelser till underhållsförordningen och 2007 års Haagkonvention / Förnyad prövning enligt underhållsförordningen;I//PP//case//29 annat//JJ|POS|NEU|SIN|IND|NOM//amod//29 fall//NN|NEU|SIN|IND|NOM//obl//32 ska//VB|PRS|AKT//aux//32 ansökan//NN|UTR|SIN|IND|NOM//nsubj:pass//32 ges//VB|INF|SFO//conj//2 in//PL//compound:prt//32 till//PP//case//36 Svea//PM|GEN//nmod:poss//36 hovrätt//NN|UTR|SIN|IND|NOM//obl//32 .//MAD//punct//2
1 Förslag till lag med kompletterande bestämmelser till underhållsförordningen och 2007 års Haagkonvention / Förnyad prövning enligt underhållsförordningen;Beviljas//VB|PRS|SFO//advcl//6 ansökan//NN|UTR|SIN|IND|NOM//obj//0 ,//MID//punct//6 ska//VB|PRS|AKT//aux//6 rätten//NN|UTR|SIN|DEF|NOM//nsubj//6 samtidigt//AB//advmod//6 besluta//VB|INF|AKT//ROOT//6 att//SN//mark//11 ny//JJ|POS|UTR|SIN|IND|NOM//amod//9 handläggning//NN|UTR|SIN|IND|NOM//nsubj//11 ska//VB|PRS|AKT//aux//11 ske//VB|INF|AKT//ccomp//6 vid//PP//case//14 den//DT|UTR|SIN|DEF//det//14 myndighet//NN|UTR|SIN|IND|NOM//obl//11 som//HP|-|-|-//nsubj//16 meddelade//VB|PRT|AKT//acl:relcl//14 det//DT|NEU|SIN|DEF//det//18 avgörande//NN|NEU|SIN|IND|NOM//obj//16 som//HP|-|-|-//case//20 ansökan//NN|UTR|SIN|IND|NOM//nmod//18 om//PP//case//23 förnyad//PC|PRF|UTR|SIN|IND|NOM//amod//23 prövning//NN|UTR|SIN|IND|NOM//nmod//20 avser//VB|PRS|AKT//conj//6 .//MAD//punct//6
1 Förslag till lag med kompletterande bestämmelser till underhållsförordningen och 2007 års Haagkonvention / Förnyad prövning enligt underhållsförordningen;Vid//PP//case//28 rättens//NN|UTR|SIN|DEF|GEN//nmod:poss//28 handläggning//NN|UTR|SIN|IND|NOM//obl//29 gäller//VB|PRS|AKT//parataxis//6 i//PP//advmod//29 övrigt//JJ|POS|NEU|SIN|IND|NOM//fixed//30 bestämmelserna//NN|UTR|PLU|DEF|NOM//nsubj//29 om//PP//case//34 resning//NN|UTR|SIN|IND|NOM//nmod//32 i//PP//case//37 58//RG|NOM//nummod//37 kap.//NN|AN//nmod//34 5//RG|NOM//nummod//39 §//NN|AN//nmod//34 ,//MID//punct//39 6//RG|NOM//nummod//42 §//NN|AN//nmod//34 första//RO|NOM//amod//46 och//KN//cc//45 andra//RO|NOM//conj//43 styckena//NN|NEU|PLU|DEF|NOM//conj//42 samt//KN//cc//50 8//RG|NOM//nummod//49 §//NN|AN//nmod//50 rättegångsbalken//NN|UTR|SIN|DEF|NOM//conj//46 i//PP//case//53 tillämpliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//53 delar//NN|UTR|PLU|IND|NOM//nmod//50 .//MAD//punct//6

1 Förslag till lag med kompletterande bestämmelser till underhållsförordningen och 2007 års Haagkonvention / Beslut om erkännande och verkställbarhet;3//RG|NOM//nummod//1 §//NN|AN//nsubj//7  //_SP////1 Svea//PM|GEN//nmod:poss//4 hovrätt//NN|UTR|SIN|IND|NOM//conj//1 är//VB|PRS|AKT//cop//7 behörig//JJ|POS|UTR|SIN|IND|NOM//amod//7 domstol//NN|UTR|SIN|IND|NOM//nsubj//56 enligt//PP//case//9 artiklarna//NN|UTR|PLU|DEF|NOM//nmod//7 27.1//RG|NOM//nummod//9 och//KN//cc//12 32.2//RG|NOM//conj//9 i//PP//case//14 underhållsförordningen//NN|UTR|SIN|DEF|NOM//nmod//12 samt//KN//cc//17 vid//PP//case//17 förfaranden//NN|NEU|PLU|IND|NOM//conj//14 enligt//PP//case//20 artikel//NN|UTR|SIN|IND|NOM//nmod//20 23//RG|NOM//nmod//17 ,//MID//punct//7 med//PP//case//26 undantag//NN|NEU|SIN|IND|NOM//fixed//22 för//PP//fixed//22 artikel//NN|UTR|SIN|IND|NOM//nmod//26 23.10//RG|NOM//obl//7 ,//MID//punct//31 i//PP//case//31 2007//RG|NOM//nummod//30 års//NN|NEU|SIN|IND|GEN//nmod:poss//31 Haagkonvention//NN|UTR|SIN|IND|NOM//conj//26 .//MAD//punct//31
1 Förslag till lag med kompletterande bestämmelser till underhållsförordningen och 2007 års Haagkonvention / Beslut om erkännande och verkställbarhet;4//RG|NOM//nummod//34 §//NN|AN//conj//7  //_SP////34 Den//PN|UTR|SIN|DEF|SUB/OBJ//nmod//34 som//HP|-|-|-//nsubj//38 ansöker//VB|PRS|AKT//acl:relcl//36 om//PP//case//40 erkännande//NN|NEU|SIN|IND|NOM//obl//38 eller//KN//cc//42 om//PP//case//43 verkställbarhetsförklaring//NN|UTR|SIN|IND|NOM//obl//38 av//PP//case//47 ett//DT|NEU|SIN|IND//det//47 utländskt//JJ|POS|NEU|SIN|IND|NOM//amod//47 avgörande//NN|NEU|SIN|IND|NOM//nmod//43 enligt//PP//case//51 2007//RG|NOM//nummod//50 års//NN|NEU|SIN|IND|GEN//nmod:poss//51 Haagkonvention//NN|UTR|SIN|IND|NOM//nmod//47 ska//VB|PRS|AKT//aux//56 tillsammans//AB//advmod//55 med//PP//case//55 ansökan//NN|UTR|SIN|IND|NOM//obl//56 ge//VB|INF|AKT//ROOT//56 in//PL//compound:prt//56 avgörandet//NN|NEU|SIN|DEF|NOM//obj//56 i//PP//case//60 original//NN|NEU|SIN|IND|NOM//amod//65 eller//KN//cc//63 av//PP//case//63 myndighet//NN|UTR|SIN|IND|NOM//nmod//65 bestyrkt//PC|PRF|UTR|SIN|IND|NOM//amod//65 kopia//NN|UTR|SIN|IND|NOM//obl//56 .//MAD//punct//56
1 Förslag till lag med kompletterande bestämmelser till underhållsförordningen och 2007 års Haagkonvention / Beslut om erkännande och verkställbarhet;5//RG|NOM//nummod//68 §//NN|AN//nmod//82  //_SP////68 Vid//PP//case//71 beslut//NN|NEU|SIN|IND|NOM//nmod//68 med//PP//case//73 anledning//NN|UTR|SIN|IND|NOM//nmod//71 av//PP//case//76 en//DT|UTR|SIN|IND//det//76 ansökan//NN|UTR|SIN|IND|NOM//nmod//73 enligt//PP//case//78 underhållsförordningen//NN|UTR|SIN|DEF|NOM//nmod//76 eller//KN//cc//80 2007//RG|NOM//nummod//81 års//NN|NEU|SIN|IND|GEN//nmod:poss//82 Haagkonvention//NN|UTR|SIN|IND|NOM//obj//56 om//PP//mark//89 att//SN//mark//89 ett//DT|NEU|SIN|IND//det//87 utländskt//JJ|POS|NEU|SIN|IND|NOM//amod//87 avgörande//NN|NEU|SIN|IND|NOM//nsubj:pass//89 ska//VB|PRS|AKT//aux//89 erkännas//VB|INF|SFO//advcl//56 eller//KN//cc//91 förklaras//VB|INF|SFO//conj//89 vara//VB|INF|AKT//cop//93 verkställbart//JJ|POS|NEU|SIN|IND|NOM//xcomp//91 i//PP//case//95 Sverige//PM|NOM//obl//93 ska//VB|PRS|AKT//aux//99 Svea//PM|GEN//nmod:poss//98 hovrätt//NN|UTR|SIN|IND|NOM//nsubj//99 bestå//VB|INF|AKT//conj//56 av//PP//case//103 en//DT|UTR|SIN|IND//det//103 lagfaren//JJ|POS|UTR|SIN|IND|NOM//amod//103 domare//NN|UTR|SIN|IND|NOM//obl//99 .//MAD//punct//99
1 Förslag till lag med kompletterande bestämmelser till underhållsförordningen och 2007 års Haagkonvention / Beslut om erkännande och verkställbarhet;6//RG|NOM//nummod//106 §//NN|AN//obl//56  //_SP////106 Om//SN//mark//118 hovrätten//NN|UTR|SIN|DEF|NOM//nsubj//118 vid//PP//case//112 det//DT|NEU|SIN|DEF//det//112 förfarande//NN|NEU|SIN|IND|NOM//nmod//109 som//HP|-|-|-//nsubj:pass//114 avses//VB|PRS|SFO//acl:relcl//112 i//PP//case//117 5//RG|NOM//nummod//117 §//NN|AN//obl//114 bifaller//VB|PRS|AKT//advcl//56 en//DT|UTR|SIN|IND//det//120 ansökan//NN|UTR|SIN|IND|NOM//obj//118 enligt//PP//case//122 underhållsförordningen//NN|UTR|SIN|DEF|NOM//nmod//120 om//PP//mark//129 att//SN//mark//129 ett//DT|NEU|SIN|IND//det//127 utländskt//JJ|POS|NEU|SIN|IND|NOM//amod//127 avgörande//NN|NEU|SIN|IND|NOM//nsubj:pass//129 ska//VB|PRS|AKT//aux//129 förklaras//VB|INF|SFO//advcl//118 vara//VB|INF|AKT//cop//131 verkställbart//JJ|POS|NEU|SIN|IND|NOM//xcomp//129 ,//MID//punct//136 ska//VB|PRS|AKT//aux//136 hovrättens//NN|UTR|SIN|DEF|GEN//nmod:poss//135 beslut//NN|NEU|SIN|IND|NOM//nsubj:pass//136 anses//VB|PRS|SFO//conj//56 innefatta//VB|INF|AKT//xcomp//136 ett//DT|NEU|SIN|IND//det//139 beslut//NN|NEU|SIN|IND|NOM//obj//137 om//PP//case//141 kvarstad//NN|UTR|SIN|IND|NOM//nmod//139 eller//KN//cc//146 om//SN//case//146 någon//DT|UTR|SIN|IND//det//146 annan//JJ|POS|UTR|SIN|IND|NOM//amod//146 åtgärd//NN|UTR|SIN|IND|NOM//conj//56 som//HP|-|-|-//nsubj:pass//148 avses//VB|PRS|SFO//acl:relcl//146 i//PP//case//152 15//RG|NOM//nummod//151 kap.//NN|AN//nmod//152 rättegångsbalken//NN|UTR|SIN|DEF|NOM//obl//148 .//MAD//punct//56
1 Förslag till lag med kompletterande bestämmelser till underhållsförordningen och 2007 års Haagkonvention / Beslut om erkännande och verkställbarhet;7//RG|NOM//nummod//155 §//NN|AN//appos//56  //_SP////155 Ett//DT|NEU|SIN|IND//det//158 avgörande//NN|NEU|SIN|IND|NOM//appos//155 med//PP//case//160 anledning//NN|UTR|SIN|IND|NOM//nmod//158 av//PP//case//163 en//DT|UTR|SIN|IND//det//163 ansökan//NN|UTR|SIN|IND|NOM//nmod//160 om//PP//case//165 verkställbarhetsförklaring//NN|UTR|SIN|IND|NOM//nmod//163 enligt//PP//case//169 2007//RG|NOM//nummod//168 års//NN|NEU|SIN|IND|GEN//nmod:poss//169 Haagkonvention//NN|UTR|SIN|IND|NOM//nmod//165 ska//VB|PRS|AKT//aux//171 delges//VB|INF|SFO//conj//56 den//PN|UTR|SIN|DEF|SUB/OBJ//obj//171 som//HP|-|-|-//nsubj//174 har//VB|PRS|AKT//acl:relcl//172 rätt//PL//obj//174 att//IE//mark//177 ansöka//VB|INF|AKT//acl//175 om//PP//case//179 ändring//NN|UTR|SIN|IND|NOM//obl//177 .//MAD//punct//56
1 Förslag till lag med kompletterande bestämmelser till underhållsförordningen och 2007 års Haagkonvention / Beslut om erkännande och verkställbarhet;8//RG|NOM//nummod//182 §//NN|AN//appos//56  //_SP////182 En//DT|UTR|SIN|IND//det//185 ansökan//NN|UTR|SIN|IND|NOM//appos//182 om//PP//mark//189 ändring//NN|UTR|SIN|IND|NOM//nsubj:pass//189 ska//VB|PRS|AKT//aux//189 ges//VB|INF|SFO//acl//185 in//PL//compound:prt//189 till//PP//case//193 Svea//PM|GEN//nmod:poss//193 hovrätt//NN|UTR|SIN|IND|NOM//obl//189 .//MAD//punct//56
