Komplementär och alternativ medicin och vård;–//RG|NOM//punct//2 ny//JJ|POS|UTR|SIN|IND|NOM//amod//2 lagstiftning//NN|UTR|SIN|IND|NOM//ROOT//2
Till statsrådet Lena Hallengren;2019:4//RG|NOM//obj//16 )//PAD//punct//16 och//KN//cc//61 som//HP|-|-|-//nsubj//61 innebar//VB|PRT|AKT//conj//16 en//DT|UTR|SIN|IND//det//63 förlängning//NN|UTR|SIN|IND|NOM//obj//61 av//PP//case//65 utredningstiden//NN|UTR|SIN|DEF|NOM//nmod//63 gällande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//case//67 översynen//NN|UTR|SIN|DEF|NOM//nmod//65 av//PP//case//69 patientsäkerhetslagen//NN|UTR|SIN|DEF|NOM//nmod//67 .//MAD//punct//16
Till statsrådet Lena Hallengren;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//2 har//VB|PRS|AKT//aux//2 utsett//VB|SUP|AKT//ROOT//2 en//DT|UTR|SIN|IND//det//4 expertkommitté//NN|UTR|SIN|IND|NOM//obj//2 som//HP|-|-|-//nsubj//6 bistått//VB|SUP|AKT//acl:relcl//4 utredningen//NN|UTR|SIN|DEF|NOM//obj//6 i//PP//case//9 arbetet//NN|NEU|SIN|DEF|NOM//obl//6 .//MAD//punct//2
Till statsrådet Lena Hallengren;Expertkommittén//NN|UTR|SIN|DEF|NOM//nsubj//13 har//VB|PRS|AKT//aux//13 bestått//VB|SUP|AKT//conj//2 av//PP//case//16 docent//NN|UTR|SIN|IND|NOM//nmod//16 Maria//PM|NOM//obl//13 Arman//PM|NOM//flat:name//16 ,//MID//punct//16 Vårdförbundet//NN|NEU|SIN|DEF|NOM//conj//16 och//KN//cc//22 Svensk//JJ|POS|UTR|SIN|IND|NOM//amod//22 Sjuksköterskeförening//NN|UTR|SIN|IND|NOM//conj//19 ,//MID//punct//16 handläggare//NN|UTR|SIN|IND|NOM//appos//16 Anders//PM|NOM//nmod//26 Berg//PM|NOM//nmod//24 ,//MID//punct//28 Socialstyrelsen//NN|UTR|SIN|DEF|NOM//conj//24 ,//MID//punct//28 docent//NN|UTR|SIN|IND|NOM//nmod//31 Per//PM|NOM//conj//16 Claesson//PM|NOM//flat//31 ,//MID//punct//34 Läkemedelsverket//NN|NEU|SIN|DEF|NOM//conj//31 ,//MID//punct//34 docent//NN|UTR|SIN|IND|NOM//nmod//37 Torkel//PM|NOM//nmod:poss//55 Falkenberg//PM|NOM//flat//37 ,//MID//punct//41 Karolinska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//41 institutet//NN|NEU|SIN|DEF|NOM//conj//37 ,//MID//punct//37 ämnesråd//NN|NEU|SIN|IND|NOM//nmod//51 Hans//PM|NOM//nmod:poss//50 Hagelin//PM|NOM//flat//44 ,//MID//punct//47 Socialdepartementet//NN|NEU|SIN|DEF|NOM//conj//44 ,//MID//punct//47 medicine//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//50 doktor//NN|UTR|SIN|IND|NOM//nmod//51 Monica//PM|NOM//conj//37 Hultcrantz//PM|NOM//flat:name//51 ,//MID//punct//51 Statens//NN|UTR|SIN|DEF|GEN//nmod:poss//55 beredning//NN|UTR|SIN|IND|NOM//obl//13 för//PP//case//60 medicinsk//JJ|POS|UTR|SIN|IND|NOM//amod//60 och//KN//cc//59 social//JJ|POS|UTR|SIN|IND|NOM//conj//57 utvärdering//NN|UTR|SIN|IND|NOM//nmod//55 ,//MID//punct//62 jurist//NN|UTR|SIN|IND|NOM//nmod//63 Katarina//PM|NOM//nmod//55 Lagerstedt//PM|NOM//flat//63 ,//MID//punct//66 Inspektionen//NN|UTR|SIN|DEF|NOM//conj//55 för//PP//case//68 vård//NN|UTR|SIN|IND|NOM//nmod//66 och//KN//cc//70 omsorg//NN|UTR|SIN|IND|NOM//conj//68 ,//MID//punct//96 professor//NN|UTR|SIN|IND|NOM//nmod//73 Dan//PM|NOM//nsubj//96 Larhammar//PM|NOM//flat:name//73 ,//MID//punct//77 Uppsala//PM|GEN//amod//77 universitet//NN|NEU|SIN|IND|NOM//conj//73 ,//MID//punct//79 professor//NN|UTR|SIN|IND|NOM//conj//73 och//KN//cc//81 överläkare//NN|UTR|SIN|IND|NOM//nmod//82 Jonas//PM|NOM//conj//73 F.//PM|NOM//flat:name//82 Ludvigsson//PM|NOM//flat:name//73 ,//MID//punct//87 Svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//87 Läkaresällskapet//PM|NOM//conj//73 och//KN//cc//89 Läkarförbundet//PM|NOM//conj//73 ,//MID//punct//73 diplomerad//PC|PRF|UTR|SIN|IND|NOM//amod//92 homiatriker//NN|UTR|SIN|IND|NOM//nmod//93 Irén//PM|NOM//nmod//94 Svensson-Nylén//PM|NOM//nmod//73 ,//MID//punct//73 KAM-Kommittén//PM|NOM//conj//55 för//PP//case//101 komplementär//NN|UTR|SIN|IND|NOM//amod//101 och//KN//cc//100 alternativ//JJ|POS|UTR|SIN|IND|NOM//conj//98 medicin//NN|UTR|SIN|IND|NOM//nmod//96 ,//MID//punct//103 utredare//NN|UTR|SIN|IND|NOM//conj//55 Olle//PM|NOM//nsubj//103 Olsson//PM|NOM//flat:name//104 ,//MID//punct//108 Sveriges//PM|GEN//nmod:poss//108 Kommuner//NN|UTR|PLU|IND|NOM//conj//55 och//KN//cc//110 Landsting//NN|UTR|SIN|IND|NOM//conj//108 ,//MID//punct//112 utvecklingschef//NN|UTR|SIN|IND|NOM//nmod//113 Thomas//PM|NOM//nmod:poss//117 Schneider//PM|NOM//flat:name//113 ,//MID//punct//116 Bräcke//PM|NOM//conj//113 diakoni//NN|UTR|SIN|IND|NOM//conj//55 samt//KN//cc//120 departementssekreterare//NN|UTR|SIN|IND|NOM//nmod//120 Anna//PM|NOM//conj//117 Weinholt//PM|NOM//flat:name//120 ,//MID//punct//123 Socialdepartementet//NN|NEU|SIN|DEF|NOM//conj//117 .//MAD//punct//2
Till statsrådet Lena Hallengren;Jur.//NN|AN//amod//1 kand//NN|AN//nsubj:pass//5 .//MID//punct//1
Till statsrådet Lena Hallengren;Mats//PM|NOM//nsubj:pass//5 Nilsson//PM|NOM//flat:name//3 anställdes//VB|PRT|SFO//ROOT//5 som//KN//case//7 sekreterare//NN|UTR|SIN|IND|NOM//obl//5 i//PP//case//9 utredningen//NN|UTR|SIN|DEF|NOM//nmod//7 den//DT|UTR|SIN|DEF//det//12 2//RO|NOM//nummod//12 juni//NN|UTR|SIN|IND|NOM//obl//20 2017//RG|NOM//nummod//12 och//KN//cc//15 leg//NN|AN//conj//12 .//MAD//punct//12
Till statsrådet Lena Hallengren;apotekare//NN|UTR|SIN|IND|NOM//nmod//18 Lisa//PM|NOM//nsubj:pass//20 Landerholm//PM|NOM//flat:name//18 anställdes//VB|PRT|SFO//advcl//5 som//KN//case//22 sekreterare//NN|UTR|SIN|IND|NOM//obl//20 den//DT|UTR|SIN|DEF//det//24 14//RG|NOM//nummod//25 augusti//NN|UTR|SIN|IND|NOM//obl//5 2017//RG|NOM//nummod//25 .//MAD//punct//5
Till statsrådet Lena Hallengren;Anna//PM|NOM//nsubj:pass//30 Envall-Rystedt//PM|NOM//flat//28 anställdes//VB|PRT|SFO//parataxis//5 som//KN//mark//32 assistent//NN|UTR|SIN|IND|NOM//xcomp//30 den//DT|UTR|SIN|DEF//det//35 6//RO|NOM//nummod//35 november//NN|UTR|SIN|IND|NOM//nmod//32 2017//RG|NOM//nummod//35 och//KN//cc//38 entledigades//VB|PRT|SFO//conj//30 den//DT|UTR|SIN|DEF//det//41 31//RG|NOM//nummod//41 mars//NN|UTR|SIN|IND|NOM//nsubj:pass//38 2019//RG|NOM//nummod//41 .//MID//punct//5
Till statsrådet Lena Hallengren;Hans//PM|NOM//nsubj:pass//56 Hagelin//PM|NOM//flat//44 och//KN//cc//47 Monica//PM|NOM//conj//44 Hultcrantz//PM|NOM//flat:name//47 ,//MID//punct//47 som//HP|-|-|-//nsubj//51 ingått//VB|SUP|AKT//acl:relcl//47 i//PP//case//54 utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//54 expertgrupp//NN|UTR|SIN|IND|NOM//obl//51 ,//MID//punct//56 anställdes//VB|PRT|SFO//conj//5 som//KN//case//58 sekreterare//NN|UTR|SIN|IND|NOM//obl//56 den//DT|UTR|SIN|DEF//det//61 20//RG|NOM//nummod//61 juni//NN|UTR|SIN|IND|NOM//obl//56 2018//RG|NOM//nummod//61 respektive//AB//case//66 den//DT|UTR|SIN|DEF//det//65 1//RO|NOM//nummod//66 september//NN|UTR|SIN|IND|NOM//obl//56 2018//RG|NOM//nummod//66 .//MAD//punct//5
Till statsrådet Lena Hallengren;Den//DT|UTR|SIN|DEF//det//2 27//RG|NOM//nummod//2 mars//NN|UTR|SIN|IND|NOM//nsubj:pass//3 överlämnades//VB|PRT|SFO//ROOT//3 utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//6 delbetänkande//NN|NEU|SIN|IND|NOM//amod//6 Komplementär//NN|UTR|SIN|IND|NOM//nsubj:pass//3 och//KN//cc//8 alternativ//JJ|POS|UTR|SIN|IND|NOM//conj//6 medicin//NN|UTR|SIN|IND|NOM//conj//6 och//KN//cc//11 vård//NN|UTR|SIN|IND|NOM//conj//9 –//RG|NOM//punct//13 säkerhet//NN|UTR|SIN|IND|NOM//conj//6 ,//MID//punct//15 kunskap//NN|UTR|SIN|IND|NOM//conj//13 ,//MID//punct//17 dialog//NN|UTR|SIN|IND|NOM//conj//6  //_SP////17 (//PAD//punct//6 SOU//PM|NOM//appos//6 2019:15//RG|NOM//nmod//20 )//PAD//punct//3 .//MAD//punct//3
Till statsrådet Lena Hallengren;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//1 överlämnar//VB|PRS|AKT//ROOT//1 härmed//AB//advmod//1 slutbetänkandet//NN|NEU|SIN|DEF|NOM//nmod//4 Komplementär//NN|UTR|SIN|IND|NOM//obj//1 och//KN//cc//6 alternativ//JJ|POS|UTR|SIN|IND|NOM//conj//4 medicin//NN|UTR|SIN|IND|NOM//conj//4 och//KN//cc//9 vård//NN|UTR|SIN|IND|NOM//conj//7 –//RG|NOM//punct//12 ny//JJ|POS|UTR|SIN|IND|NOM//amod//12 lagstiftning//NN|UTR|SIN|IND|NOM//conj//4 .//MID//punct//1
Till statsrådet Lena Hallengren; //_SP////13 Kjell//PM|NOM//nmod//16 Asplund//PM|NOM//obj//1 svarar//VB|PRS|AKT//advcl//1 ensam//JJ|POS|UTR|SIN|IND|NOM//xcomp//17 för//PP//case//20 innehållet//NN|NEU|SIN|DEF|NOM//obl//17 i//PP//case//22 betänkandet//NN|NEU|SIN|DEF|NOM//nmod//20 .//MAD//punct//24
Till statsrådet Lena Hallengren;Utredaren//NN|UTR|SIN|DEF|NOM//nsubj//28 och//KN//cc//26 sekretariatet//NN|NEU|SIN|DEF|NOM//conj//24 har//VB|PRS|AKT//aux//28 arbetat//VB|SUP|AKT//conj//1 på//PP//case//32 ett//DT|NEU|SIN|IND//det//32 sådant//JJ|POS|NEU|SIN|IND|NOM//amod//32 sätt//NN|NEU|SIN|IND|NOM//obl//28 att//SN//mark//36 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//36 är//VB|PRS|AKT//cop//36 befogat//JJ|POS|NEU|SIN|IND|NOM//acl//32 att//IE//mark//38 använda//VB|INF|AKT//csubj//36 vi-form//NN|UTR|SIN|IND|NOM//obj//38 i//PP//case//41 betänkandet//NN|NEU|SIN|DEF|NOM//obl//38 .//MAD//punct//1
Till statsrådet Lena Hallengren;Uppdraget//NN|NEU|SIN|DEF|NOM//nsubj//46 är//VB|PRS|AKT//cop//46 härmed//AB//advmod//46 slutfört//PC|PRF|NEU|SIN|IND|NOM//parataxis//1 .//MAD//punct//1
Till statsrådet Lena Hallengren;Stockholm//PM|NOM//ROOT//0 i//PP//case//2 maj//NN|UTR|SIN|IND|NOM//obl//0 2019//RG|NOM//nummod//2
Till statsrådet Lena Hallengren;Kjell//PM|NOM//ROOT//0 Asplund//PM|NOM//flat//0 ///MID//cc//3 Hans//PM|NOM//conj//0 Hagelin//PM|NOM//flat//3
Till statsrådet Lena Hallengren;Monica//PM|NOM//ROOT//0 Hultcrantz//PM|NOM//flat:name//0
Till statsrådet Lena Hallengren;Lisa//PM|NOM//ROOT//0 Landerholm//PM|NOM//flat:name//0
Till statsrådet Lena Hallengren;Mats//PM|NOM//ROOT//0 Nilsson//PM|NOM//flat:name//0
Till statsrådet Lena Hallengren;Anna//PM|NOM//ROOT//0 Envall-Rystedt//PM|NOM//flat//0

Inledning;Regeringen//NN|UTR|SIN|DEF|NOM//nsubj//1 tillsatte//VB|PRT|AKT//ROOT//1 i//PP//case//3 april//NN|UTR|SIN|IND|NOM//obl//1 2017//RG|NOM//nummod//3 en//DT|UTR|SIN|IND//det//6 utredning//NN|UTR|SIN|IND|NOM//obj//1 med//PP//case//9 flera//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//9 uppdrag//NN|NEU|PLU|IND|NOM//nmod//6 rörande//PP//case//13 ”//PAD//punct//13 annan//JJ|POS|UTR|SIN|IND|NOM//amod//13 vård//NN|UTR|SIN|IND|NOM//nmod//9 och//KN//cc//15 behandling//NN|UTR|SIN|IND|NOM//conj//13 än//KN//case//17 den//PN|UTR|SIN|DEF|SUB/OBJ//nmod//6 som//HP|-|-|-//nsubj:pass//19 bedrivs//VB|PRS|SFO//acl:relcl//17 inom//PP//case//23 den//DT|UTR|SIN|DEF//det//23 etablerade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//23 vården//NN|UTR|SIN|DEF|NOM//obl//19 ”//PM|NOM//punct//1 .//MAD//punct//1
Inledning;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//27 antog//VB|PRT|AKT//conj//1 namnet//NN|NEU|SIN|DEF|NOM//nmod//29 KAM-utredningen//NN|UTR|SIN|DEF|NOM//obj//27 ,//MID//punct//29 där//HA//advmod//33 KAM//PM|NOM//nsubj//33 står//VB|PRS|AKT//acl:relcl//29 för//PP//case//38 komplementär//NN|UTR|SIN|IND|NOM//amod//38 och//KN//cc//37 alternativ//JJ|POS|UTR|SIN|IND|NOM//conj//35 medicin//NN|UTR|SIN|IND|NOM//obl//33 ,//MID//punct//44 den//DT|UTR|SIN|DEF//det//44 internationellt//AB|POS//advmod//42 mest//AB|SUV//advmod//43 förekommande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//44 benämningen//NN|UTR|SIN|DEF|NOM//conj//33 .//MAD//punct//27
Inledning;I//PP//case//47 utredningen//NN|UTR|SIN|DEF|NOM//obl//50 har//VB|PRS|AKT//aux//50 vi//PN|UTR|PLU|DEF|SUB//nsubj//50 använt//VB|SUP|AKT//conj//1 uttrycket//NN|NEU|SIN|DEF|NOM//obj//50 komplementär//NN|UTR|SIN|IND|NOM//amod//55 och//KN//cc//54 alternativ//JJ|POS|UTR|SIN|IND|NOM//conj//52 vård//NN|UTR|SIN|IND|NOM//obj//50 (//PAD//punct//55 KAV//PM|NOM//appos//55 )//PAD//punct//55 när//HA//mark//61 vi//PN|UTR|PLU|DEF|SUB//nsubj//61 avser//VB|PRS|AKT//advcl//50 det//DT|NEU|SIN|DEF//det//64 praktiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//64 utövandet//NN|NEU|SIN|DEF|NOM//obj//61 av//PP//case//66 KAM//PM|NOM//nmod//64 .//MAD//punct//1
Inledning;Dessutom//AB//advmod//69 har//VB|PRS|AKT//aux//74 vi//PN|UTR|PLU|DEF|SUB//nsubj//74 i//PP//case//73 utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//73 arbete//NN|NEU|SIN|IND|NOM//obl//74 använt//VB|SUP|AKT//parataxis//1 begreppet//NN|NEU|SIN|DEF|NOM//nmod//77 integrativ//JJ|POS|UTR|SIN|IND|NOM//amod//77 vård//NN|UTR|SIN|IND|NOM//obj//74 när//HA//mark//80 KAV//PM|NOM//nsubj:pass//80 integreras//VB|PRS|SFO//advcl//74 med//PP//case//82 hälso-//NN|UTR|-|-|SMS//obl//80 och//KN//cc//84 sjukvård//NN|UTR|SIN|IND|NOM//conj//82 .//MAD//punct//1
Inledning;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//1 presenterade//VB|PRT|AKT//ROOT//1 i//PP//case//3 mars//NN|UTR|SIN|IND|NOM//obl//1 2019//RG|NOM//nummod//3 ett//DT|NEU|SIN|IND//det//6 delbetänkande//NN|NEU|SIN|IND|NOM//obj//1 (//PAD//punct//6 SOU//PM|NOM//appos//6 2019:15//RG|NOM//nummod//8 )//PAD//punct//6 .//MAD//punct//1
Inledning;Där//AB//advmod//13 redovisade//VB|PRT|AKT//conj//1 vi//PN|UTR|PLU|DEF|SUB//nsubj//13 de//DT|UTR/NEU|PLU|DEF//det//16 uppdrag//NN|NEU|PLU|IND|NOM//obj//13 som//HP|-|-|-//nsubj//18 handlade//VB|PRT|AKT//acl:relcl//16 om//PP//case//20 information//NN|UTR|SIN|IND|NOM//obl//18 till//PP//case//22 allmänheten//NN|UTR|SIN|DEF|NOM//nmod//20 om//PP//case//24 KAM//PM|NOM//nmod//22 och//KN//cc//26 KAV//PM|NOM//conj//24 ,//MID//punct//28 policy//NN|UTR|SIN|IND|NOM//conj//24 för//PP//mark//31 att//IE//mark//31 föra//VB|INF|AKT//advcl//18 in//PL//compound:prt//31 KAM-metoder//NN|UTR|PLU|IND|NOM//obj//31 i//PP//case//35 hälso-//NN|UTR|-|-|SMS//obl//31 och//KN//cc//37 sjukvården//NN|UTR|SIN|DEF|NOM//conj//35 ,//MID//punct//39 insatser//NN|UTR|PLU|IND|NOM//conj//13 för//PP//mark//42 att//IE//mark//42 förbättra//VB|INF|AKT//advcl//13 förståelsen//NN|UTR|SIN|DEF|NOM//obj//42 mellan//PP//case//45 hälso-//NN|UTR|-|-|SMS//nmod//43 och//KN//cc//47 sjukvården//NN|UTR|SIN|DEF|NOM//conj//45 och//KN//cc//53 den//DT|UTR|SIN|DEF//det//53 komplementära//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//53 och//KN//cc//52 alternativa//JJ|POS|UTR/NEU|SIN|DEF|NOM//conj//50 vården//NN|UTR|SIN|DEF|NOM//conj//45 samt//KN//cc//55 åtgärder//NN|UTR|PLU|IND|NOM//conj//45 för//PP//mark//58 att//IE//mark//58 stärka//VB|INF|AKT//advcl//42 den//DT|UTR|SIN|DEF//det//61 vårdsökandes//JJ|POS|MAS|SIN|DEF|GEN//amod//61 ställning//NN|UTR|SIN|IND|NOM//obj//58 och//KN//cc//63 patientsäkerheten//NN|UTR|SIN|DEF|NOM//conj//61 .//MAD//punct//13
Inledning;Delbetänkandet//NN|NEU|SIN|DEF|NOM//nsubj//66 innehöll//VB|PRT|AKT//parataxis//13 även//AB//advmod//66 kartläggningar//NN|UTR|PLU|IND|NOM//obj//66 av//PP//case//73 svensk//JJ|POS|UTR|SIN|IND|NOM//amod//73 och//KN//cc//72 internationell//JJ|POS|UTR|SIN|IND|NOM//conj//70 forskning//NN|UTR|SIN|IND|NOM//nmod//68 inom//PP//case//75 KAM//PM|NOM//nmod//73 och//KN//cc//77 KAV//PM|NOM//conj//75 samt//KN//cc//82 av//PP//case//81 svenska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//81 utbildningar//NN|UTR|PLU|IND|NOM//obl//82 riktade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//conj//66 mot//PP//case//84 KAV-aktörer//NN|UTR|PLU|IND|NOM//obl//82 .//MAD//punct//13
Inledning;I//PP//case//1 juli//NN|UTR|SIN|IND|NOM//obl//3 2018//RG|NOM//nummod//1 fick//VB|PRT|AKT//nsubj:pass//80 utredningen//NN|UTR|SIN|DEF|NOM//nsubj//3 ett//DT|NEU|SIN|IND//det//6 tilläggsuppdrag//NN|NEU|SIN|IND|NOM//obj//3 att//IE//mark//8 se//VB|INF|AKT//acl//6 över//PL//case//11 den//DT|UTR|SIN|DEF//det//11 del//NN|UTR|SIN|IND|NOM//obl//8 av//PP//case//13 patientsäkerhetslagen//NN|UTR|SIN|DEF|NOM//nmod//11 som//HP|-|-|-//nsubj//15 reglerar//VB|PRS|AKT//acl:relcl//13 begränsningar//NN|UTR|PLU|IND|NOM//obj//15 i//PP//case//18 rätten//NN|UTR|SIN|DEF|NOM//nmod//16 för//PP//case//20 andra//PN|UTR/NEU|PLU|IND|SUB/OBJ//nmod//18 än//KN//mark//22 hälso-//NN|UTR|-|-|SMS//nmod//18 och//KN//cc//24 sjukvårdspersonal//NN|UTR|SIN|IND|NOM//conj//22 att//IE//mark//26 vidta//VB|INF|AKT//advcl//15 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//28 hälso-//NN|UTR|-|-|SMS//amod//31 och//KN//cc//30 sjukvårdande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//28 åtgärder//NN|UTR|PLU|IND|NOM//obj//26 och//KN//cc//34 de//DT|UTR/NEU|PLU|DEF//det//34 straffåtgärder//NN|UTR|PLU|IND|NOM//conj//31 som//HP|-|-|-//nsubj//37 är//VB|PRS|AKT//cop//37 knutna//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//acl:relcl//34 till//PP//case//40 dessa//DT|UTR/NEU|PLU|DEF//det//40 begränsningar//NN|UTR|PLU|IND|NOM//obl//37 .//MAD//punct//3
