– ett system, många möjligheter;Betänkande//NN|NEU|SIN|IND|NOM//ROOT//0 av//PP//case//2 utredningen//NN|UTR|SIN|DEF|NOM//nmod//0
Till statsrådet och chefen för Socialdepartementet Lena Hallengren;Enligt//PP//case//111 direktivet//NN|NEU|SIN|DEF|NOM//obl//16 ska//VB|PRS|AKT//aux//114 uppdraget//NN|NEU|SIN|DEF|NOM//nsubj:pass//114 redovisas//VB|INF|SFO//conj//1 senast//AB|SUV//case//118 den//DT|UTR|SIN|DEF//det//118 30//RG|NOM//nummod//118 juni//NN|UTR|SIN|IND|NOM//obl//114 2020//RG|NOM//nummod//118 .//MAD//punct//1
Till statsrådet och chefen för Socialdepartementet Lena Hallengren;Som//KN//case//2 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//2 utredare//NN|UTR|SIN|IND|NOM//nsubj:pass//3 förordnades//VB|PRT|SFO//ROOT//3 från//PP//case//12 och//KN//fixed//4 med//PP//fixed//4 den//DT|UTR|SIN|DEF//det//8 15//RG|NOM//nummod//9 oktober//NN|UTR|SIN|IND|NOM//nmod//12 2018//RG|NOM//nummod//9 ämnesrådet//NN|NEU|SIN|DEF|NOM//nmod//12 Lena//PM|NOM//obl//3 Hellberg//PM|NOM//flat:name//12 .//MAD//punct//12
Till statsrådet och chefen för Socialdepartementet Lena Hallengren;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//17 har//VB|PRS|AKT//aux//17 antagit//VB|SUP|AKT//conj//3 namnet//NN|NEU|SIN|DEF|NOM//nmod//20 Sammanhållen//PC|PRF|UTR|SIN|IND|NOM//amod//20 kunskapsstyrning//NN|UTR|SIN|IND|NOM//obj//17 .//MAD//punct//17
Till statsrådet och chefen för Socialdepartementet Lena Hallengren;Som//KN//mark//1 huvudsekreterare//NN|UTR|SIN|IND|NOM//nsubj:pass//4 i//PP//case//3 utredningen//NN|UTR|SIN|DEF|NOM//nmod//1 anställdes//VB|PRT|SFO//ROOT//4 från//PP//case//10 och//KN//cc//7 med//PP//conj//5 den//DT|UTR|SIN|DEF//det//10 1//RO|NOM//nummod//10 november//NN|UTR|SIN|IND|NOM//obl//4 2018//RG|NOM//nummod//10 ämnesrådet//NN|NEU|SIN|DEF|NOM//nmod//13 Ulrika//PM|NOM//appos//10 Hall//PM|NOM//flat:name//13 .//MAD//punct//10
Till statsrådet och chefen för Socialdepartementet Lena Hallengren;Som//KN//case//17 sekreterare//NN|UTR|SIN|IND|NOM//nsubj:pass//20 i//PP//case//19 utredningen//NN|UTR|SIN|DEF|NOM//nmod//17 anställdes//VB|PRT|SFO//conj//4 från//PP//case//26 och//KN//cc//23 med//PP//conj//21 den//DT|UTR|SIN|DEF//det//26 1//RO|NOM//nummod//26 april//NN|UTR|SIN|IND|NOM//nmod//30 2019//RG|NOM//nummod//29 medicine//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//29 doktor//NN|UTR|SIN|IND|NOM//nmod//30 Monica//PM|NOM//dep//20 Hultcrantz//PM|NOM//flat:name//30 och//KN//cc//38 från//PP//advmod//37 och//KN//fixed//33 med//PP//fixed//33 den//DT|UTR|SIN|DEF//det//37 1//RO|NOM//nummod//38 augusti//NN|UTR|SIN|IND|NOM//nmod//41 2019//RG|NOM//nummod//40 juristen//NN|UTR|SIN|DEF|NOM//nmod//41 Katarina//PM|NOM//nmod//30 Lagerstedt//PM|NOM//flat//41 .//MAD//punct//4
Till statsrådet och chefen för Socialdepartementet Lena Hallengren;Statsvetaren//NN|UTR|SIN|DEF|NOM//nmod//45 Annika//PM|NOM//nsubj:pass//47 Stjernquist//PM|NOM//flat:name//45 anställdes//VB|PRT|SFO//parataxis//4 som//KN//case//49 sekreterare//NN|UTR|SIN|IND|NOM//obl//47 i//PP//case//51 utredningen//NN|UTR|SIN|DEF|NOM//nmod//49 den//DT|UTR|SIN|DEF//det//54 7//RO|NOM//nummod//54 oktober//NN|UTR|SIN|IND|NOM//obl//47 2019//RG|NOM//nummod//54 t.o.m.//AB|AN//case//59 den//DT|UTR|SIN|DEF//det//59 6//RO|NOM//nummod//59 november//NN|UTR|SIN|IND|NOM//obl//47 2019//RG|NOM//nummod//59 samt//KN//cc//69 den//DT|UTR|SIN|DEF//det//64 27//RG|NOM//nummod//64 januari//NN|UTR|SIN|IND|NOM//obl//66 2020//RG|NOM//nummod//64 t.o.m.//AB|AN//advmod//69 den//DT|UTR|SIN|DEF//det//68 1//RO|NOM//nummod//69 mars//NN|UTR|SIN|IND|NOM//conj//4 2020//RG|NOM//nummod//69 .//MAD//punct//4
Till statsrådet och chefen för Socialdepartementet Lena Hallengren;Docent//NN|UTR|SIN|IND|NOM//nmod//73 LarsTorsten//PM|NOM//obj//75 Larsson//PM|NOM//nsubj//75 har//VB|PRS|AKT//parataxis//4 från//PP//case//81 och//KN//fixed//76 med//PP//fixed//76 den//DT|UTR|SIN|DEF//det//81 23//RG|NOM//nummod//81 maj//NN|UTR|SIN|IND|NOM//obl//82 2019//RG|NOM//obj//75 och//KN//cc//88 under//PP//case//86 hela//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//86 utredningstiden//NN|UTR|SIN|DEF|NOM//obl//88 varit//VB|SUP|AKT//cop//88 senior//NN|UTR|SIN|IND|NOM//conj//75 rådgivare//NN|UTR|SIN|IND|NOM//obj//75 .//MAD//punct//75
Till statsrådet och chefen för Socialdepartementet Lena Hallengren;Medicine//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//92 doktor//NN|UTR|SIN|IND|NOM//nsubj//93 Linda//PM|NOM//parataxis//75 Richter//PM|NOM//flat:name//93 Sundberg//PM|NOM//flat:name//93 ,//MID//punct//97 Umeå//PM|GEN//conj//93 universitet//NN|NEU|SIN|IND|NOM//obj//97 ,//MID//punct//101 har//VB|PRS|AKT//aux//101 deltagit//VB|SUP|AKT//conj//75 i//PP//case//103 arbetet//NN|NEU|SIN|DEF|NOM//obl//101 från//PP//case//109 och//KN//fixed//104 med//PP//fixed//104 den//DT|UTR|SIN|DEF//det//109 24//RG|NOM//nummod//109 september//NN|UTR|SIN|IND|NOM//obl//101 2019//RG|NOM//nummod//109 och//KN//cc//114 under//PP//case//114 hela//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//114 utredningstiden//NN|UTR|SIN|DEF|NOM//conj//109 .//MAD//punct//4
Till statsrådet och chefen för Socialdepartementet Lena Hallengren;Som//KN//mark//1 experter//NN|UTR|PLU|IND|NOM//obl//5 att//IE//mark//3 biträda//VB|INF|AKT//acl//1 utredningen//NN|UTR|SIN|DEF|NOM//obj//3 förordnades//VB|PRT|SFO//ROOT//5 från//PP//case//11 och//KN//cc//8 med//PP//fixed//6 den//DT|UTR|SIN|DEF//det//11 11//RG|NOM//nummod//11 april//NN|UTR|SIN|IND|NOM//obl//5 2019//RG|NOM//nummod//13 hälso-//NN|UTR|-|-|SMS//appos//11 och//KN//cc//16 sjukvårdsdirektören//NN|UTR|SIN|DEF|NOM//nmod//16 Mats//PM|NOM//conj//13 Bojestig//PM|NOM//flat:name//16 ,//MID//punct//16 Region//PM|NOM//conj//13 Jönköping//PM|NOM//flat//19 ,//MID//punct//19 förste//RO|MAS|SIN|IND/DEF|NOM//advmod//23 vice//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//83 ordföranden//NN|UTR|SIN|DEF|NOM//nmod//25 Karin//PM|NOM//nsubj//23 Båtelson//PM|NOM//flat:name//25 ,//MID//punct//25 Sveriges//PM|GEN//nmod:poss//29 Läkarförbund//NN|NEU|SIN|IND|NOM//conj//25 ,//MID//punct//31 forsknings-//NN|UTR|-|-|SMS//conj//29 och//KN//cc//33 utvecklingschefen//NN|UTR|SIN|DEF|NOM//nmod//34 Cecilia//PM|NOM//flat:name//25 Fridén//PM|NOM//flat:name//34 ,//MID//punct//37 Fysioterapeuterna//NN|UTR|PLU|DEF|NOM//conj//25 ,//MID//punct//37 ordföranden//NN|UTR|SIN|DEF|NOM//nmod//40 Ulf//PM|NOM//conj//25 Janzon//PM|NOM//flat:name//40 ,//MID//punct//40 Sveriges//PM|GEN//nmod:poss//44 farmaceuter//NN|UTR|PLU|IND|NOM//conj//25 ,//MID//punct//46 utredaren//NN|UTR|SIN|DEF|NOM//parataxis//23 Åsa//PM|NOM//dep//46 Ljungvall//PM|NOM//flat:name//47 ,//MID//punct//47 Myndigheten//NN|UTR|SIN|DEF|NOM//dep//46 för//PP//case//52 vård-//NN|UTR|-|-|SMS//nmod//50 och//KN//cc//54 omsorgsanalys//NN|UTR|SIN|IND|NOM//conj//52 ,//MID//punct//56 utredaren//NN|UTR|SIN|DEF|NOM//parataxis//23 Erik//PM|NOM//nsubj//56 Magnusson//PM|NOM//flat:name//57 ,//MID//punct//60 Socialstyrelsen//NN|UTR|SIN|DEF|NOM//conj//56 ,//MID//punct//65 förste//RO|MAS|SIN|IND/DEF|NOM//advmod//65 vice//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//64 ordföranden//NN|UTR|SIN|DEF|NOM//nmod//65 Barbro//PM|NOM//conj//23 Ronsten//PM|NOM//flat:name//65 ,//MID//punct//68 Riksförbundet//NN|NEU|SIN|DEF|NOM//conj//23 för//PP//case//73 Social//JJ|POS|UTR|SIN|IND|NOM//amod//73 och//KN//cc//72 Mental//JJ|POS|UTR|SIN|IND|NOM//conj//70 Hälsa//NN|UTR|SIN|IND|NOM//nmod//68 ,//MID//punct//76 länssamordnaren//NN|UTR|SIN|DEF|NOM//nmod//76 Camilla//PM|NOM//conj//23 Salomonsson//PM|NOM//flat:name//76 ,//MID//punct//80 Östergötlands//PM|GEN//nmod:poss//80 län//NN|NEU|SIN|IND|NOM//conj//23 ,//MID//punct//80 biträdande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//83 sektionschefen//NN|UTR|SIN|DEF|NOM//nmod//84 Sofia//PM|NOM//parataxis//5 Tullberg//PM|NOM//flat:name//84 ,//MID//punct//84 Sveriges//PM|GEN//nmod:poss//88 Kommuner//NN|UTR|PLU|IND|NOM//conj//84 och//KN//cc//90 Regioner//NN|UTR|PLU|IND|NOM//conj//88 ,//MID//punct//93 ämnesområdesansvarig//JJ|POS|UTR|SIN|IND|NOM//advmod//93 Björn//PM|NOM//conj//88 Zethelius//PM|NOM//flat:name//93 ,//MID//punct//96 Läkemedelsverket//NN|NEU|SIN|DEF|NOM//conj//93 ,//MID//punct//93 vårdstrategen//NN|UTR|SIN|DEF|NOM//nmod//99 Katharina//PM|NOM//conj//88 Zetterström//PM|NOM//flat:name//99 ,//MID//punct//99 Vårdförbundet//NN|NEU|SIN|DEF|NOM//conj//88 ,//MID//punct//84 och//KN//cc//106 avdelningschefen//NN|UTR|SIN|DEF|NOM//nmod//106 Pernilla//PM|NOM//conj//84 Östlund//PM|NOM//flat:name//106 ,//MID//punct//106 Statens//NN|UTR|SIN|DEF|GEN//nmod:poss//110 beredning//NN|UTR|SIN|IND|NOM//obj//5 för//PP//case//115 medicinsk//JJ|POS|UTR|SIN|IND|NOM//amod//115 och//KN//cc//114 social//JJ|POS|UTR|SIN|IND|NOM//conj//112 utvärdering//NN|UTR|SIN|IND|NOM//nmod//110 .//MAD//punct//5
Till statsrådet och chefen för Socialdepartementet Lena Hallengren;Samma//DT|UTR/NEU|SIN/PLU|IND//det//118 dag//NN|UTR|SIN|IND|NOM//nsubj:pass//119 förordnades//VB|PRT|SFO//parataxis//5 som//KN//mark//121 sakkunniga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//xcomp//119 i//PP//case//123 utredningen//NN|UTR|SIN|DEF|NOM//nmod//121 kanslirådet//NN|NEU|SIN|DEF|NOM//nmod//125 Sara//PM|NOM//nmod//121 Johansson//PM|NOM//flat:name//125 ,//MID//punct//125 Socialdepartementet//NN|NEU|SIN|DEF|NOM//conj//125 och//KN//cc//130 departementssekreteraren//NN|UTR|SIN|DEF|NOM//nmod//131 Jan//PM|NOM//conj//125 Rehnberg//PM|NOM//flat:name//131 ,//MID//punct//134 Socialdepartementet//NN|NEU|SIN|DEF|NOM//conj//125 .//MAD//punct//5
Till statsrådet och chefen för Socialdepartementet Lena Hallengren;Den//DT|UTR|SIN|DEF//det//2 20//RG|NOM//nummod//2 september//NN|UTR|SIN|IND|NOM//obl//4 2019//RG|NOM//nummod//2 entledigades//VB|PRT|SFO//ROOT//4 kanslirådet//NN|NEU|SIN|DEF|NOM//nmod//6 Sara//PM|NOM//nsubj:pass//4 Johansson//PM|NOM//flat:name//6 och//KN//cc//9 ersattes//VB|PRT|SFO//conj//4 samma//DT|UTR/NEU|SIN/PLU|IND//det//11 dag//NN|UTR|SIN|IND|NOM//obj//9 av//PP//case//14 departementssekreteraren//NN|UTR|SIN|DEF|NOM//nmod//14 Carl//PM|NOM//nmod//11 Nilsson//PM|NOM//flat:name//14 ,//MID//punct//14 Socialdepartementet//NN|NEU|SIN|DEF|NOM//xcomp//9 .//MID//punct//4
Till statsrådet och chefen för Socialdepartementet Lena Hallengren;Den//DT|UTR|SIN|DEF//det//21 20//RG|NOM//nummod//21 januari//NN|UTR|SIN|IND|NOM//obl//23 2020//RG|NOM//nummod//21 entledigades//VB|PRT|SFO//parataxis//4 vårdstrategen//NN|UTR|SIN|DEF|NOM//nsubj:pass//23 Katharina//PM|NOM//obj//23 Zetterström//PM|NOM//flat:name//25 och//KN//cc//28 ersattes//VB|PRT|SFO//conj//4 samma//DT|UTR/NEU|SIN/PLU|IND//det//30 dag//NN|UTR|SIN|IND|NOM//obj//28 av//PP//case//33 förbundsombudsmannen//NN|UTR|SIN|DEF|NOM//nmod//33 Carita//PM|NOM//nmod//30 Sturesson//PM|NOM//flat:name//33 ,//MID//punct//33 Vårdförbundet//NN|NEU|SIN|DEF|NOM//obl//28 .//MAD//punct//4
Till statsrådet och chefen för Socialdepartementet Lena Hallengren;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//1 överlämnar//VB|PRS|AKT//ROOT//1 härmed//AB//advmod//1 betänkandet//NN|NEU|SIN|DEF|NOM//obj//1 Ett//DT|NEU|SIN|IND//det//6 nationellt//AB|POS//amod//6 sammanhållet//PC|PRF|NEU|SIN|IND|NOM//nmod//7 system//NN|NEU|SIN|IND|NOM//obj//1 för//PP//case//10 kunskapsbaserad//PC|PRF|UTR|SIN|IND|NOM//amod//10 vård//NN|UTR|SIN|IND|NOM//nmod//7 –//RG|NOM//punct//13 ett//DT|NEU|SIN|IND//det//13 system//NN|NEU|SIN|IND|NOM//conj//7 ,//MID//punct//16 många//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//16 möjligheter//NN|UTR|PLU|IND|NOM//conj//13 (//PAD//punct//16 SOU//PM|NOM//conj//13 2020:36//RG|NOM//nummod//18 )//PAD//punct//13 .//MAD//punct//1
Till statsrådet och chefen för Socialdepartementet Lena Hallengren;Lena//PM|NOM//nsubj//24 Hellberg//PM|NOM//flat:name//22 svarar//VB|PRS|AKT//conj//1 ensam//JJ|POS|UTR|SIN|IND|NOM//xcomp//24 för//PP//case//27 innehållet//NN|NEU|SIN|DEF|NOM//obl//24 i//PP//case//29 betänkandet//NN|NEU|SIN|DEF|NOM//nmod//27 .//MAD//punct//31
Till statsrådet och chefen för Socialdepartementet Lena Hallengren;Utredaren//NN|UTR|SIN|DEF|NOM//nsubj//35 och//KN//cc//33 sekretariatet//NN|NEU|SIN|DEF|NOM//conj//31 har//VB|PRS|AKT//aux//35 arbetat//VB|SUP|AKT//conj//1 på//PP//case//39 ett//DT|NEU|SIN|IND//det//39 sådant//JJ|POS|NEU|SIN|IND|NOM//amod//39 sätt//NN|NEU|SIN|IND|NOM//obl//35 att//SN//mark//43 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//43 är//VB|PRS|AKT//cop//43 befogat//JJ|POS|NEU|SIN|IND|NOM//acl//39 att//IE//mark//45 använda//VB|INF|AKT//csubj//43 vi-form//NN|UTR|SIN|IND|NOM//obj//45 i//PP//case//48 betänkandet//NN|NEU|SIN|DEF|NOM//obl//45 .//MAD//punct//1
Till statsrådet och chefen för Socialdepartementet Lena Hallengren;Stockholm//PM|NOM//ROOT//0 i//PP//case//2 juni//NN|UTR|SIN|IND|NOM//obl//0 2020//RG|NOM//nummod//2
Till statsrådet och chefen för Socialdepartementet Lena Hallengren;Lena//PM|NOM//ROOT//0 Hellberg//PM|NOM//flat:name//0 ,//MID//punct//4 /Ulrika//PM|NOM//amod//4 Hall//PM|NOM//conj//0
Till statsrådet och chefen för Socialdepartementet Lena Hallengren;Monica//PM|NOM//ROOT//0 Hultcrantz//PM|NOM//flat:name//0
Till statsrådet och chefen för Socialdepartementet Lena Hallengren;Katarina//PM|NOM//ROOT//0 Lagerstedt//PM|NOM//flat//0
Till statsrådet och chefen för Socialdepartementet Lena Hallengren;Annika//PM|NOM//nmod//1 Stjernquist//PM|NOM//ROOT//1

Inledning;Regeringen//NN|UTR|SIN|DEF|NOM//nsubj//1 beslutade//VB|PRT|AKT//ROOT//1 i//PP//case//4 augusti//NN|UTR|SIN|IND|NOM//nmod//4 2018//RG|NOM//obl//1 om//PP//case//7 ett//DT|NEU|SIN|IND//det//7 direktiv//NN|NEU|SIN|IND|NOM//obl//1 med//PP//case//9 titeln//NN|UTR|SIN|DEF|NOM//nmod//10 Genomförandet//NN|NEU|SIN|DEF|NOM//nmod//7 av//PP//case//15 ett//DT|NEU|SIN|IND//det//14 nationellt//AB|POS//amod//14 sammanhållet//PC|PRF|NEU|SIN|IND|NOM//nmod//15 system//NN|NEU|SIN|IND|NOM//nmod//10 för//PP//case//18 kunskapsbaserad//PC|PRF|UTR|SIN|IND|NOM//amod//18 vård//NN|UTR|SIN|IND|NOM//nmod//15 .//MAD//punct//1
Inledning;Den//DT|UTR|SIN|DEF//det//22 särskilda//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//22 utredaren//NN|UTR|SIN|DEF|NOM//appos//1 ,//MID//punct//22 Lena//PM|NOM//appos//22 Hellberg//PM|NOM//flat:name//24 ,//MID//punct//39 skulle//VB|PRT|AKT//aux//39 genom//PP//case//29 dialog//NN|UTR|SIN|IND|NOM//obl//39 och//KN//cc//31 samverkan//NN|UTR|SIN|IND|NOM//conj//29 med//PP//case//34 berörda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//34 aktörer//NN|UTR|PLU|IND|NOM//nmod//31 samt//KN//cc//37 fördjupade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//37 analyser//NN|UTR|PLU|IND|NOM//conj//34 ,//MID//punct//39 stödja//VB|INF|AKT//conj//1 utformningen//NN|UTR|SIN|DEF|NOM//obj//39 av//PP//case//45 ett//DT|NEU|SIN|IND//det//44 nationellt//AB|POS//amod//44 sammanhållet//PC|PRF|NEU|SIN|IND|NOM//nmod//45 system//NN|NEU|SIN|IND|NOM//nmod//40 för//PP//case//48 kunskapsbaserad//PC|PRF|UTR|SIN|IND|NOM//amod//48 vård//NN|UTR|SIN|IND|NOM//nmod//45 .//MAD//punct//1
