Mer gemensamma tobaksregler;Ett//DT|NEU|SIN|IND//det//1 genomförande//NN|NEU|SIN|IND|NOM//ROOT//1 av//PP//case//3 tobaksproduktdirektivet//NN|NEU|SIN|DEF|NOM//nmod//1
Till statsrådet Gabriel Wikström;Arbetet//NN|NEU|SIN|DEF|NOM//nsubj:pass//15 har//VB|PRS|AKT//aux//15 emellertid//AB//advmod//15 bedrivits//VB|SUP|SFO//parataxis//4 i//PP//case//18 nära//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//18 samråd//NN|NEU|SIN|IND|NOM//obl//15 med//PP//case//21 de//DT|UTR/NEU|PLU|DEF//det//21 sakkunniga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//nmod//18 och//KN//cc//23 experterna//NN|UTR|PLU|DEF|NOM//conj//21 .//MAD//punct//15
Till statsrådet Gabriel Wikström;Betänkandet//NN|NEU|SIN|DEF|NOM//nsubj:pass//28 har//VB|PRS|AKT//aux//28 därför//AB//advmod//28 avfattats//VB|SUP|SFO//conj//15 med//PP//case//30 användning//NN|UTR|SIN|IND|NOM//obl//28 av//PP//case//32 vi-form//NN|UTR|SIN|IND|NOM//nmod//30 .//MAD//punct//4
Till statsrådet Gabriel Wikström;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//14 ,//MID//punct//0 som//HP|-|-|-//nsubj//4 har//VB|PRS|AKT//aux//4 antagit//VB|SUP|AKT//acl:relcl//0 namnet//NN|NEU|SIN|DEF|NOM//nmod//6 Tobaksdirektivsutredningen//PM|NOM//obj//4 (//PAD//punct//6 S//PM|NOM//appos//6 2014:16//RG|NOM//nummod//8 )//PAD//punct//6 ,//MID//punct//0 har//VB|PRS|AKT//aux//14 nu//AB//advmod//14 behandlat//VB|SUP|AKT//ROOT//14 de//DT|UTR/NEU|PLU|DEF//det//16 frågor//NN|UTR|PLU|IND|NOM//obj//14 som//HP|-|-|-//nsubj:pass//18 omfattas//VB|PRS|SFO//acl:relcl//16 av//PP//case//20 utredningsuppdraget//NN|NEU|SIN|DEF|NOM//obl:agent//18 vad//HP|NEU|SIN|IND//nsubj//22 gäller//VB|PRS|AKT//conj//14 genomförandet//NN|NEU|SIN|DEF|NOM//obj//22 av//PP//case//25 EU//PM|NOM//nmod//23 ://MID//punct//23 s//NN|AN//nummod//28 tobaksproduktdirektiv//NN|NEU|SIN|IND|NOM//obl//14 och//KN//cc//32 får//VB|PRS|AKT//aux//32 härmed//AB//advmod//32 överlämna//VB|INF|AKT//conj//14 delbetänkandet//NN|NEU|SIN|DEF|NOM//obj//32 Mer//AB|KOM//advmod//35 gemensamma//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//36 tobaksregler//NN|UTR|PLU|IND|NOM//obj//32 –//PAD//punct//39 ett//DT|NEU|SIN|IND//det//39 genomförande//NN|NEU|SIN|IND|NOM//acl//36 av//PP//case//41 tobaksproduktdirektivet//NN|NEU|SIN|DEF|NOM//nmod//39  //_SP////41 (//PAD//punct//39 SOU//PM|NOM//nmod//45 2015:6//RG|NOM//obl//32 )//PAD//punct//14 .//MAD//punct//14
Till statsrådet Gabriel Wikström;Uppdraget//NN|NEU|SIN|DEF|NOM//nsubj:pass//52 i//PP//advmod//52 övrigt//JJ|POS|NEU|SIN|IND|NOM//fixed//49 ska//VB|PRS|AKT//aux//52 redovisas//VB|INF|SFO//conj//14 senast//AB|SUV//case//56 den//DT|UTR|SIN|DEF//det//55 1//RO|NOM//nummod//56 september//NN|UTR|SIN|IND|NOM//obl//52 2015//RG|NOM//nummod//56 .//MAD//punct//14
Till statsrådet Gabriel Wikström;Lund//NN|UTR|SIN|IND|NOM//ROOT//0 i//PP//case//2 januari//NN|UTR|SIN|IND|NOM//nmod//0 2015//RG|NOM//nummod//2
Till statsrådet Gabriel Wikström;Göran//PM|NOM//nsubj//2 Lundahl//PM|NOM//flat:name//0 /Fredrik//JJ|POS|UTR/NEU|SIN|DEF|NOM//ROOT//2 Lövkvist//PM|NOM//obj//2
Till statsrådet Gabriel Wikström;Anna-Maria//PM|NOM//ROOT//0 Persson//PM|NOM//flat:name//0

Sakkunniga och experter som har deltagit i utredningens arbete;(//PAD//punct//9 fr.o.m.//AB|AN//case//4 den//DT|UTR|SIN|DEF//det//3 15//RG|NOM//nummod//4 september//NN|UTR|SIN|IND|NOM//obl//9 2014//RG|NOM//nummod//4 om//SN//mark//9 inte//AB//advmod//9 annat//PN|NEU|SIN|IND|SUB/OBJ//nsubj:pass//9 anges//VB|PRS|SFO//ROOT//9 )//PAD//punct//9
Sakkunniga och experter som har deltagit i utredningens arbete;Experter//NN|UTR|PLU|IND|NOM//amod//1 //NN|AN//nmod//2 Biträdande//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//3 chefsjuristen//NN|UTR|SIN|DEF|NOM//ROOT//3 Bo//PM|NOM//case//5 Granath//PM|NOM//nmod//3 ,//MID//punct//3 Folkhälsomyndigheten//NN|UTR|SIN|DEF|NOM//appos//3 //NN|AN//nmod//9 Tullspecialisten//NN|UTR|SIN|DEF|NOM//nmod//7 Sune//PM|NOM//flat:name//9 Rydén//PM|NOM//flat:name//10 ,//MID//punct//13 Tullverket//PM|NOM//conj//3 //VB|PRS|AKT//nmod//15 Juristen//NN|UTR|SIN|DEF|NOM//nmod//16 Tomas//PM|NOM//conj//3 Isenstam//PM|NOM//flat:name//16 ,//MID//punct//19 Livsmedelsverket//NN|NEU|SIN|DEF|NOM//conj//16 (//PAD//punct//19 t.o.m.//AB|AN//advmod//24 den//DT|UTR|SIN|DEF//det//24 7//RO|NOM//nummod//24 januari//NN|UTR|SIN|IND|NOM//appos//3 2015//RG|NOM//nummod//24 )//PAD//punct//3
Sakkunniga och experter som har deltagit i utredningens arbete;Sakkunniga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//1 //NN|AN//nmod//3 Kanslirådet//NN|NEU|SIN|DEF|NOM//nmod//3 Kerstin//PM|NOM//ROOT//3 Jansson//PM|NOM//flat:name//3 ,//MID//punct//6 Näringsdepartementet//NN|NEU|SIN|DEF|NOM//conj//3


1.1 Förslag till lag om ändring i tobakslagen (1993:581);Härigenom//AB//nsubj:pass//1 föreskrivs//VB|PRS|SFO//ROOT//1 i//PP//advmod//1 fråga//NN|UTR|SIN|IND|NOM//fixed//2 om//PP//case//5 tobakslagen//NN|UTR|SIN|DEF|NOM//obl//1 (//PAD//punct//5 1993:581//RG|NOM//conj//5 )//PAD//punct//5 dels//KN//mark//42  //_SP////9 att//SN//mark//42 1//RG|NOM//nsubj//42 ,//MID//punct//14 9–11//NN|NEU|SIN|IND|NOM//conj//12 ,//MID//punct//14 12//RG|NOM//nummod//17 b//NN|NEU|SIN|IND|NOM//nmod//14 ,//MID//punct//17 16//RG|NOM//nummod//17 ,//MID//punct//19 18//RG|NOM//nummod//17 ,//MID//punct//17 18//RG|NOM//nummod//24 a//NN|NEU|SIN|IND|NOM//nmod//17 ,//MID//punct//24 19–19//RG|NOM//nummod//27 b//NN|NEU|SIN|IND|NOM//case//12 och//KN//cc//27 27//RG|NOM//nummod//27 §//NN|AN//nmod//31 §//NN|AN//obl//42 samt//KN//cc//33 rubriken//NN|UTR|SIN|DEF|NOM//conj//31 närmast//AB|SUV//advmod//40 före//PP//case//36 9//RG|NOM//nummod//39 och//KN//cc//36 16//RG|NOM//nummod//36 §//NN|AN//nmod//40 §//NN|AN//nmod//33 ska//VB|PRS|AKT//aux//42 ha//VB|INF|AKT//conj//1 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//44 lydelse//NN|UTR|SIN|IND|NOM//obj//42 ,//MID//punct//42 dels//KN//advmod//51  //_SP////46 att//SN//mark//51 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//51 ska//VB|PRS|AKT//aux//51 införas//VB|INF|SFO//conj//42 fyra//RG|NOM//nummod//54 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//54 paragrafer//NN|UTR|PLU|IND|NOM//nsubj:pass//51 ,//MID//punct//54 1//RG|NOM//nummod//57 a//NN|NEU|SIN|IND|NOM//nmod//54 ,//MID//punct//57 12//RG|NOM//nummod//60 e//NN|AN//nmod//57 ,//MID//punct//60 12//RG|NOM//nummod//63 f//NN|AN//obl//51 och//KN//cc//65 18//RG|NOM//conj//63 c//NN|AN//case//68 §//NN|AN//nmod//68 §//NN|AN//obl//51 ,//MID//punct//51 av//PP//case//72 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//72 lydelse//NN|UTR|SIN|IND|NOM//obl//51 .//MAD//punct//42
1.1 Förslag till lag om ändring i tobakslagen (1993:581);1//RG|NOM//nummod//75 §//NN|AN//obl//42
1.1 Förslag till lag om ändring i tobakslagen (1993:581);På//PP//case//4 grund//NN|UTR|SIN|IND|NOM//fixed//0 av//PP//fixed//0 de//DT|UTR/NEU|PLU|DEF//det//4 hälsorisker//NN|UTR|PLU|IND|NOM//obl//18 och//KN//cc//6 olägenheter//NN|UTR|PLU|IND|NOM//conj//4 som//HP|-|-|-//nsubj//9 är//VB|PRS|AKT//cop//9 förbundna//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//acl:relcl//6 med//PP//case//11 bruk//NN|NEU|SIN|IND|NOM//obl//9 av//PP//case//13 tobak//NN|UTR|SIN|IND|NOM//nmod//11 och//KN//cc//15 exponering//NN|UTR|SIN|IND|NOM//conj//13 för//PP//case//17 tobaksrök//NN|NEU|SIN|IND|NOM//nmod//15 meddelas//VB|PRS|SFO//ROOT//18 i//PP//case//22 denna//DT|UTR|SIN|DEF//det//21 lag//NN|UTR|SIN|IND|NOM//nmod//22 bestämmelser//NN|UTR|PLU|IND|NOM//obl//18 om//PP//mark//25 –//RG|NOM//punct//25 begränsning//NN|UTR|SIN|IND|NOM//nmod//22 av//PP//case//27 rökning//NN|UTR|SIN|IND|NOM//nmod//25 i//PP//case//30 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//30 lokaler//NN|UTR|PLU|IND|NOM//nmod//27 och//KN//cc//32 utrymmen//NN|NEU|PLU|IND|NOM//conj//30 samt//KN//cc//36 på//PP//case//36 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//36 områden//NN|NEU|PLU|IND|NOM//conj//25 utomhus//AB//nmod//36 ,//MID//punct//36 –//RG|NOM//punct//41 rökfri//JJ|POS|UTR|SIN|IND|NOM//amod//41 arbetsmiljö//NN|UTR|SIN|IND|NOM//appos//36 ,//MID//punct//41 –//RG|NOM//punct//44 begränsningar//NN|UTR|PLU|IND|NOM//conj//25 av//PP//case//46 handeln//NN|UTR|SIN|DEF|NOM//nmod//44 med//PP//case//44 och//KN//cc//49 rätten//NN|UTR|SIN|DEF|NOM//conj//44 till//PP//case//51 införsel//NN|UTR|SIN|IND|NOM//nmod//49 av//PP//case//53 tobaksvaror//NN|UTR|PLU|IND|NOM//nmod//51 ,//MID//punct//44 –//PAD//punct//56 marknadsföring//NN|UTR|SIN|IND|NOM//conj//25 av//PP//case//58 tobaksvaror//NN|UTR|PLU|IND|NOM//nmod//56 och//KN//cc//60 användning//NN|UTR|SIN|IND|NOM//conj//58 av//PP//case//63 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//63 varukännetecken//NN|NEU|PLU|IND|NOM//nmod//60 i//PP//case//65 marknadsföring//NN|UTR|SIN|IND|NOM//nmod//60 av//PP//case//68 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//68 varor//NN|UTR|PLU|IND|NOM//nmod//65 eller//KN//cc//70 tjänster//NN|UTR|PLU|IND|NOM//conj//68 samt//KN//punct//25
1.1 Förslag till lag om ändring i tobakslagen (1993:581);En//DT|UTR|SIN|IND//det//1 styckförpackning//NN|UTR|SIN|IND|NOM//nsubj//5 med//PP//case//3 rulltobak//NN|UTR|SIN|IND|NOM//nmod//1 ska//VB|PRS|AKT//aux//5 innehålla//VB|INF|AKT//ROOT//5 tobak//NN|UTR|SIN|IND|NOM//obj//5 som//HP|-|-|-//nsubj//9 inte//AB//advmod//9 väger//VB|PRS|AKT//acl:relcl//6 mindre//AB|KOM//advmod//12 än//KN//fixed//10 30//RG|NOM//nummod//13 gram//NN|NEU|PLU|IND|NOM//obj//9 .//MAD//punct//5
1.1 Förslag till lag om ändring i tobakslagen (1993:581);Regeringen//NN|UTR|SIN|DEF|NOM//nsubj//2 får//VB|PRS|AKT//aux//2 meddela//VB|INF|AKT//ROOT//2 närmare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//2 föreskrifter//NN|UTR|PLU|IND|NOM//obj//2 om//PP//case//6 styckförpackningar//NN|UTR|PLU|IND|NOM//nmod//4 för//PP//case//8 cigaretter//NN|UTR|PLU|IND|NOM//nmod//6 och//KN//cc//10 rulltobak//NN|UTR|SIN|IND|NOM//conj//8 .//MAD//punct//2
1.1 Förslag till lag om ändring i tobakslagen (1993:581);12//RG|NOM//nummod//14 e//NN|NEU|SIN|IND|NOM//nummod//14 §//NN|AN//obl//2
1.1 Förslag till lag om ändring i tobakslagen (1993:581);En//DT|UTR|SIN|IND//det//1 näringsidkare//NN|UTR|SIN|IND|NOM//nsubj//7 som//HP|-|-|-//case//4 via//PP//case//4 postorder//NN|UTR|SIN|IND|NOM//nmod//1 eller//KN//cc//6 liknande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//4 tillhandahåller//VB|PRS|AKT//advcl//29 tobaksvaror//NN|UTR|PLU|IND|NOM//obj//7 för//PP//case//10 försäljning//NN|UTR|SIN|IND|NOM//nmod//8 till//PP//case//12 konsumenter//NN|UTR|PLU|IND|NOM//nmod//10 i//PP//case//16 ett//DT|NEU|SIN|IND//det//16 annat//JJ|POS|NEU|SIN|IND|NOM//amod//16 land//NN|NEU|SIN|IND|NOM//nmod//12 än//KN//case//19 det//DT|NEU|SIN|DEF//det//19 land//NN|NEU|SIN|IND|NOM//nmod//16 där//HA//advmod//22 näringsidkaren//NN|UTR|SIN|DEF|NOM//nsubj//22 har//VB|PRS|AKT//acl:relcl//19 sitt//PS|NEU|SIN|DEF//nmod:poss//24 säte//NN|NEU|SIN|IND|NOM//obj//22 eller//KN//cc//26 affärsverksamhet//NN|UTR|SIN|IND|NOM//conj//24 får//VB|PRS|AKT//aux//29 inte//AB//advmod//29 lämna//VB|INF|AKT//ROOT//29 ut//PL//compound:prt//29 personuppgifter//NN|UTR|PLU|IND|NOM//obj//29 om//PP//case//33 konsumenten//NN|UTR|SIN|DEF|NOM//obl//29 till//PP//case//35 tillverkaren//NN|UTR|SIN|DEF|NOM//nmod//33 av//PP//case//37 tobaksvaror//NN|UTR|PLU|IND|NOM//nmod//35 eller//KN//cc//40 till//PP//case//40 företag//NN|NEU|PLU|IND|NOM//conj//37 som//HP|-|-|-//nsubj//42 ingår//VB|PRS|AKT//acl:relcl//40 i//PP//case//45 samma//DT|UTR/NEU|SIN/PLU|IND//det//45 koncern//NN|UTR|SIN|IND|NOM//obl//42 eller//KN//cc//50 till//PP//case//50 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//50 tredje//RO|NOM//amod//50 parter//NN|UTR|PLU|IND|NOM//conj//45 .//MAD//punct//29
1.1 Förslag till lag om ändring i tobakslagen (1993:581);Personuppgifter//NN|UTR|PLU|IND|NOM//nsubj:pass//56 får//VB|PRS|AKT//aux//56 inte//AB//advmod//56 heller//AB//advmod//56 användas//VB|INF|SFO//parataxis//29 eller//KN//cc//58 överföras//VB|INF|SFO//conj//56 för//PP//case//61 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//61 ändamål//NN|NEU|PLU|IND|NOM//obl//58 än//KN//mark//65 det//DT|NEU|SIN|DEF//det//65 aktuella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//65 köpet//NN|NEU|SIN|DEF|NOM//obl//58 .//MAD//punct//56
1.1 Förslag till lag om ändring i tobakslagen (1993:581);12//RG|NOM//nummod//69 f//NN|AN//case//69 §//NN|AN//obl//29
1.1 Förslag till lag om ändring i tobakslagen (1993:581);Tillverkare//NN|UTR|PLU|IND|NOM//nsubj//6 och//KN//cc//2 importörer//NN|UTR|PLU|IND|NOM//conj//0 ska//VB|PRS|AKT//aux//6 till//PP//case//5 Folkhälsomyndigheten//PM|NOM//obl//6 anmäla//VB|INF|AKT//ROOT//6 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//8 tobaksvaror//NN|UTR|PLU|IND|NOM//obj//6 som//HP|-|-|-//obj//11 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//11 avser//VB|PRS|AKT//acl:relcl//8 att//IE//mark//13 släppa//VB|INF|AKT//xcomp//11 ut//PL//compound:prt//13 på//PP//case//18 den//DT|UTR|SIN|DEF//det//18 svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//18 marknaden//NN|UTR|SIN|DEF|NOM//obl//13 .//MAD//punct//6
