SVEN  -  ERIC LIEDMAN  ,  professor idéhistoria, Göteborg, samtalsledare ;THOMAS//PM|NOM//ROOT//0 ÖSTROS//PM|NOM//nsubj//0  //_SP////1 ,//MID//punct//5  //_SP////3 utbildningsminister//NN|UTR|PLU|IND|NOM//conj//1
Rotkunskaper;Han//PN|UTR|SIN|DEF|SUB//nsubj//8 menar//VB|PRS|AKT//parataxis//2 man//PN|UTR|SIN|IND|SUB//nsubj//11 behöver//VB|PRS|AKT//aux//11 motverka//VB|INF|AKT//xcomp//8 de//DT|UTR/NEU|PLU|DEF//det//14 nyliberala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//14 strömningar//NN|UTR|PLU|IND|NOM//obj//11 som//HP|-|-|-//nsubj//17 inte//AB//advmod//17 förstår//VB|PRS|AKT//acl:relcl//14 att//SN//mark//24 en//DT|UTR|SIN|IND//det//23 långsiktig//JJ|POS|UTR|SIN|IND|NOM//amod//23 och//KN//cc//22 fördjupad//PC|PRF|UTR|SIN|IND|NOM//amod//23 kultur//NN|UTR|SIN|IND|NOM//nsubj//24 kräver//VB|PRS|AKT//ccomp//17 samhällets//NN|NEU|SIN|DEF|GEN//nmod:poss//29 ideologiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//29 och//KN//cc//28 ekonomiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//29 stöd//NN|NEU|SIN|IND|NOM//obj//24 .//MAD//punct//8 –//PAD//punct//33
Rotkunskaper;Varje//DT|UTR/NEU|SIN|IND//det//33 samhälle//NN|NEU|SIN|IND|NOM//nsubj//38 med//PP//case//37 en//DT|UTR|SIN|IND//det//37 fungerande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//37 infrastruktur//NN|UTR|SIN|IND|NOM//nmod//33 har//VB|PRS|AKT//conj//8 en//DT|UTR|SIN|IND//det//41 stabil//JJ|POS|UTR|SIN|IND|NOM//amod//41 musiktradition//NN|UTR|SIN|IND|NOM//obj//38 som//HP|-|-|-//nsubj:pass//43 förändras//VB|PRS|SFO//acl:relcl//41 i//PP//case//45 takt//NN|UTR|SIN|IND|NOM//obl//43 med//PP//case//48 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//48 tänkesätt//NN|NEU|PLU|IND|NOM//nmod//45 och//KN//cc//50 levnadsvillkor//NN|NEU|PLU|IND|NOM//conj//48 .//MAD//punct//8
Rotkunskaper;Musiken//NN|UTR|SIN|DEF|NOM//nsubj//55 är//VB|PRS|AKT//cop//55 en//DT|UTR|SIN|IND//det//55 del//NN|UTR|SIN|IND|NOM//conj//8 av//PP//case//59 den//DT|UTR|SIN|DEF//det//59 förändrade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//59 världsbilden//NN|UTR|SIN|DEF|NOM//nmod//55 .//MAD//punct//55
Rotkunskaper;En//DT|UTR|SIN|IND//det//62 förutsättning//NN|UTR|SIN|IND|NOM//appos//55 för//PP//mark//68 att//SN//mark//68 man//PN|UTR|SIN|IND|SUB//nsubj//68 ska//VB|PRS|AKT//aux//68 kunna//VB|INF|AKT//aux//68 uppleva//VB|INF|AKT//acl//62 detta//PN|NEU|SIN|DEF|SUB/OBJ//obj//68 på//PP//case//73 ett//DT|NEU|SIN|IND//det//73 riktigt//JJ|POS|NEU|SIN|IND|NOM//amod//73 sätt//NN|NEU|SIN|IND|NOM//obl//68 är//VB|PRS|AKT//cop//76 ett//DT|NEU|SIN|IND//det//76 utbildningssystem//NN|NEU|SIN|IND|NOM//conj//55 inom//PP//case//80 eller//KN//cc//79 utanför//PP//conj//77 skolan//NN|UTR|SIN|DEF|NOM//nmod//76 ,//MID//punct//76 där//HA//advmod//84 alla//PN|UTR/NEU|PLU|IND|SUB/OBJ//nsubj:pass//84 ges//VB|PRS|SFO//acl:relcl//76 möjlighet//NN|UTR|SIN|IND|NOM//obj//84 att//IE//mark//87 utöva//VB|INF|AKT//acl//85 musik//NN|UTR|SIN|IND|NOM//obj//87 ,//MID//punct//90 sång//NN|UTR|SIN|IND|NOM//conj//88 och//KN//cc//92 dans//NN|UTR|SIN|IND|NOM//conj//88 på//PP//case//97 ett//DT|NEU|SIN|IND//det//97 eller//KN//cc//96 annat//JJ|POS|NEU|SIN|IND|NOM//conj//94 sätt//NN|NEU|SIN|IND|NOM//nmod//92 ,//MID//punct//100 i//PP//case//100 musikskola//NN|UTR|SIN|IND|NOM//obl//87 eller//KN//cc//104 på//PP//case//104 eget//JJ|POS|NEU|SIN|IND/DEF|NOM//amod//104 initiativ//NN|NEU|SIN|IND|NOM//conj//100 i//PP//case//106 musikhus//NN|NEU|SIN|IND|NOM//obl//87 av//PP//case//109 skilda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//109 slag//NN|NEU|PLU|IND|NOM//nmod//106 .//MAD//punct//8
Rotkunskaper;Utifrån//PP//case//3 en//DT|UTR|SIN|IND//det//3 bred//JJ|POS|UTR|SIN|IND|NOM//amod//3 bas//NN|UTR|SIN|IND|NOM//obl//4 utvecklas//VB|PRS|SFO//ROOT//4 sedan//AB//case//6 specialister//NN|UTR|PLU|IND|NOM//obl//4 .//MAD//punct//4
Rotkunskaper;I//PP//case//10 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//10 samhällssystem//NN|NEU|PLU|IND|NOM//obl//4 ,//MID//punct//14 som//KN//mark//14 vårt//PS|NEU|SIN|DEF//nmod:poss//14 eget//JJ|POS|NEU|SIN|IND/DEF|NOM//acl:relcl//10 ,//MID//punct//18 är//VB|PRS|AKT//cop//18 utbildningen//NN|UTR|SIN|DEF|NOM//nsubj//18 lång//JJ|POS|UTR|SIN|IND|NOM//conj//4 och//KN//cc//20 krävande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//18 ,//MID//punct//18 oavsett//AB|POS//mark//25 om//SN//mark//25 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//25 rör//VB|PRS|AKT//advcl//18 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//25 om//PP//case//29 en//DT|UTR|SIN|IND//det//29 violinist//NN|UTR|SIN|IND|NOM//obl//25 som//HP|-|-|-//nsubj//31 eftersträvar//VB|PRS|AKT//acl:relcl//29 en//DT|UTR|SIN|IND//det//33 plats//NN|UTR|SIN|IND|NOM//obj//31 i//PP//case//36 en//DT|UTR|SIN|IND//det//36 orkester//NN|UTR|SIN|IND|NOM//nmod//33 ,//MID//punct//39 en//DT|UTR|SIN|IND//det//39 rockartist//NN|UTR|SIN|IND|NOM//conj//33 med//PP//case//41 ambition//NN|UTR|SIN|IND|NOM//nmod//39 att//IE//mark//43 leva//VB|INF|AKT//acl//39 som//KN//mark//45 musiker//NN|UTR|PLU|IND|NOM//obl//43 eller//KN//cc//48 en//DT|UTR|SIN|IND//det//48 dansbandsartist//NN|UTR|SIN|IND|NOM//conj//43 som//HP|-|-|-//nsubj//50 strävar//VB|PRS|AKT//acl:relcl//48 efter//PP//case//56 mer//AB|KOM//advmod//55 än//KN//fixed//52 en//DT|UTR|SIN|IND//det//55 lokal//JJ|POS|UTR|SIN|IND|NOM//amod//56 arbetsmarknad//NN|UTR|SIN|IND|NOM//obl//50 .//MAD//punct//18
Rotkunskaper;Fattas//VB|PRS|SFO//dislocated//65 denna//DT|UTR|SIN|DEF//det//60 bas//NN|UTR|SIN|IND|NOM//obj//58 av//PP//case//63 allmänt//JJ|POS|NEU|SIN|IND|NOM//advmod//63 musicerande//NN|NEU|SIN|IND|NOM//nmod//60 så//KN//advmod//65 blir//VB|PRS|AKT//conj//4 dagens//NN|UTR|SIN|DEF|GEN//nmod:poss//68 massmediala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//68 utbud//NN|NEU|SIN|IND|NOM//nsubj//65 passivt//AB|POS//xcomp//65 och//KN//cc//72 helt//AB|POS//advmod//72 beroende//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//69 av//PP//case//75 gällande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//75 trender//NN|UTR|PLU|IND|NOM//obl//65 på//PP//case//77 musikmarknaden//NN|UTR|SIN|DEF|NOM//nmod//75 .//MAD//punct//4
Rotkunskaper;Jag//PN|UTR|SIN|DEF|SUB//nsubj//1 såg//VB|PRT|AKT//ROOT//1 en//DT|UTR|SIN|IND//det//3 artikel//NN|UTR|SIN|IND|NOM//obj//1 i//PP//case//5 tidningen//NN|UTR|SIN|DEF|NOM//nmod//3 ,//MID//punct//7 säger//VB|PRS|AKT//parataxis//1 Jan//PM|NOM//nsubj//7 Ling//PM|NOM//flat:name//8 ,//MID//punct//8 där//HA//advmod//13 man//PN|UTR|SIN|IND|SUB//nsubj//13 hävdade//VB|PRT|AKT//acl:relcl//8 att//SN//mark//18 kommunala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//16 musikskolan//NN|UTR|SIN|DEF|NOM//nsubj//18 inte//AB//advmod//18 hade//VB|PRT|AKT//ccomp//13 någonting//PN|NEU|SIN|IND|SUB/OBJ//obj//18 med//PP//case//21 framgångarna//NN|UTR|PLU|DEF|NOM//obl//18 på//PP//case//23 populärmusikområdet//NN|NEU|SIN|DEF|NOM//nmod//21 att//IE//mark//25 göra//VB|INF|AKT//xcomp//18 .//MAD//punct//7
Rotkunskaper;Men//KN//cc//29 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//29 stämmer//VB|PRS|AKT//conj//1 inte//AB//advmod//29 .//MAD//punct//29
Rotkunskaper;Jag//PN|UTR|SIN|DEF|SUB//nsubj//33 var//VB|PRT|AKT//parataxis//29 i//PP//case//35 Gammelstan//PM|NOM//obl//33 och//KN//cc//37 tittade//VB|PRT|AKT//conj//33 på//PL//compound:prt//37 när//HA//mark//41 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//41 gjorde//VB|PRT|AKT//advcl//37 populärmusik//NN|UTR|SIN|IND|NOM//obj//41 ,//MID//punct//33 och//KN//cc//48 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//48 var//VB|PRT|AKT//cop//48 ganska//AB//advmod//48 intressant//JJ|POS|NEU|SIN|IND|NOM//conj//33 .//MID//punct//33
Rotkunskaper;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//51 kommer//VB|PRS|AKT//parataxis//33 in//PL//advmod//51 massor//NN|UTR|PLU|IND|NOM//obj//51 med//PP//case//55 demoband//NN|NEU|PLU|IND|NOM//nmod//53 från//PP//case//57 musikintresserade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//nmod//55 ,//MID//punct//51 man//PN|UTR|SIN|IND|SUB//nsubj//60 lyssnar//VB|PRS|AKT//conj//51 på//PP//case//62 dem//PN|UTR/NEU|PLU|DEF|OBJ//obl//60 och//KN//cc//64 letar//VB|PRS|AKT//conj//51 efter//PP//case//66 någon//PN|UTR|SIN|IND|SUB/OBJ//obl//64 som//HP|-|-|-//obj//69 man//PN|UTR|SIN|IND|SUB//nsubj//69 känner//VB|PRS|AKT//acl:relcl//66 har//VB|PRS|AKT//xcomp//69 ”//PAD//punct//33 det//PN|NEU|SIN|DEF|SUB/OBJ//obl//33 ”//PAD//punct//33 .//MAD//punct//29
Rotkunskaper;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//79 behöver//VB|PRS|AKT//aux//79 inte//AB//advmod//79 vara//VB|INF|AKT//cop//79 någon//PN|UTR|SIN|IND|SUB/OBJ//parataxis//29 som//HP|-|-|-//nsubj//82 kan//VB|PRS|AKT//aux//82 spela//VB|INF|AKT//acl:relcl//79 och//KN//cc//84 sjunga//VB|INF|AKT//conj//82 speciellt//AB|POS//advmod//86 bra//AB|POS//advmod//84 ,//MID//punct//89 det//PN|NEU|SIN|DEF|SUB/OBJ//det//89 ﬁxar//VB|PRS|AKT//conj//79 man//PN|UTR|SIN|IND|SUB//nsubj//89 med//PP//case//92 datorn//NN|UTR|SIN|DEF|NOM//obl//89 sedan//AB//advmod//89 .//MAD//punct//79
Rotkunskaper;Men//KN//cc//98 vad//HP|NEU|SIN|IND//dislocated//98 som//HP|-|-|-//nsubj:pass//98 behövs//VB|PRS|SFO//conj//79 är//VB|PRS|AKT//cop//100 studiomusiker//NN|UTR|PLU|IND|NOM//nsubj//98 som//HP|-|-|-//nsubj//102 gör//VB|PRS|AKT//acl:relcl//100 musik//NN|UTR|SIN|IND|NOM//obj//102 av//PP//case//105 det//PN|NEU|SIN|DEF|SUB/OBJ//nmod//103 här//AB//fixed//105 .//MAD//punct//98
Rotkunskaper;Och//KN//cc//111 dessa//PN|UTR/NEU|PLU|DEF|SUB/OBJ//nsubj//111 är//VB|PRS|AKT//cop//111 utbildade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//conj//98 på//PP//case//114 kommunala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//114 musikskolor//NN|UTR|PLU|IND|NOM//obl//111 och//KN//cc//116 musikhögskolor//NN|UTR|PLU|IND|NOM//conj//114 .//MAD//punct//111
Rotkunskaper;Även//AB//mark//122 om//SN//fixed//118 någon//PN|UTR|SIN|IND|SUB/OBJ//nsubj//122 kanske//AB//advmod//122 har//VB|PRS|AKT//advcl//111 ”//PM|NOM//punct//111 det//PN|NEU|SIN|DEF|SUB/OBJ//det//125 ”//PAD//punct//1 behövs//VB|PRS|SFO//conj//1 också//AB//advmod//126 en//DT|UTR|SIN|IND//det//129 bas//NN|UTR|SIN|IND|NOM//nsubj:pass//126 av//PP//case//131 kunnande//NN|NEU|SIN|IND|NOM//nmod//129 ,//MID//punct//133 konstaterar//VB|PRS|AKT//conj//1 han//PN|UTR|SIN|DEF|SUB//nsubj//133 .//MAD//punct//1
Rotkunskaper;De//PN|UTR/NEU|PLU|DEF|SUB//nsubj//11 som//HP|-|-|-//nsubj//2 hävdar//VB|PRS|AKT//acl:relcl//0 att//SN//mark//8 kunskap//NN|UTR|SIN|IND|NOM//nsubj//8 numera//AB//advmod//8 är//VB|PRS|AKT//cop//8 en//DT|UTR|SIN|IND//det//8 färskvara//NN|UTR|SIN|IND|NOM//obj//2 har//VB|PRS|AKT//aux//11 inte//AB//advmod//11 reﬂekterat//VB|SUP|AKT//ROOT//11 över//PP//case//13 vidden//NN|UTR|SIN|DEF|NOM//obl//11 i//PP//case//15 kunskapsbegreppet//NN|NEU|SIN|DEF|NOM//nmod//13 ,//MID//punct//11 fortsätter//VB|PRS|AKT//parataxis//11 Sven-Eric//PM|NOM//nsubj//17 Liedman//PM|NOM//flat//18 .//MAD//punct//11
Rotkunskaper;I//PP//advmod//23 stället//NN|NEU|SIN|DEF|NOM//fixed//21 ser//VB|PRS|AKT//parataxis//11 de//DT|UTR/NEU|PLU|DEF//det//25 kunskap//NN|UTR|SIN|IND|NOM//nsubj//23 som//HP|-|-|-//nsubj//29 i//PP//case//28 princip//NN|UTR|SIN|IND|NOM//obl//29 liktydig//JJ|POS|UTR|SIN|IND|NOM//acl:relcl//25 med//PP//case//31 information//NN|UTR|SIN|IND|NOM//obl//29 ,//MID//punct//23 alltså//AB//advmod//34 identisk//JJ|POS|UTR|SIN|IND|NOM//conj//23 med//PP//case//37 allt//DT|NEU|SIN|IND/DEF//det//37 det//PN|NEU|SIN|DEF|SUB/OBJ//obl//23 som//HP|-|-|-//nsubj:pass//39 slungas//VB|PRS|SFO//acl:relcl//37 emot//PP//case//41 oss//PN|UTR|PLU|DEF|OBJ//obl//39 varje//DT|UTR/NEU|SIN|IND//det//43 dag//NN|UTR|SIN|IND|NOM//obl//39 –//RG|NOM//punct//45 upplysningar//NN|UTR|PLU|IND|NOM//obl//39 ,//MID//punct//47 nyheter//NN|UTR|PLU|IND|NOM//conj//45 och//KN//cc//49 kommentarer//NN|UTR|PLU|IND|NOM//conj//45 om//PP//case//51 allt//PN|NEU|SIN|IND|SUB/OBJ//nmod//49 och//KN//cc//53 ingenting//PN|NEU|SIN|IND|SUB/OBJ//conj//51 .//MAD//punct//11
Rotkunskaper;Men//KN//cc//2 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//2 ﬁnns//VB|PRS|SFO//ROOT//2 en//DT|UTR|SIN|IND//det//5 viktig//JJ|POS|UTR|SIN|IND|NOM//amod//5 skillnad//NN|UTR|SIN|IND|NOM//nsubj//2 mellan//PP//case//7 kunskap//NN|UTR|SIN|IND|NOM//nmod//5 och//KN//cc//9 information//NN|UTR|SIN|IND|NOM//conj//7 .//MAD//punct//2
Rotkunskaper;Information//NN|UTR|SIN|IND|NOM//nsubj//12 existerar//VB|PRS|AKT//parataxis//2 oberoende//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//12 av//PP//fixed//13 om//SN//mark//17 någon//PN|UTR|SIN|IND|SUB/OBJ//nsubj//17 uppmärksammar//VB|PRS|AKT//advcl//12 den//PN|UTR|SIN|DEF|SUB/OBJ//obj//17 eller//KN//cc//20 inte//AB//conj//18 .//MAD//punct//12
Rotkunskaper;Information//NN|UTR|SIN|IND|NOM//nsubj//24 är//VB|PRS|AKT//cop//24 formad//PC|PRF|UTR|SIN|IND|NOM//parataxis//12 av//PP//case//27 någon//DT|UTR|SIN|IND//det//27 annan//JJ|POS|UTR|SIN|IND|NOM//obl:agent//24 ,//MID//punct//30 vi//PN|UTR|PLU|DEF|SUB//nsubj//30 möter//VB|PRS|AKT//conj//24 den//PN|UTR|SIN|DEF|SUB/OBJ//obj//30 som//KN//mark//35 något//PN|NEU|SIN|IND|SUB/OBJ//det//35 redan//AB//advmod//35 färdigpaketerat//PC|PRF|NEU|SIN|IND|NOM//acl:relcl//31 .//MAD//punct//24
Rotkunskaper;Information//NN|UTR|SIN|IND|NOM//nsubj//38 blir//VB|PRS|AKT//parataxis//24 kunskap//NN|UTR|SIN|IND|NOM//xcomp//38 först//AB//advmod//38 om//SN//mark//43 vi//PN|UTR|PLU|DEF|SUB//nsubj//43 tar//VB|PRS|AKT//advcl//38 ställning//NN|UTR|SIN|IND|NOM//obj//43 till//PP//case//46 den//PN|UTR|SIN|DEF|SUB/OBJ//obl//43 ,//MID//punct//48 accepterar//VB|PRS|AKT//conj//43 eller//KN//cc//50 förkastar//VB|PRS|AKT//conj//43 den//PN|UTR|SIN|DEF|SUB/OBJ//obj//50 ,//MID//punct//54 alltså//AB//advmod//54 utsätter//VB|PRS|AKT//conj//38 den//PN|UTR|SIN|DEF|SUB/OBJ//obj//54 för//PP//case//57 kritik//NN|UTR|SIN|IND|NOM//obl//54 ,//MID//punct//54 och//KN//cc//60 sätter//VB|PRS|AKT//conj//38 in//PL//compound:prt//60 den//PN|UTR|SIN|DEF|SUB/OBJ//obj//60 i//PP//case//68 ett//DT|NEU|SIN|IND//det//68 för//PP//case//66 oss//PN|UTR|PLU|DEF|OBJ//obl//67 begripligt//JJ|POS|NEU|SIN|IND|NOM//amod//68 sammanhang//NN|NEU|SIN|IND|NOM//obl//60 .//MAD//punct//38
Rotkunskaper;Sammanhang//NN|NEU|SIN|IND|NOM//nsubj//76 och//KN//cc//72 kritik//NN|UTR|SIN|IND|NOM//conj//70 är//VB|PRS|AKT//cop//76 all//DT|UTR|SIN|IND/DEF//det//76 kunskaps//JJ|POS|UTR|SIN|IND|NOM//amod//76 grundstenar//NN|UTR|PLU|IND|NOM//conj//38 .//MAD//punct//12

Orden för kunskap;I//PP//case//1 början//NN|UTR|SIN|DEF|NOM//obl//9 av//PP//case//6 ett//DT|NEU|SIN|IND//det//6 sådant//JJ|POS|NEU|SIN|IND|NOM//amod//6 här//AB//fixed//4 samtal//NN|NEU|SIN|IND|NOM//nmod//1 är//VB|PRS|AKT//cop//9 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//9 intressant//JJ|POS|NEU|SIN|IND|NOM//ROOT//9 att//IE//mark//11 titta//VB|INF|AKT//csubj//9 närmare//AB|KOM//advmod//11 på//PP//case//14 orden//NN|NEU|PLU|DEF|NOM//obl//11 för//PP//case//16 kunskap//NN|UTR|SIN|IND|NOM//nmod//14 ,//MID//punct//20 för//PP//mark//20 att//IE//mark//20 ringa//VB|INF|AKT//advcl//9 in//PL//compound:prt//20 kunskapsbegreppet//NN|NEU|SIN|DEF|NOM//obj//20 .//MAD//punct//20
Orden för kunskap;Genom//PP//case//25 detta//PN|NEU|SIN|DEF|SUB/OBJ//obl//29 kan//VB|PRS|AKT//aux//29 vi//PN|UTR|PLU|DEF|SUB//nsubj//29 kanske//AB//advmod//29 se//VB|INF|AKT//csubj//9 att//SN//mark//32 kunskap//NN|UTR|SIN|IND|NOM//nsubj:pass//32 präglas//VB|PRS|SFO//ccomp//29 både//KN//advmod//37 av//PP//case//37 en//DT|UTR|SIN|IND//det//37 viss//JJ|POS|UTR|SIN|IND|NOM//amod//37 mångsidighet//NN|UTR|SIN|IND|NOM//obl//32 (//PAD//punct//9 det//DT|NEU|SIN|DEF//expl//40 ﬁnns//VB|PRS|SFO//appos//9 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//42 slags//NN|NEU|PLU|IND|GEN//nmod:poss//43 kunskaper//NN|UTR|PLU|IND|NOM//nsubj//40 )//PAD//punct//40 och//KN//cc//48 av//PP//case//48 tillräcklig//JJ|POS|UTR|SIN|IND|NOM//amod//48 stringens//NN|UTR|SIN|DEF|GEN//advcl//53 (//PAD//punct//48 kunskap//NN|UTR|SIN|IND|NOM//appos//48 är//VB|PRS|AKT//cop//48 inte//AB//advmod//53 vad//HP|NEU|SIN|IND//parataxis//9 som//KN//fixed//53 helst//AB|SUV//advmod//53 )//PAD//punct//53 .//MAD//punct//9
Orden för kunskap;Varje//DT|UTR/NEU|SIN|IND//det//59 kunskapsområde//NN|NEU|SIN|IND|NOM//nsubj//62 är//VB|PRS|AKT//cop//62 dessutom//AB//advmod//62 sammansatt//PC|PRF|UTR|SIN|IND|NOM//parataxis//9 och//KN//cc//64 har//VB|PRS|AKT//conj//62 många//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//advmod//66 ﬂera//NN|NEU|PLU|IND|NOM//amod//69 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//68 slags//NN|NEU|PLU|IND|GEN//nmod:poss//69 utövare//NN|UTR|PLU|IND|NOM//obj//64 (//PAD//punct//62 vetenskapen//NN|UTR|SIN|DEF|NOM//nsubj//72 har//VB|PRS|AKT//parataxis//62 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//74 specialister//NN|UTR|PLU|IND|NOM//obj//72 ,//MID//punct//78 sin//PS|UTR|SIN|DEF//nmod:poss//78 intresserade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//78 allmänhet//NN|UTR|SIN|IND|NOM//conj//74 och//KN//cc//81 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//81 avnämare//NN|UTR|PLU|IND|NOM//conj//74 ,//MID//punct//84 konsten//NN|UTR|SIN|DEF|NOM//nsubj//84 har//VB|PRS|AKT//conj//62 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//86 utövare//NN|UTR|PLU|IND|NOM//obj//84 ,//MID//punct//89 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//89 kritiker//NN|UTR|PLU|IND|NOM//conj//86 och//KN//cc//92 sin//PS|UTR|SIN|DEF//nmod:poss//92 publik//NN|UTR|SIN|IND|NOM//conj//86 osv.//AB|AN//conj//62 )//PAD//punct//62 .//MAD//punct//9
Orden för kunskap;Vi//PN|UTR|PLU|DEF|SUB//nsubj//1 säger//VB|PRS|AKT//ROOT//1 ”//PAD//punct//3 kunskap//NN|UTR|SIN|IND|NOM//obj//1 ”//PAD//punct//3 på//PP//case//6 svenska//NN|UTR|SIN|IND|NOM//nmod//3 .//MAD//punct//1
Orden för kunskap;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//12 har//VB|PRS|AKT//aux//12 med//PP//case//11 ”//PM|NOM//obl//12 kunna//VB|INF|AKT//parataxis//1 ”//PM|NOM//punct//12 att//IE//mark//15 göra//VB|INF|AKT//xcomp//12 .//MAD//punct//12
Orden för kunskap;Kunskap//NN|UTR|SIN|IND|NOM//nsubj//19 är//VB|PRS|AKT//cop//19 kunnande//NN|NEU|SIN|IND|NOM//parataxis//12 .//MAD//punct//19
Orden för kunskap;På//PP//case//22 danska//NN|UTR|SIN|IND|NOM//obl//23 säger//VB|PRS|AKT//parataxis//19 man//PN|UTR|SIN|IND|SUB//nsubj//23 ”//PAD//punct//26 kendskab//NN|UTR|SIN|IND|NOM//xcomp//23 ”//RG|NOM//punct//23 ,//MID//punct//32 på//PP//case//32 tyska//NN|UTR|SIN|IND|NOM//amod//32 ”//PM|NOM//punct//32 Erkenntnis//PM|NOM//conj//23 ”//PM|NOM//punct//32 ,//MID//punct//38 på//PP//case//38 engelska//NN|UTR|SIN|IND|NOM//amod//38 ”//PM|NOM//punct//38 knowledge//NN|UTR|SIN|IND|NOM//conj//23 ”//PAD//punct//38 –//NN|AN//punct//42 samtliga//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//42 härstammande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//nsubj//50 från//PP//case//44 det//PN|NEU|SIN|DEF|SUB/OBJ//nmod//42 som//HP|-|-|-//nsubj//48 på//PP//case//48 svenska//NN|UTR|SIN|IND|NOM//amod//48 heter//VB|PRS|AKT//acl:relcl//42 ”//PAD//punct//42 känna//VB|INF|AKT//advcl//23 ”//PM|NOM//punct//50 .//MAD//punct//23
Orden för kunskap;Men//KN//cc//55 ”//PM|NOM//nsubj//55 kunna//VB|INF|AKT//conj//23 ”//PM|NOM//punct//55 och//KN//cc//59 ”//PM|NOM//punct//59 känna//VB|INF|AKT//conj//55 ”//PM|NOM//punct//59 ,//MID//punct//64 dessa//DT|UTR/NEU|PLU|DEF//det//64 båda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//det//64 basord//NN|NEU|PLU|DEF|NOM//nsubj//72 för//PP//case//66 liv//NN|NEU|SIN|IND|NOM//nmod//64 och//KN//cc//68 levande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//66 ,//MID//punct//64 är//VB|PRS|AKT//cop//72 nära//AB|POS//advmod//72 släkt//NN|UTR|SIN|IND|NOM//xcomp//55 i//PP//case//75 germanska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//75 språk//NN|NEU|PLU|IND|NOM//nmod//72 .//MAD//punct//55
Orden för kunskap;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//78 märks//VB|PRS|SFO//parataxis//55 också//AB//advmod//78 på//PP//case//81 svenska//NN|UTR|SIN|IND|NOM//obl//78 .//MAD//punct//78 ”//PAD//punct//85
Orden för kunskap;Jag//PN|UTR|SIN|DEF|SUB//nsubj//85 känner//VB|PRS|AKT//conj//55 till//PL//compound:prt//85 hur//HA//advmod//89 man//PN|UTR|SIN|IND|SUB//nsubj//89 gör//VB|PRS|AKT//ccomp//85 ”//PM|NOM//punct//85 ,//MID//punct//92 säger//VB|PRS|AKT//parataxis//85 man//PN|UTR|SIN|IND|SUB//nsubj//92 och//KN//cc//95 avslöjar//VB|PRS|AKT//conj//92 därmed//AB//advmod//95 sin//PS|UTR|SIN|DEF//nmod:poss//98 kunskap//NN|UTR|SIN|IND|NOM//obj//95 på//PP//case//100 området//NN|NEU|SIN|DEF|NOM//nmod//98 .//MAD//punct//85
