Fiskevård i enskilt vatten;–//RG|NOM//punct//2 en//DT|UTR|SIN|IND//det//2 översyn//NN|UTR|SIN|IND|NOM//ROOT//2 av//PP//case//4 lagen//NN|UTR|SIN|DEF|NOM//nmod//2 om//PP//case//6 fiskevårdsområden//NN|NEU|PLU|IND|NOM//nmod//4
Till statsrådet och chefen för Jordbruksdepartementet;En//DT|UTR|SIN|IND//det//2 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//2 del//NN|UTR|SIN|IND|NOM//nsubj//9 av//PP//case//5 utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//5 uppdrag//NN|NEU|SIN|IND|NOM//nmod//2 har//VB|PRS|AKT//aux//9 varit//VB|SUP|AKT//cop//9 att//IE//mark//9 göra//VB|INF|AKT//ROOT//9 en//DT|UTR|SIN|IND//det//11 översyn//NN|UTR|SIN|IND|NOM//obj//9 av//PP//case//13 lagen//NN|UTR|SIN|DEF|NOM//nmod//11 (//PAD//punct//15 1981:533//RG|NOM//conj//13 )//PAD//punct//15 om//PP//case//18 fiskevårdsområden//NN|NEU|PLU|IND|NOM//obl//9 och//KN//cc//21 de//DT|UTR/NEU|PLU|DEF//det//21 bestämmelser//NN|UTR|PLU|IND|NOM//conj//18 i//PP//case//23 lagen//NN|UTR|SIN|DEF|NOM//nmod//21 (//PAD//punct//25 1957:390//RG|NOM//conj//18 )//PAD//punct//25 om//PP//case//28 fiskearrenden//NN|UTR|SIN|DEF|NOM//conj//18 och//KN//cc//31 i//PP//case//31 förordningen//NN|UTR|SIN|DEF|NOM//conj//28 (//PAD//punct//33 1998:1343//RG|NOM//conj//28 )//PAD//punct//33 om//PP//case//36 stöd//NN|NEU|SIN|IND|NOM//conj//28 till//PP//case//38 fiskevården//NN|UTR|SIN|DEF|NOM//nmod//36 som//HP|-|-|-//nsubj//40 rör//VB|PRS|AKT//acl:relcl//38 fiskevårdsområden//NN|NEU|PLU|IND|NOM//obj//40 .//MAD//punct//9
Till statsrådet och chefen för Jordbruksdepartementet;Redan//AB//advmod//1 nu//AB//advmod//2 överlämnar//VB|PRS|AKT//ROOT//2 utredningen//NN|UTR|SIN|DEF|NOM//nsubj//2 ett//DT|NEU|SIN|IND//det//5 delbetänkande//NN|NEU|SIN|IND|NOM//obj//2 med//PP//case//7 förslag//NN|NEU|PLU|IND|NOM//nmod//5 till//PP//case//9 ändringar//NN|UTR|PLU|IND|NOM//nmod//7 i//PP//case//11 lagen//NN|UTR|SIN|DEF|NOM//nmod//9 om//PP//case//13 fiskevårdsområden//NN|NEU|PLU|IND|NOM//nmod//11 m.m.//AB|AN//conj//13
Till statsrådet och chefen för Jordbruksdepartementet;Stockholm//PM|NOM//ROOT//0 i//PP//case//2 juni//NN|UTR|SIN|IND|NOM//obl//0 2009//RG|NOM//nummod//2
Till statsrådet och chefen för Jordbruksdepartementet;Mats//PM|NOM//ROOT//0 Denninger//PM|NOM//flat//0 /Nina//RG|NOM//case//3 Nordengren//PM|NOM//conj//0
Till statsrådet och chefen för Jordbruksdepartementet;Maria//PM|NOM//ROOT//0 Broberg//PM|NOM//flat:name//0
Till statsrådet och chefen för Jordbruksdepartementet;Marie//PM|NOM//nmod//3 Wettersten//PM|NOM//flat//0 2.4//RG|NOM//nmod//3 Statistik//NN|UTR|SIN|IND|NOM//ROOT//3 över//PP//case//6 befintliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//6 fiskevårdsområden//NN|NEU|PLU|IND|NOM//nmod//3 och//KN//cc//10 dess//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//9 2.5//RG|NOM//nummod//10 Utvärdering//NN|UTR|SIN|IND|NOM//conj//3 av//PP//case//18 det//DT|NEU|SIN|DEF//det//14 fria//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//14 handredskapsfisket//NN|NEU|SIN|DEF|NOM//nmod//15 2.6//RG|NOM//nummod//17 Länsstyrelsernas//NN|UTR|PLU|DEF|GEN//nmod:poss//17 rapport//NN|UTR|SIN|IND|NOM//nmod//18 Situationen//NN|UTR|SIN|DEF|NOM//nmod//10 och//KN//cc//20 utvecklingen//NN|UTR|SIN|DEF|NOM//conj//18 av//PP//case//22 bildandet//NN|NEU|SIN|DEF|NOM//nmod//20 av//PP//punct//10 fiskevårds2.7//PAD//amod//25 Jämförelse//NN|UTR|SIN|IND|NOM//nmod//10 mellan//PP//case//27 lagen//NN|UTR|SIN|DEF|NOM//nmod//25 om//PP//case//29 viltvårdsområden//NN|NEU|PLU|IND|NOM//nmod//27 och//KN//cc//32 6.3//RG|NOM//nmod//32 Konsekvenser//NN|UTR|PLU|IND|NOM//conj//29 för//PP//case//34 brottsligheten//NN|UTR|SIN|DEF|NOM//nmod//32 och//KN//punct//3


1 Förslag till lag om ändring i lagen (1981:533) om fiskevårdsområden Härigenom föreskrivs i fråga om lagen (1981:533) om fiskevårdsområden;"dels//KN//advmod//16  //_SP////0 att//SN//mark//16 nuvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//4 1//RG|NOM//nsubj//16 ,//MID//punct//4 2//RG|NOM//nummod//4 ,//MID//punct//6 28//RG|NOM//conj//4 ,//MID//punct//8 29//RG|NOM//conj//4 och//KN//cc//4 30//RG|NOM//nummod//13 §//NN|AN//nmod//14 §//NN|AN//nmod//4 ska//VB|PRS|AKT//aux//16 ha//VB|INF|AKT//ROOT//16 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//18 lydelse//NN|UTR|SIN|IND|NOM//obj//16 ,//MID//punct//16 dels//KN//advmod//78  //_SP////20 att//SN//mark//78 nuvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//24 3//RG|NOM//nsubj:pass//78 ,//MID//punct//24 4//RG|NOM//nummod//24 ,//MID//punct//24 6//RG|NOM//nummod//24 ,//MID//punct//24 7//RG|NOM//nummod//24 ,//MID//punct//24 8//RG|NOM//nummod//24 ,//MID//punct//32 9//RG|NOM//nummod//24 ,//MID//punct//24 10//RG|NOM//nummod//24 ,//MID//punct//24 11//RG|NOM//nummod//24 ,//MID//punct//38 12//RG|NOM//nummod//24 ,//MID//punct//24 13//RG|NOM//nummod//24 ,//MID//punct//24 14//RG|NOM//nummod//24 ,//MID//punct//44 15//RG|NOM//nummod//24 ,//MID//punct//24 16//RG|NOM//nummod//24 ,//MID//punct//24 17//RG|NOM//nummod//24 ,//MID//punct//24 18//RG|NOM//nummod//24 ,//MID//punct//24 19//RG|NOM//nummod//24 ,//MID//punct//24 20//RG|NOM//nummod//24 ,//MID//punct//24 21//RG|NOM//nummod//24 ,//MID//punct//24 22//RG|NOM//nummod//24 ,//MID//punct//60 23//RG|NOM//nummod//24 ,//MID//punct//62 24//RG|NOM//nummod//24 ,//MID//punct//24 25//RG|NOM//nummod//24 ,//MID//punct//24 26//RG|NOM//nummod//24 ,//MID//punct//68 27//RG|NOM//nummod//24 ,//MID//punct//24 31//RG|NOM//nummod//24 ,//MID//punct//24 32//RG|NOM//nummod//75 §//NN|AN//nmod//76 §//NN|AN//nmod//24 ska//VB|PRS|AKT//aux//78 betecknas//VB|INF|SFO//conj//16 4//RG|NOM//nummod//78 ,//MID//punct//79 3//RG|NOM//nummod//79 ,//MID//punct//81 7//RG|NOM//conj//79 ,//MID//punct//83 6//RG|NOM//conj//79 ,//MID//punct//85 22//RG|NOM//conj//79 ,//MID//punct//87 23//RG|NOM//conj//79 ,//MID//punct//89 8//RG|NOM//nummod//89 ,//MID//punct//91 9//RG|NOM//nummod//91 ,//MID//punct//89 10//RG|NOM//conj//79 ,//MID//punct//95 11//RG|NOM//conj//79 ,//MID//punct//97 12//RG|NOM//nummod//97 ,//MID//punct//97 13//RG|NOM//nummod//97 ,//MID//punct//79 14//RG|NOM//nummod//79 ,//MID//punct//103 15//RG|NOM//nummod//103 ,//MID//punct//105 16//RG|NOM//conj//79 ,//MID//punct//107 17//RG|NOM//conj//79 ,//MID//punct//111 18//RG|NOM//conj//79 ,//MID//punct//78 19//RG|NOM//nummod//78 ,//MID//punct//113 20//RG|NOM//nummod//113 ,//MID//punct//117 20//RG|NOM//conj//113 ,//MID//punct//119 27//RG|NOM//conj//78 ,//MID//punct//121 24//RG|NOM//conj//78 ,//MID//punct//121 25//RG|NOM//nummod//121 ,//MID//punct//125 26//RG|NOM//conj//78 ,//MID//punct//125 39//RG|NOM//nummod//131 respektive//AB//case//131 40//RG|NOM//nummod//130 §//NN|AN//nmod//131 §//NN|AN//obl//78 samt//KN//cc//136 att//SN//mark//136 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//136 ska//VB|PRS|AKT//aux//136 ha//VB|INF|AKT//conj//78 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//138 lydelse//NN|UTR|SIN|IND|NOM//obj//136 ,//MID//punct//186 dels//KN//advmod//186  //_SP////140 att//SN//mark//186 ,//MID//punct//142 rubriken//NN|UTR|SIN|DEF|NOM//nsubj//156 närmast//AB|SUV//advmod//148 före//PP//case//148 6//RG|NOM//nummod//148 §//NN|AN//nmod//144 ,//MID//punct//144 rubriken//NN|UTR|SIN|DEF|NOM//nmod//144 närmast//AB|SUV//advmod//154 före//PP//case//154 8//RG|NOM//nummod//154 §//NN|AN//nmod//150 ,//MID//punct//150 rubriken//NN|UTR|SIN|DEF|NOM//nsubj//168 närmast//AB|SUV//case//160 före//PP//advmod//159 16//RG|NOM//nummod//160 §//NN|AN//nmod//156 ,//MID//punct//156 rubriken//NN|UTR|SIN|DEF|NOM//nmod//156 närmast//AB|SUV//case//166 före//PP//advmod//165 18//RG|NOM//nummod//166 §//NN|AN//nmod//162 ,//MID//punct//156 rubriken//NN|UTR|SIN|DEF|NOM//nsubj//174 närmast//AB|SUV//case//172 före//PP//advmod//171 21//RG|NOM//nummod//172 §//NN|AN//nmod//168 ,//MID//punct//168 rubriken//NN|UTR|SIN|DEF|NOM//nsubj//186 närmast//AB|SUV//case//178 före//PP//advmod//177 24//RG|NOM//nummod//178 §//NN|AN//nmod//174 och//KN//cc//180 rubriken//NN|UTR|SIN|DEF|NOM//conj//178 närmast//AB|SUV//case//184 före//PP//advmod//183 30//RG|NOM//nummod//184 §//NN|AN//nmod//180 ska//VB|PRS|AKT//aux//186 ha//VB|INF|AKT//advcl//136 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//188 lydelse//NN|UTR|SIN|IND|NOM//obj//186 ,//MID//punct//186 dels//KN//advmod//197  //_SP////190 att//SN//mark//197 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//197 i//PP//case//195 lagen//NN|UTR|SIN|DEF|NOM//obl//197 ska//VB|PRS|AKT//aux//197 införas//VB|INF|SFO//conj//16 nio//RG|NOM//nummod//200 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//200 paragrafer//NN|UTR|PLU|IND|NOM//nsubj:pass//197 ;//MID//punct//200"
1 Förslag till lag om ändring i lagen (1981:533) om fiskevårdsområden Härigenom föreskrivs i fråga om lagen (1981:533) om fiskevårdsområden;21//RG|NOM//obl//197 ,//MID//punct//204 31–38//RG|NOM//conj//202 samt//KN//cc//208 en//DT|UTR|SIN|IND//det//208 ny//JJ|POS|UTR|SIN|IND|NOM//amod//208 rubrik//NN|UTR|SIN|IND|NOM//conj//202 närmast//AB|SUV//advmod//212 före//PP//case//212 39//RG|NOM//nummod//212 §//NN|AN//nmod//208 ,//MID//punct//212 av//PP//case//216 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//216 lydelse//NN|UTR|SIN|IND|NOM//nmod//212 .//MAD//punct//16
1 Förslag till lag om ändring i lagen (1981:533) om fiskevårdsområden Härigenom föreskrivs i fråga om lagen (1981:533) om fiskevårdsområden;1//RG|NOM//nummod//219 §//NN|AN//obl//16
1 Förslag till lag om ändring i lagen (1981:533) om fiskevårdsområden Härigenom föreskrivs i fråga om lagen (1981:533) om fiskevårdsområden;I//PP//mark//3 syfte//NN|NEU|SIN|IND|NOM//fixed//0 att//IE//mark//3 samordna//VB|INF|AKT//advcl//26 fiskets//NN|NEU|SIN|DEF|GEN//nmod:poss//5 bedrivande//NN|NEU|SIN|IND|NOM//obj//3 och//KN//cc//7 fiskevården//NN|UTR|SIN|DEF|NOM//conj//5 och//KN//cc//9 främja//VB|INF|AKT//conj//3 fiskerättsinnehavarnas//NN|UTR|PLU|DEF|GEN//nmod:poss//12 gemensamma//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//12 intressen//NN|NEU|PLU|IND|NOM//obj//9 kan//VB|PRS|AKT//aux//26 enligt//PP//case//17 denna//DT|UTR|SIN|DEF//det//16 lag//NN|UTR|SIN|IND|NOM//nmod//17 fiske//NN|NEU|SIN|IND|NOM//obl//26 som//HP|-|-|-//nsubj//19 tillhör//VB|PRS|AKT//acl:relcl//17 eller//KN//cc//21 utgör//VB|PRS|AKT//conj//19 två//RG|NOM//nummod//25 eller//KN//cc//24 flera//JJ|POS|UTR/NEU|PLU|IND|NOM//conj//22 fastigheter//NN|UTR|PLU|IND|NOM//nsubj:pass//26 sammanföras//VB|INF|SFO//ROOT//26 till//PP//case//30 ett//RG|NEU|SIN|IND|NOM//det//30 fiskevårds1//NN|NEU|SIN|IND|NOM//amod//30 §//NN|AN//obl//26
1 Förslag till lag om ändring i lagen (1981:533) om fiskevårdsområden Härigenom föreskrivs i fråga om lagen (1981:533) om fiskevårdsområden;Enligt//PP//case//2 denna//DT|UTR|SIN|DEF//det//2 lag//NN|UTR|SIN|IND|NOM//obl//13 kan//VB|PRS|AKT//aux//13 fiske//NN|NEU|SIN|IND|NOM//nsubj:pass//13 som//HP|-|-|-//nsubj//6 tillhör//VB|PRS|AKT//acl:relcl//4 eller//KN//cc//8 utgör//VB|PRS|AKT//conj//4 två//RG|NOM//nummod//12 eller//KN//cc//11 flera//JJ|POS|UTR/NEU|PLU|IND|NOM//conj//9 fastigheter//NN|UTR|PLU|IND|NOM//obj//8 sammanföras//VB|INF|SFO//ROOT//13 till//PP//case//16 ett//DT|NEU|SIN|IND//det//16 fiskevårdsområde//NN|NEU|SIN|IND|NOM//obl//13 i//PP//case//18 syfte//NN|NEU|SIN|IND|NOM//nmod//16 att//IE//mark//20 främja//VB|INF|AKT//acl//16 fiskevården//NN|UTR|SIN|DEF|NOM//obj//20 genom//PP//case//24 en//DT|UTR|SIN|IND//det//24 samordning//NN|UTR|SIN|IND|NOM//obl//20 av//PP//case//27 fiskets//NN|NEU|SIN|DEF|GEN//nmod:poss//27 bedrivande//NN|NEU|SIN|IND|NOM//nmod//24 och//KN//cc//29 åtgärder//NN|UTR|PLU|IND|NOM//conj//27 till//PP//case//31 skydd//NN|NEU|SIN|IND|NOM//nmod//24 och//KN//cc//33 stöd//NN|NEU|SIN|IND|NOM//conj//31 område//NN|NEU|SIN|IND|NOM//nmod//24 och//KN//cc//36 fiskerättsinnehavare//NN|UTR|PLU|IND|NOM//conj//34 inom//PP//case//38 detta//PN|NEU|SIN|DEF|SUB/OBJ//nmod//36 bilda//VB|INF|AKT//conj//13 en//DT|UTR|SIN|IND//det//41 fiskevårdsområdesförening//NN|UTR|SIN|IND|NOM//obj//39 .//MAD//punct//13
1 Förslag till lag om ändring i lagen (1981:533) om fiskevårdsområden Härigenom föreskrivs i fråga om lagen (1981:533) om fiskevårdsområden;Föreningens//NN|UTR|SIN|DEF|GEN//nmod:poss//44 verksamhet//NN|UTR|SIN|IND|NOM//nsubj//47 får//VB|PRS|AKT//aux//47 inte//AB//advmod//47 omfatta//VB|INF|AKT//parataxis//13 fiske//NN|NEU|SIN|IND|NOM//obj//47 som//HP|-|-|-//nsubj:pass//56 enligt//PP//case//51 fiskelagen//NN|UTR|SIN|DEF|NOM//obl//56 (//PAD//punct//51 1993:787//RG|NOM//conj//51 )//PAD//punct//51 får//VB|PRS|AKT//aux//56 bedrivas//VB|INF|SFO//acl:relcl//48 i//PP//case//59 enskilt//JJ|POS|NEU|SIN|IND|NOM//amod//59 vatten//NN|NEU|SIN|IND|NOM//obl//56 utan//PP//case//61 stöd//NN|NEU|SIN|IND|NOM//obl//56 av//PP//case//64 enskild//JJ|POS|UTR|SIN|IND|NOM//amod//64 fiskerätt//NN|UTR|SIN|IND|NOM//nmod//61 .//MAD//punct//13
1 Förslag till lag om ändring i lagen (1981:533) om fiskevårdsområden Härigenom föreskrivs i fråga om lagen (1981:533) om fiskevårdsområden;Om//SN//mark//2 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//2 finns//VB|PRS|SFO//advcl//6 särskilda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//4 skäl//NN|NEU|PLU|IND|NOM//nsubj//2 ,//MID//punct//6 får//VB|PRS|AKT//aux//9 ett//DT|NEU|SIN|IND//det//8 fiskevårdsområde//NN|NEU|SIN|IND|NOM//nsubj:pass//9 bildas//VB|PRS|SFO//ROOT//9 av//PP//case//11 fiske//NN|NEU|SIN|IND|NOM//obl:agent//9 som//HP|-|-|-//nsubj//13 tillhör//VB|PRS|AKT//acl:relcl//11 endast//AB//advmod//13 en//DT|UTR|SIN|IND//det//16 fastighet//NN|UTR|SIN|IND|NOM//obj//13 ,//MID//punct//11 om//SN//mark//20 fastigheten//NN|UTR|SIN|DEF|NOM//nsubj//20 har//VB|PRS|AKT//advcl//27 flera//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//22 ägare//NN|UTR|PLU|IND|NOM//obj//20 .//MAD//punct//20
1 Förslag till lag om ändring i lagen (1981:533) om fiskevårdsområden Härigenom föreskrivs i fråga om lagen (1981:533) om fiskevårdsområden;Vad//HP|NEU|SIN|IND//nsubj:pass//26 nu//AB//advmod//26 sagts//VB|SUP|SFO//advcl//20 gäller//VB|PRS|AKT//conj//9 också//AB//advmod//27 fiske//NN|NEU|SIN|IND|NOM//obj//27 som//HP|-|-|-//nsubj//31 utgör//VB|PRS|AKT//acl:relcl//29 en//DT|UTR|SIN|IND//det//33 fastighet//NN|UTR|SIN|IND|NOM//obj//31 .//MAD//punct//27
1 Förslag till lag om ändring i lagen (1981:533) om fiskevårdsområden Härigenom föreskrivs i fråga om lagen (1981:533) om fiskevårdsområden;för//PP//case//36 fisk//NN|UTR|SIN|IND|NOM//obl//27 och//KN//cc//38 vattenlevande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//36 blöt-//NN|UTR|-|-|SMS//conj//36 och//KN//cc//41 kräftdjur//NN|NEU|PLU|IND|NOM//conj//39 .//MAD//punct//9
