Utredningsuppdraget;Utredningsförslaget//NN|NEU|SIN|DEF|NOM//nsubj//1 syftar//VB|PRS|AKT//ROOT//1 till//PP//case//4 en//DT|UTR|SIN|IND//det//4 reformering//NN|UTR|SIN|IND|NOM//obl//1 av//PP//case//6 sotningsväsendet//NN|NEU|SIN|DEF|NOM//nmod//4 som//HP|-|-|-//nsubj//10 bl.a.//AB|AN//advmod//10 skall//VB|PRS|AKT//aux//10 leda//VB|INF|AKT//acl:relcl//6 till//PP//case//13 ökad//PC|PRF|UTR|SIN|IND|NOM//amod//13 valfrihet//NN|UTR|SIN|IND|NOM//obl//10 och//KN//cc//15 flexibilitet//NN|UTR|SIN|IND|NOM//conj//13 och//KN//cc//19 ett//DT|NEU|SIN|IND//det//19 ökat//PC|PRF|NEU|SIN|IND|NOM//amod//19 ansvar//NN|NEU|SIN|IND|NOM//conj//13 för//PP//case//21 ägare//NN|UTR|PLU|IND|NOM//nmod//19 och//KN//cc//23 innehavare//NN|UTR|PLU|IND|NOM//conj//21 av//PP//case//25 byggnader//NN|UTR|PLU|IND|NOM//nmod//23 eller//KN//cc//28 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//28 anläggningar//NN|UTR|PLU|IND|NOM//conj//25 när//HA//case//32 det//PN|NEU|SIN|DEF|SUB/OBJ//fixed//29 gäller//VB|PRS|AKT//fixed//29 sotningsverksamheten//NN|UTR|SIN|DEF|NOM//nmod//19 .//MAD//punct//1

För och nackdelar med genomförandeansvar för rengöring och brandskyddskontroll för kommunen respektive den enskilde;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//1 konstaterar//VB|PRS|AKT//ROOT//1 att//SN//mark//5 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//5 är//VB|PRS|AKT//cop//5 förenat//PC|PRF|NEU|SIN|IND|NOM//ccomp//1 med//PP//case//8 uppenbara//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//8 fördelar//NN|UTR|PLU|IND|NOM//obl//5 om//PP//mark//13 det//DT|NEU|SIN|DEF//det//12 kommunala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//12 sotningsmonopolet//NN|NEU|SIN|DEF|NOM//nsubj//13 upphävs//VB|PRS|SFO//advcl//5 och//KN//cc//16 om//PP//case//16 ansvaret//NN|NEU|SIN|DEF|NOM//conj//13 för//PP//mark//25 att//SN//mark//25 rengöring//NN|UTR|SIN|IND|NOM//nsubj:pass//25 och//KN//cc//21 brandskyddskontroll//NN|UTR|SIN|IND|NOM//conj//19 (//PAD//punct//23 brandskyddsbesiktning//NN|UTR|SIN|IND|NOM//appos//19 )//PAD//punct//23 vidtas//VB|PRS|SFO//acl//16 kan//VB|PRS|AKT//aux//27 föras//VB|INF|SFO//xcomp//25 över//PL//compound:prt//27 på//PP//case//31 den//DT|UTR|SIN|DEF//det//31 enskilde//JJ|POS|MAS|SIN|DEF|NOM//obl//27 .//MAD//punct//1
För och nackdelar med genomförandeansvar för rengöring och brandskyddskontroll för kommunen respektive den enskilde;Härigenom//AB//advmod//40 skulle//VB|PRT|AKT//aux//40 den//DT|UTR|SIN|DEF//det//37 enskildes//JJ|POS|MAS|SIN|DEF|GEN//amod//37 ansvar//NN|NEU|SIN|IND|NOM//nsubj:pass//40 för//PP//case//39 brandsäkerheten//NN|UTR|SIN|DEF|NOM//nmod//37 stärkas//VB|PRS|SFO//parataxis//1 och//KN//cc//44 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//44 skulle//VB|PRT|AKT//aux//44 skapas//VB|INF|SFO//conj//40 en//DT|UTR|SIN|IND//det//46 medvetenhet//NN|UTR|SIN|IND|NOM//obj//44 hos//PP//case//48 denne//PN|MAS|SIN|DEF|SUB/OBJ//nmod//46 om//PP//case//52 den//DT|UTR|SIN|DEF//det//52 egna//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//52 skyldigheten//NN|UTR|SIN|DEF|NOM//obl//44 att//IE//mark//54 förebygga//VB|INF|AKT//acl//52 brand//NN|UTR|SIN|IND|NOM//obj//54 och//KN//cc//57 skador//NN|UTR|PLU|IND|NOM//conj//55 till//PP//case//61 följd//NN|UTR|SIN|IND|NOM//fixed//58 av//PP//fixed//58 brand//NN|UTR|SIN|IND|NOM//obl//54 ,//MID//punct//52 vilket//HP|NEU|SIN|IND//nsubj//65 är//VB|PRS|AKT//cop//65 ägnat//PC|PRF|NEU|SIN|IND|NOM//acl:relcl//52 att//IE//mark//67 höja//VB|INF|AKT//advcl//65 brandskyddet//NN|NEU|SIN|DEF|NOM//obj//67 .//MAD//punct//1
För och nackdelar med genomförandeansvar för rengöring och brandskyddskontroll för kommunen respektive den enskilde;Ett//DT|NEU|SIN|IND//det//1 genomförandeansvar//NN|NEU|SIN|IND|NOM//nsubj//13 för//PP//case//4 den//DT|UTR|SIN|DEF//det//4 enskilde//JJ|POS|MAS|SIN|DEF|NOM//nmod//1 för//PP//case//6 rengöring//NN|UTR|SIN|IND|NOM//nmod//4 och//KN//cc//8 brandskyddsbesiktning//NN|UTR|SIN|IND|NOM//conj//6 är//VB|PRS|AKT//cop//13 enligt//PP//case//11 Utredningen//NN|UTR|SIN|DEF|NOM//obl//13 en//DT|UTR|SIN|IND//det//13 förutsättning//NN|UTR|SIN|IND|NOM//ROOT//13 för//PP//mark//16 att//IE//mark//16 skapa//VB|INF|AKT//acl//13 en//DT|UTR|SIN|IND//det//19 ökad//PC|PRF|UTR|SIN|IND|NOM//amod//19 valfrihet//NN|UTR|SIN|IND|NOM//obj//16 och//KN//cc//21 flexibilitet//NN|UTR|SIN|IND|NOM//conj//19 för//PP//case//23 ägare//NN|UTR|PLU|IND|NOM//nmod//21 och//KN//cc//25 innehavare//NN|UTR|PLU|IND|NOM//conj//23 av//PP//case//27 byggnader//NN|UTR|PLU|IND|NOM//nmod//25 eller//KN//cc//30 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//30 anläggningshavare//NN|UTR|PLU|IND|NOM//conj//27 samt//KN//cc//34 för//PP//mark//34 att//IE//mark//34 möjliggöra//VB|INF|AKT//conj//16 en//DT|UTR|SIN|IND//det//37 ökad//PC|PRF|UTR|SIN|IND|NOM//amod//37 konkurrens//NN|UTR|SIN|IND|NOM//obj//34 när//HA//advmod//34 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//40 gäller//VB|PRS|AKT//fixed//38 sotningsväsendet//NN|NEU|SIN|DEF|NOM//obj//40 .//MAD//punct//13
För och nackdelar med genomförandeansvar för rengöring och brandskyddskontroll för kommunen respektive den enskilde;Eljest//AB//nsubj//52 är//VB|PRS|AKT//cop//52 enligt//PP//case//46 utredningen//NN|UTR|SIN|DEF|NOM//obl//52 dessa//DT|UTR/NEU|PLU|DEF//det//48 förutsättningar//NN|UTR|PLU|IND|NOM//nsubj//52 och//KN//cc//50 möjligheter//NN|UTR|PLU|IND|NOM//conj//48 starkt//AB|POS//advmod//52 begränsade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//conj//13 .//MAD//punct//52
För och nackdelar med genomförandeansvar för rengöring och brandskyddskontroll för kommunen respektive den enskilde;Om//SN//mark//8 de//DT|UTR/NEU|PLU|DEF//det//3 nuvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//3 inslagen//NN|NEU|PLU|DEF|NOM//nsubj//8 av//PP//case//5 myndighetsutövning//NN|UTR|SIN|IND|NOM//nmod//3 i//PP//case//7 sotningsverksamheten//NN|UTR|SIN|DEF|NOM//nmod//5 upphävs//VB|PRS|SFO//advcl//16 genom//PP//mark//13 att//SN//mark//13 den//DT|UTR|SIN|DEF//det//12 enskilde//JJ|POS|MAS|SIN|DEF|NOM//nsubj:pass//13 ges//VB|PRS|SFO//advcl//16 ett//DT|NEU|SIN|IND//det//15 genomförandeansvar//NN|NEU|SIN|IND|NOM//obj//13 öppnar//VB|PRS|AKT//ROOT//16 det//PN|NEU|SIN|DEF|SUB/OBJ//obj//16 enligt//PP//case//20 Utredningen//NN|UTR|SIN|DEF|NOM//nmod:poss//20 möjligheter//NN|UTR|PLU|IND|NOM//obl//16 att//IE//mark//22 kombinera//VB|INF|AKT//acl//20 rengörings-//NN|UTR|-|-|SMS//obj//22 och//KN//cc//25 besiktningstjänster//NN|UTR|PLU|IND|NOM//conj//23 med//PP//case//28 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//28 serviceuppgifter//NN|UTR|PLU|IND|NOM//nmod//25 ,//MID//punct//22 bl.a.//AB|AN//advmod//32 av//PP//case//32 brandskyddskaraktär//NN|UTR|SIN|IND|NOM//obl//22 ,//MID//punct//34 till//PP//advmod//39 gagn//NN|NEU|SIN|IND|NOM//fixed//34 för//PP//case//39 såväl//KN//advmod//39 den//DT|UTR|SIN|DEF//det//39 enskilde//JJ|POS|MAS|SIN|DEF|NOM//obj//22 som//HP|-|-|-//mark//42 för//PP//case//42 sotningsföretagen//NN|UTR|SIN|DEF|NOM//nmod//39 .//MAD//punct//16
För och nackdelar med genomförandeansvar för rengöring och brandskyddskontroll för kommunen respektive den enskilde;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//47 kan//VB|PRS|AKT//aux//47 också//AB//advmod//47 gagna//VB|INF|AKT//parataxis//16 en//DT|UTR|SIN|IND//det//49 helhetssyn//NN|UTR|SIN|IND|NOM//obj//47 på//PP//case//51 brandskyddet//NN|NEU|SIN|DEF|NOM//nmod//49 i//PP//case//55 och//KN//fixed//52 kring//PP//fixed//52 eldstäder//NN|UTR|PLU|IND|NOM//obl//47 och//KN//cc//59 därmed//AB//advmod//59 också//AB//advmod//59 höja//VB|INF|AKT//conj//47 brandskyddet//NN|NEU|SIN|DEF|NOM//obj//59 .//MAD//punct//16

Behovet av och formerna för utförandet av rengöring och brandskyddsbesiktning från brandsäkerhetssynpunkt;Rengöring//NN|UTR|SIN|IND|NOM//nsubj//8 av//PP//case//2 eldstäder//NN|UTR|PLU|IND|NOM//nmod//0 m.m.//AB|AN//conj//0 skall//VB|PRS|AKT//aux//8 enligt//PP//case//7 Utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//7 förslag//NN|NEU|SIN|IND|NOM//obl//8 ske//VB|INF|AKT//ROOT//8 behovsanpassat//PC|PRF|NEU|SIN|IND|NOM//obj//8 med//PP//case//15 hänsyn//NN|UTR|SIN|IND|NOM//fixed//10 till//PP//fixed//10 det//DT|NEU|SIN|DEF//det//15 faktiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//15 behov//NN|NEU|SIN|IND|NOM//obl//8 som//HP|-|-|-//nsubj//17 föreligger//VB|PRS|AKT//acl:relcl//15 med//PP//case//23 avseende//NN|NEU|SIN|IND|NOM//fixed//18 på//PP//fixed//18 den//DT|UTR|SIN|DEF//det//23 enskilda//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//23 anläggningen//NN|UTR|SIN|DEF|NOM//obl//17 ,//MID//punct//8 medan//SN//mark//28 brandskyddsbesiktningen//NN|UTR|SIN|DEF|NOM//nsubj:pass//28 skall//VB|PRS|AKT//aux//28 utföras//VB|INF|SFO//advcl//8 med//PP//case//31 föreskrivna//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//31 intervaller//NN|NEU|PLU|IND|NOM//obl//28 .//MAD//punct//8
Behovet av och formerna för utförandet av rengöring och brandskyddsbesiktning från brandsäkerhetssynpunkt;Möjligheter//NN|UTR|PLU|IND|NOM//nsubj//35 skall//VB|PRS|AKT//aux//35 finnas//VB|INF|SFO//parataxis//8 för//PP//case//39 en//DT|UTR|SIN|IND//det//39 enskild//JJ|POS|UTR|SIN|IND|NOM//amod//39 person//NN|UTR|SIN|IND|NOM//obl//35 att//IE//mark//42 själv//JJ|POS|UTR|SIN|IND|NOM//advmod//42 utföra//VB|INF|AKT//acl//39 rengöring//NN|UTR|SIN|IND|NOM//obj//42 av//PP//case//47 den//DT|UTR|SIN|DEF//det//47 egna//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//47 anläggningen//NN|UTR|SIN|DEF|NOM//nmod//43 s.k.//AB|AN//amod//49 egenrengöring//NN|UTR|SIN|IND|NOM//obj//42 .//MAD//punct//35
Behovet av och formerna för utförandet av rengöring och brandskyddsbesiktning från brandsäkerhetssynpunkt;Utredningsförslaget//NN|NEU|SIN|DEF|NOM//nsubj//1 innebär//VB|PRS|AKT//ROOT//1 att//SN//mark//18 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//18 som//HP|-|-|-//nsubj//5 utför//VB|PRS|AKT//acl:relcl//3 rengöring//NN|UTR|SIN|IND|NOM//obj//5 respektive//AB//cc//8 brandskyddsbesiktning//NN|UTR|SIN|IND|NOM//conj//6 av//PP//case//10 eldstäder//NN|UTR|PLU|IND|NOM//nmod//8 och//KN//cc//12 imkanaler//NN|NEU|PLU|IND|NOM//conj//6 i//PP//case//14 restauranger//NN|UTR|PLU|IND|NOM//nmod//12 och//KN//cc//16 storkök//NN|NEU|PLU|IND|NOM//conj//14 skall//VB|PRS|AKT//aux//18 ha//VB|INF|AKT//ccomp//1 erforderlig//JJ|POS|UTR|SIN|IND|NOM//amod//20 kompetens//NN|UTR|SIN|IND|NOM//obj//18 för//PP//case//23 dessa//DT|UTR/NEU|PLU|DEF//det//23 uppgifter//NN|UTR|PLU|IND|NOM//obl//18 .//MAD//punct//18
Behovet av och formerna för utförandet av rengöring och brandskyddsbesiktning från brandsäkerhetssynpunkt;Den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//31 som//HP|-|-|-//nsubj//27 utför//VB|PRS|AKT//acl:relcl//25 yrkesmässig//JJ|POS|UTR|SIN|IND|NOM//amod//29 rengöring//NN|UTR|SIN|IND|NOM//obj//27 skall//VB|PRS|AKT//aux//31 uppfylla//VB|INF|AKT//conj//18 myndighetsvisa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//34 allmänna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//34 råd//NN|NEU|PLU|IND|NOM//obj//31 om//PP//case//36 kompetens//NN|UTR|SIN|IND|NOM//obl//31 och//KN//cc//39 vara//VB|INF|AKT//aux:pass//39 certifierad//PC|PRF|UTR|SIN|IND|NOM//conj//36 av//PP//case//43 ett//DT|NEU|SIN|IND//det//43 ackrediterat//PC|PRF|NEU|SIN|IND|NOM//amod//43 organ//NN|NEU|SIN|IND|NOM//nmod//39 för//PP//case//45 uppgiften//NN|UTR|SIN|DEF|NOM//nmod//43 eller//KN//cc//47 ingå//VB|INF|AKT//conj//31 i//PP//case//53 ett//DT|NEU|SIN|IND//det//53 för//PP//case//51 uppgiften//NN|UTR|SIN|DEF|NOM//obl//52 ackrediterat//VB|SUP|AKT//amod//53 kontrollorgan//NN|NEU|SIN|IND|NOM//obl//47 .//MAD//punct//31
Behovet av och formerna för utförandet av rengöring och brandskyddsbesiktning från brandsäkerhetssynpunkt;Den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//60 som//HP|-|-|-//nsubj//57 utför//VB|PRS|AKT//acl:relcl//55 brandskyddsbesiktning//NN|UTR|SIN|IND|NOM//obj//57 skall//VB|PRS|AKT//aux//60 uppfylla//VB|INF|AKT//conj//31 författningsmässigt//AB|POS//advmod//62 föreskrivna//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//63 krav//NN|NEU|PLU|IND|NOM//obj//60 på//PP//case//65 kompetens//NN|UTR|SIN|IND|NOM//obl//60 och//KN//cc//68 vara//VB|INF|AKT//cop//68 certifierad//PC|PRF|UTR|SIN|IND|NOM//conj//65 för//PP//case//70 uppgiften//NN|UTR|SIN|DEF|NOM//obl//60 eller//KN//cc//72 ingå//VB|INF|AKT//conj//60 i//PP//case//78 ett//DT|NEU|SIN|IND//fixed//73 för//PP//case//76 uppgiften//NN|UTR|SIN|DEF|NOM//obl//77 ackrediterat//VB|SUP|AKT//amod//78 kontrollorgan//NN|NEU|SIN|IND|NOM//obl//72
Behovet av och formerna för utförandet av rengöring och brandskyddsbesiktning från brandsäkerhetssynpunkt;Det//DT|NEU|SIN|DEF//det//2 lagfästa//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//2 kravet//NN|NEU|SIN|DEF|NOM//nsubj//17 på//PP//case//4 rengöring//NN|UTR|SIN|IND|NOM//nmod//2 och//KN//cc//6 brandskyddsbesiktning//NN|UTR|SIN|IND|NOM//conj//4 av//PP//case//8 imkanaler//NN|NEU|PLU|IND|NOM//nmod//6 i//PP//case//10 bostadskök//NN|NEU|PLU|IND|NOM//nmod//6 och//KN//cc//13 liknande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//nsubj:pass//13 tas//VB|PRS|SFO//conj//2 bort//PL//compound:prt//13 .//MAD//punct//2
Behovet av och formerna för utförandet av rengöring och brandskyddsbesiktning från brandsäkerhetssynpunkt;Däremot//AB//advmod//17 kvarstår//VB|PRS|AKT//ROOT//17 kraven//NN|NEU|PLU|DEF|NOM//nsubj//17 på//PP//case//20 rengöring//NN|UTR|SIN|IND|NOM//nmod//18 och//KN//cc//22 besiktning//NN|UTR|SIN|IND|NOM//conj//20 av//PP//case//24 imkanaler//NN|NEU|PLU|IND|NOM//nmod//22 i//PP//case//26 restauranger//NN|UTR|PLU|IND|NOM//nmod//22 och//KN//cc//28 storkök//NN|NEU|PLU|IND|NOM//conj//26 .//MAD//punct//17

Den enskildes ansvar för att rengöring och brandskyddsbesiktning utförs;Ett//DT|NEU|SIN|IND//det//2 stärkt//PC|PRF|NEU|SIN|IND|NOM//amod//2 brandskydd//NN|NEU|SIN|IND|NOM//nsubj//3 utgår//VB|PRS|AKT//ROOT//3 enligt//PP//case//5 Utredningen//NN|UTR|SIN|DEF|NOM//obl//3 från//PP//case//9 ett//DT|NEU|SIN|IND//det//9 tydligt//JJ|POS|NEU|SIN|IND|NOM//amod//9 ansvar//NN|NEU|SIN|IND|NOM//nmod//5 för//PP//nmod//9 och//KN//cc//14 en//DT|UTR|SIN|IND//det//14 aktiv//JJ|POS|UTR|SIN|IND|NOM//amod//14 medverkan//NN|UTR|SIN|IND|NOM//conj//5 från//PP//case//16 den//PN|UTR|SIN|DEF|SUB/OBJ//nmod//14 som//HP|-|-|-//nsubj//18 har//VB|PRS|AKT//acl:relcl//16 ansvar//NN|NEU|SIN|IND|NOM//obj//18 för//PP//mark//22 att//IE//mark//22 hantera//VB|INF|AKT//advcl//18 en//DT|UTR|SIN|IND//det//24 brandrisk//NN|UTR|SIN|IND|NOM//obj//22 .//MAD//punct//3
