
Pågående förstudier Avslutade förstudier;-//MID//punct//4 Nej//IN//cc//4 till//PP//case//4 fortsatta//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//4 undersökningar//NN|UTR|PLU|IND|NOM//ROOT//4
8 Djupförvaret / 8.1 Ö versiktsstudier, förstudier och regionala studier;Resultatet//NN|NEU|SIN|DEF|NOM//nsubj//35 blev//VB|PRT|AKT//parataxis//3 att//SN//mark//38 förutsättningarna//NN|UTR|PLU|DEF|NOM//nsubj//38 bedömdes//VB|PRT|SFO//ccomp//35 särskilt//AB//advmod//40 goda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//xcomp//38 i//PP//case//42 Oskarshamn//PM|NOM//obl//38 ,//MID//punct//44 Nyköping//PM|NOM//conj//42 och//KN//cc//46 Ö//PM|NOM//conj//42 sthammar//NN|UTR|PLU|IND|NOM//obl//38 .//MAD//punct//35
8 Djupförvaret / 8.1 Ö versiktsstudier, förstudier och regionala studier;I//PP//case//4 alla//DT|UTR/NEU|PLU|IND/DEF//det//4 dessa//DT|UTR/NEU|PLU|DEF//det//4 tre//RG|NOM//nummod//4 kommuner//NN|UTR|PLU|IND|NOM//obl//7 har//VB|PRS|AKT//aux//7 SKB//PM|NOM//nsubj//7 fått//VB|SUP|AKT//ROOT//7 möjlighet//NN|UTR|SIN|IND|NOM//obj//7 att//IE//mark//10 bedriva//VB|INF|AKT//acl//8 förstudier//NN|NEU|PLU|IND|NOM//obj//10 .//MAD//punct//7
8 Djupförvaret / 8.1 Ö versiktsstudier, förstudier och regionala studier;I//PP//case//14 Nyköping//PM|NOM//obl//7 och//KN//cc//16 Ö//PM|NOM//conj//14 sthammar//NN|UTR|PLU|IND|NOM//conj//14 har//VB|PRS|AKT//aux//22 preliminära//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//20 slutrapporter//NN|UTR|PLU|IND|NOM//nsubj:pass//22 redan//AB//advmod//22 lagts//VB|SUP|SFO//conj//7 fram//PL//compound:prt//22 ,//MID//punct//32 medan//SN//mark//32 arbetet//NN|NEU|SIN|DEF|NOM//nsubj//32 med//PP//case//29 en//DT|UTR|SIN|IND//det//29 förstudie//NN|UTR|SIN|IND|NOM//nmod//26 i//PP//case//31 Oskarshamn//PM|NOM//nmod//29 befinner//VB|PRS|AKT//advcl//22 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//32 på//PP//case//37 ett//DT|NEU|SIN|IND//det//37 tidigare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//37 stadium//NN|NEU|SIN|IND|NOM//obl//32 .//MAD//punct//7
8 Djupförvaret / 8.1 Ö versiktsstudier, förstudier och regionala studier;Under//PP//case//2 år//NN|NEU|SIN|IND|NOM//nmod//2 1998//RG|NOM//obl//4 har//VB|PRS|AKT//aux//4 tillkommit//VB|SUP|AKT//ROOT//4 Tierps//PM|GEN//nsubj//4 kommun//NN|UTR|SIN|IND|NOM//obj//4 ,//MID//punct//9 som//HP|-|-|-//nsubj:pass//9 gränsar//VB|PRS|AKT//acl:relcl//6 till//PP//case//13 Ö//PM|NOM//nummod//12 sthammars//NN|UTR|PLU|IND|GEN//nmod:poss//13 kommun//NN|UTR|SIN|IND|NOM//obl//9 .//MAD//punct//4
8 Djupförvaret / 8.1 Ö versiktsstudier, förstudier och regionala studier;I//PP//case//2 avsnitt//NN|NEU|SIN|IND|NOM//nmod//2 12–17//RG|NOM//obl//3 lämnas//VB|PRS|SFO//ROOT//3 en//DT|UTR|SIN|IND//det//6 närmare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//6 beskrivning//NN|UTR|SIN|IND|NOM//nsubj:pass//3 av//PP//case//8 förstudiearbetet//NN|NEU|SIN|DEF|NOM//nmod//6 i//PP//case//13 de//DT|UTR/NEU|PLU|DEF//det//13 hittills//AB//advmod//12 berörda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//13 kommunerna//NN|UTR|PLU|DEF|NOM//nmod//8 .//MAD//punct//3
8 Djupförvaret / 8.1 Ö versiktsstudier, förstudier och regionala studier;Ytterligare//AB|KOM//advmod//1 några//DT|UTR/NEU|PLU|IND//det//2 kommuner//NN|UTR|PLU|IND|NOM//nsubj//19 (//PAD//punct//2 bl.a.//AB|AN//advmod//5 Arjeplog//PM|NOM//appos//2 ,//MID//punct//7 Gällivare//PM|NOM//conj//5 ,//MID//punct//9 Pajala//PM|NOM//conj//5 ,//MID//punct//11 Tranemo//PM|NOM//conj//5 ,//MID//punct//13 Varberg//PM|NOM//conj//5 och//KN//cc//15 Ö//PM|NOM//conj//5 verkalix//UO//conj//5 )//PAD//punct//2 har//VB|PRS|AKT//aux//19 övervägt//VB|SUP|AKT//ROOT//19 att//IE//mark//21 delta//VB|INF|AKT//xcomp//19 i//PP//case//23 förstudiearbetet//NN|NEU|SIN|DEF|NOM//obl//21 men//KN//cc//28 av//PP//case//27 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//27 skäl//NN|NEU|PLU|IND|NOM//obl//28 avstått//VB|SUP|AKT//conj//21 .//MAD//punct//19
8 Djupförvaret / 8.1 Ö versiktsstudier, förstudier och regionala studier;Man//PN|UTR|SIN|IND|SUB//nsubj//2 kan//VB|PRS|AKT//aux//2 konstatera//VB|INF|AKT//ROOT//2 att//SN//mark//17 regeringens//NN|UTR|SIN|DEF|GEN//nmod:poss//5 krav//NN|NEU|PLU|IND|NOM//nsubj//17 på//PP//mark//13 att//SN//mark//13 5–10//NN|NEU|SIN|DEF|NOM//det//10 platsbundna//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//10 förstudier//NN|NEU|PLU|IND|NOM//nsubj:pass//13 skall//VB|PRS|AKT//aux//13 ha//VB|INF|AKT//aux//13 genomförts//VB|SUP|SFO//acl//5 ännu//AB//advmod//17 inte//AB//advmod//17 är//VB|PRS|AKT//cop//17 uppfyllt//PC|PRF|NEU|SIN|IND|NOM//ccomp//2 .//MAD//punct//2
8 Djupförvaret / 8.1 Ö versiktsstudier, förstudier och regionala studier;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//23 är//VB|PRS|AKT//cop//23 en//DT|UTR|SIN|IND//det//23 öppen//JJ|POS|UTR|SIN|IND|NOM//amod//23 fråga//NN|UTR|SIN|IND|NOM//parataxis//2 hur//HA//advmod//31 de//DT|UTR/NEU|PLU|DEF//det//28 fyra//RG|NOM//nummod//28 aktuella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//28 förstudiekommunerna//NN|UTR|PLU|DEF|NOM//nsubj//31 kommer//VB|PRS|AKT//aux//31 att//IE//mark//31 ställa//VB|INF|AKT//csubj//23 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//31 till//PP//mark//36 att//SN//mark//36 SKB//PM|NOM//nsubj//36 fortsätter//VB|PRS|AKT//advcl//31 sin//PS|UTR|SIN|DEF//nmod:poss//38 verksamhet//NN|UTR|SIN|IND|NOM//obj//36 inom//PP//case//41 respektive//AB//amod//41 kommun//NN|UTR|SIN|IND|NOM//obl//36 sedan//SN//mark//44 förstudierna//NN|UTR|PLU|DEF|NOM//nsubj:pass//44 avslutats//VB|SUP|SFO//advcl//36 .//MID//punct//23
8 Djupförvaret / 8.1 Ö versiktsstudier, förstudier och regionala studier;Oavsett//AB|POS//mark//49 hur//HA//advmod//49 frågan//NN|UTR|SIN|DEF|NOM//nsubj//49 utfaller//VB|PRS|AKT//advcl//53 i//PP//case//52 dessa//DT|UTR/NEU|PLU|DEF//det//52 kommuner//NN|UTR|PLU|IND|NOM//obl//49 anses//VB|PRS|SFO//conj//23 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//53 önskvärt//JJ|POS|NEU|SIN|IND|NOM//xcomp//53 att//SN//mark//60 fler//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//58 förstudier//NN|UTR|PLU|IND|NOM//nsubj:pass//60 kan//VB|PRS|AKT//aux//60 genomföras//VB|INF|SFO//advcl//53 som//KN//mark//62 underlag//NN|NEU|SIN|IND|NOM//obl//60 för//PP//case//66 ett//DT|NEU|SIN|IND//det//66 kommande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//66 beslut//NN|NEU|SIN|IND|NOM//nmod//62 om//PP//case//68 platsundersökningar//NN|UTR|PLU|IND|NOM//nmod//66 .//MAD//punct//23
8 Djupförvaret / 8.1 Ö versiktsstudier, förstudier och regionala studier;SKB//PM|NOM//nsubj//1 arbetar//VB|PRS|AKT//ROOT//1 för//PP//case//3 närvarande//NN|NEU|SIN|IND|NOM//obl//1 med//PP//case//8 ett//DT|NEU|SIN|IND//det//6 antal//NN|NEU|SIN|IND|NOM//nmod//8 regionala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//8 studier//NN|UTR|PLU|IND|NOM//obl//1  //_SP////8 som//HP|-|-|-//nsubj//12 skall//VB|PRS|AKT//aux//12 omfatta//VB|INF|AKT//acl:relcl//8 samtliga//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//14 län//NN|NEU|PLU|IND|NOM//obj//12 utom//PP//case//16 Gotland//PM|NOM//obl//12 .//MAD//punct//1
8 Djupförvaret / 8.1 Ö versiktsstudier, förstudier och regionala studier;Dessa//DT|UTR/NEU|PLU|DEF//det//19 studier//NN|UTR|PLU|IND|NOM//nsubj:pass//21 kan//VB|PRS|AKT//aux//21 ses//VB|INF|SFO//parataxis//1 som//KN//mark//23 komplement//NN|NEU|SIN|IND|NOM//xcomp//21 till//PP//case//27 1995//RG|NOM//nummod//26 års//NN|NEU|SIN|IND|GEN//nmod:poss//27 översiktsstudie//NN|UTR|SIN|IND|NOM//obl//23 .//MAD//punct//21
8 Djupförvaret / 8.1 Ö versiktsstudier, förstudier och regionala studier;De//PN|UTR/NEU|PLU|DEF|SUB//nsubj:pass//30 baseras//VB|PRS|SFO//parataxis//21 på//PP//case//33 en//DT|UTR|SIN|IND//det//33 kartläggning//NN|UTR|SIN|IND|NOM//obl//30 av//PP//case//35 berggrunden//NN|UTR|SIN|DEF|NOM//nmod//33 i//PP//case//38 varje//DT|UTR/NEU|SIN|IND//det//38 län//NN|NEU|SIN|IND|NOM//nmod//35 av//PP//case//42 Sveriges//PM|GEN//nmod:poss//42 geologiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//42 undersökning//NN|UTR|SIN|IND|NOM//nmod//38 ,//MID//punct//44 kompletterad//PC|PRF|UTR|SIN|IND|NOM//conj//30 med//PP//case//46 underlag//NN|NEU|SIN|IND|NOM//obl//44 om//PP//case//48 infrastruktur//NN|UTR|SIN|IND|NOM//nmod//46 och//KN//cc//50 markanvändning//NN|UTR|SIN|IND|NOM//conj//48 .//MAD//punct//1
8 Djupförvaret / 8.1 Ö versiktsstudier, förstudier och regionala studier;Studierna//NN|UTR|PLU|DEF|NOM//nmod:poss//55 avseende//NN|NEU|SIN|IND|NOM//amod//54 Ö//PM|NOM//nmod//52 stersjölänen//NN|UTR|SIN|DEF|NOM//nsubj:pass//58 har//VB|PRS|AKT//aux//58 nu//AB//advmod//58 genomförts//VB|SUP|SFO//parataxis//1 ,//MID//punct//63 och//KN//cc//63 övriga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//62 studier//NN|UTR|PLU|IND|NOM//nsubj:pass//63 beräknas//VB|PRS|SFO//conj//1 bli//VB|INF|AKT//aux:pass//65 klara//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//xcomp//63 under//PP//case//68 år//NN|NEU|SIN|IND|NOM//nmod//68 1999//RG|NOM//obl//65 .//MAD//punct//1
8 Djupförvaret / 8.1 Ö versiktsstudier, förstudier och regionala studier;Avsikten//NN|UTR|SIN|DEF|NOM//nsubj//77 med//PP//case//74 de//DT|UTR/NEU|PLU|DEF//det//74 regionala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//74 studierna//NN|UTR|PLU|DEF|NOM//nmod//70 är//VB|PRS|AKT//cop//77 att//IE//mark//77 få//VB|INF|AKT//conj//1 fram//PL//compound:prt//77 underlag//NN|NEU|SIN|IND|NOM//obj//77 för//PP//mark//82 att//IE//mark//82 bedöma//VB|INF|AKT//advcl//77 var//HA//advmod//77 inom//PP//case//86 respektive//AB//amod//86 län//NN|NEU|SIN|IND|NOM//obl//83 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//89 är//VB|PRS|AKT//cop//89 meningsfullt//JJ|POS|NEU|SIN|IND|NOM//conj//1 att//IE//mark//91 försöka//VB|INF|AKT//csubj//89 gå//VB|INF|AKT//xcomp//91 vidare//AB|KOM//advmod//92 med//PP//case//96 ytterligare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//96 kartläggningar//NN|UTR|PLU|IND|NOM//obl//92 och//KN//cc//98 förstudier//NN|UTR|PLU|IND|NOM//conj//96 .//MAD//punct//1
8 Djupförvaret / 8.1 Ö versiktsstudier, förstudier och regionala studier;SKB//PM|NOM//nsubj//13 ://MID//punct//0 s//NN|NEU|SIN|IND|GEN//nummod//3 arbete//NN|NEU|SIN|IND|NOM//appos//0 med//PP//case//5 översiktsstudier//NN|NEU|PLU|IND|NOM//nmod//3 ,//MID//punct//7 förstudier//NN|NEU|PLU|IND|NOM//conj//5 och//KN//cc//10 regionala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//10 studier//NN|UTR|PLU|IND|NOM//conj//5 har//VB|PRS|AKT//aux//13 inte//AB//advmod//13 krävt//VB|SUP|AKT//ROOT//13 några//DT|UTR/NEU|PLU|IND//det//15 tillstånd//NN|NEU|PLU|IND|NOM//obj//13 av//PP//case//17 regeringen//NN|UTR|SIN|DEF|NOM//nmod//15 eller//KN//cc//20 statliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//20 myndigheter//NN|UTR|PLU|IND|NOM//conj//17 .//MAD//punct//13
8 Djupförvaret / 8.1 Ö versiktsstudier, förstudier och regionala studier;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//23 finns//VB|PRS|SFO//parataxis//13 heller//AB//advmod//23 inga//DT|UTR/NEU|PLU|IND//det//27 direkta//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//27 föreskrifter//NN|UTR|PLU|IND|NOM//nsubj//23 om//PP//mark//32 hur//HA//advmod//32 arbetet//NN|NEU|SIN|DEF|NOM//nsubj:pass//32 skall//VB|PRS|AKT//aux//32 läggas//VB|INF|SFO//acl//27 upp//PL//compound:prt//32 i//PP//case//36 detta//DT|NEU|SIN|DEF//det//36 skede//NN|NEU|SIN|IND|NOM//obl//32 .//MAD//punct//13

8.2 Platsundersökningar;Enligt//PP//case//1 SKB//PM|NOM//obl//14 ://MID//punct//1 s//NN|NEU|SIN|IND|GEN//nummod//4 planering//NN|UTR|SIN|IND|NOM//nsubj//7 är//VB|PRS|AKT//cop//7 nästa//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//7 steg//NN|NEU|SIN|IND|NOM//appos//1 i//PP//case//10 processen//NN|UTR|SIN|DEF|NOM//nmod//10 platsundersökningar//NN|UTR|PLU|IND|NOM//nmod//7 .//MAD//punct//7
8.2 Platsundersökningar;Dessa//PN|UTR/NEU|PLU|DEF|SUB/OBJ//nsubj:pass//14 skall//VB|PRS|AKT//aux//14 utföras//VB|INF|SFO//ROOT//14 på//PP//case//18 minst//AB|SUV//advmod//17 två//RG|NOM//nummod//18 platser//NN|UTR|PLU|IND|NOM//obl//14 där//HA//advmod//22 förstudier//NN|NEU|PLU|IND|NOM//nsubj//22 har//VB|PRS|AKT//aux//22 pekat//VB|SUP|AKT//acl:relcl//18 på//PP//case//25 gynnsamma//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//25 förutsättningar//NN|UTR|PLU|IND|NOM//obl//22 .//MAD//punct//14
8.2 Platsundersökningar;Platsundersökningarna//NN|UTR|PLU|DEF|NOM//nsubj//1 innebär//VB|PRS|AKT//ROOT//1 bl.a.//AB|AN//advmod//1 mätningar//NN|UTR|PLU|IND|NOM//obj//1 i//PP//case//5 borrhål//NN|NEU|PLU|IND|NOM//nmod//3 och//KN//cc//7 studier//NN|UTR|PLU|IND|NOM//conj//5 av//PP//case//9 borrkärnor//NN|UTR|PLU|IND|NOM//nmod//7 .//MAD//punct//1
8.2 Platsundersökningar;Dessa//DT|UTR/NEU|PLU|DEF//det//12 arbeten//NN|NEU|PLU|IND|NOM//nsubj//14 skall//VB|PRS|AKT//aux//14 utgöra//VB|INF|AKT//parataxis//1 grunden//NN|UTR|SIN|DEF|NOM//obj//14 för//PP//case//18 en//DT|UTR|SIN|IND//det//18 bedömning//NN|UTR|SIN|IND|NOM//nmod//15 av//PP//case//21 platsens//NN|UTR|SIN|DEF|GEN//nmod:poss//21 lämplighet//NN|UTR|SIN|IND|NOM//nmod//18 som//HP|-|-|-//mark//23 slutförvarsplats//VB|SUP|SFO//acl:relcl//18 och//KN//cc//26 därmed//AB//advmod//26 ge//VB|INF|AKT//conj//14 underlag//NN|NEU|SIN|IND|NOM//obj//26 för//PP//case//29 valet//NN|NEU|SIN|DEF|NOM//nmod//27 av//PP//case//31 plats//NN|UTR|SIN|IND|NOM//nmod//29 för//PP//case//34 en//DT|UTR|SIN|IND//det//34 detaljundersökning//NN|UTR|SIN|IND|NOM//nmod//31 .//MAD//punct//14
8.2 Platsundersökningar;De//PN|UTR/NEU|PLU|DEF|SUB//nsubj//39 skall//VB|PRS|AKT//aux//39 också//AB//advmod//39 utgöra//VB|INF|AKT//conj//14 underlag//NN|NEU|SIN|IND|NOM//obj//39 för//PP//case//43 en//DT|UTR|SIN|IND//det//43 miljökonsekvensbeskrivning//NN|UTR|SIN|IND|NOM//nmod//40 inför//PP//case//46 kommande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//46 tillståndsansökningar//NN|UTR|PLU|IND|NOM//nmod//43 .//MAD//punct//1
8.2 Platsundersökningar;Förutom//PP//case//1 borrningar//NN|UTR|PLU|IND|NOM//obl//4 kan//VB|PRS|AKT//aux//4 platsundersökningarna//NN|UTR|PLU|DEF|NOM//nsubj//4 komma//VB|INF|AKT//ROOT//4 att//IE//mark//6 kräva//VB|INF|AKT//xcomp//4 vägarbeten//NN|NEU|PLU|IND|NOM//obj//6 och//KN//cc//11 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//11 tillfälliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//11 anläggningar//NN|UTR|PLU|IND|NOM//conj//7 .//MAD//punct//4
8.2 Platsundersökningar;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//16 kan//VB|PRS|AKT//aux//16 alltså//AB//advmod//16 bli//VB|INF|AKT//parataxis//4 fråga//NN|UTR|SIN|IND|NOM//xcomp//16 om//PP//case//20 en//DT|UTR|SIN|IND//det//20 verksamhet//NN|UTR|SIN|IND|NOM//obl//16 med//PP//case//24 viss//JJ|POS|UTR|SIN|IND|NOM//amod//24 fysisk//JJ|POS|UTR|SIN|IND|NOM//amod//24 påverkan//NN|UTR|SIN|IND|NOM//nmod//20 .//MAD//punct//16
8.2 Platsundersökningar;SKB//PM|NOM//nsubj//27 räknar//VB|PRS|AKT//parataxis//16 med//PP//mark//34 att//SN//mark//34 undersökningarna//NN|UTR|PLU|DEF|NOM//nsubj//34 kan//VB|PRS|AKT//aux//34 komma//VB|INF|AKT//aux//34 att//IE//mark//34 pågå//VB|INF|AKT//advcl//27 i//PP//case//38 4–8//RG|NOM//nummod//37 års//NN|NEU|PLU|IND|GEN//nmod:poss//38 tid//NN|UTR|SIN|IND|NOM//obl//34 .//MAD//punct//16
8.2 Platsundersökningar;Kostnaderna//NN|UTR|PLU|DEF|NOM//nsubj:pass//41 antas//VB|PRS|SFO//parataxis//16 uppgå//VB|INF|AKT//xcomp//41 till//PP//case//47 några//DT|UTR/NEU|PLU|IND//det//46 hundra//RG|NOM//nummod//46 miljoner//NN|UTR|PLU|IND|NOM//nmod//47 kronor//NN|UTR|PLU|IND|NOM//obl//42 per//PP//case//49 undersökning//NN|UTR|SIN|IND|NOM//nmod//47 .//MAD//punct//16
8.2 Platsundersökningar;En//DT|UTR|SIN|IND//det//1 platsundersökning//NN|UTR|SIN|IND|NOM//nsubj//2 förutsätter//VB|PRS|AKT//ROOT//2 att//SN//mark//6 överenskommelse//NN|UTR|SIN|IND|NOM//nsubj//6 kan//VB|PRS|AKT//aux//6 träffas//VB|INF|SFO//ccomp//2 med//PP//case//8 markägaren//NN|UTR|SIN|DEF|NOM//obl//6 .//MAD//punct//2
8.2 Platsundersökningar;Eventuellt//AB|POS//advmod//14 kan//VB|PRS|AKT//aux//14 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//14 också//AB//advmod//14 bli//VB|INF|AKT//parataxis//2 nödvändigt//JJ|POS|NEU|SIN|IND|NOM//xcomp//14 med//PP//case//18 något//DT|NEU|SIN|IND//det//18 beslut//NN|NEU|SIN|IND|NOM//obl//14 av//PP//case//20 kommunen//NN|UTR|SIN|DEF|NOM//nmod//18 enligt//PP//case//22 plan-//NN|UTR|-|-|SMS//nmod//20 och//KN//cc//24 bygglagen//NN|UTR|SIN|DEF|NOM//conj//22 .//MAD//punct//2
8.2 Platsundersökningar;Oavsett//PP//cc//29 detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//29 är//VB|PRS|AKT//cop//29 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//33 för//PP//case//31 SKB//PM|NOM//nmod//29 givetvis//AB//advmod//29 angeläget//JJ|POS|NEU|SIN|IND|NOM//parataxis//2 att//SN//mark//37 kommunen//NN|UTR|SIN|DEF|NOM//nsubj//37 är//VB|PRS|AKT//cop//37 beredd//PC|PRF|UTR|SIN|IND|NOM//acl//33 att//IE//mark//39 medverka//VB|INF|AKT//advcl//37 till//PP//mark//43 att//SN//mark//43 undersökningen//NN|UTR|SIN|DEF|NOM//nsubj:pass//43 genomförs//VB|PRS|SFO//advcl//39 .//MAD//punct//2
8.2 Platsundersökningar;Eftersom//SN//mark//49 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//49 kanske//AB//advmod//49 inte//AB//advmod//49 blir//VB|PRS|AKT//advcl//57 fler//JJ|POS|UTR/NEU|PLU|IND|NOM//xcomp//49 än//KN//case//53 två//RG|NOM//nummod//53 platsundersökningar//NN|UTR|PLU|IND|NOM//obl//49 måste//VB|PRS|AKT//aux//57 SKB//PM|NOM//nsubj//57 kunna//VB|INF|AKT//aux//57 räkna//VB|INF|AKT//ccomp//2 med//PP//case//61 en//DT|UTR|SIN|IND//det//61 hög//JJ|POS|UTR|SIN|IND|NOM//amod//61 sannolikhet//NN|UTR|SIN|IND|NOM//obl//57 för//PP//mark//67 att//SN//mark//67 kommunen//NN|UTR|SIN|DEF|NOM//nsubj//67 kommer//VB|PRS|AKT//aux//67 att//IE//mark//67 ställa//VB|INF|AKT//advcl//57 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//67 positiv//JJ|POS|UTR|SIN|IND|NOM//xcomp//67 även//AB//advmod//75 till//PP//case//75 en//DT|UTR|SIN|IND//det//75 eventuell//JJ|POS|UTR|SIN|IND|NOM//amod//75 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//75 detaljundersökning//NN|UTR|SIN|IND|NOM//obl//67 .//MAD//punct//2
8.2 Platsundersökningar;Lika//AB//advmod//1 lite//AB|POS//advmod//6 som//KN//case//5 för//PP//case//5 en//DT|UTR|SIN|IND//det//5 förstudie//NN|UTR|SIN|IND|NOM//nmod//1 krävs//VB|PRS|SFO//advcl//55 det//PN|NEU|SIN|DEF|SUB/OBJ//det//9 formellt//JJ|POS|NEU|SIN|IND|NOM//amod//9 tillstånd//NN|NEU|SIN|IND|NOM//nsubj:pass//6 av//PP//case//12 någon//DT|UTR|SIN|IND//det//12 myndighet//NN|UTR|SIN|IND|NOM//nmod//9 för//PP//mark//15 att//IE//mark//15 genomföra//VB|INF|AKT//acl//12 en//DT|UTR|SIN|IND//det//17 platsundersökning//NN|UTR|SIN|IND|NOM//obj//15 .//MAD//punct//6
8.2 Platsundersökningar;Med//PP//mark//25 hänsyn//NN|UTR|SIN|IND|NOM//fixed//19 till//PP//fixed//19 att//SN//mark//25 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//25 är//VB|PRS|AKT//cop//25 fråga//NN|UTR|SIN|IND|NOM//advcl//36 om//PP//case//30 ett//DT|NEU|SIN|IND//det//30 mycket//AB|POS//advmod//29 viktigt//JJ|POS|NEU|SIN|IND|NOM//amod//30 steg//NN|NEU|SIN|IND|NOM//obl//25 i//PP//case//32 platsvalsprocessen//NN|UTR|SIN|DEF|NOM//nmod//30 har//VB|PRS|AKT//aux//36 dock//AB//advmod//36 regeringen//NN|UTR|SIN|DEF|NOM//nsubj//36 bedömt//VB|SUP|AKT//parataxis//6 att//SN//mark//42 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//39 förutsättningar//NN|UTR|PLU|IND|NOM//nsubj:pass//42 bör//VB|PRS|AKT//aux//42 vara//VB|INF|AKT//aux:pass//42 uppfyllda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//ccomp//36 innan//SN//mark//45 platsundersökningar//NN|UTR|PLU|IND|NOM//nsubj:pass//45 påbörjas//VB|PRS|SFO//advcl//42 .//MAD//punct//6
8.2 Platsundersökningar;Enligt//PP//case//49 regeringens//NN|UTR|SIN|DEF|GEN//nmod:poss//49 beslut//NN|NEU|SIN|IND|NOM//obl//6 den//DT|UTR|SIN|DEF//det//52 19//RG|NOM//nummod//52 december//NN|UTR|SIN|IND|NOM//obl//6 1996//RG|NOM//nummod//52 är//VB|PRS|AKT//cop//55 förutsättningarna//NN|UTR|PLU|DEF|NOM//ROOT//55 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//nsubj//55 ://MID//punct//55 ·//NN|UTR|SIN|IND|NOM//punct//55
8.2 Platsundersökningar;En//DT|UTR|SIN|IND//det//60 säkerhetsanalys//NN|UTR|SIN|IND|NOM//nsubj//68 av//PP//case//65 ett//DT|NEU|SIN|IND//det//63 slutförvars//NN|NEU|SIN|IND|GEN//nmod:poss//65 långsiktiga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//65 säkerhet//NN|UTR|SIN|IND|NOM//nmod//60 bör//VB|PRS|AKT//aux//68 vara//VB|INF|AKT//cop//68 genomförd//PC|PRF|UTR|SIN|IND|NOM//parataxis//55 .//MAD//punct//68 ·//PP//obl//75
