
Pågående förstudier Avslutade förstudier;-//MID//punct//4 Nej//IN//cc//4 till//PP//case//4 fortsatta//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//4 undersökningar//NN|UTR|PLU|IND|NOM//ROOT//4
8.2 Platsundersökningar;De//DT|UTR/NEU|PLU|DEF//det//73 berörda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//73 kommunerna//NN|UTR|PLU|DEF|NOM//nsubj//75 bör//VB|PRS|AKT//aux//75 ges//VB|INF|SFO//parataxis//68 tillgång//NN|UTR|SIN|IND|NOM//obj//75 till//PP//case//78 SKB//PM|NOM//nmod//76 ://MID//punct//75 s//NN|AN//nummod//82 samlade//VB|PRT|AKT//amod//82 redovisning//NN|UTR|SIN|IND|NOM//obl//75 av//PP//case//84 översiktsstudier//NN|NEU|PLU|IND|NOM//nmod//82 ,//MID//punct//86 förstudier//NN|NEU|PLU|IND|NOM//conj//84 och//KN//cc//89 annat//JJ|POS|NEU|SIN|IND|NOM//amod//89 material//NN|NEU|SIN|IND|NOM//conj//84 som//HP|-|-|-//mark//91 SKB//PM|NOM//appos//82 efter//PP//case//93 samråd//NN|NEU|SIN|IND|NOM//obl//75 med//PP//case//97 den//DT|UTR|SIN|DEF//det//97 Nationelle//PC|PRF|MAS|SIN|DEF|NOM//amod//97 samordnaren//NN|UTR|SIN|DEF|NOM//nmod//93 kan//VB|PRS|AKT//aux//100 vilja//VB|INF|AKT//aux//100 redovisa//VB|INF|AKT//conj//75 .//MAD//punct//75 ·//PM|NOM//nmod//103
8.2 Platsundersökningar;SKB//PM|NOM//nsubj//110 bör//VB|PRS|AKT//aux//110 för//PP//case//108 den//DT|UTR|SIN|DEF//det//108 planerade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//108 slutförvarsmetoden//NN|UTR|SIN|DEF|NOM//obl//110 kunna//VB|INF|AKT//aux//110 redovisa//VB|INF|AKT//parataxis//75 kriterier//NN|NEU|PLU|IND|NOM//obj//110 för//PP//case//113 utvärdering//NN|UTR|SIN|IND|NOM//nmod//111 av//PP//case//115 platserna//NN|UTR|PLU|DEF|NOM//nmod//113 och//KN//cc//118 därvid//AB//advmod//118 redovisa//VB|INF|AKT//conj//110 vilka//HD|UTR/NEU|PLU|IND//det//120 faktorer//NN|UTR|PLU|IND|NOM//obj//118 som//HP|-|-|-//nsubj//122 utesluter//VB|PRS|AKT//acl:relcl//120 fortsatta//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//124 studier//NN|UTR|PLU|IND|NOM//obj//122 på//PP//case//127 en//DT|UTR|SIN|IND//det//127 plats//NN|UTR|SIN|IND|NOM//obl//122 .//MAD//punct//75 ·//PM|NOM//punct//132
8.2 Platsundersökningar;SKB//PM|NOM//nsubj//132 bör//VB|PRS|AKT//aux//132 samråda//VB|INF|AKT//parataxis//75 med//PP//case//135 Statens//NN|UTR|SIN|DEF|GEN//nmod:poss//135 kärnkraftinspektion//NN|UTR|SIN|IND|NOM//obl//132 och//KN//cc//138 Statens//NN|UTR|SIN|DEF|GEN//nmod:poss//138 strålskyddsinstitut//NN|NEU|SIN|IND|NOM//conj//135 om//PP//case//141 de//DT|UTR/NEU|PLU|DEF//det//141 förutsättningar//NN|UTR|PLU|IND|NOM//obl//132 som//HP|-|-|-//nsubj//144 bör//VB|PRS|AKT//aux//144 gälla//VB|INF|AKT//acl:relcl//141 för//PP//case//146 undersökningsarbetet//NN|NEU|SIN|DEF|NOM//obl//144 .//MAD//punct//55
8.2 Platsundersökningar;Innebörden//NN|UTR|SIN|DEF|NOM//nsubj//6 av//PP//case//3 dessa//DT|UTR/NEU|PLU|DEF//det//3 uttalanden//NN|NEU|PLU|IND|NOM//nmod//0 från//PP//case//5 regeringen//NN|UTR|SIN|DEF|NOM//nmod//3 är//VB|PRS|AKT//ROOT//6 att//SN//mark//11 SKB//PM|NOM//nsubj//11 inte//AB//advmod//11 bör//VB|PRS|AKT//aux//11 påbörja//VB|INF|AKT//ccomp//6 platsundersökningarna//NN|UTR|PLU|DEF|NOM//obj//11 innan//SN//case//14 säkerhets-//NN|UTR|-|-|SMS//obl//11 och//KN//cc//16 systemfrågorna//NN|UTR|PLU|DEF|NOM//conj//14 har//VB|PRS|AKT//aux//18 blivit//VB|SUP|AKT//parataxis//6 genomlysta//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//xcomp//18 .//MAD//punct//6
8.2 Platsundersökningar;Uttalandena//NN|NEU|PLU|DEF|NOM//nsubj//22 pekar//VB|PRS|AKT//parataxis//6 också//AB//advmod//22 på//PP//mark//31 att//SN//mark//31 man//PN|UTR|SIN|IND|SUB//nsubj//31 från//PP//case//29 statens//NN|UTR|SIN|DEF|GEN//nmod:poss//29 sida//NN|UTR|SIN|IND|NOM//obl//31 är//VB|PRS|AKT//cop//31 angelägen//JJ|POS|UTR|SIN|IND|NOM//advcl//22 om//PP//mark//37 att//SN//mark//37 de//DT|UTR/NEU|PLU|DEF//det//36 berörda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//36 kommunerna//NN|UTR|PLU|DEF|NOM//nsubj//37 får//VB|PRS|AKT//advcl//31 tillgång//NN|UTR|SIN|IND|NOM//obj//37 till//PP//case//40 ett//DT|NEU|SIN|IND//det//45 i//PP//case//43 möjligaste//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//43 mån//NN|UTR|SIN|IND|NOM//obl//45 fullständigt//JJ|POS|NEU|SIN|IND|NOM//advmod//45 beslutsunderlag//NN|NEU|SIN|IND|NOM//xcomp//37 när//HA//mark//49 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//49 skall//VB|PRS|AKT//aux//49 ta//VB|INF|AKT//advcl//45 ställning//NN|UTR|SIN|IND|NOM//obj//49 till//PP//case//53 en//DT|UTR|SIN|IND//det//53 platsundersökning//NN|UTR|SIN|IND|NOM//obl//49 .//MAD//punct//22
8.2 Platsundersökningar;SKB//PM|NOM//nsubj//4 å//PP//advmod//0 sin//PS|UTR|SIN|DEF//nmod:poss//3 sida//NN|UTR|SIN|IND|NOM//fixed//1 har//VB|PRS|AKT//aux//67 i//PP//case//6 FUD-program//NN|NEU|SIN|IND|NOM//nmod//7 98//RG|NOM//obl//4 (//PAD//punct//4 se//VB|IMP|AKT//parataxis//4 avsnitt//NN|NEU|SIN|IND|NOM//nmod//11 7.3//RG|NOM//obj//9 )//PAD//punct//4 framfört//VB|SUP|AKT//conj//4 önskemål//NN|NEU|SIN|IND|NOM//obj//13 om//PP//mark//19 att//SN//mark//19 myndigheterna//NN|UTR|PLU|DEF|NOM//nsubj//19 skall//VB|PRS|AKT//aux//19 yttra//VB|INF|AKT//acl//14 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//19 över//PP//case//22 SKB//PM|NOM//obl//19 ://MID//punct//19 s//NN|AN//nummod//25 val//NN|NEU|SIN|IND|NOM//obl//19 av//PP//case//27 platser//NN|UTR|PLU|IND|NOM//nmod//25 .//MAD//punct//4
8.2 Platsundersökningar;För//PP//mark//36 att//SN//fixed//29 de//DT|UTR/NEU|PLU|DEF//det//33 berörda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//33 kommunerna//NN|UTR|PLU|DEF|NOM//nsubj//36 skall//VB|PRS|AKT//aux//36 kunna//VB|INF|AKT//aux//36 ta//VB|INF|AKT//advcl//41 ställning//NN|UTR|SIN|IND|NOM//obj//36 till//PP//case//40 en//DT|UTR|SIN|IND//det//40 platsundersökning//NN|UTR|SIN|IND|NOM//obl//36 behöver//VB|PRS|AKT//parataxis//4 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//41 enligt//PP//case//44 SKB//PM|NOM//obl//41 ://MID//punct//41 s//NN|AN//nummod//47 mening//NN|UTR|SIN|IND|NOM//nmod//48 utlåtanden//NN|NEU|PLU|IND|NOM//obj//4 från//PP//case//50 myndigheterna//NN|UTR|PLU|DEF|NOM//nmod//48 som//HP|-|-|-//nsubj//52 anger//VB|PRS|AKT//acl:relcl//50 om//PP//case//54 SKB//PM|NOM//obl//52 ://MID//punct//54
8.2 Platsundersökningar;s//NN|NEU|SIN|IND|GEN//nummod//57 redovisning//NN|UTR|SIN|IND|NOM//appos//54 av//PP//case//59 förvarsmetod//NN|UTR|SIN|IND|NOM//nmod//57 ,//MID//punct//61 platsundersökningprogram//NN|NEU|PLU|IND|NOM//conj//59 och//KN//cc//63 val//NN|NEU|PLU|IND|NOM//conj//59 av//PP//case//65 platser//NN|UTR|PLU|IND|NOM//nmod//63 är//VB|PRS|AKT//cop//67 tillfyllest//NN|NEU|PLU|IND|NOM//ROOT//67 .//MAD//punct//67
8.2 Platsundersökningar;Som//HA//mark//1 framgått//VB|SUP|AKT//advcl//8 kommer//VB|PRS|AKT//aux//8 SKB//PM|NOM//nsubj//2 att//IE//mark//8 under//PP//case//7 år//NN|NEU|SIN|IND|NOM//nmod//7 1999//RG|NOM//obl//8 redovisa//VB|INF|AKT//ROOT//8 den//DT|UTR|SIN|DEF//det//11 begärda//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//11 säkerhetsanalysen//NN|UTR|SIN|DEF|NOM//obj//8 ,//MID//punct//11 som//HP|-|-|-//nsubj//16 därefter//AB//advmod//16 skall//VB|PRS|AKT//aux//16 genomgå//VB|INF|AKT//acl:relcl//11 en//DT|UTR|SIN|IND//det//19 internationell//JJ|POS|UTR|SIN|IND|NOM//amod//19 expertgranskning//NN|UTR|SIN|IND|NOM//obj//16 .//MAD//punct//8
8.2 Platsundersökningar;Av//PP//case//2 grundläggande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//2 betydelse//NN|UTR|SIN|IND|NOM//obl//12 för//PP//case//6 ett//DT|NEU|SIN|IND//det//6 framtida//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//6 metod-//NN|UTR|-|-|SMS//nmod//2 och//KN//cc//8 platsval//NN|NEU|SIN|IND|NOM//conj//6 är//VB|PRS|AKT//cop//12 Strålskyddsinstitutets//PM|GEN//nsubj//12 nyligen//AB//advmod//12 utfärdade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//ROOT//12 föreskrifter//NN|UTR|PLU|IND|NOM//obj//12 jämte//PP//case//16 de//DT|UTR/NEU|PLU|DEF//det//16 föreskrifter//NN|UTR|PLU|IND|NOM//obl//12 och//KN//cc//19 allmänna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//19 råd//NN|NEU|PLU|IND|NOM//conj//16 om//PP//case//21 säkerhet//NN|UTR|SIN|IND|NOM//nmod//19 vid//PP//case//23 slutförvaring//NN|UTR|SIN|IND|NOM//nmod//21 av//PP//case//23 använt//PC|PRF|NEU|SIN|IND|NOM//conj//12 kärnbränsle//NN|NEU|SIN|IND|NOM//obj//25 som//HP|-|-|-//obj//30 Kärnkraftinspektionen//NN|UTR|SIN|DEF|NOM//nsubj//30 nu//AB//advmod//30 förbereder//VB|PRS|AKT//acl:relcl//26 (//PAD//punct//32 se//VB|IMP|AKT//parataxis//12 avsnitt//NN|NEU|SIN|IND|NOM//nmod//34 6.2//RG|NOM//obj//32 )//PAD//punct//32 .//MAD//punct//12
8.2 Platsundersökningar;Genom//PP//case//41 de//DT|UTR/NEU|PLU|DEF//det//40 två//RG|NOM//nummod//40 myndigheternas//NN|UTR|PLU|DEF|GEN//nmod:poss//41 föreskrifter//NN|UTR|PLU|IND|NOM//obl//12 kommer//VB|PRS|AKT//advcl//12 de//DT|UTR/NEU|PLU|DEF//det//45 generella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//45 säkerhets-//NN|UTR|-|-|SMS//nsubj//42 och//KN//cc//47 strålskyddskraven//NN|NEU|PLU|DEF|NOM//conj//45 på//PP//case//50 ett//DT|NEU|SIN|IND//det//50 slutförvar//NN|NEU|SIN|IND|NOM//obl//42 att//IE//mark//52 preciseras//VB|INF|SFO//acl//50 .//MAD//punct//12
8.2 Platsundersökningar;Därigenom//AB//advmod//55 kommer//VB|PRS|AKT//conj//12 såväl//KN//advmod//57 SKB//PM|NOM//nsubj//55 som//KN//cc//59 kommuner//NN|UTR|PLU|IND|NOM//conj//57 och//KN//cc//62 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//62 berörda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//conj//59 att//IE//mark//64 få//VB|INF|AKT//acl//62 kännedom//NN|UTR|SIN|IND|NOM//obj//64 om//PP//mark//74 vilken//HD|UTR|SIN|IND//det//68 säkerhets-//NN|UTR|-|-|SMS//dislocated//74 och//KN//cc//70 strålskyddsnivå//NN|UTR|SIN|IND|NOM//conj//68 som//HP|-|-|-//nsubj:pass//74 måste//VB|PRS|AKT//aux//74 kunna//VB|INF|AKT//aux//74 upprätthållas//VB|INF|SFO//advcl//64 oavsett//AB|POS//mark//79 var//VB|PRT|AKT//aux:pass//79 ett//DT|NEU|SIN|IND//det//78 slutförvar//NN|NEU|SIN|IND|NOM//nsubj:pass//79 lokaliseras//VB|PRS|SFO//advcl//74 .//MAD//punct//55

8.3 Detaljundersökning och inledande drift;Nästa//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//1 steg//NN|NEU|SIN|IND|NOM//nsubj//5 i//PP//case//3 processen//NN|UTR|SIN|DEF|NOM//nmod//1 är//VB|PRS|AKT//cop//5 detaljundersökning//NN|UTR|SIN|IND|NOM//nsubj//23 av//PP//case//8 den//DT|UTR|SIN|DEF//det//8 plats//NN|UTR|SIN|IND|NOM//nmod//5 som//HP|-|-|-//nsubj:pass//10 bedöms//VB|PRS|SFO//acl:relcl//8 lämpligast//JJ|SUV|UTR/NEU|SIN/PLU|IND|NOM//advmod//10 för//PP//case//14 ett//DT|NEU|SIN|IND//det//14 djupförvar//NN|NEU|SIN|IND|NOM//obl//10 på//PP//case//20 grundval//NN|NEU|SIN|IND|NOM//fixed//15 av//PP//fixed//15 de//DT|UTR/NEU|PLU|DEF//det//20 tidigare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//20 arbetena//NN|NEU|PLU|DEF|NOM//nmod//14 .//MID//punct//5
8.3 Detaljundersökning och inledande drift;Detaljundersökningen//NN|UTR|SIN|DEF|NOM//nmod//5 innebär//VB|PRS|AKT//ROOT//23 i//PP//advmod//23 första//RO|NOM//fixed//24 hand//NN|UTR|SIN|IND|NOM//fixed//24 byggande//NN|NEU|SIN|IND|NOM//obj//23 av//PP//case//30 de//DT|UTR/NEU|PLU|DEF//det//30 schakt//NN|NEU|PLU|IND|NOM//nmod//27 och//KN//cc//32 tunnlar//NN|UTR|PLU|IND|NOM//conj//27 som//HP|-|-|-//nsubj:pass//34 behövs//VB|PRS|SFO//acl:relcl//32 för//PP//case//38 den//DT|UTR|SIN|DEF//det//38 närmare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//38 undersökningen//NN|UTR|SIN|DEF|NOM//obl//34 av//PP//case//40 berget//NN|NEU|SIN|DEF|NOM//nmod//38 .//MID//punct//23
8.3 Detaljundersökning och inledande drift;Därpå//AB//advmod//23 följer//VB|PRS|AKT//conj//23 utbyggnad//NN|UTR|SIN|IND|NOM//obj//43 av//PP//case//46 tunnlar//NN|UTR|PLU|IND|NOM//nmod//44 i//PP//case//49 den//DT|UTR|SIN|DEF//det//49 omfattning//NN|UTR|SIN|IND|NOM//obl//43 som//HP|-|-|-//nsubj:pass//51 behövs//VB|PRS|SFO//acl:relcl//49 för//PP//mark//63 att//SN//mark//63 ca//AB|AN//advmod//55 10//RG|NOM//nummod//56 %//NN|AN//nsubj:pass//63 av//PP//case//60 den//DT|UTR|SIN|DEF//det//60 totala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//60 bränslemängden//NN|UTR|SIN|DEF|NOM//nmod//56 skall//VB|PRS|AKT//aux//63 kunna//VB|INF|AKT//aux//63 deponeras//VB|INF|SFO//advcl//51 och//KN//cc//66 provdrift//NN|UTR|SIN|IND|NOM//nsubj:pass//66 inledas//VB|INF|SFO//conj//63 .//MAD//punct//23
8.3 Detaljundersökning och inledande drift;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//71 är//VB|PRS|AKT//cop//71 alltså//AB//advmod//71 fråga//NN|UTR|SIN|IND|NOM//parataxis//23 om//PP//mark//74 att//IE//mark//74 uppföra//VB|INF|AKT//advcl//71 en//DT|UTR|SIN|IND//det//76 demonstrationsanläggning//NN|UTR|SIN|IND|NOM//obj//74 som//HP|-|-|-//nsubj//79 skall//VB|PRS|AKT//aux//79 ge//VB|INF|AKT//acl:relcl//76 erfarenhet//NN|UTR|SIN|IND|NOM//obj//79 av//PP//case//83 både//KN//cc//83 byggande//NN|NEU|SIN|IND|NOM//nmod//80 och//KN//cc//85 drift//NN|UTR|SIN|IND|NOM//conj//83 .//MAD//punct//71
8.3 Detaljundersökning och inledande drift;Kostnaden//NN|UTR|SIN|DEF|NOM//nsubj:pass//4 för//PP//case//3 en//DT|UTR|SIN|IND//det//3 detaljundersökning//NN|UTR|SIN|IND|NOM//nmod//0 beräknas//VB|PRS|SFO//ROOT//4 ligga//VB|INF|AKT//xcomp//4 i//PP//case//7 storleksordningen//NN|UTR|SIN|DEF|NOM//obl//5 en//DT|UTR|SIN|IND//det//9 miljard//NN|UTR|SIN|IND|NOM//nmod//10 kronor//NN|UTR|PLU|IND|NOM//obj//5 .//MAD//punct//4
8.3 Detaljundersökning och inledande drift;Till//PP//case//13 detta//PN|NEU|SIN|DEF|SUB/OBJ//obl//14 kommer//VB|PRS|AKT//conj//4 några//DT|UTR/NEU|PLU|IND//det//16 miljarder//NN|UTR|PLU|IND|NOM//nmod//17 kronor//NN|UTR|PLU|IND|NOM//nsubj//14 för//PP//case//21 den//DT|UTR|SIN|DEF//det//21 första//RO|NOM//amod//21 utbyggnaden//NN|UTR|SIN|DEF|NOM//obl//14 inklusive//PP//case//25 den//DT|UTR|SIN|DEF//det//25 inledande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//25 driften//NN|UTR|SIN|DEF|NOM//nmod//21 samt//KN//cc//28 för//PP//case//28 utvärdering//NN|UTR|SIN|IND|NOM//nmod//21 av//PP//case//30 systemet//NN|NEU|SIN|DEF|NOM//nmod//28 .//MAD//punct//4
8.3 Detaljundersökning och inledande drift;Tidsåtgången//NN|UTR|SIN|DEF|NOM//nsubj:pass//1 anges//VB|PRS|SFO//ROOT//1 av//PP//case//3 SKB//PM|NOM//obl:agent//1 till//PP//case//6 6–10//NN|UTR|SIN|IND|NOM//nummod//6 år//NN|NEU|SIN|IND|NOM//obl//1 för//PP//case//8 detaljundersökning//NN|UTR|SIN|IND|NOM//obl//1 och//KN//cc//10 bygge//NN|NEU|SIN|IND|NOM//conj//8 och//KN//cc//15 till//PP//case//15 ytterligare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//14 5–10//NN|UTR|SIN|IND|NOM//nummod//15 år//NN|NEU|PLU|IND|NOM//conj//8 för//PP//case//18 inledande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//18 drift//NN|UTR|SIN|IND|NOM//obl//1 och//KN//cc//20 utvärdering//NN|UTR|SIN|IND|NOM//conj//18 .//MAD//punct//1
8.3 Detaljundersökning och inledande drift;Detaljundersökningen//NN|UTR|SIN|DEF|NOM//advmod//4 är//VB|PRS|AKT//cop//4 det//DT|NEU|SIN|DEF//det//4 första//RO|NOM//amod//4 steget//NN|NEU|SIN|DEF|NOM//ROOT//4 i//PP//case//6 SKB//PM|NOM//nmod//4 ://MID//punct//4 s//NN|NEU|SIN|IND|GEN//case//9 planering//NN|UTR|SIN|IND|NOM//nmod//4 för//PP//case//12 ett//DT|NEU|SIN|IND//det//12 djupförvar//NN|NEU|SIN|IND|NOM//nmod//9 som//HP|-|-|-//nsubj//14 kräver//VB|PRS|AKT//acl:relcl//12 formella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//16 tillstånd//NN|NEU|PLU|IND|NOM//obj//14 .//MAD//punct//4
8.3 Detaljundersökning och inledande drift;Regeringen//NN|UTR|SIN|DEF|NOM//nsubj//19 har//VB|PRS|AKT//parataxis//4 i//PP//case//21 beslut//NN|NEU|SIN|IND|NOM//obl//19 den//DT|UTR|SIN|DEF//det//24 18//RG|NOM//nummod//24 maj//NN|UTR|SIN|IND|NOM//obl//26 1995//RG|NOM//nummod//24 uttalat//VB|SUP|AKT//conj//4 att//SN//mark//31 en//DT|UTR|SIN|IND//det//29 detaljundersökning//NN|UTR|SIN|IND|NOM//nsubj:pass//31 skall//VB|PRS|AKT//aux//31 anses//VB|INF|SFO//ccomp//26 utgöra//VB|INF|AKT//xcomp//31 ett//DT|NEU|SIN|IND//det//34 led//NN|NEU|SIN|IND|NOM//xcomp//32 i//PP//case//36 uppförandet//NN|NEU|SIN|DEF|NOM//obl//34 av//PP//case//40 en//DT|UTR|SIN|IND//det//40 kärnteknisk//JJ|POS|UTR|SIN|IND|NOM//amod//40 anläggning//NN|UTR|SIN|IND|NOM//nmod//36 avsedd//PC|PRF|UTR|SIN|IND|NOM//xcomp//32 som//KN//mark//43 slutförvar//NN|NEU|SIN|IND|NOM//advcl//41 för//PP//case//46 använt//VB|SUP|AKT//amod//46 kärnbränsle//NN|NEU|SIN|IND|NOM//obl//43 och//KN//cc//48 kärnavfall//NN|NEU|SIN|IND|NOM//conj//46 .//MID//punct//4
8.3 Detaljundersökning och inledande drift;Därmed//AB//advmod//59 skall//VB|PRS|AKT//aux//59 detaljundersökningen//NN|UTR|SIN|DEF|NOM//nsubj:pass//59 –//RG|NOM//punct//57 enligt//PP//case//57 nu//AB//advmod//57 gällande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//57 lagstiftning//NN|UTR|SIN|IND|NOM//nmod//52 –//RG|NOM//punct//59 prövas//VB|PRS|SFO//parataxis//4 enligt//PP//case//62 såväl//KN//advmod//62 kärntekniklagen//NN|UTR|SIN|DEF|NOM//obl//59 som//KN//mark//64 miljöbalken//NN|UTR|SIN|DEF|NOM//obl//59 ,//MID//punct//67 inklusive//PP//case//67 tillåtlighetsprövning//NN|UTR|SIN|IND|NOM//obl//59 av//PP//case//69 regeringen//NN|UTR|SIN|DEF|NOM//nmod//67 enligt//PP//case//73 17//RG|NOM//nummod//72 kap.//NN|AN//nmod//73 balken//NN|UTR|SIN|DEF|NOM//nmod//69 .//MAD//punct//59
8.3 Detaljundersökning och inledande drift;Av//PP//case//76 kravet//NN|NEU|SIN|DEF|NOM//obl//80 på//PP//case//79 formellt//JJ|POS|NEU|SIN|IND|NOM//amod//79 tillstånd//NN|NEU|SIN|IND|NOM//nmod//76 följer//VB|PRS|AKT//conj//59 bl.a.//AB|AN//advmod//80 att//SN//mark//85 SKB//PM|NOM//nsubj//85 måste//VB|PRS|AKT//aux//85 utarbeta//VB|INF|AKT//ccomp//80 miljökonsekvensbeskrivningar//NN|UTR|PLU|IND|NOM//obj//85 som//HP|-|-|-//nsubj//89 skall//VB|PRS|AKT//aux//89 ingå//VB|INF|AKT//acl:relcl//86 i//PP//case//91 ansökan//NN|UTR|SIN|IND|NOM//obl//89 enligt//PP//case//94 respektive//AB//amod//94 lag//NN|UTR|SIN|IND|NOM//obl//89 .//MAD//punct//4
8.3 Detaljundersökning och inledande drift;Prövningen//NN|UTR|SIN|DEF|NOM//nsubj//11 av//PP//case//2 SKB//PM|NOM//nmod//0 ://MID//punct//0 s//JJ|AN//amod//5 ansökan//NN|UTR|SIN|IND|NOM//nmod//0 enligt//PP//case//9 17//RG|NOM//nummod//8 kap.//NN|AN//nmod//9 miljöbalken//NN|UTR|SIN|DEF|NOM//nmod//5  //_SP////9 avser//VB|PRS|AKT//ROOT//11 tillåtligheten//NN|UTR|SIN|DEF|NOM//obj//11 och//KN//cc//14 lokaliseringen//NN|UTR|SIN|DEF|NOM//conj//12 av//PP//case//18 det//DT|NEU|SIN|DEF//det//18 planerade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//18 djupförvaret//NN|NEU|SIN|DEF|NOM//nmod//14 .//MAD//punct//11
8.3 Detaljundersökning och inledande drift;Enligt//PP//case//21 uttalande//NN|NEU|SIN|IND|NOM//obl//45 av//PP//case//23 regeringen//NN|UTR|SIN|DEF|NOM//nmod//21 i//PP//case//27 det//DT|NEU|SIN|DEF//det//27 nyssnämnda//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//27 beslutet//NN|NEU|SIN|DEF|NOM//nmod//23 bör//VB|PRS|AKT//aux//45 SKB//PM|NOM//nsubj//28 ://MID//punct//29 s//PP//case//32 ansökan//NN|UTR|SIN|IND|NOM//obl//33 innehålla//VB|INF|AKT//parataxis//29 material//NN|NEU|PLU|IND|NOM//obj//33 för//PP//case//37 jämförande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//37 bedömningar//NN|UTR|PLU|IND|NOM//obl//33 av//PP//case//39 platsvalet//NN|NEU|SIN|DEF|NOM//nmod//37 .//MAD//punct//29
8.3 Detaljundersökning och inledande drift;SKB//PM|NOM//nsubj//45 bör//VB|PRS|AKT//aux//45 därvid//AB//advmod//45 kunna//VB|INF|AKT//aux//45 visa//VB|INF|AKT//parataxis//11 att//SN//mark//50 platsanknutna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//48 förstudier//NN|NEU|PLU|IND|NOM//nsubj:pass//50 har//VB|PRS|AKT//aux//50 bedrivits//VB|SUP|SFO//ccomp//45 på//PP//case//53 5–10//NN|NEU|SIN|DEF|NOM//nummod//53 platser//NN|UTR|PLU|IND|NOM//obl//50 i//PP//case//55 landet//NN|NEU|SIN|DEF|NOM//nmod//53 och//KN//cc//60 att//SN//mark//60 platsundersökningar//NN|UTR|PLU|IND|NOM//nsubj:pass//60 har//VB|PRS|AKT//aux//60 bedrivits//VB|SUP|SFO//conj//50 på//PP//case//64 minst//AB|SUV//advmod//63 två//RG|NOM//nummod//64 platser//NN|UTR|PLU|IND|NOM//obl//60 .//MAD//punct//11
8.3 Detaljundersökning och inledande drift;Därtill//AB//advmod//74 bör//VB|PRS|AKT//aux//74 skälen//NN|NEU|PLU|DEF|NOM//nsubj:pass//74 för//PP//case//70 valet//NN|NEU|SIN|DEF|NOM//nmod//68 av//PP//case//73 dessa//DT|UTR/NEU|PLU|DEF//det//73 platser//NN|UTR|PLU|IND|NOM//nmod//70 redovisas//VB|PRS|SFO//advcl//11 .//MAD//punct//11
8.3 Detaljundersökning och inledande drift;Prövningen//NN|UTR|SIN|DEF|NOM//nsubj//4 enligt//PP//case//2 kärntekniklagen//NN|UTR|SIN|DEF|NOM//nmod//0  //_SP////2 avser//VB|PRS|AKT//ROOT//4 säkerhetsfrågorna//NN|UTR|PLU|DEF|NOM//obj//4 .//MAD//punct//4
8.3 Detaljundersökning och inledande drift;Statens//NN|UTR|SIN|DEF|GEN//nmod:poss//8 kärnkraftinspektion//NN|UTR|SIN|IND|NOM//nsubj//9 har//VB|PRS|AKT//parataxis//4 ansvaret//NN|NEU|SIN|DEF|NOM//obj//9 för//PP//mark//13 att//IE//mark//13 hålla//VB|INF|AKT//advcl//9 samman//PL//compound:prt//13 beredningen//NN|UTR|SIN|DEF|NOM//obj//13 av//PP//case//17 tillståndsärendena//NN|NEU|PLU|DEF|NOM//nmod//15 enligt//PP//case//20 denna//DT|UTR|SIN|DEF//det//20 lag//NN|UTR|SIN|IND|NOM//obl//13 inför//PP//case//23 regeringens//NN|UTR|SIN|DEF|GEN//nmod:poss//23 beslut//NN|NEU|SIN|IND|NOM//nmod//20 .//MAD//punct//4
