Skolans ledningsstruktur;Om//SN//case//1 styrning//NN|UTR|SIN|IND|NOM//ROOT//1 och//KN//cc//3 ledning//NN|UTR|SIN|IND|NOM//conj//1 i//PP//case//5 skolan//NN|UTR|SIN|DEF|NOM//nmod//3
Till statsrådet och chefen för Utbildningsdepartementet;Till//PP//case//66 utredningen//NN|UTR|SIN|DEF|NOM//obl//67 förordnades//VB|PRT|SFO//conj//52 experter//NN|UTR|PLU|IND|NOM//nsubj:pass//67 enligt//PP//case//70 förteckning//NN|UTR|SIN|IND|NOM//obl//67 på//PP//case//73 nästkommande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//73 sida//NN|UTR|SIN|IND|NOM//nmod//70 .//MAD//punct//5
Till statsrådet och chefen för Utbildningsdepartementet;Utredaren//NN|UTR|SIN|DEF|NOM//nsubj//3 har//VB|PRS|AKT//aux//3 också//AB//advmod//3 haft//VB|SUP|AKT//ROOT//3 tillgång//NN|UTR|SIN|IND|NOM//obj//3 till//PP//case//7 en//DT|UTR|SIN|IND//det//7 referensgrupp//NN|UTR|SIN|IND|NOM//obl//3 med//PP//case//9 företrädare//NN|UTR|PLU|IND|NOM//nmod//7 för//PP//case//12 fackliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//12 organisationer//NN|UTR|PLU|IND|NOM//nmod//9 ,//MID//punct//14 arbetsgivar-//NN|UTR|-|-|SMS//conj//12 och//KN//cc//16 elevorganisationer//NN|UTR|PLU|IND|NOM//conj//12 med//PP//case//18 kunskap//NN|UTR|SIN|IND|NOM//nmod//9 och//KN//cc//20 intresse//NN|NEU|SIN|IND|NOM//conj//18 i//PP//case//22 frågorna//NN|UTR|PLU|DEF|NOM//nmod//20 .//MAD//punct//3
Till statsrådet och chefen för Utbildningsdepartementet;Organisationerna//NN|UTR|PLU|DEF|NOM//nsubj//28 och//KN//cc//27 deras//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//27 företrädare//NN|UTR|PLU|IND|NOM//conj//24 finns//VB|PRS|SFO//parataxis//3 angivna//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//xcomp//28 på//PP//case//32 nästkommande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//32 sida//NN|UTR|SIN|IND|NOM//obl//29 .//MAD//punct//3
Till statsrådet och chefen för Utbildningsdepartementet;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//1 överlämnar//VB|PRS|AKT//ROOT//1 härmed//AB//advmod//1 sitt//PS|NEU|SIN|DEF//nmod:poss//4 betänkande//NN|NEU|SIN|IND|NOM//nmod//6 Skolans//NN|UTR|SIN|DEF|GEN//nmod:poss//6 ledningsstruktur//NN|UTR|SIN|IND|NOM//obj//1 –//RG|NOM//punct//6 om//PP//case//9 styrning//NN|UTR|SIN|IND|NOM//obl//1 och//KN//cc//11 ledning//NN|UTR|SIN|IND|NOM//conj//9 i//PP//case//13 skolan//NN|UTR|SIN|DEF|NOM//nmod//11  //_SP////13 (//PAD//punct//9 SOU//PM|NOM//appos//9 2004:116//RG|NOM//nummod//16 )//PAD//punct//9 .//MAD//punct//24
Till statsrådet och chefen för Utbildningsdepartementet;Utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//21 uppdrag//NN|NEU|SIN|IND|NOM//nsubj//24 är//VB|PRS|AKT//cop//24 härmed//AB//advmod//24 slutfört//PC|PRF|NEU|SIN|IND|NOM//conj//1 .//MAD//punct//1
Till statsrådet och chefen för Utbildningsdepartementet;Stockholm//PM|NOM//ROOT//0 i//PP//case//2 november//NN|UTR|SIN|IND|NOM//obl//0 2004//RG|NOM//nummod//0
Till statsrådet och chefen för Utbildningsdepartementet;Lennart//PM|NOM//ROOT//0 Jonasson//PM|NOM//flat:name//0 /Harald//PM|NOM//amod//3 Berg//PM|NOM//conj//0

Förteckning över experter och deltagare i referensgrupp vilka deltagit i utredningens arbete;Experter//NN|UTR|PLU|IND|NOM//ROOT//0
Förteckning över experter och deltagare i referensgrupp vilka deltagit i utredningens arbete;F.d.//NN|UTR|SIN|IND|NOM//nmod//1 Generaldirektör//NN|UTR|SIN|IND|NOM//ROOT//1 Jan//PM|NOM//flat:name//1 Carling//PM|NOM//flat:name//2
Förteckning över experter och deltagare i referensgrupp vilka deltagit i utredningens arbete;Docent//NN|UTR|SIN|IND|NOM//nmod//1 Lennart//PM|NOM//ROOT//1 Grosin//PM|NOM//flat:name//1
Förteckning över experter och deltagare i referensgrupp vilka deltagit i utredningens arbete;Rektor//NN|UTR|SIN|IND|NOM//nmod//1 Tom//PM|NOM//ROOT//1 Hagman//PM|NOM//flat:name//1
Förteckning över experter och deltagare i referensgrupp vilka deltagit i utredningens arbete;Verksamhetschef//NN|UTR|SIN|IND|NOM//nmod//1 Agneta//PM|NOM//ROOT//1 Jörbeck//PM|NOM//flat:name//1
Förteckning över experter och deltagare i referensgrupp vilka deltagit i utredningens arbete;VD//NN|AN//nmod//1 Christian//PM|NOM//ROOT//1 Lindell//PM|NOM//flat//1
Förteckning över experter och deltagare i referensgrupp vilka deltagit i utredningens arbete;Enhetschefen//NN|UTR|SIN|DEF|NOM//nmod//1 Margareta//PM|NOM//ROOT//1 Palmberg//PM|NOM//flat:name//1
Förteckning över experter och deltagare i referensgrupp vilka deltagit i utredningens arbete;Professor//NN|UTR|SIN|IND|NOM//nmod//1 Magnus//PM|NOM//ROOT//1 Söderström//PM|NOM//flat:name//1
Förteckning över experter och deltagare i referensgrupp vilka deltagit i utredningens arbete;Kansliråd//PM|NOM//nmod//1 Ann-Katrin//PM|NOM//ROOT//1 Wirén//PM|NOM//flat:name//1
Förteckning över experter och deltagare i referensgrupp vilka deltagit i utredningens arbete;Departementssekreterare//NN|UTR|SIN|IND|NOM//nmod//1 Gudrun//PM|NOM//ROOT//1 Wirmark//PM|NOM//flat:name//1
Förteckning över experter och deltagare i referensgrupp vilka deltagit i utredningens arbete;Departementsråd//PM|NOM//nmod//1 Helen//PM|NOM//ROOT//1 Ängmo//PM|NOM//flat:name//1
Förteckning över experter och deltagare i referensgrupp vilka deltagit i utredningens arbete;Referensgrupp//NN|UTR|SIN|IND|NOM//ROOT//0
Förteckning över experter och deltagare i referensgrupp vilka deltagit i utredningens arbete;Studerande//NN|UTR|SIN|IND|NOM//nmod//1 Marielle//PM|NOM//ROOT//1 Jageman//PM|NOM//flat:name//1 ,//MID//punct//1 Elevorganisationen//NN|UTR|SIN|DEF|NOM//conj//1 i//PP//case//6 Sverige//PM|NOM//nmod//7 Ombudsman//NN|UTR|SIN|IND|NOM//nmod//8 Kurt//PM|NOM//nmod//4 Johansson//PM|NOM//flat:name//8 ,//MID//punct//8 Lärarförbundet//NN|NEU|SIN|DEF|NOM//nmod//12 Förbundssekreterare//NN|UTR|SIN|IND|NOM//compound//13 Sofia//PM|NOM//conj//8 Larsson//PM|NOM//flat:name//13 ,//MID//punct//17 Svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//17 Kommunförbundet//NN|NEU|SIN|DEF|NOM//nmod//18 Förbundssekreterare//NN|UTR|SIN|IND|NOM//conj//8 Gunnel//PM|NOM//flat//18 Mohme//PM|NOM//conj//18 ,//MID//punct//18 Friskolornas//NN|UTR|PLU|DEF|GEN//nmod:poss//23 Riksförbund//NN|NEU|SIN|IND|NOM//conj//8 Studerande//NN|UTR|SIN|IND|NOM//amod//25 Joni//PM|NOM//nmod//4 Lindgren//PM|NOM//flat:name//25 ,//MID//punct//29 Sveriges//PM|GEN//nmod:poss//29 Elevråd//NN|NEU|SIN|IND|NOM//nmod//4
Förteckning över experter och deltagare i referensgrupp vilka deltagit i utredningens arbete;Ordförande//NN|UTR|SIN|IND|NOM//nmod//1 Hans//PM|NOM//nmod:poss//12 Persson//PM|NOM//flat//1 ,//MID//punct//1 Sveriges//PM|GEN//nmod:poss//5 Skolledarförbund//NN|NEU|SIN|IND|NOM//compound//6 Ordförande//NN|UTR|SIN|IND|NOM//compound//7 Christina//PM|NOM//conj//1 Sjöberg//PM|NOM//flat:name//7 ,//MID//punct//7 Lärarförbundets//PM|GEN//nmod:poss//11 Skolledarförening//NN|UTR|SIN|IND|NOM//nsubj:pass//12 Ledamot//PM|NOM//ROOT//12 i//PP//case//15 SME-kommittén//NN|UTR|SIN|DEF|NOM//nmod//15 Johan//PM|NOM//nmod//12 Sjöberg//PM|NOM//flat//15 ,//MID//punct//19 Svenskt//JJ|POS|NEU|SIN|IND|NOM//compound//19 Näringsliv//NN|NEU|SIN|IND|NOM//appos//15 1//RG|NOM//nummod//19 ://MID//punct//15 e//PP//nummod//25 vice//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//nmod//24 ordförande//NN|UTR|SIN|IND|NOM//nmod//25 Per//PM|NOM//appos//15 Wadman//PM|NOM//flat:name//25 ,//MID//punct//30 Lärarnas//NN|UTR|PLU|DEF|GEN//nmod:poss//29 Riksförbund//NN|NEU|SIN|IND|NOM//nmod//30 5.3//RG|NOM//nmod//31 Begrepp//NN|NEU|PLU|IND|NOM//obj//12 och//KN//cc//33 metaforer//NN|UTR|PLU|IND|NOM//conj//31 ur//PP//case//36 allmän//JJ|POS|UTR|SIN|IND|NOM//amod//36 ledarskapsforskning//NN|UTR|SIN|IND|NOM//nmod//33 5.4//RG|NOM//nmod//38 Begrepp//NN|NEU|PLU|IND|NOM//nmod//33 och//KN//cc//40 metaforer//NN|UTR|PLU|IND|NOM//conj//38 ,//MID//punct//31 hämtade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//conj//12 ur//PP//case//44 forskningen//NN|UTR|SIN|DEF|NOM//obl//42 om//PP//case//47 6.1//RG|NOM//nmod//47 Organisationsstruktur//NN|UTR|SIN|IND|NOM//nmod//44 ,//MID//punct//49 styrning//NN|UTR|SIN|IND|NOM//conj//47 och//KN//cc//51 ledning//NN|UTR|SIN|IND|NOM//conj//47 inom//PP//case//53 näringslivet//NN|NEU|SIN|DEF|NOM//nmod//51 och//KN//cc//56 dess//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//56 tillämpningar//NN|UTR|PLU|IND|NOM//conj//12 inom//PP//case//60 offentlig//JJ|POS|UTR|SIN|IND|NOM//amod//59 6.4//RG|NOM//nmod//60 Styrning//NN|UTR|SIN|IND|NOM//nmod//56 i//PP//case//62 näringslivet//NN|NEU|SIN|DEF|NOM//nmod//60 ://MID//punct//56
Förteckning över experter och deltagare i referensgrupp vilka deltagit i utredningens arbete;Från//PP//case//66 traditionell//JJ|POS|UTR|SIN|IND|NOM//amod//66 6.7//RG|NOM//obl//67 Finns//VB|PRS|SFO//conj//12 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//67 likheter//NN|UTR|PLU|IND|NOM//nsubj//67 i//PP//case//71 förutsättningarna//NN|UTR|PLU|DEF|NOM//obl//67 för//PP//case//73 ledning//NN|UTR|SIN|IND|NOM//obl//67 och//KN//cc//75 8.3//RG|NOM//conj//73 Yttre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//77 förutsättningar//NN|UTR|PLU|IND|NOM//nsubj//67 för//PP//case//81 att//SN//fixed//78 en//DT|UTR|SIN|IND//det//81 skola//NN|UTR|SIN|IND|NOM//nmod//77 ska//VB|PRS|AKT//aux//83 vara//VB|INF|AKT//cop//86 9.4//RG|NOM//nummod//85 Utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//86 slutsatser//NN|UTR|PLU|IND|NOM//conj//12 och//KN//cc//88 förslag//NN|NEU|PLU|IND|NOM//conj//86 när//HA//advmod//12 det//PN|NEU|SIN|DEF|SUB/OBJ//fixed//89 gäller//VB|PRS|AKT//fixed//89


1.1 Regeringens direktiv;Vårt//PS|NEU|SIN|DEF//nmod:poss//1 uppdrag//NN|NEU|SIN|IND|NOM//nsubj//3 har//VB|PRS|AKT//aux//3 varit//VB|SUP|AKT//ROOT//3 att//IE//mark//6 dels//KN//advmod//6 kartlägga//VB|INF|AKT//ccomp//3 ,//MID//punct//9 dels//KN//advmod//9 utvärdera//VB|INF|AKT//conj//6 skolans//NN|UTR|SIN|DEF|GEN//nmod:poss//11 ledningsstruktur//NN|UTR|SIN|IND|NOM//obj//9 .//MAD//punct//9
1.1 Regeringens direktiv;Kartläggning//NN|UTR|SIN|IND|NOM//nsubj//17 och//KN//cc//15 utvärdering//NN|UTR|SIN|IND|NOM//conj//13 ska//VB|PRS|AKT//aux//17 bilda//VB|INF|AKT//conj//6 ett//DT|NEU|SIN|IND//det//19 underlag//NN|NEU|SIN|IND|NOM//obj//17 för//PP//case//21 utvecklingsarbete//NN|NEU|SIN|IND|NOM//nmod//19 så//SN//mark//26 att//SN//fixed//22 skolans//NN|UTR|SIN|DEF|GEN//nmod:poss//25 ledningsstruktur//NN|UTR|SIN|IND|NOM//nsubj//26 ger//VB|PRS|AKT//advcl//17 goda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//28 förutsättningar//NN|UTR|PLU|IND|NOM//obj//26 för//PP//case//31 rektorernas//NN|UTR|PLU|DEF|GEN//nmod:poss//31 arbete//NN|NEU|SIN|IND|NOM//obl//26 .//MAD//punct//3
1.1 Regeringens direktiv;Direktiven//NN|NEU|PLU|DEF|NOM//parataxis//3 (//PAD//punct//33 dir//NN|AN//appos//33 .//MAD//punct//33
1.1 Regeringens direktiv;2003:36//RG|NOM//punct//3 )//PAD//punct//3 har//VB|PRS|AKT//aux//41 särskilt//AB//advmod//41 understrukit//VB|SUP|AKT//conj//3 frågorna//NN|UTR|PLU|DEF|NOM//obj//41 om//PP//case//44 ledarskap//NN|NEU|SIN|IND|NOM//nmod//42 ,//MID//punct//46 ledningsstruktur//NN|UTR|SIN|IND|NOM//conj//44 samt//KN//cc//53 de//DT|UTR/NEU|PLU|DEF//det//49 samband//NN|NEU|PLU|IND|NOM//obj//53 dessa//DT|UTR/NEU|PLU|DEF//det//51 faktorer//NN|UTR|PLU|IND|NOM//nsubj//53 kan//VB|PRS|AKT//aux//53 ha//VB|INF|AKT//conj//41 med//PP//case//56 skolans//NN|UTR|SIN|DEF|GEN//nmod:poss//56 måluppfyllelse//NN|UTR|SIN|IND|NOM//obl//53 .//MAD//punct//3
1.1 Regeringens direktiv;I//PP//case//1 direktiven//NN|NEU|PLU|DEF|NOM//obl//2 preciseras//VB|PRS|SFO//ROOT//2 uppdraget//NN|NEU|SIN|DEF|NOM//nsubj:pass//2 till//PP//case//5 utredningen//NN|UTR|SIN|DEF|NOM//obl//2 .//MAD//punct//2
1.1 Regeringens direktiv;Där//AB//advmod//8 sägs//VB|PRS|SFO//parataxis//2 att//SN//mark//11 vi//PN|UTR|PLU|DEF|SUB//nsubj//11 ska//VB|PRS|AKT//ccomp//8
1.1 Regeringens direktiv;•//NN|UTR|SIN|IND|NOM//nsubj//1 arbeta//VB|INF|AKT//ROOT//1 med//PP//case//7 utgångspunkt//NN|UTR|SIN|IND|NOM//fixed//2 i//PP//fixed//2 ett//DT|NEU|SIN|IND//det//7 representativt//JJ|POS|NEU|SIN|IND|NOM//amod//7 urval//NN|NEU|SIN|IND|NOM//obl//1 av//PP//case//9 kommuner//NN|UTR|PLU|IND|NOM//nmod//7 och//KN//cc//11 skolor//NN|UTR|PLU|IND|NOM//conj//9 ,//MID//punct//1
1.1 Regeringens direktiv;•//NN|UTR|SIN|IND|NOM//nmod//2 inkludera//VB|INF|AKT//amod//2 grundskola//NN|UTR|SIN|IND|NOM//ROOT//2 (//PAD//punct//2 inklusive//PP//case//5 förskola//NN|UTR|SIN|IND|NOM//nmod//2 i//PP//case//8 förekommande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//8 fall//NN|NEU|PLU|IND|NOM//nmod//5 )//PAD//punct//5 ,//MID//punct//11 gymnasieskola//NN|UTR|SIN|IND|NOM//conj//5 och//KN//cc//13 vuxenutbildning//NN|UTR|SIN|IND|NOM//conj//11 samt//KN//cc//19 både//KN//cc//19 kommunala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//19 och//KN//cc//18 fristående//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//16 skolor//NN|UTR|PLU|IND|NOM//conj//5 i//PP//case//22 våra//PS|UTR/NEU|PLU|DEF//nmod:poss//22 undersökningar//NN|UTR|PLU|IND|NOM//nmod//19 ,//MID//punct//2
1.1 Regeringens direktiv;•//NN|UTR|SIN|IND|NOM//case//2 redovisa//VB|INF|AKT//amod//2 omfattning//NN|UTR|SIN|IND|NOM//ROOT//2 och//KN//cc//4 organisation//NN|UTR|SIN|IND|NOM//conj//2 av//PP//case//7 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//7 ansvarsområden//NN|NEU|PLU|IND|NOM//nmod//4 inom//PP//case//9 skolan//NN|UTR|SIN|DEF|NOM//nmod//2 samt//KN//cc//12 skolstorlekens//NN|UTR|SIN|DEF|GEN//nmod:poss//12 betydelse//NN|UTR|SIN|IND|NOM//conj//2 för//PP//mark//16 hur//HA//advmod//16 ledningsfunktionen//NN|UTR|SIN|DEF|NOM//nsubj:pass//16 organiseras//VB|PRS|SFO//advcl//2 ,//MID//punct//2
1.1 Regeringens direktiv;•//NN|UTR|SIN|IND|NOM//nsubj//1 studera//VB|INF|AKT//ROOT//1 hur//HA//advmod//4 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//4 faktorer//NN|UTR|PLU|IND|NOM//nsubj//11 och//KN//cc//6 förutsättningar//NN|UTR|PLU|IND|NOM//conj//4 för//PP//case//8 ledarskapet//NN|NEU|SIN|DEF|NOM//nmod//6 i//PP//case//10 skolan//NN|UTR|SIN|DEF|NOM//nmod//8 påverkar//VB|PRS|AKT//ccomp//1 skolans//NN|UTR|SIN|DEF|GEN//nmod:poss//13 resultat//NN|NEU|SIN|IND|NOM//obj//11 samt//KN//cc//17 hur//HA//advmod//17 rektor//NN|UTR|SIN|IND|NOM//nsubj//17 hanterar//VB|PRS|AKT//conj//11 dessa//DT|UTR/NEU|PLU|DEF//det//20 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//20 förutsättningar//NN|UTR|PLU|IND|NOM//obj//17 och//KN//cc//22 faktorer//NN|UTR|PLU|IND|NOM//conj//20 ,//MID//punct//1
1.1 Regeringens direktiv;•//NN|UTR|SIN|IND|NOM//obl//1 jämföra//VB|INF|AKT//ROOT//1 resultaten//NN|NEU|PLU|DEF|NOM//obj//1 för//PP//case//4 skolor//NN|UTR|PLU|IND|NOM//nmod//2 med//PP//case//7 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//7 ledningsstruktur//NN|UTR|SIN|IND|NOM//nmod//4 men//KN//cc//12 i//PP//advmod//11 övrigt//AB|POS//fixed//9 likartade//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//12 förutsättningar//NN|UTR|PLU|IND|NOM//conj//7 ,//MID//punct//1
1.1 Regeringens direktiv;•//NN|UTR|SIN|IND|NOM//obl//1 studera//VB|INF|AKT//ROOT//1 det//DT|NEU|SIN|DEF//det//3 stöd//NN|NEU|SIN|IND|NOM//obj//1 rektor//NN|UTR|SIN|IND|NOM//nsubj//5 har//VB|PRS|AKT//acl:relcl//3 i//PP//case//8 sitt//PS|NEU|SIN|DEF//nmod:poss//8 ledarskap//NN|NEU|SIN|IND|NOM//obl//5 ,//MID//punct//1
1.1 Regeringens direktiv;•//NN|UTR|SIN|IND|NOM//nsubj//1 belysa//VB|INF|AKT//ROOT//1 betydelsen//NN|UTR|SIN|DEF|NOM//obj//1 av//PP//case//6 kommunens//NN|UTR|SIN|DEF|GEN//nmod:poss//6 övergripande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//6 ledningsstruktur//NN|UTR|SIN|IND|NOM//nmod//2 ,//MID//punct//1
1.1 Regeringens direktiv;•//NN|UTR|SIN|IND|NOM//nsubj//1 redovisa//VB|INF|AKT//ROOT//1 exempel//NN|NEU|PLU|IND|NOM//obj//1 på//PP//case//4 utvecklingsarbete//NN|NEU|SIN|IND|NOM//obl//1 med//PP//case//6 ledningsstrukturen//NN|UTR|SIN|DEF|NOM//nmod//4 ,//MID//punct//1
1.1 Regeringens direktiv;•//NN|UTR|SIN|IND|NOM//obl//1 jämföra//VB|INF|AKT//ROOT//1 skolans//NN|UTR|SIN|DEF|GEN//nmod:poss//3 ledarskap//NN|NEU|SIN|IND|NOM//obj//1 med//PP//case//5 ledarskapet//NN|NEU|SIN|DEF|NOM//obl//1 inom//PP//case//8 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//8 arbetsmarknadssektorer//NN|UTR|PLU|IND|NOM//nmod//5 ,//MID//punct//1 samt//KN//punct//1
1.1 Regeringens direktiv;•//NN|UTR|SIN|IND|NOM//nsubj//1 göra//VB|INF|AKT//ROOT//1 en//DT|UTR|SIN|IND//det//3 bedömning//NN|UTR|SIN|IND|NOM//obj//1 av//PP//case//5 behovet//NN|NEU|SIN|DEF|NOM//nmod//3 av//PP//case//7 ledarskapsutbildning//NN|UTR|SIN|IND|NOM//nmod//5 för//PP//case//9 rektorer//NN|UTR|PLU|IND|NOM//nmod//7 och//KN//cc//11 skolledare//NN|UTR|PLU|IND|NOM//conj//9 .//MAD//punct//1

1.2 Utredningens tolkning av uppdraget;Vi//PN|UTR|PLU|DEF|SUB//nsubj//2 har//VB|PRS|AKT//aux//2 uppfattat//VB|SUP|AKT//ROOT//2 begreppet//NN|NEU|SIN|DEF|NOM//nmod//4 ledningsstruktur//NN|UTR|SIN|IND|NOM//obj//2 som//KN//case//6 något//PN|NEU|SIN|IND|SUB/OBJ//obl//2 som//HP|-|-|-//nsubj//8 innefattar//VB|PRS|AKT//acl:relcl//6 ledning//NN|UTR|SIN|IND|NOM//obj//8 ,//MID//punct//11 ledningsorganisation//NN|UTR|SIN|IND|NOM//conj//9 och//KN//cc//13 styrning//NN|UTR|SIN|IND|NOM//conj//9 ,//MID//punct//18 dels//KN//advmod//18 inom//PP//case//18 varje//DT|UTR/NEU|SIN|IND//det//18 skola//NN|UTR|SIN|IND|NOM//obl//2 ,//MID//punct//18 dels//KN//advmod//22 som//KN//mark//22 element//NN|NEU|SIN|IND|NOM//appos//18 i//PP//case//25 en//DT|UTR|SIN|IND//det//25 struktur//NN|UTR|SIN|IND|NOM//nmod//22 vari//HA//advmod//29 varje//DT|UTR/NEU|SIN|IND//det//28 skola//NN|UTR|SIN|IND|NOM//nsubj//29 ingår//VB|PRS|AKT//acl:relcl//25 ,//MID//punct//31 kommunalt//AB|POS//advmod//29 eller//KN//cc//33 nationellt//AB|POS//conj//29 .//MAD//punct//2
