Demokrati på svenska?;Om//SN//case//2 strukturell//JJ|POS|UTR|SIN|IND|NOM//amod//2 diskriminering//NN|UTR|SIN|IND|NOM//ROOT//2 och//KN//cc//5 politiskt//JJ|POS|NEU|SIN|IND|NOM//amod//5 deltagande//NN|NEU|SIN|IND|NOM//conj//2
Förord;Demokratin//NN|UTR|SIN|DEF|NOM//nsubj//54 har//VB|PRS|AKT//aux//54 alltid//AB//advmod//54 haft//VB|SUP|AKT//parataxis//5 en//DT|UTR|SIN|IND//det//56 tendens//NN|UTR|SIN|IND|NOM//obj//54 att//IE//mark//58 exkludera//VB|INF|AKT//acl//56 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//60 grupper//NN|UTR|PLU|IND|NOM//obj//58 som//HP|-|-|-//nsubj:pass//62 andrafierades//VB|PRT|SFO//acl:relcl//60 av//PP//case//64 dem//PN|UTR/NEU|PLU|DEF|OBJ//obl//62 som//HP|-|-|-//nsubj//66 hade//VB|PRT|AKT//acl:relcl//64 makt//NN|UTR|SIN|IND|NOM//obj//66 och//KN//cc//69 kontroll//NN|UTR|SIN|IND|NOM//conj//67 över//PP//case//74 det//DT|NEU|SIN|DEF//det//73 politiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//73 systemets//NN|NEU|SIN|DEF|GEN//nmod:poss//74 reproduktion//NN|UTR|SIN|IND|NOM//nmod//69 .//MID//punct//54
Förord;Dessa//DT|UTR/NEU|PLU|DEF//det//77 grupper//NN|UTR|PLU|IND|NOM//nsubj:pass//78 betraktades//VB|PRT|SFO//parataxis//54 inte//AB//advmod//78 som//KN//case//83 tillhörande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//83 den//DT|UTR|SIN|DEF//det//83 överlägsna//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//85 ”//PAD//punct//85 oss//PN|UTR|PLU|DEF|OBJ//obl//78 ”//PM|NOM//punct//54 och//KN//cc//92 därmed//AB//advmod//92 inte//AB//advmod//88 heller//AB//advmod//88 som//KN//mark//92 kapabla//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//54 att//IE//mark//94 delta//VB|INF|AKT//acl//92 i//PP//case//98 den//DT|UTR|SIN|DEF//det//98 demokratiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//98 processen//NN|UTR|SIN|DEF|NOM//obl//94 för//PP//case//100 kollektiv//JJ|POS|UTR|SIN|IND|NOM//amod//101 beslutfattande//NN|NEU|SIN|IND|NOM//obl//94 .//MAD//punct//5
Förord;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//107 är//VB|PRS|AKT//cop//107 inte//AB//advmod//107 bara//AB//advmod//107 kvinnor//NN|UTR|PLU|IND|NOM//parataxis//5 som//HP|-|-|-//nsubj//110 kan//VB|PRS|AKT//aux//110 vittna//VB|INF|AKT//acl:relcl//107 om//PP//case//114 demokratins//NN|UTR|SIN|DEF|GEN//nmod:poss//114 exkluderande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//114 historia//NN|UTR|SIN|IND|NOM//obl//110 utan//KN//cc//117 också//AB//advmod//117 stigmatiserade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//conj//110 etniska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//121 och//KN//cc//120 religiösa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//118 grupper//NN|UTR|PLU|IND|NOM//obj//117 .//MID//punct//107
Förord;Det//DT|NEU|SIN|DEF//det//125 demokratiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//125 systemets//NN|NEU|SIN|DEF|GEN//nmod:poss//129 exkluderande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//129 och//KN//cc//128 diskriminerande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//126 egenskaper//NN|UTR|PLU|IND|NOM//nsubj//130 hör//VB|PRS|AKT//parataxis//107 dock//AB//advmod//130 inte//AB//advmod//130 bara//AB//advmod//130 till//PP//case//136 dess//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//136 förflutna//PC|PRF|UTR/NEU|SIN|DEF|NOM//obl//130 .//MAD//punct//107
Förord;Demokratierna//NN|UTR|PLU|DEF|NOM//nsubj//4 i//PP//case//3 dagens//NN|UTR|SIN|DEF|GEN//nmod:poss//3 Europa//PM|NOM//nmod//0 visar//VB|PRS|AKT//ROOT//4 prov//NN|NEU|SIN|IND|NOM//obj//4 på//PP//case//7 kategorisering//NN|UTR|SIN|IND|NOM//nmod//5 och//KN//cc//9 stigmatisering//NN|UTR|SIN|IND|NOM//conj//7 av//PP//case//11 personer//NN|UTR|PLU|IND|NOM//nmod//9 med//PP//case//17 annan//JJ|POS|UTR|SIN|IND|NOM//amod//17 etnisk//JJ|POS|UTR|SIN|IND|NOM//amod//17 och//KN//cc//16 religiös//JJ|POS|UTR|SIN|IND|NOM//conj//14 tillhörighet//NN|UTR|SIN|IND|NOM//nmod//11 än//KN//mark//19 majoritetssamhället//NN|NEU|SIN|DEF|NOM//obl//4 vilken//HP|UTR|SIN|IND//nsubj//24 i//PP//case//23 sin//PS|UTR|SIN|DEF//nmod:poss//23 tur//NN|UTR|SIN|IND|NOM//obl//24 förstärker//VB|PRS|AKT//ccomp//4 deras//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//26 exkludering//NN|UTR|SIN|IND|NOM//obj//24 och//KN//cc//28 marginalisering//NN|UTR|SIN|IND|NOM//conj//26 i//PP//case//30 samhället//NN|NEU|SIN|DEF|NOM//nmod//28 .//MID//punct//4
Förord;Idag//AB//advmod//33 härjar//VB|PRS|AKT//conj//4 högerpopulistiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//37 och//KN//cc//36 främlingsfientliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//34 partier//NN|NEU|PLU|IND|NOM//obj//33 runt//AB//advmod//41 om//AB//fixed//38 i//PP//case//41 Europa//PM|NOM//obl//33 .//MID//punct//33
Förord;Dessa//DT|UTR/NEU|PLU|DEF//det//44 partiers//NN|UTR|PLU|IND|GEN//nmod:poss//45 framgångar//NN|UTR|PLU|IND|NOM//nsubj//47 har//VB|PRS|AKT//aux//47 förstärkt//VB|SUP|AKT//parataxis//33 den//DT|UTR|SIN|DEF//det//52 institutionella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//52 och//KN//cc//51 strukturella//JJ|POS|UTR/NEU|SIN|DEF|NOM//conj//49 diskrimineringen//NN|UTR|SIN|DEF|NOM//obj//47 inte//AB//advmod//58 bara//AB//advmod//58 inom//PP//case//58 det//DT|NEU|SIN|DEF//det//58 politiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//58 systemet//NN|NEU|SIN|DEF|NOM//obl//47 ,//MID//punct//66 utan//KN//cc//66 också//AB//advmod//66 i//PP//case//66 en//DT|UTR|SIN|IND//det//64 rad//NN|UTR|SIN|IND|NOM//nmod//66 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//66 samhällsområden//NN|NEU|PLU|IND|NOM//conj//58 .//MAD//punct//4
Förord;Sverige//PM|NOM//nsubj//72 är//VB|PRS|AKT//cop//72 inte//AB//advmod//72 något//DT|NEU|SIN|IND//det//72 undantag//NN|NEU|SIN|IND|NOM//parataxis//4 .//MAD//punct//72
Förord;Vi//PN|UTR|PLU|DEF|SUB//nsubj//76 har//VB|PRS|AKT//aux//76 haft//VB|SUP|AKT//parataxis//72 Ny//JJ|POS|UTR|SIN|IND|NOM//amod//78 demokrati//NN|UTR|SIN|IND|NOM//obj//76 som//HP|-|-|-//nsubj//81 har//VB|PRS|AKT//aux//81 skapat//VB|SUP|AKT//acl:relcl//78 en//DT|UTR|SIN|IND//det//83 tradition//NN|UTR|SIN|IND|NOM//obj//81 av//PP//case//87 legitim//JJ|POS|UTR|SIN|IND|NOM//amod//87 politisk//JJ|POS|UTR|SIN|IND|NOM//amod//87 demonisering//NN|UTR|SIN|IND|NOM//nmod//83 av//PP//case//92 ”//PM|NOM//punct//91 de//DT|UTR/NEU|PLU|DEF//det//91 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//92 ”//RG|NOM//obl//81 .//MAD//punct//76
Förord;Ny//JJ|POS|UTR|SIN|IND|NOM//amod//95 demokrati//NN|UTR|SIN|IND|NOM//nsubj//99 var//VB|PRT|AKT//cop//99 dock//AB//advmod//99 inte//AB//advmod//99 ensam//JJ|POS|UTR|SIN|IND|NOM//conj//76 om//PP//case//101 det//PN|NEU|SIN|DEF|SUB/OBJ//obl//99 ,//MID//punct//76 och//KN//cc//107 som//HP|-|-|-//case//107 utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//107 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//107 rapporter//NN|UTR|PLU|IND|NOM//conj//76 som//HP|-|-|-//nsubj//109 är//VB|PRS|AKT//acl:relcl//107 i//PP//case//111 slutfasen//NN|UTR|SIN|DEF|NOM//obl//109 för//PP//case//113 publicering//NN|UTR|SIN|IND|NOM//nmod//111 kommer//VB|PRS|AKT//aux//116 att//IE//mark//116 visa//VB|INF|AKT//conj//76 ,//MID//punct//118 fanns//VB|PRT|SFO//conj//76 en//DT|UTR|SIN|IND//det//120 rad//NN|UTR|SIN|IND|NOM//nmod//122 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//122 partier//NN|NEU|PLU|IND|NOM//nsubj//118 och//KN//cc//125 politiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//125 aktörer//NN|UTR|PLU|IND|NOM//conj//122 som//HP|-|-|-//nsubj//129 var//VB|PRT|AKT//cop//129 ytterst//AB|SUV//advmod//129 engagerade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//acl:relcl//125 i//PP//case//131 exkluderingen//NN|UTR|SIN|DEF|NOM//obl//129 av//PP//case//133 personer//NN|UTR|PLU|IND|NOM//nmod//131 och//KN//cc//135 grupper//NN|UTR|PLU|IND|NOM//conj//133 med//PP//case//137 invandrarbakgrund//NN|UTR|SIN|IND|NOM//nmod//135 .//MAD//punct//125
Förord;Ny//JJ|POS|UTR|SIN|IND|NOM//amod//140 demokrati//NN|UTR|SIN|IND|NOM//nsubj//142 har//VB|PRS|AKT//aux//142 lämnat//VB|SUP|AKT//conj//76 den//DT|UTR|SIN|DEF//det//145 politiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//145 scenen//NN|UTR|SIN|DEF|NOM//obj//142 men//KN//cc//149 dess//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//148 arv//NN|NEU|SIN|IND|NOM//nsubj:pass//149 tas//VB|PRS|SFO//conj//142 väl//AB|POS//advmod//149 tillvara//PL//compound:prt//149 av//PP//case//154 etablerade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//154 partier//NN|NEU|PLU|IND|NOM//nmod//151 och//KN//cc//158 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//158 politiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//158 aktörer//NN|UTR|PLU|IND|NOM//conj//154 i//PP//case//161 dagens//NN|UTR|SIN|DEF|GEN//nmod:poss//161 Sverige//PM|NOM//nmod//158 .//MAD//punct//76
Förord;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//3 är//VB|PRS|AKT//cop//3 ytterst//AB|SUV//advmod//3 viktigt//JJ|POS|NEU|SIN|IND|NOM//ROOT//3 att//IE//mark//5 generera//VB|INF|AKT//csubj//3 kunskap//NN|UTR|SIN|IND|NOM//obj//5 om//PP//case//9 de//DT|UTR/NEU|PLU|DEF//det//9 mekanismer//NN|UTR|PLU|IND|NOM//obl//5 som//HP|-|-|-//nsubj//11 exkluderar//VB|PRS|AKT//acl:relcl//9 många//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//13 grupper//NN|UTR|PLU|IND|NOM//obj//11 från//PP//case//16 politiskt//JJ|POS|NEU|SIN|IND|NOM//amod//16 inflytande//NN|NEU|SIN|IND|NOM//obl//11 .//MAD//punct//3
Förord;Den//DT|UTR|SIN|DEF//det//20 ökade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//20 marginaliseringen//NN|UTR|SIN|DEF|NOM//appos//3 och//KN//cc//22 stigmatiseringen//NN|UTR|SIN|DEF|NOM//conj//20 av//PP//case//24 personer//NN|UTR|PLU|IND|NOM//nmod//22 med//PP//case//26 invandrarbakgrund//NN|UTR|SIN|IND|NOM//nmod//24 och//KN//cc//29 deras//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//29 barn//NN|NEU|PLU|IND|NOM//conj//26 ,//MID//punct//31 gör//VB|PRS|AKT//conj//3 att//SN//mark//35 vi//PN|UTR|PLU|DEF|SUB//nsubj//35 måste//VB|PRS|AKT//aux//35 utvidga//VB|INF|AKT//ccomp//31 det//DT|NEU|SIN|DEF//det//38 politiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//38 systemet//NN|NEU|SIN|DEF|NOM//obj//35 så//AB//mark//44 att//SN//fixed//39 de//DT|UTR/NEU|PLU|DEF//det//43 exkluderade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//43 grupper//NN|UTR|PLU|IND|NOM//nsubj//44 får//VB|PRS|AKT//advcl//35 möjlighet//NN|UTR|SIN|IND|NOM//obj//44 att//IE//mark//47 delta//VB|INF|AKT//acl//45 i//PP//case//49 demokratin//NN|UTR|SIN|DEF|NOM//obl//47 på//PP//case//52 lika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//52 villkor//NN|NEU|PLU|IND|NOM//obl//47 .//MAD//punct//3
Förord;Den//DT|UTR|SIN|DEF//det//56 franska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//56 förortsrevolten//NN|UTR|SIN|DEF|NOM//nsubj//58 har//VB|PRS|AKT//aux//58 fått//VB|SUP|AKT//parataxis//3 många//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//60 politiker//NN|UTR|PLU|IND|NOM//obj//58 runt//AB//advmod//58 om//AB//obl//58 i//PP//case//64 Europa//PM|NOM//obl//58 och//KN//cc//68 även//AB//advmod//68 i//PP//case//68 länder//NN|NEU|PLU|IND|NOM//conj//58 med//PP//case//72 mer//AB|KOM//advmod//71 framgångsrik//JJ|POS|UTR|SIN|IND|NOM//amod//72 integrationspolitik//NN|UTR|SIN|IND|NOM//nmod//68 som//KN//mark//74 Kanada//PM|NOM//nmod//72 att//IE//mark//76 diskutera//VB|INF|AKT//acl//68 bristerna//NN|UTR|PLU|DEF|NOM//obj//76 i//PP//case//81 deras//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//81 politiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//81 system//NN|NEU|PLU|IND|NOM//obl//76 som//HP|-|-|-//nsubj//83 fungerar//VB|PRS|AKT//acl:relcl//81 exkluderande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//83 och//KN//cc//86 diskriminerande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//84 gentemot//PP//case//88 personer//NN|UTR|PLU|IND|NOM//obl//83 med//PP//case//90 invandrarbakgrund//NN|UTR|SIN|IND|NOM//nmod//88 .//MAD//punct//3
Förord;Vi//PN|UTR|PLU|DEF|SUB//nsubj//94 borde//VB|PRT|AKT//aux//94 göra//VB|INF|AKT//parataxis//3 detsamma//PN|NEU|SIN|DEF|SUB/OBJ//obj//94 .//MAD//punct//3
Förord;En//DT|UTR|SIN|IND//det//1 rad//NN|UTR|SIN|IND|NOM//nmod//2 studier//NN|UTR|PLU|IND|NOM//nsubj//8 som//HP|-|-|-//nsubj:pass//4 diskuteras//VB|PRS|SFO//acl:relcl//2 i//PP//case//7 denna//DT|UTR|SIN|DEF//det//7 rapport//NN|UTR|SIN|IND|NOM//obl//4 slår//VB|PRS|AKT//ROOT//8 fast//PL//compound:prt//8 att//SN//mark//15 det//DT|NEU|SIN|DEF//det//13 politiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//13 systemet//NN|NEU|SIN|DEF|NOM//nsubj:pass//15 har//VB|PRS|AKT//aux//15 misslyckats//VB|SUP|SFO//ccomp//8 med//PP//mark//18 att//IE//mark//18 garantera//VB|INF|AKT//advcl//15 reella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//20 möjligheter//NN|UTR|PLU|IND|NOM//obj//18 för//PP//case//22 personer//NN|UTR|PLU|IND|NOM//nmod//20 med//PP//case//24 invandrarbakgrund//NN|UTR|SIN|IND|NOM//nmod//22 att//IE//mark//26 delta//VB|INF|AKT//xcomp//18 i//PP//case//31 det//DT|NEU|SIN|DEF//det//31 etablerade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//31 politiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//31 systemet//NN|NEU|SIN|DEF|NOM//obl//26 på//PP//case//34 lika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//34 villkor//NN|NEU|PLU|IND|NOM//nmod//31 .//MAD//punct//8
Förord;Vi//PN|UTR|PLU|DEF|SUB//nsubj//37 har//VB|PRS|AKT//parataxis//8 i//PP//case//41 utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//41 första//RO|NOM//amod//41 rapport//NN|UTR|SIN|IND|NOM//obl//37 ,//MID//punct//43 Bortom//PP//conj//37 Vi//PN|UTR|PLU|DEF|SUB//nsubj//43 och//KN//cc//46 Dom//PN|UTR/NEU|PLU|DEF|SUB/OBJ//conj//44 ,//MID//punct//43 bl.a.//AB|AN//advmod//49 diskuterat//VB|SUP|AKT//conj//37 de//DT|UTR/NEU|PLU|DEF//det//52 politiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//52 mekanismerna//NN|UTR|PLU|DEF|NOM//obj//49 bakom//PP//case//54 konstruerandet//NN|NEU|SIN|DEF|NOM//obl//49 av//PP//case//57 ett//DT|NEU|SIN|IND//det//57 ”//NN|NEU|SIN|IND|NOM//nmod//54 vi//PN|UTR|PLU|DEF|SUB//nmod//54 ”//PM|NOM//punct//8 och//KN//cc//63 ett//DT|NEU|SIN|IND//det//62 ”//NN|NEU|SIN|IND|NOM//nmod//63 dom//PN|UTR/NEU|PLU|DEF|SUB/OBJ//conj//8 ”//RG|NOM//punct//63 .//MAD//punct//8
Förord;Vi//PN|UTR|PLU|DEF|SUB//nsubj//67 har//VB|PRS|AKT//parataxis//8 också//AB//advmod//67 belyst//VB|SUP|AKT//xcomp//67 det//DT|NEU|SIN|DEF//det//72 etablerade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//72 dilemmat//NN|NEU|SIN|DEF|NOM//obj//67 om//PP//case//76 politiskt//AB|POS//advmod//75 korrekta//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//76 deklarationer//NN|UTR|PLU|IND|NOM//obl//67 å//PP//case//79 ena//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//79 sidan//NN|UTR|SIN|DEF|NOM//nmod//76 och//KN//cc//82 de//DT|UTR/NEU|PLU|DEF//nsubj//82 facto//UO//conj//67 diskriminerande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//84 strukturer//NN|UTR|PLU|IND|NOM//obj//82 och//KN//cc//86 institutioner//NN|UTR|PLU|IND|NOM//conj//84 ,//MID//punct//90 å//PP//case//90 den//DT|UTR|SIN|DEF//det//90 andra//RO|NOM//conj//84 .//MAD//punct//8
