Aggressionsbrottet i svensk rätt och svensk straffrättslig domsrätt;Slutbetänkande//NN|NEU|SIN|IND|NOM//ROOT//0 av//PP//case//2 Aggressionsbrottsutredningen//NN|UTR|SIN|DEF|NOM//nmod//0
Till statsrådet och chefen för Justitiedepartementet;rättssakkunnige//NN|UTR|SIN|IND|NOM//nmod//15 Daniel//PM|NOM//appos//12 Brunson//PM|NOM//flat:name//15 ,//MID//punct//15 Justitiedepartementet//PM|NOM//conj//15 ,//MID//punct//18 specialrådgivaren//NN|UTR|SIN|DEF|NOM//nmod//21 Ola//PM|NOM//conj//15 Engdahl//PM|NOM//flat:name//21 ,//MID//punct//24 Utrikesdepartementet//NN|NEU|SIN|DEF|NOM//conj//21 ,//MID//punct//21 advokaten//NN|UTR|SIN|DEF|NOM//nmod//27 Susanne//PM|NOM//nmod//21 Feinsilber//PM|NOM//flat:name//27 ,//MID//punct//30 hovrättsrådet//NN|NEU|SIN|DEF|NOM//conj//27 ,//MID//punct//27 tillika//AB//amod//34 vice//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//34 ordföranden//NN|UTR|SIN|DEF|NOM//conj//21 ,//MID//punct//36 Sven//PM|NOM//conj//15 Jönson//PM|NOM//flat:name//36 ,//MID//punct//36 särskilda//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//40 utredaren//NN|UTR|SIN|DEF|NOM//nmod//41 Maria//PM|NOM//conj//15 Kelt//PM|NOM//flat:name//41 ,//MID//punct//41 kammaråklagaren//NN|UTR|SIN|DEF|NOM//nmod//45 Hanna//PM|NOM//conj//15 Lemoine//PM|NOM//flat:name//45 och//KN//cc//48 professor//NN|UTR|SIN|IND|NOM//nmod//49 Pål//PM|NOM//conj//15 Wrange//PM|NOM//flat:name//49 .//MAD//punct//12
Till statsrådet och chefen för Justitiedepartementet;Sekreterare//NN|UTR|SIN|IND|NOM//nsubj//3 i//PP//case//2 utredningen//NN|UTR|SIN|DEF|NOM//nmod//0 har//VB|PRS|AKT//ROOT//3 från//PP//case//9 och//KN//fixed//4 med//PP//fixed//4 den//DT|UTR|SIN|DEF//det//9 26//RG|NOM//nummod//9 oktober//NN|UTR|SIN|IND|NOM//obl//3 2017//RG|NOM//nummod//9 varit//VB|SUP|AKT//cop//12 hovrättsassessorn//NN|UTR|SIN|DEF|NOM//obj//3 Anna//PM|NOM//flat:name//12 Dieden//PM|NOM//flat:name//13 .//MAD//punct//3
Till statsrådet och chefen för Justitiedepartementet;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//12 ,//MID//punct//0 som//HP|-|-|-//nsubj//4 har//VB|PRS|AKT//aux//4 antagit//VB|SUP|AKT//acl:relcl//0 namnet//NN|NEU|SIN|DEF|NOM//nmod//6 Aggressionsbrottsutredningen//NN|UTR|SIN|DEF|NOM//obj//4 (//PAD//punct//6 Ju//NN|AN//advmod//9 2017:13//RG|NOM//appos//6 )//PAD//punct//6 ,//MID//punct//0 lämnade//VB|PRT|AKT//ROOT//12 i//PP//case//14 maj//NN|UTR|SIN|IND|NOM//obl//12 2018//RG|NOM//nummod//14 delbetänkandet//NN|NEU|SIN|DEF|NOM//conj//12 Aggressionsbrottet//NN|NEU|SIN|DEF|NOM//obj//12 och//KN//cc//19 ändringar//NN|UTR|PLU|IND|NOM//conj//17 i//PP//case//21 Romstadgan//PM|NOM//nmod//19  //_SP////21 (//PAD//punct//24 SOU//PM|NOM//obl//12 2018:33//RG|NOM//nummod//24 )//PAD//punct//24 ,//MID//punct//29 angående//PP//case//29 frågan//NN|UTR|SIN|DEF|NOM//conj//24 om//PP//case//31 Sverige//PM|NOM//nmod//29 bör//VB|PRS|AKT//aux//33 tillträda//VB|INF|AKT//conj//12 de//DT|UTR/NEU|PLU|DEF//det//36 aktuella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//36 ändringarna//NN|UTR|PLU|DEF|NOM//obj//33 i//PP//case//38 Romstadgan//PM|NOM//nmod//36 .//MAD//punct//12
Till statsrådet och chefen för Justitiedepartementet;Sedan//SN//mark//3 utredningen//NN|UTR|SIN|DEF|NOM//nsubj//3 nu//AB//advmod//3 behandlat//VB|SUP|AKT//advcl//11 de//DT|UTR/NEU|PLU|DEF//det//6 övriga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//6 frågor//NN|UTR|PLU|IND|NOM//obj//3 som//HP|-|-|-//nsubj:pass//8 omfattas//VB|PRS|SFO//acl:relcl//6 av//PP//case//10 utredningsuppdraget//NN|NEU|SIN|DEF|NOM//obl:agent//8 överlämnas//VB|PRS|SFO//ROOT//11 härmed//AB//advmod//11 slutbetänkandet//NN|NEU|SIN|DEF|NOM//nmod//14 Aggressionsbrottet//NN|NEU|SIN|DEF|NOM//nsubj:pass//11 i//PP//case//24 svensk//JJ|POS|UTR|SIN|IND|NOM//amod//24 rätt//NN|UTR|SIN|IND|NOM//amod//24 och//KN//cc//21 svensk//JJ|POS|UTR|SIN|IND|NOM//amod//21 straffrättslig//JJ|POS|UTR|SIN|IND|NOM//amod//21 domsrätt//NN|UTR|SIN|IND|NOM//conj//17  //_SP////21 (//PAD//punct//17 SOU//PM|NOM//obl//11 2018:87//RG|NOM//advmod//11 )//PAD//punct//11 .//MAD//punct//11
Till statsrådet och chefen för Justitiedepartementet;Utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//1 uppdrag//NN|NEU|SIN|IND|NOM//nsubj//4 är//VB|PRS|AKT//cop//4 därmed//AB//advmod//4 slutfört//PC|PRF|NEU|SIN|IND|NOM//ROOT//4 .//MAD//punct//4
Till statsrådet och chefen för Justitiedepartementet;Stockholm//PM|NOM//ROOT//0 i//PP//case//2 december//NN|UTR|SIN|IND|NOM//nmod//0 2018//RG|NOM//nummod//2
Till statsrådet och chefen för Justitiedepartementet;Carl//PM|NOM//ROOT//0 Henrik//PM|NOM//flat:name//0 Ehrenkrona//PM|NOM//flat//0 ///MID//cc//4 Anna//PM|NOM//conj//0 Dieden//PM|NOM//flat:name//4


1.1 Förslag till lag om ändring i brottsbalken;Härigenom//AB//advmod//1 föreskrivs//VB|PRS|SFO//ROOT//1 dels//KN//advmod//1  //_SP////2 att//SN//mark//9 2//RG|NOM//nummod//6 kap.//NN|AN//nmod//7 brottsbalken//NN|UTR|SIN|DEF|NOM//nsubj//9 ska//VB|PRS|AKT//aux//9 upphöra//VB|INF|AKT//ccomp//1 att//IE//mark//11 gälla//VB|INF|AKT//xcomp//9 ,//MID//punct//20 dels//KN//advmod//20  //_SP////13 att//SN//mark//20 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//20 i//PP//case//18 brottsbalken//NN|UTR|SIN|DEF|NOM//obl//20 ska//VB|PRS|AKT//aux//20 införas//VB|INF|SFO//conj//1 ett//DT|NEU|SIN|IND//det//23 nytt//JJ|POS|NEU|SIN|IND|NOM//amod//23 kapitel//NN|NEU|SIN|IND|NOM//nsubj:pass//20 ,//MID//punct//23 2//RG|NOM//nummod//26 kap.//NN|AN//appos//23 ,//MID//punct//26 med//PP//case//30 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//30 lydelse//NN|UTR|SIN|IND|NOM//obl//20 ,//MID//punct//30 dels//KN//advmod//40  //_SP////32 att//SN//fixed//32 22//RG|NOM//nummod//36 kap.//NN|AN//nmod//37 6//RG|NOM//dep//34 a–c//PM|NOM//fixed//32 §//NN|AN//nmod//40 §//NN|AN//conj//30 och//KN//cc//40 35//RG|NOM//nummod//43 kap.//NN|AN//conj//40 2//RG|NOM//nummod//45 §//NN|AN//nmod//46 brottsbalken//NN|UTR|SIN|DEF|NOM//obl//20 ska//VB|PRS|AKT//aux//48 ha//VB|INF|AKT//parataxis//1 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//50 lydelse//NN|UTR|SIN|IND|NOM//obj//48 .//MAD//punct//1

1.1 Förslag till lag om ändring i brottsbalken / 2 kap. Om svensk domstols behörighet Brott som har begåtts i Sverige;Behörighetens//NN|UTR|SIN|DEF|GEN//nmod:poss//1 omfattning//NN|UTR|SIN|IND|NOM//nsubj//8 1//RG|NOM//nummod//3 §//NN|AN//nmod//6  //_SP////3 Svensk//JJ|POS|UTR|SIN|IND|NOM//amod//6 domstol//NN|UTR|SIN|IND|NOM//nsubj//8 är//VB|PRS|AKT//cop//8 behörig//JJ|POS|UTR|SIN|IND|NOM//ROOT//8 att//IE//mark//10 döma//VB|INF|AKT//advcl//8 för//PP//case//12 brott//NN|NEU|PLU|IND|NOM//obl//10 som//HP|-|-|-//nsubj//14 har//VB|PRS|AKT//acl:relcl//12 begåtts//VB|SUP|SFO//obj//14 i//PP//case//17 Sverige//PM|NOM//nmod//15 .//MAD//punct//8
1.1 Förslag till lag om ändring i brottsbalken / 2 kap. Om svensk domstols behörighet Brott som har begåtts i Sverige;Ett//DT|NEU|SIN|IND//det//1 brott//NN|NEU|SIN|IND|NOM//nsubj:pass//2 anses//VB|PRS|SFO//ROOT//2 vara//VB|INF|AKT//cop//4 begånget//NN|NEU|SIN|DEF|NOM//xcomp//2 i//PP//case//6 Sverige//PM|NOM//nmod//4 om//PP//mark//9 gärningsmannen//NN|UTR|SIN|DEF|NOM//nsubj//9 handlade//VB|PRT|AKT//advcl//2 eller//KN//cc//14 ,//MID//punct//14 vid//PP//case//14 straffbar//JJ|POS|UTR|SIN|IND|NOM//amod//14 underlåtenhet//NN|UTR|SIN|IND|NOM//conj//9 ,//MID//punct//18 borde//VB|PRT|AKT//aux//18 ha//VB|INF|AKT//aux//18 handlat//VB|SUP|AKT//conj//2 här//AB//advmod//18 .//MAD//punct//2
1.1 Förslag till lag om ändring i brottsbalken / 2 kap. Om svensk domstols behörighet Brott som har begåtts i Sverige;Vid//PP//case//22 tillämpning//NN|UTR|SIN|IND|NOM//obl//34 av//PP//case//24 straffbestämmelser//NN|UTR|PLU|IND|NOM//nmod//22 enligt//PP//mark//30 vilka//HP|UTR/NEU|PLU|IND//obl//30 gärningen//NN|UTR|SIN|DEF|NOM//nsubj//30 ska//VB|PRS|AKT//aux//30 ha//VB|INF|AKT//aux//30 medfört//VB|SUP|AKT//acl//22 en//DT|UTR|SIN|IND//det//33 viss//JJ|POS|UTR|SIN|IND|NOM//amod//33 effekt//NN|UTR|SIN|IND|NOM//obj//30 anses//VB|PRS|SFO//conj//2 brottet//NN|NEU|SIN|DEF|NOM//nsubj:pass//34 vara//VB|INF|AKT//cop//37 begånget//NN|NEU|SIN|DEF|NOM//xcomp//34 i//PP//case//39 Sverige//PM|NOM//nmod//37 också//AB//advmod//37 i//PP//case//43 de//DT|UTR/NEU|PLU|DEF//det//43 fall//NN|NEU|PLU|IND|NOM//obl//34 då//HA//advmod//46 effekten//NN|UTR|SIN|DEF|NOM//nsubj//46 inträdde//VB|PRT|AKT//advcl//34 i//PP//case//48 Sverige//PM|NOM//obl//46 eller//KN//cc//52 ,//MID//punct//52 vid//PP//case//52 försök//NN|NEU|SIN|IND|NOM//conj//48 ,//MID//punct//58 enligt//PP//case//55 brottsplanen//NN|UTR|SIN|DEF|NOM//obl//58 sannolikt//AB|POS//advmod//58 skulle//VB|PRT|AKT//aux//58 ha//VB|INF|AKT//aux//59 inträtt//VB|SUP|AKT//xcomp//34 här//AB//advmod//59 .//MAD//punct//2
1.1 Förslag till lag om ändring i brottsbalken / 2 kap. Om svensk domstols behörighet Brott som har begåtts i Sverige;Ett//DT|NEU|SIN|IND//det//1 brott//NN|NEU|SIN|IND|NOM//nsubj:pass//9 som//HP|-|-|-//nsubj//3 utgör//VB|PRS|AKT//acl:relcl//1 medverkan//NN|UTR|SIN|IND|NOM//obj//3 till//PP//case//7 annans//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//7 brott//NN|NEU|SIN|IND|NOM//nmod//4 ,//MID//punct//9 anses//VB|PRS|SFO//ROOT//9 vara//VB|INF|AKT//cop//11 begånget//PC|PRF|NEU|SIN|IND|NOM//xcomp//9 i//PP//case//13 Sverige//PM|NOM//nmod//11 om//PP//mark//17 den//DT|UTR|SIN|DEF//det//16 medverkande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//nsubj//17 handlade//VB|PRT|AKT//advcl//9 eller//KN//cc//22 ,//MID//punct//22 vid//PP//case//22 straffbar//JJ|POS|UTR|SIN|IND|NOM//amod//22 underlåtenhet//NN|UTR|SIN|IND|NOM//conj//17 ,//MID//punct//26 borde//VB|PRT|AKT//aux//26 ha//VB|INF|AKT//aux//26 handlat//VB|SUP|AKT//conj//9 här//AB//advmod//26 .//MAD//punct//9
1.1 Förslag till lag om ändring i brottsbalken / 2 kap. Om svensk domstols behörighet Brott som har begåtts i Sverige;I//PP//case//31 de//DT|UTR/NEU|PLU|DEF//det//31 fall//NN|NEU|PLU|IND|NOM//obl//9 då//HA//advmod//35 gärningsmannens//NN|UTR|SIN|DEF|GEN//nmod:poss//34 brott//NN|NEU|SIN|IND|NOM//nsubj//35 är//VB|PRS|AKT//acl:relcl//31 att//IE//mark//37 anse//VB|INF|AKT//csubj//31 som//KN//case//39 begånget//NN|NEU|SIN|DEF|NOM//obl//37 i//PP//case//41 Sverige//PM|NOM//nmod//39 ,//MID//punct//9 är//VB|PRS|AKT//cop//49 den//DT|UTR|SIN|DEF//det//46 medverkandes//NN|UTR|SIN|IND|GEN//amod//46 brott//NN|NEU|SIN|IND|NOM//nsubj//49 också//AB//advmod//49 att//IE//mark//49 anse//VB|INF|AKT//parataxis//9 som//KN//case//51 begånget//NN|NEU|SIN|DEF|NOM//obl//49 här//AB//advmod//49 .//MAD//punct//9
1.1 Förslag till lag om ändring i brottsbalken / 2 kap. Om svensk domstols behörighet Brott som har begåtts i Sverige;Om//SN//mark//3 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//3 är//VB|PRS|AKT//cop//3 ovisst//JJ|POS|NEU|SIN|IND|NOM//advcl//8 var//VB|PRT|AKT//cop//8 ett//DT|NEU|SIN|IND//det//6 brott//NN|NEU|SIN|IND|NOM//nsubj:pass//8 har//VB|PRS|AKT//aux//8 begåtts//VB|SUP|SFO//nsubj:pass//12 ,//MID//punct//12 ska//VB|PRS|AKT//aux//12 brottet//NN|NEU|SIN|DEF|NOM//nsubj:pass//12 anses//VB|INF|SFO//ROOT//12 vara//VB|INF|AKT//cop//14 begånget//PC|PRF|NEU|SIN|IND|NOM//xcomp//12 i//PP//case//16 Sverige//PM|NOM//nmod//14 om//SN//mark//19 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//19 finns//VB|PRS|SFO//advcl//12 skälig//JJ|POS|UTR|SIN|IND|NOM//amod//21 anledning//NN|UTR|SIN|IND|NOM//nsubj//19 att//IE//mark//23 anta//VB|INF|AKT//acl//21 att//SN//mark//27 så//AB//advmod//27 är//VB|PRS|AKT//cop//27 fallet//NN|NEU|SIN|DEF|NOM//ccomp//23 .//MAD//punct//12
1.1 Förslag till lag om ändring i brottsbalken / 2 kap. Om svensk domstols behörighet Brott som har begåtts i Sverige;Krav//NN|NEU|PLU|IND|NOM//nsubj:pass//14 på//PP//case//4 åtalsförordnande//NN|NEU|SIN|IND|NOM//amod//4 2//RG|NOM//nummod//4 §//NN|AN//nmod//0  //_SP////4 Brott//NN|NEU|SIN|IND|NOM//nmod//4 som//HP|-|-|-//nsubj:pass//8 avses//VB|PRS|SFO//acl:relcl//6 i//PP//case//11 1//RG|NOM//nummod//11 §//NN|AN//obl//8 får//VB|PRS|AKT//aux//14 inte//AB//advmod//14 åtalas//VB|INF|SFO//ROOT//14 utan//PP//mark//19 att//SN//mark//19 åtalsförordnande//NN|NEU|SIN|IND|NOM//nsubj:pass//19 har//VB|PRS|AKT//aux//19 meddelats//VB|SUP|SFO//advcl//14 ,//MID//punct//19 om//PP//obl//14 brottet//NN|NEU|SIN|DEF|NOM//nmod//23 1//RG|NOM//dep//21 .//MID//punct//14
1.1 Förslag till lag om ändring i brottsbalken / 2 kap. Om svensk domstols behörighet Brott som har begåtts i Sverige;har//VB|PRS|AKT//aux//26 begåtts//VB|SUP|SFO//parataxis//14 på//PP//case//30 ett//DT|NEU|SIN|IND//det//30 utländskt//JJ|POS|NEU|SIN|IND|NOM//amod//30 fartyg//NN|NEU|SIN|IND|NOM//nmod//26 eller//KN//cc//32 luftfartyg//NN|NEU|SIN|IND|NOM//conj//30 av//PP//case//35 en//DT|UTR|SIN|IND//det//35 utlänning//NN|UTR|SIN|IND|NOM//nmod//32 som//HP|-|-|-//nsubj//38 var//VB|PRT|AKT//cop//38 befälhavare//NN|UTR|SIN|IND|NOM//acl:relcl//26 på//PP//case//40 fartyget//NN|NEU|SIN|DEF|NOM//nmod//38 eller//KN//cc//42 tillhörde//VB|PRT|AKT//conj//14 dess//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//44 besättning//NN|UTR|SIN|IND|NOM//obj//42 eller//KN//cc//47 annars//AB//advmod//47 följde//VB|PRT|AKT//conj//42 med//PL//compound:prt//47 på//PP//case//50 fartyget//NN|NEU|SIN|DEF|NOM//obl//47 och//KN//cc//52 brottet//NN|NEU|SIN|DEF|NOM//conj//50 riktade//VB|PRT|AKT//conj//14 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//53 mot//PP//case//58 en//DT|UTR|SIN|IND//det//58 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//58 utlänning//NN|UTR|SIN|IND|NOM//obl//53 eller//KN//cc//62 mot//PP//case//62 utländskt//JJ|POS|NEU|SIN|IND|NOM//amod//62 intresse//NN|NEU|SIN|IND|NOM//conj//58 ,//MID//punct//62 2//RG|NOM//nummod//62 .//MAD//punct//14
1.1 Förslag till lag om ändring i brottsbalken / 2 kap. Om svensk domstols behörighet Brott som har begåtts i Sverige;har//VB|PRS|AKT//conj//14 begåtts//VB|SUP|SFO//obj//66 av//PP//case//70 en//DT|UTR|SIN|IND//det//70 utlänning//NN|UTR|SIN|IND|NOM//nmod//67 i//PP//case//72 utövningen//NN|UTR|SIN|DEF|NOM//nmod//70 av//PP//case//74 tjänst//NN|UTR|SIN|IND|NOM//nmod//72 eller//KN//cc//76 uppdrag//NN|NEU|SIN|IND|NOM//conj//72 som//HP|-|-|-//nsubj//78 innefattar//VB|PRS|AKT//acl:relcl//76 allmän//JJ|POS|UTR|SIN|IND|NOM//amod//80 ställning//NN|UTR|SIN|IND|NOM//obj//78 hos//PP//case//84 en//DT|UTR|SIN|IND//det//84 annan//JJ|POS|UTR|SIN|IND|NOM//amod//84 stat//NN|UTR|SIN|IND|NOM//obl//78 eller//KN//cc//88 en//DT|UTR|SIN|IND//det//88 mellanfolklig//JJ|POS|UTR|SIN|IND|NOM//amod//88 organisation//NN|UTR|SIN|IND|NOM//conj//84 ,//MID//punct//67 om//SN//mark//103 inte//AB//advmod//103 gärningsmannen//NN|UTR|SIN|DEF|NOM//nsubj//103 genom//PP//case//95 vilseledande//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//95 uppgifter//NN|UTR|PLU|IND|NOM//nmod//92 ,//MID//punct//97 förklädnad//NN|UTR|SIN|IND|NOM//conj//95 eller//KN//cc//101 på//PP//case//101 annat//JJ|POS|NEU|SIN|IND|NOM//amod//101 sätt//NN|NEU|SIN|IND|NOM//conj//95 har//VB|PRS|AKT//aux//103 försökt//VB|SUP|AKT//advcl//66 dölja//VB|INF|AKT//xcomp//103 i//PP//case//107 vilken//HD|UTR|SIN|IND//det//107 egenskap//NN|UTR|SIN|IND|NOM//obl//104 han//PN|UTR|SIN|DEF|SUB//nsubj//112 eller//KN//cc//110 hon//PN|UTR|SIN|DEF|SUB//conj//108 har//VB|PRS|AKT//aux//112 handlat//VB|SUP|AKT//acl:relcl//107 ,//MID//punct//112 3//RG|NOM//nummod//107 .//MAD//punct//14
