
FoU;Delbetänkande//NN|NEU|SIN|IND|NOM//ROOT//0 från//PP//case//2 Utredningen//NN|UTR|SIN|DEF|NOM//nmod//0 ”//PAD//punct//0 Översyn//NN|UTR|SIN|IND|NOM//appos//0 av//PP//case//6 forskning//NN|UTR|SIN|IND|NOM//nmod//4 och//KN//cc//8 utveckling//NN|UTR|SIN|IND|NOM//conj//6 inom//PP//case//10 totalförsvaret//NN|NEU|SIN|DEF|NOM//nmod//8 ”//RG|NOM//punct//0
7.2 Försvarets forskningsanstalt (FOA);Forskningen//NN|UTR|SIN|DEF|NOM//nsubj:pass//3 inom//PP//case//2 säkerhetspolitik//NN|UTR|SIN|IND|NOM//nmod//0 leds//VB|PRS|SFO//ROOT//3 av//PP//case//6 en//DT|UTR|SIN|IND//det//6 professor//NN|UTR|SIN|IND|NOM//obl:agent//3 i//PP//case//8 säkerhetspolitik//NN|UTR|SIN|IND|NOM//nmod//6 och//KN//cc//10 strategi//NN|UTR|SIN|IND|NOM//conj//8 och//KN//cc//12 innefattar//VB|PRS|AKT//conj//3 ytterligare//AB|KOM//advmod//14 fyra//RG|NOM//nummod//16 disputerade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//16 forskare//NN|UTR|PLU|IND|NOM//obj//12 och//KN//cc//19 flera//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//19 doktorander//NN|UTR|PLU|IND|NOM//conj//16 .//MAD//punct//3
7.2 Försvarets forskningsanstalt (FOA);Kompetensen//NN|UTR|SIN|DEF|NOM//nsubj//23 är//VB|PRS|AKT//cop//23 bred//JJ|POS|UTR|SIN|IND|NOM//parataxis//3 inom//PP//case//27 det//DT|NEU|SIN|DEF//det//27 säkerhetspolitiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//27 området//NN|NEU|SIN|DEF|NOM//obl//23 och//KN//cc//29 gäller//VB|PRS|AKT//conj//23 såväl//KN//advmod//31 europeiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//obj//29 som//KN//case//36 ryska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//36 och//KN//cc//35 amerikanska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//33 förhållanden//NN|NEU|PLU|IND|NOM//conj//31 .//MAD//punct//23
7.2 Försvarets forskningsanstalt (FOA);Forskningen//NN|UTR|SIN|DEF|NOM//nsubj:pass//5 inom//PP//case//2 teknik//NN|UTR|SIN|IND|NOM//nmod//0 och//KN//cc//4 taktik//NN|UTR|SIN|IND|NOM//conj//2 leds//VB|PRS|SFO//ROOT//5 av//PP//case//8 en//DT|UTR|SIN|IND//det//8 professor//NN|UTR|SIN|IND|NOM//obl:agent//5 i//PP//case//10 militärteknik//NN|UTR|SIN|IND|NOM//nmod//8 .//MAD//punct//5
7.2 Försvarets forskningsanstalt (FOA);Forskningen//NN|UTR|SIN|DEF|NOM//nsubj:pass//3 inom//PP//case//2 krishantering//NN|UTR|SIN|IND|NOM//nmod//0 leds//VB|PRS|SFO//ROOT//3 av//PP//case//6 en//DT|UTR|SIN|IND//det//6 professor//NN|UTR|SIN|IND|NOM//obl:agent//3 i//PP//case//8 statskunskap//NN|UTR|SIN|IND|NOM//nmod//6 och//KN//cc//10 forskargruppen//NN|UTR|SIN|DEF|NOM//conj//8 innefattar//VB|PRS|AKT//conj//3 ytterligare//AB|KOM//advmod//13 en//DT|UTR|SIN|IND//det//15 disputerad//PC|PRF|UTR|SIN|IND|NOM//amod//15 forskare//NN|UTR|SIN|IND|NOM//obj//11 och//KN//cc//18 flera//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//18 doktorander//NN|UTR|PLU|IND|NOM//conj//15 .//MAD//punct//3
7.2 Försvarets forskningsanstalt (FOA);Kompetensen//NN|UTR|SIN|DEF|NOM//nsubj//21 gäller//VB|PRS|AKT//parataxis//3 krishantering//NN|UTR|SIN|IND|NOM//obj//21 ur//PP//case//26 ett//DT|NEU|SIN|IND//det//26 statsvetenskapligt//JJ|POS|NEU|SIN|IND|NOM//amod//26 perspektiv//NN|NEU|SIN|IND|NOM//nmod//22 .//MAD//punct//3
7.2 Försvarets forskningsanstalt (FOA);Forskningen//NN|UTR|SIN|DEF|NOM//nsubj:pass//3 inom//PP//case//2 ekonomi//NN|UTR|SIN|IND|NOM//nmod//0 leds//VB|PRS|SFO//ROOT//3 av//PP//case//7 en//DT|UTR|SIN|IND//det//7 doktorskompetent//JJ|POS|UTR|SIN|IND|NOM//amod//7 forskare//NN|UTR|SIN|IND|NOM//obl:agent//3 och//KN//cc//9 sker//VB|PRS|AKT//conj//3 i//PP//case//12 direkt//JJ|POS|UTR|SIN|IND|NOM//amod//12 samverkan//NN|UTR|SIN|IND|NOM//obl//9 med//PP//case//14 bl//NN|UTR|SIN|IND|NOM//nmod//12 a//PP//case//16 forskare//NN|UTR|SIN|IND|NOM//nmod//14 vid//PP//case//19 Örebro//PM|GEN//amod//19 universitet//NN|NEU|SIN|IND|NOM//nmod//16 .//MAD//punct//3
7.2 Försvarets forskningsanstalt (FOA);Gruppen//NN|UTR|SIN|DEF|NOM//nsubj//22 innehåller//VB|PRS|AKT//parataxis//3 flera//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//24 doktorander//NN|UTR|PLU|IND|NOM//obj//22 och//KN//cc//26 kompetensen//NN|UTR|SIN|DEF|NOM//conj//24 gäller//VB|PRS|AKT//conj//3 dels//KN//advmod//29 ekonomin//NN|UTR|SIN|DEF|NOM//obj//27 för//PP//case//33 icke//AB//advmod//32 vinstmaximerande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//33 organisationer//NN|UTR|PLU|IND|NOM//obl//27 ,//MID//punct//36 dels//KN//advmod//36 anpassningsproblematik//NN|UTR|SIN|IND|NOM//appos//33 .//MAD//punct//3
7.2 Försvarets forskningsanstalt (FOA);Forskningen//NN|UTR|SIN|DEF|NOM//nsubj:pass//3 inom//PP//case//2 militärhistoria//NN|UTR|SIN|IND|NOM//nmod//0 leds//VB|PRS|SFO//ROOT//3 av//PP//case//7 en//DT|UTR|SIN|IND//det//7 docentkompetent//JJ|POS|UTR|SIN|IND|NOM//amod//7 forskare//NN|UTR|SIN|IND|NOM//obl:agent//3 .//MAD//punct//3
7.2 Försvarets forskningsanstalt (FOA);Rekrytering//NN|UTR|SIN|IND|NOM//nsubj//16 av//PP//case//13 två//RG|NOM//nummod//13 doktorskompetenta//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//13 forskare//NN|UTR|PLU|IND|NOM//nmod//9 inom//PP//case//15 området//NN|NEU|SIN|DEF|NOM//nmod//13 pågår//VB|PRS|AKT//parataxis//3 .//MAD//punct//16
7.2 Försvarets forskningsanstalt (FOA);Forskningen//NN|UTR|SIN|DEF|NOM//nsubj:pass//3 inom//PP//case//2 folkrätt//NN|UTR|SIN|IND|NOM//nmod//0 leds//VB|PRS|SFO//ROOT//3 av//PP//case//6 en//DT|UTR|SIN|IND//det//6 professor//NN|UTR|SIN|IND|NOM//obl:agent//3 i//PP//case//8 folkrätt//NN|UTR|SIN|IND|NOM//nmod//6 och//KN//cc//10 forskargruppen//NN|UTR|SIN|DEF|NOM//conj//8 innefattar//VB|PRS|AKT//conj//3 två//RG|NOM//nummod//13 doktorander//NN|UTR|PLU|IND|NOM//obj//11 .//MAD//punct//3
7.2 Försvarets forskningsanstalt (FOA);7.4.4//RG|NOM//nsubj:pass//19 Hur//HA//advmod//18  //_SP////16 FHS-forskningen//NN|UTR|SIN|DEF|NOM//nsubj:pass//19 nyttiggörs//VB|PRS|SFO//parataxis//3
7.2 Försvarets forskningsanstalt (FOA);FHS//PM|NOM//nsubj:pass//4 ://MID//punct//0 s//NN|NEU|SIN|IND|GEN//nummod//3 forskning//NN|UTR|SIN|IND|NOM//nsubj:pass//4 nyttiggörs//VB|PRS|SFO//ROOT//4 för//PP//case//7 totalförsvarets//NN|NEU|SIN|DEF|GEN//nmod:poss//7 behov//NN|NEU|SIN|IND|NOM//obl//4 dels//KN//advmod//10 genom//PP//case//10 kopplingen//NN|UTR|SIN|DEF|NOM//obl//4 till//PP//case//13 den//DT|UTR|SIN|DEF//det//13 utbildningsverksamhet//NN|UTR|SIN|IND|NOM//nmod//10 som//HP|-|-|-//nsubj:pass//15 bedrivs//VB|PRS|SFO//acl:relcl//13 ,//MID//punct//4 dels//KN//advmod//20 genom//PP//case//20 de//DT|UTR/NEU|PLU|DEF//det//20 projekt//NN|NEU|PLU|IND|NOM//obl//4 som//HP|-|-|-//obj//23 FHS//PM|NOM//nsubj//23 leder//VB|PRS|AKT//acl:relcl//20 eller//KN//cc//25 medverkar//VB|PRS|AKT//conj//23 i//PP//advmod//23 på//PP//case//28 uppdrag//NN|NEU|SIN|IND|NOM//obl//23 av//PP//case//30 regeringen//NN|UTR|SIN|DEF|NOM//nmod//28 ,//MID//punct//32 Försvarsmakten//NN|UTR|SIN|DEF|NOM//conj//30 eller//KN//cc//34 ÖCB//PM|NOM//conj//30 .//MAD//punct//4
7.2 Försvarets forskningsanstalt (FOA);Nedan//AB//advmod//37 redovisas//VB|PRS|SFO//parataxis//4 syftet//NN|NEU|SIN|DEF|NOM//nsubj:pass//37 med//PP//compound:prt//37 och//KN//cc//41 förväntad//PC|PRF|UTR|SIN|IND|NOM//conj//37 nytta//NN|UTR|SIN|IND|NOM//obj//41 av//PP//case//44 några//PN|UTR/NEU|PLU|IND|SUB/OBJ//nmod//42 av//PP//case//48 de//DT|UTR/NEU|PLU|DEF//det//48 viktigaste//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//48 FHS-projekten//NN|NEU|PLU|DEF|NOM//nmod//44 .//MAD//punct//37
7.2 Försvarets forskningsanstalt (FOA);ROLF//PM|NOM//nsubj//5 ///MID//cc//2 AQUA//PM|NOM//conj//0  //_SP////2 projekten//NN|NEU|PLU|DEF|NOM//nmod//0 syftar//VB|PRS|AKT//ROOT//5 till//PP//mark//8 att//IE//mark//8 ge//VB|INF|AKT//xcomp//5 underlag//NN|NEU|SIN|IND|NOM//obj//8 för//PP//case//16 Försvarsmaktens//NN|UTR|SIN|DEF|GEN//nmod:poss//16 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//16 små//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//16 rörliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//16 operativa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//16 ledningsenheter//NN|UTR|PLU|IND|NOM//nmod//9 genom//PP//mark//19 att//IE//mark//19 utveckla//VB|INF|AKT//advcl//8 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//21 arbetssätt//NN|NEU|PLU|IND|NOM//obj//19 och//KN//cc//24 nya//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//24 informationsteknologi//NN|UTR|SIN|IND|NOM//conj//21 .//MAD//punct//5
7.2 Försvarets forskningsanstalt (FOA);Projekt//NN|NEU|SIN|IND|NOM//nsubj//15 med//PP//case//2 inriktning//NN|UTR|SIN|IND|NOM//obl//0 mot//PP//case//5  //_SP////3 informationsbehov//NN|NEU|PLU|IND|NOM//nmod//2 i//PP//case//8 framtida//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//8 krigs-//NN|UTR|-|-|SMS//nmod//5 och//KN//cc//10 krissituationer//NN|UTR|PLU|IND|NOM//conj//8 har//VB|PRS|AKT//aux//15 genom//PP//case//14 experimentella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//14 studier//NN|UTR|PLU|IND|NOM//obl//15 lett//VB|SUP|AKT//ROOT//15 till//PP//case//19 en//DT|UTR|SIN|IND//det//19 ny//JJ|POS|UTR|SIN|IND|NOM//amod//19 förståelse//NN|UTR|SIN|IND|NOM//obl//15 av//PP//case//21 innebörden//NN|UTR|SIN|DEF|NOM//nmod//19 i//PP//case//25 ”//PM|NOM//punct//24 Information//NN|UTR|SIN|IND|NOM//nmod//25 dominance//UO//nmod//21 ”//PAD//punct//27 något//PN|NEU|SIN|IND|SUB/OBJ//obl//15 som//HP|-|-|-//nsubj//31 kommer//VB|PRS|AKT//aux//31 att//IE//mark//31 påverka//VB|INF|AKT//acl:relcl//27 tänkandet//NN|NEU|SIN|DEF|NOM//obj//31 kring//PP//case//36 de//DT|UTR/NEU|PLU|DEF//det//36 framtida//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//36 ledningssystemen//NN|NEU|PLU|DEF|NOM//obl//31 .//MAD//punct//15
7.2 Försvarets forskningsanstalt (FOA);Projekt//NN|NEU|SIN|IND|NOM//nsubj//11 inom//PP//case//2 ledarskapsområdet//NN|NEU|SIN|DEF|NOM//obl//0 med//PP//case//4 inriktning//NN|UTR|SIN|IND|NOM//obl//0 på//PP//case//9 exekutivt//JJ|POS|NEU|SIN|IND|NOM//amod//9 och//KN//cc//8 indirekt//JJ|POS|NEU|SIN|IND|NOM//conj//6 ledarskap//NN|NEU|SIN|IND|NOM//nmod//4  //_SP////9 ger//VB|PRS|AKT//ROOT//11 underlag//NN|NEU|SIN|IND|NOM//obj//11 för//PP//case//14 stöd//NN|NEU|SIN|IND|NOM//nmod//12 bl//PP//obl//11 a//NN|NEU|SIN|IND|NOM//advmod//11 åt//PP//case//18 Högkvarteret//NN|NEU|SIN|DEF|NOM//obl//11 medan//SN//case//20 studier//NN|UTR|PLU|IND|NOM//obl//11 av//PP//case//23 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//23 former//NN|UTR|PLU|IND|NOM//nmod//20 av//PP//case//26 direkt//JJ|POS|NEU|SIN|IND|NOM//amod//26 ledarskap//NN|NEU|SIN|IND|NOM//nmod//23  //_SP////26 utgående//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//11 från//PP//case//31 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//31 teorier//NN|UTR|PLU|IND|NOM//obl//28 om//PP//case//35 s.k.//AB|AN//amod//34 transformational//UO//nmod:poss//35 leadership//UO//nmod//31 syftar//VB|PRS|AKT//conj//11 till//PP//mark//39 att//IE//mark//39 ge//VB|INF|AKT//xcomp//36 underlag//NN|NEU|SIN|IND|NOM//obj//39 för//PP//case//43 ny//JJ|POS|UTR|SIN|IND|NOM//amod//43 ledningsfilosofi//NN|UTR|SIN|IND|NOM//nmod//40 och//KN//cc//45 metodik//NN|UTR|SIN|IND|NOM//conj//43 .//MAD//punct//11
7.2 Försvarets forskningsanstalt (FOA);Projekten//NN|NEU|PLU|DEF|NOM//nsubj//4 inom//PP//case//2 urvalsområdet//NN|NEU|SIN|DEF|NOM//nmod//0  //_SP////2 ger//VB|PRS|AKT//ROOT//4 underlag//NN|NEU|SIN|IND|NOM//obj//4 ,//MID//punct//4 dels//KN//advmod//9 för//PP//case//9 vidmakthållandet//NN|NEU|SIN|DEF|NOM//obl//4 av//PP//case//12 existerande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//12 urvalsystem//NN|NEU|PLU|IND|NOM//nmod//9 vad//HP|NEU|SIN|IND//nsubj//14 gäller//VB|PRS|AKT//acl:relcl//9 pliktpersonal//NN|NEU|SIN|IND|NOM//obj//14 och//KN//cc//17 officerare//NN|UTR|PLU|IND|NOM//conj//15 ,//MID//punct//23 dels//KN//advmod//23 för//PP//case//23 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//23 sådana//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//23 system//NN|NEU|PLU|IND|NOM//nmod//9 .//MAD//punct//4
7.2 Försvarets forskningsanstalt (FOA);Projekt//NN|NEU|SIN|IND|NOM//nsubj//7 gällande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//case//3 internationella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//3 operationer//NN|UTR|PLU|IND|NOM//obl//0  //_SP////3 har//VB|PRS|AKT//aux//7 dels//KN//advmod//7 lett//VB|SUP|AKT//ROOT//7 till//PP//case//10 en//DT|UTR|SIN|IND//det//10 kartläggning//NN|UTR|SIN|IND|NOM//obl//7 av//PP//case//13 de//DT|UTR/NEU|PLU|DEF//det//13 friktioner//NN|UTR|PLU|IND|NOM//nmod//10 som//HP|-|-|-//nsubj//15 finns//VB|PRS|SFO//acl:relcl//13 i//PP//case//18 sådana//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//18 operationer//NN|UTR|PLU|IND|NOM//obl//15 ,//MID//punct//25 dels//KN//advmod//25 också//AB//advmod//25 till//PP//case//25 en//DT|UTR|SIN|IND//det//25 bättre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//25 förståelse//NN|UTR|SIN|IND|NOM//conj//7 av//PP//case//27 ledarskapsproblematiken//NN|UTR|SIN|DEF|NOM//nmod//25 i//PP//case//30 sådana//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//30 operationer//NN|UTR|PLU|IND|NOM//nmod//31 något//PN|NEU|SIN|IND|SUB/OBJ//nmod//25 som//HP|-|-|-//nsubj//33 är//VB|PRS|AKT//acl:relcl//31 av//PP//case//36 stor//JJ|POS|UTR|SIN|IND|NOM//amod//36 vikt//NN|UTR|SIN|IND|NOM//obl//33 för//PP//case//38 undervisningen//NN|UTR|SIN|DEF|NOM//obl//33 .//MAD//punct//7
7.2 Försvarets forskningsanstalt (FOA);Projektet//NN|NEU|SIN|DEF|NOM//nsubj//4 gällande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//2 krishantering//NN|UTR|SIN|IND|NOM//nmod//0  //_SP////2 leder//VB|PRS|AKT//ROOT//4 till//PP//case//7 en//DT|UTR|SIN|IND//det//7 databank//NN|UTR|SIN|IND|NOM//obl//4 med//PP//case//9 fall//NN|NEU|SIN|IND|NOM//nmod//7 av//PP//case//11 krishantering//NN|UTR|SIN|IND|NOM//nmod//9 som//HP|-|-|-//nsubj:pass//14 kan//VB|PRS|AKT//aux//14 används//VB|INF|SFO//acl:relcl//7 för//PP//mark//17 att//IE//mark//17 utveckla//VB|INF|AKT//advcl//14 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//19 metoder//NN|UTR|PLU|IND|NOM//obj//17 för//PP//case//21 hantering//NN|UTR|SIN|IND|NOM//obl//17 av//PP//case//24 svåra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//24 påfrestningar//NN|UTR|PLU|IND|NOM//nmod//21 på//PP//case//26 samhället//NN|NEU|SIN|DEF|NOM//obl//17 .//MAD//punct//4
7.2 Försvarets forskningsanstalt (FOA);Inom//PP//case//3 det//DT|NEU|SIN|DEF//det//3 säkerhetspolitiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//3 området//NN|NEU|SIN|DEF|NOM//obl//5  //_SP////3 bedrivs//VB|PRS|SFO//ROOT//5 bred//JJ|POS|UTR|SIN|IND|NOM//amod//7 forskning//NN|UTR|SIN|IND|NOM//nsubj:pass//5 med//PP//case//9 inriktning//NN|UTR|SIN|IND|NOM//nmod//7 på//PP//case//13 såväl//KN//advmod//12 inomeuropeiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//13 förhållanden//NN|NEU|PLU|IND|NOM//nmod//9 ,//MID//punct//15 t//NN|AN//advmod//5 ex//NN|AN//flat:name//15 inom//PP//case//18 Östersjöområdet//NN|NEU|SIN|DEF|NOM//obl//15 ,//MID//punct//18 som//HP|-|-|-//case//23 på//PP//case//23 ryska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//23 förhållanden//NN|NEU|PLU|IND|NOM//conj//15 och//KN//cc//25 förhållandena//NN|NEU|PLU|DEF|NOM//conj//23 mellan//PP//case//27 USA//PM|NOM//nmod//25 och//KN//cc//29 Europa//PM|NOM//conj//27 .//MAD//punct//15
7.2 Försvarets forskningsanstalt (FOA);7.5//RG|NOM//nmod//33 Industrins//NN|UTR|SIN|DEF|GEN//nmod:poss//33 roll//NN|UTR|SIN|IND|NOM//appos//5
7.2 Försvarets forskningsanstalt (FOA);För//PP//case//2 en//DT|UTR|SIN|IND//det//2 redovisning//NN|UTR|SIN|IND|NOM//obl//14 av//PP//case//7 de//DT|UTR/NEU|PLU|DEF//det//7 viktigare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//7 inhemska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//7 försvarsrelevanta//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//nmod//2 företagen//NN|NEU|PLU|DEF|NOM//nmod//2 samt//KN//cc//10 försvarsrelevant//JJ|POS|UTR|SIN|IND|NOM//amod//11 industri//NN|UTR|SIN|IND|NOM//conj//2 i//PP//case//13 utlandet//NN|NEU|SIN|DEF|NOM//nmod//11 hänvisas//VB|PRS|SFO//ROOT//14 till//PP//case//17 Materielförsörjningsutredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//17 delbetänkande//NN|NEU|SIN|IND|NOM//obl//14 (//PAD//punct//17 SOU//PM|NOM//appos//17 2000:54//RG|NOM//conj//19 ,//MID//punct//23 avsnitt//NN|NEU|SIN|IND|NOM//nmod//23 4.7//RG|NOM//nmod//20 )//PAD//punct//19 Industrins//NN|UTR|SIN|DEF|GEN//nmod:poss//26 roll//NN|UTR|SIN|IND|NOM//nsubj:pass//32 som//KN//mark//28 stöd//NN|NEU|SIN|IND|NOM//nsubj:pass//32 för//PP//case//31 totalförsvarets//NN|NEU|SIN|DEF|GEN//nmod:poss//31 FoU-verksamhet//NN|UTR|SIN|IND|NOM//nmod//28 diskuteras//VB|PRS|SFO//acl:relcl//17 nedan//AB//advmod//32 med//PP//case//35 utgångspunkt//NN|UTR|SIN|IND|NOM//obl//32 från//PP//case//39 den//DT|UTR|SIN|DEF//det//39 ökande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//39 internationaliseringen//NN|UTR|SIN|DEF|NOM//obl//32 ,//MID//punct//41 principen//NN|UTR|SIN|DEF|NOM//parataxis//14 om//PP//case//43 anpassningsförsvar//NN|NEU|SIN|IND|NOM//nmod//41 samt//KN//cc//46 pågående//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//46 ominriktning//NN|UTR|SIN|IND|NOM//conj//43 av//PP//case//48 försvaret//NN|NEU|SIN|DEF|NOM//nmod//46 mot//PP//case//50 Försvarsmaktsidé//PM|NOM//nmod//48 2020//RG|NOM//nummod//50 .//MAD//punct//14
7.2 Försvarets forskningsanstalt (FOA);Den//DT|UTR|SIN|DEF//det//2 inhemska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//2 försvarsindustrin//NN|UTR|SIN|DEF|NOM//nsubj:pass//8 har//VB|PRS|AKT//aux//8 historiskt//AB|POS//advmod//5 sett//PC|PRF|NEU|SIN|IND|NOM//advcl//8 kommit//VB|SUP|AKT//aux//8 att//IE//mark//8 betraktas//VB|INF|SFO//ROOT//8 som//KN//mark//11 ett//DT|NEU|SIN|IND//det//11 uttryck//NN|NEU|SIN|IND|NOM//xcomp//8 för//PP//case//13 viljan//NN|UTR|SIN|DEF|NOM//nmod//11 att//IE//mark//15 vidmakthålla//VB|INF|AKT//acl//11 ett//DT|NEU|SIN|IND//det//18 starkt//JJ|POS|NEU|SIN|IND|NOM//amod//18 försvar//NN|NEU|SIN|IND|NOM//obj//15 ,//MID//punct//18 som//KN//case//22 en//DT|UTR|SIN|IND//det//22 grund//NN|UTR|SIN|IND|NOM//obl//15 för//PP//case//26 vår//PS|UTR|SIN|DEF//nmod:poss//26 alliansfria//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//26 utrikespolitik//NN|UTR|SIN|IND|NOM//nmod//22 .//MID//punct//8
7.2 Försvarets forskningsanstalt (FOA);Dessa//DT|UTR/NEU|PLU|DEF//det//31 grundläggande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//31 politiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//31 värderingar//NN|UTR|PLU|IND|NOM//nsubj//32 kvarstår//VB|PRS|AKT//parataxis//8 ,//MID//punct//8 men//KN//cc//39 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//39 har//VB|PRS|AKT//aux//39 under//PP//case//38 1990-talet//NN|NEU|SIN|DEF|NOM//obl//39 blivit//VB|SUP|AKT//conj//8 allt//AB//advmod//41 svårare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//xcomp//39 att//IE//mark//43 upprätthålla//VB|INF|AKT//acl//41 och//KN//cc//46 inom//PP//case//46 landet//NN|NEU|SIN|DEF|NOM//conj//43 säkerställa//VB|INF|AKT//xcomp//39 alla//DT|UTR/NEU|PLU|IND/DEF//det//51 de//DT|UTR/NEU|PLU|DEF//det//51 industriella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//51 kompetenser//NN|UTR|PLU|IND|NOM//obj//47 som//HP|-|-|-//nsubj//53 är//VB|PRS|AKT//acl:relcl//51 av//PP//case//56 potentiell//JJ|POS|UTR|SIN|IND|NOM//amod//56 betydelse//NN|UTR|SIN|IND|NOM//obl//53 i//PP//case//59 detta//DT|NEU|SIN|DEF//det//59 sammanhang//NN|NEU|SIN|IND|NOM//obl//53 .//MAD//punct//8
7.2 Försvarets forskningsanstalt (FOA);Kravet//NN|NEU|SIN|DEF|NOM//nsubj//80 på//PP//case//63 prioritering//NN|UTR|SIN|IND|NOM//nmod//61 av//PP//case//69 vilka//HP|UTR/NEU|PLU|IND//det//69 myndighetsvisa//NN|NEU|PLU|IND|NOM//amod//69 eller//KN//cc//68 industriella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//66 kompetenser//NN|UTR|PLU|IND|NOM//nmod//63 som//HP|-|-|-//nsubj:pass//72 skall//VB|PRS|AKT//aux//72 säkerställas//VB|INF|SFO//acl:relcl//69 genom//PP//case//74 satsningar//NN|UTR|PLU|IND|NOM//obl//72 från//PP//case//77 statens//NN|UTR|SIN|DEF|GEN//nmod:poss//77 sida//NN|UTR|SIN|IND|NOM//nmod//74 har//VB|PRS|AKT//aux//80 successivt//AB|POS//advmod//80 ökat//VB|SUP|AKT//parataxis//8 .//MAD//punct//8
7.2 Försvarets forskningsanstalt (FOA);I//PP//case//4 pågående//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//4 och//KN//cc//3 tidigare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//1 utredningar//NN|UTR|PLU|IND|NOM//obl//7 av//PP//case//6 frågan//NN|UTR|SIN|DEF|NOM//nmod//4 används//VB|PRS|SFO//ROOT//7 begreppet//NN|NEU|SIN|DEF|NOM//nmod//10 strategisk//JJ|POS|UTR|SIN|IND|NOM//amod//10 kompetens//NN|UTR|SIN|IND|NOM//nsubj:pass//7 för//PP//case//13 sådana//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//13 områden//NN|NEU|PLU|IND|NOM//obl//7 som//HP|-|-|-//nsubj//18 är//VB|PRS|AKT//cop//18 av//PP//case//18 avgörande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//18 betydelse//NN|UTR|SIN|IND|NOM//xcomp//7 för//PP//case//22 försvarets//NN|NEU|SIN|DEF|GEN//nmod:poss//22 operativa//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//22 förmåga//NN|UTR|SIN|IND|NOM//nmod//18 .//MAD//punct//7
