
FoU;Delbetänkande//NN|NEU|SIN|IND|NOM//ROOT//0 från//PP//case//2 Utredningen//NN|UTR|SIN|DEF|NOM//nmod//0 ”//PAD//punct//0 Översyn//NN|UTR|SIN|IND|NOM//appos//0 av//PP//case//6 forskning//NN|UTR|SIN|IND|NOM//nmod//4 och//KN//cc//8 utveckling//NN|UTR|SIN|IND|NOM//conj//6 inom//PP//case//10 totalförsvaret//NN|NEU|SIN|DEF|NOM//nmod//8 ”//RG|NOM//punct//0
7.2 Försvarets forskningsanstalt (FOA);Som//KN//case//27 grund//NN|UTR|SIN|IND|NOM//fixed//24 för//PP//fixed//24 urval//NN|NEU|SIN|IND|NOM//obl//31 av//PP//case//30 strategiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//30 kompetensområden//NN|NEU|PLU|IND|NOM//nmod//27 prioriteras//VB|PRS|SFO//parataxis//7 förmågan//NN|UTR|SIN|DEF|NOM//nsubj:pass//31 att//IE//mark//34 utnyttja//VB|INF|AKT//acl//32 och//KN//cc//36 vidmakthålla//VB|INF|AKT//conj//34 redan//AB//advmod//38 anskaffade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//39 system//NN|NEU|PLU|IND|NOM//obj//34 ,//MID//punct//39 liksom//PP//mark//42 tillgång//NN|UTR|SIN|IND|NOM//xcomp//31 till//PP//case//44 kompetens//NN|UTR|SIN|IND|NOM//nmod//42 inom//PP//case//46 områden//NN|NEU|PLU|IND|NOM//nmod//44 som//HP|-|-|-//nsubj//48 har//VB|PRS|AKT//acl:relcl//46 stor//JJ|POS|UTR|SIN|IND|NOM//amod//50 betydelse//NN|UTR|SIN|IND|NOM//obj//48 för//PP//case//54 försvarets//NN|NEU|SIN|DEF|GEN//nmod:poss//54 operativa//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//54 effekt//NN|UTR|SIN|IND|NOM//obl//48 och//KN//cc//69 som//HP|-|-|-//nsubj:pass//69 på//PP//case//60 grund//NN|UTR|SIN|IND|NOM//fixed//57 av//PP//fixed//57 sekretess//NN|UTR|SIN|IND|NOM//obl//69 eller//KN//cc//64 specifika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//64 svenska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//64 förhållanden//NN|NEU|PLU|IND|NOM//conj//60 inte//AB//advmod//69 fullt//AB|POS//advmod//67 ut//PL//advmod//69 kan//VB|PRS|AKT//aux//69 erhållas//VB|INF|SFO//conj//48 genom//PP//case//71 köp//NN|NEU|SIN|IND|NOM//obl//69 utifrån//AB//case//75 eller//KN//cc//74 genom//PP//conj//72 samarbete//NN|NEU|SIN|IND|NOM//nmod//71 med//PP//case//78 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//78 länder//NN|NEU|PLU|IND|NOM//nmod//75 .//MAD//punct//31
7.2 Försvarets forskningsanstalt (FOA);Områden//NN|NEU|PLU|IND|NOM//nsubj//87 som//HP|-|-|-//nsubj:pass//82 omfattas//VB|PRS|SFO//acl:relcl//80 av//PP//case//86 begreppet//NN|NEU|SIN|DEF|NOM//nmod//86 strategisk//JJ|POS|UTR|SIN|IND|NOM//amod//86 kompetens//NN|UTR|SIN|IND|NOM//obl:agent//82 framgår//VB|PRS|AKT//parataxis//7 av//PP//case//89 FMV//PM|NOM//obl//87 ://MID//punct//89 s//PM|NOM//advmod//96 skrivelse//NN|UTR|SIN|IND|NOM//fixed//91 till//PP//case//94 regeringen//NN|UTR|SIN|DEF|NOM//obl//91 avseende//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//96 Omfattning//NN|UTR|SIN|IND|NOM//obl//87 och//KN//cc//98 inriktning//NN|UTR|SIN|IND|NOM//conj//96 av//PP//case//101 strategiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//101 kompetenser//NN|UTR|PLU|IND|NOM//nmod//98  //_SP////101 (//PAD//punct//105 FMV//PM|NOM//nsubj//105 GD//PM|NOM//appos//96 21//RG|NOM//nummod//107 800:33853/99//NN|NEU|PLU|IND|NOM//obj//105 ,//MID//punct//107 1999-09-30//RG|NOM//conj//107 )//PAD//punct//105 .//MAD//punct//7
7.2 Försvarets forskningsanstalt (FOA);För//PP//case//2 industrins//NN|UTR|SIN|DEF|GEN//nmod:poss//2 del//NN|UTR|SIN|IND|NOM//obl//3 innebär//VB|PRS|AKT//ROOT//3 detta//PN|NEU|SIN|DEF|SUB/OBJ//obj//3 att//SN//mark//16 staten//NN|UTR|SIN|DEF|NOM//nsubj//16 till//PP//case//9 viss//JJ|POS|UTR|SIN|IND|NOM//amod//9 del//NN|UTR|SIN|IND|NOM//nmod//6 ,//MID//punct//13 genom//PP//case//13 Försvarsmaktens//NN|UTR|SIN|DEF|GEN//nmod:poss//13 FoU-verksamhet//NN|UTR|SIN|IND|NOM//nmod//6 ,//MID//punct//16 är//VB|PRS|AKT//cop//16 beredd//PC|PRF|UTR|SIN|IND|NOM//ccomp//3 att//IE//mark//18 finansiera//VB|INF|AKT//advcl//16 verksamhet//NN|UTR|SIN|IND|NOM//obj//18 med//PP//case//21 syfte//NN|NEU|SIN|IND|NOM//obl//18 att//IE//mark//23 säkerställa//VB|INF|AKT//acl//21 bibehållande//NN|NEU|SIN|IND|NOM//xcomp//23 och//KN//cc//26 utveckling//NN|UTR|SIN|IND|NOM//conj//24 av//PP//case//29 strategiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//29 kompetenser//NN|UTR|PLU|IND|NOM//nmod//26 på//PP//case//32 lång//JJ|POS|UTR|SIN|IND|NOM//amod//32 sikt//NN|UTR|SIN|IND|NOM//obl//23 .//MAD//punct//3
7.2 Försvarets forskningsanstalt (FOA);Samtidigt//AB//advmod//5 har//VB|PRS|AKT//aux//5 regeringen//NN|UTR|SIN|DEF|NOM//nsubj//5 genom//PP//case//4 Försvarsmakten//NN|UTR|SIN|DEF|NOM//obl//5 anvisat//PC|PRF|NEU|SIN|IND|NOM//ROOT//5 FoU-medel//NN|NEU|SIN|IND|NOM//obj//5 för//PP//case//9 särskilda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//9 tekniksatsningar//NN|UTR|PLU|IND|NOM//obl//5 i//PP//case//11 syfte//NN|NEU|SIN|IND|NOM//nmod//9 att//IE//mark//13 stödja//VB|INF|AKT//acl//9 den//DT|UTR|SIN|DEF//det//16 framtida//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//16 anpassningsförmågan//NN|UTR|SIN|DEF|NOM//obj//13 vid//PP//case//20 främst//AB|SUV//advmod//19 inhemsk//JJ|POS|UTR|SIN|IND|NOM//amod//20 industri//NN|UTR|SIN|IND|NOM//obl//13 .//MAD//punct//5
7.2 Försvarets forskningsanstalt (FOA);Dessa//DT|UTR/NEU|PLU|DEF//det//23 satsningar//NN|UTR|PLU|IND|NOM//nsubj:pass//24 beslutas//VB|PRS|SFO//parataxis//5 utifrån//PP//case//27 en//DT|UTR|SIN|IND//det//27 vägning//NN|UTR|SIN|IND|NOM//obl//24 av//PP//case//30 kompetensernas//NN|UTR|PLU|DEF|GEN//nmod:poss//30 värde//NN|NEU|SIN|IND|NOM//nmod//27 mot//PP//case//33 deras//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//33 kostnad//NN|UTR|SIN|IND|NOM//obl//24 ,//MID//punct//24 varvid//HA//punct//5
7.2 Försvarets forskningsanstalt (FOA);•//NN|UTR|SIN|IND|NOM//case//2 befintliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//2 kompetenser//NN|UTR|PLU|IND|NOM//ROOT//2 av//PP//case//6 mycket//AB|POS//advmod//5 stor//JJ|POS|UTR|SIN|IND|NOM//amod//6 betydelse//NN|UTR|SIN|IND|NOM//nmod//2 för//PP//case//8 anpassningsförmågan//NN|UTR|SIN|DEF|NOM//nmod//6 ,//MID//punct//2
7.2 Försvarets forskningsanstalt (FOA);•//NN|UTR|SIN|IND|NOM//case//1 kompetenser//NN|UTR|PLU|IND|NOM//ROOT//1 av//PP//case//5 mycket//AB|POS//advmod//4 stor//JJ|POS|UTR|SIN|IND|NOM//amod//5 betydelse//NN|UTR|SIN|IND|NOM//nmod//1 för//PP//case//7 förmågan//NN|UTR|SIN|DEF|NOM//nmod//1 att//IE//mark//9 utnyttja//VB|INF|AKT//acl//7 civila//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//11 teknik//NN|UTR|SIN|IND|NOM//obj//9 och//KN//cc//15 civil//JJ|POS|UTR|SIN|IND|NOM//amod//15 industriell//JJ|POS|UTR|SIN|IND|NOM//amod//15 kapacitet//NN|UTR|SIN|IND|NOM//conj//9 i//PP//case//18 en//DT|UTR|SIN|IND//det//18 anpassningssituation//NN|UTR|SIN|IND|NOM//nmod//15 samt//KN//punct//1
7.2 Försvarets forskningsanstalt (FOA);"•//PP//punct//1 kompetenser//NN|UTR|PLU|IND|NOM//nsubj:pass//19 som//HP|-|-|-//nsubj//3 utgör//VB|PRS|AKT//acl:relcl//1 starka//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//6 svenska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//6 nischer//NN|UTR|PLU|IND|NOM//obj//3 internationellt//AB|POS//advmod//8 sett//PC|PRF|NEU|SIN|IND|NOM//advmod//3 och//KN//cc//11 därmed//AB//advmod//11 har//VB|PRS|AKT//conj//3 högt//JJ|POS|NEU|SIN|IND|NOM//amod//14 ""//PAD//punct//14 bytesvärde//NN|NEU|SIN|IND|NOM//obj//11 ""//PAD//punct//14 i//PP//case//18 en//DT|UTR|SIN|IND//det//18 anpassningssituation//NN|UTR|SIN|IND|NOM//obl//19 prioriteras//VB|PRS|SFO//ROOT//19 .//MAD//punct//19"
7.2 Försvarets forskningsanstalt (FOA);Ovan//AB//advmod//1 sammanfattade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//4 ,//MID//punct//1 grundläggande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//4 kriterier//NN|NEU|PLU|IND|NOM//nsubj:pass//17 för//PP//case//6 utnyttjande//NN|NEU|SIN|IND|NOM//nmod//4 av//PP//case//9 statliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//9 FoU-medel//NN|NEU|PLU|IND|NOM//nmod//6 för//PP//case//12 långsiktig//JJ|POS|UTR|SIN|IND|NOM//amod//12 kompetensuppbyggnad//NN|UTR|SIN|IND|NOM//nmod//6 vid//PP//case//15 inhemsk//JJ|POS|UTR|SIN|IND|NOM//amod//15 industri//NN|UTR|SIN|IND|NOM//nmod//12 skall//VB|PRS|AKT//aux//17 ses//VB|INF|SFO//ROOT//17 i//PP//case//19 ljuset//NN|NEU|SIN|DEF|NOM//obl//17 av//PP//case//23 den//DT|UTR|SIN|DEF//det//23 ökande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//23 internationaliseringen//NN|UTR|SIN|DEF|NOM//nmod//19 av//PP//case//25 försvarsindustrin//NN|UTR|SIN|DEF|NOM//nmod//23 .//MAD//punct//17
7.2 Försvarets forskningsanstalt (FOA);Satsningarna//NN|UTR|PLU|DEF|NOM//nsubj:pass//31 kommer//VB|PRS|AKT//aux//31 alltså//AB//advmod//31 att//IE//mark//31 dimensioneras//VB|INF|SFO//parataxis//17 inom//PP//case//38 ramen//NN|UTR|SIN|DEF|NOM//fixed//32 för//PP//fixed//32 en//DT|UTR|SIN|IND//det//38 utökad//PC|PRF|UTR|SIN|IND|NOM//amod//38 internationell//JJ|POS|UTR|SIN|IND|NOM//amod//38 samverkan//NN|UTR|SIN|IND|NOM//obl//31 ,//MID//punct//38 där//HA//advmod//42 egensatsningarna//NN|UTR|PLU|DEF|NOM//nsubj:pass//42 krävs//VB|PRS|SFO//acl:relcl//38 för//PP//mark//47 att//SN//mark//47 samarbetet//NN|NEU|SIN|DEF|NOM//nsubj//47 skall//VB|PRS|AKT//aux//47 bli//VB|INF|AKT//advcl//42 effektivt//JJ|POS|NEU|SIN|IND|NOM//xcomp//47 och//KN//cc//50 grundas//VB|PRS|SFO//conj//47 på//PP//case//53 ömsesidigt//JJ|POS|NEU|SIN|IND|NOM//amod//53 utbyte//NN|NEU|SIN|IND|NOM//obl//50 .//MAD//punct//17
7.2 Försvarets forskningsanstalt (FOA);En//DT|UTR|SIN|IND//det//1 analys//NN|UTR|SIN|IND|NOM//nsubj:pass//23 av//PP//case//4 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//4 strategier//NN|UTR|PLU|IND|NOM//nmod//1 som//HP|-|-|-//nsubj//8 positivt//AB|POS//advmod//8 kan//VB|PRS|AKT//aux//8 påverka//VB|INF|AKT//acl:relcl//4 tillgången//NN|UTR|SIN|DEF|NOM//nsubj:pass//23 till//PP//case//12 industriell//JJ|POS|UTR|SIN|IND|NOM//amod//12 kompetens//NN|UTR|SIN|IND|NOM//nmod//9 av//PP//case//14 betydelse//NN|UTR|SIN|IND|NOM//nmod//12 för//PP//case//18 försvarets//NN|NEU|SIN|DEF|GEN//nmod:poss//18 framtida//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//18 förmåga//NN|UTR|SIN|IND|NOM//nmod//12 till//PP//case//20 anpassning//NN|UTR|SIN|IND|NOM//nmod//18 och//KN//cc//22 ominriktning//NN|UTR|SIN|IND|NOM//conj//20 redovisas//VB|PRS|SFO//ROOT//23 i//PP//case//27 en//DT|UTR|SIN|IND//det//27 gemensam//JJ|POS|UTR|SIN|IND|NOM//amod//27 skrivelse//NN|UTR|SIN|IND|NOM//obl//23 ,//MID//punct//29 daterad//PC|PRF|UTR|SIN|IND|NOM//amod//30 1998-10-12//RG|NOM//obl//23 ,//MID//punct//30 till//PP//case//33 regeringen//NN|UTR|SIN|DEF|NOM//obl//23 från//PP//case//35 Försvarsmakten//NN|UTR|SIN|DEF|NOM//nmod//33 ,//MID//punct//37 FMV//PM|NOM//conj//35 ,//MID//punct//39 ÖCB//PM|NOM//conj//35 och//KN//cc//41 FOA//PM|NOM//conj//35 .//MAD//punct//23
7.2 Försvarets forskningsanstalt (FOA);Mot//PP//case//1 bakgrund//NN|UTR|SIN|IND|NOM//obl//17 av//PP//case//4 ovanstående//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//4 sammanfattning//NN|UTR|SIN|IND|NOM//nmod//1 av//PP//case//7 försvarets//NN|NEU|SIN|DEF|GEN//nmod:poss//7 strategi//NN|UTR|SIN|IND|NOM//nmod//4 för//PP//case//10 långsiktig//JJ|POS|UTR|SIN|IND|NOM//amod//10 inriktning//NN|UTR|SIN|IND|NOM//nmod//7 av//PP//case//12 kompetensförsörjningen//NN|UTR|SIN|DEF|NOM//nmod//10 inom//PP//case//16 tekniskt//AB|POS//advmod//15 betydelsefulla//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//16 områden//NN|NEU|PLU|IND|NOM//nmod//12 växer//VB|PRS|AKT//ROOT//17 en//DT|UTR|SIN|IND//det//20 ny//JJ|POS|UTR|SIN|IND|NOM//amod//20 roll//NN|UTR|SIN|IND|NOM//obj//17 för//PP//case//22 försvarsindustrin//NN|UTR|SIN|DEF|NOM//obl//17 fram//AB//advmod//22 .//MAD//punct//17
7.2 Försvarets forskningsanstalt (FOA);Från//PP//mark//29 att//IE//mark//29 ha//VB|INF|AKT//aux//29 varit//VB|SUP|AKT//aux:pass//29 inriktad//PC|PRF|UTR|SIN|IND|NOM//advcl//36 mot//PP//mark//32 att//IE//mark//32 producera//VB|INF|AKT//advcl//29 inhemskt//AB|POS//advmod//34 utvecklade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//35 system//NN|NEU|PLU|IND|NOM//obj//32 inriktas//VB|PRS|SFO//parataxis//17 industrin//NN|UTR|SIN|DEF|NOM//obj//36 ,//MID//punct//36 med//PP//case//40 stöd//NN|NEU|SIN|IND|NOM//obl//36 av//PP//case//43 statliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//43 FoU-satsningar//NN|UTR|PLU|IND|NOM//nmod//40 ,//MID//punct//36 mot//PP//mark//52 att//IE//mark//52 i//PP//case//49 ökande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//49 grad//NN|UTR|SIN|IND|NOM//obl//52 vara//VB|INF|AKT//cop//52 en//DT|UTR|SIN|IND//det//52 del//NN|UTR|SIN|IND|NOM//advcl//36 i//PP//case//56 ett//DT|NEU|SIN|IND//det//56 mellanstatligt//JJ|POS|NEU|SIN|IND|NOM//amod//56 samarbete//NN|NEU|SIN|IND|NOM//nmod//52 där//HA//advmod//60 ömsesidiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//59 beroenden//NN|NEU|PLU|IND|NOM//nsubj:pass//60 skapas//VB|PRS|SFO//acl:relcl//56 mellan//PP//case//62 Sverige//PM|NOM//obl//60 och//KN//cc//65 svenska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//65 företag//NN|NEU|PLU|IND|NOM//conj//62 gentemot//PP//case//68 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//68 länder//NN|NEU|PLU|IND|NOM//obl//60 och//KN//cc//71 utländska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//71 företag//NN|NEU|PLU|IND|NOM//conj//68 .//MAD//punct//17
7.2 Försvarets forskningsanstalt (FOA);Denna//DT|UTR|SIN|DEF//det//74 utveckling//NN|UTR|SIN|IND|NOM//nsubj//77 har//VB|PRS|AKT//aux//77 redan//AB//advmod//77 pågått//VB|SUP|AKT//parataxis//17 en//DT|UTR|SIN|IND//det//80 längre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//80 tid//NN|UTR|SIN|IND|NOM//obj//77 inom//PP//case//84 den//DT|UTR|SIN|DEF//det//84 traditionella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//84 försvarsindustrin//NN|UTR|SIN|DEF|NOM//obl//77 och//KN//cc//86 drivs//VB|PRS|SFO//conj//77 till//PP//case//89 stor//JJ|POS|UTR|SIN|IND|NOM//amod//89 del//NN|UTR|SIN|IND|NOM//obl//86 i//PP//case//93 industrins//NN|UTR|SIN|DEF|GEN//nmod:poss//93 egen//JJ|POS|UTR|SIN|IND/DEF|NOM//amod//93 regi//NN|UTR|SIN|IND|NOM//obl//86 .//MAD//punct//17
7.2 Försvarets forskningsanstalt (FOA);Den//DT|UTR|SIN|DEF//det//3 snabba//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//3 tekniska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//3 utvecklingen//NN|UTR|SIN|DEF|NOM//nsubj//81 inom//PP//case//6 främst//AB|SUV//advmod//6 informationsteknologin//NN|UTR|SIN|DEF|NOM//nmod//3 och//KN//cc//9 det//DT|NEU|SIN|DEF//det//9 faktum//NN|NEU|SIN|IND|NOM//conj//6 att//SN//mark//19 allt//AB//det//12 mer//AB|KOM//nsubj//19 av//PP//case//18 den//DT|UTR|SIN|DEF//det//18 för//PP//case//16 försvaret//NN|NEU|SIN|DEF|NOM//obl//17 betydelsefulla//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//18 teknikutvecklingen//NN|UTR|SIN|DEF|NOM//nmod//12 sker//VB|PRS|AKT//acl//9 genom//PP//case//22 civila//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//22 FoU-satsningar//NN|UTR|PLU|IND|NOM//obl//19 med//PP//case//25 civil//JJ|POS|UTR|SIN|IND|NOM//amod//25 industri//NN|UTR|SIN|IND|NOM//obl//19 som//KN//nsubj//28 bas//NN|UTR|SIN|IND|NOM//obl//28 ställer//VB|PRS|AKT//acl:relcl//25 krav//NN|NEU|PLU|IND|NOM//obj//28 på//PP//case//33 försvarets//NN|NEU|SIN|DEF|GEN//nmod:poss//33 tekniska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//33 myndigheter//NN|UTR|PLU|IND|NOM//obl//28 att//IE//mark//35 dra//VB|INF|AKT//acl//33 nytta//NN|UTR|SIN|IND|NOM//obj//35 av//PP//case//40 dessa//DT|UTR/NEU|PLU|DEF//det//40 tekniska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//40 landvinningar//NN|UTR|PLU|IND|NOM//obl//35 .//MAD//punct//3
7.2 Försvarets forskningsanstalt (FOA);Kompetens//NN|UTR|SIN|IND|NOM//nsubj:pass//43 krävs//VB|PRS|SFO//parataxis//3 för//PP//mark//47 att//IE//mark//47 kunna//VB|INF|AKT//aux//47 tillämpa//VB|INF|AKT//advcl//43 och//KN//cc//50 kostnadseffektivt//AB|POS//advmod//50 utnyttja//VB|INF|AKT//conj//47 civil//JJ|POS|UTR|SIN|IND|NOM//amod//52 teknik//NN|UTR|SIN|IND|NOM//obj//50 och//KN//cc//55 civila//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//55 komponenter//NN|UTR|PLU|IND|NOM//conj//52 i//PP//case//58 militära//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//58 applikationer//NN|UTR|PLU|IND|NOM//nmod//55 .//MAD//punct//3
7.2 Försvarets forskningsanstalt (FOA);Den//DT|UTR|SIN|DEF//det//62 traditionella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//62 försvarsindustrin//NN|UTR|SIN|DEF|NOM//nsubj//67 kan//VB|PRS|AKT//aux//67 i//PP//case//66 detta//DT|NEU|SIN|DEF//det//66 sammanhang//NN|NEU|SIN|IND|NOM//obl//67 utgöra//VB|INF|AKT//parataxis//3 ett//DT|NEU|SIN|IND//det//69 stöd//NN|NEU|SIN|IND|NOM//obj//67 för//PP//case//71 myndigheterna//NN|UTR|PLU|DEF|NOM//nmod//69 och//KN//cc//75 genom//PP//case//75 sin//PS|UTR|SIN|DEF//nmod:poss//75 kunskap//NN|UTR|SIN|IND|NOM//conj//71 om//PP//case//78 försvarets//NN|NEU|SIN|DEF|GEN//nmod:poss//78 problem//NN|NEU|SIN|IND|NOM//nmod//75 vara//VB|INF|AKT//cop//81 en//DT|UTR|SIN|IND//det//81 brygga//NN|UTR|SIN|IND|NOM//ROOT//81 mellan//PP//case//86 den//DT|UTR|SIN|DEF//det//86 civilt//AB|POS//advmod//85 inriktade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//86 industrin//NN|UTR|SIN|DEF|NOM//obl//81 och//KN//cc//89 försvarets//NN|NEU|SIN|DEF|GEN//nmod:poss//89 kunder//NN|UTR|PLU|IND|NOM//conj//86 på//PP//case//91 myndighetssidan//NN|UTR|SIN|DEF|NOM//nmod//89 .//MAD//punct//81
7.2 Försvarets forskningsanstalt (FOA);Utnyttjande//NN|NEU|SIN|IND|NOM//nsubj//7 av//PP//case//3 civil//JJ|POS|UTR|SIN|IND|NOM//amod//3 teknik//NN|UTR|SIN|IND|NOM//nmod//0 och//KN//cc//6 civil//JJ|POS|UTR|SIN|IND|NOM//amod//6 industri//NN|UTR|SIN|IND|NOM//conj//3 ger//VB|PRS|AKT//ROOT//7 stora//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//9 besparingar//NN|UTR|PLU|IND|NOM//obj//7 vid//PP//case//11 utveckling//NN|UTR|SIN|IND|NOM//obl//7 och//KN//cc//13 anskaffning//NN|UTR|SIN|IND|NOM//conj//11 av//PP//case//16 avancerade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//16 elektroniksystem//NN|NEU|PLU|IND|NOM//nmod//13 och//KN//cc//21 kommer//VB|PRS|AKT//aux//21 att//IE//mark//21 vara//VB|INF|AKT//cop//21 väsentligt//JJ|POS|NEU|SIN|IND|NOM//conj//7 för//PP//mark//24 att//IE//mark//24 förenkla//VB|INF|AKT//advcl//21 och//KN//cc//27 förbilliga//VB|INF|AKT//amod//27 underhållsarbetet//NN|NEU|SIN|DEF|NOM//conj//24 .//MAD//punct//7
7.2 Försvarets forskningsanstalt (FOA);Vidare//AB|KOM//advmod//38 kommer//VB|PRS|AKT//aux//38 utvecklingen//NN|UTR|SIN|DEF|NOM//nsubj//38 av//PP//case//34 framtida//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//34 informations-//NN|UTR|-|-|SMS//nmod//31 och//KN//cc//36 ledningssystem//NN|NEU|SIN|IND|NOM//conj//34 att//IE//mark//38 bygga//VB|INF|AKT//parataxis//7 på//PP//case//42 civilt//AB|POS//advmod//41 utvecklad//PC|PRF|UTR|SIN|IND|NOM//amod//42 teknik//NN|UTR|SIN|IND|NOM//obl//38 och//KN//cc//44 ske//VB|INF|AKT//conj//38 i//PP//case//47 nära//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//47 samverkan//NN|UTR|SIN|IND|NOM//obl//44 med//PP//case//50 civil//JJ|POS|UTR|SIN|IND|NOM//amod//50 industri//NN|UTR|SIN|IND|NOM//nmod//47 .//MAD//punct//38
7.2 Försvarets forskningsanstalt (FOA);Samtidigt//AB//advmod//53 krävs//VB|PRS|SFO//conj//38 inom//PP//case//56 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//56 områden//NN|NEU|PLU|IND|NOM//obl//53 som//KN//case//59 t.ex.//AB|AN//advmod//59 IT-säkerhet//NN|UTR|SIN|IND|NOM//amod//56 och//KN//cc//62 störtålig//JJ|POS|UTR|SIN|IND|NOM//amod//62 kommunikation//NN|UTR|SIN|IND|NOM//conj//59 uppbyggnad//NN|UTR|SIN|IND|NOM//conj//59 av//PP//case//66 försvarsspecifik//JJ|POS|UTR|SIN|IND|NOM//nmod:poss//66 kompetens//NN|UTR|SIN|IND|NOM//nmod//63 och//KN//cc//68 resurser//NN|UTR|PLU|IND|NOM//conj//66 att//IE//mark//70 genomföra//VB|INF|AKT//acl//56 projekt//NN|NEU|PLU|IND|NOM//obj//70 i//PP//case//74 egen//JJ|POS|UTR|SIN|IND/DEF|NOM//amod//74 regi//NN|UTR|SIN|IND|NOM//obl//70 .//MAD//punct//38
7.2 Försvarets forskningsanstalt (FOA);7.6//RG|NOM//amod//77 Universitet//NN|NEU|PLU|IND|NOM//parataxis//38 och//KN//cc//79 högskolor//NN|UTR|PLU|IND|NOM//conj//77 (//PAD//punct//81 UoH//PM|NOM//appos//38 )//PAD//punct//81 7.6.1//RG|NOM//nummod//84 Universitetens//NN|NEU|PLU|DEF|GEN//conj//38 och//KN//cc//87 högskolans//NN|UTR|SIN|DEF|GEN//nmod:poss//87 roll//NN|UTR|SIN|IND|NOM//conj//84 som//KN//nsubj//89 bas//NN|UTR|SIN|IND|NOM//acl:relcl//87 för//PP//case//91 rekrytering//NN|UTR|SIN|IND|NOM//obl//89 och//KN//cc//93 vidareutbildning//NN|UTR|SIN|IND|NOM//conj//91
