Behandling av personuppgifter vid Myndigheten för arbetsmiljökunskap;Betänkande//NN|NEU|SIN|IND|NOM//ROOT//0 av//PP//case//2 Utredningen//NN|UTR|SIN|DEF|NOM//nmod//0 om//PP//case//4 inrättande//NN|NEU|SIN|IND|NOM//nmod//2 av//PP//case//0
Till statsrådet tillika chefen för Arbetsmarknadsdepartementet Ylva Johansson;Den//DT|UTR|SIN|DEF//det//2 19//RG|NOM//nummod//2 april//NN|UTR|SIN|IND|NOM//obl//4 2018//RG|NOM//nummod//2 beslutade//VB|PRT|AKT//ROOT//4 regeringen//NN|UTR|SIN|DEF|NOM//nsubj//4 om//PP//case//7 tilläggsdirektiv//NN|NEU|PLU|IND|NOM//obl//4 till//PP//case//9 utredningen//NN|UTR|SIN|DEF|NOM//obl//4 där//HA//advmod//17 utredarens//NN|UTR|SIN|DEF|GEN//nmod:poss//12 uppdrag//NN|NEU|SIN|IND|NOM//nsubj:pass//17 i//PP//case//16 fråga//NN|UTR|SIN|IND|NOM//fixed//13 om//PP//fixed//13 författningsförslag//NN|NEU|PLU|IND|NOM//nmod//12 utökades//VB|PRT|SFO//acl:relcl//9 till//PP//mark//21 att//IE//mark//21 även//AB//advmod//21 beakta//VB|INF|AKT//advcl//17 att//SN//mark//25 myndigheten//NN|UTR|SIN|DEF|NOM//nsubj//25 får//VB|PRS|AKT//aux//25 bedriva//VB|INF|AKT//ccomp//21 den//DT|UTR|SIN|DEF//det//27 forskning//NN|UTR|SIN|IND|NOM//obj//25 som//HP|-|-|-//nsubj//30 är//VB|PRS|AKT//cop//30 nödvändig//JJ|POS|UTR|SIN|IND|NOM//acl:relcl//27 för//PP//mark//36 att//SN//mark//36 myndigheten//NN|UTR|SIN|DEF|NOM//nsubj//36 ska//VB|PRS|AKT//aux//36 kunna//VB|INF|AKT//aux//36 fullgöra//VB|INF|AKT//advcl//30 vissa//PN|UTR/NEU|PLU|IND|SUB/OBJ//obj//36 av//PP//case//40 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//40 uppgifter//NN|UTR|PLU|IND|NOM//nmod//37 inom//PP//case//43 sitt//PS|NEU|SIN|DEF//nmod:poss//43 ansvarsområde//NN|NEU|SIN|IND|NOM//obl//36 .//MAD//punct//4
Till statsrådet tillika chefen för Arbetsmarknadsdepartementet Ylva Johansson;Detta//DT|NEU|SIN|DEF//det//1 betänkande//NN|NEU|SIN|IND|NOM//nsubj//2 innehåller//VB|PRS|AKT//ROOT//2 utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//4 överväganden//NN|NEU|PLU|IND|NOM//obj//2 i//PP//case//7 dessa//DT|UTR/NEU|PLU|DEF//det//7 delar//NN|UTR|PLU|IND|NOM//nmod//4 ,//MID//punct//4 utöver//PP//case//10 det//PN|NEU|SIN|DEF|SUB/OBJ//nmod//4 som//HP|-|-|-//nsubj:pass//12 redovisades//VB|PRT|SFO//acl:relcl//10 den//DT|UTR|SIN|DEF//det//15 28//RG|NOM//nummod//15 februari//NN|UTR|SIN|IND|NOM//obl//12 2018//RG|NOM//nummod//15 i//PP//case//18 form//NN|UTR|SIN|IND|NOM//obl//12 av//PP//case//20 förslaget//NN|NEU|SIN|DEF|NOM//nmod//18 till//PP//case//22 ändring//NN|UTR|SIN|IND|NOM//obl//12 i//PP//case//25 7//RG|NOM//nummod//25 §//NN|AN//nmod//22 i//PP//case//27 offentlighets-//NN|UTR|-|-|SMS//nmod//25 och//KN//cc//29 sekretessförordningen//NN|UTR|SIN|DEF|NOM//conj//27 .//MAD//punct//2
Till statsrådet tillika chefen för Arbetsmarknadsdepartementet Ylva Johansson;Som//KN//case//1 sakkunniga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//nsubj:pass//4 i//PP//case//3 utredningen//NN|UTR|SIN|DEF|NOM//nmod//1 förordnades//VB|PRT|SFO//ROOT//4 fr.om//NN|NEU|SIN|IND|NOM//xcomp//4 .//MAD//punct//4
Till statsrådet tillika chefen för Arbetsmarknadsdepartementet Ylva Johansson;den//DT|UTR|SIN|DEF//det//9 30//RG|NOM//nummod//9 oktober//NN|UTR|SIN|IND|NOM//nmod//11 2017//RG|NOM//nummod//11 departementssekreteraren//NN|UTR|SIN|DEF|NOM//nmod//12 Angelica//PM|NOM//appos//4 Kauntz//PM|NOM//flat:name//12 ,//MID//punct//15 Arbetsmarknadsdepartementet//NN|NEU|SIN|DEF|NOM//conj//12 och//KN//cc//24 fr.o.m.//AB|AN//case//24 den//DT|UTR|SIN|DEF//det//20 18//RG|NOM//nummod//20 december//NN|UTR|SIN|IND|NOM//obl//23 2017//RG|NOM//nummod//20 även//AB//advmod//23 rättssakkunniga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//24 Tove//PM|NOM//conj//12 Weiner//PM|NOM//flat//24 ,//MID//punct//24 Arbetsmarknadsdepartementet//NN|NEU|SIN|DEF|NOM//nmod//24 .//MAD//punct//4
Till statsrådet tillika chefen för Arbetsmarknadsdepartementet Ylva Johansson;Som//KN//case//1 sekreterare//NN|UTR|SIN|IND|NOM//obl//2 anställdes//VB|PRT|SFO//ROOT//2 den//DT|UTR|SIN|DEF//det//4 fr.om//NN|UTR|SIN|IND|NOM//nsubj:pass//2 .//MAD//punct//2
Till statsrådet tillika chefen för Arbetsmarknadsdepartementet Ylva Johansson;den//DT|UTR|SIN|DEF//det//8 1//RO|NOM//nummod//8 oktober//NN|UTR|SIN|IND|NOM//nmod//11 2017//RG|NOM//nummod//10 departementsrådet//NN|NEU|SIN|DEF|NOM//nmod//11 Karin//PM|NOM//appos//2 Hermanrud//PM|NOM//flat:name//11 och//KN//cc//17 fr.o.m.//AB|AN//case//17 den//DT|UTR|SIN|DEF//det//17 8//RO|NOM//nummod//17 november//NN|UTR|SIN|IND|NOM//conj//11 2017//RG|NOM//nummod//17 departementssekreteraren//NN|UTR|SIN|DEF|NOM//nmod//20 Olof//PM|NOM//flat:name//11 Widgren//PM|NOM//flat:name//20 .//MAD//punct//2
Till statsrådet tillika chefen för Arbetsmarknadsdepartementet Ylva Johansson;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//2 har//VB|PRS|AKT//aux//2 antagit//VB|SUP|AKT//ROOT//2 namnet//NN|NEU|SIN|DEF|NOM//nmod//4 Utredningen//NN|UTR|SIN|DEF|NOM//obj//2 om//PP//case//6 inrättande//NN|NEU|SIN|IND|NOM//nmod//4 av//PP//case//8 Myndigheten//NN|UTR|SIN|DEF|NOM//nmod//6 för//PP//case//10 arbetsmiljökunskap//NN|UTR|SIN|IND|NOM//nmod//8 .//MAD//punct//2
Till statsrådet tillika chefen för Arbetsmarknadsdepartementet Ylva Johansson;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//1 överlämnar//VB|PRS|AKT//ROOT//1 härmed//AB//advmod//1 betänkandet//NN|NEU|SIN|DEF|NOM//nmod//4 Behandling//NN|UTR|SIN|IND|NOM//obj//1 av//PP//case//6 personuppgifter//NN|UTR|PLU|IND|NOM//nmod//4 vid//PP//case//8 Myndigheten//NN|UTR|SIN|DEF|NOM//nmod//4 för//PP//case//10 arbetsmiljökunskap//NN|UTR|SIN|IND|NOM//nmod//8  //_SP////10 (//PAD//punct//4 SOU//PM|NOM//appos//4 2018:45//RG|NOM//nmod//13 )//PAD//punct//4 .//MAD//punct//1
Till statsrådet tillika chefen för Arbetsmarknadsdepartementet Ylva Johansson;Eftersom//SN//mark//21 utredningen//NN|UTR|SIN|DEF|NOM//nsubj//21 sedan//PP//advmod//21 tidigare//AB|KOM//advmod//21 redovisat//VB|SUP|AKT//advcl//29 resterande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//23 delar//NN|UTR|PLU|IND|NOM//obj//21 av//PP//case//25 uppdraget//NN|NEU|SIN|DEF|NOM//nmod//23 är//VB|PRS|AKT//cop//29 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//29 härmed//AB//advmod//29 slutfört//PC|PRF|NEU|SIN|IND|NOM//parataxis//1 .//MAD//punct//1
Till statsrådet tillika chefen för Arbetsmarknadsdepartementet Ylva Johansson;Stockholm//PM|NOM//ROOT//0 i//PP//case//2 maj//NN|UTR|SIN|IND|NOM//obl//0 2018//RG|NOM//nummod//2
Till statsrådet tillika chefen för Arbetsmarknadsdepartementet Ylva Johansson;Ewa//PM|NOM//ROOT//0 Ställdal//PM|NOM//flat//0 Eriksson//PM|NOM//flat:name//0 /Olof//RG|NOM//cc//2 Widgren//PM|NOM//conj//0 ///MID//cc//6 Karin//PM|NOM//conj//0 Hermanrud//PM|NOM//flat:name//6


1.1 Förslag till lag om behandling av personuppgifter vid Myndigheten för arbetsmiljökunskap;Härigenom//AB//advmod//1 föreskrivs//VB|PRS|SFO//ROOT//1 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//1 .//MAD//punct//1

1.1 Förslag till lag om behandling av personuppgifter vid Myndigheten för arbetsmiljökunskap / Lagens tillämpningsområde;1//RG|NOM//nummod//1 §//NN|AN//nsubj:pass//5  //_SP////1 Denna//DT|UTR|SIN|DEF//det//4 lag//NN|UTR|SIN|IND|NOM//nsubj:pass//5 tillämpas//VB|PRS|SFO//ROOT//5 vid//PP//case//7 behandling//NN|UTR|SIN|IND|NOM//obl//5 av//PP//case//9 personuppgifter//NN|UTR|PLU|IND|NOM//nmod//7 i//PP//case//12 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//12 verksamhet//NN|UTR|SIN|IND|NOM//nmod//7 hos//PP//case//14 Myndigheten//NN|UTR|SIN|DEF|NOM//nmod//12 för//PP//case//16 arbetsmiljökunskap//NN|UTR|SIN|IND|NOM//nmod//14 som//HP|-|-|-//nsubj//18 avser//VB|PRS|AKT//acl:relcl//16 kunskapsuppbyggnad//NN|UTR|SIN|IND|NOM//obj//18 och//KN//cc//21 kunskapsspridning//NN|UTR|SIN|IND|NOM//conj//19 samt//KN//cc//23 utvärdering//NN|UTR|SIN|IND|NOM//conj//19 och//KN//cc//25 analys//NN|UTR|SIN|IND|NOM//conj//23 .//MAD//punct//5
1.1 Förslag till lag om behandling av personuppgifter vid Myndigheten för arbetsmiljökunskap / Lagens tillämpningsområde;Lagen//NN|UTR|SIN|DEF|NOM//nsubj:pass//1 tillämpas//VB|PRS|SFO//ROOT//1 endast//AB//advmod//1 på//PP//case//8 helt//AB|POS//advmod//7 eller//KN//cc//6 delvis//AB//conj//4 automatiserad//PC|PRF|UTR|SIN|IND|NOM//amod//8 behandling//NN|UTR|SIN|IND|NOM//obl//1 av//PP//case//10 personuppgifter//NN|UTR|PLU|IND|NOM//nmod//8 och//KN//cc//13 annan//JJ|POS|UTR|SIN|IND|NOM//amod//13 behandling//NN|UTR|SIN|IND|NOM//conj//10 av//PP//case//15 personuppgifter//NN|UTR|PLU|IND|NOM//nmod//13 som//HP|-|-|-//nsubj//17 ingår//VB|PRS|AKT//acl:relcl//15 eller//KN//cc//21 kommer//VB|PRS|AKT//aux//21 att//IE//mark//21 ingå//VB|INF|AKT//conj//17 i//PP//case//24 ett//DT|NEU|SIN|IND//det//24 register//NN|NEU|SIN|IND|NOM//obl//21 .//MAD//punct//1

1.1 Förslag till lag om behandling av personuppgifter vid Myndigheten för arbetsmiljökunskap / Förhållandet till annan reglering;3//RG|NOM//nummod//1 §//NN|AN//nsubj//10  //_SP////1 Vid//PP//case//4 behandling//NN|UTR|SIN|IND|NOM//nmod//1 av//PP//case//6 personuppgifter//NN|UTR|PLU|IND|NOM//nmod//4 enligt//PP//case//9 denna//DT|UTR|SIN|DEF//det//9 lag//NN|UTR|SIN|IND|NOM//nmod//4 gäller//VB|PRS|AKT//ROOT//10 lagen//NN|UTR|SIN|DEF|NOM//obj//10 (//PAD//punct//13 2018:218//RG|NOM//appos//11 )//PAD//punct//13 med//PP//case//17 kompletterande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//17 bestämmelser//NN|UTR|PLU|IND|NOM//obl//10 till//PP//case//19 EU//PM|NOM//nmod//17 ://MID//punct//17 s//NN|NEU|SIN|IND|GEN//case//22 dataskyddsförordning//NN|UTR|SIN|IND|NOM//appos//17 och//KN//cc//24 föreskrifter//NN|UTR|PLU|IND|NOM//conj//22 som//HP|-|-|-//nsubj:pass//27 har//VB|PRS|AKT//aux//27 meddelats//VB|SUP|SFO//acl:relcl//24 i//PP//case//29 anslutning//NN|UTR|SIN|IND|NOM//obl//27 till//PP//case//32 den//DT|UTR|SIN|DEF//det//32 lagen//NN|UTR|SIN|DEF|NOM//obl//27 ,//MID//punct//37 om//SN//mark//37 inte//AB//advmod//37 annat//PN|NEU|SIN|IND|SUB/OBJ//nsubj//37 följer//VB|PRS|AKT//conj//10 av//PP//case//40 denna//DT|UTR|SIN|DEF//det//40 lag//NN|UTR|SIN|IND|NOM//obl//37 eller//KN//cc//42 föreskrifter//NN|UTR|PLU|IND|NOM//conj//40 som//HP|-|-|-//nsubj:pass//45 har//VB|PRS|AKT//aux//45 meddelats//VB|SUP|SFO//acl:relcl//42 i//PP//case//47 anslutning//NN|UTR|SIN|IND|NOM//obl//45 till//PP//case//49 lagen//NN|UTR|SIN|DEF|NOM//obl//45 .//MAD//punct//10

1.1 Förslag till lag om behandling av personuppgifter vid Myndigheten för arbetsmiljökunskap / Rätten att göra invändningar;Första//RO|NOM//amod//1 stycket//NN|NEU|SIN|DEF|NOM//nsubj//2 gäller//VB|PRS|AKT//ROOT//2 dock//AB//advmod//2 inte//AB//advmod//2 när//HA//mark//7 personuppgifterna//NN|UTR|PLU|DEF|NOM//nsubj:pass//7 samlats//VB|SUP|SFO//advcl//2 in//PL//compound:prt//7 direkt//AB|POS//advmod//7 från//PP//case//12 den//DT|UTR|SIN|DEF//det//12 enskilde//JJ|POS|MAS|SIN|DEF|NOM//obl//7 .//MAD//punct//2

1.1 Förslag till lag om behandling av personuppgifter vid Myndigheten för arbetsmiljökunskap / Samtycke när uppgifter har samlats in direkt från den enskilde;5//RG|NOM//nummod//1 §//NN|AN//obl//15  //_SP////1 Om//SN//mark//6 personuppgifterna//NN|UTR|PLU|DEF|NOM//nsubj:pass//6 har//VB|PRS|AKT//aux//6 samlats//VB|SUP|SFO//acl:relcl//1 in//PL//compound:prt//6 direkt//AB|POS//advmod//6 från//PP//case//11 den//DT|UTR|SIN|DEF//det//11 enskilde//JJ|POS|MAS|SIN|DEF|NOM//obl//6 ,//MID//punct//1 får//VB|PRS|AKT//aux//15 uppgifterna//NN|UTR|PLU|DEF|NOM//nsubj:pass//15 behandlas//VB|INF|SFO//ROOT//15 endast//AB//advmod//15 om//SN//mark//22 han//PN|UTR|SIN|DEF|SUB//nsubj//22 eller//KN//cc//20 hon//PN|UTR|SIN|DEF|SUB//conj//18 har//VB|PRS|AKT//aux//22 lämnat//VB|SUP|AKT//advcl//15 sitt//PS|NEU|SIN|DEF//nmod:poss//25 uttryckliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//25 samtycke//NN|NEU|SIN|IND|NOM//obj//22 till//PP//case//27 behandlingen//NN|UTR|SIN|DEF|NOM//obl//22 .//MAD//punct//15
1.1 Förslag till lag om behandling av personuppgifter vid Myndigheten för arbetsmiljökunskap / Samtycke när uppgifter har samlats in direkt från den enskilde;Den//DT|UTR|SIN|DEF//nsubj//1 registrerade//PC|PRF|UTR/NEU|SIN|DEF|NOM//nsubj//2 har//VB|PRS|AKT//ROOT//2 rätt//PL//obj//2 att//IE//mark//8 när//HA//mark//8 som//HA//fixed//5 helst//AB|SUV//advmod//8 återkalla//VB|INF|AKT//acl//3 ett//DT|NEU|SIN|IND//det//11 lämnat//PC|PRF|NEU|SIN|IND|NOM//amod//11 samtycke//NN|NEU|SIN|IND|NOM//obj//8 .//MAD//punct//2
1.1 Förslag till lag om behandling av personuppgifter vid Myndigheten för arbetsmiljökunskap / Samtycke när uppgifter har samlats in direkt från den enskilde;Ytterligare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//14 personuppgifter//NN|UTR|PLU|IND|NOM//nsubj:pass//21 om//PP//mark//17 den//DT|UTR|SIN|DEF//det//17 registrerade//PC|PRF|UTR/NEU|SIN|DEF|NOM//nmod//14 får//VB|PRS|AKT//aux//21 därefter//AB//advmod//21 inte//AB//advmod//21 behandlas//VB|INF|SFO//advcl//2 .//MAD//punct//2

1.1 Förslag till lag om behandling av personuppgifter vid Myndigheten för arbetsmiljökunskap / Personuppgiftsansvar;6//RG|NOM//nummod//1 §//NN|AN//nsubj//7  //_SP////1 Myndigheten//NN|UTR|SIN|DEF|NOM//appos//1 för//PP//case//5 arbetsmiljökunskap//NN|UTR|SIN|IND|NOM//nmod//3 är//VB|PRS|AKT//cop//7 personuppgiftsansvarig//JJ|POS|UTR|SIN|IND|NOM//ROOT//7 för//PP//case//10 den//DT|UTR|SIN|DEF//det//10 behandling//NN|UTR|SIN|IND|NOM//obl//7 av//PP//case//12 personuppgifter//NN|UTR|PLU|IND|NOM//nmod//10 som//HP|-|-|-//obl//15 myndigheten//NN|UTR|SIN|DEF|NOM//nsubj//15 utför//VB|PRS|AKT//acl:relcl//10 enligt//PP//case//18 denna//DT|UTR|SIN|DEF//det//18 lag//NN|UTR|SIN|IND|NOM//obl//15 .//MAD//punct//7

1.1 Förslag till lag om behandling av personuppgifter vid Myndigheten för arbetsmiljökunskap / Ändamål med behandlingen;7//RG|NOM//nummod//1 §//NN|AN//nsubj//7  //_SP////1 Myndigheten//NN|UTR|SIN|DEF|NOM//appos//1 för//PP//case//5 arbetsmiljökunskap//NN|UTR|SIN|IND|NOM//nmod//3 får//VB|PRS|AKT//aux//7 behandla//VB|INF|AKT//nsubj:pass//38 personuppgifter//NN|UTR|PLU|IND|NOM//obj//7 om//SN//mark//12 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//12 är//VB|PRS|AKT//cop//12 nödvändigt//JJ|POS|NEU|SIN|IND|NOM//advcl//7 inom//PP//case//15 myndighetens//NN|UTR|SIN|DEF|GEN//nmod:poss//15 ansvarsområde//NN|NEU|SIN|IND|NOM//obl//12 .//MAD//punct//7
1.1 Förslag till lag om behandling av personuppgifter vid Myndigheten för arbetsmiljökunskap / Ändamål med behandlingen;En//DT|UTR|SIN|IND//det//19 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//19 behandling//NN|UTR|SIN|IND|NOM//nsubj//21 får//VB|PRS|AKT//aux//21 innefatta//VB|INF|AKT//conj//7 8//RG|NOM//nummod//23 §//NN|AN//obj//21  //_SP////23 Personuppgifter//NN|UTR|PLU|IND|NOM//obj//7 som//HP|-|-|-//nsubj:pass//27 behandlas//VB|PRS|SFO//acl:relcl//25 för//PP//case//30 de//DT|UTR/NEU|PLU|DEF//det//30 ändamål//NN|NEU|PLU|IND|NOM//obl//27 som//HP|-|-|-//nsubj:pass//32 anges//VB|PRS|SFO//acl:relcl//30 i//PP//case//35 7//RG|NOM//nummod//35 §//NN|AN//obl//32 får//VB|PRS|AKT//aux//38 också//AB//advmod//38 behandlas//VB|INF|SFO//ROOT//38 för//PP//mark//41 att//IE//mark//41 fullgöra//VB|INF|AKT//advcl//38 ett//DT|NEU|SIN|IND//det//43 utlämnande//NN|NEU|SIN|IND|NOM//obj//41 av//PP//case//45 uppgifter//NN|UTR|PLU|IND|NOM//nmod//43 som//HP|-|-|-//nsubj//47 sker//VB|PRS|AKT//acl:relcl//45 i//PP//case//49 överensstämmelse//NN|UTR|SIN|IND|NOM//obl//47 med//PP//case//51 lag//NN|UTR|SIN|IND|NOM//nmod//49 eller//KN//cc//53 förordning//NN|UTR|SIN|IND|NOM//conj//51 .//MAD//punct//38
