Försvarsmaktens helikopter 4;–//PAD//punct//1 frågan//NN|UTR|SIN|DEF|NOM//ROOT//1 om//PP//case//3 vidmakthållande//NN|NEU|SIN|IND|NOM//nmod//1 eller//KN//cc//5 avveckling//NN|UTR|SIN|IND|NOM//conj//3
Till Statsrådet och chefen för Försvarsdepartementet;Regeringen//NN|UTR|SIN|DEF|NOM//nsubj//1 beslutade//VB|PRT|AKT//ROOT//1 den//DT|UTR|SIN|DEF//det//4 18//RG|NOM//nummod//4 december//NN|UTR|SIN|IND|NOM//obl//1 2008//RG|NOM//nummod//4 och//KN//cc//9 den//DT|UTR|SIN|DEF//det//9 29//RG|NOM//nummod//9 april//NN|UTR|SIN|IND|NOM//conj//4 2009//RG|NOM//nummod//9 om//PP//case//12 tilläggsdirektiv//NN|NEU|PLU|IND|NOM//obl//1 till//PP//case//14 utredningen//NN|UTR|SIN|DEF|NOM//nmod//12 .//MAD//punct//1
Till Statsrådet och chefen för Försvarsdepartementet;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//10 ,//MID//punct//0 som//HP|-|-|-//nsubj//4 har//VB|PRS|AKT//aux//4 antagit//VB|SUP|AKT//acl:relcl//0 namnet//NN|NEU|SIN|DEF|NOM//nmod//6 Militärhelikopterutredningen//NN|UTR|SIN|DEF|NOM//obj//4 ,//MID//punct//0 får//VB|PRS|AKT//aux//10 härmed//AB//advmod//10 överlämna//VB|INF|AKT//ROOT//10 delrapporten//NN|UTR|SIN|DEF|NOM//obj//10 Försvarsmaktens//NN|UTR|SIN|DEF|GEN//nmod:poss//13 helikopter//NN|UTR|SIN|IND|NOM//nmod//11 4//RG|NOM//nmod//13 –//NN|AN//punct//11 frågan//NN|UTR|SIN|DEF|NOM//obj//10 om//PP//case//18 vidmakthållande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//nmod//16 eller//KN//cc//20 avveckling?(SOU//PM|NOM//conj//10 2009:67//RG|NOM//nummod//20 )//PAD//punct//20 .//MAD//punct//10
Till Statsrådet och chefen för Försvarsdepartementet;Utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//25 uppdrag//NN|NEU|SIN|IND|NOM//nsubj//31 i//PP//case//28 denna//DT|UTR|SIN|DEF//det//28 del//NN|UTR|SIN|IND|NOM//nmod//25 är//VB|PRS|AKT//cop//31 därmed//AB//advmod//31 slutfört//PC|PRF|NEU|SIN|IND|NOM//parataxis//10 .//MAD//punct//10
Till Statsrådet och chefen för Försvarsdepartementet;Stockholm//PM|NOM//ROOT//0 den//DT|UTR|SIN|DEF//det//3 30//RG|NOM//nummod//3 juni//NN|UTR|SIN|IND|NOM//obj//0 2009//RG|NOM//nummod//3
Till Statsrådet och chefen för Försvarsdepartementet;Jan-Olof//PM|NOM//nsubj//1 Lind//PM|NOM//ROOT//1 /Thomas//RG|NOM//cc//1 Wallander//PM|NOM//obl//4 4.2//RG|NOM//dep//1 Helikopterflottiljens//NN|UTR|SIN|DEF|GEN//nmod:poss//6 utveckling//NN|UTR|SIN|IND|NOM//obj//1 och//KN//cc//8 tidigare//AB|KOM//conj//6


1.1 Bakgrund;Försvarsmakten//NN|UTR|SIN|DEF|NOM//nsubj//2 har//VB|PRS|AKT//aux//2 använt//VB|SUP|AKT//ROOT//2 helikoptrar//NN|UTR|PLU|IND|NOM//obj//2 i//PP//case//5 verksamheten//NN|UTR|SIN|DEF|NOM//obl//2 sedan//PP//case//7 mitten//NN|UTR|SIN|DEF|NOM//nmod//5 av//PP//case//9 1950-talet//NN|NEU|SIN|DEF|NOM//nmod//7 .//MAD//punct//2
1.1 Bakgrund;Helikoptrar//NN|UTR|PLU|IND|NOM//obj//2 är//VB|PRS|AKT//cop//14 en//DT|UTR|SIN|IND//det//14 förutsättning//NN|UTR|SIN|IND|NOM//conj//2 för//PP//mark//24 att//SN//mark//24 många//PN|UTR/NEU|PLU|IND|SUB/OBJ//nsubj//24 av//PP//case//21 Försvarsmaktens//NN|UTR|SIN|DEF|GEN//nmod:poss//21 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//21 förband//NN|NEU|PLU|IND|NOM//nmod//17 ska//VB|PRS|AKT//aux//24 kunna//VB|INF|AKT//aux//24 lösa//VB|INF|AKT//acl//14 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//26 uppgifter//NN|UTR|PLU|IND|NOM//obj//24 .//MAD//punct//14
1.1 Bakgrund;Helikoptrarna//NN|UTR|PLU|DEF|NOM//nsubj:pass//29 anskaffades//VB|PRT|SFO//conj//2 från//PP//case//31 början//NN|UTR|SIN|DEF|NOM//obl//29 för//PP//case//33 uppgifter//NN|UTR|PLU|IND|NOM//nmod//31 inom//PP//case//38 de//DT|UTR/NEU|PLU|DEF//det//37 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//37 försvarsgrenarna//NN|UTR|PLU|DEF|NOM//nmod//38 armén//NN|UTR|SIN|DEF|NOM//nmod//33 ,//MID//punct//40 marinen//NN|UTR|SIN|DEF|NOM//conj//38 och//KN//cc//42 flygvapnet//NN|NEU|SIN|DEF|NOM//conj//38 .//MAD//punct//29
1.1 Bakgrund;I//PP//case//1 regleringsbrevet//NN|NEU|SIN|DEF|NOM//obl//5 för//PP//case//4 budgetåret//NN|NEU|SIN|DEF|NOM//nmod//4 1997//RG|NOM//nmod//1 angavs//VB|PRT|SFO//ROOT//5 att//SN//mark//9 Försvarsmakten//NN|UTR|SIN|DEF|NOM//nsubj//9 skulle//VB|PRT|AKT//aux//9 förbereda//VB|INF|AKT//ccomp//5 inrättandet//NN|NEU|SIN|DEF|NOM//obj//9 av//PP//case//13 en//DT|UTR|SIN|IND//det//13 helikopterflottilj//NN|UTR|SIN|IND|NOM//nmod//10 .//MAD//punct//5
1.1 Bakgrund;Syftet//NN|NEU|SIN|DEF|NOM//nsubj//19 var//VB|PRT|AKT//cop//15 främst//AB|SUV//advmod//16 att//IE//mark//19 få//VB|INF|AKT//parataxis//5 samordningsvinster//NN|UTR|PLU|IND|NOM//obj//19 avseende//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//22 produktionsledning//NN|UTR|SIN|IND|NOM//obl//19 ,//MID//punct//24 materielanskaffning//NN|UTR|SIN|IND|NOM//conj//22 ,//MID//punct//26 reservdelsförsörjning//NN|UTR|SIN|IND|NOM//conj//22 ,//MID//punct//28 utbildning//NN|UTR|SIN|IND|NOM//conj//22 ,//MID//punct//30 studier//NN|UTR|PLU|IND|NOM//conj//22 och//KN//cc//32 utveckling//NN|UTR|SIN|IND|NOM//conj//22 samt//KN//cc//34 prov//NN|NEU|SIN|IND|NOM//conj//22 och//KN//cc//36 försök//NN|NEU|PLU|IND|NOM//conj//22 av//PP//case//40 bl.a.//AB|AN//advmod//40 ny//JJ|POS|UTR|SIN|IND|NOM//amod//40 materiel//NN|UTR|SIN|IND|NOM//nmod//36 .//MAD//punct//19
1.1 Bakgrund;Den//DT|UTR|SIN|DEF//det//2 1//RO|NOM//nummod//2 januari//NN|UTR|SIN|IND|NOM//obl//4 1998//RG|NOM//nummod//2 inrättades//VB|PRT|SFO//ROOT//4 den//DT|UTR|SIN|DEF//det//7 försvarsmaktsgemensamma//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//7 helikopterorganisationen//NN|UTR|SIN|DEF|NOM//nsubj:pass//4 Försvarsmaktens//NN|UTR|SIN|DEF|GEN//nmod:poss//9 helikopterflottilj//NN|UTR|SIN|IND|NOM//nsubj:pass//4 ,//MID//punct//9 med//PP//case//14 en//DT|UTR|SIN|IND//det//14 gemensam//JJ|POS|UTR|SIN|IND|NOM//amod//14 stab//NN|UTR|SIN|IND|NOM//obl//15 belägen//JJ|POS|UTR|SIN|IND|NOM//acl//9 på//PP//case//17 Malmen//PM|NOM//obl//15 (//PAD//punct//19 Linköping//PM|NOM//appos//17 )//PAD//punct//19 .//MAD//punct//4
1.1 Bakgrund;Helikopterflottiljen//NN|UTR|SIN|DEF|NOM//nsubj//23 ansvarar//VB|PRS|AKT//conj//4 för//PP//case//25 organisation//NN|UTR|SIN|IND|NOM//obl//23 och//KN//cc//27 produktion//NN|UTR|SIN|IND|NOM//conj//25 av//PP//case//30 insatsförbandet//NN|NEU|SIN|DEF|NOM//amod//30 helikopterbataljonen//NN|UTR|SIN|DEF|NOM//nmod//27 .//MAD//punct//23

1.1.1 Omsättning av helikopterparken;Försvarsmakten//NN|UTR|SIN|DEF|NOM//nsubj//1 omsätter//VB|PRS|AKT//ROOT//1 för//PP//advmod//1 närvarande//NN|NEU|SIN|IND|NOM//fixed//2 sin//PS|UTR|SIN|DEF//nmod:poss//5 helikopterpark//NN|UTR|SIN|IND|NOM//obj//1 .//MAD//punct//1
1.1.1 Omsättning av helikopterparken;Målet//NN|NEU|SIN|DEF|NOM//parataxis//1 för//PP//case//9 omsättningen//NN|UTR|SIN|DEF|NOM//nmod//7 är//VB|PRS|AKT//conj//1 främst//AB|SUV//advmod//1 att//IE//mark//13 skapa//VB|INF|AKT//advcl//1 en//DT|UTR|SIN|IND//det//16 ensad//PC|PRF|UTR|SIN|IND|NOM//amod//16 helikopterpark//NN|UTR|SIN|IND|NOM//obj//13 med//PP//case//19 färre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//19 helikoptertyper//NN|UTR|PLU|IND|NOM//obl//13 .//MAD//punct//13
1.1.1 Omsättning av helikopterparken;På//PP//case//23 det//DT|NEU|SIN|DEF//det//23 sättet//NN|NEU|SIN|DEF|NOM//obl//26 kan//VB|PRS|AKT//aux//26 myndigheten//NN|UTR|SIN|DEF|NOM//nsubj//26 utforma//VB|INF|AKT//advcl//1 en//DT|UTR|SIN|IND//det//32 mer//AB|KOM//advmod//29 rationell//JJ|POS|UTR|SIN|IND|NOM//amod//32 och//KN//cc//31 effektiv//JJ|POS|UTR|SIN|IND|NOM//conj//29 verksamhet//NN|UTR|SIN|IND|NOM//obj//26 och//KN//cc//34 begränsa//VB|INF|AKT//conj//26 bl.a.//AB|AN//advmod//34 underhållskostnaderna//NN|UTR|PLU|DEF|NOM//obj//34 .//MAD//punct//26
1.1.1 Omsättning av helikopterparken;Flertalet//NN|NEU|SIN|DEF|NOM//nsubj:pass//7 av//PP//case//4 de//DT|UTR/NEU|PLU|DEF//det//4 tidigare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//4 helikoptersystemen//NN|NEU|PLU|DEF|NOM//nmod//0 har//VB|PRS|AKT//aux//7 redan//AB//advmod//7 avvecklats//VB|SUP|SFO//ROOT//7 eller//KN//cc//9 håller//VB|PRS|AKT//conj//7 på//PL//compound:prt//9 att//IE//mark//12 avvecklas//VB|INF|SFO//xcomp//9 .//MAD//punct//7
1.1.1 Omsättning av helikopterparken;För//PP//case//15 närvarande//NN|NEU|SIN|IND|NOM//obl//16 planeras//VB|PRS|SFO//parataxis//7 eller//KN//cc//18 pågår//VB|PRS|AKT//conj//7 avvecklingen//NN|UTR|SIN|DEF|NOM//obj//18 av//PP//case//22 helikoptersystem//NN|NEU|SIN|IND|NOM//nmod//22 4//RG|NOM//nmod//19 (//PAD//punct//22 HKP//PM|NOM//nmod//25 4//RG|NOM//appos//22 )//PAD//punct//7 och//KN//cc//29 helikoptersystem//NN|NEU|SIN|IND|NOM//nmod//29 9//RG|NOM//nummod//7 (//PAD//punct//29 HKP//PM|NOM//nmod//32 9//RG|NOM//appos//29 )//PAD//punct//7 .//MAD//punct//7
1.1.1 Omsättning av helikopterparken;Av//PP//case//38 de//DT|UTR/NEU|PLU|DEF//det//38 tidigare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//38 helikoptersystemen//NN|NEU|PLU|DEF|NOM//dep//57 är//VB|PRS|AKT//cop//43 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//43 endast//AB//advmod//43 helikopter//NN|UTR|SIN|IND|NOM//nmod//43 10//RG|NOM//nummod//38 (//PAD//punct//43 HKP//PM|NOM//nmod//46 10//RG|NOM//appos//43 )//PAD//punct//38 som//HP|-|-|-//nsubj:pass//50 ska//VB|PRS|AKT//aux//50 vidmakthållas//VB|INF|SFO//acl:relcl//38 .//MAD//punct//38
1.1.1 Omsättning av helikopterparken;Som//KN//case//53 ersättning//NN|UTR|SIN|IND|NOM//obl//57 till//PP//case//56 avvecklade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//56 system//NN|NEU|PLU|IND|NOM//nmod//53 anskaffas//VB|PRS|SFO//conj//7 ett//DT|NEU|SIN|IND//det//60 medeltungt//JJ|POS|NEU|SIN|IND|NOM//amod//60 helikoptersystem//NN|NEU|SIN|IND|NOM//nmod//61 14//RG|NOM//obl//57 (//PAD//punct//61 HKP//PM|NOM//nmod//64 14//RG|NOM//appos//61 )//PAD//punct//57 och//KN//cc//70 ett//DT|NEU|SIN|IND//det//69 lätt//JJ|POS|NEU|SIN|IND|NOM//amod//69 helikoptersystem//NN|NEU|SIN|IND|NOM//nmod//70 15//RG|NOM//conj//57 (//PAD//punct//70 HKP//PM|NOM//nmod//73 15//RG|NOM//appos//70 )//PAD//punct//70 .//MAD//punct//70
1.1.1 Omsättning av helikopterparken;Omsättningen//NN|UTR|SIN|DEF|NOM//nsubj//79 av//PP//case//78 helikopterparken//NN|UTR|SIN|DEF|NOM//nmod//76 innebär//VB|PRS|AKT//parataxis//70 en//DT|UTR|SIN|IND//det//81 halvering//NN|UTR|SIN|IND|NOM//obj//79 av//PP//case//84 antalet//NN|NEU|SIN|DEF|NOM//nmod//84 helikoptrar//NN|UTR|PLU|IND|NOM//nmod//81 ,//MID//punct//89 från//PP//case//87 tidigare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//89 ett//DT|NEU|SIN|IND//det//89 hundratal//NN|NEU|SIN|IND|NOM//nmod//70 till//PP//case//93 omkring//AB//advmod//92 50//RG|NOM//nummod//93 helikoptrar//NN|UTR|PLU|IND|NOM//nmod//89 år//NN|NEU|SIN|IND|NOM//nmod//95 2020//RG|NOM//nmod//89 .//MAD//punct//70
1.1.1 Omsättning av helikopterparken;Enligt//PP//case//3 den//DT|UTR|SIN|DEF//det//3 ursprungliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//3 planeringen//NN|UTR|SIN|DEF|NOM//obl//8 skulle//VB|PRT|AKT//aux//8 de//DT|UTR/NEU|PLU|DEF//det//7 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//7 helikoptrarna//NN|UTR|PLU|DEF|NOM//nsubj:pass//8 levereras//VB|PRS|SFO//ROOT//8 under//PP//case//11 perioden//NN|UTR|SIN|DEF|NOM//nmod//11 2003–2009//NN|NEU|SIN|IND|NOM//obl//8 .//MAD//punct//8
1.1.1 Omsättning av helikopterparken;Leveranserna//NN|UTR|PLU|DEF|NOM//nsubj//20 av//PP//case//17 de//DT|UTR/NEU|PLU|DEF//det//17 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//17 helikoptersystemen//NN|NEU|PLU|DEF|NOM//nmod//13 är//VB|PRS|AKT//cop//20 dock//AB//advmod//20 försenade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//parataxis//8 .//MAD//punct//20
1.1.1 Omsättning av helikopterparken;HKP//PM|NOM//nmod//23 14//RG|NOM//appos//20 och//KN//cc//25 HKP//PM|NOM//nmod//26 15//RG|NOM//nummod//23 kommer//VB|PRS|AKT//conj//20 ,//MID//punct//20 efter//PP//case//30 det//PN|NEU|SIN|DEF|SUB/OBJ//obl//20 att//SN//mark//37 samtliga//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//33 helikoptrar//NN|UTR|PLU|IND|NOM//nsubj:pass//37 i//PP//case//36 respektive//AB//amod//36 system//NN|NEU|SIN|IND|NOM//nmod//33 levererats//VB|SUP|SFO//acl//30 ,//MID//punct//40 vara//VB|INF|AKT//cop//40 föremål//NN|NEU|SIN|IND|NOM//conj//37 för//PP//case//42 leveranser//NN|UTR|PLU|IND|NOM//nmod//40 av//PP//case//44 kringutrustning//NN|UTR|SIN|IND|NOM//nmod//42 fram//AB//advmod//37 mot//PP//case//48 år//NN|NEU|SIN|IND|NOM//nmod//48 2020//RG|NOM//obl//45 ,//MID//punct//37 då//HA//advmod//52 helikopterbataljonen//NN|UTR|SIN|DEF|NOM//nsubj//52 bedöms//VB|PRS|SFO//advcl//37 vara//VB|INF|AKT//cop//55 fullt//AB|POS//advmod//55 operativ//JJ|POS|UTR|SIN|IND|NOM//xcomp//52 .//MAD//punct//20


1.2.1 Helikopterbataljonens operativa förmåga;Helikopterbataljonen//NN|UTR|SIN|DEF|NOM//nsubj//2 är//VB|PRS|AKT//cop//2 målsatt//PC|PRF|UTR|SIN|IND|NOM//ROOT//2 med//PP//case//8 utgångspunkt//NN|UTR|SIN|IND|NOM//fixed//3 i//PP//fixed//3 de//DT|UTR/NEU|PLU|DEF//det//8 övergripande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//8 kraven//NN|NEU|PLU|DEF|NOM//obl//2 på//PP//case//11 operativ//JJ|POS|UTR|SIN|IND|NOM//amod//11 förmåga//NN|UTR|SIN|IND|NOM//nmod//8  //_SP////11 och//KN//cc//14 kraven//NN|NEU|PLU|DEF|NOM//conj//11 på//PP//case//19 ett//DT|NEU|SIN|IND//det//17 antal//NN|NEU|SIN|IND|NOM//nmod//19 operativa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//19 delförmågor//NN|UTR|PLU|IND|NOM//nmod//14 .//MAD//punct//8
