Överprövning av upphandlingsmål m.m.;Betänkande//NN|NEU|SIN|IND|NOM//ROOT//0 av//PP//case//2 Överprövningsutredningen//PM|NOM//nmod//0
Till statsrådet Ardalan Shekarabi;Sundsvall//PM|NOM//ROOT//0 i//PP//case//2 mars//NN|UTR|SIN|IND|NOM//nmod//0 2015//RG|NOM//nummod//2
Till statsrådet Ardalan Shekarabi;Christer//PM|NOM//nsubj//1 Sjödin//PM|NOM//ROOT//1 /Åse//MID//nmod//3 Nevhage//PM|NOM//obj//1


1.1 Förslag till lag om ändring i lagen (2007:1091) om offentlig upphandling Härigenom föreskrivs i fråga om lagen (2007:1091) om offentlig upphandling;dels//KN//advmod//18  //_SP////0 att//SN//mark//18 4//RG|NOM//nummod//4 kap.//NN|AN//nmod//5 5//RG|NOM//nummod//6 §//NN|AN//nsubj//18 ,//MID//punct//6 16//RG|NOM//nummod//9 kap.//NN|AN//nmod//10 6//RG|NOM//nmod//6 ,//MID//punct//10 20//RG|NOM//nummod//10 och//KN//cc//10 21//RG|NOM//nummod//15 §//NN|AN//nmod//16 §//NN|AN//nmod//10 ska//VB|PRS|AKT//aux//18 ha//VB|INF|AKT//ROOT//18 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//20 lydelse//NN|UTR|SIN|IND|NOM//obj//18 ,//MID//punct//18 dels//KN//advmod//29  //_SP////22 att//SN//mark//29 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//29 i//PP//case//27 lagen//NN|UTR|SIN|DEF|NOM//obl//29 ska//VB|PRS|AKT//aux//29 införas//VB|INF|SFO//conj//18 en//DT|UTR|SIN|IND//det//32 ny//JJ|POS|UTR|SIN|IND|NOM//amod//32 bestämmelse//NN|UTR|SIN|IND|NOM//nsubj:pass//29 ,//MID//punct//29 16//RG|NOM//nummod//35 kap.//NN|AN//appos//29 6//RG|NOM//nummod//37 a//NN|NEU|SIN|IND|NOM//case//38 §//NN|AN//nmod//35 av//PP//case//41 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//41 lydelse//NN|UTR|SIN|IND|NOM//nmod//38 .//MAD//punct//18


1.1 Förslag till lag om ändring i lagen (2007:1091) om offentlig upphandling Härigenom föreskrivs i fråga om lagen (2007:1091) om offentlig upphandling / 4 kap.;5//RG|NOM//nummod//1 §//NN|AN//ROOT//1
1.1 Förslag till lag om ändring i lagen (2007:1091) om offentlig upphandling Härigenom föreskrivs i fråga om lagen (2007:1091) om offentlig upphandling / 4 kap.;En//DT|UTR|SIN|IND//det//2 upphandlande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//2 myndighet//NN|UTR|SIN|IND|NOM//nsubj//4 får//VB|PRS|AKT//aux//4 använda//VB|INF|AKT//ROOT//4 förhandlat//PC|PRF|NEU|SIN|IND|NOM//xcomp//4 förfarande//NN|NEU|SIN|IND|NOM//obj//5 utan//PP//case//9 föregående//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//9 annonsering//NN|UTR|SIN|IND|NOM//obl//5 vid//PP//case//11 tilldelning//NN|UTR|SIN|IND|NOM//nmod//9 av//PP//case//13 kontrakt//NN|NEU|PLU|IND|NOM//nmod//11 som//HP|-|-|-//nsubj//15 avser//VB|PRS|AKT//acl:relcl//13 byggentreprenader//NN|UTR|PLU|IND|NOM//obj//15 ,//MID//punct//18 varor//NN|UTR|PLU|IND|NOM//conj//16 och//KN//cc//20 tjänster//NN|UTR|PLU|IND|NOM//conj//16 om//PP//case//22 1//RG|NOM//nmod//20 .//MID//punct//4
1.1 Förslag till lag om ändring i lagen (2007:1091) om offentlig upphandling Härigenom föreskrivs i fråga om lagen (2007:1091) om offentlig upphandling / 4 kap.;det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//32 vid//PP//case//30 ett//DT|NEU|SIN|IND//det//30 öppet//JJ|POS|NEU|SIN|IND|NOM//amod//30 eller//KN//cc//29 selektivt//JJ|POS|NEU|SIN|IND|NOM//conj//27 förfarande//NN|NEU|SIN|IND|NOM//obl//32 inte//AB//advmod//32 lämnats//VB|SUP|SFO//parataxis//4 några//DT|UTR/NEU|PLU|IND//det//34 anbudsansökningar//NN|UTR|PLU|IND|NOM//obj//32 eller//KN//cc//37 inte//AB//advmod//37 lämnats//VB|SUP|SFO//conj//32 några//DT|UTR/NEU|PLU|IND//det//39 anbud//NN|NEU|PLU|IND|NOM//nsubj:pass//37 eller//KN//cc//42 inte//AB//advmod//42 lämnats//VB|SUP|SFO//conj//32 några//DT|UTR/NEU|PLU|IND//det//45 lämpliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//45 anbud//NN|NEU|PLU|IND|NOM//nsubj:pass//42 och//KN//cc//49 de//DT|UTR/NEU|PLU|DEF//det//49 ursprungliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//49 villkoren//NN|NEU|PLU|DEF|NOM//nsubj:pass//53 för//PP//case//51 kontraktet//NN|NEU|SIN|DEF|NOM//nmod//49 inte//AB//advmod//53 ändrats//VB|SUP|SFO//conj//32 väsentligt//AB|POS//advmod//53 ,//MID//punct//53 2//RG|NOM//nummod//53 .//MID//punct//4
1.1 Förslag till lag om ändring i lagen (2007:1091) om offentlig upphandling Härigenom föreskrivs i fråga om lagen (2007:1091) om offentlig upphandling / 4 kap.;det//PN|NEU|SIN|DEF|SUB/OBJ//parataxis//4 som//HP|-|-|-//nsubj:pass//61 ska//VB|PRS|AKT//aux//61 upphandlas//VB|INF|SFO//acl:relcl//58 av//PP//case//66 tekniska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//66 eller//KN//cc//65 konstnärliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//63 skäl//NN|NEU|PLU|IND|NOM//obl:agent//61 eller//KN//cc//73 på//PP//case//71 grund//NN|UTR|SIN|IND|NOM//fixed//68 av//PP//fixed//68 ensamrätt//NN|UTR|SIN|IND|NOM//obl//73 kan//VB|PRS|AKT//aux//73 fullgöras//VB|INF|SFO//conj//61 av//PP//case//78 endast//AB//advmod//78 en//DT|UTR|SIN|IND//det//78 viss//JJ|POS|UTR|SIN|IND|NOM//amod//78 leverantör//NN|UTR|SIN|IND|NOM//obl:agent//73 ,//MID//punct//73 eller//KN//cc//81 3//RG|NOM//conj//73 .//MID//punct//4
1.1 Förslag till lag om ändring i lagen (2007:1091) om offentlig upphandling Härigenom föreskrivs i fråga om lagen (2007:1091) om offentlig upphandling / 4 kap.;det//PN|NEU|SIN|DEF|SUB/OBJ//expl//86 är//VB|PRS|AKT//cop//86 absolut//AB|POS//advmod//86 nödvändigt//JJ|POS|NEU|SIN|IND|NOM//parataxis//4 att//IE//mark//88 tilldela//VB|INF|AKT//csubj//86 kontraktet//NN|NEU|SIN|DEF|NOM//obj//88 ,//MID//punct//93 men//KN//cc//93 synnerlig//JJ|POS|UTR|SIN|IND|NOM//amod//93 brådska//NN|UTR|SIN|IND|NOM//conj//86 ,//MID//punct//95 orsakad//PC|PRF|UTR|SIN|IND|NOM//conj//86 av//PP//case//97 omständigheter//NN|UTR|PLU|IND|NOM//obl:agent//95 som//HP|-|-|-//nsubj:pass//101 inte//AB//advmod//101 kunnat//VB|SUP|AKT//aux//101 förutses//VB|INF|SFO//acl:relcl//97 av//PP//case//105 den//DT|UTR|SIN|DEF//det//105 upphandlande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//105 myndigheten//NN|UTR|SIN|DEF|NOM//obl:agent//101 gör//VB|PRS|AKT//conj//86 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//106 omöjligt//AB|POS//xcomp//106 att//IE//mark//110 hålla//VB|INF|AKT//advcl//106 tidsfristerna//NN|UTR|PLU|DEF|NOM//obj//110 vid//PP//case//113 öppet//JJ|POS|NEU|SIN|IND|NOM//obl//110 ,//MID//punct//115 selektivt//JJ|POS|NEU|SIN|IND|NOM//advmod//110 eller//KN//cc//117 förhandlat//PC|PRF|NEU|SIN|IND|NOM//conj//110 förfarande//NN|NEU|SIN|IND|NOM//obj//117 med//PP//case//121 föregående//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//121 annonsering//NN|UTR|SIN|IND|NOM//obl//117 .//MAD//punct//86
1.1 Förslag till lag om ändring i lagen (2007:1091) om offentlig upphandling Härigenom föreskrivs i fråga om lagen (2007:1091) om offentlig upphandling / 4 kap.;Exempel//NN|NEU|PLU|IND|NOM//nsubj//15 på//PP//case//3 en//DT|UTR|SIN|IND//det//3 omständighet//NN|UTR|SIN|IND|NOM//nmod//0 enligt//PP//case//6 första//RO|NOM//amod//6 stycket//NN|NEU|SIN|DEF|NOM//nmod//7 3//RG|NOM//nmod//0 som//HP|-|-|-//nsubj:pass//10 kunnat//VB|SUP|AKT//aux//10 förutses//VB|INF|SFO//acl:relcl//7 av//PP//case//14 den//DT|UTR|SIN|DEF//det//14 upphandlande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//14 myndigheten//NN|UTR|SIN|DEF|NOM//obl//10 är//VB|PRS|AKT//ROOT//15 att//SN//mark//18 upphandlingen//NN|UTR|SIN|DEF|NOM//nsubj//18 begärs//VB|PRS|SFO//ccomp//15 överprövad//PC|PRF|UTR|SIN|IND|NOM//xcomp//18 och//KN//cc//23 att//SN//mark//23 överprövning//NN|UTR|SIN|IND|NOM//nsubj//23 sker//VB|PRS|AKT//conj//18 i//PP//case//26 en//DT|UTR|SIN|IND//det//26 instans//NN|UTR|SIN|IND|NOM//obl//23 .//MAD//punct//15
1.1 Förslag till lag om ändring i lagen (2007:1091) om offentlig upphandling Härigenom föreskrivs i fråga om lagen (2007:1091) om offentlig upphandling / 4 kap.;Om//SN//mark//3 Europeiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//2 kommissionen//NN|UTR|SIN|DEF|NOM//nsubj//3 begär//VB|PRS|AKT//advcl//15 det//PN|NEU|SIN|DEF|SUB/OBJ//obj//3 ,//MID//punct//3 ska//VB|PRS|AKT//aux//15 den//DT|UTR|SIN|DEF//det//9 upphandlande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//9 myndigheten//NN|UTR|SIN|DEF|NOM//nsubj//15 i//PP//case//12 en//DT|UTR|SIN|IND//det//12 rapport//NN|UTR|SIN|IND|NOM//nmod//9 till//PP//case//14 kommissionen//NN|UTR|SIN|DEF|NOM//nmod//12 redovisa//VB|INF|AKT//ROOT//15 sådana//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//17 ärenden//NN|NEU|PLU|IND|NOM//obj//15 där//HA//advmod//25 bestämmelserna//NN|UTR|PLU|DEF|NOM//nsubj:pass//25 i//PP//case//22 första//RO|NOM//amod//22 stycket//NN|NEU|SIN|DEF|NOM//nmod//23 1//RG|NOM//nmod//19 har//VB|PRS|AKT//aux//25 tillämpats//VB|SUP|SFO//acl:relcl//17 av//PP//case//27 myndigheten//NN|UTR|SIN|DEF|NOM//obl:agent//25 .//MAD//punct//15


1.1 Förslag till lag om ändring i lagen (2007:1091) om offentlig upphandling Härigenom föreskrivs i fråga om lagen (2007:1091) om offentlig upphandling / 16 kap.;6//RG|NOM//nummod//1 §//NN|AN//ROOT//1
1.1 Förslag till lag om ändring i lagen (2007:1091) om offentlig upphandling Härigenom föreskrivs i fråga om lagen (2007:1091) om offentlig upphandling / 16 kap.;Om//SN//mark//5 den//DT|UTR|SIN|DEF//det//3 upphandlande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//3 myndigheten//NN|UTR|SIN|DEF|NOM//nsubj//5 har//VB|PRS|AKT//aux//5 brutit//VB|SUP|AKT//advcl//40 mot//PP//case//9 de//DT|UTR/NEU|PLU|DEF//det//9 grundläggande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//9 principerna//NN|UTR|PLU|DEF|NOM//obl//5 i//PP//case//12 1//RG|NOM//nummod//12 kap.//NN|AN//nmod//9 9//RG|NOM//nummod//14 §//NN|AN//nmod//9 eller//KN//cc//18 någon//DT|UTR|SIN|IND//det//18 annan//JJ|POS|UTR|SIN|IND|NOM//amod//18 bestämmelse//NN|UTR|SIN|IND|NOM//conj//14 i//PP//case//21 denna//DT|UTR|SIN|DEF//det//21 lag//NN|UTR|SIN|IND|NOM//nmod//18 och//KN//cc//25 detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//25 har//VB|PRS|AKT//aux//25 medfört//VB|SUP|AKT//conj//5 att//SN//mark//29 leverantören//NN|UTR|SIN|DEF|NOM//nsubj//29 har//VB|PRS|AKT//aux//29 lidit//VB|SUP|AKT//ccomp//25 skada//VB|INF|AKT//obj//29 eller//KN//cc//35 kan//VB|PRS|AKT//aux//35 komma//VB|INF|AKT//aux//35 att//IE//mark//35 lida//VB|INF|AKT//conj//29 skada//NN|UTR|SIN|IND|NOM//obj//35 ,//MID//punct//40 ska//VB|PRS|AKT//aux//40 rätten//NN|UTR|SIN|DEF|NOM//nsubj//40 besluta//VB|INF|AKT//ROOT//40 att//SN//mark//44 upphandlingen//NN|UTR|SIN|DEF|NOM//nsubj:pass//44 ska//VB|PRS|AKT//aux//44 göras//VB|INF|SFO//ccomp//40 om//PL//mark//50 eller//KN//cc//50 att//SN//mark//50 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj:pass//50 får//VB|PRS|AKT//aux//50 avslutas//VB|INF|SFO//advcl//44 först//AB//advmod//55 sedan//SN//case//53 rättelse//NN|UTR|SIN|IND|NOM//obl//55 har//VB|PRS|AKT//aux//55 gjorts//VB|SUP|SFO//advcl//50 .//MAD//punct//40
1.1 Förslag till lag om ändring i lagen (2007:1091) om offentlig upphandling Härigenom föreskrivs i fråga om lagen (2007:1091) om offentlig upphandling / 16 kap.;Om//SN//mark//6 en//DT|UTR|SIN|IND//det//2 överträdelse//NN|UTR|SIN|IND|NOM//nsubj//6 enligt//PP//case//5 första//RO|NOM//amod//5 stycket//NN|NEU|SIN|DEF|NOM//nmod//2 avser//VB|PRS|AKT//advcl//24 fel//NN|NEU|SIN|IND|NOM//advmod//6 eller//KN//cc//9 brist//NN|UTR|SIN|IND|NOM//conj//7 som//HP|-|-|-//nsubj//11 finns//VB|PRS|SFO//acl:relcl//9 innan//SN//advmod//11 halva//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//14 tiden//NN|UTR|SIN|DEF|NOM//obl//11 för//PP//mark//17 att//IE//mark//17 lämna//VB|INF|AKT//acl//14 anbudsansökan//NN|UTR|SIN|IND|NOM//obj//17 eller//KN//cc//20 anbud//NN|NEU|SIN|IND|NOM//conj//18 i//PP//case//22 upphandlingen//NN|UTR|SIN|DEF|NOM//obl//17 har//VB|PRS|AKT//aux//24 löpt//VB|SUP|AKT//ROOT//24 ut//PL//compound:prt//24 ,//MID//punct//29 ska//VB|PRS|AKT//aux//29 rätten//NN|UTR|SIN|DEF|NOM//nsubj//29 besluta//VB|INF|AKT//conj//24 om//PP//case//31 ingripande//NN|NEU|SIN|IND|NOM//obl//29 endast//AB//advmod//35 om//SN//mark//35 leverantören//NN|UTR|SIN|DEF|NOM//nsubj//35 visat//VB|SUP|AKT//advcl//29 att//SN//mark//42 anmärkning//NN|UTR|SIN|IND|NOM//nsubj:pass//42 mot//PP//case//39 felet//NN|NEU|SIN|DEF|NOM//nmod//37 eller//KN//cc//41 bristen//NN|UTR|SIN|DEF|NOM//conj//37 gjorts//VB|SUP|SFO//ccomp//35 hos//PP//case//46 den//DT|UTR|SIN|DEF//det//46 upphandlande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//46 myndigheten//NN|UTR|SIN|DEF|NOM//obl//42 eller//KN//cc//50 hos//PP//case//50 allmän//JJ|POS|UTR|SIN|IND|NOM//amod//50 förvaltningsdomstol//NN|UTR|SIN|IND|NOM//conj//46 i//PP//case//53 ett//DT|NEU|SIN|IND//det//53 mål//NN|NEU|SIN|IND|NOM//nmod//50 om//PP//case//55 överprövning//NN|UTR|SIN|IND|NOM//nmod//53 .//MAD//punct//29
1.1 Förslag till lag om ändring i lagen (2007:1091) om offentlig upphandling Härigenom föreskrivs i fråga om lagen (2007:1091) om offentlig upphandling / 16 kap.;Anmärkning//NN|UTR|SIN|IND|NOM//nsubj//59 ska//VB|PRS|AKT//aux//59 ske//VB|INF|AKT//conj//24 innan//SN//case//62 halva//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//62 tiden//NN|UTR|SIN|DEF|NOM//obl//59 för//PP//mark//65 att//IE//mark//65 lämna//VB|INF|AKT//advcl//59 anbudsansökan//NN|UTR|SIN|IND|NOM//obj//65 eller//KN//cc//68 anbud//NN|NEU|SIN|IND|NOM//conj//66 har//VB|PRS|AKT//aux//70 gått//VB|SUP|AKT//conj//59 ,//MID//punct//73 dock//AB//advmod//73 får//VB|PRS|AKT//conj//59 anmärkning//NN|UTR|SIN|IND|NOM//obj//73 alltid//AB//advmod//73 göras//VB|INF|SFO//advcl//73 inom//PP//case//79 tio//RG|NOM//nummod//79 dagar//NN|UTR|PLU|IND|NOM//obl//76 från//PP//case//81 det//PN|NEU|SIN|DEF|SUB/OBJ//nmod//79 att//SN//mark//84 leverantören//NN|UTR|SIN|DEF|NOM//nsubj//84 fick//VB|PRT|AKT//acl:relcl//79 kännedom//NN|UTR|SIN|IND|NOM//obj//84 eller//KN//cc//89 borde//VB|PRT|AKT//aux//89 ha//VB|INF|AKT//aux//89 fått//VB|SUP|AKT//conj//84 kännedom//NN|UTR|SIN|IND|NOM//obj//89 om//PP//case//92 felet//NN|NEU|SIN|DEF|NOM//nmod//90 eller//KN//cc//94 bristen//NN|UTR|SIN|DEF|NOM//conj//92 .//MAD//punct//24
1.1 Förslag till lag om ändring i lagen (2007:1091) om offentlig upphandling Härigenom föreskrivs i fråga om lagen (2007:1091) om offentlig upphandling / 16 kap.;Överprövning//NN|UTR|SIN|IND|NOM//nsubj//6 av//PP//case//3 en//DT|UTR|SIN|IND//det//3 upphandling//NN|UTR|SIN|IND|NOM//nmod//0 får//VB|PRS|AKT//aux//6 inte//AB//advmod//6 ske//VB|INF|AKT//ROOT//6 efter//PP//case//8 det//PN|NEU|SIN|DEF|SUB/OBJ//obl//6 att//SN//mark//12 avtal//NN|NEU|SIN|IND|NOM//nsubj:pass//12 har//VB|PRS|AKT//aux//12 slutits//VB|SUP|SFO//ccomp//6 mellan//PP//case//16 den//DT|UTR|SIN|DEF//det//16 upphandlande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//16 myndigheten//NN|UTR|SIN|DEF|NOM//obl//12 och//KN//cc//19 en//DT|UTR|SIN|IND//det//19 leverantör//NN|UTR|SIN|IND|NOM//conj//16 .//MAD//punct//6
1.1 Förslag till lag om ändring i lagen (2007:1091) om offentlig upphandling Härigenom föreskrivs i fråga om lagen (2007:1091) om offentlig upphandling / 16 kap.;Mål//NN|NEU|PLU|IND|NOM//nsubj:pass//6 om//PP//case//2 överprövning//NN|UTR|SIN|IND|NOM//obl//0 av//PP//case//4 upphandling//NN|UTR|SIN|IND|NOM//nmod//2 ska//VB|PRS|AKT//aux//6 handläggas//VB|INF|SFO//ROOT//6 skyndsamt//AB|POS//advmod//6 .//MAD//punct//6
1.1 Förslag till lag om ändring i lagen (2007:1091) om offentlig upphandling Härigenom föreskrivs i fråga om lagen (2007:1091) om offentlig upphandling / 16 kap.;Om//SN//mark//4 inte//AB//advmod//3 synnerliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//3 hinder//NN|NEU|PLU|IND|NOM//nsubj//4 finns//VB|PRS|SFO//advcl//7 ska//VB|PRS|AKT//aux//7 förvaltningsrätten//NN|UTR|SIN|DEF|NOM//nsubj//7 avgöra//VB|INF|AKT//ROOT//7 mål//NN|NEU|SIN|IND|NOM//obj//7 om//PP//case//10 överprövning//NN|UTR|SIN|IND|NOM//nmod//8 av//PP//case//12 upphandling//NN|UTR|SIN|IND|NOM//nmod//10 innan//SN//mark//19 det//PN|NEU|SIN|DEF|SUB/OBJ//fixed//13 att//SN//mark//19 90//RG|NOM//nummod//17 dagar//NN|UTR|PLU|IND|NOM//nsubj//19 har//VB|PRS|AKT//aux//19 gått//VB|SUP|AKT//advcl//7 från//PP//case//21 det//PN|NEU|SIN|DEF|SUB/OBJ//obl//19 att//SN//mark//26 ansökan//NN|UTR|SIN|IND|NOM//nsubj//26 om//PP//case//25 överprövning//NN|UTR|SIN|IND|NOM//nmod//23 kom//VB|PRT|AKT//advcl//19 in//PL//compound:prt//26 till//PP//case//29 rätten//NN|UTR|SIN|DEF|NOM//obl//26 .//MAD//punct//7
1.1 Förslag till lag om ändring i lagen (2007:1091) om offentlig upphandling Härigenom föreskrivs i fråga om lagen (2007:1091) om offentlig upphandling / 16 kap.;6//RG|NOM//nummod//33 a//NN|NEU|SIN|IND|NOM//case//33 §//NN|AN//appos//7
