– bättre nytta och ökad säkerhet;Betänkande//NN|NEU|SIN|IND|NOM//ROOT//0 av//PP//case//2 Utredningen//NN|UTR|SIN|DEF|NOM//nmod//0 om//PP//case//4 översyn//NN|UTR|SIN|IND|NOM//nmod//2 av//PP//case//6 djursjukdata//NN|NEU|PLU|IND|NOM//nmod//4
Till statsrådet och chefen för Jordbruksdepartementet;Som//KN//case//1 sakkunnig//JJ|POS|UTR|SIN|IND|NOM//nsubj:pass//2 förordnades//VB|PRT|SFO//ROOT//2 från//PP//case//6 den//DT|UTR|SIN|DEF//det//6 6//RO|NOM//nummod//6 december//NN|UTR|SIN|IND|NOM//nmod//9 2004//RG|NOM//nummod//8 ämnesrådet//NN|NEU|SIN|DEF|NOM//nmod//9 Urban//PM|NOM//obl//2 Johnson//PM|NOM//flat:name//9 ,//MID//punct//12 Jordbruksdepartementet//NN|NEU|SIN|DEF|NOM//conj//9 .//MAD//punct//9
Till statsrådet och chefen för Jordbruksdepartementet;Samma//DT|UTR/NEU|SIN/PLU|IND//det//15 dag//NN|UTR|SIN|IND|NOM//obl//16 förordnades//VB|PRT|SFO//advcl//9 som//KN//mark//18 experter//NN|UTR|PLU|IND|NOM//obl//16 ://MID//punct//9
Till statsrådet och chefen för Jordbruksdepartementet;leg//NN|AN//appos//9 .//MAD//punct//9
Till statsrådet och chefen för Jordbruksdepartementet;veterinären//NN|UTR|SIN|DEF|NOM//nmod//23 Torkel//PM|NOM//appos//9 Ekman//PM|NOM//flat:name//23 ,//MID//punct//27 Sveriges//PM|GEN//nmod:poss//27 veterinärförbund//NN|NEU|SIN|IND|NOM//conj//23 ,//MID//punct//23 veterinärinspektören//NN|UTR|SIN|DEF|NOM//conj//9 Nils-Åke//PM|NOM//nmod//31 Fag//PM|NOM//nsubj//29 ,//MID//punct//29 Statens//NN|UTR|SIN|DEF|GEN//nmod:poss//34 jordbruksverk//NN|NEU|SIN|IND|NOM//conj//9 ,//MID//punct//34 leg//NN|AN//conj//9 .//MAD//punct//9
Till statsrådet och chefen för Jordbruksdepartementet;veterinären//NN|UTR|SIN|DEF|NOM//nmod//39 Bengt//PM|NOM//appos//9 Johansson//PM|NOM//flat:name//39 ,//MID//punct//39 Sveriges//PM|GEN//nmod:poss//43 veterinärförbund//NN|NEU|SIN|IND|NOM//conj//39 ,//MID//punct//39 djurhälsoveterinären//NN|UTR|SIN|DEF|NOM//nmod//46 Anita//PM|NOM//appos//39 Jonasson//PM|NOM//flat:name//46 ,//MID//punct//46 Svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//50 djurhälsovården//NN|UTR|SIN|DEF|NOM//nmod//51 AB//PM|NOM//nmod//46 ,//MID//punct//39 länsveterinären//NN|UTR|SIN|DEF|NOM//nmod//54 Per//PM|NOM//conj//9 Jonsson//PM|NOM//flat:name//54 ,//MID//punct//57 länsstyrelsen//NN|UTR|SIN|DEF|NOM//conj//9 i//PP//case//60 Södermanlands//PM|GEN//nmod:poss//60 län//NN|NEU|SIN|IND|NOM//nmod//57 ,//MID//punct//57 leg//NN|AN//conj//9 .//MAD//punct//9
Till statsrådet och chefen för Jordbruksdepartementet;veterinären//NN|UTR|SIN|DEF|NOM//nmod//65 Örjan//PM|NOM//appos//9 Ljungvall//PM|NOM//flat:name//65 ,//MID//punct//9 föreningen//NN|UTR|SIN|DEF|NOM//nmod//69 Veterinärer//NN|UTR|PLU|IND|NOM//appos//9 i//PP//case//71 Sverige//PM|NOM//nmod//69 ,//MID//punct//9 doktoranden//NN|UTR|SIN|DEF|NOM//nmod//74 Marie//PM|NOM//appos//9 Mörk//PM|NOM//flat:name//74 ,//MID//punct//74 Sveriges//PM|GEN//nmod:poss//78 lantbruksuniversitet//NN|NEU|SIN|IND|NOM//conj//9 ,//MID//punct//78 leg//NN|AN//conj//9 .//MAD//punct//9
Till statsrådet och chefen för Jordbruksdepartementet;veterinären//NN|UTR|SIN|DEF|NOM//nmod//83 Katarina//PM|NOM//appos//9 Roth//PM|NOM//flat:name//83 ,//MID//punct//83 Svensk//JJ|POS|UTR|SIN|IND|NOM//amod//87 Mjölk//NN|UTR|SIN|IND|NOM//conj//83 och//KN//cc//90 agronomen//NN|UTR|SIN|DEF|NOM//nmod//90 Gunnela//PM|NOM//conj//83 Ståhle//PM|NOM//flat:name//90 ,//MID//punct//90 Lantbrukarnas//NN|UTR|PLU|DEF|GEN//nmod:poss//94 riksförbund//NN|NEU|SIN|IND|NOM//conj//83 .//MAD//punct//2
Till statsrådet och chefen för Jordbruksdepartementet;Den//DT|UTR|SIN|DEF//det//2 17//RG|NOM//nummod//2 januari//NN|UTR|SIN|IND|NOM//nsubj:pass//4 2005//RG|NOM//nummod//2 förordnades//VB|PRT|SFO//ROOT//4 biträdande//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//6 avdelningschefen//NN|UTR|SIN|DEF|NOM//nmod//7 Olle//PM|NOM//nsubj:pass//4 Johansson//PM|NOM//flat:name//7 ,//MID//punct//7 Statens//NN|UTR|SIN|DEF|GEN//nmod:poss//11 jordbruksverk//NN|NEU|SIN|IND|NOM//nsubj:pass//4 ,//MID//punct//11 som//KN//mark//14 expert//NN|UTR|SIN|IND|NOM//advcl//11 .//MAD//punct//11
Till statsrådet och chefen för Jordbruksdepartementet;På//PP//case//18 egen//JJ|POS|UTR|SIN|IND/DEF|NOM//amod//18 begäran//NN|UTR|SIN|IND|NOM//obl//23 till//PP//case//22 följd//NN|UTR|SIN|IND|NOM//fixed//19 av//PP//case//22 föräldraledighet//NN|UTR|SIN|IND|NOM//nmod//18 entledigades//VB|PRT|SFO//conj//4 Marie//PM|NOM//nsubj:pass//23 Mörk//JJ|POS|UTR|SIN|IND|NOM//flat:name//24 den//DT|UTR|SIN|DEF//det//28 8//RO|NOM//nummod//28 mars//NN|UTR|SIN|IND|NOM//xcomp//23 samma//DT|UTR/NEU|SIN/PLU|IND//det//30 år//NN|NEU|SIN|IND|NOM//obl//23 .//MAD//punct//23
Till statsrådet och chefen för Jordbruksdepartementet;Samtidigt//AB//advmod//33 förordnades//VB|PRT|SFO//parataxis//23 docent//NN|UTR|SIN|IND|NOM//nmod//35 Agneta//PM|NOM//nsubj//33 Egenvall//PM|NOM//flat//35 ,//MID//punct//39 Sveriges//PM|GEN//nmod:poss//39 lantbruksuniversitet//NN|NEU|SIN|IND|NOM//conj//35 ,//MID//punct//39 som//KN//mark//42 expert//NN|UTR|SIN|IND|NOM//acl//39 .//MAD//punct//4
Till statsrådet och chefen för Jordbruksdepartementet;Slutligen//AB//advmod//1 förordnades//VB|PRT|SFO//ROOT//1 den//DT|UTR|SIN|DEF//det//4 22//RG|NOM//nummod//4 april//NN|UTR|SIN|IND|NOM//nmod//7 2005//RG|NOM//nummod//6 statsepizootologen//NN|UTR|SIN|DEF|NOM//nmod//7 Ulla//PM|NOM//nsubj//1 Carlsson//PM|NOM//flat:name//7 ,//MID//punct//12 Statens//NN|UTR|SIN|DEF|GEN//nmod:poss//12 veterinärmedicinska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//12 anstalt//NN|UTR|SIN|IND|NOM//conj//7 ,//MID//punct//15 som//KN//case//15 expert//NN|UTR|SIN|IND|NOM//advcl//7 .//MAD//punct//1
Till statsrådet och chefen för Jordbruksdepartementet;Den//DT|UTR|SIN|DEF//det//2 13//RG|NOM//nummod//2 januari//NN|UTR|SIN|IND|NOM//obl//4 2005//RG|NOM//nummod//2 beslutade//VB|PRT|AKT//ROOT//4 regeringen//NN|UTR|SIN|DEF|NOM//nsubj//4 att//IE//mark//9 till//PP//case//8 utredningen//NN|UTR|SIN|DEF|NOM//obl//9 överlämna//VB|INF|AKT//xcomp//4 en//DT|UTR|SIN|IND//det//11 ”//JJ|POS|UTR|SIN|IND|NOM//nmod//12 framställning//NN|UTR|SIN|IND|NOM//obj//9 angående//PP//case//16 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//16 veterinära//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//16 frågor//NN|UTR|PLU|IND|NOM//nmod//12 ”//RG|NOM//punct//9 från//PP//case//20 Statens//NN|UTR|SIN|DEF|GEN//nmod:poss//20 jordbruksverk//NN|NEU|SIN|IND|NOM//obl//9 ,//MID//punct//23 såvitt//SN//advmod//23 avsåg//VB|PRT|AKT//conj//9 frågan//NN|UTR|SIN|DEF|NOM//obj//23 om//PP//case//26 djursjukdata//NN|NEU|PLU|IND|NOM//nmod//24 .//MAD//punct//4
Till statsrådet och chefen för Jordbruksdepartementet;Jordbruksverket//NN|NEU|SIN|DEF|NOM//nsubj//29 föreslog//VB|PRT|AKT//parataxis//4 att//SN//mark//33 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//33 skulle//VB|PRT|AKT//aux//33 införas//VB|INF|SFO//ccomp//29 sanktionsmöjligheter//NN|UTR|PLU|IND|NOM//nsubj:pass//33 vid//PP//case//36 brister//NN|UTR|PLU|IND|NOM//obl//33 vad//HP|NEU|SIN|IND//nsubj//38 gäller//VB|PRS|AKT//acl:relcl//36 veterinärers//NN|UTR|PLU|IND|GEN//nmod:poss//40 inrapportering//NN|UTR|SIN|IND|NOM//obj//38 av//PP//case//42 djursjukdata//NN|NEU|PLU|IND|NOM//nmod//40 ,//MID//punct//40 så//AB//mark//48 att//SN//fixed//44 tillsynsmyndigheten//NN|UTR|SIN|DEF|NOM//nsubj//48 skulle//VB|PRT|AKT//aux//48 få//VB|INF|AKT//advcl//38 möjlighet//NN|UTR|SIN|IND|NOM//obj//48 att//IE//mark//51 utfärda//VB|INF|AKT//acl//49 de//DT|UTR/NEU|PLU|DEF//det//53 förelägganden//NN|NEU|PLU|IND|NOM//obj//51 som//HP|-|-|-//nsubj:pass//55 behövs//VB|PRS|SFO//acl:relcl//53 för//PP//mark//64 att//SN//mark//64 bestämmelserna//NN|UTR|PLU|DEF|NOM//nsubj//64 om//PP//mark//64 bland//PP//case//62 annat//PN|NEU|SIN|IND|SUB/OBJ//amod//62 inrapportering//NN|UTR|SIN|IND|NOM//obl//64 skall//VB|PRS|AKT//aux//64 efterlevas//VB|INF|SFO//advcl//55 .//MAD//punct//4
Till statsrådet och chefen för Jordbruksdepartementet;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//1 antog//VB|PRT|AKT//ROOT//1 namnet//NN|NEU|SIN|DEF|NOM//nmod//3 Utredningen//NN|UTR|SIN|DEF|NOM//obj//1 om//PP//case//5 översyn//NN|UTR|SIN|IND|NOM//nmod//3 av//PP//case//7 djursjukdata//NN|NEU|PLU|IND|NOM//nmod//5 (//PAD//punct//1 Jo//IN//discourse//10 2004:03//RG|NOM//appos//1 )//PAD//punct//10 .//MAD//punct//14
Till statsrådet och chefen för Jordbruksdepartementet;Utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//14 övervägande//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//nsubj:pass//17 och//KN//cc//16 slutsatser//NN|UTR|PLU|IND|NOM//conj//14 redovisas//VB|PRS|SFO//conj//1 i//PP//case//20 detta//DT|NEU|SIN|DEF//det//20 betänkande//NN|NEU|SIN|IND|NOM//obl//17 .//MAD//punct//1
Till statsrådet och chefen för Jordbruksdepartementet;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//1 yttrade//VB|PRT|AKT//ROOT//1 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//1 vidare//AB|KOM//advmod//1 den//DT|UTR|SIN|DEF//det//6 29//RG|NOM//nummod//6 april//NN|UTR|SIN|IND|NOM//obl//1 2005//RG|NOM//nummod//6 över//PP//case//11 Statens//NN|UTR|SIN|DEF|GEN//nmod:poss//10 jordbruksverks//NN|NEU|SIN|IND|GEN//nmod:poss//11 rapport//NN|UTR|SIN|IND|NOM//nmod//6 Identifiering//NN|UTR|SIN|IND|NOM//obj//1 och//KN//cc//14 registrering//NN|UTR|SIN|IND|NOM//conj//12 av//PP//case//16 hästar//NN|UTR|PLU|IND|NOM//nmod//14 ,//MID//punct//12 med//PP//case//19 anledning//NN|UTR|SIN|IND|NOM//obl//1 av//PP//case//22 en//DT|UTR|SIN|IND//det//22 remiss//NN|UTR|SIN|IND|NOM//nmod//19 från//PP//case//24 Jordbruksdepartementet//NN|NEU|SIN|DEF|NOM//nmod//22 den//DT|UTR|SIN|DEF//det//27 1//RO|NOM//nummod//27 februari//NN|UTR|SIN|IND|NOM//nmod//19 2005//RG|NOM//nummod//27 .//MAD//punct//1
Till statsrådet och chefen för Jordbruksdepartementet;Härmed//AB//advmod//1 överlämnas//VB|PRS|SFO//ROOT//1 betänkandet//NN|NEU|SIN|DEF|NOM//nsubj:pass//1  //_SP////2 Nytt//JJ|POS|NEU|SIN|IND|NOM//amod//5 djurhälsoregister//NN|UTR|PLU|IND|NOM//nsubj:pass//1 –//RG|NOM//punct//5 bättre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//8 nytta//NN|UTR|SIN|IND|NOM//appos//5 och//KN//cc//11 ökad//PC|PRF|UTR|SIN|IND|NOM//amod//11 säkerhet//NN|UTR|SIN|IND|NOM//conj//8 (//PAD//punct//5 SOU//PM|NOM//appos//5 2005:74//RG|NOM//nummod//13 )//PAD//punct//5 .//MAD//punct//1
Till statsrådet och chefen för Jordbruksdepartementet;Utredningsuppdraget//NN|NEU|SIN|DEF|NOM//nsubj//20 är//VB|PRS|AKT//cop//20 därmed//AB//advmod//20 slutfört//PC|PRF|NEU|SIN|IND|NOM//conj//1 .//MAD//punct//20
Till statsrådet och chefen för Jordbruksdepartementet;Uppsala//PM|NOM//ROOT//0 i//PP//case//2 september//NN|UTR|SIN|IND|NOM//nmod//0 2005//RG|NOM//nummod//2
Till statsrådet och chefen för Jordbruksdepartementet;Inger//PM|NOM//ROOT//0 Andersson//PM|NOM//flat:name//0 /Mikael//RG|NOM//nmod//0 Cullberg//PM|NOM//flat:name//0
Till statsrådet och chefen för Jordbruksdepartementet;Märit//PM|NOM//nmod//1 Bergendahl//PM|NOM//ROOT//1 m.m.//AB|AN//conj//1 ......................................................................................//MAD//punct//1 149//RG|NOM//conj//1

•Veterinärerna skall även fortsättningsvis vara de som rapporterar djurhälsouppgifter. En författningsreglering införs av registrets syften och ändamål, liksom av skyldigheten att lämna uppgifter. Samtidigt får veterinärerna rätt att även lämna ut sådana uppgifter till djurhälsoregistret som täcks av tystnadsplikten. Författningsförslagen är nödvändiga för att djurhälsouppgifter skall få samlas in.;•//NN|NEU|SIN|IND|NOM//advmod//6 Veterinärerna//NN|UTR|PLU|DEF|NOM//nsubj//6 skall//VB|PRS|AKT//aux//6 även//AB//advmod//4 fortsättningsvis//AB//advmod//6 vara//VB|INF|AKT//cop//6 de//PN|UTR/NEU|PLU|DEF|SUB//ROOT//6 som//HP|-|-|-//nsubj//8 rapporterar//VB|PRS|AKT//acl:relcl//6 djurhälsouppgifter//NN|UTR|PLU|IND|NOM//obj//8 .//MAD//punct//6
•Veterinärerna skall även fortsättningsvis vara de som rapporterar djurhälsouppgifter. En författningsreglering införs av registrets syften och ändamål, liksom av skyldigheten att lämna uppgifter. Samtidigt får veterinärerna rätt att även lämna ut sådana uppgifter till djurhälsoregistret som täcks av tystnadsplikten. Författningsförslagen är nödvändiga för att djurhälsouppgifter skall få samlas in.;En//DT|UTR|SIN|IND//det//12 författningsreglering//NN|UTR|SIN|IND|NOM//nsubj:pass//13 införs//VB|PRS|SFO//parataxis//6 av//PP//case//16 registrets//NN|NEU|SIN|DEF|GEN//nmod:poss//16 syften//NN|NEU|PLU|IND|NOM//obl:agent//13 och//KN//cc//18 ändamål//NN|NEU|PLU|IND|NOM//conj//16 ,//MID//punct//22 liksom//PP//mark//22 av//PP//case//22 skyldigheten//NN|UTR|SIN|DEF|NOM//obl//13 att//IE//mark//24 lämna//VB|INF|AKT//acl//22 uppgifter//NN|UTR|PLU|IND|NOM//obj//24 .//MAD//punct//13
•Veterinärerna skall även fortsättningsvis vara de som rapporterar djurhälsouppgifter. En författningsreglering införs av registrets syften och ändamål, liksom av skyldigheten att lämna uppgifter. Samtidigt får veterinärerna rätt att även lämna ut sådana uppgifter till djurhälsoregistret som täcks av tystnadsplikten. Författningsförslagen är nödvändiga för att djurhälsouppgifter skall få samlas in.;Samtidigt//AB//advmod//28 får//VB|PRS|AKT//parataxis//13 veterinärerna//NN|UTR|PLU|DEF|NOM//nsubj//28 rätt//NN|UTR|SIN|IND|NOM//obj//28 att//IE//mark//33 även//AB//advmod//33 lämna//VB|INF|AKT//acl//30 ut//PL//compound:prt//33 sådana//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//36 uppgifter//NN|UTR|PLU|IND|NOM//obj//33 till//PP//case//38 djurhälsoregistret//NN|NEU|SIN|DEF|NOM//obl//33 som//HP|-|-|-//nsubj:pass//40 täcks//VB|PRS|SFO//acl:relcl//38 av//PP//case//42 tystnadsplikten//NN|UTR|SIN|DEF|NOM//obl:agent//40 .//MAD//punct//6
•Veterinärerna skall även fortsättningsvis vara de som rapporterar djurhälsouppgifter. En författningsreglering införs av registrets syften och ändamål, liksom av skyldigheten att lämna uppgifter. Samtidigt får veterinärerna rätt att även lämna ut sådana uppgifter till djurhälsoregistret som täcks av tystnadsplikten. Författningsförslagen är nödvändiga för att djurhälsouppgifter skall få samlas in.;Författningsförslagen//NN|UTR|SIN|DEF|NOM//nsubj//46 är//VB|PRS|AKT//cop//46 nödvändiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//parataxis//6 för//PP//mark//52 att//SN//mark//52 djurhälsouppgifter//NN|UTR|PLU|IND|NOM//nsubj:pass//52 skall//VB|PRS|AKT//aux//52 få//VB|INF|AKT//aux//52 samlas//VB|INF|SFO//advcl//46 in//PL//compound:prt//52 .//MAD//punct//46
•Veterinärerna skall även fortsättningsvis vara de som rapporterar djurhälsouppgifter. En författningsreglering införs av registrets syften och ändamål, liksom av skyldigheten att lämna uppgifter. Samtidigt får veterinärerna rätt att även lämna ut sådana uppgifter till djurhälsoregistret som täcks av tystnadsplikten. Författningsförslagen är nödvändiga för att djurhälsouppgifter skall få samlas in.;Våra//PS|UTR/NEU|PLU|DEF//nmod:poss//1 förslag//NN|NEU|PLU|IND|NOM//nsubj//2 innebär//VB|PRS|AKT//ROOT//2 inga//DT|UTR/NEU|PLU|IND//det//5 större//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//5 förändringar//NN|UTR|PLU|IND|NOM//obj//2 av//PP//case//8 systemets//NN|NEU|SIN|DEF|GEN//nmod:poss//8 omfattning//NN|UTR|SIN|IND|NOM//nmod//5 .//MAD//punct//2
•Veterinärerna skall även fortsättningsvis vara de som rapporterar djurhälsouppgifter. En författningsreglering införs av registrets syften och ändamål, liksom av skyldigheten att lämna uppgifter. Samtidigt får veterinärerna rätt att även lämna ut sådana uppgifter till djurhälsoregistret som täcks av tystnadsplikten. Författningsförslagen är nödvändiga för att djurhälsouppgifter skall få samlas in.;För//PP//punct//2 de//DT|UTR/NEU|PLU|DEF//det//14 allra//AB//advmod//13 flesta//JJ|SUV|UTR/NEU|PLU|DEF|NOM//amod//14 veterinärer//NN|UTR|PLU|IND|NOM//nsubj//17 kommer//VB|PRS|AKT//aux//17 således//AB//advmod//17 förslagen//NN|NEU|PLU|DEF|NOM//fixed//10 inte//AB//advmod//17 att//IE//mark//20 innebära//VB|INF|AKT//acl//17 några//DT|UTR/NEU|PLU|IND//det//23 ökade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//23 kostnader//NN|UTR|PLU|IND|NOM//obj//20 i//PP//case//27 form//NN|UTR|SIN|IND|NOM//fixed//24 av//PP//fixed//24 inrapportering//NN|UTR|SIN|IND|NOM//nmod//23 och//KN//cc//29 administration//NN|UTR|SIN|IND|NOM//conj//27 .//MID//punct//17
