En översyn av lagstiftningen om företagsbot;Betänkande//NN|NEU|SIN|IND|NOM//ROOT//0 av//PP//case//2 Utredningen//NN|UTR|SIN|DEF|NOM//nmod//0 om//PP//case//5 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//5 frågor//NN|UTR|PLU|IND|NOM//nmod//2 om//PP//case//7 företagsbot//NN|UTR|SIN|IND|NOM//nmod//5


1.1 Förslag till lag om ändring i brottsbalken;Härigenom//AB//nsubj:pass//1 föreskrivs//VB|PRS|SFO//ROOT//1 i//PP//advmod//1 fråga//NN|UTR|SIN|IND|NOM//fixed//2 om//PP//case//5 brottsbalken//NN|UTR|SIN|DEF|NOM//obl//1 dels//KN//advmod//21  //_SP////6 att//SN//mark//21 36//RG|NOM//nummod//10 kap.//NN|AN//nmod//11 7//RG|NOM//nummod//18 ,//MID//punct//11 8//RG|NOM//nummod//11 ,//MID//punct//13 9//RG|NOM//nummod//11 och//KN//cc//11 10//RG|NOM//nummod//11 §//NN|AN//nmod//19 §//NN|AN//nsubj//21 ska//VB|PRS|AKT//aux//21 ha//VB|INF|AKT//advcl//1 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//23 lydelse//NN|UTR|SIN|IND|NOM//obj//21 ,//MID//punct//21 dels//KN//advmod//30  //_SP////25 att//SN//mark//30 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//30 ska//VB|PRS|AKT//aux//30 införas//VB|INF|SFO//conj//21 tre//RG|NOM//nummod//33 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//33 paragrafer//NN|UTR|PLU|IND|NOM//nsubj:pass//30 ,//MID//punct//33 2//RG|NOM//nummod//36 kap.//NN|AN//appos//33 3//RG|NOM//nummod//38 b//NN|NEU|SIN|IND|NOM//nmod//39 §//NN|AN//nmod//36 samt//KN//cc//36 36//RG|NOM//nummod//42 kap.//NN|AN//obl//43 7//RG|NOM//nummod//44 a//NN|NEU|SIN|IND|NOM//nummod//36 och//KN//cc//44 7//RG|NOM//nummod//44 b//NN|NEU|SIN|IND|NOM//punct//36 §//NN|AN//nmod//49 §//NN|AN//nmod//36 ,//MID//punct//30 av//PP//case//53 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//53 lydelse//NN|UTR|SIN|IND|NOM//obl//30 .//MAD//punct//1

1.1 Förslag till lag om ändring i brottsbalken / 2 kap. Om tillämpligheten av svensk lag;3//RG|NOM//nummod//1 b//NN|NEU|SIN|IND|NOM//nmod//2 §//NN|AN//ROOT//2
1.1 Förslag till lag om ändring i brottsbalken / 2 kap. Om tillämpligheten av svensk lag;Talan//NN|UTR|SIN|DEF|NOM//nsubj:pass//26 om//PP//case//2 företagsbot//NN|UTR|SIN|IND|NOM//nmod//0 som//HP|-|-|-//nsubj:pass//4 grundas//VB|PRS|SFO//acl:relcl//2 på//PP//case//6 brotten//NN|NEU|PLU|DEF|NOM//obl//4 givande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//xcomp//4 av//PP//case//9 muta//NN|UTR|SIN|IND|NOM//nmod//7 ,//MID//punct//12 grovt//JJ|POS|NEU|SIN|IND|NOM//amod//12 givande//NN|NEU|SIN|IND|NOM//conj//7 av//PP//case//14 muta//NN|UTR|SIN|IND|NOM//nmod//12 eller//KN//cc//16 handel//NN|UTR|SIN|IND|NOM//conj//14 med//PP//case//18 inflytande//NN|NEU|SIN|IND|NOM//nmod//12 enligt//PP//case//22 10//RG|NOM//nummod//21 kap.//NN|AN//nmod//22 5//RG|NOM//nmod//18 d//NN|AN//case//24 §//NN|AN//nmod//25 2//RG|NOM//obl//4 prövas//VB|PRS|SFO//ROOT//26 efter//PP//case//29 svensk//JJ|POS|UTR|SIN|IND|NOM//amod//29 lag//NN|UTR|SIN|IND|NOM//obl//26 och//KN//cc//33 vid//PP//case//33 svensk//JJ|POS|UTR|SIN|IND|NOM//amod//33 domstol//NN|UTR|SIN|IND|NOM//conj//29 om//SN//mark//36 brottet//NN|NEU|SIN|DEF|NOM//nsubj//36 har//VB|PRS|AKT//advcl//26 begåtts//VB|SUP|SFO//obj//36 utom//PP//case//39 riket//NN|NEU|SIN|DEF|NOM//nmod//37 i//PP//case//41 utövningen//NN|UTR|SIN|DEF|NOM//nmod//39 av//PP//case//45 ett//DT|NEU|SIN|IND//det//45 svenskt//JJ|POS|NEU|SIN|IND|NOM//amod//45 företags//NN|NEU|SIN|IND|GEN//nmod//41 näringsverksamhet//NN|UTR|SIN|IND|NOM//obj//36 även//AB//mark//52 om//SN//fixed//47 svensk//JJ|POS|UTR|SIN|IND|NOM//amod//50 domsrätt//NN|UTR|SIN|IND|NOM//nsubj//52 inte//AB//advmod//52 föreligger//VB|PRS|AKT//advcl//36 enligt//PP//case//54 bestämmelserna//NN|UTR|PLU|DEF|NOM//obl//52 i//PP//case//57 2//RG|NOM//nummod//57 §//NN|AN//nmod//54 ,//MID//punct//57 3//RG|NOM//nummod//60 §//NN|AN//appos//57 eller//KN//cc//62 3//RG|NOM//conj//57 a//NN|NEU|SIN|IND|NOM//case//64 §//NN|AN//nmod//57 .//MAD//punct//26
1.1 Förslag till lag om ändring i brottsbalken / 2 kap. Om tillämpligheten av svensk lag;Första//RO|NOM//amod//1 stycket//NN|NEU|SIN|DEF|NOM//nsubj//2 gäller//VB|PRS|AKT//ROOT//2 inte//AB//advmod//2 om//SN//mark//7 gärningen//NN|UTR|SIN|DEF|NOM//nsubj//7 är//VB|PRS|AKT//cop//7 fri//JJ|POS|UTR|SIN|IND|NOM//advcl//2 från//PP//case//9 ansvar//NN|NEU|SIN|IND|NOM//obl//7 enligt//PP//case//11 lagen//NN|UTR|SIN|DEF|NOM//obl//7 på//PP//case//13 gärningsorten//NN|UTR|SIN|DEF|NOM//nmod//11 .//MAD//punct//2
1.1 Förslag till lag om ändring i brottsbalken / 2 kap. Om tillämpligheten av svensk lag;Talan//NN|UTR|SIN|DEF|NOM//nsubj:pass//8 om//PP//case//2 företagsbot//NN|UTR|SIN|IND|NOM//nmod//0 enligt//PP//case//5 första//RO|NOM//amod//5 stycket//NN|NEU|SIN|DEF|NOM//nmod//2 får//VB|PRS|AKT//aux//8 inte//AB//advmod//8 väckas//VB|INF|SFO//ROOT//8 utan//PP//mark//20 att//SN//mark//20 regeringen//NN|UTR|SIN|DEF|NOM//nsubj//20 eller//KN//cc//14 den//DT|UTR|SIN|DEF//det//14 myndighet//NN|UTR|SIN|IND|NOM//conj//11 som//HP|-|-|-//obj//18 regeringen//NN|UTR|SIN|DEF|NOM//nsubj//18 har//VB|PRS|AKT//aux//18 bemyndigat//VB|SUP|AKT//acl:relcl//14 har//VB|PRS|AKT//aux//20 förordnat//VB|SUP|AKT//advcl//8 om//PP//case//22 det//PN|NEU|SIN|DEF|SUB/OBJ//obl//20 .//MAD//punct//8

1.1 Förslag till lag om ändring i brottsbalken / 36 kap. Om förverkande av egendom, företagsbot och annan särskild rättsverkan av brott;7//RG|NOM//nummod//1 §//NN|AN//ROOT//1
1.1 Förslag till lag om ändring i brottsbalken / 36 kap. Om förverkande av egendom, företagsbot och annan särskild rättsverkan av brott;För//PP//case//1 brott//NN|NEU|PLU|IND|NOM//obl//19 som//HP|-|-|-//nsubj//3 har//VB|PRS|AKT//acl:relcl//1 begåtts//VB|SUP|SFO//obj//3 i//PP//case//6 utövningen//NN|UTR|SIN|DEF|NOM//nmod//4 av//PP//case//8 näringsverksamhet//NN|UTR|SIN|IND|NOM//nmod//6 skall//VB|PRS|AKT//aux//19 ,//MID//punct//15 på//PP//case//12 yrkande//NN|NEU|SIN|IND|NOM//obl//15 av//PP//case//15 allmän//JJ|POS|UTR|SIN|IND|NOM//amod//15 åklagare//NN|UTR|SIN|IND|NOM//obl//9 ,//MID//punct//15  //_SP////16 näringsidkaren//NN|UTR|SIN|DEF|NOM//nsubj:pass//19 åläggas//VB|PRS|SFO//ROOT//19 företagsbot//NN|UTR|SIN|IND|NOM//nsubj:pass//19 ,//MID//punct//19 om//SN//mark//27 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//27 för//PP//case//25 brottet//NN|NEU|SIN|DEF|NOM//obl//27 är//VB|PRS|AKT//cop//27 föreskrivet//PC|PRF|NEU|SIN|IND|NOM//advcl//19 strängare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//29 straff//NN|NEU|SIN|IND|NOM//obj//27 än//KN//mark//31 penningböter//NN|UTR|PLU|IND|NOM//acl//29 och//KN//cc//33 1//RG|NOM//conj//31 .//MAD//punct//19
1.1 Förslag till lag om ändring i brottsbalken / 36 kap. Om förverkande av egendom, företagsbot och annan särskild rättsverkan av brott;näringsidkaren//NN|UTR|SIN|DEF|NOM//nsubj//38 inte//AB//advmod//38 har//VB|PRS|AKT//aux//38 gjort//VB|SUP|AKT//parataxis//19 vad//HP|NEU|SIN|IND//dislocated//43 som//HP|-|-|-//nsubj:pass//43 skäligen//AB//advmod//43 kunnat//VB|SUP|AKT//aux//43 krävas//VB|INF|SFO//ccomp//38 för//PP//mark//46 att//IE//mark//46 förebygga//VB|INF|AKT//advcl//43 brottsligheten//NN|UTR|SIN|DEF|NOM//obj//46 ,//MID//punct//50 eller//KN//cc//50 2//RG|NOM//conj//47 .//MAD//punct//19
1.1 Förslag till lag om ändring i brottsbalken / 36 kap. Om förverkande av egendom, företagsbot och annan särskild rättsverkan av brott;brottet//NN|NEU|SIN|DEF|NOM//nsubj:pass//54 har//VB|PRS|AKT//aux//54 begåtts//VB|SUP|SFO//parataxis//19 av//PP//case//56 a.//NN|UTR|SIN|IND|NOM//nmod//54 en//DT|UTR|SIN|IND//det//58 person//NN|UTR|SIN|IND|NOM//nmod//54 i//PP//case//61 ledande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//61 ställning//NN|UTR|SIN|IND|NOM//nmod//58 grundad//PC|PRF|UTR|SIN|IND|NOM//amod//58 på//PP//case//64 befogenhet//NN|UTR|SIN|IND|NOM//obl//62 att//IE//mark//66 företräda//VB|INF|AKT//acl//58 näringsidkaren//NN|UTR|SIN|DEF|NOM//obj//66 eller//KN//cc//70 att//IE//mark//70 fatta//VB|INF|AKT//conj//66 beslut//NN|NEU|SIN|IND|NOM//obj//70 på//PP//case//74 näringsidkarens//NN|UTR|SIN|DEF|GEN//nmod:poss//74 vägnar//NN|UTR|PLU|IND|NOM//obl//70 ,//MID//punct//54 eller//KN//cc//77 b.//NN|NEU|SIN|IND|NOM//conj//54 en//DT|UTR|SIN|IND//det//79 person//NN|UTR|SIN|IND|NOM//obj//77 som//HP|-|-|-//nsubj//82 annars//AB//advmod//82 haft//VB|SUP|AKT//acl:relcl//79 ett//DT|NEU|SIN|IND//det//85 särskilt//PC|PRF|NEU|SIN|IND|NOM//amod//85 ansvar//NN|NEU|SIN|IND|NOM//obj//82 för//PP//case//87 tillsyn//NN|UTR|SIN|IND|NOM//nmod//85 eller//KN//cc//89 kontroll//NN|UTR|SIN|IND|NOM//conj//87 i//PP//case//91 verksamheten//NN|UTR|SIN|DEF|NOM//nmod//89 .//MAD//punct//19
1.1 Förslag till lag om ändring i brottsbalken / 36 kap. Om förverkande av egendom, företagsbot och annan särskild rättsverkan av brott;Första//RO|NOM//amod//1 stycket//NN|NEU|SIN|DEF|NOM//nsubj//2 gäller//VB|PRS|AKT//ROOT//2 inte//AB//advmod//2 ,//MID//punct//2 om//SN//mark//8 brottsligheten//NN|UTR|SIN|DEF|NOM//nsubj//8 varit//VB|SUP|AKT//cop//8 riktad//PC|PRF|UTR|SIN|IND|NOM//advcl//2 mot//PP//case//10 näringsidkaren//NN|UTR|SIN|DEF|NOM//obl//8 .//MAD//punct//2
1.1 Förslag till lag om ändring i brottsbalken / 36 kap. Om förverkande av egendom, företagsbot och annan särskild rättsverkan av brott;3//RG|NOM//dep//2 .//MAD//punct//2
1.1 Förslag till lag om ändring i brottsbalken / 36 kap. Om förverkande av egendom, företagsbot och annan särskild rättsverkan av brott;annan//JJ|POS|UTR|SIN|IND|NOM//amod//15 verksamhet//NN|UTR|SIN|IND|NOM//parataxis//2 som//KN//obj//20 en//DT|UTR|SIN|IND//det//19 juridisk//JJ|POS|UTR|SIN|IND|NOM//amod//19 person//NN|UTR|SIN|IND|NOM//nsubj//20 bedriver//VB|PRS|AKT//acl:relcl//15 ,//MID//punct//15 om//SN//mark//35 den//DT|UTR|SIN|DEF//det//25 brottsliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//25 handlingen//NN|UTR|SIN|DEF|NOM//nsubj//35 eller//KN//cc//30 ,//MID//punct//30 i//PP//case//30 förekommande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//30 fall//NN|NEU|PLU|IND|NOM//conj//25 ,//MID//punct//25 underlåtenheten//NN|UTR|SIN|DEF|NOM//conj//25 har//VB|PRS|AKT//aux//35 varit//VB|SUP|AKT//aux:pass//35 ägnad//PC|PRF|UTR|SIN|IND|NOM//acl//15 att//IE//mark//37 bereda//VB|INF|AKT//xcomp//35 den//DT|UTR|SIN|DEF//det//40 juridiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//40 personen//NN|UTR|SIN|DEF|NOM//obj//37 en//DT|UTR|SIN|IND//det//43 ekonomisk//JJ|POS|UTR|SIN|IND|NOM//amod//43 fördel//NN|UTR|SIN|IND|NOM//obj//37 .//MAD//punct//2
1.1 Förslag till lag om ändring i brottsbalken / 36 kap. Om förverkande av egendom, företagsbot och annan särskild rättsverkan av brott;Första//RO|NOM//amod//1 stycket//NN|NEU|SIN|DEF|NOM//nsubj//3 3//RG|NOM//nummod//1 gäller//VB|PRS|AKT//ROOT//3 inte//AB//advmod//3 verksamhet//NN|UTR|SIN|IND|NOM//obj//3 som//KN//obj//9 ett//DT|NEU|SIN|IND//det//8 dödsbo//NN|NEU|SIN|IND|NOM//nsubj//9 bedriver//VB|PRS|AKT//acl:relcl//5 .//MAD//punct//3
1.1 Förslag till lag om ändring i brottsbalken / 36 kap. Om förverkande av egendom, företagsbot och annan särskild rättsverkan av brott;7//RG|NOM//nummod//12 b//NN|NEU|SIN|IND|NOM//nmod//13 §//NN|AN//obl//3
1.1 Förslag till lag om ändring i brottsbalken / 36 kap. Om förverkande av egendom, företagsbot och annan särskild rättsverkan av brott;Företagsbot//NN|UTR|SIN|IND|NOM//nsubj:pass//2 ska//VB|PRS|AKT//aux//2 åläggas//VB|INF|SFO//ROOT//2 om//SN//mark//7 företaget//NN|NEU|SIN|DEF|NOM//nsubj//7 inte//AB//advmod//7 har//VB|PRS|AKT//aux//7 gjort//VB|SUP|AKT//advcl//2 vad//HP|NEU|SIN|IND//dislocated//12 som//HP|-|-|-//nsubj:pass//12 skäligen//AB//advmod//12 kunnat//VB|SUP|AKT//aux//12 krävas//VB|INF|SFO//ccomp//7 för//PP//mark//15 att//IE//mark//15 förebygga//VB|INF|AKT//advcl//12 brottet//NN|NEU|SIN|DEF|NOM//obj//15 .//MAD//punct//2
1.1 Förslag till lag om ändring i brottsbalken / 36 kap. Om förverkande av egendom, företagsbot och annan särskild rättsverkan av brott;Företagsbot//NN|UTR|SIN|IND|NOM//nsubj:pass//3 ska//VB|PRS|AKT//aux//3 också//AB//advmod//3 åläggas//VB|INF|SFO//ROOT//3 om//SN//mark//7 brottet//NN|NEU|SIN|DEF|NOM//nsubj:pass//7 har//VB|PRS|AKT//aux//7 begåtts//VB|SUP|SFO//obl//3 av//PP//case//10 en//DT|UTR|SIN|IND//det//10 person//NN|UTR|SIN|IND|NOM//nmod//7 med//PP//case//13 ledande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//13 ställning//NN|UTR|SIN|IND|NOM//nmod//10 i//PP//case//15 företaget//NN|NEU|SIN|DEF|NOM//nmod//13 ,//MID//punct//7 grundad//PC|PRF|UTR|SIN|IND|NOM//amod//7 på//PP//case//19 befogenhet//NN|UTR|SIN|IND|NOM//obl//17 att//IE//mark//21 företräda//VB|INF|AKT//advcl//17 företaget//NN|NEU|SIN|DEF|NOM//obj//21 eller//KN//cc//25 att//IE//mark//25 fatta//VB|INF|AKT//conj//21 beslut//NN|NEU|SIN|IND|NOM//obj//25 på//PP//case//29 dess//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//29 vägnar//NN|UTR|PLU|IND|NOM//obl//25 ,//MID//punct//34 eller//KN//cc//34 av//PP//case//34 en//DT|UTR|SIN|IND//det//34 person//NN|UTR|SIN|IND|NOM//conj//7 som//HP|-|-|-//nsubj//38 annars//AB//advmod//38 har//VB|PRS|AKT//aux//38 haft//VB|SUP|AKT//acl:relcl//34 ett//DT|NEU|SIN|IND//det//41 särskilt//PC|PRF|NEU|SIN|IND|NOM//amod//41 ansvar//NN|NEU|SIN|IND|NOM//obj//38 för//PP//case//43 tillsyn//NN|UTR|SIN|IND|NOM//nmod//41 eller//KN//cc//45 kontroll//NN|UTR|SIN|IND|NOM//conj//43 i//PP//case//47 verksamheten//NN|UTR|SIN|DEF|NOM//nmod//45 .//MAD//punct//3
1.1 Förslag till lag om ändring i brottsbalken / 36 kap. Om förverkande av egendom, företagsbot och annan särskild rättsverkan av brott;Företagsbot//NN|UTR|SIN|IND|NOM//nsubj:pass//4 ska//VB|PRS|AKT//aux//4 dock//AB//advmod//4 inte//AB//advmod//4 åläggas//VB|INF|SFO//ROOT//4 ,//MID//punct//4 om//PP//case//7 1//RG|NOM//obl//4 .//MAD//punct//4
1.1 Förslag till lag om ändring i brottsbalken / 36 kap. Om förverkande av egendom, företagsbot och annan särskild rättsverkan av brott;brottet//NN|NEU|SIN|DEF|NOM//nsubj//12 har//VB|PRS|AKT//aux//12 varit//VB|SUP|AKT//cop//12 riktat//PC|PRF|NEU|SIN|IND|NOM//parataxis//4 mot//PP//case//14 företaget//NN|NEU|SIN|DEF|NOM//obl//12 ,//MID//punct//12 eller//KN//cc//22 2//RG|NOM//discourse//22 .//MAD//punct//17
1.1 Förslag till lag om ändring i brottsbalken / 36 kap. Om förverkande av egendom, företagsbot och annan särskild rättsverkan av brott;för//PP//case//20 brottet//NN|NEU|SIN|DEF|NOM//obl//22 är//VB|PRS|AKT//cop//22 föreskrivet//PC|PRF|NEU|SIN|IND|NOM//conj//12 enbart//AB//advmod//24 penningböter//NN|UTR|PLU|IND|NOM//obj//12 som//KN//mark//26 straff//NN|NEU|SIN|IND|NOM//obl//12 .//MAD//punct//4
1.1 Förslag till lag om ändring i brottsbalken / 36 kap. Om förverkande av egendom, företagsbot och annan särskild rättsverkan av brott;Om//SN//mark//4 ett//DT|NEU|SIN|IND//det//2 företag//NN|NEU|SIN|IND|NOM//nsubj:pass//4 ska//VB|PRS|AKT//aux//4 åläggas//VB|INF|SFO//advcl//14 företagsbot//NN|UTR|SIN|IND|NOM//obj//4 med//PP//case//7 anledning//NN|UTR|SIN|IND|NOM//nmod//5 av//PP//case//10 flera//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//10 brott//NN|NEU|PLU|IND|NOM//nmod//7 ,//MID//punct//14 ska//VB|PRS|AKT//aux//14 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//14 bestämmas//VB|INF|SFO//ROOT//14 en//DT|UTR|SIN|IND//det//17 gemensam//JJ|POS|UTR|SIN|IND|NOM//amod//17 företagsbot//NN|UTR|SIN|IND|NOM//nsubj:pass//14 .//MAD//punct//14
1.1 Förslag till lag om ändring i brottsbalken / 36 kap. Om förverkande av egendom, företagsbot och annan särskild rättsverkan av brott;8//RG|NOM//nummod//20 §//NN|AN//nsubj:pass//14
1.1 Förslag till lag om ändring i brottsbalken / 36 kap. Om förverkande av egendom, företagsbot och annan särskild rättsverkan av brott;Företagsbot//NN|UTR|SIN|IND|NOM//nsubj:pass//2 skall//VB|PRS|AKT//aux//2 fastställas//VB|INF|SFO//ROOT//2 till//PP//case//8 lägst//JJ|SUV|UTR/NEU|SIN/PLU|IND|NOM//amod//8  //_SP////4 fem//RG|NOM//nummod//7 tusen//RG|NOM//nummod//8 kronor//NN|UTR|PLU|IND|NOM//obl//2 och//KN//cc//13 högst//AB|SUV//advmod//11 tio//RG|NOM//nummod//12 miljoner//NN|UTR|PLU|IND|NOM//nmod//13 kronor//NN|UTR|PLU|IND|NOM//conj//8 .//MAD//punct//2
