på höghastighetsjärnvägen;Delrapport//NN|UTR|SIN|IND|NOM//ROOT//0 från//PP//case//2 Sverigeförhandlingen//PM|NOM//nmod//0
Till statsrådet Tomas Eneroth;Kommitténs//NN|UTR|SIN|DEF|GEN//nmod:poss//16 slutrapport//NN|UTR|SIN|IND|NOM//nsubj:pass//18 ska//VB|PRS|AKT//aux//18 redovisas//VB|INF|SFO//parataxis//1 senast//AB|SUV//case//22 den//DT|UTR|SIN|DEF//det//22 31//RG|NOM//nummod//22 december//NN|UTR|SIN|IND|NOM//obl//18 2017//RG|NOM//nummod//22 .//MAD//punct//1
Till statsrådet Tomas Eneroth;Stockholm//PM|NOM//ROOT//0 december//NN|UTR|SIN|IND|NOM//nmod//2 2017//RG|NOM//obl//0
Till statsrådet Tomas Eneroth;HG//PM|NOM//ROOT//0 Wessberg//PM|NOM//flat:name//0
Till statsrådet Tomas Eneroth;Louise//PM|NOM//ROOT//0 Andersson//PM|NOM//flat//0
Till statsrådet Tomas Eneroth;Marie//PM|NOM//ROOT//0 Römpötti//PM|NOM//flat:name//0
Till statsrådet Tomas Eneroth;Roberto//PM|NOM//ROOT//0 Bauducco//PM|NOM//flat:name//0
Till statsrådet Tomas Eneroth;Sven-Åke//PM|NOM//amod//1 Eriksson//PM|NOM//ROOT//1


1.1 Förslag till lag om ändring i järnvägslagen (2004:519);Härigenom//AB//nsubj:pass//1 föreskrivs//VB|PRS|SFO//ROOT//1 i//PP//advmod//1 fråga//NN|UTR|SIN|IND|NOM//fixed//2 om//PP//case//5 järnvägslagen//NN|UTR|SIN|DEF|NOM//obl//1 (//PAD//punct//5 2004:519//RG|NOM//appos//5 )//PAD//punct//5 att//SN//mark//23 6//RG|NOM//nummod//11 kap.//NN|AN//nmod//12 3//RG|NOM//nsubj//23 ,//MID//punct//12 21//RG|NOM//nummod//12 ,//MID//punct//12 21//RG|NOM//nummod//17 a//NN|NEU|SIN|IND|NOM//nmod//12 och//KN//cc//17 25//RG|NOM//nummod//20 §//NN|AN//nmod//21 §//NN|AN//nmod//12 ska//VB|PRS|AKT//aux//23 ha//VB|INF|AKT//acl//5 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//25 lydelse//NN|UTR|SIN|IND|NOM//obj//23 .//MAD//punct//1
1.1 Förslag till lag om ändring i järnvägslagen (2004:519);infrastruktur//NN|UTR|SIN|IND|NOM//nsubj//30 om//PP//case//29 kapacitet//NN|UTR|SIN|IND|NOM//nmod//27 finns//VB|PRS|SFO//advcl//42 tillgänglig//JJ|POS|UTR|SIN|IND|NOM//xcomp//30 och//KN//cc//34 järnvägsfordonen//NN|UTR|SIN|DEF|NOM//nsubj//34 har//VB|PRS|AKT//conj//30 de//DT|UTR/NEU|PLU|DEF//det//37 tekniska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//37 egenskaper//NN|UTR|PLU|IND|NOM//obj//34 som//HP|-|-|-//nsubj:pass//39 krävs//VB|PRS|SFO//acl:relcl//37 .//MID//punct//30
1.1 Förslag till lag om ändring i järnvägslagen (2004:519);det//PN|NEU|SIN|DEF|SUB/OBJ//expl//42 finns//VB|PRS|SFO//parataxis//1 alternativ//JJ|POS|UTR|SIN|IND|NOM//nsubj//42 järnvägsinfrastruktur//NN|UTR|SIN|IND|NOM//nsubj//42 .//MID//punct//42
1.1 Förslag till lag om ändring i järnvägslagen (2004:519);Att//SN//mark//48 järnvägsinfrastrukturen//NN|UTR|SIN|DEF|NOM//nsubj:pass//48 reserverats//VB|SUP|SFO//advcl//42 för//PP//case//51 viss//JJ|POS|UTR|SIN|IND|NOM//amod//51 järnvägstrafik//NN|UTR|SIN|IND|NOM//obl//48 får//VB|PRS|AKT//aux//54 inte//AB//advmod//54 hindra//VB|INF|AKT//conj//1 annan//JJ|POS|UTR|SIN|IND|NOM//amod//56 trafik//NN|UTR|SIN|IND|NOM//obj//54 på//PP//case//59 denna//DT|UTR|SIN|DEF//det//59 järnvägsinfrastruktur//NN|UTR|SIN|IND|NOM//obl//54 om//PP//case//61 kapacitet//NN|UTR|SIN|IND|NOM//nmod//59 finns//VB|PRS|SFO//conj//1 tillgänglig//JJ|POS|UTR|SIN|IND|NOM//xcomp//62 och//KN//cc//66 trafiken//NN|UTR|SIN|DEF|NOM//nsubj//66 har//VB|PRS|AKT//conj//62 de//DT|UTR/NEU|PLU|DEF//det//68 egenskaper//NN|UTR|PLU|IND|NOM//obj//66 som//HP|-|-|-//nsubj:pass//70 krävs//VB|PRS|SFO//acl:relcl//68 för//PP//mark//74 att//IE//mark//74 kunna//VB|INF|AKT//aux//74 utnyttja//VB|INF|AKT//advcl//70 ett//DT|NEU|SIN|IND//det//76 tågläge//NN|NEU|SIN|IND|NOM//obj//74 .//MAD//punct//66
1.1 Förslag till lag om ändring i järnvägslagen (2004:519);21//RG|NOM//nummod//79 §//NN|AN//obj//66
1.1 Förslag till lag om ändring i järnvägslagen (2004:519);Ett//DT|NEU|SIN|IND//det//1 avtal//NN|NEU|SIN|IND|NOM//nsubj:pass//27 mellan//PP//case//4 ett//DT|NEU|SIN|IND//det//4 järnvägsföretag//NN|NEU|SIN|IND|NOM//nmod//1 eller//KN//cc//8 någon//DT|UTR|SIN|IND//det//8 annan//JJ|POS|UTR|SIN|IND|NOM//amod//8 sökande//NN|UTR|SIN|IND|NOM//conj//4 och//KN//cc//11 en//DT|UTR|SIN|IND//det//11 infrastrukturförvaltare//NN|UTR|SIN|IND|NOM//conj//4 om//PP//case//13 utnyttjande//NN|NEU|SIN|IND|NOM//nmod//11 av//PP//case//15 infrastrukturen//NN|UTR|SIN|DEF|NOM//nmod//13 för//PP//case//18 längre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//18 tid//NN|UTR|SIN|IND|NOM//nmod//1 än//KN//case//21 en//DT|UTR|SIN|IND//det//21 tågplaneperiod//NN|UTR|SIN|IND|NOM//acl//18 (//PAD//punct//21 ramavtal//NN|NEU|SIN|IND|NOM//nmod//1 )//PAD//punct//1 kan//VB|PRS|AKT//aux//27 inte//AB//advmod//27 göras//VB|INF|SFO//ROOT//27 gällande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//27 mot//PP//case//32 en//DT|UTR|SIN|IND//det//32 annan//JJ|POS|UTR|SIN|IND|NOM//amod//32 sökande//NN|UTR|SIN|IND|NOM//obl//27 i//PP//case//35 den//DT|UTR|SIN|DEF//det//35 mån//NN|UTR|SIN|IND|NOM//nmod//32 det//DT|NEU|SIN|DEF//expl//39 i//PP//case//38 avtalet//NN|NEU|SIN|DEF|NOM//obl//39 anges//VB|PRS|SFO//advcl//27 bestämda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//41 tåglägen//NN|NEU|PLU|IND|NOM//nsubj:pass//39 eller//KN//cc//43 avtalet//NN|NEU|SIN|DEF|NOM//conj//41 på//PP//case//46 annat//JJ|POS|NEU|SIN|IND|NOM//amod//46 sätt//NN|NEU|SIN|IND|NOM//nmod//43 utformats//VB|SUP|SFO//conj//39 så//AB//mark//51 att//SN//fixed//48 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//51 utesluter//VB|PRS|AKT//advcl//47 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//53 sökandes//NN|UTR|PLU|IND|GEN//nmod:poss//54 rätt//NN|UTR|SIN|IND|NOM//obj//51 att//IE//mark//56 använda//VB|INF|AKT//acl//54 infrastrukturen//NN|UTR|SIN|DEF|NOM//obj//56 .//MAD//punct//27
1.1 Förslag till lag om ändring i järnvägslagen (2004:519);Ett//DT|NEU|SIN|IND//det//1 ramavtal//NN|NEU|SIN|IND|NOM//nsubj//3 ska//VB|PRS|AKT//aux//3 innehålla//VB|INF|AKT//ROOT//3 villkor//NN|NEU|PLU|IND|NOM//obj//3 som//HP|-|-|-//nsubj//6 gör//VB|PRS|AKT//acl:relcl//4 att//SN//mark//10 avtalet//NN|NEU|SIN|DEF|NOM//nsubj:pass//10 kan//VB|PRS|AKT//aux//10 ändras//VB|INF|SFO//ccomp//6 eller//KN//cc//12 begränsas//VB|INF|SFO//conj//10 för//PP//mark//15 att//IE//mark//15 göra//VB|INF|AKT//advcl//12 det//PN|NEU|SIN|DEF|SUB/OBJ//obj//15 möjligt//JJ|POS|NEU|SIN|IND|NOM//xcomp//15 att//IE//mark//20 bättre//AB|KOM//advmod//20 utnyttja//VB|INF|AKT//advcl//15 infrastrukturen//NN|UTR|SIN|DEF|NOM//nmod//22 21//RG|NOM//obj//20 a//NN|NEU|SIN|IND|NOM//case//24 §//NN|AN//nmod//26 Ett//DT|NEU|SIN|IND//det//26 ramavtal//NN|NEU|SIN|IND|NOM//obl//20 ska//VB|PRS|AKT//aux//28 gälla//VB|INF|AKT//conj//3 fem//RG|NOM//nummod//30 år//NN|NEU|PLU|IND|NOM//obl//28 .//MAD//punct//3
1.1 Förslag till lag om ändring i järnvägslagen (2004:519);Infrastrukturförvaltaren//NN|UTR|SIN|DEF|NOM//nsubj//2 får//VB|PRS|AKT//aux//2 samtycka//VB|INF|AKT//ROOT//2 till//PP//case//8 en//DT|UTR|SIN|IND//det//8 kortare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//8 eller//KN//cc//7 längre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//5 period//NN|UTR|SIN|IND|NOM//obl//2 ,//MID//punct//2 om//SN//mark//12 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//12 finns//VB|PRS|SFO//advcl//2 särskilda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//14 skäl//NN|NEU|PLU|IND|NOM//nsubj//12 .//MAD//punct//2
1.1 Förslag till lag om ändring i järnvägslagen (2004:519);Avtalet//NN|NEU|SIN|DEF|NOM//nsubj:pass//18 får//VB|PRS|AKT//aux//18 förlängas//VB|INF|SFO//parataxis//2 för//PP//case//20 perioder//NN|UTR|PLU|IND|NOM//obl//18 av//PP//case//23 samma//DT|UTR/NEU|SIN/PLU|IND//det//23 längd//NN|UTR|SIN|IND|NOM//nmod//20 som//HA//case//27 det//DT|NEU|SIN|DEF//det//27 ursprungliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//27 avtalet//NN|NEU|SIN|DEF|NOM//nmod//23 .//MAD//punct//2
1.1 Förslag till lag om ändring i järnvägslagen (2004:519);Trots//PP//case//2 första//RO|NOM//amod//2 stycket//NN|NEU|SIN|DEF|NOM//obl//3 får//VB|PRS|AKT//ROOT//3 ett//DT|NEU|SIN|IND//det//5 ramavtal//NN|NEU|SIN|IND|NOM//obj//3 i//PP//case//9 fråga//NN|UTR|SIN|IND|NOM//fixed//6 om//PP//fixed//6 järnvägstrafik//NN|UTR|SIN|IND|NOM//nmod//5 som//HP|-|-|-//nsubj:pass//11 bedrivs//VB|PRS|SFO//acl:relcl//9 på//PP//case//14 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//14 infrastruktur//NN|UTR|SIN|IND|NOM//obl//11 som//HP|-|-|-//nsubj:pass//17 har//VB|PRS|AKT//aux//17 reserverats//VB|SUP|SFO//acl:relcl//14 för//PP//case//20 viss//JJ|POS|UTR|SIN|IND|NOM//amod//20 järnvägstrafik//NN|UTR|SIN|IND|NOM//obl//17 i//PP//case//27 enlighet//NN|UTR|SIN|IND|NOM//fixed//21 med//PP//fixed//21 3//RG|NOM//nummod//25 §//NN|AN//nmod//27 andra//RO|NOM//amod//27 stycket//NN|NEU|SIN|DEF|NOM//obl//17 gälla//VB|INF|AKT//conj//3 15//RG|NOM//nummod//30 år//NN|NEU|PLU|IND|NOM//obj//28 ,//MID//punct//3 om//SN//mark//35 infrastrukturförvaltaren//NN|UTR|SIN|DEF|NOM//nsubj//35 har//VB|PRS|AKT//aux//35 vidtagit//VB|SUP|AKT//advcl//3 omfattande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//37 investeringar//NN|UTR|PLU|IND|NOM//obj//35 i//PP//case//39 infrastrukturen//NN|UTR|SIN|DEF|NOM//nmod//37 för//PP//mark//42 att//IE//mark//42 möta//VB|INF|AKT//advcl//35 den//DT|UTR|SIN|DEF//det//45 sökandes//JJ|POS|MAS|SIN|DEF|GEN//nmod:poss//45 behov//NN|NEU|SIN|IND|NOM//obj//42 .//MAD//punct//3
1.1 Förslag till lag om ändring i järnvägslagen (2004:519); //_SP////46 Om//SN//mark//50 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//50 finns//VB|PRS|SFO//advcl//3 synnerliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//52 skäl//NN|NEU|PLU|IND|NOM//nsubj//50 får//VB|PRS|AKT//conj//3 ett//DT|NEU|SIN|IND//det//56 sådant//JJ|POS|NEU|SIN|IND|NOM//amod//56 ramavtal//NN|NEU|SIN|IND|NOM//obj//53 ingås//VB|PRS|SFO//advcl//3 för//PP//case//60 längre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//60 tid//NN|UTR|SIN|IND|NOM//obl//57 än//KN//case//63 15//RG|NOM//nummod//63 år//NN|NEU|PLU|IND|NOM//acl//60 och//KN//cc//65 innehålla//VB|INF|AKT//conj//3 detaljerade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//67 villkor//NN|NEU|PLU|IND|NOM//obj//65 om//PP//case//70 den//DT|UTR|SIN|DEF//det//70 infrastrukturkapacitet//NN|UTR|SIN|IND|NOM//obl//65 som//HP|-|-|-//nsubj:pass//73 ska//VB|PRS|AKT//aux//73 tillhandahållas//VB|INF|SFO//acl:relcl//70 den//DT|UTR|SIN|DEF//det//75 sökande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//xcomp//73 .//MAD//punct//3
1.1 Förslag till lag om ändring i järnvägslagen (2004:519);Sådana//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//78 villkor//NN|NEU|PLU|IND|NOM//nsubj//80 får//VB|PRS|AKT//aux//80 avse//VB|INF|AKT//parataxis//3 turtäthet//NN|UTR|SIN|IND|NOM//obj//80 ,//MID//punct//83 volym//NN|UTR|SIN|IND|NOM//conj//81 och//KN//cc//85 tåglägenas//NN|UTR|PLU|DEF|GEN//conj//81 kvalitet//NN|UTR|SIN|IND|NOM//obj//80 .//MID//punct//80
1.1 Förslag till lag om ändring i järnvägslagen (2004:519);het//JJ|POS|UTR|SIN|IND|NOM//xcomp//3 som//HP|-|-|-//obj//91 regeringen//NN|UTR|SIN|DEF|NOM//nsubj//91 bestämmer//VB|PRS|AKT//acl:relcl//88 får//VB|PRS|AKT//aux//93 meddela//VB|INF|AKT//conj//3 föreskrifter//NN|UTR|PLU|IND|NOM//obj//93 om//PP//case//93


2.1 Sverigeförhandlingens uppdrag;Regeringen//NN|UTR|SIN|DEF|NOM//nsubj//1 beslöt//VB|PRT|AKT//ROOT//1 vid//PP//case//4 sitt//PS|NEU|SIN|DEF//nmod:poss//4 sammanträde//NN|NEU|SIN|IND|NOM//obl//1 den//DT|UTR|SIN|DEF//det//7 1//RO|NOM//nummod//7 juli//NN|UTR|SIN|IND|NOM//obl//1 2014//RG|NOM//nummod//7 om//PP//case//10 kommittédirektiv//NN|UTR|SIN|IND|NOM//obl//1 (//PAD//punct//12 2014:106//RG|NOM//appos//10 )//PAD//punct//12 avseende//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//15 utbyggnad//NN|UTR|SIN|IND|NOM//conj//10 av//PP//case//18 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//18 stambanor//NN|UTR|PLU|IND|NOM//nmod//15 samt//KN//cc//20 åtgärder//NN|UTR|PLU|IND|NOM//conj//18 för//PP//case//22 bostäder//NN|UTR|PLU|IND|NOM//nmod//20 och//KN//cc//25 ökad//PC|PRF|UTR|SIN|IND|NOM//amod//25 tillgänglighet//NN|UTR|SIN|IND|NOM//conj//22 i//PP//case//27 storstäderna//NN|UTR|PLU|DEF|NOM//nmod//25 .//MAD//punct//1
2.1 Sverigeförhandlingens uppdrag;Utifrån//PP//case//1 direktiven//NN|NEU|PLU|DEF|NOM//obl//44 har//VB|PRS|AKT//aux//44 Sverigeförhandlingen//PM|NOM//nsubj//2 i//PP//case//5 uppdrag//NN|NEU|SIN|IND|NOM//obl//2 att//IE//mark//11 under//PP//case//8 perioden//NN|UTR|SIN|DEF|NOM//nmod//9 2014–2017//UO//nsubj:pass//11 bl.a.//AB|AN//advmod//11 förhandla//VB|INF|AKT//acl//5 om//PP//case//14 en//DT|UTR|SIN|IND//det//14 finansiering//NN|UTR|SIN|IND|NOM//obl//11 av//PP//case//16 höghastighetsjärnväg//NN|UTR|SIN|IND|NOM//nmod//14 mellan//PP//case//18 Stockholm//PM|NOM//nmod//16 och//KN//cc//20 Göteborg//PM|NOM//conj//18 ///MID//cc//22 Malmö//PM|NOM//conj//18 och//KN//cc//25 om//PP//case//25 åtgärder//NN|UTR|PLU|IND|NOM//conj//14 som//HP|-|-|-//nsubj//27 förbättrar//VB|PRS|AKT//acl:relcl//25 tillgängligheten//NN|UTR|SIN|DEF|NOM//obj//27 och//KN//cc//30 kapaciteten//NN|UTR|SIN|DEF|NOM//conj//28 i//PP//case//32 transportsystemet//NN|NEU|SIN|DEF|NOM//nmod//30 och//KN//cc//34 leder//VB|PRS|AKT//conj//27 till//PP//case//38 ett//DT|NEU|SIN|IND//det//38 ökat//PC|PRF|NEU|SIN|IND|NOM//amod//38 bostadsbyggande//NN|NEU|SIN|IND|NOM//obl//34 i//PP//case//40 storstadsregionerna//NN|UTR|PLU|DEF|NOM//nmod//38 .//MAD//punct//2
2.1 Sverigeförhandlingens uppdrag;I//PP//case//43 detta//PN|NEU|SIN|DEF|SUB/OBJ//obl//44 ingår//VB|PRS|AKT//ROOT//44 bl.a.//AB|AN//advmod//44 att//IE//mark//47 analysera//VB|INF|AKT//xcomp//44 de//DT|UTR/NEU|PLU|DEF//det//50 kommersiella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//50 förutsättningarna//NN|UTR|PLU|DEF|NOM//obj//47 för//PP//case//52 trafik//NN|UTR|SIN|IND|NOM//obl//47 på//PP//case//55 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//55 höghastighetsjärnvägar//NN|UTR|PLU|IND|NOM//obl//47 Stockholm–Göteborg//NN|NEU|SIN|IND|NOM//obj//47 och//KN//cc//58 Stockholm//PM|NOM//conj//56 –//PM|NOM//punct//60 Malmö//PM|NOM//conj//56 .//MAD//punct//44
2.1 Sverigeförhandlingens uppdrag;Syftet//NN|NEU|SIN|DEF|NOM//nsubj//3 med//PP//case//2 förhandlingen//NN|UTR|SIN|DEF|NOM//nmod//0 är//VB|PRS|AKT//ROOT//3 att//IE//mark//6 dels//KN//advmod//6 möjliggöra//VB|INF|AKT//ccomp//3 ett//DT|NEU|SIN|IND//det//9 snabbt//JJ|POS|NEU|SIN|IND|NOM//amod//9 genomförande//NN|NEU|SIN|IND|NOM//obj//6 av//PP//case//11 höghastighetsjärnvägar//NN|UTR|PLU|IND|NOM//nmod//9 på//PP//case//14 ett//DT|NEU|SIN|IND//det//14 sätt//NN|NEU|SIN|IND|NOM//obl//6 som//HP|-|-|-//nsubj//16 maximerar//VB|PRS|AKT//acl:relcl//14 deras//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//19 samhällsekonomiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//19 lönsamhet//NN|UTR|SIN|IND|NOM//obj//16 ,//MID//punct//22 dels//KN//advmod//22 identifiera//VB|INF|AKT//conj//6 kostnadseffektiva//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//24 åtgärder//NN|UTR|PLU|IND|NOM//obj//22 som//HP|-|-|-//nsubj//26 leder//VB|PRS|AKT//acl:relcl//24 till//PP//case//30 en//DT|UTR|SIN|IND//det//30 förbättrad//PC|PRF|UTR|SIN|IND|NOM//amod//30 tillgänglighet//NN|UTR|SIN|IND|NOM//obl//26 och//KN//cc//34 ett//DT|NEU|SIN|IND//det//34 ökat//PC|PRF|NEU|SIN|IND|NOM//amod//34 bostadsbyggande//NN|NEU|SIN|IND|NOM//conj//30 i//PP//case//38 framför//PP//fixed//35 allt//PN|NEU|SIN|IND|SUB/OBJ//fixed//36 storstäderna//NN|UTR|PLU|DEF|NOM//nmod//34 med//PP//case//40 fokus//NN|NEU|SIN|IND|NOM//nmod//38 på//PP//case//42 resurseffektivitet//NN|NEU|SIN|DEF|NOM//nmod//40 ,//MID//punct//44 hållbarhet//NN|UTR|SIN|IND|NOM//conj//42 och//KN//cc//46 förtätning//NN|UTR|SIN|IND|NOM//conj//42 .//MAD//punct//3


2.2.1 Bakgrund;I//PP//case//2 Sverigeförhandlingens//NN|UTR|SIN|DEF|GEN//nmod:poss//2 uppdrag//NN|NEU|SIN|IND|NOM//obl//3 ingår//VB|PRS|AKT//ROOT//3 bl.a.//AB|AN//advmod//3 att//IE//mark//6 analysera//VB|INF|AKT//xcomp//3 de//DT|UTR/NEU|PLU|DEF//det//9 kommersiella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//9 förutsättningarna//NN|UTR|PLU|DEF|NOM//obj//6 för//PP//mark//12 att//IE//mark//12 bedriva//VB|INF|AKT//advcl//6 trafik//NN|UTR|SIN|IND|NOM//obj//12 på//PP//case//15 höghastighetsjärnvägen//NN|UTR|SIN|DEF|NOM//obl//12 mellan//PP//case//17 Stockholm//PM|NOM//nmod//15 och//KN//cc//19 Göteborg//PM|NOM//conj//17 ///MID//cc//21 Malmö//PM|NOM//conj//17 .//MAD//punct//3
