Kommittédirektiv;Beslut//NN|NEU|SIN|IND|NOM//ROOT//0 vid//PP//case//2 regeringssammanträde//NN|NEU|SIN|IND|NOM//nmod//0 den//DT|UTR|SIN|DEF//det//5 6//RO|NOM//nummod//5 mars//NN|UTR|SIN|IND|NOM//obl//0 1997//RG|NOM//nummod//5 .//MAD//punct//0
Bakgrund;Detsamma//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//35 gäller//VB|PRS|AKT//parataxis//20 enligt//PP//case//38 rådets//NN|NEU|SIN|DEF|GEN//nmod:poss//38 direktiv//NN|NEU|SIN|IND|NOM//obl//35 (//PAD//punct//35 EEG//NN|AN//appos//35 )//PAD//punct//40 nr//NN|AN//nmod//43 609/86//RG|NOM//obj//35 av//PP//case//47 den//DT|UTR|SIN|DEF//det//47 24//RG|NOM//nummod//47 november//NN|UTR|SIN|IND|NOM//nmod//43 1986//RG|NOM//nummod//47 om//PP//case//51 bl.a.//AB|AN//advmod//51 skydd//NN|NEU|SIN|IND|NOM//conj//43 av//PP//case//53 djur//NN|NEU|PLU|IND|NOM//nmod//51 som//HP|-|-|-//nsubj:pass//55 används//VB|PRS|SFO//acl:relcl//53 för//PP//case//57 försök//NN|NEU|PLU|IND|NOM//obl//55 och//KN//cc//61 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//61 vetenskapliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//61 ändamål//NN|NEU|PLU|IND|NOM//conj//57 .//MAD//punct//20
Bakgrund;För//PP//case//2 Sveriges//PM|GEN//nmod:poss//2 del//NN|UTR|SIN|IND|NOM//obl//3 gäller//VB|PRS|AKT//ROOT//3 att//SN//mark//13 Centrala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//6 försöksdjursnämnden//NN|UTR|SIN|DEF|NOM//nsubj//13 (//PAD//punct//6 CFN//PM|NOM//appos//6 )//PAD//punct//6 enligt//PP//case//12 sin//PS|UTR|SIN|DEF//nmod:poss//12 instruktion//NN|UTR|SIN|IND|NOM//nmod//6 har//VB|PRS|AKT//csubj//3 ansvar//NN|NEU|SIN|IND|NOM//obj//13 för//PP//mark//17 att//IE//mark//17 samordna//VB|INF|AKT//advcl//13 och//KN//cc//19 planera//VB|INF|AKT//conj//17 frågor//NN|UTR|PLU|IND|NOM//obj//17 som//HP|-|-|-//nsubj//22 rör//VB|PRS|AKT//acl:relcl//20 försöksdjur//NN|NEU|PLU|IND|NOM//obj//22 .//MAD//punct//3
Bakgrund;CFN//PM|NOM//nsubj//26 har//VB|PRS|AKT//parataxis//3 sedan//PP//advmod//26 år//NN|NEU|SIN|IND|NOM//nmod//29 1980//RG|NOM//obl//26 lämnat//VB|SUP|AKT//amod//31 forskningsbidrag//NN|NEU|SIN|IND|NOM//obj//26 till//PP//case//33 projekt//NN|NEU|SIN|IND|NOM//nmod//31 för//PP//mark//36 att//IE//mark//36 finna//VB|INF|AKT//advcl//26 alternativa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//38 metoder//NN|UTR|PLU|IND|NOM//obj//36 till//PP//case//40 djurförsök//NN|NEU|PLU|IND|NOM//obl//36 .//MAD//punct//26
Bakgrund;Forskningsstödet//NN|NEU|SIN|DEF|NOM//nsubj:pass//2 har//VB|PRS|AKT//aux//2 utvärderats//VB|SUP|SFO//ROOT//2 av//PP//case//4 CFN//PM|NOM//obl//2 år//NN|NEU|SIN|IND|NOM//nmod//6 1987//RG|NOM//obl//2 och//KN//cc//9 år//NN|NEU|SIN|IND|NOM//nmod//9 1993//RG|NOM//nummod//6 .//MAD//punct//2
Bakgrund;Ett//DT|NEU|SIN|IND//det//13 nytt//JJ|POS|NEU|SIN|IND|NOM//amod//13 inslag//NN|NEU|SIN|IND|NOM//nsubj//28 i//PP//case//16 den//DT|UTR|SIN|DEF//det//16 forskning//NN|UTR|SIN|IND|NOM//nmod//13 som//HP|-|-|-//obl//19 CFN//PM|NOM//nsubj//19 lämnat//VB|SUP|AKT//acl:relcl//16 bidrag//NN|NEU|SIN|IND|NOM//obj//19 till//PP//case//24 under//PP//case//24 senare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//24 år//NN|NEU|PLU|IND|NOM//obl//19 är//VB|PRS|AKT//cop//28 den//DT|UTR|SIN|DEF//det//28 internationella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//28 anknytning//NN|UTR|SIN|IND|NOM//parataxis//2 som//HP|-|-|-//nsubj//30 finns//VB|PRS|SFO//acl:relcl//28 genom//PP//case//35 de//DT|UTR/NEU|PLU|DEF//det//34 två//RG|NOM//nummod//34 utvärderingsprojekten//NN|NEU|PLU|IND|NOM//nmod//35 MEIC//PM|NOM//obl//30 (//PAD//punct//35 Multicenter//PM|NOM//compound//38 Evaluation//PM|NOM//appos//35 of//PM|NOM//case//42 In//PM|NOM//nummod//42 vitro//PM|NOM//amod//42 Cytotoxicity//UO//nmod//38 )//PAD//punct//35 och//KN//cc//45 ECITTS//NN|NEU|PLU|IND|NOM//conj//35 (//PAD//punct//48 the//PM|NOM//det//48 ERGATT//PM|NOM//appos//45 ///MID//cc//50 CFN//PM|NOM//conj//48 Integrated//PM|NOM//amod//52 Toxicity//PM|NOM//nmod//53 Testing//PM|NOM//conj//48 Scheme//PM|NOM//flat:name//53 )//PAD//punct//48 .//MAD//punct//2
Bakgrund;EU//PM|NOM//nsubj//59 är//VB|PRS|AKT//cop//59 medfinansiär//NN|UTR|SIN|IND|NOM//parataxis//2 i//PP//case//63 det//DT|NEU|SIN|DEF//det//63 senare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//63 projektet//NN|NEU|SIN|DEF|NOM//nmod//59 .//MAD//punct//59
Bakgrund;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//1 finns//VB|PRS|SFO//ROOT//1 anledning//NN|UTR|SIN|IND|NOM//nsubj//1 att//IE//mark//5 nu//AB//advmod//5 utvärdera//VB|INF|AKT//csubj//1 och//KN//cc//7 se//VB|INF|AKT//conj//5 över//PL//case//9 försöksdjursanvändningen//NN|UTR|SIN|DEF|NOM//obl//7 genom//PP//case//13 en//DT|UTR|SIN|IND//det//13 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//13 utredare//NN|UTR|SIN|IND|NOM//obl//7 .//MAD//punct//1

Uppdraget;Utredaren//NN|UTR|SIN|DEF|NOM//nsubj//2 skall//VB|PRS|AKT//aux//2 granska//VB|INF|AKT//ROOT//2 vad//HP|NEU|SIN|IND//dislocated//5 som//HP|-|-|-//nsubj:pass//5 krävs//VB|PRS|SFO//ccomp//2 för//PP//mark//9 att//IE//mark//9 ytterligare//AB|KOM//advmod//9 begränsa//VB|INF|AKT//advcl//5 försöksdjursanvändningen//NN|UTR|SIN|DEF|NOM//obj//9 i//PP//case//12 Sverige//PM|NOM//obl//9 och//KN//cc//14 utarbeta//VB|INF|AKT//conj//9 en//DT|UTR|SIN|IND//det//16 handlingsplan//NN|UTR|SIN|IND|NOM//obj//14 för//PP//case//20 en//DT|UTR|SIN|IND//det//20 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//20 begränsning//NN|UTR|SIN|IND|NOM//nmod//16 .//MAD//punct//2
Uppdraget;Frågan//NN|UTR|SIN|DEF|NOM//nsubj:pass//40 om//PP//mark//25 att//IE//mark//25 reducera//VB|INF|AKT//acl//22 försöksdjursanvändningen//NN|UTR|SIN|DEF|NOM//obj//25 med//PP//case//29 50//RG|NOM//nummod//29 %//NN|AN//obl//25 enligt//PP//case//31 målet//NN|NEU|SIN|DEF|NOM//obl//25 i//PP//case//33 EU//PM|NOM//nmod//31 ://MID//punct//22 s//NN|AN//nummod//37 femte//RO|NOM//amod//37 miljöhandlingsprogram//NN|NEU|SIN|IND|NOM//appos//22 skall//VB|PRS|AKT//aux//40 också//AB//advmod//40 utredas//VB|INF|SFO//parataxis//2 .//MAD//punct//2
Uppdraget;Utredaren//NN|UTR|SIN|DEF|NOM//nsubj//2 skall//VB|PRS|AKT//aux//2 beskriva//VB|INF|AKT//ROOT//2 den//DT|UTR|SIN|DEF//det//4 utveckling//NN|UTR|SIN|IND|NOM//obj//2 av//PP//case//6 försöksdjursanvändningen//NN|UTR|SIN|DEF|NOM//nmod//4 som//HP|-|-|-//nsubj//8 ägt//VB|SUP|AKT//acl:relcl//6 rum//NN|NEU|SIN|IND|NOM//obj//8 sedan//PP//case//12 år//NN|NEU|SIN|IND|NOM//nmod//12 1980//RG|NOM//obl//8 och//KN//cc//15 den//DT|UTR|SIN|DEF//det//15 utveckling//NN|UTR|SIN|IND|NOM//conj//2 som//HP|-|-|-//nsubj:pass//18 kan//VB|PRS|AKT//aux//18 förutses//VB|INF|SFO//acl:relcl//15 inom//PP//case//22 en//DT|UTR|SIN|IND//det//22 överskådlig//JJ|POS|UTR|SIN|IND|NOM//amod//22 framtid//NN|UTR|SIN|IND|NOM//obl//18 .//MAD//punct//2
Uppdraget;Utredaren//NN|UTR|SIN|DEF|NOM//nsubj//27 skall//VB|PRS|AKT//aux//27 därvid//AB//advmod//27 redovisa//VB|INF|AKT//conj//2 försöksdjursanvändningens//NN|UTR|SIN|DEF|GEN//nmod:poss//29 inriktning//NN|UTR|SIN|IND|NOM//obj//27 på//PP//case//32 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//32 djurslag//NN|NEU|PLU|IND|NOM//nmod//29 med//PP//case//37 hänsyn//NN|UTR|SIN|IND|NOM//fixed//33 till//PP//fixed//33 dess//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//37 betydelse//NN|UTR|SIN|IND|NOM//nmod//32 för//PP//case//41 den//DT|UTR|SIN|DEF//det//41 biomedicinska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//41 forskningen//NN|UTR|SIN|DEF|NOM//nmod//37 och//KN//cc//44 för//PP//case//44 utveckling//NN|UTR|SIN|IND|NOM//conj//41 av//PP//case//46 läkemedel//NN|NEU|PLU|IND|NOM//nmod//44 samt//KN//cc//49 de//DT|UTR/NEU|PLU|DEF//det//49 förändringar//NN|UTR|PLU|IND|NOM//nsubj//52 av//PP//case//51 antalet//NN|NEU|SIN|DEF|NOM//nmod//49 använda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//advcl//27 försöksdjur//NN|NEU|PLU|IND|NOM//obj//52 som//HP|-|-|-//nsubj:pass//56 kan//VB|PRS|AKT//aux//56 väntas//VB|INF|SFO//acl:relcl//53 inom//PP//case//59 dessa//DT|UTR/NEU|PLU|DEF//det//59 områden//NN|NEU|PLU|IND|NOM//obl//56 .//MAD//punct//27
Uppdraget;I//PP//case//63 det//DT|NEU|SIN|DEF//det//63 sammanhanget//NN|NEU|SIN|DEF|NOM//obl//67 skall//VB|PRS|AKT//aux//67 utredaren//NN|UTR|SIN|DEF|NOM//nsubj//67 särskilt//AB//advmod//67 belysa//VB|INF|AKT//conj//27 den//DT|UTR|SIN|DEF//det//70 förväntade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//70 användningen//NN|UTR|SIN|DEF|NOM//obj//67 av//PP//case//72 transgena//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//77 och//KN//cc//74 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//72 genetiskt//AB|POS//advmod//76 modifierade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//77 djur//NN|NEU|PLU|IND|NOM//nmod//70 .//MAD//punct//27
Uppdraget;En//DT|UTR|SIN|IND//det//1 översyn//NN|UTR|SIN|IND|NOM//nsubj:pass//4 skall//VB|PRS|AKT//aux//4 vidare//AB|KOM//advmod//4 göras//VB|INF|SFO//ROOT//4 av//PP//case//6 CFN//PM|NOM//obl:agent//4 ://MID//punct//6 s//NN|NEU|SIN|IND|GEN//nummod//9 verksamhet//NN|UTR|SIN|IND|NOM//appos//6 och//KN//cc//14 hur//HA//advmod//14 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj:pass//14 har//VB|PRS|AKT//aux//14 bedrivits//VB|SUP|SFO//conj//4 .//MAD//punct//16
Uppdraget;Förslag//NN|NEU|PLU|IND|NOM//nsubj:pass//18 bör//VB|PRS|AKT//aux//18 läggas//VB|INF|SFO//conj//4 fram//PL//compound:prt//18 om//PP//case//22 de//DT|UTR/NEU|PLU|DEF//det//22 förändringar//NN|UTR|PLU|IND|NOM//obl//18 av//PP//case//24 CFN//PM|NOM//nmod//22 ://MID//punct//22 s//NN|NEU|SIN|IND|GEN//nummod//27 verksamhet//NN|UTR|SIN|IND|NOM//nmod//22 som//HP|-|-|-//nsubj:pass//30 kan//VB|PRS|AKT//aux//30 behövas//VB|INF|SFO//acl:relcl//27 .//MAD//punct//18
Uppdraget;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//34 är//VB|PRS|AKT//cop//34 angeläget//JJ|POS|NEU|SIN|IND|NOM//parataxis//18 att//SN//mark//38 alla//DT|UTR/NEU|PLU|IND/DEF//det//37 möjligheter//NN|UTR|PLU|IND|NOM//nsubj:pass//38 tas//VB|PRS|SFO//csubj//34 till//PP//case//40 vara//NN|-|-|-|-//obl//38 för//PP//mark//43 att//IE//mark//43 finna//VB|INF|AKT//advcl//38 alternativa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//45 metoder//NN|UTR|PLU|IND|NOM//obj//43 till//PP//case//47 djurförsök//NN|NEU|PLU|IND|NOM//obl//43 .//MAD//punct//34
Uppdraget;Därför//AB//advmod//52 är//VB|PRS|AKT//cop//52 en//DT|UTR|SIN|IND//det//52 översyn//NN|UTR|SIN|IND|NOM//parataxis//34 av//PP//case//54 reglerna//NN|UTR|PLU|DEF|NOM//nmod//52 för//PP//case//58 det//DT|NEU|SIN|DEF//det//58 statliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//58 bidraget//NN|NEU|SIN|DEF|NOM//nmod//54 också//AB//advmod//60 angelägen//JJ|POS|UTR|SIN|IND|NOM//conj//52 mot//PP//case//62 bakgrund//NN|UTR|SIN|IND|NOM//nmod//60 av//PP//case//65 de//DT|UTR/NEU|PLU|DEF//det//65 förpliktelser//NN|UTR|PLU|IND|NOM//nmod//62 som//HP|-|-|-//obj//68 Sverige//PM|NOM//nsubj//68 har//VB|PRS|AKT//acl:relcl//65 gentemot//PP//case//70 EU//PM|NOM//obl//68 och//KN//cc//72 Europarådet//PM|NOM//conj//70 att//IE//mark//74 främja//VB|INF|AKT//advcl//68 alternativa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//76 metoder//NN|UTR|PLU|IND|NOM//obj//74 till//PP//case//78 djurförsök//NN|NEU|PLU|IND|NOM//obl//74 .//MAD//punct//34
Uppdraget;Här//AB//advmod//83 skall//VB|PRS|AKT//aux//83 utredaren//NN|UTR|SIN|DEF|NOM//nsubj//83 redovisa//VB|INF|AKT//parataxis//34 förutsättningarna//NN|UTR|PLU|DEF|NOM//obj//83 för//PP//mark//93 att//SN//mark//93 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//88 metoder//NN|UTR|PLU|IND|NOM//nsubj:pass//93 än//KN//mark//90 djurförsök//NN|NEU|PLU|IND|NOM//nmod//88 skall//VB|PRS|AKT//aux//93 kunna//VB|INF|AKT//aux//93 utnyttjas//VB|INF|SFO//advcl//83 inom//PP//case//95 grundforskning//NN|UTR|SIN|IND|NOM//obl//93 ,//MID//punct//98 målinriktad//PC|PRF|UTR|SIN|IND|NOM//amod//98 forskning//NN|UTR|SIN|IND|NOM//conj//95 ,//MID//punct//100 säkerhets-//NN|UTR|-|-|SMS//conj//95 och//KN//cc//102 toxicitetstestning//NN|UTR|SIN|IND|NOM//conj//95 samt//KN//cc//104 läkemedelsutveckling//NN|UTR|SIN|IND|NOM//conj//95 .//MAD//punct//34
Uppdraget;Utredaren//NN|UTR|SIN|DEF|NOM//nsubj//109 skall//VB|PRS|AKT//aux//109 också//AB//advmod//109 redovisa//VB|INF|AKT//parataxis//34 de//DT|UTR/NEU|PLU|DEF//det//111 effekter//NN|UTR|PLU|IND|NOM//obj//109 som//HP|-|-|-//obj//115 forskningsstödet//NN|NEU|SIN|DEF|NOM//nsubj//115 har//VB|PRS|AKT//aux//115 haft//VB|SUP|AKT//acl:relcl//111 på//PP//case//117 försöksdjursanvändningen//NN|UTR|SIN|DEF|NOM//obl//115 och//KN//cc//119 redovisa//VB|INF|AKT//conj//115 de//DT|UTR/NEU|PLU|DEF//det//122 alternativa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//122 metoder//NN|UTR|PLU|IND|NOM//obj//119 till//PP//case//124 djurförsök//NN|NEU|PLU|IND|NOM//obl//119 som//HP|-|-|-//nsubj//126 kommit//VB|SUP|AKT//acl:relcl//124 i//PP//case//129 praktiskt//JJ|POS|NEU|SIN|IND|NOM//amod//129 bruk//NN|NEU|SIN|IND|NOM//obl//126 .//MAD//punct//109
