Effektivare energianvändning;Betänkande//NN|NEU|SIN|IND|NOM//ROOT//0 av//PP//case//2 Utredningen//NN|UTR|SIN|DEF|NOM//nmod//0 om//PP//case//4 energisparlån//NN|NEU|SIN|IND|NOM//nmod//2
Till statsrådet Peter Eriksson;Samma//DT|UTR/NEU|SIN/PLU|IND//det//26 dag//NN|UTR|SIN|IND|NOM//nsubj:pass//27 förordnades//VB|PRT|SFO//parataxis//4 att//IE//mark//30 vara//VB|INF|AKT//cop//30 experter//NN|UTR|PLU|IND|NOM//nmod//32 juristen//NN|UTR|SIN|DEF|NOM//nmod//32 Ingrid//PM|NOM//nsubj:pass//27 Birgersson//PM|NOM//flat:name//32 ,//MID//punct//35 energi-//NN|UTR|-|-|SMS//conj//32 och//KN//cc//37 miljöchefen//NN|UTR|SIN|DEF|NOM//conj//32 Maria//PM|NOM//flat:name//32 Brogren//PM|NOM//flat:name//38 ,//MID//punct//38 ekonomen//NN|UTR|SIN|DEF|NOM//nmod//42 Maria//PM|NOM//conj//32 Gabrielsson//PM|NOM//flat:name//42 ,//MID//punct//45 energi-//NN|UTR|-|-|SMS//conj//42 och//KN//cc//47 klimatkonsulten//NN|UTR|SIN|DEF|NOM//conj//42 ,//MID//punct//32 numera//AB//advmod//50 energiexperten//NN|UTR|SIN|DEF|NOM//appos//32 Birgitta//PM|NOM//nmod//50 Govén//PM|NOM//flat:name//51 ,//MID//punct//51 ekonomen//NN|UTR|SIN|DEF|NOM//nmod//55 Fredrik//PM|NOM//appos//32 Holmström//PM|NOM//flat:name//55 ,//MID//punct//32 bostadspolitiske//JJ|POS|MAS|SIN|DEF|NOM//appos//32 experten//NN|UTR|SIN|DEF|NOM//nmod//60 Lotta//PM|NOM//nsubj//58 Jeansson//PM|NOM//flat:name//60 ,//MID//punct//60 energichefen//NN|UTR|SIN|DEF|NOM//nmod//64 Roland//PM|NOM//conj//60 Jonsson//PM|NOM//flat:name//64 ,//MID//punct//64 analytikern//NN|UTR|SIN|DEF|NOM//nmod//68 Peter//PM|NOM//conj//60 Mårtensson//PM|NOM//flat//68 ,//MID//punct//68 näringspolitiske//JJ|POS|MAS|SIN|DEF|NOM//amod//72 experten//NN|UTR|SIN|DEF|NOM//nmod//73 Rikard//PM|NOM//conj//60 Silverfur//PM|NOM//flat//73 ,//MID//punct//73 seniorrådgivaren//NN|UTR|SIN|DEF|NOM//nmod//77 Jonny//PM|NOM//conj//60 Sylvén//PM|NOM//flat:name//77 ,//MID//punct//80 nationalekonomen//NN|UTR|SIN|DEF|NOM//nmod//81 Emma//PM|NOM//conj//60 Thornberg//PM|NOM//flat//81 ,//MID//punct//32 den//DT|UTR|SIN|DEF//det//85 områdesansvarige//JJ|POS|MAS|SIN|DEF|NOM//xcomp//27 för//PP//case//87 styrmedelsfrågor//NN|UTR|PLU|IND|NOM//nmod//85 Erik//PM|NOM//nmod//87 Thornström//PM|NOM//flat:name//88 samt//KN//cc//91 chefen//NN|UTR|SIN|DEF|NOM//conj//87 för//PP//case//93 Analys//NN|UTR|SIN|IND|NOM//nmod//91 &//KN|AN//cc//95 kreditprocess//NN|UTR|SIN|IND|NOM//conj//93 Företag//NN|NEU|SIN|IND|NOM//conj//93 och//KN//cc//98 Brf//NN|AN//nmod//99 Mikael//PM|NOM//conj//93 Wårell//PM|NOM//flat:name//99 .//MAD//punct//4
Till statsrådet Peter Eriksson;Seniorrådgivaren//NN|UTR|SIN|DEF|NOM//nmod//1 Anette//PM|NOM//nsubj:pass//3 Nyström-Persson//PM|NOM//flat:name//1 entledigades//VB|PRT|SFO//ROOT//3 den//DT|UTR|SIN|DEF//det//6 31//RG|NOM//nummod//6 januari//NN|UTR|SIN|IND|NOM//nsubj:pass//3 2017//RG|NOM//nummod//6 och//KN//cc//12 i//PP//case//11 hennes//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//11 ställe//NN|NEU|SIN|IND|NOM//obl//12 förordnades//VB|PRT|SFO//conj//3 samma//DT|UTR/NEU|SIN/PLU|IND//det//14 dag//NN|UTR|SIN|IND|NOM//obl//12 departementssekreteraren//NN|UTR|SIN|DEF|NOM//nmod//16 Anna-Carin//PM|NOM//obl//12 Cederblad//PM|NOM//flat:name//16 att//IE//mark//20 vara//VB|INF|AKT//cop//20 sakkunnig//JJ|POS|UTR|SIN|IND|NOM//xcomp//12 i//PP//case//22 utredningen//NN|UTR|SIN|DEF|NOM//nmod//20 .//MAD//punct//3
Till statsrådet Peter Eriksson;Den//DT|UTR|SIN|DEF//det//26 31//RG|NOM//nummod//26 januari//NN|UTR|SIN|IND|NOM//nsubj:pass//27 förordnades//VB|PRT|SFO//parataxis//3 också//AB//advmod//27 samhällspolitiske//JJ|POS|MAS|SIN|DEF|NOM//amod//30 chefen//NN|UTR|SIN|DEF|NOM//nmod//31 Jakob//PM|NOM//nsubj//27 Eliasson//PM|NOM//flat:name//31 att//IE//mark//35 vara//VB|INF|AKT//cop//35 expert//NN|UTR|SIN|IND|NOM//xcomp//27 i//PP//case//37 utredningen//NN|UTR|SIN|DEF|NOM//obl//35 .//MAD//punct//3
Till statsrådet Peter Eriksson;Den//DT|UTR|SIN|DEF//det//41 8//RO|NOM//nummod//41 februari//NN|UTR|SIN|IND|NOM//obl//42 entledigades//VB|PRT|SFO//parataxis//3 juristen//NN|UTR|SIN|DEF|NOM//nmod//44 Ingrid//PM|NOM//nsubj:pass//42 Birgersson//PM|NOM//flat:name//44 och//KN//cc//49 i//PP//case//49 hennes//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//49 ställe//NN|NEU|SIN|IND|NOM//conj//42 förordnades//VB|PRT|SFO//xcomp//42 samma//DT|UTR/NEU|SIN/PLU|IND//det//52 dag//NN|UTR|SIN|IND|NOM//obl//50 företagsekonomen//NN|UTR|SIN|DEF|NOM//nmod//54 Lisa//PM|NOM//appos//42 Borgström//PM|NOM//flat:name//54 Åkesson//PM|NOM//flat:name//55 att//IE//mark//59 vara//VB|INF|AKT//cop//59 expert//NN|UTR|SIN|IND|NOM//xcomp//42 i//PP//case//61 utredningen//NN|UTR|SIN|DEF|NOM//obl//59 .//MAD//punct//3
Till statsrådet Peter Eriksson;Den//DT|UTR|SIN|DEF//det//65 13//RG|NOM//nummod//65 mars//NN|UTR|SIN|IND|NOM//nsubj:pass//67 2017//RG|NOM//nummod//65 entledigades//VB|PRT|SFO//parataxis//3 energichefen//NN|UTR|SIN|DEF|NOM//nmod//69 Roland//PM|NOM//nsubj:pass//67 Jonsson//PM|NOM//flat:name//69 och//KN//cc//74 i//PP//case//74 hans//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//74 ställe//NN|NEU|SIN|IND|NOM//conj//67 förordnades//VB|PRT|SFO//conj//3 samma//DT|UTR/NEU|SIN/PLU|IND//det//77 dag//NN|UTR|SIN|IND|NOM//obl//75 miljöchefen//NN|UTR|SIN|DEF|NOM//nmod//79 Magnus//PM|NOM//dep//3 Ulaner//NN|UTR|PLU|IND|NOM//flat:name//79 att//IE//mark//83 vara//VB|INF|AKT//cop//83 expert//NN|UTR|SIN|IND|NOM//xcomp//3 i//PP//case//85 utredningen//NN|UTR|SIN|DEF|NOM//obl//83 .//MAD//punct//3
Till statsrådet Peter Eriksson;Nationalekonomen//NN|UTR|SIN|DEF|NOM//nmod//1 Emma//PM|NOM//nsubj:pass//3 Thornberg//PM|NOM//flat:name//1 entledigades//VB|PRT|SFO//ROOT//3 den//DT|UTR|SIN|DEF//det//6 12//RG|NOM//nummod//6 juni//NN|UTR|SIN|IND|NOM//obl//3 2017//RG|NOM//nummod//6 och//KN//cc//12 i//PP//case//11 hennes//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//11 ställe//NN|NEU|SIN|IND|NOM//obl//12 förordnades//VB|PRT|SFO//conj//3 samma//DT|UTR/NEU|SIN/PLU|IND//det//14 dag//NN|UTR|SIN|IND|NOM//obl//12 handläggaren//NN|UTR|SIN|DEF|NOM//nmod//16 Sandra//PM|NOM//dep//12 Lennander//PM|NOM//flat:name//16 att//IE//mark//20 vara//VB|INF|AKT//cop//20 expert//NN|UTR|SIN|IND|NOM//xcomp//12 i//PP//case//22 utreningen//NN|UTR|SIN|DEF|NOM//obl//20 .//MAD//punct//3
Till statsrådet Peter Eriksson;Den//DT|UTR|SIN|DEF//det//26 13//RG|NOM//nummod//26 juni//NN|UTR|SIN|IND|NOM//obl//28 2017//RG|NOM//nummod//26 entledigades//VB|PRT|SFO//parataxis//3 bostadspolitiske//AB//nsubj:pass//28 experten//NN|UTR|SIN|DEF|NOM//nmod//31 Lotta//PM|NOM//nsubj:pass//28 Jeansson//PM|NOM//flat:name//31 och//KN//cc//37 i//PP//case//36 hennes//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//36 ställe//NN|NEU|SIN|IND|NOM//obl//37 förordnades//VB|PRT|SFO//conj//28 energistrategen//NN|UTR|SIN|DEF|NOM//nmod//39 Mari-Louise//PM|NOM//obj//37 Persson//PM|NOM//flat:name//39 att//IE//mark//43 vara//VB|INF|AKT//cop//43 expert//NN|UTR|SIN|IND|NOM//xcomp//37 i//PP//case//45 utredningen//NN|UTR|SIN|DEF|NOM//obl//43 .//MAD//punct//3
Till statsrådet Peter Eriksson;Den//DT|UTR|SIN|DEF//det//49 27//RG|NOM//nummod//49 juni//NN|UTR|SIN|IND|NOM//obl//51 2017//RG|NOM//nummod//49 entledigades//VB|PRT|SFO//parataxis//3 departementssekreteraren//NN|UTR|SIN|DEF|NOM//nmod//53 Roger//PM|NOM//nsubj:pass//51 Eriksson//PM|NOM//flat:name//53 och//KN//cc//59 i//PP//case//58 hans//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//58 ställe//NN|NEU|SIN|IND|NOM//obl//59 förordnades//VB|PRT|SFO//conj//3 samma//DT|UTR/NEU|SIN/PLU|IND//det//61 dag//NN|UTR|SIN|IND|NOM//obl//59 ämnessakkunnige//JJ|POS|MAS|SIN|DEF|NOM//xcomp//59 Sofia//PM|NOM//nsubj//62 Wellander//PM|NOM//flat:name//63 att//IE//mark//67 vara//VB|INF|AKT//cop//67 sakkunnig//JJ|POS|UTR|SIN|IND|NOM//xcomp//62 i//PP//case//69 utredningen//NN|UTR|SIN|DEF|NOM//nmod//67 .//MAD//punct//3
Till statsrådet Peter Eriksson;Den//DT|UTR|SIN|DEF//det//73 29//RG|NOM//nummod//73 juni//NN|UTR|SIN|IND|NOM//obl//74 entledigades//VB|PRT|SFO//parataxis//3 miljöchefen//NN|UTR|SIN|DEF|NOM//nmod//76 Maria//PM|NOM//nsubj:pass//74 Brogren//PM|NOM//flat:name//76 från//PP//case//80 hennes//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//80 uppdrag//NN|NEU|SIN|IND|NOM//obl//74 i//PP//case//82 utredningen//NN|UTR|SIN|DEF|NOM//nmod//80 .//MAD//punct//3
Till statsrådet Peter Eriksson;Den//DT|UTR|SIN|DEF//det//86 14//RG|NOM//nummod//86 augusti//NN|UTR|SIN|IND|NOM//obl//88 2017//RG|NOM//nummod//86 förordnades//VB|PRT|SFO//parataxis//3 utredaren//NN|UTR|SIN|DEF|NOM//nmod//90 Jennie//PM|NOM//nsubj:pass//88 Wiederholm//PM|NOM//flat:name//90 och//KN//cc//96 den//DT|UTR|SIN|DEF//det//95 1//RO|NOM//nummod//95 oktober//NN|UTR|SIN|IND|NOM//nmod//96 2017//RG|NOM//conj//90 förordnades//VB|PRT|SFO//conj//3 seniorkonsulten//NN|UTR|SIN|DEF|NOM//nmod//99 Roland//PM|NOM//nsubj:pass//97 Jonsson//PM|NOM//flat:name//99 att//IE//mark//103 vara//VB|INF|AKT//cop//103 experter//NN|UTR|PLU|IND|NOM//xcomp//97 i//PP//case//105 utredningen//NN|UTR|SIN|DEF|NOM//nmod//103 .//MAD//punct//3
Till statsrådet Peter Eriksson;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj:pass//2 har//VB|PRS|AKT//aux//2 bedrivits//VB|SUP|SFO//ROOT//2 i//PP//case//5 nära//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//5 samarbete//NN|NEU|SIN|IND|NOM//obl//2 med//PP//case//7 sakkunniga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//nmod//5 och//KN//cc//9 experter//NN|UTR|PLU|IND|NOM//conj//7 ,//MID//punct//5 som//HP|-|-|-//nsubj//12 har//VB|PRS|AKT//acl:relcl//5 sammanträtt//VB|SUP|AKT//obj//12 vid//PP//case//16 tio//RG|NOM//nummod//16 tillfällen//NN|NEU|PLU|IND|NOM//obl//12 .//MAD//punct//2
Till statsrådet Peter Eriksson;Till//PP//case//19 betänkandet//NN|NEU|SIN|DEF|NOM//obl//21 är//VB|PRS|AKT//cop//21 fogat//VB|SUP|AKT//conj//2 ett//DT|NEU|SIN|IND//det//24 särskilt//PC|PRF|NEU|SIN|IND|NOM//amod//24 yttrande//NN|NEU|SIN|IND|NOM//obj//21 från//PP//case//27 sakkunnige//JJ|POS|MAS|SIN|DEF|NOM//nmod//27 Therése//PM|NOM//nmod//24 Karlsson//PM|NOM//flat//27 .//MAD//punct//21
Till statsrådet Peter Eriksson;Utredaren//NN|UTR|SIN|DEF|NOM//nsubj//1 överlämnar//VB|PRS|AKT//ROOT//1 härmed//AB//advmod//1 sitt//PS|NEU|SIN|DEF//nmod:poss//4 betänkande//NN|NEU|SIN|IND|NOM//obj//1 Effektivare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//6 Energianvändning//NN|UTR|SIN|IND|NOM//obj//1 (//PAD//punct//6 SOU//PM|NOM//appos//6 2017:99//RG|NOM//conj//6 )//PAD//punct//1 .//MAD//punct//1
Till statsrådet Peter Eriksson;Stockholm//PM|NOM//ROOT//0 i//PP//case//2 december//NN|UTR|SIN|IND|NOM//nmod//0 2017//RG|NOM//nummod//2
Till statsrådet Peter Eriksson;Göran//PM|NOM//ROOT//0 Enander//PM|NOM//flat:name//0 /Bengt//RG|NOM//case//3 Nyman//PM|NOM//nmod//0
Till statsrådet Peter Eriksson;Ingrid//PM|NOM//ROOT//0 Birgersson//PM|NOM//flat:name//0
Till statsrådet Peter Eriksson;Rolf//PM|NOM//ROOT//0 Westerlund//PM|NOM//flat:name//0


1.1 Förslag till förordning om statligt stöd för energieffektivisering i flerbostadshus och skollokaler;Härigenom//AB//advmod//1 föreskrivs//VB|PRS|SFO//ROOT//1 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//1 .//MAD//punct//1

1.1 Förslag till förordning om statligt stöd för energieffektivisering i flerbostadshus och skollokaler / Inledande bestämmelse;1//RG|NOM//nummod//1 §//NN|AN//nmod//3  //_SP////1 Stöd//NN|NEU|SIN|IND|NOM//ROOT//3 enligt//PP//case//6 denna//DT|UTR|SIN|DEF//det//6 förordning//NN|UTR|SIN|IND|NOM//obl//3 får//VB|PRS|AKT//advcl//3 ,//MID//punct//7 i//PP//advmod//7 mån//NN|UTR|SIN|IND|NOM//fixed//9 av//PP//case//12 tillgång//NN|UTR|SIN|IND|NOM//obl//7 på//PP//case//14 medel//NN|NEU|PLU|IND|NOM//nmod//12 ,//MID//punct//3 lämnas//VB|PRS|SFO//conj//3 för//PP//case//18 energieffektiviseringsåtgärder//NN|UTR|PLU|IND|NOM//obl//16 i//PP//case//20 flerbostadshus//NN|NEU|PLU|IND|NOM//nmod//18 och//KN//cc//22 skollokaler//NN|UTR|PLU|IND|NOM//conj//20 .//MAD//punct//3
1.1 Förslag till förordning om statligt stöd för energieffektivisering i flerbostadshus och skollokaler / Inledande bestämmelse;Stöd//NN|NEU|SIN|IND|NOM//nsubj:pass//3 till//PP//case//2 företag//NN|NEU|PLU|IND|NOM//obl//0 lämnas//VB|PRS|SFO//ROOT//3 som//KN//mark//6 ett//DT|NEU|SIN|IND//det//6 investeringsstöd//NN|NEU|SIN|IND|NOM//obl//3 till//PP//case//8 energieffektivitetsåtgärder//NN|UTR|PLU|IND|NOM//obl//3 i//PP//case//13 enlighet//NN|UTR|SIN|IND|NOM//fixed//9 med//PP//fixed//9 de//DT|UTR/NEU|PLU|DEF//det//13 förutsättningar//NN|UTR|PLU|IND|NOM//obl//3 och//KN//cc//15 begränsningar//NN|UTR|PLU|IND|NOM//conj//13 som//HP|-|-|-//nsubj:pass//17 anges//VB|PRS|SFO//acl:relcl//15 i//PP//case//19 kapitel//NN|NEU|SIN|IND|NOM//obl//17 I//PP//case//23 och//KN//cc//22 artikel//NN|UTR|SIN|IND|NOM//nmod//23 38//RG|NOM//nmod//19 i//PP//case//26 kommissionens//NN|UTR|SIN|DEF|GEN//nmod:poss//26 förordning//NN|UTR|SIN|IND|NOM//nmod//19 (//PAD//punct//26 EU//PM|NOM//appos//26 )//PAD//punct//28 nr//NN|AN//nmod//31 651/2014//RG|NOM//conj//3 av//PP//case//35 den//DT|UTR|SIN|DEF//det//35 17//RG|NOM//nummod//35 juni//NN|UTR|SIN|IND|NOM//nmod//31 2014//RG|NOM//nummod//35 genom//PP//case//40 vilken//HP|UTR|SIN|IND//det//40 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//40 kategorier//NN|UTR|PLU|IND|NOM//obl//43 av//PP//case//42 stöd//NN|NEU|SIN|IND|NOM//nmod//40 förklaras//VB|PRS|SFO//conj//3 förenliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//xcomp//43 med//PP//case//48 den//DT|UTR|SIN|DEF//det//48 inre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//48 marknaden//NN|UTR|SIN|DEF|NOM//obl//43 enligt//PP//case//51 artiklarna//NN|UTR|PLU|DEF|NOM//nmod//51 107//RG|NOM//nmod//48 och//KN//cc//53 108//RG|NOM//conj//51 i//PP//case//55 fördraget//NN|NEU|SIN|DEF|NOM//obl//43 .//MAD//punct//3

1.1 Förslag till förordning om statligt stöd för energieffektivisering i flerbostadshus och skollokaler / Uttryck i förordningen;2//RG|NOM//nummod//1 §//NN|AN//nsubj:pass//5  //_SP////1 Med//PP//case//4 skollokaler//NN|UTR|PLU|IND|NOM//nmod//1 avses//VB|PRS|SFO//ROOT//5 i//PP//case//9 denna//DT|UTR|SIN|DEF//det//9 förordning//NN|UTR|SIN|IND|NOM//amod//9 lokaler//NN|UTR|PLU|IND|NOM//obl//5 i//PP//case//13 vilka//HP|UTR/NEU|PLU|IND//det//13 en//DT|UTR|SIN|IND//det//13 huvudman//NN|UTR|SIN|IND|NOM//obl//5 inom//PP//case//15 skolväsendet//NN|NEU|SIN|DEF|NOM//nmod//13 bedriver//VB|PRS|AKT//conj//5 utbildning//NN|UTR|SIN|IND|NOM//obj//16 i//PP//case//19 förskoleklassen//NN|UTR|SIN|DEF|NOM//nmod//17 ,//MID//punct//21 grundskolan//NN|UTR|SIN|DEF|NOM//conj//19 ,//MID//punct//23 grundsärskolan//NN|UTR|SIN|DEF|NOM//conj//19 ,//MID//punct//25 specialskolan//NN|UTR|SIN|DEF|NOM//conj//19 ,//MID//punct//27 sameskolan//NN|UTR|SIN|DEF|NOM//conj//19 ,//MID//punct//29 gymnasieskolan//NN|UTR|SIN|DEF|NOM//conj//19 eller//KN//cc//31 gymnasiesärskolan//NN|UTR|SIN|DEF|NOM//conj//19 .//MAD//punct//5
1.1 Förslag till förordning om statligt stöd för energieffektivisering i flerbostadshus och skollokaler / Uttryck i förordningen;3//RG|NOM//nummod//34 §//NN|AN//nsubj:pass//38  //_SP////34 Med//PP//case//37 byggnad//NN|UTR|SIN|IND|NOM//nmod//34 avses//VB|PRS|SFO//parataxis//5 i//PP//case//41 denna//DT|UTR|SIN|DEF//det//41 förordning//NN|UTR|SIN|IND|NOM//obl//38 en//DT|UTR|SIN|IND//det//43 byggnad//NN|UTR|SIN|IND|NOM//obj//38 eller//KN//cc//46 en//DT|UTR|SIN|IND//det//46 del//NN|UTR|SIN|IND|NOM//conj//43 av//PP//case//49 en//DT|UTR|SIN|IND//det//49 byggnad//NN|UTR|SIN|IND|NOM//nmod//46 som//HP|-|-|-//nsubj//51 blir//VB|PRS|AKT//acl:relcl//49 föremål//NN|NEU|SIN|IND|NOM//obj//51 för//PP//case//55 en//DT|UTR|SIN|IND//det//55 energieffektiviseringsåtgärd//NN|UTR|SIN|IND|NOM//nmod//52 .//MAD//punct//5
1.1 Förslag till förordning om statligt stöd för energieffektivisering i flerbostadshus och skollokaler / Uttryck i förordningen;4//RG|NOM//nummod//58 §//NN|AN//nsubj//72  //_SP////58 Uttrycken//NN|NEU|PLU|DEF|NOM//nsubj//72 stora//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//60 ,//MID//punct//63 medelstora//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//61 och//KN//cc//66 små//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//66 företag//NN|NEU|PLU|IND|NOM//conj//61 som//HP|-|-|-//nsubj:pass//68 används//VB|PRS|SFO//acl:relcl//66 i//PP//case//71 denna//DT|UTR|SIN|DEF//det//71 förordning//NN|UTR|SIN|IND|NOM//obl//68 har//VB|PRS|AKT//parataxis//5 samma//DT|UTR/NEU|SIN/PLU|IND//det//74 betydelse//NN|UTR|SIN|IND|NOM//obj//72 som//KN//mark//78 i//PP//case//78 kommissionens//NN|UTR|SIN|DEF|GEN//nmod:poss//78 förordning//NN|UTR|SIN|IND|NOM//acl//74 (//PAD//punct//78 EU//PM|NOM//appos//78 )//PAD//punct//78 nr//NN|AN//nmod//83 651/2014//RG|NOM//obl//72 .//MAD//punct//5

