Organisering av framtidens e-förvaltning ;Betänkande//NN|NEU|SIN|IND|NOM//ROOT//0 av//PP//case//2 E-delegationen//NN|UTR|SIN|DEF|NOM//nmod//0
Bilaga 6 / E-förvaltning i Sveriges kommuner och landsting Sveriges Kommuner och Landsting;Digitala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//22 välfärdstjänster//NN|UTR|PLU|IND|NOM//appos//9 för//PP//case//24 alla//PN|UTR/NEU|PLU|IND|SUB/OBJ//nmod//22 ,//MID//punct//29 inom//PP//case//29 ramen//NN|UTR|SIN|DEF|NOM//fixed//26 för//PP//fixed//26 utvecklingen//NN|UTR|SIN|DEF|NOM//nmod//22 av//PP//case//31 eSamhället//NN|NEU|SIN|DEF|NOM//nmod//29 ,//MID//punct//35 är//VB|PRS|AKT//cop//35 högt//AB|POS//advmod//35 prioriterad//PC|PRF|UTR|SIN|IND|NOM//conj//9 .//MAD//punct//9
Bilaga 6 / E-förvaltning i Sveriges kommuner och landsting Sveriges Kommuner och Landsting;Då//HA//case//38 kommuner//NN|UTR|PLU|IND|NOM//nsubj//43 ,//MID//punct//40 landsting//NN|NEU|PLU|IND|NOM//conj//38 och//KN//cc//42 regioner//NN|UTR|PLU|IND|NOM//conj//38 står//VB|PRS|AKT//conj//9 för//PP//case//47 en//DT|UTR|SIN|IND//det//47 stor//JJ|POS|UTR|SIN|IND|NOM//amod//47 majoritet//NN|UTR|SIN|IND|NOM//obl//43 av//PP//case//49 företagarnas//NN|UTR|PLU|DEF|GEN//nmod:poss//52 och//KN//cc//51 medborgarnas//NN|UTR|PLU|DEF|GEN//conj//49 kontakter//NN|UTR|PLU|IND|NOM//nmod//47 med//PP//case//55 offentlig//JJ|POS|UTR|SIN|IND|NOM//amod//55 sektor//NN|UTR|SIN|IND|NOM//nmod//52 ,//MID//punct//9 är//VB|PRS|AKT//cop//61 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//61 av//PP//case//61 yttersta//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//61 vikt//NN|UTR|SIN|IND|NOM//conj//9 att//IE//mark//63 skapa//VB|INF|AKT//acl//61 de//DT|UTR/NEU|PLU|DEF//det//66 bästa//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//66 förutsättningarna//NN|UTR|PLU|DEF|NOM//obj//63 för//PP//case//69 dessa//DT|UTR/NEU|PLU|DEF//det//69 aktörer//NN|UTR|PLU|IND|NOM//obl//63 att//IE//mark//74 i//PP//case//73 sin//PS|UTR|SIN|DEF//nmod:poss//73 tur//NN|UTR|SIN|IND|NOM//obl//74 skapa//VB|INF|AKT//acl//69 e-samhället//NN|NEU|SIN|DEF|NOM//obj//74 .//MAD//punct//9
Bilaga 6 / E-förvaltning i Sveriges kommuner och landsting Sveriges Kommuner och Landsting;SKL//PM|NOM//ROOT//0 ://MID//punct//0 s//NN|NEU|SIN|IND|GEN//nummod//3 roll//NN|UTR|SIN|IND|NOM//appos//0 är//VB|PRS|AKT//cop//3 att//IE//mark//8 tillsammans//AB//advmod//8 med//PP//case//8 medlemmarna//NN|UTR|PLU|DEF|NOM//csubj//3 och//KN//cc//11 i//PP//case//11 samverkan//NN|UTR|SIN|IND|NOM//conj//8 med//PP//case//13 marknaden//NN|UTR|SIN|DEF|NOM//nmod//11 och//KN//cc//15 staten//NN|UTR|SIN|DEF|NOM//conj//13 ,//MID//punct//17 kravställa//VB|INF|AKT//conj//8 kostnadseffektiva//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//19 e-tjänster//NN|UTR|PLU|IND|NOM//obj//17 som//HP|-|-|-//nsubj:pass//22 kan//VB|PRS|AKT//aux//22 avropas//VB|INF|SFO//acl:relcl//19 av//PP//case//24 medlemmarna//NN|UTR|PLU|DEF|NOM//obl:agent//22 .//MAD//punct//3
Bilaga 6 / E-förvaltning i Sveriges kommuner och landsting Sveriges Kommuner och Landsting;Viktigt//JJ|POS|NEU|SIN|IND|NOM//ROOT//0 att//IE//mark//2 betona//VB|INF|AKT//acl//0 är//VB|PRS|AKT//cop//0 att//SN//mark//8 SKL//PM|NOM//nsubj//8 är//VB|PRS|AKT//cop//8 en//DT|UTR|SIN|IND//det//8 aktör//NN|UTR|SIN|IND|NOM//csubj//0 som//HP|-|-|-//nsubj//16 i//PP//case//11 samverkan//NN|UTR|SIN|IND|NOM//obl//16 med//PP//case//15 de//DT|UTR/NEU|PLU|DEF//det//15 statliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//15 myndigheterna//NN|UTR|PLU|DEF|NOM//nmod//11 underlättar//VB|PRS|AKT//acl:relcl//8 utvecklingen//NN|UTR|SIN|DEF|NOM//obj//16 av//PP//case//19 e-samhället//NN|NEU|SIN|DEF|NOM//nmod//17 ,//MID//punct//0 men//KN//cc//28 att//SN//mark//28 den//DT|UTR|SIN|DEF//det//25 konkreta//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//25 utvecklingen//NN|UTR|SIN|DEF|NOM//nsubj//28 ,//MID//punct//25 inte//AB//advmod//28 sker//VB|PRS|AKT//conj//0 inom//PP//case//30 SKL//PM|NOM//obl//28 .//MAD//punct//0
Bilaga 6 / E-förvaltning i Sveriges kommuner och landsting Sveriges Kommuner och Landsting;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//34 är//VB|PRS|AKT//cop//34 kommuner//NN|UTR|PLU|IND|NOM//parataxis//0 ,//MID//punct//36 landsting//NN|NEU|PLU|IND|NOM//conj//34 och//KN//cc//38 regioner//NN|UTR|PLU|IND|NOM//conj//34 som//HP|-|-|-//nsubj//45 i//PP//case//41 samverkan//NN|UTR|SIN|IND|NOM//obl//45 med//PP//case//44 statliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//44 myndigheter//NN|UTR|PLU|IND|NOM//nmod//41 bygger//VB|PRS|AKT//acl:relcl//38 e-samhället//NN|NEU|SIN|DEF|NOM//obj//45 .//MID//punct//34
Bilaga 6 / E-förvaltning i Sveriges kommuner och landsting Sveriges Kommuner och Landsting;Därigenom//AB//advmod//49 utgör//VB|PRS|AKT//conj//34 SKL//PM|NOM//nsubj//49 i//PP//case//53 sitt//PS|NEU|SIN|DEF//nmod:poss//53 arbetssätt//NN|NEU|SIN|IND|NOM//obl//49 delvis//AB//advmod//56 en//DT|UTR|SIN|IND//det//56 parallell//NN|UTR|SIN|IND|NOM//xcomp//49 till//PP//case//59 E-delegationens//NN|UTR|SIN|DEF|GEN//nmod:poss//59 roll//NN|UTR|SIN|IND|NOM//obl//49 inom//PP//case//63 den//DT|UTR|SIN|DEF//det//63 statliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//63 sektorn//NN|UTR|SIN|DEF|NOM//nmod//59 .//MAD//punct//34

Bilaga 6 / CeSam;SKL//PM|NOM//nsubj//1 inrättade//VB|PRT|AKT//ROOT//1 2012//RG|NOM//nummod//3 Center//PM|NOM//obj//1 för//PP//case//5 eSamhället//NN|NEU|SIN|DEF|NOM//nmod//3 (//PAD//punct//7 CeSam//PM|NOM//appos//5 )//PAD//punct//7 ,//MID//punct//11 ett//DT|NEU|SIN|IND//det//11 programkontor//NN|NEU|SIN|IND|NOM//conj//5 som//HP|-|-|-//nsubj//13 arbetar//VB|PRS|AKT//acl:relcl//11 med//PP//case//15 innovation//NN|UTR|SIN|IND|NOM//obl//13 och//KN//cc//17 verksamhetsutveckling//NN|UTR|SIN|IND|NOM//conj//15 som//HP|-|-|-//nsubj//19 tar//VB|PRS|AKT//acl:relcl//17 stöd//NN|NEU|SIN|IND|NOM//obj//19 av//PP//case//22 it//NN|UTR|SIN|IND|NOM//obl//19 .//MAD//punct//1
Bilaga 6 / CeSam;Verksamheten//NN|UTR|SIN|DEF|NOM//nsubj//25 bygger//VB|PRS|AKT//parataxis//1 på//PP//case//27 principen//NN|UTR|SIN|DEF|NOM//obl//25 att//IE//mark//40 utifrån//PP//case//31 hela//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//31 bredden//NN|UTR|SIN|DEF|NOM//obl//40 av//PP//case//33 verksamheter//NN|UTR|PLU|IND|NOM//nmod//31 i//PP//case//35 kommuner//NN|UTR|PLU|IND|NOM//nmod//33 ,//MID//punct//37 regioner//NN|UTR|PLU|IND|NOM//conj//35 och//KN//cc//39 landsting//NN|NEU|PLU|IND|NOM//conj//35 driva//VB|INF|AKT//acl//27 på//PL//compound:prt//40 ,//MID//punct//43 samordna//VB|INF|AKT//conj//40 och//KN//cc//45 skapa//VB|INF|AKT//conj//40 förutsättningar//NN|UTR|PLU|IND|NOM//obj//45 för//PP//case//53 den//DT|UTR|SIN|DEF//det//53 lokala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//52 och//KN//cc//51 regionala//JJ|POS|UTR/NEU|SIN|DEF|NOM//conj//49 nivåns//NN|NEU|SIN|DEF|GEN//amod//53 utveckling//NN|UTR|SIN|IND|NOM//nmod//46 av//PP//case//55 e-samhället//NN|NEU|SIN|DEF|NOM//nmod//53 .//MAD//punct//1
Bilaga 6 / CeSam;Arbetet//NN|NEU|SIN|DEF|NOM//nsubj//58 följer//VB|PRS|AKT//parataxis//1 de//DT|UTR/NEU|PLU|DEF//det//60 mål//NN|NEU|PLU|IND|NOM//obj//58 som//HP|-|-|-//nsubj//62 finns//VB|PRS|SFO//acl:relcl//60 antagna//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//xcomp//62 gemensamt//AB|POS//advmod//63 inom//PP//case//67 SKLs//PM|GEN//amod//67 strategi//NN|UTR|SIN|IND|NOM//obl//62 för//PP//case//69 eSamhället//NN|NEU|SIN|DEF|NOM//nmod//67 ,//MID//punct//73 regeringens//NN|UTR|SIN|DEF|GEN//nmod:poss//73 digitala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//73 agenda//NN|UTR|SIN|IND|NOM//conj//69 och//KN//cc//75 E-delegationen//NN|UTR|SIN|DEF|NOM//conj//69 .//MAD//punct//1
Bilaga 6 / CeSam;CeSam//PM|NOM//punct//1 är//VB|PRS|AKT//cop//81 inte//AB//advmod//81 enskilt//AB|POS//advmod//81 beslutsför//VB|PRS|AKT//conj//1 i//PP//case//85 enlighet//NN|UTR|SIN|IND|NOM//fixed//82 med//PP//fixed//82 principen//NN|UTR|SIN|DEF|NOM//obl//81 om//PP//case//89 det//DT|NEU|SIN|DEF//det//89 kommunala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//89 självstyret//NN|NEU|SIN|DEF|NOM//nmod//85 vilket//HP|NEU|SIN|IND//obj//92 SKL//PM|NOM//nsubj//92 värnar//VB|PRS|AKT//acl:relcl//89 högt//AB|POS//advmod//92 .//MAD//punct//1
Bilaga 6 / CeSam;CeSam//PM|NOM//nsubj//1 består//VB|PRS|AKT//ROOT//1 av//PP//case//5 ca//AB|AN//advmod//4 15//RG|NOM//nummod//5 personer//NN|UTR|PLU|IND|NOM//obl//1 ,//MID//punct//8 men//KN//cc//8 agerar//VB|PRS|AKT//conj//1 i//PP//case//11 bred//JJ|POS|UTR|SIN|IND|NOM//amod//11 samverkan//NN|UTR|SIN|IND|NOM//obl//8 med//PP//case//13 representanter//NN|UTR|PLU|IND|NOM//nmod//11 från//PP//case//15 kommuner//NN|UTR|PLU|IND|NOM//nmod//13 ,//MID//punct//17 landsting//NN|NEU|PLU|IND|NOM//conj//15 och//KN//cc//19 regioner//NN|UTR|PLU|IND|NOM//conj//15 .//MID//punct//8
Bilaga 6 / CeSam;Detta//PN|NEU|SIN|DEF|SUB/OBJ//parataxis//8 på//PP//case//24 såväl//KN//advmod//24 strategisk//JJ|POS|UTR|SIN|IND|NOM//nmod//21 som//KN//mark//28 mer//AB|KOM//advmod//27 operativ//JJ|POS|UTR|SIN|IND|NOM//amod//28 nivå//NN|UTR|SIN|IND|NOM//nmod//24 .//MID//punct//21
Bilaga 6 / CeSam;CeSams//PM|GEN//amod//31 uppläggning//NN|UTR|SIN|IND|NOM//nsubj//32 påminner//VB|PRS|AKT//advcl//8 om//PP//case//35 E-delegationens//NN|UTR|SIN|DEF|GEN//nmod:poss//35 roll//NN|UTR|SIN|IND|NOM//obl//32 inom//PP//case//37 staten//NN|UTR|SIN|DEF|NOM//nmod//35 .//MAD//punct//1
Bilaga 6 / CeSam;Inom//PP//case//1 CeSam//PM|NOM//obl//2 finns//VB|PRS|SFO//ROOT//2 ett//DT|NEU|SIN|IND//det//4 programkontor//NN|NEU|SIN|IND|NOM//nsubj//2 uppbyggt//PC|PRF|NEU|SIN|IND|NOM//xcomp//2 kring//PP//case//9 centrala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//9 kommunala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//9 tjänsteområden//NN|NEU|PLU|IND|NOM//obl//5 .//MID//punct//2
Bilaga 6 / CeSam;Härigenom//AB//parataxis//2 tar//VB|PRS|AKT//conj//2 SKL//PM|NOM//nsubj//12 ett//DT|NEU|SIN|IND//det//16 övergripande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//16 ansvar//NN|NEU|SIN|IND|NOM//obj//12 för//PP//mark//19 att//IE//mark//19 stödja//VB|INF|AKT//advcl//12 kommuners//NN|UTR|PLU|IND|GEN//obj//19 ,//MID//punct//22 landstings//NN|UTR|SIN|IND|GEN//conj//20 och//KN//cc//25 regioners//NN|UTR|PLU|IND|GEN//nmod:poss//25 utveckling//NN|UTR|SIN|IND|NOM//conj//20 av//PP//case//27 e-förvaltning//NN|UTR|SIN|IND|NOM//nmod//25 .//MAD//punct//12
Bilaga 6 / CeSam;Genom//PP//case//30 CeSam//PM|NOM//obl//31 representeras//VB|PRS|SFO//conj//2 SKL//PM|NOM//nsubj:pass//31 inom//PP//case//34 E-delegationen//NN|UTR|SIN|DEF|NOM//obl//31 för//PP//mark//37 att//IE//mark//37 tillvarata//VB|INF|AKT//advcl//31 medlemmarnas//NN|UTR|PLU|DEF|GEN//nmod:poss//39 intressen//NN|NEU|PLU|IND|NOM//obj//37 .//MAD//punct//2
Bilaga 6 / CeSam;Viktiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//1 resultat//NN|NEU|PLU|IND|NOM//nsubj//8 av//PP//case//4 CeSams//PM|GEN//nmod:poss//4 arbete//NN|NEU|SIN|IND|NOM//nmod//1 är//VB|PRS|AKT//cop//8 de//DT|UTR/NEU|PLU|DEF//det//8 strategiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//8 dokument//NN|NEU|PLU|IND|NOM//nsubj//29 som//HP|-|-|-//nsubj:pass//11 har//VB|PRS|AKT//aux//11 arbetats//VB|SUP|SFO//acl:relcl//8 fram//PL//advmod//11 .//MAD//punct//8
Bilaga 6 / CeSam;Både//KN//cc//15 Strategi//NN|UTR|SIN|IND|NOM//conj//8 för//PP//case//17 eSamhället//NN|NEU|SIN|DEF|NOM//nmod//15 (//PAD//punct//15 2011//RG|NOM//nummod//15 )//PAD//punct//15 och//KN//cc//22 Handlingsplan//NN|UTR|SIN|DEF|NOM//conj//15 för//PP//case//24 eSamhället//NN|NEU|SIN|DEF|NOM//nmod//22 (//PAD//punct//22 2013//RG|NOM//nummod//22 )//PAD//punct//15 har//VB|PRS|AKT//aux//29 fått//VB|SUP|AKT//ROOT//29 spridning//NN|UTR|SIN|IND|NOM//obj//29 och//KN//cc//32 gett//VB|SUP|AKT//conj//29 styrning//NN|UTR|SIN|IND|NOM//obj//32 åt//PP//case//36 såväl//KN//advmod//36 kommuner//NN|UTR|PLU|IND|NOM//obl//32 ,//MID//punct//38 landsting//NN|NEU|PLU|IND|NOM//conj//36 och//KN//cc//40 regioner//NN|UTR|PLU|IND|NOM//conj//36 –//RG|NOM//punct//45 samt//KN//cc//45 även//AB//advmod//45 för//PP//case//45 SKL//PM|NOM//nsubj//50 själva//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//acl//45 .//MAD//punct//45
Bilaga 6 / CeSam;I//PP//case//49 strategin//NN|UTR|SIN|DEF|NOM//obl//50 fastslås//VB|PRS|SFO//xcomp//29 de//DT|UTR/NEU|PLU|DEF//det//54 tre//RG|NOM//nummod//54 övergripande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//54 mål//NN|NEU|PLU|IND|NOM//obj//50 för//PP//case//58 offentlig//JJ|POS|UTR|SIN|IND|NOM//amod//57 sektors//NN|UTR|SIN|IND|GEN//nmod:poss//58 utveckling//NN|UTR|SIN|IND|NOM//nmod//54 av//PP//case//60 e-förvaltning//NN|UTR|SIN|IND|NOM//nmod//58 som//HP|-|-|-//nsubj//63 är//VB|PRS|AKT//cop//63 gemensamma//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//acl:relcl//60 mellan//PP//case//67 regeringens//NN|UTR|SIN|DEF|GEN//nmod:poss//67 digitala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//67 agenda//NN|UTR|SIN|IND|NOM//obl//63 och//KN//cc//69 E-delegationen//NN|UTR|SIN|DEF|NOM//conj//67 ://MID//punct//54
Bilaga 6 / CeSam;//NN|AN//nmod//73 Enklare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//73 vardag//NN|UTR|SIN|IND|NOM//obj//29 för//PP//case//75 privatpersoner//NN|UTR|PLU|IND|NOM//nmod//73 och//KN//cc//77 företag//NN|NEU|PLU|IND|NOM//conj//75 .//MAD//punct//73
Bilaga 6 / CeSam;//NN|AN//nmod//80 Smartare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//appos//73 och//KN//cc//82 öppnare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//83 förvaltning//NN|UTR|SIN|IND|NOM//nsubj//84 stödjer//VB|PRS|AKT//conj//80 innovation//NN|UTR|SIN|IND|NOM//obj//84 och//KN//cc//87 delaktighet//NN|UTR|SIN|IND|NOM//conj//85 .//MAD//punct//80
Bilaga 6 / CeSam;//NN|AN//conj//80 Högre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//91 kvalitet//NN|UTR|SIN|IND|NOM//conj//80 och//KN//cc//93 effektivitet//NN|UTR|SIN|IND|NOM//conj//91 i//PP//case//95 verksamheten//NN|UTR|SIN|DEF|NOM//nmod//93 .//MAD//punct//73
Bilaga 6 / CeSam;CeSam//PM|NOM//nsubj//2 är//VB|PRS|AKT//cop//2 utformad//PC|PRF|UTR|SIN|IND|NOM//ROOT//2 för//PP//mark//6 att//IE//mark//6 kunna//VB|INF|AKT//aux//6 säkerställa//VB|INF|AKT//advcl//2 att//SN//mark//30 idéer//NN|UTR|PLU|IND|NOM//nsubj//30 och//KN//cc//10 förslag//NN|NEU|PLU|IND|NOM//conj//8 som//HP|-|-|-//nsubj:pass//12 väcks//VB|PRS|SFO//acl:relcl//10 och//KN//cc//14 utvecklas//VB|PRS|SFO//conj//12 också//AB//advmod//14 är//VB|PRS|AKT//cop//17 realiserbara//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//xcomp//14 och//KN//cc//19 möjliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//17 att//IE//mark//21 implementera//VB|INF|AKT//acl//19 .//MAD//punct//8
Bilaga 6 / CeSam;E-förvaltningsarbetet//NN|NEU|SIN|DEF|NOM//conj//8 inom//PP//case//27 ramen//NN|UTR|SIN|DEF|NOM//fixed//24 för//PP//fixed//24 de//DT|UTR/NEU|PLU|DEF//nmod//23 av//PP//case//29 regeringen//NN|UTR|SIN|DEF|NOM//nmod//27 utpekade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//ccomp//6 aktörerna//NN|UTR|PLU|DEF|NOM//obj//30 på//PP//case//34 nationell//JJ|POS|UTR|SIN|IND|NOM//amod//34 nivå//NN|UTR|SIN|IND|NOM//obl//30 har//VB|PRS|AKT//aux//37 historiskt//AB|POS//advmod//37 haft//VB|SUP|AKT//conj//2 en//DT|UTR|SIN|IND//det//39 tendens//NN|UTR|SIN|IND|NOM//obj//37 att//IE//mark//44 i//PP//case//43 hög//JJ|POS|UTR|SIN|IND|NOM//amod//43 utsträckning//NN|UTR|SIN|IND|NOM//obl//44 drivas//VB|INF|SFO//acl//39 på//PP//case//48 hög//JJ|POS|UTR|SIN|IND|NOM//amod//48 strategisk//JJ|POS|UTR|SIN|IND|NOM//amod//48 nivå//NN|UTR|SIN|IND|NOM//obl//44 .//MAD//punct//2
Bilaga 6 / CeSam;På//PP//case//53 den//DT|UTR|SIN|DEF//det//53 lokala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//53 nivån//NN|UTR|SIN|DEF|NOM//obl//56 har//VB|PRS|AKT//aux//56 aktörerna//NN|UTR|PLU|DEF|NOM//nsubj//56 haft//VB|SUP|AKT//conj//2 ett//DT|NEU|SIN|IND//det//58 behov//NN|NEU|SIN|IND|NOM//obj//56 av//PP//case//61 tydligt//JJ|POS|NEU|SIN|IND|NOM//amod//61 stöd//NN|NEU|SIN|IND|NOM//nmod//58 och//KN//cc//63 ledarskap//NN|NEU|SIN|IND|NOM//conj//61 kring//PP//case//65 samverkan//NN|UTR|SIN|IND|NOM//nmod//63 med//PP//case//69 de//DT|UTR/NEU|PLU|DEF//det//69 statliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//69 myndigheterna//NN|UTR|PLU|DEF|NOM//nmod//65 men//KN//cc//72 även//AB//advmod//72 samverkan//NN|UTR|SIN|IND|NOM//conj//65 inom//PP//case//74 kommunsektorn//NN|UTR|SIN|DEF|NOM//nmod//72 .//MAD//punct//56
Bilaga 6 / CeSam;Härigenom//AB//nsubj//1 erbjuds//VB|PRS|SFO//ROOT//1 medlemmarna//NN|UTR|PLU|DEF|NOM//nsubj:pass//1 (//PAD//punct//2 kommuner//NN|UTR|PLU|IND|NOM//appos//2 och//KN//cc//6 landsting//NN|NEU|SIN|IND|NOM//conj//4 )//PAD//punct//2 stöd//NN|NEU|SIN|IND|NOM//conj//2 på//PP//case//11 såväl//KN//advmod//11 strategiskt//AB|POS//nmod//8 som//KN//mark//14 operativt//JJ|POS|NEU|SIN|IND|NOM//amod//14 plan//NN|UTR|SIN|IND|NOM//nmod//8 .//MAD//punct//2
Bilaga 6 / CeSam;Ett//PN|NEU|SIN|IND|SUB/OBJ//obj//1 av//PP//case//20 de//DT|UTR/NEU|PLU|DEF//det//20 viktigaste//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//20 resultaten//NN|NEU|PLU|DEF|NOM//nmod//16 av//PP//case//22 SKL//PM|NOM//nmod//20 ://MID//punct//20 s//NN|AN//nummod//25 insatser//NN|UTR|PLU|IND|NOM//nsubj//16 är//VB|PRS|AKT//cop//25 att//SN//mark//29 medlemmarna//NN|UTR|PLU|DEF|NOM//nsubj//29 har//VB|PRS|AKT//csubj//25 möjlighet//NN|UTR|SIN|IND|NOM//obj//29 att//IE//mark//32 få//VB|INF|AKT//acl//30 praktiskt//JJ|POS|NEU|SIN|IND|NOM//amod//34 stöd//NN|NEU|SIN|IND|NOM//obj//32 i//PP//case//37 sin//PS|UTR|SIN|DEF//nmod:poss//37 verksamhetsutveckling//NN|UTR|SIN|IND|NOM//obl//32 –//RG|NOM//punct//41 vilket//HP|NEU|SIN|IND//nsubj//41 också//AB//advmod//41 gör//VB|PRS|AKT//acl:relcl//30 att//SN//mark//47 nyttan//NN|UTR|SIN|DEF|NOM//nsubj//47 med//PP//case//45 CeSam//PM|NOM//nmod//43 också//AB//advmod//47 blir//VB|PRS|AKT//ccomp//41 tydlig//JJ|POS|UTR|SIN|IND|NOM//xcomp//47 för//PP//case//50 medlemmarna//NN|UTR|PLU|DEF|NOM//obl//47 .//MAD//punct//1
Bilaga 6 / CeSam;Programkontoret//NN|NEU|SIN|DEF|NOM//nmod//1 CeSam//PM|NOM//nsubj//3 är//VB|PRS|AKT//cop//3 uppbyggt//PC|PRF|NEU|SIN|IND|NOM//ROOT//3 av//PP//case//6 sju//RG|NOM//nummod//6 programområden//NN|NEU|PLU|IND|NOM//obl//3 som//HP|-|-|-//nsubj//8 motsvarar//VB|PRS|AKT//acl:relcl//6 centrala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//10 ansvarsområden//NN|NEU|PLU|IND|NOM//obj//8 inom//PP//case//12 kommun//NN|UTR|SIN|IND|NOM//obl//8 ,//MID//punct//14 landsting//NN|NEU|SIN|IND|NOM//conj//12 och//KN//cc//16 regioner//NN|UTR|PLU|IND|NOM//conj//12 .//MAD//punct//3
Bilaga 6 / CeSam;Programkontoret//NN|NEU|SIN|DEF|NOM//nsubj//19 samarbetar//VB|PRS|AKT//parataxis//3 nära//PP//case//21 SKL//PM|NOM//obl//19 ://MID//punct//21 s//NN|AN//nummod//25 övriga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//25 verksamhetsdelar//NN|UTR|PLU|IND|NOM//obl//19 inom//PP//case//27 programområdena//NN|NEU|PLU|DEF|NOM//nmod//25 ://MID//punct//25
Bilaga 6 / CeSam;eHälsa//NN|UTR|SIN|IND|NOM//appos//25 ,//MID//punct//31 skola//NN|UTR|SIN|IND|NOM//conj//29 ,//MID//punct//33 näringsliv//NN|NEU|SIN|IND|NOM//conj//29 och//KN//cc//35 arbete//NN|NEU|SIN|IND|NOM//conj//29 ,//MID//punct//37 samhällsbyggnad//NN|UTR|SIN|IND|NOM//conj//29 ,//MID//punct//39 trafik//NN|UTR|SIN|IND|NOM//conj//29 och//KN//cc//41 miljö//NN|UTR|SIN|IND|NOM//conj//29 ,//MID//punct//43 kultur//NN|UTR|SIN|IND|NOM//conj//29 och//KN//cc//45 fritid//NN|UTR|SIN|IND|NOM//conj//29 ,//MID//punct//47 demokrati//NN|UTR|SIN|IND|NOM//conj//29 och//KN//cc//49 delaktighet//NN|UTR|SIN|IND|NOM//conj//29 samt//KN//cc//52 gemensamma//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//52 tjänster//NN|UTR|PLU|IND|NOM//conj//29 och//KN//cc//54 funktioner//NN|UTR|PLU|IND|NOM//conj//52 .//MAD//punct//25
Bilaga 6 / CeSam;Inom//PP//case//57 programkontoret//NN|NEU|SIN|DEF|NOM//obl//58 finns//VB|PRS|SFO//conj//3 även//AB//advmod//58 ett//DT|NEU|SIN|IND//det//62 gemensamt//JJ|POS|NEU|SIN|IND|NOM//amod//62 kansli//NN|NEU|SIN|IND|NOM//nsubj//58 .//MAD//punct//58
Bilaga 6 / CeSam;Utgångspunkten//NN|UTR|SIN|DEF|NOM//ROOT//0 är//VB|PRS|AKT//cop//0 att//IE//mark//3 vara//VB|INF|AKT//csubj//0 och//KN//cc//5 agera//VB|INF|AKT//conj//3 nära//AB|POS//advmod//5 och//KN//cc//10 utifrån//PP//case//10 medlemmarnas//NN|UTR|PLU|DEF|GEN//nmod:poss//10 kärnverksamheter//NN|UTR|PLU|IND|NOM//conj//6 .//MID//punct//0
