Organisering av framtidens e-förvaltning ;Betänkande//NN|NEU|SIN|IND|NOM//ROOT//0 av//PP//case//2 E-delegationen//NN|UTR|SIN|DEF|NOM//nmod//0
Bilaga 1 / Utgångspunkter för delegationens arbete;Delegationen//NN|UTR|SIN|DEF|NOM//nsubj//2 bör//VB|PRS|AKT//aux//2 beakta//VB|INF|AKT//ROOT//2 behovet//NN|NEU|SIN|DEF|NOM//obj//2 av//PP//mark//6 att//IE//mark//6 tillgängliggöra//VB|INF|AKT//acl//3 offentlig//JJ|POS|UTR|SIN|IND|NOM//amod//8 information//NN|UTR|SIN|IND|NOM//obj//6 bl.a.//AB|AN//advmod//11 för//PP//case//11 vidareutnyttjande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//obl//6 .//MAD//punct//2
Bilaga 1 / Utgångspunkter för delegationens arbete;Sverige//PM|NOM//nsubj//14 har//VB|PRS|AKT//parataxis//2 i//PP//advmod//14 dag//NN|UTR|SIN|IND|NOM//fixed//15 en//DT|UTR|SIN|IND//det//23 i//PP//case//20 stora//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//20 delar//NN|UTR|PLU|IND|NOM//nmod//21 digitalt//AB|POS//advmod//22 baserad//PC|PRF|UTR|SIN|IND|NOM//amod//23 förvaltning//NN|UTR|SIN|IND|NOM//obj//14 .//MAD//punct//14
Bilaga 1 / Utgångspunkter för delegationens arbete;En//DT|UTR|SIN|IND//det//29 mer//AB|KOM//advmod//27 tillgänglig//JJ|POS|UTR|SIN|IND|NOM//amod//29 offentlig//JJ|POS|UTR|SIN|IND|NOM//amod//29 information//NN|UTR|SIN|IND|NOM//nsubj//31 kan//VB|PRS|AKT//aux//31 bidra//VB|INF|AKT//conj//14 till//PP//case//33 utvecklingen//NN|UTR|SIN|DEF|NOM//obl//31 av//PP//case//35 ekonomin//NN|UTR|SIN|DEF|NOM//nmod//33 ,//MID//punct//39 men//KN//cc//39 också//AB//advmod//39 underlätta//VB|INF|AKT//conj//14 vardagen//NN|UTR|SIN|DEF|NOM//obj//39 för//PP//case//42 medborgare//NN|UTR|PLU|IND|NOM//nmod//40 och//KN//cc//44 företag//NN|NEU|PLU|IND|NOM//conj//42 .//MAD//punct//2
Bilaga 1 / Utgångspunkter för delegationens arbete;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//4 är//VB|PRS|AKT//cop//4 av//PP//case//4 stor//JJ|POS|UTR|SIN|IND|NOM//amod//4 vikt//NN|UTR|SIN|IND|NOM//ROOT//4 att//SN//mark//10 det//DT|NEU|SIN|DEF//det//9 långsiktiga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//9 digitala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//9 bevarandet//NN|NEU|SIN|DEF|NOM//nsubj:pass//10 stärks//VB|PRS|SFO//csubj//4 inom//PP//case//12 e-förvaltningen//NN|UTR|SIN|DEF|NOM//obl//10 ,//MID//punct//16 både//KN//cc//16 för//PP//case//16 system//NN|NEU|PLU|IND|NOM//conj//4 och//KN//cc//19 enskilda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//19 handlingar//NN|UTR|PLU|IND|NOM//conj//16 .//MAD//punct//4
Bilaga 1 / Utgångspunkter för delegationens arbete;För//PP//mark//26 att//SN//mark//26 detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//26 ska//VB|PRS|AKT//aux//26 vara//VB|INF|AKT//cop//26 möjligt//JJ|POS|NEU|SIN|IND|NOM//advcl//29 är//VB|PRS|AKT//cop//29 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//29 nödvändigt//JJ|POS|NEU|SIN|IND|NOM//conj//4 att//SN//mark//32 bevarandeperspektivet//NN|NEU|SIN|DEF|NOM//nsubj:pass//32 beaktas//VB|PRS|SFO//csubj//29 när//HA//mark//36 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//35 system//NN|NEU|PLU|IND|NOM//nsubj:pass//36 byggs//VB|PRS|SFO//advcl//32 upp//PL//compound:prt//36 .//MAD//punct//4

Bilaga 1 / Delegationens uppdrag;Allmänt//AB|POS//ROOT//0
Bilaga 1 / Delegationens uppdrag;Regeringen//NN|UTR|SIN|DEF|NOM//nsubj//1 prioriterar//VB|PRS|AKT//ROOT//1 e-förvaltningsfrågorna//NN|UTR|PLU|DEF|NOM//obj//1 genom//PP//mark//5 att//IE//mark//5 skapa//VB|INF|AKT//advcl//1 en//DT|UTR|SIN|IND//det//7 delegation//NN|UTR|SIN|IND|NOM//obj//5 inriktad//PC|PRF|UTR|SIN|IND|NOM//xcomp//5 på//PP//mark//12 att//IE//mark//12 bl.a.//AB|AN//advmod//12 bidra//VB|INF|AKT//advcl//8 till//PP//case//14 genomförandet//NN|NEU|SIN|DEF|NOM//obl//12 av//PP//case//17 regeringens//NN|UTR|SIN|DEF|GEN//nmod:poss//17 handlingsplan//NN|UTR|SIN|IND|NOM//nmod//14 för//PP//case//19 e-förvaltning//NN|UTR|SIN|IND|NOM//nmod//17 .//MAD//punct//1
Bilaga 1 / Delegationens uppdrag;Delegationen//NN|UTR|SIN|DEF|NOM//nsubj//22 ska//VB|PRS|AKT//parataxis//1 ,//MID//punct//22 så//AB//advmod//26 som//HA//nsubj:pass//26 föreslogs//VB|PRT|SFO//advcl//22 i//PP//case//28 betänkandet//NN|NEU|SIN|DEF|NOM//obl//26 Ett//DT|NEU|SIN|IND//det//30 stabsstöd//NN|NEU|SIN|IND|NOM//obj//26 i//PP//case//32 tiden//NN|UTR|SIN|DEF|NOM//nmod//30 (//PAD//punct//30 SOU//PM|NOM//appos//30 2008:22//RG|NOM//conj//30 )//PAD//punct//22 ,//MID//punct//1 i//PP//case//40 nära//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//40 samspel//NN|NEU|SIN|IND|NOM//obl//1 med//PP//case//42 statssekreterargruppen//NN|UTR|SIN|DEF|NOM//nmod//40 för//PP//case//44 e-förvaltning//NN|UTR|SIN|IND|NOM//nmod//42 ,//MID//punct//46 samordna//VB|INF|AKT//conj//1 och//KN//cc//48 utveckla//VB|INF|AKT//conj//46 det//DT|NEU|SIN|DEF//det//51 fortsatta//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//51 arbetet//NN|NEU|SIN|DEF|NOM//obj//48 med//PP//case//53 e-förvaltningen//NN|UTR|SIN|DEF|NOM//nmod//51 .//MAD//punct//1
Bilaga 1 / Delegationens uppdrag;Delegationen//NN|UTR|SIN|DEF|NOM//nsubj//72 ska//VB|PRS|AKT//aux//72 också//AB//advmod//72 ,//MID//punct//72 så//AB//advmod//61 som//HA//nsubj:pass//61 föreslogs//VB|PRT|SFO//advcl//58 i//PP//case//63 betänkandet//NN|NEU|SIN|DEF|NOM//obl//61 Den//DT|UTR|SIN|DEF//det//66 osynliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//66 infrastrukturen//NN|UTR|SIN|DEF|NOM//obj//61 (//PAD//punct//66 SOU//PM|NOM//appos//66 2007:47//RG|NOM//nummod//68 )//PAD//punct//66 ,//MID//punct//72 samordna//VB|INF|AKT//parataxis//1 den//DT|UTR|SIN|DEF//det//75 offentliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//75 sektorns//NN|UTR|SIN|DEF|GEN//nmod:poss//76 deltagande//NN|NEU|SIN|IND|NOM//obj//72 i//PP//case//82 det//DT|NEU|SIN|DEF//det//82 internationella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//80 IT-standardiseringsarbetet//NN|NEU|SIN|DEF|NOM//nmod//82 avseende//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//82 e-förvaltning//NN|UTR|SIN|IND|NOM//obl//72 .//MAD//punct//72
Bilaga 1 / Delegationens uppdrag;Delegationen//NN|UTR|SIN|DEF|NOM//nsubj//2 ska//VB|PRS|AKT//aux//2 ansvara//VB|INF|AKT//ROOT//2 för//PP//case//4 samordningen//NN|UTR|SIN|DEF|NOM//obl//2 på//PP//case//8 den//DT|UTR|SIN|DEF//det//8 myndighetsövergripande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//8 nivån//NN|UTR|SIN|DEF|NOM//nmod//4 .//MAD//punct//2
Bilaga 1 / Delegationens uppdrag;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//11 innebär//VB|PRS|AKT//parataxis//2 dels//KN//advmod//11 samordning//NN|UTR|SIN|IND|NOM//obj//11 av//PP//case//15 e-förvaltningsprojekt//NN|NEU|PLU|IND|NOM//nmod//13 som//HP|-|-|-//nsubj//20 är//VB|PRS|AKT//cop//20 av//PP//case//20 strategisk//JJ|POS|UTR|SIN|IND|NOM//amod//20 natur//NN|UTR|SIN|IND|NOM//obl//11 ,//MID//punct//20 dvs.//AB|AN//advmod//24 individuella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//24 projekt//NN|NEU|PLU|IND|NOM//appos//20 som//HP|-|-|-//nsubj//26 påverkar//VB|PRS|AKT//acl:relcl//24 förvaltningens//NN|UTR|SIN|DEF|GEN//nmod:poss//29 samlade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//29 utvecklingsinriktning//NN|UTR|SIN|IND|NOM//obj//26 ,//MID//punct//32 dels//KN//advmod//32 samordning//NN|UTR|SIN|IND|NOM//parataxis//11 av//PP//case//35 de//DT|UTR/NEU|PLU|DEF//det//35 myndigheter//NN|UTR|PLU|IND|NOM//nmod//32 som//HP|-|-|-//nsubj//37 har//VB|PRS|AKT//acl:relcl//35 ett//DT|NEU|SIN|IND//det//40 eget//JJ|POS|NEU|SIN|IND/DEF|NOM//amod//40 ansvar//NN|NEU|SIN|IND|NOM//obj//37 att//IE//mark//42 utveckla//VB|INF|AKT//acl//40 ett//DT|NEU|SIN|IND//det//44 arbete//NN|NEU|SIN|IND|NOM//obj//42 eller//KN//cc//47 en//DT|UTR|SIN|IND//det//47 sektor//NN|UTR|SIN|IND|NOM//conj//44 så//SN//mark//52 att//SN//fixed//48 respektive//AB//amod//51 sektor//NN|UTR|SIN|IND|NOM//nsubj//52 väger//VB|PRS|AKT//advcl//11 in//PL//compound:prt//52 intresset//NN|NEU|SIN|DEF|NOM//obj//52 för//PP//case//56 staten//NN|UTR|SIN|DEF|NOM//obl//52 som//KN//mark//58 helhet//NN|UTR|SIN|IND|NOM//obl//52 i//PP//case//61 sitt//PS|NEU|SIN|DEF//nmod:poss//61 utvecklingsarbete//NN|NEU|SIN|IND|NOM//nmod//58 .//MAD//punct//11
Bilaga 1 / Delegationens uppdrag;Delegationen//NN|UTR|SIN|DEF|NOM//nsubj//2 ska//VB|PRS|AKT//aux//2 ha//VB|INF|AKT//ROOT//2 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//4 huvuduppdrag//NN|NEU|PLU|IND|NOM//obj//2 .//MAD//punct//2
Bilaga 1 / Delegationens uppdrag;Utformning//NN|UTR|SIN|IND|NOM//ROOT//0 av//PP//case//3 en//DT|UTR|SIN|IND//det//3 strategi//NN|UTR|SIN|IND|NOM//nmod//0 för//PP//case//6 myndigheternas//NN|UTR|PLU|DEF|GEN//nmod:poss//6 arbete//NN|NEU|SIN|IND|NOM//nmod//3 med//PP//case//8 e-förvaltning//NN|UTR|SIN|IND|NOM//nmod//6
Bilaga 1 / Delegationens uppdrag;Utifrån//PP//case//2 de//DT|UTR/NEU|PLU|DEF//det//2 utgångspunkter//NN|UTR|PLU|IND|NOM//obl//20 som//HP|-|-|-//nsubj:pass//4 angivits//VB|SUP|SFO//acl:relcl//2 ovan//AB//advmod//4 samt//KN//cc//8 de//DT|UTR/NEU|PLU|DEF//det//8 mål//NN|NEU|PLU|IND|NOM//conj//2 som//HP|-|-|-//nsubj:pass//10 lades//VB|PRT|SFO//acl:relcl//8 fast//PL//compound:prt//10 i//PP//case//13 handlingsplanen//NN|UTR|SIN|DEF|NOM//obl//10 för//PP//case//15 e-förvaltning//NN|UTR|SIN|IND|NOM//nmod//13 ,//MID//punct//2 ska//VB|PRS|AKT//aux//20 delegationen//NN|UTR|SIN|DEF|NOM//nsubj//20 inledningsvis//AB//advmod//20 lämna//VB|INF|AKT//ROOT//20 förslag//NN|NEU|SIN|IND|NOM//obj//20 till//PP//case//24 en//DT|UTR|SIN|IND//det//24 strategi//NN|UTR|SIN|IND|NOM//nmod//21 för//PP//case//27 myndigheternas//NN|UTR|PLU|DEF|GEN//nmod:poss//27 arbete//NN|NEU|SIN|IND|NOM//nmod//24 med//PP//case//29 e-förvaltning//NN|UTR|SIN|IND|NOM//nmod//27 till//PP//case//31 regeringen//NN|UTR|SIN|DEF|NOM//nmod//24 .//MAD//punct//20
Bilaga 1 / Delegationens uppdrag;Strategin//NN|UTR|SIN|DEF|NOM//nsubj//35 ska//VB|PRS|AKT//aux//35 innehålla//VB|INF|AKT//parataxis//20 uppföljningsbara//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//37 mål//NN|NEU|PLU|IND|NOM//obj//35 och//KN//cc//39 delmål//NN|NEU|PLU|IND|NOM//conj//37 som//HP|-|-|-//nsubj:pass//42 ska//VB|PRS|AKT//aux//42 uppnås//VB|INF|SFO//acl:relcl//39 på//PP//case//46 fem//RG|NOM//nummod//45 års//NN|NEU|PLU|IND|GEN//nmod:poss//46 sikt//NN|UTR|SIN|IND|NOM//obl//42 .//MAD//punct//35
Bilaga 1 / Delegationens uppdrag;Delegationen//NN|UTR|SIN|DEF|NOM//nsubj//52 ska//VB|PRS|AKT//aux//52 i//PP//case//51 förslaget//NN|NEU|SIN|DEF|NOM//obl//52 ange//VB|INF|AKT//parataxis//35 de//DT|UTR/NEU|PLU|DEF//det//55 viktigaste//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//55 utvecklingsprojekten//NN|NEU|PLU|DEF|NOM//obj//52 i//PP//case//57 statsförvaltningen//NN|UTR|SIN|DEF|NOM//obl//52 som//HP|-|-|-//nsubj:pass//60 behöver//VB|PRS|AKT//aux//60 prioriteras//VB|INF|SFO//acl:relcl//57 .//MAD//punct//52
Bilaga 1 / Delegationens uppdrag;Strategin//NN|UTR|SIN|DEF|NOM//nsubj//64 ska//VB|PRS|AKT//aux//64 innefatta//VB|INF|AKT//conj//52 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//66 områden//NN|NEU|PLU|IND|NOM//obj//64 ://MID//punct//66
Bilaga 1 / Delegationens uppdrag;//NN|AN//appos//66 hur//HA//advmod//82 samverkan//NN|UTR|SIN|IND|NOM//nsubj:pass//82 mellan//PP//case//72 myndigheter//NN|UTR|PLU|IND|NOM//nmod//70 ,//MID//punct//74 kommuner//NN|UTR|PLU|IND|NOM//conj//72 och//KN//cc//76 landsting//NN|NEU|SIN|IND|NOM//conj//72 samt//KN//cc//78 näringsliv//NN|NEU|SIN|IND|NOM//conj//72 och//KN//cc//80 organisationer//NN|UTR|PLU|IND|NOM//conj//72 kan//VB|PRS|AKT//aux//82 förbättras//VB|INF|SFO//acl:relcl//66 och//KN//cc//89 hur//HA//advmod//89 ansvaret//NN|NEU|SIN|DEF|NOM//nsubj:pass//89 mellan//PP//case//87 dessa//PN|UTR/NEU|PLU|DEF|SUB/OBJ//nmod//85 ska//VB|PRS|AKT//aux//89 fördelas//VB|INF|SFO//conj//82 ,//MID//punct//89 bl.a.//AB|AN//advmod//93 ska//VB|PRS|AKT//aux//93 sektorsvisa//VB|INF|AKT//amod//95 samverkansansvariga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//95 myndigheter//NN|UTR|PLU|IND|NOM//nsubj:pass//96 föreslås//VB|PRS|SFO//conj//82 ,//MID//punct//98 //NN|AN//conj//82 hur//HA//advmod//116 den//DT|UTR|SIN|DEF//det//102 offentliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//102 sektorns//NN|UTR|SIN|DEF|GEN//nmod:poss//103 försörjning//NN|UTR|SIN|IND|NOM//nsubj:pass//116 av//PP//case//106 elektroniska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//106 legitimationer//NN|UTR|PLU|IND|NOM//nmod//103 ,//MID//punct//103 dvs.//AB|AN//advmod//109 hanteringen//NN|UTR|SIN|DEF|NOM//appos//103 av//PP//case//111 identifiering//NN|UTR|SIN|IND|NOM//nmod//109 och//KN//cc//113 underskrifter//NN|UTR|PLU|IND|NOM//conj//111 ,//MID//punct//116 bör//VB|PRS|AKT//aux//116 genomföras//VB|INF|SFO//conj//82 i//PP//case//118 framtiden//NN|UTR|SIN|DEF|NOM//obl//116 med//PP//case//122 utgångspunkt//NN|UTR|SIN|IND|NOM//fixed//119 i//PP//fixed//119 rapporten//NN|UTR|SIN|DEF|NOM//nmod//118 Säkert//AB|POS//advmod//125 elektroniskt//JJ|POS|NEU|SIN|IND|NOM//amod//125 informationsutbyte//NN|NEU|SIN|IND|NOM//obl//116 och//KN//cc//128 säker//JJ|POS|UTR|SIN|IND|NOM//amod//128 hantering//NN|UTR|SIN|IND|NOM//conj//125 av//PP//case//131 elektroniska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//131 handlingar//NN|UTR|PLU|IND|NOM//nmod//128 (//PAD//punct//133 Verva//PM|NOM//appos//128 2008:12//RG|NOM//punct//133 )//PAD//punct//128 ,//MID//punct//137 //NN|AN//conj//125 hur//HA//advmod//140 teknisk//JJ|POS|UTR|SIN|IND|NOM//amod//140 samverkansförmåga//NN|UTR|SIN|IND|NOM//conj//125 mellan//PP//case//143 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//143 system//NN|NEU|PLU|IND|NOM//nmod//140 ,//MID//punct//146 s.k.//AB|AN//amod//146 interoperabilitet//NN|UTR|SIN|IND|NOM//conj//140 ,//MID//punct//149 kan//VB|PRS|AKT//aux//149 komma//VB|INF|AKT//conj//64 till//PP//compound:prt//149 stånd//NN|NEU|SIN|IND|NOM//fixed//150 på//PP//case//154 förvaltningsgemensam//JJ|POS|UTR|SIN|IND|NOM//amod//154 nivå//NN|UTR|SIN|IND|NOM//obl//149 och//KN//cc//157 på//PP//case//157 sektorsnivå//NN|UTR|SIN|IND|NOM//conj//154 ,//MID//punct//159 //NN|AN//conj//149 hur//HA//advmod//166 standardisering//NN|UTR|SIN|IND|NOM//nsubj//166 och//KN//cc//164 eventuella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//164 systemväxlar//NN|UTR|PLU|IND|NOM//conj//161 (//PAD//punct//161 växlar//NN|UTR|PLU|IND|NOM//nsubj:pass//176 för//PP//case//169 automatisk//JJ|POS|UTR|SIN|IND|NOM//amod//169 konvertering//NN|UTR|SIN|IND|NOM//obl//166 mellan//PP//case//171 standarder//NN|UTR|PLU|IND|NOM//nmod//169 och//KN//cc//173 format//NN|NEU|PLU|IND|NOM//conj//171 )//PAD//punct//166 bör//VB|PRS|AKT//aux//176 användas//VB|INF|SFO//conj//149 vid//PP//case//178 utvecklingen//NN|UTR|SIN|DEF|NOM//obl//176 av//PP//case//181  //_SP////179 e-förvaltning//NN|UTR|SIN|IND|NOM//nmod//178 ,//MID//punct//183 //NN|AN//conj//181 hur//HA//advmod//188 den//DT|UTR|SIN|DEF//det//187 offentliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//187 sektorns//NN|UTR|SIN|DEF|GEN//nmod:poss//188 utveckling//NN|UTR|SIN|IND|NOM//nsubj//193 av//PP//case//191  //_SP////189 e-tjänster//NN|UTR|PLU|IND|NOM//nmod//188 bör//VB|PRS|AKT//aux//193 stödja//VB|INF|AKT//advcl//64 övergången//NN|UTR|SIN|DEF|NOM//obj//193 till//PP//case//197 ny//JJ|POS|UTR|SIN|IND|NOM//amod//197 teknik//NN|UTR|SIN|IND|NOM//obl//193 som//KN//nsubj//200 t.ex.//AB|AN//advmod//200 övergången//NN|UTR|SIN|DEF|NOM//acl:relcl//197 till//PP//case//203 ”//PM|NOM//punct//203 IPv6//PM|NOM//nmod//200 ”//PAD//punct//64 ,//MID//punct//64 dvs.//AB|AN//advmod//209 ett//DT|NEU|SIN|IND//det//209 nytt//JJ|POS|NEU|SIN|IND|NOM//amod//209 system//NN|NEU|SIN|IND|NOM//appos//64 för//PP//case//211 tilldelning//NN|UTR|SIN|IND|NOM//nmod//209 av//PP//case//214 Internets//NN|NEU|SIN|DEF|GEN//nmod:poss//214 IP-adresser//NN|UTR|PLU|IND|NOM//nmod//211 ,//MID//punct//216 //NN|AN//conj//209 hur//HA//advmod//224 en//DT|UTR|SIN|IND//det//219 koncentration//NN|UTR|SIN|IND|NOM//nsubj//224 av//PP//case//222 administrativa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//222 stödtjänster//NN|UTR|PLU|IND|NOM//nmod//219 kan//VB|PRS|AKT//aux//224 ske//VB|INF|AKT//acl:relcl//209 inom//PP//case//226 statsförvaltningen//NN|UTR|SIN|DEF|NOM//obl//224 ,//MID//punct//228 //NN|AN//conj//226 hur//HA//advmod//234 myndigheterna//NN|UTR|PLU|DEF|NOM//nsubj//234 i//PP//case//232 framtiden//NN|UTR|SIN|DEF|NOM//nmod//230 bör//VB|PRS|AKT//aux//234 driva//VB|INF|AKT//ccomp//228 ,//MID//punct//236 utbyta//VB|INF|AKT//conj//234 eller//KN//cc//238 köpa//VB|INF|AKT//conj//234 och//KN//cc//240 sälja//VB|INF|AKT//conj//234  //_SP////240 IT-tjänster//NN|UTR|PLU|IND|NOM//obj//240 inom//PP//case//246 den//DT|UTR|SIN|DEF//det//246 statliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//246 sektorn//NN|UTR|SIN|DEF|NOM//obl//240 samt//KN//cc//251 i//PP//case//251 samband//NN|NEU|SIN|IND|NOM//fixed//248 med//PP//fixed//248 tjänsteexport//NN|UTR|SIN|IND|NOM//conj//246 ,//MID//punct//253 //NN|AN//conj//246 hur//HA//advmod//262 samverkan//NN|UTR|SIN|IND|NOM//nsubj:pass//262 kring//PP//case//258  //_SP////256 e-förvaltningsarbete//NN|NEU|SIN|IND|NOM//nmod//255 inom//PP//case//260 sektorer//NN|UTR|PLU|IND|NOM//nmod//258 kan//VB|PRS|AKT//aux//262 främjas//VB|INF|SFO//acl:relcl//209 ,//MID//punct//264 //NN|AN//conj//262 hur//HA//advmod//266 fler//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//268  //_SP////266 e-tjänster//NN|UTR|PLU|IND|NOM//nsubj:pass//274 för//PP//case//270 medborgare//NN|UTR|PLU|IND|NOM//nmod//268 och//KN//cc//272 företagare//NN|UTR|PLU|IND|NOM//conj//270 kan//VB|PRS|AKT//aux//274 utvecklas//VB|INF|SFO//conj//262 ,//MID//punct//274 framför//PP//case//279 allt//PN|NEU|SIN|IND|SUB/OBJ//advmod//278 sådana//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//279 tjänster//NN|UTR|PLU|IND|NOM//obl//274 som//HP|-|-|-//nsubj//281 integrerar//VB|PRS|AKT//acl:relcl//279 flera//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//283 myndigheters//NN|UTR|PLU|IND|GEN//nmod:poss//284 processer//NN|UTR|PLU|IND|NOM//obj//281 i//PP//case//287 användarvänliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//287 gränssnitt//NN|NEU|PLU|IND|NOM//obl//281 ,//MID//punct//274 och//KN//cc//296 hur//HA//advmod//296 myndigheters//NN|UTR|PLU|IND|GEN//nmod:poss//292 servicenivå//NN|UTR|SIN|IND|NOM//nsubj:pass//296 för//PP//case//294 e-tjänster//NN|UTR|PLU|IND|NOM//nmod//292 bör//VB|PRS|AKT//aux//296 regleras//VB|INF|SFO//advcl//64 samt//KN//cc//298 //NN|AN//obl//296 hur//HA//advmod//301  //_SP////299 IT-utvecklingen//NN|UTR|SIN|DEF|NOM//nsubj//303 kan//VB|PRS|AKT//aux//303 skapa//VB|INF|AKT//conj//64 möjligheter//NN|UTR|PLU|IND|NOM//obj//303 till//PP//case//307 förbättrad//PC|PRF|UTR|SIN|IND|NOM//amod//307 service//NN|UTR|SIN|IND|NOM//nmod//304 för//PP//case//309 medborgare//NN|UTR|PLU|IND|NOM//nmod//307 och//KN//cc//311 näringsliv//NN|NEU|SIN|IND|NOM//conj//309 i//PP//case//313 gles-//NN|UTR|-|-|SMS//nmod//311 och//KN//cc//315 landsbygd//NN|UTR|SIN|IND|NOM//conj//313 ,//MID//punct//318 med//PP//case//318 beaktande//NN|NEU|SIN|IND|NOM//obl//303 av//PP//case//321 lokala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//321 förutsättningar//NN|UTR|PLU|IND|NOM//nmod//318 samt//KN//cc//323 medborgares//NN|UTR|PLU|IND|GEN//conj//321 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//325 behov//NN|NEU|PLU|IND|NOM//conj//318 .//MAD//punct//52
Bilaga 1 / Delegationens uppdrag;Koordinering//NN|UTR|SIN|IND|NOM//ROOT//0 av//PP//case//2 arbetet//NN|NEU|SIN|DEF|NOM//nmod//0 med//PP//case//4 e-förvaltning//NN|UTR|SIN|IND|NOM//nmod//2
Bilaga 1 / Delegationens uppdrag;Delegationen//NN|UTR|SIN|DEF|NOM//nsubj//3 ska//VB|PRS|AKT//aux//3 löpande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//3 samla//VB|INF|AKT//ROOT//3 in//PL//compound:prt//3 information//NN|UTR|SIN|IND|NOM//obj//3 om//PP//mark//7 planerade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//advcl//3 och//KN//cc//10 pågående//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//10 e-förvaltningsprojekt//NN|NEU|PLU|IND|NOM//conj//7 som//HP|-|-|-//nsubj//15 är//VB|PRS|AKT//cop//15 av//PP//case//15 strategisk//JJ|POS|UTR|SIN|IND|NOM//amod//15 natur//NN|UTR|SIN|IND|NOM//obl//3 ,//MID//punct//15 dvs.//AB|AN//advmod//18 projekt//NN|NEU|PLU|IND|NOM//appos//15 som//HP|-|-|-//nsubj//20 påverkar//VB|PRS|AKT//acl:relcl//18 förvaltningens//NN|UTR|SIN|DEF|GEN//nmod:poss//23 samlade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//23 utvecklingsinriktning//NN|UTR|SIN|IND|NOM//obj//20 .//MAD//punct//3
