Aktiva åtgärder för att främja lika rättigheter och möjligheter;–//PP//punct//4 ett//DT|NEU|SIN|IND//det//4 systematiskt//AB|POS//advmod//3 målinriktat//PC|PRF|NEU|SIN|IND|NOM//amod//4 arbete//NN|NEU|SIN|IND|NOM//ROOT//4 på//PP//case//7 tre//RG|NOM//nummod//7 samhällsområden//NN|NEU|PLU|IND|NOM//nmod//4
Till statsrådet Nyamko Sabuni;Den//DT|UTR|SIN|DEF//det//2 30//RG|NOM//nummod//2 oktober//NN|UTR|SIN|IND|NOM//obl//4 2008//RG|NOM//nummod//2 förordnade//VB|PRT|AKT//ROOT//4 statsrådet//NN|NEU|SIN|DEF|NOM//nmod//6 Nyamko//PM|NOM//nsubj//4 Sabuni//PM|NOM//flat//6 fil.dr//PM|NOM//obj//4 .//MAD//punct//4
Till statsrådet Nyamko Sabuni;universitetslektor//NN|UTR|SIN|IND|NOM//nmod//11 Anne-Marie//PM|NOM//appos//4 Morhed//PM|NOM//flat:name//11 att//IE//mark//16 vara//VB|INF|AKT//cop//16 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//16 utredare//NN|UTR|SIN|IND|NOM//xcomp//4 .//MAD//punct//4
Till statsrådet Nyamko Sabuni;Statsrådet//NN|NEU|SIN|DEF|NOM//nsubj//2 Sabuni//PM|NOM//flat//0 förordnade//VB|PRT|AKT//ROOT//2 den//DT|UTR|SIN|DEF//det//5 30//RG|NOM//nummod//5 oktober//NN|UTR|SIN|IND|NOM//obl//2 2008//RG|NOM//nummod//8 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//8 personer//NN|UTR|PLU|IND|NOM//obl//2 att//SN//mark//15 fr.o.m.//AB|AN//case//13 den//DT|UTR|SIN|DEF//det//13 10//RG|NOM//nummod//13 december//NN|UTR|SIN|IND|NOM//obl//15 2008//RG|NOM//nummod//13 ingå//VB|INF|AKT//acl//8 i//PP//case//17 utredningen//NN|UTR|SIN|DEF|NOM//obl//15 som//KN//mark//19 experter//NN|UTR|PLU|IND|NOM//obl//15 ://MID//punct//19
Till statsrådet Nyamko Sabuni;barn-//NN|NEU|-|-|SMS//obl//15 och//KN//cc//23 elevombudet//NN|NEU|SIN|DEF|NOM//conj//21 Lars//PM|NOM//conj//21 Arrenius//PM|NOM//flat:name//24 ,//MID//punct//24 arbetsrättsjuristen//NN|UTR|SIN|DEF|NOM//nmod//28 Niklas//PM|NOM//conj//21 Beckman//PM|NOM//flat:name//28 (//PAD//punct//31 entledigad//PC|PRF|UTR|SIN|IND|NOM//conj//21 den//DT|UTR|SIN|DEF//det//34 17//RG|NOM//nummod//34 februari//NN|UTR|SIN|IND|NOM//obl//31 2009//RG|NOM//nummod//34 )//PAD//punct//31 ,//MID//punct//40 utredaren//NN|UTR|SIN|DEF|NOM//nmod//39 Peter//PM|NOM//nsubj//40 Tai//PM|NOM//conj//21 Christensen//PM|NOM//flat:name//40 ,//MID//punct//44 rättssakkunnige//JJ|POS|MAS|SIN|DEF|NOM//nmod//44 Maria//PM|NOM//conj//21 Fjellman//PM|NOM//flat:name//44 Lundqvist//PM|NOM//flat:name//44 ,//MID//punct//44 departementssekreteraren//NN|UTR|SIN|DEF|NOM//nmod//49 Anna//PM|NOM//conj//21 Gralberg//PM|NOM//flat:name//49 (//PAD//punct//52 entledigad//PC|PRF|UTR|SIN|IND|NOM//conj//21 den//DT|UTR|SIN|DEF//det//55 8//RO|NOM//nummod//55 september//NN|UTR|SIN|IND|NOM//obl//52 2009//RG|NOM//nummod//55 )//PAD//punct//52 ,//MID//punct//61 departementssekreteraren//NN|UTR|SIN|DEF|NOM//nmod//60 Klara//PM|NOM//nsubj//61 Granat//PM|NOM//conj//15 ,//MID//punct//61 chefsjuristen//NN|UTR|SIN|DEF|NOM//nmod//64 Ingemar//PM|NOM//conj//15 Hamskär//PM|NOM//flat:name//64 ,//MID//punct//64 tillsynsdirektören//NN|UTR|SIN|DEF|NOM//nmod//68 Dan//PM|NOM//appos//64 Holmquist//PM|NOM//flat:name//68 ,//MID//punct//64 ämnessakkunnige//JJ|POS|MAS|SIN|DEF|NOM//advmod//72 Cecilia//PM|NOM//appos//64 Landolf//PM|NOM//cc//72 Hjort//PM|NOM//flat//72 (//PAD//punct//76 entledigad//PC|PRF|UTR|SIN|IND|NOM//advcl//64 den//DT|UTR|SIN|DEF//det//78 8//RO|NOM//nummod//79 september//NN|UTR|SIN|IND|NOM//obl//76 2009//RG|NOM//nummod//79 )//PAD//punct//76 ,//MID//punct//84 utredaren//NN|UTR|SIN|DEF|NOM//nmod//84 Charlotta//PM|NOM//conj//64 Krafft//PM|NOM//flat//84 ,//MID//punct//87 utredaren//NN|UTR|SIN|DEF|NOM//nmod//88 Åsa//PM|NOM//conj//64 Krook//PM|NOM//flat:name//88 ,//MID//punct//88 ombudsmannen//NN|UTR|SIN|DEF|NOM//nmod//92 Ellen//PM|NOM//appos//88 Nygren//PM|NOM//flat:name//92 (//PAD//punct//95 entledigad//PC|PRF|UTR|SIN|IND|NOM//conj//15 den//DT|UTR|SIN|DEF//det//98 17//RG|NOM//nummod//98 februari//NN|UTR|SIN|IND|NOM//obl//95 2009//RG|NOM//nummod//98 )//PAD//punct//95 ,//MID//punct//102 handläggaren//NN|UTR|SIN|DEF|NOM//nmod//103 Anna//PM|NOM//nsubj//15 Ulveson//PM|NOM//flat:name//103 ,//MID//punct//103 ämnesrådet//NN|NEU|SIN|DEF|NOM//nmod//107 Cafer//PM|NOM//appos//103 Uzunel//PM|NOM//flat:name//107 och//KN//cc//110 utredaren//NN|UTR|SIN|DEF|NOM//nmod//111 Mikael//PM|NOM//conj//103 Wahldén//PM|NOM//flat:name//111 .//MAD//punct//2
Till statsrådet Nyamko Sabuni;Statsrådet//NN|NEU|SIN|DEF|NOM//nmod//115 Sabuni//PM|NOM//nsubj//116 förordande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//parataxis//2 dels//KN//advmod//116 den//DT|UTR|SIN|DEF//det//120 17//RG|NOM//nummod//120 februari//NN|UTR|SIN|IND|NOM//obj//116 2009//RG|NOM//nummod//120 att//SN//mark//164 juristen//NN|UTR|SIN|DEF|NOM//nmod//124 Eva//PM|NOM//nsubj//164 Kovar//PM|NOM//flat:name//124 ,//MID//punct//124 Diskrimineringsombudsmannen//NN|UTR|SIN|DEF|NOM//nmod//128 Katri//PM|NOM//appos//124 Linna//PM|NOM//flat:name//128 ,//MID//punct//128 juristen//NN|UTR|SIN|DEF|NOM//nmod//132 Sofie//PM|NOM//conj//124 Rehnström//PM|NOM//flat:name//132 ,//MID//punct//138 fr.o.m.//AB|AN//case//138 den//DT|UTR|SIN|DEF//det//138 17//RG|NOM//nummod//138 februari//NN|UTR|SIN|IND|NOM//conj//124 2009//RG|NOM//nummod//138 ,//MID//punct//124 samt//KN//cc//145 dels//KN//advmod//144 den//DT|UTR|SIN|DEF//det//144 8//RO|NOM//nummod//145 september//NN|UTR|SIN|IND|NOM//conj//124 2009//RG|NOM//nummod//145 ,//MID//punct//124 att//SN//mark//150 departementssekreteraren//NN|UTR|SIN|DEF|NOM//nmod//150 Sofia//PM|NOM//appos//124 Magnusson//PM|NOM//flat:name//150 och//KN//cc//153 kanslirådet//NN|NEU|SIN|DEF|NOM//nmod//154 Lars//PM|NOM//conj//150 Lindberg//PM|NOM//flat:name//154 ,//MID//punct//150 fr.o.m.//AB|AN//case//160 den//DT|UTR|SIN|DEF//det//159 8//RO|NOM//nummod//160 september//NN|UTR|SIN|IND|NOM//obl//150 2009//RG|NOM//nummod//160 ,//MID//punct//124 ska//VB|PRS|AKT//aux//164 ingå//VB|INF|AKT//acl:relcl//120 i//PP//case//166 utredningen//NN|UTR|SIN|DEF|NOM//obl//164 som//KN//mark//168 experter//NN|UTR|PLU|IND|NOM//nmod//166 .//MAD//punct//2
Till statsrådet Nyamko Sabuni;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//1 antog//VB|PRT|AKT//ROOT//1 namnet//NN|NEU|SIN|DEF|NOM//nmod//4 Aktiva//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//4 åtgärder//NN|UTR|PLU|IND|NOM//obj//1 inom//PP//case//6 diskrimineringsområdet//NN|NEU|SIN|DEF|NOM//obl//1 (//PAD//punct//6 IJ//PM|NOM//appos//6 2008:05//RG|NOM//nummod//8 )//PAD//punct//6 .//MAD//punct//16
Till statsrådet Nyamko Sabuni;Som//KN//mark//16 huvudsekreterare//NN|UTR|SIN|IND|NOM//nsubj:pass//16 i//PP//case//15 utredningen//NN|UTR|SIN|DEF|NOM//nmod//13 förordnades//VB|PRT|SFO//advcl//1 fr.o.m.//AB|AN//case//20 den//DT|UTR|SIN|DEF//det//20 15//RG|NOM//nummod//20 januari//NN|UTR|SIN|IND|NOM//nmod//23 2009//RG|NOM//nummod//22 juristen//NN|UTR|SIN|DEF|NOM//nmod//23 Tomas//PM|NOM//dep//16 Agdalen//PM|NOM//flat:name//23 .//MAD//punct//16
Till statsrådet Nyamko Sabuni;Diskrimineringsombudsmannens//NN|UTR|SIN|DEF|GEN//nmod:poss//27 utredare//NN|UTR|SIN|IND|NOM//nsubj//28 Arja//PM|NOM//parataxis//16 Lehto//PM|NOM//flat//28 har//VB|PRS|AKT//aux//36 fr.o.m.//AB|AN//case//35 den//DT|UTR|SIN|DEF//det//34 24//RG|NOM//nummod//34 augusti//NN|UTR|SIN|IND|NOM//nmod//35 2009//RG|NOM//obl//36 arbetat//VB|SUP|AKT//conj//1 i//PP//case//38 utredningen//NN|UTR|SIN|DEF|NOM//obl//36 som//KN//case//40 sekreterare//NN|UTR|SIN|IND|NOM//obl//36 genom//PP//case//43 en//DT|UTR|SIN|IND//det//43 växeltjänstgöring//NN|UTR|SIN|IND|NOM//obl//36 .//MAD//punct//1
Till statsrådet Nyamko Sabuni;Härmed//AB//advmod//1 överlämnas//VB|PRS|SFO//ROOT//1 betänkandet//NN|NEU|SIN|DEF|NOM//nsubj:pass//1  //_SP////2 Aktiva//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//5 åtgärder//NN|UTR|PLU|IND|NOM//obj//1 för//PP//mark//8 att//IE//mark//8 främja//VB|INF|AKT//advcl//1 lika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//10 rättigheter//NN|UTR|PLU|IND|NOM//obj//8 och//KN//cc//12 möjligheter//NN|UTR|PLU|IND|NOM//conj//10 –//MID//punct//17 ett//DT|NEU|SIN|IND//det//17 systematiskt//AB|POS//advmod//16 målinriktat//PC|PRF|NEU|SIN|IND|NOM//amod//17 arbete//NN|NEU|SIN|IND|NOM//obl//8 på//PP//case//20 tre//RG|NOM//nummod//20 samhällsområden//NN|NEU|PLU|IND|NOM//obl//8 (//PAD//punct//20 SOU2008:7//NN|UTR|SIN|IND|NOM//appos//20 )//PAD//punct//20 .//MAD//punct//1
Till statsrådet Nyamko Sabuni;Särskilda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//26 yttranden//NN|NEU|PLU|IND|NOM//nsubj:pass//28 har//VB|PRS|AKT//aux//28 avgetts//VB|SUP|SFO//conj//1 av//PP//case//30 Ingemar//PM|NOM//obl:agent//28 Hamskär//PM|NOM//flat//30 ,//MID//punct//34 Charlotta//PM|NOM//nmod//34 Krafft//PM|NOM//conj//30 ,//MID//punct//36 Åsa//PM|NOM//appos//30 Krook//PM|NOM//flat:name//36 ,//MID//punct//36 Eva//PM|NOM//nmod//36 Kovar//PM|NOM//flat//39 ,//MID//punct//39 Katri//PM|NOM//appos//36 Linna//PM|NOM//flat//42 ,//MID//punct//42 Sofie//PM|NOM//nmod//36 Rehnström//PM|NOM//flat//45 ,//MID//punct//48 Peter//PM|NOM//conj//30 Tai//PM|NOM//flat//48 Christensen//PM|NOM//flat//48 och//KN//cc//52 Anna//PM|NOM//conj//30 Ulveson//PM|NOM//flat:name//52 .//MAD//punct//1
Till statsrådet Nyamko Sabuni;Uppdraget//NN|NEU|SIN|DEF|NOM//nsubj//3 är//VB|PRS|AKT//cop//3 härmed//AB//advmod//3 slutfört//PC|PRF|NEU|SIN|IND|NOM//ROOT//3 .//MAD//punct//3
Till statsrådet Nyamko Sabuni;Stockholm//PM|NOM//parataxis//3 i//PP//case//7 februari//NN|UTR|SIN|IND|NOM//nmod//5 2010//RG|NOM//nummod//7
Till statsrådet Nyamko Sabuni;Anne-Marie//PM|NOM//nmod//3 Morhed//PM|NOM//flat:name//0 /Tomas//MID//conj//0 Agdalen//NN|UTR|SIN|DEF|NOM//ROOT//3
Till statsrådet Nyamko Sabuni;Arja//PM|NOM//ROOT//0 Lehto//PM|NOM//flat:name//0 2.3//RG|NOM//obj//0 Ett//DT|NEU|SIN|IND//det//4 exempel//NN|NEU|SIN|IND|NOM//obj//0 på//PP//case//7 en//DT|UTR|SIN|IND//det//7 modell//NN|UTR|SIN|IND|NOM//nmod//4 för//PP//mark//10 att//IE//mark//10 arbeta//VB|INF|AKT//advcl//0 systematiskt//AB|POS//advmod//12 3.1//RG|NOM//obj//10 Könsidentitet//NN|UTR|SIN|IND|NOM//obj//10 eller//KN//cc//15 könsuttryck//NN|NEU|SIN|IND|NOM//conj//13 ,//MID//punct//17 funktionsnedsättning//NN|UTR|SIN|IND|NOM//conj//13


1 Förslag till lag om ändringar i diskrimineringslagen (2008:567);Härigenom//AB//nsubj:pass//1 föreskrivs//VB|PRS|SFO//ROOT//1 i//PP//advmod//1 fråga//NN|UTR|SIN|IND|NOM//fixed//2 om//PP//fixed//2 diskrimineringslagen//NN|UTR|SIN|DEF|NOM//nsubj:pass//1 (//PAD//punct//7 2008:567//RG|NOM//appos//5 )//PAD//punct//7 dels//KN//advmod//53  //_SP////9 att//SN//mark//38 1//RG|NOM//nummod//13 kap.//NN|AN//nmod//14 1//RG|NOM//nummod//19 ,//MID//punct//14 4//RG|NOM//nummod//14 och//KN//cc//14 5//RG|NOM//nummod//14 §//NN|AN//nmod//20 §//NN|AN//nsubj//38 ,//MID//punct//20 2//RG|NOM//nummod//23 kap.//NN|AN//nmod//24 1//RG|NOM//nmod//20 och//KN//cc//24 5//RG|NOM//nummod//24 §//NN|AN//nmod//28 §//NN|AN//nmod//20 ,//MID//punct//28 4//RG|NOM//nummod//31 kap.//NN|AN//nmod//32 1//RG|NOM//nummod//35 och//KN//cc//32 5//RG|NOM//nummod//32 §//NN|AN//nmod//36 §//NN|AN//nmod//20 ska//VB|PRS|AKT//aux//38 ha//VB|INF|AKT//advcl//9 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//40 lydelse//NN|UTR|SIN|IND|NOM//obj//38 ,//MID//punct//9 dels//KN//advmod//53  //_SP////42 att//SN//mark//53 rubriken//NN|UTR|SIN|DEF|NOM//nsubj//53 närmast//AB|SUV//advmod//53 före//PP//case//51 1//RG|NOM//nummod//49 kap.//NN|AN//obl//50 5//RG|NOM//nummod//51 §//NN|AN//obl//53 ska//VB|PRS|AKT//aux//53 ha//VB|INF|AKT//advcl//1 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//55 lydelse//NN|UTR|SIN|IND|NOM//obj//53 ,//MID//punct//53 dels//KN//advmod//63  //_SP////57 att//SN//mark//63 3//RG|NOM//nummod//61 kap.//NN|AN//nsubj//63 ska//VB|PRS|AKT//aux//63 upphöra//VB|INF|AKT//conj//53 att//IE//mark//65 gälla//VB|INF|AKT//advcl//63 ,//MID//punct//74 dels//KN//advmod//74  //_SP////67 att//SN//mark//74 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//74 i//PP//case//72 lagen//NN|UTR|SIN|DEF|NOM//obl//74 ska//VB|PRS|AKT//aux//74 införas//VB|INF|SFO//conj//53 ett//DT|NEU|SIN|IND//det//78 nytt//JJ|POS|NEU|SIN|IND|NOM//amod//78 3//RG|NOM//nummod//78 kap.//NN|AN//nsubj:pass//74 av//PP//case//81 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//81 lydelse//NN|UTR|SIN|IND|NOM//nmod//78 .//MAD//punct//1

1 Förslag till lag om ändringar i diskrimineringslagen (2008:567) / 1 kap.;Denna//DT|UTR|SIN|DEF//det//1 lag//NN|UTR|SIN|IND|NOM//nsubj//2 har//VB|PRS|AKT//ROOT//2 till//PP//case//4 ändamål//NN|NEU|SIN|IND|NOM//obl//2 att//IE//mark//6 motverka//VB|INF|AKT//advcl//2 diskriminering//NN|UTR|SIN|IND|NOM//obj//6 och//KN//cc//12 på//PP//case//11 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//11 sätt//NN|NEU|PLU|IND|NOM//obl//12 främja//VB|INF|AKT//conj//2 lika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//14 rättigheter//NN|UTR|PLU|IND|NOM//obj//12 och//KN//cc//16 möjligheter//NN|UTR|PLU|IND|NOM//conj//14 oavsett//PP//case//18 kön//NN|NEU|SIN|IND|NOM//nmod//16 ,//MID//punct//21 könsöverskridande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//21 identitet//NN|UTR|SIN|IND|NOM//conj//18 eller//KN//cc//23 uttryck//NN|NEU|SIN|IND|NOM//conj//18 ,//MID//punct//26 etnisk//JJ|POS|UTR|SIN|IND|NOM//amod//26 tillhörighet//NN|UTR|SIN|IND|NOM//conj//18 ,//MID//punct//28 religion//NN|UTR|SIN|IND|NOM//conj//18 eller//KN//cc//31 annan//JJ|POS|UTR|SIN|IND|NOM//amod//31 trosuppfattning//NN|UTR|SIN|IND|NOM//conj//18 ,//MID//punct//33 funktionshinder//NN|NEU|SIN|IND|NOM//conj//18 ,//MID//punct//36 sexuell//JJ|POS|UTR|SIN|IND|NOM//amod//36 läggning//NN|UTR|SIN|IND|NOM//conj//18 eller//KN//cc//38 ålder//NN|UTR|SIN|IND|NOM//conj//18 .//MAD//punct//2
1 Förslag till lag om ändringar i diskrimineringslagen (2008:567) / 1 kap.;1//RG|NOM//nummod//41 §//NN|AN//obl//2
