– samverkan på regional nivå;Volym//NN|UTR|SIN|IND|NOM//nmod//1 1//RG|NOM//ROOT//1
Till statsrådet Ardalan Shekarabi;Den//DT|UTR|SIN|DEF//det//62 24//RG|NOM//nummod//62 maj//NN|UTR|SIN|IND|NOM//obl//64 2016//RG|NOM//nummod//62 entledigades//VB|PRT|SFO//parataxis//2 Niclas//PM|NOM//obl//70 Damm//PM|NOM//flat//65 och//KN//cc//69 samma//DT|UTR/NEU|SIN/PLU|IND//det//69 dag//NN|UTR|SIN|IND|NOM//conj//65 förordnades//VB|PRT|SFO//conj//2 departementssekreteraren//NN|UTR|SIN|DEF|NOM//nmod//72 Erik//PM|NOM//nsubj//70 Wahlström//PM|NOM//flat:name//72 som//KN//mark//75 expert//NN|UTR|SIN|IND|NOM//xcomp//70 .//MAD//punct//2
Till statsrådet Ardalan Shekarabi;Den//DT|UTR|SIN|DEF//det//79 21//RG|NOM//nummod//79 september//NN|UTR|SIN|IND|NOM//obl//81 2016//RG|NOM//nummod//79 entledigades//VB|PRT|SFO//parataxis//2 Ulf//PM|NOM//nsubj:pass//81 Andersson//PM|NOM//flat:name//82 och//KN//cc//86 samma//DT|UTR/NEU|SIN/PLU|IND//det//86 dag//NN|UTR|SIN|IND|NOM//conj//82 förordnades//VB|PRT|SFO//advcl//81 rättssakkunniga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//89 Annika//PM|NOM//nsubj:pass//87 Rudestad//PM|NOM//flat//89 som//KN//mark//92 expert//NN|UTR|SIN|IND|NOM//xcomp//87 .//MAD//punct//2
Till statsrådet Ardalan Shekarabi;Den//DT|UTR|SIN|DEF//det//96 6//RO|NOM//nummod//96 september//NN|UTR|SIN|IND|NOM//obl//98 2017//RG|NOM//nummod//96 entledigades//VB|PRT|SFO//parataxis//2 Ina//PM|NOM//nsubj:pass//98 Berggård//PM|NOM//flat//99 ,//MID//punct//98 Matilda//PM|NOM//conj//98 Berggren//PM|NOM//flat:name//102 och//KN//cc//105 Emma//PM|NOM//conj//102 Hermansson//PM|NOM//flat//105 .//MAD//punct//2
Till statsrådet Ardalan Shekarabi;Samma//DT|UTR/NEU|SIN/PLU|IND//det//109 dag//NN|UTR|SIN|IND|NOM//obl//110 förordnades//VB|PRT|SFO//parataxis//2 departementssekreteraren//NN|UTR|SIN|DEF|NOM//nmod//112 Lina//PM|NOM//nsubj//110 Törner//PM|NOM//flat:name//112 ,//MID//punct//112 kanslirådet//NN|NEU|SIN|DEF|NOM//nmod//116 Katarina//PM|NOM//appos//112 Höög//PM|NOM//flat:name//116 och//KN//cc//120 departementssekreteraren//NN|UTR|SIN|DEF|NOM//nmod//120 Erika//PM|NOM//conj//116 Nilsson//PM|NOM//flat:name//120 som//KN//mark//123 experter//NN|UTR|PLU|IND|NOM//xcomp//110 .//MAD//punct//2
Till statsrådet Ardalan Shekarabi;Den//DT|UTR|SIN|DEF//det//127 2//RO|NOM//nummod//127 oktober//NN|UTR|SIN|IND|NOM//obl//129 2017//RG|NOM//nummod//127 förordnades//VB|PRT|SFO//parataxis//2 departementssekreteraren//NN|UTR|SIN|DEF|NOM//nmod//131 Katarina//PM|NOM//nsubj//129 Johansson//PM|NOM//flat:name//131 som//KN//mark//134 expert//NN|UTR|SIN|IND|NOM//xcomp//129 .//MAD//punct//2
Till statsrådet Ardalan Shekarabi;Den//DT|UTR|SIN|DEF//det//138 23//RG|NOM//nummod//138 november//NN|UTR|SIN|IND|NOM//obl//140 2017//RG|NOM//nummod//138 entledigades//VB|PRT|SFO//parataxis//2 Erik//PM|NOM//nsubj:pass//140 Wahlström//PM|NOM//flat//141 och//KN//cc//144 Petra//PM|NOM//nmod//146 Zetterberg//PM|NOM//flat:name//144 Ferngren//PM|NOM//xcomp//140 .//MAD//punct//2
Till statsrådet Ardalan Shekarabi;Den//DT|UTR|SIN|DEF//det//2 2//RO|NOM//nummod//2 juli//NN|UTR|SIN|IND|NOM//obl//4 2015//RG|NOM//nummod//2 anställdes//VB|PRT|SFO//ROOT//4 Johan//PM|NOM//nsubj:pass//4 Krabb//PM|NOM//flat//5 som//KN//mark//8 huvudsekreterare//NN|UTR|SIN|IND|NOM//xcomp//4 i//PP//case//10 utredningen//NN|UTR|SIN|DEF|NOM//nmod//8 .//MAD//punct//4
Till statsrådet Ardalan Shekarabi;Som//KN//case//13 sekreterare//NN|UTR|SIN|IND|NOM//obl//14 anställdes//VB|PRT|SFO//parataxis//4 den//DT|UTR|SIN|DEF//det//17 1//RO|NOM//nummod//17 oktober//NN|UTR|SIN|IND|NOM//obl//14 2015//RG|NOM//nummod//19 Anna//PM|NOM//nmod//17 Hagstad//PM|NOM//flat:name//19 .//MAD//punct//17
Till statsrådet Ardalan Shekarabi;Anders//PM|NOM//nmod//23 Folkesson//PM|NOM//nsubj:pass//24 anställdes//VB|PRT|SFO//conj//14 som//KN//case//26 sekreterare//NN|UTR|SIN|IND|NOM//obl//24 den//DT|UTR|SIN|DEF//det//29 1//RO|NOM//nummod//29 november//NN|UTR|SIN|IND|NOM//obl//24 2015//RG|NOM//nummod//29 till//PP//case//36 och//KN//fixed//31 med//AB//fixed//31 den//DT|UTR|SIN|DEF//det//36 31//RG|NOM//nummod//36 januari//NN|UTR|SIN|IND|NOM//obl//14 2017//RG|NOM//nummod//36 .//MAD//punct//4
Till statsrådet Ardalan Shekarabi;Den//DT|UTR|SIN|DEF//det//41 1//RO|NOM//nummod//41 mars//NN|UTR|SIN|IND|NOM//obl//43 2016//RG|NOM//nummod//41 anställdes//VB|PRT|SFO//parataxis//4 Johan//PM|NOM//nsubj:pass//43 Mörck//PM|NOM//flat:name//44 som//KN//case//47 sekreterare//NN|UTR|SIN|IND|NOM//obl//43 .//MAD//punct//4
Till statsrådet Ardalan Shekarabi;Den//DT|UTR|SIN|DEF//det//51 1//RO|NOM//nummod//51 december//NN|UTR|SIN|IND|NOM//obl//53 2016//RG|NOM//nummod//51 anställdes//VB|PRT|SFO//parataxis//4 Anna//PM|NOM//nsubj:pass//53 Hagstad//PM|NOM//flat:name//54 som//KN//mark//57 huvudsekreterare//NN|UTR|SIN|IND|NOM//xcomp//53 i//PP//case//59 kommittén//NN|UTR|SIN|DEF|NOM//nmod//57 .//MAD//punct//4
Till statsrådet Ardalan Shekarabi;Den//DT|UTR|SIN|DEF//det//63 15//RG|NOM//nummod//63 december//NN|UTR|SIN|IND|NOM//obl//65 2016//RG|NOM//nummod//63 anställdes//VB|PRT|SFO//parataxis//4 Henrik//PM|NOM//nsubj:pass//65 Frykman//PM|NOM//flat:name//66 som//KN//case//69 sekreterare//NN|UTR|SIN|IND|NOM//obl//65 .//MAD//punct//65
Till statsrådet Ardalan Shekarabi;Johan//PM|NOM//nsubj:pass//73 Krabb//PM|NOM//flat//71 entledigades//VB|PRT|SFO//appos//65 den//DT|UTR|SIN|DEF//det//76 1//RO|NOM//nummod//76 januari//NN|UTR|SIN|IND|NOM//obl//73 2017//RG|NOM//nummod//76 och//KN//cc//81 Johan//PM|NOM//nsubj:pass//81 Mörck//PM|NOM//flat//79 entledigades//VB|PRT|SFO//conj//73 den//DT|UTR|SIN|DEF//det//84 30//RG|NOM//nummod//84 april//NN|UTR|SIN|IND|NOM//obl:agent//81 2017//RG|NOM//nummod//84 .//MAD//punct//4
Till statsrådet Ardalan Shekarabi;Den//DT|UTR|SIN|DEF//det//89 16//RG|NOM//nummod//89 november//NN|UTR|SIN|IND|NOM//obl//91 2017//RG|NOM//nummod//89 anställdes//VB|PRT|SFO//parataxis//4 Sami//PM|NOM//nsubj:pass//91 Mlayeh//PM|NOM//obj//91 som//KN//case//95 sekreterare//NN|UTR|SIN|IND|NOM//obl//91 .//MAD//punct//4
Till statsrådet Ardalan Shekarabi;Den//DT|UTR|SIN|DEF//det//2 30//RG|NOM//nummod//2 juni//NN|UTR|SIN|IND|NOM//obl//4 2016//RG|NOM//nummod//2 överlämnade//VB|PRT|AKT//ROOT//4 vi//PN|UTR|PLU|DEF|SUB//nsubj//4 delbetänkandet//NN|NEU|SIN|DEF|NOM//nmod//7 Regional//JJ|POS|UTR|SIN|IND|NOM//nmod:poss//8 indelning//NN|UTR|SIN|IND|NOM//obj//4 –//MID//punct//8 tre//RG|NOM//nummod//12 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//12 län//NN|NEU|PLU|IND|NOM//appos//8 (//PAD//punct//12 SOU//PM|NOM//appos//12 2016:48//RG|NOM//conj//12 )//PAD//punct//8 .//MAD//punct//4
Till statsrådet Ardalan Shekarabi;Förslag//NN|NEU|PLU|IND|NOM//nsubj//7 och//KN//cc//2 bedömningar//NN|UTR|PLU|IND|NOM//conj//0 i//PP//case//4 betänkandet//NN|NEU|SIN|DEF|NOM//nmod//2 är//VB|PRS|AKT//cop//7 kommitténs//NN|UTR|SIN|DEF|GEN//nmod:poss//7 egna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//ROOT//7 .//MAD//punct//7
Till statsrådet Ardalan Shekarabi;Expertgrupp//NN|UTR|SIN|IND|NOM//appos//7 ,//MID//punct//11 referensgrupp//NN|UTR|SIN|IND|NOM//conj//9 och//KN//cc//14 de//DT|UTR/NEU|PLU|DEF//det//14 intressenter//NN|UTR|PLU|IND|NOM//conj//9 vi//PN|UTR|PLU|DEF|SUB//nsubj//16 fört//VB|SUP|AKT//acl:relcl//14 dialog//NN|UTR|SIN|IND|NOM//xcomp//16 med//PP//mark//19 står//VB|PRS|AKT//advcl//16 fria//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//xcomp//19 i//PP//case//22 relation//NN|UTR|SIN|IND|NOM//obl//19 till//PP//case//25 våra//PS|UTR/NEU|PLU|DEF//nmod:poss//25 slutsatser//NN|UTR|PLU|IND|NOM//obl//19 .//MAD//punct//7
Till statsrådet Ardalan Shekarabi;Härmed//AB//advmod//1 överlämnar//VB|PRS|AKT//ROOT//1 vi//PN|UTR|PLU|DEF|SUB//nsubj//1 vårt//PS|NEU|SIN|DEF//nmod:poss//4 slutbetänkande//NN|NEU|SIN|IND|NOM//amod//6 Myndighetsgemensam//JJ|POS|UTR|SIN|IND|NOM//amod//6 indelning//NN|UTR|SIN|IND|NOM//obj//1 –//RG|NOM//punct//6 samverkan//NN|UTR|SIN|IND|NOM//appos//6 på//PP//case//11 regional//JJ|POS|UTR|SIN|IND|NOM//amod//11 nivå//NN|UTR|SIN|IND|NOM//nmod//8 (//PAD//punct//8 SOU//PM|NOM//appos//8 2018:10//RG|NOM//obl//1 )//PAD//punct//1 .//MAD//punct//1
Till statsrådet Ardalan Shekarabi;Stockholm//PM|NOM//ROOT//0 i//PP//case//2 februari//NN|UTR|SIN|IND|NOM//obl//0 2018//RG|NOM//nummod//0
Till statsrådet Ardalan Shekarabi;Barbro//PM|NOM//ROOT//0 Holmberg//PM|NOM//flat:name//0
Till statsrådet Ardalan Shekarabi;Kent//PM|NOM//ROOT//0 Johansson//PM|NOM//flat:name//0 ///MID//cc//3 Anna//PM|NOM//conj//0 Hagstad//PM|NOM//flat:name//3
Till statsrådet Ardalan Shekarabi;Henrik//PM|NOM//ROOT//0 Frykman//PM|NOM//flat:name//0
Till statsrådet Ardalan Shekarabi;Sami//PM|NOM//nmod//1 Mlayeh//PM|NOM//ROOT//1


1.1 Förslag till lag om ändring i lagen (1979:411) om ändringar i Sveriges indelning i kommuner och landsting Härigenom föreskrivs i fråga om lagen (1979:411) om ändringar i Sveriges indelning i kommuner och landsting;dels//KN//advmod//13  //_SP////0 att//SN//mark//13 rubriken//NN|UTR|SIN|DEF|NOM//nsubj//13 till//PP//case//5 lagen//NN|UTR|SIN|DEF|NOM//nmod//3 ,//MID//punct//3 2//RG|NOM//nummod//8 kap.//NN|AN//nmod//9 1//RG|NOM//nmod//3 ,//MID//punct//9 4//RG|NOM//nummod//9 ,//MID//punct//9 6–8//RO|NOM//nsubj//60 §//NN|AN//nmod//15 §//NN|AN//nmod//13 ,//MID//punct//15 3//RG|NOM//nummod//18 kap.//NN|AN//nmod//19 1–5//RG|NOM//nmod//15 ,//MID//punct//19 10–12//RG|NOM//nmod//19 ,//MID//punct//23 14//RG|NOM//conj//19 ,//MID//punct//19 16–18//RG|NOM//conj//19 ,//MID//punct//27 22//RG|NOM//conj//19 ,//MID//punct//19 27//RG|NOM//nummod//19 ,//MID//punct//19 29//RG|NOM//nummod//19 ,//MID//punct//19 30//RG|NOM//nummod//19 ,//MID//punct//19 32//RG|NOM//nummod//19 ,//MID//punct//19 34//RG|NOM//nummod//19 ,//MID//punct//19 37//RG|NOM//nummod//19 ,//MID//punct//19 39//RG|NOM//nummod//19 ,//MID//punct//19 40//RG|NOM//nummod//44 §//NN|AN//nmod//45 §//NN|AN//nmod//19 ,//MID//punct//19 4//RG|NOM//nummod//48 kap.//NN|AN//nmod//19 1//RG|NOM//nummod//50 §//NN|AN//obl//13 och//KN//cc//52 rubriken//NN|UTR|SIN|DEF|NOM//conj//50 närmast//AB|SUV//advmod//58 före//PP//advmod//55 2//RG|NOM//nummod//56 kap.//NN|AN//nmod//58 1//RG|NOM//nummod//58 §//NN|AN//nmod//52 ska//VB|PRS|AKT//aux//60 ha//VB|INF|AKT//ROOT//60 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//62 lydelse//NN|UTR|SIN|IND|NOM//obj//60 ,//MID//punct//69 dels//KN//advmod//69  //_SP////64 att//SN//mark//69 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//69 ska//VB|PRS|AKT//aux//69 införas//VB|INF|SFO//advcl//60 en//DT|UTR|SIN|IND//det//72 ny//JJ|POS|UTR|SIN|IND|NOM//amod//72 paragraf//NN|UTR|SIN|IND|NOM//nsubj:pass//69 ,//MID//punct//72 7//RG|NOM//nummod//76 a//NN|NEU|SIN|IND|NOM//case//76 §//NN|AN//obl//69 ,//MID//punct//76 av//PP//case//80 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//80 lydelse//NN|UTR|SIN|IND|NOM//nmod//76 .//MAD//punct//60
1.1 Förslag till lag om ändring i lagen (1979:411) om ändringar i Sveriges indelning i kommuner och landsting Härigenom föreskrivs i fråga om lagen (1979:411) om ändringar i Sveriges indelning i kommuner och landsting;Nuvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//1 lydelse//NN|UTR|SIN|IND|NOM//ROOT//1
1.1 Förslag till lag om ändring i lagen (1979:411) om ändringar i Sveriges indelning i kommuner och landsting Härigenom föreskrivs i fråga om lagen (1979:411) om ändringar i Sveriges indelning i kommuner och landsting;Lag//NN|UTR|SIN|IND|NOM//ROOT//0 om//PP//case//2 ändringar//NN|UTR|PLU|IND|NOM//obl//0 i//PP//case//5 Sveriges//PM|GEN//nmod:poss//5 indelning//NN|UTR|SIN|IND|NOM//nmod//2 i//PP//case//7 kommuner//NN|UTR|PLU|IND|NOM//nmod//5 och//KN//cc//9 landsting//NN|NEU|SIN|IND|NOM//conj//7
1.1 Förslag till lag om ändring i lagen (1979:411) om ändringar i Sveriges indelning i kommuner och landsting Härigenom föreskrivs i fråga om lagen (1979:411) om ändringar i Sveriges indelning i kommuner och landsting;Föreslagen//PC|PRF|UTR|SIN|IND|NOM//amod//1 lydelse//NN|UTR|SIN|IND|NOM//ROOT//1
1.1 Förslag till lag om ändring i lagen (1979:411) om ändringar i Sveriges indelning i kommuner och landsting Härigenom föreskrivs i fråga om lagen (1979:411) om ändringar i Sveriges indelning i kommuner och landsting;Lag//NN|UTR|SIN|IND|NOM//ROOT//0 om//PP//case//2 ändringar//NN|UTR|PLU|IND|NOM//obl//0 i//PP//case//5 Sveriges//PM|GEN//nmod:poss//5 indelning//NN|UTR|SIN|IND|NOM//nmod//2 i//PP//case//7 kommuner//NN|UTR|PLU|IND|NOM//nmod//5 och//KN//cc//9 regioner//NN|UTR|PLU|IND|NOM//conj//7

1.1 Förslag till lag om ändring i lagen (1979:411) om ändringar i Sveriges indelning i kommuner och landsting Härigenom föreskrivs i fråga om lagen (1979:411) om ändringar i Sveriges indelning i kommuner och landsting / 2 kap.;Kammarkollegiet//NN|NEU|SIN|DEF|NOM//nsubj//3 får//VB|PRS|AKT//aux//3 dock//AB//advmod//3 besluta//VB|INF|AKT//ROOT//3 om//PP//case//6 en//DT|UTR|SIN|IND//det//6 indelningsändring//NN|UTR|SIN|IND|NOM//obl//3 som//HP|-|-|-//nsubj//9 bör//VB|PRS|AKT//aux//9 ske//VB|INF|AKT//acl:relcl//6 med//PP//case//11 anledning//NN|UTR|SIN|IND|NOM//obl//9 av//PP//case//15 en//DT|UTR|SIN|IND//det//15 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//15 ändring//NN|UTR|SIN|IND|NOM//nmod//11 i//PP//case//19 den//DT|UTR|SIN|DEF//det//19 kommunala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//19 indelningen//NN|UTR|SIN|DEF|NOM//nmod//15 som//HP|-|-|-//nsubj:pass//21 avses//VB|PRS|SFO//acl:relcl//19 i//PP//case//24 1//RG|NOM//nummod//24 kap.//NN|AN//obl//21 3//RG|NOM//nummod//26 §//NN|AN//obl//21 .//MAD//punct//3
1.1 Förslag till lag om ändring i lagen (1979:411) om ändringar i Sveriges indelning i kommuner och landsting Härigenom föreskrivs i fråga om lagen (1979:411) om ändringar i Sveriges indelning i kommuner och landsting / 2 kap.;ändring//NN|UTR|SIN|IND|NOM//nsubj:pass//30 ska//VB|PRS|AKT//aux//30 ges//VB|INF|SFO//parataxis//3 in//PL//compound:prt//30 till//PP//case//33 Kammarska//PM|NOM//obl//30 ges//VB|PRS|SFO//advcl//30 in//PL//compound:prt//34 till//PP//case//37 Kammarkollegiet//NN|NEU|SIN|DEF|NOM//obl//34 .//MAD//punct//30
1.1 Förslag till lag om ändring i lagen (1979:411) om ändringar i Sveriges indelning i kommuner och landsting Härigenom föreskrivs i fråga om lagen (1979:411) om ändringar i Sveriges indelning i kommuner och landsting / 2 kap.;kollegiet//NN|NEU|SIN|DEF|NOM//obl//30 .//MAD//punct//3
1.1 Förslag till lag om ändring i lagen (1979:411) om ändringar i Sveriges indelning i kommuner och landsting Härigenom föreskrivs i fråga om lagen (1979:411) om ändringar i Sveriges indelning i kommuner och landsting / 2 kap.;Regeringen//NN|UTR|SIN|DEF|NOM//nsubj//5 och//KN//cc//2 Kammarkollegiet//NN|NEU|SIN|DEF|NOM//conj//0 kan//VB|PRS|AKT//aux//5 också//AB//advmod//5 ta//VB|INF|AKT//ROOT//5 upp//PL//compound:prt//5 en//DT|UTR|SIN|IND//det//8 fråga//NN|UTR|SIN|IND|NOM//obj//5 om//PP//case//10 indelningsändring//NN|UTR|SIN|IND|NOM//nmod//8 på//PP//case//13 eget//JJ|POS|NEU|SIN|IND/DEF|NOM//amod//13 initiativ//NN|NEU|SIN|IND|NOM//nmod//10 .//MAD//punct//5
1.1 Förslag till lag om ändring i lagen (1979:411) om ändringar i Sveriges indelning i kommuner och landsting Härigenom föreskrivs i fråga om lagen (1979:411) om ändringar i Sveriges indelning i kommuner och landsting / 2 kap.;6//RG|NOM//nummod//16 §//NN|AN//obl//5
1.1 Förslag till lag om ändring i lagen (1979:411) om ändringar i Sveriges indelning i kommuner och landsting Härigenom föreskrivs i fråga om lagen (1979:411) om ändringar i Sveriges indelning i kommuner och landsting / 2 kap.;Ett//DT|NEU|SIN|IND//det//1 beslut//NN|NEU|SIN|IND|NOM//nsubj:pass//10 om//PP//case//3 indelningsändring//NN|UTR|SIN|IND|NOM//nmod//1 enligt//PP//case//6 1//RG|NOM//nummod//6 §//NN|AN//nmod//3 första//RO|NOM//amod//8 stycket//NN|NEU|SIN|DEF|NOM//nmod//6 ska//VB|PRS|AKT//aux//10 meddelas//VB|INF|SFO//ROOT//10 senast//AB|SUV//case//13 ett//DT|NEU|SIN|IND//det//13 år//NN|NEU|SIN|IND|NOM//obl//10 innan//SN//mark//17 ändringen//NN|UTR|SIN|DEF|NOM//nsubj//17 ska//VB|PRS|AKT//aux//17 träda//VB|INF|AKT//advcl//10 i//PP//compound:prt//17 kraft//NN|UTR|SIN|IND|NOM//obj//17 .//MAD//punct//10
1.1 Förslag till lag om ändring i lagen (1979:411) om ändringar i Sveriges indelning i kommuner och landsting Härigenom föreskrivs i fråga om lagen (1979:411) om ändringar i Sveriges indelning i kommuner och landsting / 2 kap.;Om//SN//mark//23 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//23 finns//VB|PRS|SFO//advcl//29 synnerliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//25 skäl//NN|NEU|PLU|IND|NOM//nsubj//23 ,//MID//punct//29 får//VB|PRS|AKT//aux//29 beslutet//NN|NEU|SIN|DEF|NOM//nsubj:pass//29 meddelas//VB|INF|SFO//parataxis//10 vid//PP//case//33 en//DT|UTR|SIN|IND//det//33 senare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//33 tidpunkt//NN|UTR|SIN|IND|NOM//obl//29 ,//MID//punct//37 dock//KN//advmod//37 inte//AB//advmod//37 senare//AB|KOM//advcl//29 än//KN//case//40 åtta//RG|NOM//nummod//40 månader//NN|UTR|PLU|IND|NOM//obl//37 före//PP//case//42 ikraftträdandet//NN|NEU|SIN|DEF|NOM//obl//37 .//MAD//punct//37
