Skydd för vuxna i internationella situationer – 2000 års Haagkonvention;Betänkande//NN|NEU|SIN|IND|NOM//ROOT//0 av//PP//case//2 Utredningen//NN|UTR|SIN|DEF|NOM//nmod//0 om//PP//case//4 skydd//NN|NEU|SIN|IND|NOM//nmod//2 för//PP//case//6 vuxna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//nmod//4 i//PP//case//9 internationella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//9 situationer//NN|UTR|PLU|IND|NOM//nmod//0
Till statsrådet och chefen för Justitiedepartementet;Hovrättsassessorn//NN|UTR|SIN|DEF|NOM//nsubj//7 Charlotte//PM|NOM//compound//3 Biörklund//PM|NOM//flat:name//1 Uggla//PM|NOM//flat//0 har//VB|PRS|AKT//aux//7 varit//VB|SUP|AKT//cop//7 utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//7 sekreterare//NN|UTR|SIN|IND|NOM//ROOT//7 från//PP//case//11 den//DT|UTR|SIN|DEF//det//11 23//RG|NOM//nummod//11 januari//NN|UTR|SIN|IND|NOM//nmod//7 2014//RG|NOM//nummod//11 .//MAD//punct//7
Till statsrådet och chefen för Justitiedepartementet;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//15 ,//MID//punct//0 som//HP|-|-|-//nsubj//4 har//VB|PRS|AKT//aux//4 antagit//VB|SUP|AKT//acl:relcl//0 namnet//NN|NEU|SIN|DEF|NOM//nmod//6 Utredningen//NN|UTR|SIN|DEF|NOM//obj//4 om//PP//case//8 skydd//NN|NEU|SIN|IND|NOM//nmod//6 för//PP//case//10 vuxna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//nmod//8 i//PP//case//13 internationella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//13 situationer//NN|UTR|PLU|IND|NOM//obl//4 ,//MID//punct//0 överlämnar//VB|PRS|AKT//ROOT//15 härmed//AB//advmod//15 betänkandet//NN|NEU|SIN|DEF|NOM//obj//15 Skydd//NN|NEU|SIN|IND|NOM//obj//15 för//PP//case//20 vuxna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//nmod//18 i//PP//case//23 internationella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//23 situationer//NN|UTR|PLU|IND|NOM//obl//15 –//PM|NOM//punct//23 2000//RG|NOM//nummod//26 års//NN|NEU|SIN|IND|GEN//nmod:poss//27 Haagkonvention//NN|UTR|SIN|IND|NOM//nmod//23  //_SP////27 (//PAD//punct//27 SOU//PM|NOM//appos//27 2015:74//RG|NOM//conj//27 )//PAD//punct//23 .//MAD//punct//38
Till statsrådet och chefen för Justitiedepartementet;Utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//35 uppdrag//NN|NEU|SIN|IND|NOM//nsubj//38 är//VB|PRS|AKT//cop//38 härmed//AB//advmod//38 slutfört//PC|PRF|NEU|SIN|IND|NOM//conj//15 .//MAD//punct//15
Till statsrådet och chefen för Justitiedepartementet;Stockholm//PM|NOM//ROOT//0 i//PP//case//2 augusti//NN|UTR|SIN|IND|NOM//obl//0 2015//RG|NOM//nummod//2
Till statsrådet och chefen för Justitiedepartementet;Ulrika//PM|NOM//ROOT//0 Beergrehn//PM|NOM//flat:name//0 /Charlotte//RG|NOM//cc//3 Biörklund//PM|NOM//conj//0 Uggla//PM|NOM//flat//3


1.1 Förslag till lag om 2000 års Haagkonvention;2000//RG|NOM//nummod//1 års//NN|NEU|SIN|IND|GEN//nmod:poss//2 Haagkonvention//NN|UTR|SIN|IND|NOM//nsubj//32 1//RG|NOM//nummod//4 §//NN|AN//nmod//2  //_SP////4 Artiklarna//NN|UTR|PLU|DEF|NOM//nmod//7 1–50//NN|NEU|SIN|IND|NOM//nmod//4 i//PP//case//9 den//DT|UTR|SIN|DEF//nmod//4 i//PP//case//11 Haag//PM|NOM//nmod//4 den//DT|UTR|SIN|DEF//det//14 13//RG|NOM//nummod//14 januari//NN|UTR|SIN|IND|NOM//nmod//2 2000//RG|NOM//nummod//14 dagtecknade//VB|PRT|AKT//amod//17 konventionen//NN|UTR|SIN|DEF|NOM//conj//2 om//PP//case//20 internationellt//JJ|POS|NEU|SIN|IND|NOM//amod//20 skydd//NN|NEU|SIN|IND|NOM//nmod//17 för//PP//case//22 vuxna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//nmod//20 (//PAD//punct//2 2000//RG|NOM//nummod//25 års//NN|NEU|SIN|IND|GEN//nmod:poss//26 Haagkonvention//NN|UTR|SIN|IND|NOM//appos//2 )//PAD//punct//2 ska//VB|PRS|AKT//aux//32 i//PP//case//31 originaltexternas//NN|UTR|PLU|DEF|GEN//nmod:poss//31 lydelse//NN|UTR|SIN|IND|NOM//obl//32 gälla//VB|INF|AKT//ROOT//32 som//KN//mark//34 lag//NN|UTR|SIN|IND|NOM//xcomp//32 här//AB//advmod//32 i//PP//case//37 landet//NN|NEU|SIN|DEF|NOM//obl//32 .//MAD//punct//32
1.1 Förslag till lag om 2000 års Haagkonvention;Originaltexterna//NN|UTR|PLU|DEF|NOM//nsubj//41 ska//VB|PRS|AKT//aux//41 ha//VB|INF|AKT//parataxis//32 samma//DT|UTR/NEU|SIN/PLU|IND//det//43 giltighet//NN|UTR|SIN|IND|NOM//obj//41 .//MAD//punct//41
1.1 Förslag till lag om 2000 års Haagkonvention;Originaltexterna//NN|UTR|PLU|DEF|NOM//nsubj//1 finns//VB|PRS|SFO//ROOT//1 tillsammans//AB//advmod//1 med//PP//case//6 en//DT|UTR|SIN|IND//det//6 svensk//JJ|POS|UTR|SIN|IND|NOM//amod//6 översättning//NN|UTR|SIN|IND|NOM//obl//1 som//KN//case//9 en//DT|UTR|SIN|IND//det//9 bilaga//NN|UTR|SIN|IND|NOM//nmod//6  //_SP////9 till//PP//case//13 denna//DT|UTR|SIN|DEF//det//13 lag//NN|UTR|SIN|IND|NOM//nmod//6 .//MAD//punct//1
1.1 Förslag till lag om 2000 års Haagkonvention;Reservforum//NN|NEU|SIN|IND|NOM//nsubj:pass//28 2//RG|NOM//nummod//2 §//NN|AN//nmod//0  //_SP////2 Om//PP//mark//8 en//DT|UTR|SIN|IND//det//6 fråga//NN|UTR|SIN|IND|NOM//nsubj:pass//8 ska//VB|PRS|AKT//aux//8 prövas//VB|INF|SFO//advcl//0 av//PP//case//11 en//DT|UTR|SIN|IND//det//11 nämnd//NN|UTR|SIN|IND|NOM//obl:agent//8 som//HP|-|-|-//nsubj//13 fullgör//VB|PRS|AKT//acl:relcl//11 en//DT|UTR|SIN|IND//det//16 kommuns//NN|UTR|SIN|IND|GEN//amod//16 uppgifter//NN|UTR|PLU|IND|NOM//obj//13 inom//PP//case//18 socialtjänsten//NN|UTR|SIN|DEF|NOM//obl//13 och//KN//cc//22 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//22 inte//AB//advmod//22 finns//VB|PRS|SFO//conj//0 någon//DT|UTR|SIN|IND//det//26 annan//JJ|POS|UTR|SIN|IND|NOM//amod//26 behörig//JJ|POS|UTR|SIN|IND|NOM//amod//26 nämnd//NN|UTR|SIN|IND|NOM//nsubj//22 ,//MID//punct//0 tas//VB|PRS|SFO//ROOT//28 frågan//NN|UTR|SIN|DEF|NOM//nsubj:pass//28 upp//PL//compound:prt//28 av//PP//case//33 en//DT|UTR|SIN|IND//det//33 nämnd//NN|UTR|SIN|IND|NOM//obl:agent//28 i//PP//case//36 Stockholms//PM|GEN//nmod:poss//36 kommun//NN|UTR|SIN|IND|NOM//nmod//33 som//HP|-|-|-//nsubj//38 fullgör//VB|PRS|AKT//acl:relcl//36 sådana//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//40 uppgifter//NN|UTR|PLU|IND|NOM//obj//38 .//MAD//punct//28
1.1 Förslag till lag om 2000 års Haagkonvention;Forum//NN|NEU|SIN|IND|NOM//nsubj:pass//18 i//PP//case//4 fråga//NN|UTR|SIN|IND|NOM//fixed//1 om//PP//fixed//1 framtidsfullmakter//NN|UTR|PLU|IND|NOM//nmod//0 3//RG|NOM//nummod//6 §//NN|AN//nmod//0  //_SP////6 En//DT|UTR|SIN|IND//det//9 ansökan//NN|UTR|SIN|IND|NOM//nmod//0 om//PP//case//11 prövning//NN|UTR|SIN|IND|NOM//nmod//9 enligt//PP//case//13 artiklarna//NN|UTR|PLU|DEF|NOM//nmod//14 15//RG|NOM//nmod//11 och//KN//cc//14 16//RG|NOM//nummod//14 ska//VB|PRS|AKT//aux//18 göras//VB|INF|SFO//ROOT//18 till//PP//case//20 tingsrätten//NN|UTR|SIN|DEF|NOM//obl//18 i//PP//case//23 den//DT|UTR|SIN|DEF//det//23 ort//NN|UTR|SIN|IND|NOM//nmod//20 där//HA//advmod//26 fullmaktsgivaren//NN|UTR|SIN|DEF|NOM//nsubj//26 har//VB|PRS|AKT//aux//27 hemvist//NN|UTR|SIN|IND|NOM//xcomp//18 .//MID//punct//27
1.1 Förslag till lag om 2000 års Haagkonvention;Om//SN//mark//34 han//PN|UTR|SIN|DEF|SUB//nsubj//34 eller//KN//cc//32 hon//PN|UTR|SIN|DEF|SUB//conj//30 inte//AB//advmod//34 har//VB|PRS|AKT//advcl//40 hemvist//NN|UTR|SIN|IND|NOM//obj//34 i//PP//case//37 Sverige//PM|NOM//nmod//35 ska//VB|PRS|AKT//aux//40 ansökan//NN|UTR|SIN|IND|NOM//nsubj:pass//40 göras//VB|INF|SFO//conj//18 till//PP//case//43 Stockholms//PM|GEN//nmod:poss//43 tingsrätt//NN|UTR|SIN|IND|NOM//obl//40 .//MAD//punct//18
1.1 Förslag till lag om 2000 års Haagkonvention;Vid//PP//case//1 handläggningen//NN|UTR|SIN|DEF|NOM//obl//15 av//PP//case//4 en//DT|UTR|SIN|IND//det//4 ansökan//NN|UTR|SIN|IND|NOM//nmod//1 enligt//PP//case//7 första//RO|NOM//amod//7 stycket//NN|NEU|SIN|DEF|NOM//nmod//4 ska//VB|PRS|AKT//punct//1 lagen//NN|UTR|SIN|DEF|NOM//nsubj//8 (//PAD//punct//9 1996:242//RG|NOM//conj//9 )//PAD//punct//9 om//PP//mark//15 domstolsärenden//NN|NEU|PLU|DEF|NOM//nsubj:pass//15 tillämpas//VB|PRS|SFO//ROOT//15 .//MAD//punct//15
1.1 Förslag till lag om 2000 års Haagkonvention;Framställning//NN|UTR|SIN|IND|NOM//nsubj//24 angående//PP//case//3 en//DT|UTR|SIN|IND//det//3 placering//NN|UTR|SIN|IND|NOM//nmod//0 i//PP//case//5 Sverige//PM|NOM//nmod//3 4//RG|NOM//nummod//7 §//NN|AN//nmod//3  //_SP////7 En//DT|UTR|SIN|IND//det//10 framställning//NN|UTR|SIN|IND|NOM//nmod//0 om//PP//mark//12 godtagande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//nmod//10 av//PP//case//15 en//DT|UTR|SIN|IND//det//15 placering//NN|UTR|SIN|IND|NOM//nmod//12 av//PP//case//18 en//DT|UTR|SIN|IND//det//18 vuxen//JJ|POS|UTR|SIN|IND|NOM//nmod//15 i//PP//case//20 Sverige//PM|NOM//nmod//18 enligt//PP//case//23 artikel//NN|UTR|SIN|IND|NOM//nmod//23 33//RG|NOM//nmod//10 ska//VB|PRS|AKT//aux//46 med//PP//case//29 avseende//NN|NEU|SIN|IND|NOM//fixed//25 på//PP//fixed//25 en//DT|UTR|SIN|IND//det//29 placering//NN|UTR|SIN|IND|NOM//obl//24 som//HP|-|-|-//nsubj//31 motsvarar//VB|PRS|AKT//acl:relcl//29 ett//DT|NEU|SIN|IND//det//33 boende//NN|NEU|SIN|IND|NOM//obj//31 enligt//PP//case//35 lagen//NN|UTR|SIN|DEF|NOM//nmod//33 (//PAD//punct//37 1993:387//RG|NOM//conj//35 )//PAD//punct//37 om//PP//case//40 stöd//NN|NEU|SIN|IND|NOM//obl//31 och//KN//cc//42 service//NN|UTR|SIN|IND|NOM//conj//40 till//PP//case//45 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//45 funktionshindrade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//obl//31 prövas//VB|PRS|SFO//ROOT//46 av//PP//case//48 kommunen//NN|UTR|SIN|DEF|NOM//obl:agent//46 där//HA//advmod//52 den//DT|UTR|SIN|DEF//nsubj:pass//52 vuxne//JJ|POS|MAS|SIN|DEF|NOM//nsubj:pass//52 föreslås//VB|PRS|SFO//acl:relcl//48 få//VB|INF|AKT//xcomp//52 ett//DT|NEU|SIN|IND//det//55 boende//NN|NEU|SIN|IND|NOM//obj//53 .//MAD//punct//46
1.1 Förslag till lag om 2000 års Haagkonvention;Övriga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//1 framställningar//NN|UTR|PLU|IND|NOM//nsubj:pass//6 enligt//PP//case//4 artikel//NN|UTR|SIN|IND|NOM//nmod//4 33//RG|NOM//nmod//1 ska//VB|PRS|AKT//aux//6 prövas//VB|INF|SFO//ROOT//6 av//PP//case//9 en//DT|UTR|SIN|IND//det//9 nämnd//NN|UTR|SIN|IND|NOM//obl:agent//6 som//HP|-|-|-//nsubj//11 fullgör//VB|PRS|AKT//acl:relcl//9 uppgifter//NN|UTR|PLU|IND|NOM//obj//11 inom//PP//case//14 socialtjänsten//NN|UTR|SIN|DEF|NOM//obl//11 i//PP//case//17 den//DT|UTR|SIN|DEF//det//17 kommun//NN|UTR|SIN|IND|NOM//nmod//14 där//HA//advmod//21 den//DT|UTR|SIN|DEF//nsubj:pass//21 vuxne//JJ|POS|MAS|SIN|DEF|NOM//nsubj:pass//21 föreslås//VB|PRS|SFO//acl:relcl//17 få//VB|INF|AKT//xcomp//21 ett//DT|NEU|SIN|IND//det//24 boende//NN|NEU|SIN|IND|NOM//obj//22 eller//KN//cc//28 annars//AB//advmod//28 bli//VB|INF|AKT//aux:pass//28 placerad//PC|PRF|UTR|SIN|IND|NOM//conj//22 .//MAD//punct//6
1.1 Förslag till lag om 2000 års Haagkonvention;I//PP//case//5 6//RG|NOM//nummod//2 kap.//NN|AN//obl//3 17//RG|NOM//nummod//4 §//NN|AN//nmod//5 socialtjänstlagen//NN|UTR|SIN|DEF|NOM//obl//22 (//PAD//punct//5 2001:453//RG|NOM//appos//5 )//PAD//punct//7 och//KN//cc//11 i//PP//case//11 17//RG|NOM//nummod//14 a//NN|NEU|SIN|IND|NOM//case//13 §//NN|AN//nmod//11 lagen//NN|UTR|SIN|DEF|NOM//nmod//5 om//PP//case//16 stöd//NN|NEU|SIN|IND|NOM//nmod//14 och//KN//cc//18 service//NN|UTR|SIN|IND|NOM//conj//16 till//PP//case//21 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//21 funktionshindrade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//nmod//14 anges//VB|PRS|SFO//ROOT//22 förutsättningarna//NN|UTR|PLU|DEF|NOM//nsubj:pass//22 för//PP//mark//26 att//IE//mark//26 godta//VB|INF|AKT//advcl//22 ett//DT|NEU|SIN|IND//det//28 boende//NN|NEU|SIN|IND|NOM//obj//26 .//MAD//punct//22
1.1 Förslag till lag om 2000 års Haagkonvention;Erkännande//NN|NEU|SIN|IND|NOM//amod//4 och//KN//cc//2 verkställbarhet//NN|UTR|SIN|IND|NOM//conj//0 5//RG|NOM//nummod//4 §//NN|AN//nsubj:pass//21  //_SP////4 En//DT|UTR|SIN|IND//det//7 ansökan//NN|UTR|SIN|IND|NOM//nsubj:pass//21 i//PP//case//11 fråga//NN|UTR|SIN|IND|NOM//fixed//8 om//PP//fixed//8 erkännande//NN|NEU|SIN|IND|NOM//nmod//7 enligt//PP//case//14 artikel//NN|UTR|SIN|IND|NOM//nmod//14 23//RG|NOM//nmod//7 eller//KN//cc//16 verkställbarhetsförklaring//NN|UTR|SIN|IND|NOM//conj//14 enligt//PP//case//19 artikel//NN|UTR|SIN|IND|NOM//nmod//19 25//RG|NOM//nmod//16 ska//VB|PRS|AKT//aux//21 göras//VB|INF|SFO//ROOT//21 till//PP//case//24 den//DT|UTR|SIN|DEF//det//24 tingsrätt//NN|UTR|SIN|IND|NOM//obl//21 som//HP|-|-|-//obj//27 regeringen//NN|UTR|SIN|DEF|NOM//nsubj//27 föreskriver//VB|PRS|AKT//acl:relcl//24 .//MAD//punct//21
1.1 Förslag till lag om 2000 års Haagkonvention;6//RG|NOM//nummod//30 §//NN|AN//parataxis//21  //_SP////30 Den//PN|UTR|SIN|DEF|SUB/OBJ//nmod//30 som//HP|-|-|-//nsubj//34 gör//VB|PRS|AKT//acl:relcl//32 en//DT|UTR|SIN|IND//det//36 ansökan//NN|UTR|SIN|IND|NOM//obj//34 enligt//PP//case//39 5//RG|NOM//nummod//39 §//NN|AN//nmod//36 ska//VB|PRS|AKT//aux//44 tillsammans//AB//advmod//43 med//PP//case//43 ansökan//NN|UTR|SIN|IND|NOM//obl//44 ge//VB|INF|AKT//conj//21 in//PL//compound:prt//44 avgörandet//NN|NEU|SIN|DEF|NOM//obj//44 i//PP//case//48 original//NN|NEU|SIN|IND|NOM//obl//44 eller//KN//cc//51 en//DT|UTR|SIN|IND//det//51 kopia//NN|UTR|SIN|IND|NOM//conj//48 av//PP//case//53 avgörandet//NN|NEU|SIN|DEF|NOM//nmod//51 som//HP|-|-|-//nsubj:pass//56 har//VB|PRS|AKT//aux//56 bestyrkts//VB|SUP|SFO//acl:relcl//53 av//PP//case//60 en//DT|UTR|SIN|IND//det//60 behörig//JJ|POS|UTR|SIN|IND|NOM//amod//60 myndighet//NN|UTR|SIN|IND|NOM//obl:agent//56 .//MAD//punct//21
1.1 Förslag till lag om 2000 års Haagkonvention;Om//SN//mark//2 ansökan//NN|UTR|SIN|IND|NOM//nsubj//2 avser//VB|PRS|AKT//advcl//9 en//DT|UTR|SIN|IND//det//4 verkställbarhetsförklaring//NN|UTR|SIN|IND|NOM//obj//2 ,//MID//punct//9 ska//VB|PRS|AKT//aux//9 sökanden//NN|UTR|SIN|DEF|NOM//nsubj//9 även//AB//advmod//9 ge//VB|INF|AKT//ROOT//9 in//PL//compound:prt//9 bevis//NN|NEU|PLU|IND|NOM//obj//9 om//PP//mark//16 att//SN//mark//16 avgörandet//NN|NEU|SIN|DEF|NOM//nsubj//16 är//VB|PRS|AKT//cop//16 verkställbart//JJ|POS|NEU|SIN|IND|NOM//advcl//9 i//PP//case//19 den//DT|UTR|SIN|DEF//det//19 stat//NN|UTR|SIN|IND|NOM//obl//16 där//HA//advmod//23 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//23 har//VB|PRS|AKT//aux//23 meddelats//VB|SUP|SFO//acl:relcl//19 .//MAD//punct//9
1.1 Förslag till lag om 2000 års Haagkonvention;Tingsrätten//NN|UTR|SIN|DEF|NOM//nsubj//2 får//VB|PRS|AKT//aux//2 förelägga//VB|INF|AKT//ROOT//2 sökanden//NN|UTR|SIN|DEF|NOM//obj//2 att//IE//mark//5 ge//VB|INF|AKT//advcl//2 in//PL//compound:prt//5 de//DT|UTR/NEU|PLU|DEF//det//9 ytterligare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//9 handlingar//NN|UTR|PLU|IND|NOM//obj//5 som//HP|-|-|-//obj//12 tingsrätten//NN|UTR|SIN|DEF|NOM//nsubj//12 behöver//VB|PRS|AKT//acl:relcl//9 för//PP//case//15 sin//PS|UTR|SIN|DEF//nmod:poss//15 prövning//NN|UTR|SIN|IND|NOM//obl//12 .//MAD//punct//2
