Den vuxenpedagogiska praktiken;Illustrationer//NN|UTR|PLU|IND|NOM//ROOT//0 endast//AB//advmod//0 i//PP//case//5 den//DT|UTR|SIN|DEF//det//5 tryckta//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//5 versionen//NN|UTR|SIN|DEF|NOM//obl//0
Cooperative Learning i Södertälje;Det//DT|NEU|SIN|DEF//det//143 svåraste//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//appos//107 ur//PP//case//145 lärarsynpunkt//NN|UTR|SIN|IND|NOM//nmod//143 har//VB|PRS|AKT//aux//148 nog//AB//advmod//148 varit//VB|SUP|AKT//cop//143 att//IE//mark//151 inte//AB//advmod//151 lägga//VB|INF|AKT//ccomp//148 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//151 i//PL//compound:prt//151 för//AB//advmod//155 mycket//AB|POS//advmod//151 ,//MID//punct//157 säger//VB|PRS|AKT//parataxis//107 Ingrid//PM|NOM//nsubj//157 Skeppstedt//PM|NOM//flat//158 .//MID//punct//157
Cooperative Learning i Södertälje;Att//IE//mark//163 inte//AB//advmod//163 gå//VB|INF|AKT//advcl//157 in//PL//compound:prt//163 för//AB//advmod//166 snabbt//AB|POS//advmod//163 när//HA//mark//170 något//PN|NEU|SIN|IND|SUB/OBJ//nsubj//170 inte//AB//advmod//170 går//VB|PRS|AKT//advcl//163 som//HA//mark//173 man//PN|UTR|SIN|IND|SUB//nsubj//173 tänkt//VB|SUP|AKT//advcl//170 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//173 ,//MID//punct//177 utan//KN//cc//177 lita//VB|INF|AKT//conj//163 på//PP//mark//181 att//SN//mark//181 eleverna//NN|UTR|PLU|DEF|NOM//nsubj//181 klarar//VB|PRS|AKT//advcl//177 upp//PL//compound:prt//181 det//PN|NEU|SIN|DEF|SUB/OBJ//obj//181 –//PAD//punct//186 eller//KN//cc//186 våga//VB|INF|AKT//conj//181 låta//VB|INF|AKT//xcomp//186 dem//PN|UTR/NEU|PLU|DEF|OBJ//obj//187 misslyckas//VB|INF|SFO//xcomp//187 .//MAD//punct//107
Cooperative Learning i Södertälje;Men//KN//cc//196 då//AB//advmod//196 är//VB|PRS|AKT//cop//196 det//PN|NEU|SIN|DEF|SUB/OBJ//det//196 extra//AB//amod//196 viktigt//JJ|POS|NEU|SIN|IND|NOM//conj//107 med//PP//case//198 uppföljning//NN|UTR|SIN|IND|NOM//nmod//196 efteråt//AB//advmod//196 ,//MID//punct//196 att//IE//mark//202 diskutera//VB|INF|AKT//csubj//196 om//SN//mark//206 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//206 t.ex.//AB|AN//advmod//206 berodde//VB|PRT|AKT//ccomp//202 på//PP//mark//212 att//SN//mark//212 gruppens//NN|UTR|SIN|DEF|GEN//nmod:poss//210 normer//NN|UTR|PLU|IND|NOM//nsubj//212 inte//AB//advmod//212 fungerade//VB|PRT|AKT//advcl//206 .//MAD//punct//23
Cooperative Learning i Södertälje;Blir//VB|PRS|AKT//advcl//8 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//0 riktigt//AB//advmod//0 galet//JJ|POS|NEU|SIN|IND|NOM//xcomp//0 i//PP//case//5 gruppen//NN|UTR|SIN|DEF|NOM//obl//0 kan//VB|PRS|AKT//aux//8 läraren//NN|UTR|SIN|DEF|NOM//nsubj//8 gå//VB|INF|AKT//advcl//33 in//PL//compound:prt//8 och//KN//cc//11 ställa//VB|INF|AKT//conj//8 några//DT|UTR/NEU|PLU|IND//det//13 frågor//NN|UTR|PLU|IND|NOM//obj//11 eller//KN//cc//16 kanske//AB//advmod//16 sitta//VB|INF|AKT//conj//8 med//PP//case//19 en//DT|UTR|SIN|IND//det//19 stund//NN|UTR|SIN|IND|NOM//obl//16 tills//SN//mark//23 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//23 har//VB|PRS|AKT//aux//23 löst//VB|SUP|AKT//advcl//16 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//23 ,//MID//punct//8 men//KN//cc//29 framför//PP//case//28 allt//PN|NEU|SIN|IND|SUB/OBJ//obl//29 ska//VB|PRS|AKT//aux//33 läraren//NN|UTR|SIN|DEF|NOM//nsubj//33 vara//VB|INF|AKT//cop//33 en//DT|UTR|SIN|IND//det//33 iakttagare//NN|UTR|SIN|IND|NOM//ROOT//33 .//MAD//punct//33
Cooperative Learning i Södertälje;Cooperative//PM|NOM//amod//1 Learning-modellen//NN|UTR|SIN|DEF|NOM//nsubj:pass//4 ska//VB|PRS|AKT//aux//4 inte//AB//advmod//4 användas//VB|INF|SFO//ROOT//4 alltid//AB//advmod//4 -//MID//punct//4  //_SP////6 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj:pass//10 ska//VB|PRS|AKT//aux//10 ses//VB|INF|SFO//parataxis//4 som//KN//mark//13 ett//DT|NEU|SIN|IND//det//13 komplement//NN|NEU|SIN|IND|NOM//xcomp//10 till//PP//case//16 annan//JJ|POS|UTR|SIN|IND|NOM//amod//16 undervisning//NN|UTR|SIN|IND|NOM//nmod//13 .//MAD//punct//4
Cooperative Learning i Södertälje;Arbetssättet//NN|NEU|SIN|DEF|NOM//nsubj:pass//19 används//VB|PRS|SFO//parataxis//4 när//HA//mark//22 man//PN|UTR|SIN|IND|SUB//nsubj//22 har//VB|PRS|AKT//advcl//19 stora//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//24 teman//NN|NEU|PLU|IND|NOM//obj//22 ,//MID//punct//27 några//DT|UTR/NEU|PLU|IND//det//27 stycken//NN|UTR|PLU|IND|NOM//conj//19 per//PP//case//29 termin//NN|UTR|SIN|IND|NOM//nmod//27 ,//MID//punct//19 och//KN//cc//39 inte//AB//advmod//34 heller//AB//advmod//34 då//AB//advmod//39 vid//PP//case//37 varje//DT|UTR/NEU|SIN|IND//det//37 lektion//NN|UTR|SIN|IND|NOM//nmod//34 hela//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//39 dagarna//NN|UTR|PLU|DEF|NOM//conj//19 .//MAD//punct//4
Cooperative Learning i Södertälje;Eleverna//NN|UTR|PLU|DEF|NOM//nsubj//43 behöver//VB|PRS|AKT//aux//43 jobba//VB|INF|AKT//parataxis//4 individuellt//AB|POS//advmod//43 också//AB//advmod//43 ,//MID//punct//43 t.ex.//AB|AN//advmod//49 för//PP//case//49 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obl//51 själva//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//49 summera//VB|INF|AKT//advcl//43 intrycken//NN|NEU|PLU|DEF|NOM//obj//51 efter//PP//case//54 arbete//NN|NEU|SIN|IND|NOM//nmod//52 med//PP//case//58 ett//DT|NEU|SIN|IND//det//58 stort//JJ|POS|NEU|SIN|IND|NOM//amod//58 tema//NN|NEU|SIN|IND|NOM//obl//51 och//KN//cc//60 redovisning//NN|UTR|SIN|IND|NOM//conj//58 inför//PP//case//62 storgrupp//NN|UTR|SIN|IND|NOM//nmod//60 .//MAD//punct//43
Cooperative Learning i Södertälje;I//PP//advmod//66 övrigt//JJ|POS|NEU|SIN|IND|NOM//fixed//64 arbetar//VB|PRS|AKT//conj//43 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//66 ofta//AB|POS//advmod//66 två//RG|NOM//nummod//66 och//KN//cc//71 två//RG|NOM//conj//69 .//MAD//punct//4
Cooperative Learning i Södertälje;Vad//HP|NEU|SIN|IND//obj//1 tycker//VB|PRS|AKT//ROOT//1 eleverna//NN|UTR|PLU|DEF|NOM//nsubj//1 då//AB//advmod//1 ?//MID//punct//1 –//SN//punct//7
Cooperative Learning i Södertälje;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//7 blir//VB|PRS|AKT//parataxis//1 mer//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//9 ordning//NN|UTR|SIN|IND|NOM//xcomp//7 ,//MID//punct//7 vi//PN|UTR|PLU|DEF|SUB//nsubj//12 vet//VB|PRS|AKT//conj//7 vad//HP|NEU|SIN|IND//dislocated//15 som//HP|-|-|-//nsubj:pass//15 förväntas//VB|PRS|SFO//ccomp//12 av//PP//case//17 oss//PN|UTR|PLU|DEF|OBJ//obl:agent//15 ,//MID//punct//7 har//VB|PRS|AKT//aux//21 någon//PN|UTR|SIN|IND|SUB/OBJ//nsubj//21 sagt//VB|SUP|AKT//conj//1 .//MAD//punct//1
Cooperative Learning i Södertälje;En//DT|UTR|SIN|IND//det//24 annan//JJ|POS|UTR|SIN|IND|NOM//nsubj//25 tycker//VB|PRS|AKT//parataxis//1 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//29 är//VB|PRS|AKT//cop//29 en//DT|UTR|SIN|IND//det//29 fördel//NN|UTR|SIN|IND|NOM//ccomp//25 att//IE//mark//33 inte//AB//advmod//33 behöva//VB|INF|AKT//aux//33 blanda//VB|INF|AKT//csubj//29 in//PL//compound:prt//33 läraren//NN|UTR|SIN|DEF|NOM//obj//33 så//AB//advmod//37 mycket//AB|POS//advmod//33 ://MID//punct//29 –//PAD//punct//41
Cooperative Learning i Södertälje;Vi//PN|UTR|PLU|DEF|SUB//nsubj//41 behöver//VB|PRS|AKT//parataxis//1 inte//AB//advmod//41 fråga//VB|INF|AKT//xcomp//41 dig//PN|UTR|SIN|DEF|OBJ//obj//43 vad//HP|NEU|SIN|IND//obj//48 vi//PN|UTR|PLU|DEF|SUB//nsubj//48 ska//VB|PRS|AKT//aux//48 göra//VB|INF|AKT//ccomp//43 ,//MID//punct//51 vi//PN|UTR|PLU|DEF|SUB//nsubj//51 frågar//VB|PRS|AKT//parataxis//41 varandra//PN|UTR/NEU|PLU|DEF|OBJ//obj//51 .//MAD//punct//41
Cooperative Learning i Södertälje; //_SP////53 -//MID//punct//58  //_SP////55 Vi//PN|UTR|PLU|DEF|SUB//nsubj//58 tar//VB|PRS|AKT//parataxis//41 ansvaret//NN|NEU|SIN|DEF|NOM//obj//58 själva//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//advmod//58 ,//MID//punct//63 man//PN|UTR|SIN|IND|SUB//nsubj//63 känner//VB|PRS|AKT//conj//41 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//63 nästan//AB//advmod//63 som//KN//case//67 lärare//NN|UTR|SIN|IND|NOM//obl//63 !//MID//punct//63
Cooperative Learning i Södertälje;En//DT|UTR|SIN|IND//det//71 ung//JJ|POS|UTR|SIN|IND|NOM//amod//71 kvinna//NN|UTR|SIN|IND|NOM//nsubj//72 sa//VB|PRT|AKT//parataxis//63 ://MID//punct//72 –//PAD//punct//79
Cooperative Learning i Södertälje;En//DT|UTR|SIN|IND//det//76 hand//NN|UTR|SIN|IND|NOM//nsubj//79 kan//VB|PRS|AKT//aux//79 inte//AB//advmod//79 klappa//VB|INF|AKT//conj//41 händerna//NN|UTR|PLU|DEF|NOM//obj//79 ,//MID//punct//83 många//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//83 händer//NN|UTR|PLU|IND|NOM//conj//41 klappar//VB|PRS|AKT//xcomp//83 bäst//AB|SUV//advmod//84 !//MID//punct//41
Cooperative Learning i Södertälje;Inger//PM|NOM//nsubj//89 Moberg//PM|NOM//flat:name//87 avrundar//VB|PRS|AKT//parataxis//41 ://MID//punct//89 –//PAD//punct//97
Cooperative Learning i Södertälje;Vinsten//NN|UTR|SIN|DEF|NOM//obj//97 med//PP//case//94 smågruppsaktiviteter//NN|UTR|PLU|IND|NOM//nmod//92 har//VB|PRS|AKT//aux//97 vi//PN|UTR|PLU|DEF|SUB//nsubj//97 sett//VB|SUP|AKT//appos//89 .//MAD//punct//97
Cooperative Learning i Södertälje;PBL//PM|NOM//obj//97 (//PAD//punct//102 problembaserat//PC|PRF|NEU|SIN|IND|NOM//amod//102 lärande//NN|NEU|SIN|IND|NOM//appos//99 )//PAD//punct//99 har//VB|PRS|AKT//aux//106 vi//PN|UTR|PLU|DEF|SUB//nsubj//106 smakat//VB|SUP|AKT//conj//1 på//PP//compound:prt//106 litet//AB|POS//advmod//106 .//MID//punct//106
Cooperative Learning i Södertälje;När//HA//mark//114 så//AB//advmod//112 Cooperative//PM|GEN//amod//113 learning//NN|UTR|SIN|IND|NOM//nsubj//114 blev//VB|PRT|AKT//advcl//117 en//DT|UTR|SIN|IND//det//116 verklighet//NN|UTR|SIN|IND|NOM//nsubj//114 stämmer//VB|PRS|AKT//nsubj//1 allt//PN|NEU|SIN|IND|SUB/OBJ//nsubj//117 ,//MID//punct//117 allt//PN|NEU|SIN|IND|SUB/OBJ//nsubj//121 är//VB|PRS|AKT//advcl//117 på//PP//case//123 plats//NN|UTR|SIN|IND|NOM//obl//121 ,//MID//punct//117 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//126 blir//VB|PRS|AKT//parataxis//117 en//DT|UTR|SIN|IND//det//128 syntes//NN|UTR|SIN|IND|NOM//xcomp//126 .//MAD//punct//1
Cooperative Learning i Södertälje;LÄSTIPS//PM|NOM//ROOT//0
Cooperative Learning i Södertälje;Lindberg//PM|NOM//nsubj//7 ,//MID//punct//2 Inger//PM|NOM//conj//0 (//PAD//punct//2 1996//RG|NOM//nummod//2 )//PAD//punct//0  //_SP////5 Språka//VB|INF|AKT//ROOT//7 samman//PL//compound:prt//7 .//MID//punct//7
Cooperative Learning i Södertälje;Om//SN//case//11 samtal//NN|NEU|SIN|IND|NOM//obl//7 och//KN//cc//13 samarbete//NN|NEU|SIN|IND|NOM//conj//11 i//PP//case//15 språkundervisning//NN|UTR|SIN|IND|NOM//nmod//11 .//MAD//punct//7
Cooperative Learning i Södertälje;Ingår//VB|PRS|AKT//conj//7 i//PP//case//19 serien//NN|UTR|SIN|DEF|NOM//obl//17 ”//PAD//punct//17 Lärare//NN|UTR|PLU|IND|NOM//conj//7 lär//VB|PRS|AKT//conj//7 ”//PM|NOM//punct//7 .//MID//punct//25
Cooperative Learning i Södertälje;Natur//NN|UTR|SIN|IND|NOM//appos//7 och//KN//cc//27 Kultur//NN|UTR|SIN|IND|NOM//conj//25 .//MAD//punct//7
Cooperative Learning i Södertälje;Pippin//PM|NOM//ROOT//0 Publishing//PM|NOM//flat//0 .//MAD//punct//0
Cooperative Learning i Södertälje;Gröning//PM|NOM//nsubj//4 ,//MID//punct//0 Inger//PM|NOM//conj//0 (//PAD//punct//2 red//PM|NOM//ROOT//4 .//MAD//punct//4 )//PAD//punct//4
Cooperative Learning i Södertälje;(//PAD//punct//4 1996//RG|NOM//nummod//4 )//PAD//punct//4  //_SP////9 Att//IE//mark//12 läsa//VB|INF|AKT//advcl//4 i//PP//case//14 samarbete//NN|NEU|SIN|IND|NOM//obl//12 –//PAD//punct//16 grupparbete//NN|NEU|SIN|IND|NOM//appos//12 i//PP//case//18 förskola//NN|UTR|SIN|IND|NOM//nmod//16 och//KN//cc//20 skola//NN|UTR|SIN|IND|NOM//conj//18 .//MAD//punct//4
Cooperative Learning i Södertälje;Rapporter//NN|UTR|PLU|IND|NOM//obj//4 från//PP//case//24 institutionen//NN|UTR|SIN|DEF|NOM//nmod//22 för//PP//case//26 lärarutbildning//NN|UTR|SIN|IND|NOM//nmod//24 ,//MID//punct//22 nr//NN|AN//nmod//29 3//RG|NOM//nmod//22 .//MAD//punct//4
Cooperative Learning i Södertälje;Uppsala//PM|GEN//amod//32 universitet//NN|NEU|SIN|IND|NOM//obj//4 .//MAD//punct//4

Projektet som arbetsform;Intervju//NN|UTR|SIN|IND|NOM//ROOT//0 av//PP//case//4  //_SP////1 Emma-Gunilla//PM|NOM//compound//4 Lundborg//PM|NOM//nmod//0
Projektet som arbetsform;I//PP//case//2 pedagogiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//2 sammanhang//NN|NEU|PLU|IND|NOM//obl//3 började//VB|PRT|AKT//ROOT//3 begreppet//NN|NEU|SIN|DEF|NOM//nmod//5 projekt//NN|NEU|SIN|IND|NOM//nsubj//3 användas//VB|INF|SFO//xcomp//3 i//PP//case//8 USA//PM|NOM//obl//6 efter//PP//case//11 första//RO|NOM//amod//11 världskriget//NN|NEU|SIN|DEF|NOM//obl//6 .//MAD//punct//3
Projektet som arbetsform;Skolbarn//NN|NEU|PLU|IND|NOM//nsubj:pass//16 skulle//VB|PRT|AKT//aux//16 inte//AB//advmod//16 stängas//VB|INF|SFO//parataxis//3 in//PL//advmod//16 i//PP//case//19 skolorna//NN|UTR|PLU|DEF|NOM//obl//16 ,//MID//punct//21 avstängda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//advcl//16 från//PP//case//23 samhället//NN|NEU|SIN|DEF|NOM//obl//21 ,//MID//punct//26 utan//KN//cc//26 kvalificera//VB|INF|AKT//conj//16 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//26 både//KN//cc//29 teoretiskt//AB|POS//advmod//26 och//KN//cc//31 praktiskt//AB|POS//conj//29 genom//PP//mark//34 att//IE//mark//34 arbeta//VB|INF|AKT//advcl//26 med//PP//case//37 s.k.//AB|AN//amod//37 projekt//NN|NEU|PLU|IND|NOM//obl//34 ,//MID//punct//37 där//HA//advmod//42 problem//NN|NEU|PLU|IND|NOM//nsubj:pass//42 skulle//VB|PRT|AKT//aux//42 tas//VB|INF|SFO//acl:relcl//37 upp//PL//compound:prt//42 från//PP//case//46 den//DT|UTR|SIN|DEF//det//46 verklighet//NN|UTR|SIN|IND|NOM//obl//42 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//48 levde//VB|PRT|AKT//acl:relcl//46 i//PP//compound:prt//48 och//KN//fixed//49 som//HP|-|-|-//nsubj//52 angick//VB|PRT|AKT//conj//48 dem//PN|UTR/NEU|PLU|DEF|OBJ//obj//52 .//MAD//punct//26
Projektet som arbetsform;I//PP//advmod//26 dag//NN|UTR|SIN|IND|NOM//fixed//55 är//VB|PRS|AKT//cop//61 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//61 ett//DT|NEU|SIN|IND//nsubj//61 flitigt//AB|POS//advmod//61 använt//PC|PRF|NEU|SIN|IND|NOM//conj//16 ord//NN|NEU|PLU|IND|NOM//obj//61 i//PP//case//65 både//KN//cc//65 skola//NN|UTR|SIN|IND|NOM//obl//61 och//KN//cc//67 arbetsliv//NN|NEU|SIN|IND|NOM//conj//65 ,//MID//punct//72 och//KN//cc//72 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//72 har//VB|PRS|AKT//aux//72 tolkats//VB|SUP|SFO//conj//16 på//PP//case//76 många//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//76 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//76 sätt//NN|NEU|PLU|IND|NOM//obl//72 .//MAD//punct//16
Projektet som arbetsform;På//PP//case//80 Hisingens//PM|GEN//nmod:poss//80 vuxengymnasium//NN|NEU|SIN|IND|NOM//obl//83 i//PP//case//82 Göteborg//PM|NOM//nmod//80 samlades//VB|PRT|SFO//advcl//16 några//DT|UTR/NEU|PLU|IND//det//85 representanter//NN|UTR|PLU|IND|NOM//nsubj:pass//83 från//PP//case//88 dels//KN//advmod//88 vuxengymnasiet//NN|NEU|SIN|DEF|NOM//nmod//85 dels//KN//advmod//95 Kvinnofolkhögskolan//NN|UTR|SIN|DEF|NOM//nsubj//95 i//PP//case//92 Göteborg//PM|NOM//nmod//90 ,//MID//punct//90 och//KN//cc//95 berättade//VB|PRT|AKT//acl:relcl//85 om//PP//mark//99 hur//HA//advmod//99 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//99 arbetar//VB|PRS|AKT//ccomp//95 med//PP//case//101 projekt//NN|NEU|SIN|IND|NOM//obl//99 i//PP//case//104 sin//PS|UTR|SIN|DEF//nmod:poss//104 undervisning//NN|UTR|SIN|IND|NOM//obl//99 .//MAD//punct//16
Projektet som arbetsform;De//PN|UTR/NEU|PLU|DEF|SUB//nsubj//107 gav//VB|PRT|AKT//parataxis//16 några//DT|UTR/NEU|PLU|IND//det//109 exempel//NN|NEU|PLU|IND|NOM//obj//107 på//PP//mark//118 hur//HA//advmod//112 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//114 ”//PAD//punct//114 projekt//NN|NEU|PLU|IND|NOM//nsubj:pass//118 ”//PAD//punct//114 kan//VB|PRS|AKT//aux//118 vara//VB|INF|AKT//cop//118 utformade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//acl//109 i//PP//case//120 praktiken//NN|UTR|SIN|DEF|NOM//obl//118 .//MAD//punct//3
Projektet som arbetsform;Från//PP//case//2 Hisingens//PM|GEN//nmod:poss//2 vuxengymnasium//NN|NEU|SIN|IND|NOM//obl//3 deltog//VB|PRT|AKT//ROOT//3 Sven//PM|NOM//nsubj//3 Hallström//PM|NOM//flat:name//4 ,//MID//punct//7 ansvarig//JJ|POS|UTR|SIN|IND|NOM//conj//3 lärare//NN|UTR|SIN|IND|NOM//obj//7 för//PP//case//10 Byggteknik//NN|UTR|SIN|IND|NOM//obl//7 ,//MID//punct//7 Lena//PM|NOM//nsubj//28 Johannesson//PM|NOM//flat:name//12 ,//MID//punct//15 projektledare//NN|UTR|SIN|IND|NOM//appos//12 vid//PP//case//17 Kommunikations-Centrum//PM|NOM//nmod//15 och//KN//cc//19 Leif//PM|NOM//conj//12 Jacobsson//PM|NOM//flat:name//19 ,//MID//punct//22 projektledare//NN|UTR|SIN|IND|NOM//appos//12 vid//PP//case//24 VR-Centrum//PM|NOM//nmod//22 (//PAD//punct//24 där//HA//advmod//28 VR//NN|AN//nsubj//28 står//VB|PRS|AKT//conj//3 för//PP//case//31 Virtual//PM|NOM//compound//31 Reality//PM|NOM//obl//28 )//PAD//punct//28 .//MAD//punct//3
Projektet som arbetsform;Från//PP//case//35 Kvinnofolkhögskolan//NN|UTR|SIN|DEF|NOM//obl//36 deltog//VB|PRT|AKT//parataxis//3 Lilian//PM|NOM//nsubj//36 Hultin//PM|NOM//flat//37 ,//MID//punct//40 folkhögskolelärare//NN|UTR|PLU|IND|NOM//conj//37 och//KN//cc//42 projektledare//NN|UTR|SIN|IND|NOM//conj//37 .//MAD//punct//3
Projektet som arbetsform;På//PP//case//1 Byggtekniker//NN|UTR|PLU|IND|NOM//obl//4 har//VB|PRS|AKT//aux//4 vi//PN|UTR|PLU|DEF|SUB//nsubj//4 verklighetsorienterade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//5 projekt//NN|NEU|PLU|IND|NOM//ROOT//5 ,//MID//punct//7 säger//VB|PRS|AKT//parataxis//5 Sven//PM|NOM//nsubj//7 Hallström//PM|NOM//flat:name//8 .//MAD//punct//13
Projektet som arbetsform;Eleverna//NN|UTR|PLU|DEF|NOM//nsubj//13 får//VB|PRS|AKT//aux//13 simulera//VB|INF|AKT//parataxis//5 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//15 byggnadsföretag//NN|NEU|PLU|IND|NOM//obj//13 som//HP|-|-|-//nsubj//17 räknar//VB|PRS|AKT//acl:relcl//15 på//PP//case//19 kostnaderna//NN|UTR|PLU|DEF|NOM//obl//17 för//PP//mark//22 att//IE//mark//22 bygga//VB|INF|AKT//advcl//17 exempelvis//AB//advmod//22 nya//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//25 parkeringshuset//NN|NEU|SIN|DEF|NOM//obj//22 vid//PP//case//27 Sahlgrenska//PM|NOM//obl//22 .//MAD//punct//5
Projektet som arbetsform;De//PN|UTR/NEU|PLU|DEF|SUB//nsubj//30 får//VB|PRS|AKT//parataxis//5 all//DT|UTR|SIN|IND/DEF//det//32 bakgrundsinformation//NN|UTR|SIN|IND|NOM//obj//30 ,//MID//punct//35 alla//DT|UTR/NEU|PLU|IND/DEF//det//35 ritningar//NN|UTR|PLU|IND|NOM//conj//30 och//KN//cc//37 dylikt//JJ|POS|NEU|SIN|IND|NOM//conj//35 ,//MID//punct//35 precis//AB//advmod//42 som//KN//case//42 i//PP//case//42 verkligheten//NN|UTR|SIN|DEF|NOM//appos//35 .//MAD//punct//30
Projektet som arbetsform;Sen//AB//advmod//47 får//VB|PRS|AKT//aux//47 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//47 mäta//VB|INF|AKT//parataxis//30 och//KN//cc//49 göra//VB|INF|AKT//conj//47 mängduppskattningar//NN|UTR|PLU|IND|NOM//obj//49 ,//MID//punct//52 göra//VB|INF|AKT//conj//47 upp//PL//compound:prt//52 en//DT|UTR|SIN|IND//det//55 tidsplan//NN|UTR|SIN|IND|NOM//obj//52 ,//MID//punct//57 göra//VB|INF|AKT//conj//47 en//DT|UTR|SIN|IND//det//59 kostnadsberäkning//NN|UTR|SIN|IND|NOM//obj//57 och//KN//cc//61 lämna//VB|INF|AKT//conj//47 in//PL//compound:prt//61 ett//DT|NEU|SIN|IND//det//64 anbud//NN|NEU|SIN|IND|NOM//obj//61 –//PAD//punct//47 vi//PN|UTR|PLU|DEF|SUB//nsubj//68 ”//PM|NOM//punct//66 fejkar//VB|PRS|AKT//acl:relcl//5 ”//PM|NOM//punct//68 hela//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//71 processen//NN|UTR|SIN|DEF|NOM//obl//68 .//MAD//punct//68
Projektet som arbetsform;Vid//PP//case//1 utvärderingen//NN|UTR|SIN|DEF|NOM//obl//3 efteråt//AB//nmod//1 jämför//VB|PRS|AKT//ROOT//3 deltagarna//NN|UTR|PLU|DEF|NOM//obj//3 och//KN//cc//6 lärarna//NN|UTR|PLU|DEF|NOM//conj//4 gruppernas//NN|UTR|PLU|DEF|GEN//nmod:poss//8 anbud//NN|NEU|PLU|IND|NOM//nmod//6 med//PP//case//10 anbudet//NN|NEU|SIN|DEF|NOM//nmod//8 från//PP//case//13 det//DT|NEU|SIN|DEF//det//13 företag//NN|NEU|SIN|IND|NOM//obl//3 som//HP|-|-|-//nsubj//15 fick//VB|PRT|AKT//acl:relcl//13 jobbet//NN|NEU|SIN|DEF|NOM//obj//15 i//PP//case//18 verkligheten//NN|UTR|SIN|DEF|NOM//obl//15 .//MAD//punct//3
Projektet som arbetsform;Man//PN|UTR|SIN|IND|SUB//nsubj//21 tittar//VB|PRS|AKT//parataxis//3 på//PP//case//24 vilken//HD|UTR|SIN|IND//det//24 grupp//NN|UTR|SIN|IND|NOM//obl//21 som//HP|-|-|-//nsubj//26 kom//VB|PRT|AKT//acl:relcl//24 närmast//AB|SUV//advmod//26 när//HA//mark//30 det//PN|NEU|SIN|DEF|SUB/OBJ//fixed//28 gäller//VB|PRS|AKT//advcl//26 tidsplan//NN|UTR|SIN|IND|NOM//obj//30 ,//MID//punct//33 kostnadsberäkning//NN|UTR|SIN|IND|NOM//conj//31 osv.//AB|AN//punct//24 Sedan//AB//advmod//36 får//VB|PRS|AKT//aux//39 alla//DT|UTR/NEU|PLU|IND/DEF//det//38 elever//NN|UTR|PLU|IND|NOM//nsubj//39 genomföra//VB|INF|AKT//conj//3 kontraktsskrivning//NN|UTR|SIN|IND|NOM//obj//39 för//PP//mark//43 att//IE//mark//43 lära//VB|INF|AKT//advcl//39 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//iobj//43 det//PN|NEU|SIN|DEF|SUB/OBJ//obj//43 .//MAD//punct//3
