Den vuxenpedagogiska praktiken;Illustrationer//NN|UTR|PLU|IND|NOM//ROOT//0 endast//AB//advmod//0 i//PP//case//5 den//DT|UTR|SIN|DEF//det//5 tryckta//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//5 versionen//NN|UTR|SIN|DEF|NOM//obl//0
Projektet som arbetsform;Så//AB//advmod//48 här//AB//advmod//51 har//VB|PRS|AKT//aux//51 man//PN|UTR|SIN|IND|SUB//nsubj//51 arbetat//VB|SUP|AKT//parataxis//3 med//PP//case//55 de//DT|UTR/NEU|PLU|DEF//det//55 blivande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//55 byggteknikerna//NN|UTR|PLU|DEF|NOM//obl//51 i//PP//case//58 många//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//58 år//NN|NEU|PLU|IND|NOM//nmod//55 ,//MID//punct//3 och//KN//cc//62 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//62 tycker//VB|PRS|AKT//conj//3 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//66 är//VB|PRS|AKT//cop//66 väldigt//AB|POS//advmod//66 roligt//JJ|POS|NEU|SIN|IND|NOM//ccomp//62 ,//MID//punct//68 säger//VB|PRS|AKT//parataxis//62 Sven//PM|NOM//nsubj//68 Hallström//PM|NOM//flat:name//69 .//MAD//punct//3
Projektet som arbetsform;Projektet//NN|NEU|SIN|DEF|NOM//nsubj:pass//1 dokumenteras//VB|PRS|SFO//ROOT//1
Projektet som arbetsform;Man//PN|UTR|SIN|IND|SUB//nsubj//1 dokumenterar//VB|PRS|AKT//ROOT//1 också//AB//advmod//1 projektet//NN|NEU|SIN|DEF|NOM//obj//1 rent//AB|POS//advmod//5 praktiskt//AB|POS//advmod//1 .//MID//punct//1
Projektet som arbetsform;Varje//DT|UTR/NEU|SIN|IND//det//9 ny//JJ|POS|UTR|SIN|IND|NOM//amod//9 kull//NN|UTR|SIN|IND|NOM//nsubj//12 som//HP|-|-|-//nsubj//11 startar//VB|PRS|AKT//acl:relcl//9 börjar//VB|PRS|AKT//parataxis//1 med//PP//mark//15 att//IE//mark//15 gå//VB|INF|AKT//advcl//12 igenom//PL//compound:prt//15 ett//DT|NEU|SIN|IND//det//18 projektarbete//NN|NEU|SIN|IND|NOM//obj//15 från//PP//case//22 en//DT|UTR|SIN|IND//det//22 tidigare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//22 kurs//NN|UTR|SIN|IND|NOM//nmod//18 ,//MID//punct//12 för//PP//mark//26 att//IE//mark//26 se//VB|INF|AKT//advcl//12 hur//HA//advmod//29 man//PN|UTR|SIN|IND|SUB//nsubj//29 går//VB|PRS|AKT//ccomp//26 tillväga//PL//compound:prt//29 .//MAD//punct//1
Projektet som arbetsform;Oftast//AB|SUV//advmod//1 väljer//VB|PRS|AKT//ROOT//1 lärarna//NN|UTR|PLU|DEF|NOM//nsubj//1 ett//DT|NEU|SIN|IND//det//4 parkeringshus//NN|NEU|SIN|IND|NOM//obj//1 att//IE//mark//6 arbeta//VB|INF|AKT//acl//4 med//PP//compound:prt//6 ,//MID//punct//6 därför//HA//mark//13 att//SN//fixed//9 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//13 då//AB//advmod//13 handlar//VB|PRS|AKT//advcl//6 om//PP//case//17 rena//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//16 mängder//NN|UTR|PLU|IND|NOM//nmod//17 cement//NN|UTR|SIN|IND|NOM//obl//13 osv.//AB|AN//punct//1 och//KN//cc//21 eleverna//NN|UTR|PLU|DEF|NOM//nsubj//21 slipper//VB|PRS|AKT//conj//1 drunkna//VB|INF|AKT//xcomp//21 i//PP//case//24 detaljer//NN|UTR|PLU|IND|NOM//obl//22 .//MID//punct//1
Projektet som arbetsform;Om//SN//mark//30 man//PN|UTR|SIN|IND|SUB//nsubj//30 t.ex.//AB|AN//advmod//30 skulle//VB|PRT|AKT//aux//30 välja//VB|INF|AKT//advcl//1 en//DT|UTR|SIN|IND//det//32 skolbyggnad//NN|UTR|SIN|IND|NOM//obj//30 så//AB//advmod//37 skulle//VB|PRT|AKT//aux//37 man//PN|UTR|SIN|IND|SUB//nsubj//37 få//VB|INF|AKT//aux//37 gå//VB|INF|AKT//conj//1 ner//PL//advmod//37 till//PP//case//40 Friggebod-storlek//NN|UTR|SIN|IND|NOM//obl//37 på//PP//case//42 den//PN|UTR|SIN|DEF|SUB/OBJ//obl//37 för//PP//mark//45 att//IE//mark//45 få//VB|INF|AKT//advcl//37 det//PN|NEU|SIN|DEF|SUB/OBJ//obj//45 att//IE//mark//48 fungera//VB|INF|AKT//xcomp//45 .//MAD//punct//1 –//PM|NOM//punct//53
Projektet som arbetsform;Parkeringsbolaget//NN|NEU|SIN|DEF|NOM//nsubj//53 har//VB|PRS|AKT//aux//53 ställt//VB|SUP|AKT//conj//1 upp//PL//compound:prt//53 med//PP//case//56 gratiskopior//NN|UTR|PLU|IND|NOM//obl//53 på//PP//case//58 ritningar//NN|UTR|PLU|IND|NOM//obl//53 för//PP//case//61 tusentals//AB//nmod:poss//61 kronor//NN|UTR|PLU|IND|NOM//nmod//58 ,//MID//punct//53 berättar//VB|PRS|AKT//parataxis//53 Sven//PM|NOM//nsubj//63 Hallström//PM|NOM//flat:name//64 och//KN//cc//67 påpekar//VB|PRS|AKT//conj//63 att//SN//mark//81 man//PN|UTR|SIN|IND|SUB//nsubj//81 som//KN//obj//73 lärare//NN|UTR|SIN|IND|NOM//nsubj//73 får//VB|PRS|AKT//aux//73 lägga//VB|INF|AKT//acl:relcl//69 ner//PL//compound:prt//73 mycket//JJ|POS|NEU|SIN|IND|NOM//amod//76 jobb//NN|NEU|SIN|IND|NOM//obj//73 i//PP//case//78 början//NN|UTR|SIN|DEF|NOM//obl//73 .//MAD//punct//69
Projektet som arbetsform;Sedan//AB//advmod//81 har//VB|PRS|AKT//ccomp//67 man//PN|UTR|SIN|IND|SUB//nsubj//81 igen//PL//compound:prt//81 det//DT|NEU|SIN|DEF//det//86 fem//RG|NOM//nummod//86 år//NN|NEU|PLU|IND|NOM//nmod//87 framåt//AB//obj//81 ,//MID//punct//81 eftersom//SN//mark//92 man//PN|UTR|SIN|IND|SUB//nsubj//92 kan//VB|PRS|AKT//aux//92 använda//VB|INF|AKT//advcl//81 samma//DT|UTR/NEU|SIN/PLU|IND//det//94 övningsmaterial//NN|NEU|SIN|IND|NOM//amod//96 flera//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//96 gånger//NN|UTR|PLU|IND|NOM//obj//92 ,//MID//punct//53 innan//SN//mark//100 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//100 är//VB|PRS|AKT//advcl//53 dags//NN|UTR|-|-|-//advmod//100 att//IE//mark//103 kasta//VB|INF|AKT//acl//101 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//103 över//PP//case//107 nästa//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//107 parkeringshus//NN|NEU|SIN|IND|NOM//obl//103 .//MAD//punct//1
Projektet som arbetsform;Deltagarna//NN|UTR|PLU|DEF|NOM//nsubj//1 väljer//VB|PRS|AKT//ROOT//1 själva//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//advmod//1 vilka//HP|UTR/NEU|PLU|IND//obj//6 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//6 vill//VB|PRS|AKT//aux//6 arbeta//VB|INF|AKT//ccomp//1 tillsammans//AB//advmod//6 med//PP//case//6 .//MAD//punct//1
Projektet som arbetsform;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//12 vore//VB|KON|PRT|AKT//cop//12 bra//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//1 om//SN//mark//15 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//15 gick//VB|PRT|AKT//advcl//12 att//IE//mark//17 blanda//VB|INF|AKT//xcomp//15 dem//PN|UTR/NEU|PLU|DEF|OBJ//obj//17 ,//MID//punct//20 säger//VB|PRS|AKT//parataxis//12 Sven//PM|NOM//nsubj//20 Hallström//PM|NOM//flat:name//21 ,//MID//punct//31 men//KN//cc//31 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//31 som//HP|-|-|-//nsubj//27 har//VB|PRS|AKT//acl:relcl//25 erfarenhet//NN|UTR|SIN|IND|NOM//obj//27 vill//VB|PRS|AKT//aux//31 helst//AB|SUV//advmod//29 arbeta//VB|INF|AKT//conj//20 tillsammans//AB//advmod//31 för//PP//case//34 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obl//31 .//MAD//punct//12
Projektet som arbetsform;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//39 är//VB|PRS|AKT//cop//39 viss//JJ|POS|UTR|SIN|IND|NOM//amod//39 spridning//NN|UTR|SIN|IND|NOM//parataxis//12 på//PP//case//42 både//KN//cc//42 ålder//NN|UTR|SIN|IND|NOM//nmod//39 och//KN//cc//44 bakgrund//NN|UTR|SIN|IND|NOM//conj//42 bland//PP//case//46 eleverna//NN|UTR|PLU|DEF|NOM//nmod//42 –//RG|NOM//punct//52 en//DT|UTR|SIN|IND//det//49 del//NN|UTR|SIN|IND|NOM//nsubj//52 har//VB|PRS|AKT//aux//52 varit//VB|SUP|AKT//cop//52 byggjobbare//NN|UTR|SIN|IND|NOM//appos//39 i//PP//case//55 fem//RG|NOM//nummod//55 år//NN|NEU|PLU|IND|NOM//nmod//52 ,//MID//punct//52 andra//PN|UTR/NEU|PLU|IND|SUB/OBJ//nsubj//58 kommer//VB|PRS|AKT//conj//1 direkt//AB|POS//advmod//58 från//PP//case//62 någon//DT|UTR|SIN|IND//det//62 gymnasielinje//NN|UTR|SIN|IND|NOM//obl//58 .//MID//punct//1
Projektet som arbetsform;Byggjobbarna//NN|UTR|PLU|DEF|NOM//nsubj//65 har//VB|PRS|AKT//parataxis//1 erfarenhet//NN|UTR|SIN|IND|NOM//obj//65 medan//SN//mark//76 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//76 som//HP|-|-|-//nsubj//70 kommer//VB|PRS|AKT//acl:relcl//68 direkt//AB|POS//advmod//70 från//PP//case//73 skolan//NN|UTR|SIN|DEF|NOM//obl//70 är//VB|PRS|AKT//cop//76 mer//AB|KOM//advmod//76 tafatta//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//advcl//65 ,//MID//punct//65 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//81 är//VB|PRS|AKT//cop//81 inte//AB//advmod//81 vana//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//65 vid//PP//mark//86 att//SN//mark//86 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//86 inte//AB//advmod//86 finns//VB|PRS|SFO//advcl//65 något//DT|NEU|SIN|IND//det//88 facit//NN|NEU|SIN|IND|NOM//nsubj//86 ://MID//punct//86 –//PAD//punct//103
Projektet som arbetsform;De//PN|UTR/NEU|PLU|DEF|SUB//nsubj//103 som//HP|-|-|-//nsubj//96 varit//VB|SUP|AKT//cop//94 ute//PL//advmod//96 kan//VB|PRS|AKT//aux//96 se//VB|INF|AKT//acl:relcl//91 om//SN//case//98 resultatet//NN|NEU|SIN|DEF|NOM//obl//96 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//100 räknat//VB|SUP|AKT//acl:relcl//98 fram//PL//advmod//100 är//VB|PRS|AKT//cop//103 rimligt//JJ|POS|NEU|SIN|IND|NOM//parataxis//86 ,//MID//punct//103 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//108 kan//VB|PRS|AKT//aux//108 inte//AB//advmod//108 de//PN|UTR/NEU|PLU|DEF|SUB//parataxis//103 som//HP|-|-|-//nsubj//110 kommer//VB|PRS|AKT//acl:relcl//108 från//PP//case//112 gymnasiet//NN|NEU|SIN|DEF|NOM//obl//110 .//MAD//punct//1
Projektet som arbetsform;Resultatinriktat//PC|PRF|NEU|SIN|IND|NOM//ROOT//0 projekt//NN|NEU|SIN|IND|NOM//obj//0
Projektet som arbetsform;Varje//DT|UTR/NEU|SIN|IND//det//1 grupp//NN|UTR|SIN|IND|NOM//nsubj//2 väljer//VB|PRS|AKT//ROOT//2 en//DT|UTR|SIN|IND//det//4 arbetsledare//NN|UTR|SIN|IND|NOM//obj//2 och//KN//cc//9 sedan//AB//advmod//9 får//VB|PRS|AKT//aux//9 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//9 jobba//VB|INF|AKT//conj//2 var//HA//cop//12 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//12 vill//VB|PRS|AKT//ccomp//9 ,//MID//punct//12 hemma//AB//advmod//17 eller//KN//cc//17 i//PP//case//17 skolan//NN|UTR|SIN|DEF|NOM//obl//12 .//MAD//punct//2
Projektet som arbetsform;Men//KN//cc//23 vid//PP//case//23 ett//DT|NEU|SIN|IND//det//23 visst//JJ|POS|NEU|SIN|IND|NOM//amod//23 klockslag//NN|NEU|SIN|IND|NOM//obl//30 ett//DT|NEU|SIN|IND//det//26 visst//JJ|POS|NEU|SIN|IND|NOM//amod//26 datum//NN|NEU|SIN|IND|NOM//nsubj//23 ska//VB|PRS|AKT//aux//30 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//30 vara//VB|INF|AKT//cop//30 färdiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//parataxis//2 och//KN//cc//32 anbuden//NN|NEU|PLU|DEF|NOM//conj//30 inne//AB//advmod//32 ,//MID//punct//35 förseglade//VB|PRT|AKT//conj//30 och//KN//cc//38 allt//PN|NEU|SIN|IND|SUB/OBJ//advmod//38 precis//AB//conj//30 som//KN//case//41 i//PP//case//41 verkligheten//NN|UTR|SIN|DEF|NOM//obl//38 .//MAD//punct//2
Projektet som arbetsform;Då//AB//advmod//44 finns//VB|PRS|SFO//parataxis//2 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//44 inget//PN|NEU|SIN|IND|SUB/OBJ//nsubj//44 att//IE//mark//48 be//VB|INF|AKT//acl//46 för//PP//compound:prt//48 ,//MID//punct//44 då//AB//advmod//55 ska//VB|PRS|AKT//aux//55 jobbet//NN|NEU|SIN|DEF|NOM//nsubj//55 vara//VB|INF|AKT//cop//55 klart//JJ|POS|NEU|SIN|IND|NOM//advcl//44 .//MID//punct//44
Projektet som arbetsform;Hafsigt//JJ|POS|NEU|SIN|IND|NOM//parataxis//44 får//VB|PRS|AKT//aux//61 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//61 inte//AB//advmod//61 vara//VB|INF|AKT//nsubj//44 heller//AB//advmod//44 -//MID//punct//44  //_SP////63 gruppen//NN|UTR|SIN|DEF|NOM//nsubj//66 får//VB|PRS|AKT//parataxis//44 poäng//NN|UTR|PLU|IND|NOM//obj//66 för//PP//case//69 prydlighet//NN|UTR|SIN|IND|NOM//obl//66 och//KN//cc//72 korrekt//AB|POS//advmod//72 formulerad//PC|PRF|UTR|SIN|IND|NOM//amod//73 ansökningshandling//NN|UTR|SIN|IND|NOM//obj//66 .//MID//punct//44
Projektet som arbetsform;Det//PN|NEU|SIN|DEF|SUB/OBJ//det//76 händer//VB|PRS|AKT//parataxis//44 ,//MID//punct//76 men//KN//cc//81 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//81 är//VB|PRS|AKT//cop//81 ovanligt//JJ|POS|NEU|SIN|IND|NOM//conj//44 ,//MID//punct//81 att//SN//mark//86 någon//DT|UTR|SIN|IND//det//85 elev//NN|UTR|SIN|IND|NOM//nsubj//86 smiter//VB|PRS|AKT//csubj//81 undan//PL//compound:prt//86 ,//MID//punct//89 kommenterar//VB|PRS|AKT//parataxis//44 Sven//PM|NOM//nsubj//89 Hallström//PM|NOM//flat:name//90 ://MID//punct//89 –//PAD//punct//44
Projektet som arbetsform;Men//KN//cc//98 den//DT|UTR|SIN|DEF//det//96 enes//PS|UTR|SIN|DEF//nmod:poss//97 resultat//NN|NEU|SIN|IND|NOM//nsubj//98 hänger//VB|PRS|AKT//conj//44 på//PP//case//101 den//DT|UTR|SIN|DEF//det//101 andres//JJ|POS|MAS|SIN|DEF|GEN//obl//98 ,//MID//punct//98 så//KN//advmod//106 alla//PN|UTR/NEU|PLU|IND|SUB/OBJ//nsubj//106 måste//VB|PRS|AKT//aux//106 jobba//VB|INF|AKT//advcl//98 i//PP//case//108 gruppen//NN|UTR|SIN|DEF|NOM//obl//106 .//MID//punct//44
Projektet som arbetsform;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//111 blir//VB|PRS|AKT//parataxis//44 en//DT|UTR|SIN|IND//det//113 kedja//NN|UTR|SIN|IND|NOM//nsubj//111 ,//MID//punct//117 alla//PN|UTR/NEU|PLU|IND|SUB/OBJ//nsubj//117 måste//VB|PRS|AKT//aux//117 göra//VB|INF|AKT//conj//111 sitt//PS|NEU|SIN|DEF//obj//117 .//MAD//punct//44
Projektet som arbetsform;Men//KN//cc//122 projektet//NN|NEU|SIN|DEF|NOM//nsubj//122 brukar//VB|PRS|AKT//conj//44 skapa//VB|INF|AKT//xcomp//122 gruppkänsla//NN|UTR|SIN|IND|NOM//obj//123 hos//PP//case//126 eleverna//NN|UTR|PLU|DEF|NOM//nmod//124 .//MAD//punct//122
Projektet som arbetsform;Utvärderingen//NN|UTR|SIN|DEF|NOM//parataxis//122 sedan//AB//advmod//128 ,//MID//punct//128 som//HP|-|-|-//nsubj//133 alltså//AB//advmod//133 tar//VB|PRS|AKT//acl:relcl//128 upp//PL//compound:prt//133 det//DT|NEU|SIN|DEF//det//137 konkreta//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//137 resultatet//NN|NEU|SIN|DEF|NOM//obj//133 ,//MID//punct//143 ska//VB|PRS|AKT//aux//143 vara//VB|INF|AKT//cop//143 en//DT|UTR|SIN|IND//det//143 ordentlig//JJ|POS|UTR|SIN|IND|NOM//amod//143 genomgång//NN|UTR|SIN|IND|NOM//conj//133 ,//MID//punct//145 säger//VB|PRS|AKT//parataxis//122 Sven//PM|NOM//nsubj//145 Hallström//PM|NOM//flat:name//146 ://MID//punct//145 –//PAD//punct//150
Projektet som arbetsform;Lägger//VB|PRS|AKT//parataxis//122 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//150 ner//PL//compound:prt//150 så//AB//advmod//154 mycket//JJ|POS|NEU|SIN|IND|NOM//amod//155 jobb//NN|NEU|SIN|IND|NOM//obj//150 på//PP//case//157 projektet//NN|NEU|SIN|DEF|NOM//obl//150 ,//MID//punct//150 måste//VB|PRS|AKT//aux//161 jag//PN|UTR|SIN|DEF|SUB//nsubj//161 lägga//VB|INF|AKT//conj//2 ner//PL//compound:prt//161 jobb//NN|NEU|PLU|IND|NOM//obj//161 på//PP//case//166 deras//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//166 resultat//NN|NEU|PLU|IND|NOM//obl//161 .//MAD//punct//2
Projektet som arbetsform;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//171 är//VB|PRS|AKT//cop//171 mycket//AB|POS//advmod//171 viktigt//JJ|POS|NEU|SIN|IND|NOM//conj//2 att//IE//mark//173 ge//VB|INF|AKT//csubj//171 eleverna//NN|UTR|PLU|DEF|NOM//iobj//173 feedback//NN|UTR|SIN|IND|NOM//obj//173 .//MAD//punct//171 –//RG|NOM//punct//179
Projektet som arbetsform;Där//AB//advmod//179 sätter//VB|PRS|AKT//parataxis//171 du//PN|UTR|SIN|DEF|SUB//nsubj//179 tummen//NN|UTR|SIN|DEF|NOM//obj//179 på//PP//case//183 ögat//NN|NEU|SIN|DEF|NOM//obl//179 ,//MID//punct//185 inflikar//VB|PRS|AKT//conj//179 Leif//PM|NOM//nsubj//185 Jacobsson//PM|NOM//flat:name//186 .//MAD//punct//185
Projektet som arbetsform;Att//IE//mark//191 bara//AB//advmod//191 producera//VB|INF|AKT//acl//185 en//DT|UTR|SIN|IND//det//194 bibba//NN|UTR|SIN|IND|NOM//amod//194 papper//NN|NEU|PLU|IND|NOM//obj//191 och//KN//cc//197 sen//AB//advmod//197 få//VB|INF|AKT//conj//191 en//DT|UTR|SIN|IND//det//199 signatur//NN|UTR|SIN|IND|NOM//obj//197 på//PP//case//201 framsidan//NN|UTR|SIN|DEF|NOM//obl//197 –//RG|NOM//punct//204 den//DT|UTR|SIN|DEF//det//204 lärare//NN|UTR|SIN|IND|NOM//parataxis//197 som//HP|-|-|-//nsubj//206 låter//VB|PRS|AKT//acl:relcl//204 det//PN|NEU|SIN|DEF|SUB/OBJ//obj//206 gå//VB|INF|AKT//xcomp//206 till//PL//advmod//208 så//AB//advmod//206 ska//VB|PRS|AKT//aux//212 låta//VB|INF|AKT//conj//191 bli//VB|INF|AKT//xcomp//212 den//DT|UTR|SIN|DEF//det//215 arbetsformen//NN|UTR|SIN|DEF|NOM//xcomp//213 ,//MID//punct//185 tror//VB|PRS|AKT//parataxis//179 jag//PN|UTR|SIN|DEF|SUB//nsubj//217 .//MAD//punct//171
Projektet som arbetsform;Sven//PM|NOM//nsubj//2 Hallström//PM|NOM//flat:name//0 berättar//VB|PRS|AKT//ROOT//2 om//PP//case//5 en//DT|UTR|SIN|IND//det//5 lärare//NN|UTR|SIN|IND|NOM//obl//2 som//HP|-|-|-//nsubj//7 hittade//VB|PRT|AKT//acl:relcl//5 en//DT|UTR|SIN|IND//det//9 checklista//NN|UTR|SIN|IND|NOM//obj//7 någonstans//AB//advmod//7 ,//MID//punct//13 en//DT|UTR|SIN|IND//det//13 lista//NN|UTR|SIN|IND|NOM//appos//5 som//HP|-|-|-//nsubj//15 gjorde//VB|PRT|AKT//acl:relcl//13 att//SN//mark//19 han//PN|UTR|SIN|DEF|SUB//nsubj//19 kunde//VB|PRT|AKT//aux//19 ge//VB|INF|AKT//ccomp//15 ett//DT|NEU|SIN|IND//det//21 omdöme//NN|NEU|SIN|IND|NOM//obj//19 snabbt//AB|POS//advmod//19 ,//MID//punct//5 han//PN|UTR|SIN|DEF|SUB//nsubj//25 prickade//VB|PRT|AKT//acl:relcl//5 bara//AB//advmod//25 av//PP//case//29 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//29 punkter//NN|UTR|PLU|IND|NOM//obl//25 .//MAD//punct//2
Projektet som arbetsform;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//32 gick//VB|PRT|AKT//conj//2 för//AB//case//34 fort//AB|POS//advmod//32 ,//MID//punct//37 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//37 togs//VB|PRT|SFO//conj//32 inte//AB//advmod//37 väl//AB|POS//advmod//37 upp//PL//compound:prt//37 av//PP//case//42 eleverna//NN|UTR|PLU|DEF|NOM//obl//37 .//MAD//punct//32
Projektet som arbetsform;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//48 här//AB//fixed//44 är//VB|PRS|AKT//cop//48 ett//DT|NEU|SIN|IND//det//48 exempel//NN|NEU|SIN|IND|NOM//parataxis//32 på//PP//case//50 projekt//NN|NEU|PLU|IND|NOM//nmod//48 som//HP|-|-|-//nsubj//54 framför//PP//advmod//54 allt//PN|NEU|SIN|IND|SUB/OBJ//fixed//52 inriktar//VB|PRS|AKT//acl:relcl//50 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//54 på//PP//case//57 resultatet//NN|NEU|SIN|DEF|NOM//obl//54 .//MAD//punct//32
Projektet som arbetsform;Grupprocessen//NN|UTR|SIN|DEF|NOM//nsubj//1 viktig//JJ|POS|UTR|SIN|IND|NOM//ROOT//1
Projektet som arbetsform;Vid//PP//case//1 Kommunikations-Centrum//PM|NOM//obl//2 koncentrerar//VB|PRS|AKT//ROOT//2 man//PN|UTR|SIN|IND|SUB//nsubj//2 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//2 på//PP//case//7 själva//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//7 gruppprocessen//NN|UTR|SIN|DEF|NOM//obl//2 också//AB//advmod//2 .//MID//punct//2
Projektet som arbetsform;Två//RG|NOM//nsubj//2 av//PP//case//12 utbildningarna//NN|UTR|PLU|DEF|NOM//nmod//10 där//AB//advmod//15 är//VB|PRS|AKT//cop//15 KoMedi//PM|NOM//acl:relcl//10 (//PAD//punct//17 kommunikation//NN|UTR|SIN|IND|NOM//appos//15 och//KN//cc//19 media//NN|UTR|SIN|IND|NOM//conj//17 )//PAD//punct//15 och//KN//cc//22 GrafIT//PM|GEN//conj//15 (//PAD//punct//22 grafisk//JJ|POS|UTR|SIN|IND|NOM//amod//25 formgivning//NN|UTR|SIN|IND|NOM//appos//22 på//PP//case//27 Internet//NN|NEU|SIN|DEF|NOM//nmod//25 )//PAD//punct//22 ,//MID//punct//31 båda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//nsubj//31 ettåriga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//15 .//MID//punct//15
Projektet som arbetsform;Alla//DT|UTR/NEU|PLU|IND/DEF//det//34 projekt//NN|NEU|PLU|IND|NOM//nsubj//36 är//VB|PRS|AKT//cop//36 verklighetsanknutna//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//parataxis//15 också//AB//advmod//38 där//AB//advmod//36 ,//MID//punct//40 berättar//VB|PRS|AKT//parataxis//15 Lena//PM|NOM//nsubj//40 Johannesson//PM|NOM//flat//41 .//MAD//punct//15
Projektet som arbetsform;Ibland//AB//advmod//45 tar//VB|PRS|AKT//parataxis//15 man//PN|UTR|SIN|IND|SUB//nsubj//45 på//PL//case//48 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obl//45 ett//DT|NEU|SIN|IND//det//51 riktigt//JJ|POS|NEU|SIN|IND|NOM//amod//51 uppdrag//NN|NEU|SIN|IND|NOM//obj//45 ,//MID//punct//51 som//HP|-|-|-//amod//51 just//AB//advmod//55 nu//AB//advmod//53 ,//MID//punct//53 när//HA//mark//59 KoMedieleverna//NN|UTR|PLU|DEF|NOM//nsubj//59 gör//VB|PRS|AKT//acl:relcl//51 en//DT|UTR|SIN|IND//det//61 tidning//NN|UTR|SIN|IND|NOM//obj//59 om//PP//case//63 ungdom//NN|UTR|SIN|IND|NOM//nmod//61 för//PP//case//65 vuxna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//nmod//63 med//PP//case//69 hjälp//NN|UTR|SIN|IND|NOM//fixed//66 av//PP//fixed//66 EU-pengar//NN|UTR|PLU|IND|NOM//nmod//63 .//MAD//punct//2
Projektet som arbetsform;Tidigare//AB|KOM//advmod//75 har//VB|PRS|AKT//aux//75 man//PN|UTR|SIN|IND|SUB//nsubj//75 bl.a.//AB|AN//advmod//75 gjort//VB|SUP|AKT//conj//2 tidning//NN|UTR|SIN|IND|NOM//obj//75 och//KN//cc//78 broschyr//NN|UTR|SIN|IND|NOM//conj//76 för//PP//case//80 Världsmusikfestivalen//NN|UTR|SIN|DEF|NOM//nmod//78 och//KN//cc//83 en//DT|UTR|SIN|IND//det//83 monter//NN|UTR|SIN|IND|NOM//conj//80 för//PP//case//85 Mediemässan//NN|UTR|SIN|DEF|NOM//nmod//83 .//MAD//punct//2
