Sammanfattning;Utredaren//NN|UTR|SIN|DEF|NOM//nsubj//5 har//VB|PRS|AKT//aux//5 enligt//PP//case//4 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//4 direktiv//NN|NEU|PLU|IND|NOM//obl//5 haft//VB|SUP|AKT//ROOT//5 att//IE//mark//7 ta//VB|INF|AKT//xcomp//5 ställning//NN|UTR|SIN|IND|NOM//obj//7 till//PP//case//11 tre//RG|NOM//nummod//11 huvudfrågor//NN|UTR|PLU|IND|NOM//obl//7 nämligen//AB//advmod//7 1//RG|NOM//nummod//7 .//MAD//punct//5
Allmänna överväganden Mineralutvinning är av allmänt intresse;I//PP//case//71 de//DT|UTR/NEU|PLU|DEF//det//71 traditionella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//71 malmprovinserna//NN|UTR|PLU|DEF|NOM//obl//78 i//PP//case//73 Bergslagen//PM|NOM//nmod//71 ,//MID//punct//75 Västerbotten//PM|NOM//conj//73 och//KN//cc//77 Norrbotten//PM|NOM//conj//73 finns//VB|PRS|SFO//parataxis//54 orter//NN|UTR|PLU|IND|NOM//nsubj//78 där//HA//advmod//84 gruvnäringen//NN|UTR|SIN|DEF|NOM//nsubj//84 är//VB|PRS|AKT//cop//84 en//DT|UTR|SIN|IND//det//84 förutsättning//NN|UTR|SIN|IND|NOM//advcl//54 för//PP//case//87 bygdens//NN|UTR|SIN|DEF|GEN//nmod:poss//87 fortlevnad//NN|UTR|SIN|IND|NOM//nmod//84 .//MAD//punct//54
Allmänna överväganden Mineralutvinning är av allmänt intresse;Ur//PP//case//92 en//DT|UTR|SIN|IND//det//92 internationell//JJ|POS|UTR|SIN|IND|NOM//amod//92 synvinkel//NN|UTR|SIN|IND|NOM//obl//97 är//VB|PRS|AKT//cop//97 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//97 också//AB//advmod//97 en//DT|UTR|SIN|IND//det//97 fördel//NN|UTR|SIN|IND|NOM//nsubj//100 om//SN//case//99 mineralutvinning//NN|UTR|SIN|IND|NOM//nmod//97 sker//VB|PRS|AKT//advcl//54 i//PP//case//103 ett//DT|NEU|SIN|IND//det//103 land//NN|NEU|SIN|IND|NOM//obl//100 med//PP//case//108 en//DT|UTR|SIN|IND//det//108 väl//AB|POS//advmod//107 fungerande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//108 miljölagstiftning//NN|UTR|SIN|IND|NOM//nmod//103 och//KN//cc//112 under//PP//case//112 godtagbara//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//112 arbetsförhållanden//NN|NEU|PLU|IND|NOM//conj//108 för//PP//case//115 de//DT|UTR/NEU|PLU|DEF//det//115 anställda//NN|UTR|PLU|IND|NOM//nmod//112 .//MAD//punct//54
Allmänna överväganden Mineralutvinning är av allmänt intresse;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//120 måste//VB|PRS|AKT//aux//120 sammantaget//AB//nsubj:pass//120 anses//VB|INF|SFO//parataxis//54 vara//VB|INF|AKT//cop//125 ett//DT|NEU|SIN|IND//det//125 väsentligt//JJ|POS|NEU|SIN|IND|NOM//advmod//124 allmänt//JJ|POS|NEU|SIN|IND|NOM//amod//125 intresse//NN|NEU|SIN|IND|NOM//xcomp//120 att//SN//mark//136 förutsättningarna//NN|UTR|PLU|DEF|NOM//nsubj:pass//136 för//PP//case//129 prospektering//NN|UTR|SIN|IND|NOM//nmod//127 och//KN//cc//131 gruvbrytning//NN|UTR|SIN|IND|NOM//conj//129 i//PP//case//133 Sverige//PM|NOM//nmod//131 inte//AB//advmod//136 avsevärt//AB|POS//advmod//136 försämras//VB|PRS|SFO//advcl//120 .//MAD//punct//54

En särskild minerallagstiftning behövs;Minerallagen//NN|UTR|SIN|DEF|NOM//nsubj//3 är//VB|PRS|AKT//cop//3 en//DT|UTR|SIN|IND//det//3 exploateringslag//NN|UTR|SIN|IND|NOM//ROOT//3 som//HP|-|-|-//nsubj//5 syftar//VB|PRS|AKT//acl:relcl//3 till//PP//mark//8 att//IE//mark//8 möjliggöra//VB|INF|AKT//advcl//5 utvinning//NN|UTR|SIN|IND|NOM//obj//8 av//PP//case//15 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//13 uppräknade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//13 s.//NN|AN//nmod//15 k.//PP//nmod//15 koncessionsmineral//NN|UTR|SIN|IND|NOM//nmod//9 .//MAD//punct//3
En särskild minerallagstiftning behövs;Gemensamt//JJ|POS|NEU|SIN|IND|NOM//amod//3 för//PP//case//19 dessa//PN|UTR/NEU|PLU|DEF|SUB/OBJ//obl//17 är//VB|PRS|AKT//amod//3 att//SN//mark//25 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//25 är//VB|PRS|AKT//cop//25 sällsynt//AB|POS//advmod//25 förekommande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//ccomp//20 i//PP//case//29 så//AB//advmod//28 stora//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//29 koncentrationer//NN|UTR|PLU|IND|NOM//obl//25 att//SN//mark//35 en//DT|UTR|SIN|IND//det//32 utvinning//NN|UTR|SIN|IND|NOM//nsubj//35 är//VB|PRS|AKT//cop//35 ekonomiskt//AB|POS//advmod//35 lönsam//JJ|POS|UTR|SIN|IND|NOM//acl//29 .//MAD//punct//3
En särskild minerallagstiftning behövs;Mineralprospektering//NN|UTR|SIN|IND|NOM//nsubj//41 är//VB|PRS|AKT//cop//41 en//DT|UTR|SIN|IND//det//41 kostnadskrävande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//41 verksamhet//NN|UTR|SIN|IND|NOM//parataxis//3 som//HP|-|-|-//nsubj//45 i//PP//case//44 inledningsskedet//NN|NEU|SIN|DEF|NOM//obl//45 förutsätter//VB|PRS|AKT//acl:relcl//41 att//SN//mark//48 prospektören//NN|NEU|PLU|DEF|NOM//nsubj//48 har//VB|PRS|AKT//ccomp//45 möjlighet//NN|UTR|SIN|IND|NOM//obj//48 att//IE//mark//51 undersöka//VB|INF|AKT//acl//49 relativt//AB|POS//advmod//53 stora//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//54 arealer//NN|UTR|PLU|IND|NOM//obj//51 .//MAD//punct//41
En särskild minerallagstiftning behövs;För//PP//case//57 den//PN|UTR|SIN|DEF|SUB/OBJ//conj//41 som//HP|-|-|-//nsubj//59 överväger//VB|PRS|AKT//acl:relcl//57 att//IE//mark//61 investera//VB|INF|AKT//acl//57 betydande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//63 belopp//NN|NEU|PLU|IND|NOM//obj//61 i//PP//case//65 undersökningsarbeten//NN|NEU|PLU|IND|NOM//nmod//63 måste//VB|PRS|AKT//aux//72 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//72 också//AB//advmod//72 redan//AB//advmod//71 från//PP//case//71 början//NN|UTR|SIN|DEF|NOM//obl//72 stå//VB|INF|AKT//conj//3 klart//AB|POS//xcomp//72 under//PP//case//76 vilka//HD|UTR/NEU|PLU|IND//det//76 förutsättningar//NN|UTR|PLU|IND|NOM//obl//81 en//DT|UTR|SIN|IND//det//79 eventuell//JJ|POS|UTR|SIN|IND|NOM//amod//79 fyndighet//NN|UTR|SIN|IND|NOM//nsubj:pass//81 får//VB|PRS|AKT//aux//81 tas//VB|INF|SFO//conj//72 i//PP//case//83 anspråk//NN|NEU|SIN|IND|NOM//obl//81 .//MAD//punct//3
En särskild minerallagstiftning behövs;Av//PP//case//87 dessa//DT|UTR/NEU|PLU|DEF//det//87 skäl//NN|NEU|PLU|IND|NOM//obl//91 är//VB|PRS|AKT//cop//91 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//91 inte//AB//advmod//91 möjligt//JJ|POS|NEU|SIN|IND|NOM//conj//3 att//IE//mark//94 helt//AB|POS//advmod//94 undvara//VB|INF|AKT//csubj//91 expropriativa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//96 inslag//NN|NEU|PLU|IND|NOM//obj//94 i//PP//case//98 minerallagstiftningen//NN|UTR|SIN|DEF|NOM//nmod//96 .//MAD//punct//91
En särskild minerallagstiftning behövs;I//PP//advmod//104 stort//AB//fixed//100 sett//PC|PRF|NEU|SIN|IND|NOM//fixed//100 alla//DT|UTR/NEU|PLU|IND/DEF//det//104 länder//NN|NEU|PLU|IND|NOM//obl//112 som//HP|-|-|-//nsubj//106 har//VB|PRS|AKT//acl:relcl//104 mineraltillgångar//NN|UTR|PLU|IND|NOM//obj//106 av//PP//case//109 betydelse//NN|UTR|SIN|IND|NOM//nmod//107 har//VB|PRS|AKT//aux//112 också//AB//advmod//112 funnit//VB|SUP|AKT//acl:relcl//3 det//PN|NEU|SIN|DEF|SUB/OBJ//obj//112 nödvändigt//JJ|POS|NEU|SIN|IND|NOM//xcomp//112 att//IE//mark//116 reglera//VB|INF|AKT//acl//114 detta//PN|NEU|SIN|DEF|SUB/OBJ//obj//116 i//PP//case//120 någon//DT|UTR|SIN|IND//det//120 form//NN|UTR|SIN|IND|NOM//obl//116 .//MAD//punct//3
En särskild minerallagstiftning behövs;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//2 har//VB|PRS|AKT//aux//2 konstaterat//VB|SUP|AKT//ROOT//2 att//SN//mark//10 mineral//NN|UTR|SIN|IND|NOM//nsubj//10 som//HP|-|-|-//nsubj//6 finns//VB|PRS|SFO//acl:relcl//4 på//PP//case//9 en//DT|UTR|SIN|IND//det//9 fastighet//NN|UTR|SIN|IND|NOM//obl//6 tillhör//VB|PRS|AKT//ccomp//2 fastighetsägaren//NN|UTR|SIN|DEF|NOM//obj//10 .//MAD//punct//2
En särskild minerallagstiftning behövs;Staten//NN|UTR|SIN|DEF|NOM//nsubj//18 har//VB|PRS|AKT//aux//18 i//PP//case//16 Sverige//PM|NOM//obl//18 inte//AB//advmod//18 proklamerat//VB|SUP|AKT//parataxis//2 äganderätt//NN|UTR|SIN|IND|NOM//obj//18 till//PP//case//22 all//DT|UTR|SIN|IND/DEF//det//22 malm//NN|UTR|SIN|IND|NOM//obl//18 även//AB//mark//28 om//SN//fixed//23 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//28 i//PP//case//27 historien//NN|UTR|SIN|DEF|NOM//obl//28 funnits//VB|SUP|SFO//advcl//18 förslag//NN|NEU|SIN|IND|NOM//obj//28 till//PP//case//31 detta//PN|NEU|SIN|DEF|SUB/OBJ//obl//28 .//MAD//punct//18
En särskild minerallagstiftning behövs;Sedan//SN//mark//35 kronoandelen//NN|NEU|PLU|DEF|NOM//nsubj:pass//35 avskaffades//VB|PRT|SFO//advcl//18 har//VB|PRS|AKT//xcomp//35 det//DT|NEU|SIN|DEF//det//38 allmänna//JJ|POS|UTR/NEU|SIN|DEF|NOM//xcomp//36 heller//AB//advmod//36 inga//DT|UTR/NEU|PLU|IND//det//41 anspråk//NN|NEU|PLU|IND|NOM//obj//36 på//PP//case//45 direkt//JJ|POS|UTR|SIN|IND|NOM//advmod//44 ekonomisk//JJ|POS|UTR|SIN|IND|NOM//amod//45 ersättning//NN|UTR|SIN|IND|NOM//nmod//41 vid//PP//case//47 gruvbrytning//NN|UTR|SIN|IND|NOM//nmod//45 .//MAD//punct//2
En särskild minerallagstiftning behövs;Att//SN//mark//2 mineralet//NN|NEU|SIN|DEF|NOM//nsubj//2 tillhör//VB|PRS|AKT//csubj//4 fastighetsägaren//NN|UTR|SIN|DEF|NOM//obj//2 innebär//VB|PRS|AKT//ROOT//4 dock//AB//advmod//4 inte//AB//advmod//4 att//SN//mark//11 denne//PN|MAS|SIN|DEF|SUB/OBJ//nsubj//11 fritt//AB|POS//advmod//11 kan//VB|PRS|AKT//aux//11 förfoga//VB|INF|AKT//ccomp//4 över//PP//case//13 malmen//NN|UTR|SIN|DEF|NOM//obl//11 .//MAD//punct//4
En särskild minerallagstiftning behövs;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//16 finns//VB|PRS|SFO//parataxis//4 starka//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//19 allmänna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//19 intressen//NN|NEU|PLU|IND|NOM//nsubj//16 av//PP//mark//26 att//SN//mark//26 vi//PN|UTR|PLU|DEF|SUB//nsubj//26 i//PP//case//24 Sverige//PM|NOM//obl//26 kan//VB|PRS|AKT//aux//26 bibehålla//VB|INF|AKT//acl//19 och//KN//cc//28 utveckla//VB|INF|AKT//conj//26 gruvnäringen//NN|UTR|SIN|DEF|NOM//obj//28 .//MAD//punct//16
En särskild minerallagstiftning behövs;Om//SN//mark//33 markägare//NN|UTR|PLU|IND|NOM//nsubj//33 hade//VB|PRT|AKT//advcl//48 rätt//PL//obj//33 att//IE//mark//36 vägra//VB|INF|AKT//acl//34 andra//PN|UTR/NEU|PLU|IND|SUB/OBJ//obj//36 från//PP//mark//40 att//IE//mark//40 utföra//VB|INF|AKT//advcl//36 undersökningsarbeten//NN|NEU|PLU|IND|NOM//obj//40 på//PP//case//44 sin//PS|UTR|SIN|DEF//nmod:poss//44 mark//NN|UTR|SIN|IND|NOM//obl//40 eller//KN//cc//46 fritt//AB|POS//conj//40 kunde//VB|PRT|AKT//aux//48 bestämma//VB|INF|AKT//conj//4 villkoren//NN|NEU|PLU|DEF|NOM//obj//48 för//PP//case//51 prospektering//NN|UTR|SIN|IND|NOM//nmod//49 och//KN//cc//53 brytning//NN|UTR|SIN|IND|NOM//conj//51 ,//MID//punct//58 skulle//VB|PRT|AKT//aux//58 detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//58 sannolikt//AB|POS//advmod//58 medföra//VB|INF|AKT//parataxis//4 att//SN//mark//63 prospekteringsverksamheten//NN|UTR|SIN|DEF|NOM//nsubj//63 i//PP//case//62 Sverige//PM|NOM//nmod//60 upphörde//VB|PRT|AKT//ccomp//58 .//MAD//punct//63
En särskild minerallagstiftning behövs;Därför//AB//advmod//69 måste//VB|PRS|AKT//aux//69 en//DT|UTR|SIN|IND//det//68 avvägning//NN|UTR|SIN|IND|NOM//nsubj:pass//69 göras//VB|INF|SFO//advcl//4 mellan//PP//case//72 motstående//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//72 intressen//NN|NEU|PLU|IND|NOM//obl//69 .//MAD//punct//4

Avvägning mellan olika intressen i minerallagen;I//PP//case//1 minerallagen//NN|UTR|SIN|DEF|NOM//obl//5 har//VB|PRS|AKT//aux//5 en//DT|UTR|SIN|IND//det//4 avvägning//NN|UTR|SIN|IND|NOM//nsubj:pass//5 gjorts//VB|SUP|SFO//ROOT//5 mellan//PP//case//7 markägarens//NN|UTR|SIN|DEF|GEN//obl//5 ,//MID//punct//7 prospektörens//NN|UTR|SIN|DEF|GEN//conj//7 och//KN//cc//12 samhällets//NN|NEU|SIN|DEF|GEN//nmod:poss//12 intressen//NN|NEU|PLU|IND|NOM//conj//7 .//MAD//punct//5
Avvägning mellan olika intressen i minerallagen;Markägarens//PM|GEN//nmod:poss//15 ställning//NN|UTR|SIN|IND|NOM//nsubj:pass//18 måste//VB|PRS|AKT//aux//18 allmänt//AB|POS//advmod//18 betecknas//VB|INF|SFO//parataxis//5 som//KN//mark//20 svag//JJ|POS|UTR|SIN|IND|NOM//xcomp//18 i//PP//case//24 det//DT|NEU|SIN|DEF//det//24 nuvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//24 regelverket//NN|NEU|SIN|DEF|NOM//obl//18 .//MAD//punct//5
Avvägning mellan olika intressen i minerallagen;Vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//27 inslag//NN|NEU|PLU|IND|NOM//nsubj:pass//44 i//PP//case//29 lagstiftningen//NN|UTR|SIN|DEF|NOM//nmod//27 ,//MID//punct//27 t.//NN|AN//nmod//32 ex//NN|AN//appos//27 .//MAD//punct//27
Avvägning mellan olika intressen i minerallagen;att//SN//mark//40 markägare//NN|UTR|PLU|IND|NOM//nsubj:pass//40 och//KN//cc//38 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//38 berörda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//conj//35 inte//AB//advmod//40 underrättas//VB|INF|SFO//acl//27 förrän//SN//case//43 ett//DT|NEU|SIN|IND//det//43 undersökningstillstånd//NN|NEU|SIN|IND|NOM//obl//40 beviljats//VB|SUP|SFO//parataxis//5 på//PP//case//47 deras//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//47 fastighet//NN|UTR|SIN|IND|NOM//obl//44 ,//MID//punct//47 att//SN//mark//52 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//52 inte//AB//advmod//52 har//VB|PRS|AKT//advcl//44 något//DT|NEU|SIN|IND//det//54 inflytande//NN|NEU|SIN|IND|NOM//obj//52 över//PP//mark//58 hur//HA//advmod//58 undersökningsarbetena//NN|NEU|PLU|DEF|NOM//nsubj:pass//58 bedrivs//VB|PRS|SFO//advcl//52 och//KN//cc//63 att//SN//mark//63 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//63 endast//AB//advmod//63 har//VB|PRS|AKT//conj//58 rätt//NN|UTR|SIN|IND|NOM//obj//63 till//PP//case//66 ersättning//NN|UTR|SIN|IND|NOM//obl//63 för//PP//case//68 skada//NN|UTR|SIN|IND|NOM//obl//63 och//KN//cc//70 intrång//NN|NEU|SIN|IND|NOM//conj//68 ,//MID//punct//75 har//VB|PRS|AKT//aux//75 med//PP//advmod//75 fog//NN|NEU|SIN|IND|NOM//fixed//73 upplevts//VB|SUP|SFO//conj//44 som//KN//mark//78 alltför//AB//advmod//78 långtgående//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//xcomp//75 och//KN//cc//81 närmast//AB|SUV//advmod//81 kränkande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//78 .//MAD//punct//90
Avvägning mellan olika intressen i minerallagen;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//90 är//VB|PRS|AKT//cop//90 på//PP//case//87 flera//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//87 punkter//NN|UTR|PLU|IND|NOM//obl//90 både//KN//cc//90 är//VB|PRS|AKT//cop//90 möjligt//JJ|POS|NEU|SIN|IND|NOM//parataxis//5 och//KN//cc//92 lämpligt//JJ|POS|NEU|SIN|IND|NOM//conj//90 att//IE//mark//94 stärka//VB|INF|AKT//acl//92 markägarens//NN|UTR|SIN|DEF|GEN//nmod:poss//96 ställning//NN|UTR|SIN|IND|NOM//obj//94 utan//PP//mark//100 att//SN//mark//100 detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//100 får//VB|PRS|AKT//advcl//94 några//DT|UTR/NEU|PLU|IND//det//104 allvarliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//104 negativa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//104 konsekvenser//NN|UTR|PLU|IND|NOM//obj//100 för//PP//case//106 mineralintresset//NN|NEU|SIN|DEF|NOM//obl//100 .//MAD//punct//5
Avvägning mellan olika intressen i minerallagen;Markägare//NN|UTR|PLU|IND|NOM//nsubj:pass//5 och//KN//cc//4 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//4 berörda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//4 sakägare//NN|UTR|PLU|IND|NOM//conj//0 föreslås//VB|PRS|SFO//ROOT//5 få//VB|INF|AKT//xcomp//5 ett//DT|NEU|SIN|IND//det//10 betydligt//AB//advmod//9 större//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//10 inflytande//NN|NEU|SIN|IND|NOM//obj//6 vid//PP//case//12 prövning//NN|UTR|SIN|IND|NOM//nmod//10 av//PP//case//14 ansökningar//NN|UTR|PLU|IND|NOM//nmod//12 om//PP//case//16 undersökningstillstånd//NN|NEU|SIN|IND|NOM//nmod//14 och//KN//cc//19 vid//PP//case//19 undersökningsarbeten//NN|NEU|PLU|IND|NOM//conj//16 .//MAD//punct//5
Avvägning mellan olika intressen i minerallagen;Markägare//NN|UTR|PLU|IND|NOM//nsubj//24 skall//VB|PRS|AKT//aux//24 också//AB//advmod//24 ha//VB|INF|AKT//parataxis//5 rätt//NN|UTR|SIN|IND|NOM//obj//24 till//PP//case//27 ersättning//NN|UTR|SIN|IND|NOM//obl//24 utöver//PP//case//29 den//PN|UTR|SIN|DEF|SUB/OBJ//obl//24 som//HP|-|-|-//nsubj//32 nu//AB//advmod//32 utgår//VB|PRS|AKT//acl:relcl//29 för//PP//case//34 skada//NN|UTR|SIN|IND|NOM//obl//32 och//KN//cc//36 intrång//NN|NEU|SIN|IND|NOM//conj//34 då//HA//advmod//40 deras//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//39 fastigheter//NN|UTR|PLU|IND|NOM//nsubj:pass//40 tas//VB|INF|SFO//advcl//32 i//PP//case//42 anspråk//NN|NEU|SIN|IND|NOM//obl//40 för//PP//case//44 mineralprospektering//NN|UTR|SIN|IND|NOM//obl//40 och//KN//cc//46 gruvbrytning//NN|UTR|SIN|IND|NOM//conj//44 .//MAD//punct//24

