Kraftsamling!;–//RG|NOM//punct//2 museisamverkan//NN|UTR|SIN|DEF|NOM//nsubj//2 ger//VB|PRS|AKT//ROOT//2 resultat//NN|NEU|SIN|IND|NOM//obj//2
Dokumentation av ett rundabordssamtal om samverkan och uppdraget som museikoordinator;I//PP//case//2 denna//DT|UTR|SIN|DEF//det//2 skrift//NN|UTR|SIN|IND|NOM//obl//3 hittar//VB|PRS|AKT//ROOT//3 du//PN|UTR|SIN|DEF|SUB//nsubj//3 kulturminister//NN|UTR|SIN|IND|NOM//nmod//6 Lena//PM|NOM//nmod:poss//9 Adelsohn//PM|NOM//flat:name//6 Liljeroths//PM|GEN//flat//6 inledningsanförande//NN|NEU|SIN|IND|NOM//obj//3 ,//MID//punct//17 Christina//PM|NOM//nmod:poss//13 von//PM|NOM//flat:name//11 Arbins//PM|GEN//nmod:poss//17 inledande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//17 och//KN//cc//16 avslutande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//14 ord//NN|NEU|PLU|IND|NOM//conj//3 och//KN//cc//19 diskussionen//NN|UTR|SIN|DEF|NOM//conj//17 däremellan//AB//nmod//19 .//MAD//punct//3
Dokumentation av ett rundabordssamtal om samverkan och uppdraget som museikoordinator;Moderator//NN|UTR|SIN|IND|NOM//nsubj//2 var//VB|PRT|AKT//cop//2 Anna//PM|NOM//ROOT//2 Rygård//PM|NOM//flat:name//2 .//MAD//punct//2

Lena Adelsohn Liljeroths anförande;I//PP//advmod//2 dag//NN|UTR|SIN|IND|NOM//fixed//0 har//VB|PRS|AKT//aux//6 vi//PN|UTR|PLU|DEF|SUB//nsubj//6 från//PP//case//5 Kulturdepartementet//NN|NEU|SIN|DEF|NOM//obl//6 bjudit//VB|SUP|AKT//ROOT//6 in//PL//compound:prt//6 er//PN|UTR|PLU|DEF|OBJ//obj//6 alla//DT|UTR/NEU|PLU|IND/DEF//obj//6 –//RG|NOM//punct//6 omkring//AB//advmod//12 70//RG|NOM//nummod//13 personer//NN|UTR|PLU|IND|NOM//obl//6 från//PP//case//17 en//DT|UTR|SIN|IND//det//17 lång//JJ|POS|UTR|SIN|IND|NOM//amod//17 rad//NN|UTR|SIN|IND|NOM//nmod//19 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//19 institutioner//NN|UTR|PLU|IND|NOM//appos//13 i//PP//case//21 Sverige//PM|NOM//nmod//19 –//RG|NOM//punct//25 för//PP//mark//25 att//IE//mark//25 diskutera//VB|INF|AKT//advcl//6 uppdraget//NN|NEU|SIN|DEF|NOM//obj//25 för//PP//case//29 en//DT|UTR|SIN|IND//det//29 koordinator//NN|UTR|SIN|IND|NOM//obl//25 för//PP//case//31 museisektorn//NN|UTR|SIN|DEF|NOM//nmod//29 och//KN//cc//37 hur//HA//advmod//37 vi//PN|UTR|PLU|DEF|SUB//nsubj//37 ska//VB|PRS|AKT//aux//37 kunna//VB|INF|AKT//aux//37 samverka//VB|INF|AKT//conj//6 bättre//AB|KOM//advmod//37 .//MAD//punct//6
Lena Adelsohn Liljeroths anförande;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//42 är//VB|PRS|AKT//cop//42 roligt//JJ|POS|NEU|SIN|IND|NOM//parataxis//6 att//IE//mark//45 få//VB|INF|AKT//aux//45 träffa//VB|INF|AKT//csubj//42 så//AB//advmod//47 många//PN|UTR/NEU|PLU|IND|SUB/OBJ//obj//45 av//PP//case//49 er//PN|UTR|PLU|DEF|OBJ//obl//45 ur//PP//case//51 museisektorn//NN|UTR|SIN|DEF|NOM//obl//45 samlade//VB|PRT|AKT//conj//42 på//PP//case//57 en//DT|UTR|SIN|IND//det//57 och//KN//fixed//54 samma//DT|UTR/NEU|SIN/PLU|IND//fixed//54 gång//NN|UTR|SIN|IND|NOM//obl//52 för//PP//case//60 ett//DT|NEU|SIN|IND//det//60 samtal//NN|NEU|SIN|IND|NOM//nmod//57 .//MAD//punct//42
Lena Adelsohn Liljeroths anförande;Några//PN|UTR/NEU|PLU|IND|SUB/OBJ//obj//65 av//PP//case//64 er//PN|UTR|PLU|DEF|OBJ//nmod//62 känner//VB|PRS|AKT//parataxis//42 jag//PN|UTR|SIN|DEF|SUB//nsubj//65 igen//PL//advmod//65 ,//MID//punct//72 andra//PN|UTR/NEU|PLU|IND|SUB/OBJ//nsubj//72 är//VB|PRS|AKT//cop//72 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//72 ansikten//NN|NEU|PLU|IND|NOM//obl//65 .//MAD//punct//42
Lena Adelsohn Liljeroths anförande;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//4 här//AB//fixed//0 är//VB|PRS|AKT//cop//4 första//RO|NOM//amod//4 gången//NN|UTR|SIN|DEF|NOM//ROOT//4 som//HP|-|-|-//obl//7 vi//PN|UTR|PLU|DEF|SUB//nsubj//7 ses//VB|PRS|SFO//acl:relcl//4 så//AB//advmod//7 här//AB//fixed//8 ,//MID//punct//4 men//KN//cc//13 jag//PN|UTR|SIN|DEF|SUB//nsubj//13 hoppas//VB|PRS|SFO//conj//4 att//SN//mark//17 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//17 kan//VB|PRS|AKT//aux//17 bli//VB|INF|AKT//ccomp//13 fler//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//19 tillfällen//NN|NEU|PLU|IND|NOM//nsubj//17 då//HA//advmod//23 vi//PN|UTR|PLU|DEF|SUB//nsubj:pass//23 kan//VB|PRS|AKT//aux//23 samlas//VB|INF|SFO//acl:relcl//19 för//PP//mark//27 att//IE//mark//27 kunna//VB|INF|AKT//aux//27 diskutera//VB|INF|AKT//advcl//23 gemensamma//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//29 frågor//NN|UTR|PLU|IND|NOM//obj//27 tillsammans//AB//advmod//27 .//MAD//punct//4
Lena Adelsohn Liljeroths anförande;Mitt//PS|NEU|SIN|DEF//nmod:poss//33 förhållningssätt//NN|NEU|SIN|IND|NOM//nsubj//39 inom//PP//case//35 politiken//NN|UTR|SIN|DEF|NOM//nmod//33 är//VB|PRS|AKT//cop//39 att//IE//mark//39 vara//VB|INF|AKT//cop//39 lyssnande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//parataxis//4 .//MID//punct//39
Lena Adelsohn Liljeroths anförande;Inte//AB//advmod//46 för//PP//mark//46 att//SN//mark//46 jag//PN|UTR|SIN|DEF|SUB//nsubj//46 inte//AB//advmod//46 vet//VB|PRS|AKT//conj//39 vad//HP|NEU|SIN|IND//obj//49 jag//PN|UTR|SIN|DEF|SUB//nsubj//49 vill//VB|PRS|AKT//ccomp//46 ,//MID//punct//52 jag//PN|UTR|SIN|DEF|SUB//nsubj//52 vet//VB|PRS|AKT//conj//39 rätt//AB//advmod//54 väl//AB|POS//advmod//52 vad//HP|NEU|SIN|IND//obj//57 jag//PN|UTR|SIN|DEF|SUB//nsubj//57 vill//VB|PRS|AKT//ccomp//52 ,//MID//punct//65 utan//KN//cc//65 för//PP//mark//65 att//SN//fixed//60 man//PN|UTR|SIN|IND|SUB//nsubj//65 alltid//AB//advmod//65 kan//VB|PRS|AKT//aux//65 lära//VB|INF|AKT//conj//39 mer//AB|KOM//advmod//65 och//KN//fixed//66 för//PP//mark//72 att//SN//fixed//68 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//72 alltid//AB//advmod//72 finns//VB|PRS|SFO//advcl//65 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//74 infallsvinklar//NN|UTR|PLU|IND|NOM//nsubj//72 .//MAD//punct//39
Lena Adelsohn Liljeroths anförande;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//1 går//VB|PRS|AKT//ROOT//1 inte//AB//advmod//1 att//IE//mark//4 föra//VB|INF|AKT//csubj//1 en//DT|UTR|SIN|IND//det//6 kulturpolitik//NN|UTR|SIN|IND|NOM//obj//4 som//HP|-|-|-//nsubj:pass//10 inte//AB//advmod//10 är//VB|PRS|AKT//cop//10 förankrad//PC|PRF|UTR|SIN|IND|NOM//acl:relcl//6 hos//PP//case//13 de//DT|UTR/NEU|PLU|DEF//det//13 institutioner//NN|UTR|PLU|IND|NOM//obl//10 som//HP|-|-|-//nsubj//16 är//VB|PRS|AKT//cop//16 berörda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//acl:relcl//13 .//MAD//punct//1
Lena Adelsohn Liljeroths anförande;De//DT|UTR/NEU|PLU|DEF//det//20 bästa//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//20 resultaten//NN|NEU|PLU|DEF|NOM//obj//21 når//VB|PRS|AKT//parataxis//1 man//PN|UTR|SIN|IND|SUB//nsubj//21 alltid//AB//advmod//21 när//HA//mark//27 man//PN|UTR|SIN|IND|SUB//nsubj//27 är//VB|PRS|AKT//cop//27 överens//PL//advcl//21 om//PP//case//29 mål//NN|NEU|SIN|IND|NOM//obl//27 och//KN//cc//31 riktning//NN|UTR|SIN|IND|NOM//conj//29 .//MAD//punct//1
Lena Adelsohn Liljeroths anförande;Men//KN//cc//37 inget//PN|NEU|SIN|IND|SUB/OBJ//nsubj//37 är//VB|PRS|AKT//cop//37 så//AB//advmod//37 bra//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//1 att//SN//mark//42 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//42 inte//AB//advmod//42 kan//VB|PRS|AKT//aux//42 bli//VB|INF|AKT//ccomp//37 bättre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//xcomp//42 .//MAD//punct//1
Lena Adelsohn Liljeroths anförande;Förändring//NN|UTR|SIN|IND|NOM//nsubj//50 behöver//VB|PRS|AKT//aux//50 inte//AB//advmod//50 vara//VB|INF|AKT//cop//50 ett//DT|NEU|SIN|IND//det//50 hot//NN|NEU|SIN|IND|NOM//parataxis//1 ,//MID//punct//56 även//AB//mark//56 om//SN//fixed//52 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//56 ibland//AB//advmod//56 utmålas//VB|PRS|SFO//acl:relcl//50 så//AB//advmod//56 .//MAD//punct//1
Lena Adelsohn Liljeroths anförande;I//PP//case//5 går//AB//fixed//0 (//PAD//punct//0 den//DT|UTR|SIN|DEF//det//5 22//RG|NOM//nummod//5 februari//NN|UTR|SIN|IND|NOM//obl//11 2007//RG|NOM//nummod//5 ,//MID//punct//5 reds//NN|UTR|SIN|IND|GEN//amod//9 anm.//NN|AN//appos//5 )//PAD//punct//5 fattade//VB|PRT|AKT//ROOT//11 vi//PN|UTR|PLU|DEF|SUB//nsubj//11 i//PP//case//14 regeringen//NN|UTR|SIN|DEF|NOM//obl//11 beslut//NN|NEU|SIN|IND|NOM//obj//11 om//PP//mark//18 att//IE//mark//18 tillsätta//VB|INF|AKT//advcl//11 en//DT|UTR|SIN|IND//det//20 koordinator//NN|UTR|SIN|IND|NOM//obj//18 för//PP//case//22 museisektorn//NN|UTR|SIN|DEF|NOM//nmod//20 ,//MID//punct//27 vilket//HP|NEU|SIN|IND//obj//27 vi//PN|UTR|PLU|DEF|SUB//nsubj//27 tidigare//AB|KOM//advmod//27 meddelat//VB|SUP|AKT//advcl//18 i//PP//case//29 budgetpropositionen//NN|UTR|SIN|DEF|NOM//obl//27 .//MAD//punct//11
Lena Adelsohn Liljeroths anförande;Christina//PM|NOM//discourse//42 von//PM|NOM//flat:name//31 Arbin//PM|NOM//flat:name//31 ,//MID//punct//35 överintendent//NN|UTR|SIN|IND|NOM//conj//31 för//PP//case//39 Statens//NN|UTR|SIN|DEF|GEN//nmod:poss//39 försvarshistoriska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//39 museer//NN|NEU|PLU|IND|NOM//nmod//35 ,//MID//punct//42 är//VB|PRS|AKT//cop//42 den//PN|UTR|SIN|DEF|SUB/OBJ//conj//11 som//HP|-|-|-//nsubj//45 har//VB|PRS|AKT//aux//45 fått//VB|SUP|AKT//acl:relcl//42 uppdraget//NN|NEU|SIN|DEF|NOM//obj//45 .//MAD//punct//11
Lena Adelsohn Liljeroths anförande;Några//PN|UTR/NEU|PLU|IND|SUB/OBJ//nsubj//4 av//PP//case//2 er//PN|UTR|PLU|DEF|OBJ//nmod//0 kanske//AB//advmod//4 undrar//VB|PRS|AKT//ROOT//4 vad//HP|NEU|SIN|IND//dislocated//8 vi//PN|UTR|PLU|DEF|SUB//nsubj//8 ska//VB|PRS|AKT//aux//8 prata//VB|INF|AKT//ccomp//4 om//PP//compound:prt//8 i//PP//advmod//8 dag//NN|UTR|SIN|IND|NOM//fixed//10 ,//MID//punct//8 om//SN//mark//17 beslutet//NN|NEU|SIN|DEF|NOM//nsubj//17 redan//AB//advmod//17 är//VB|PRS|AKT//cop//17 fattat//PC|PRF|NEU|SIN|IND|NOM//advcl//8 och//KN//cc//22 Christina//PM|NOM//nsubj//22 redan//AB//advmod//22 har//VB|PRS|AKT//aux//22 fått//VB|SUP|AKT//conj//17 uppdraget//NN|NEU|SIN|DEF|NOM//obj//22 .//MAD//punct//4
Lena Adelsohn Liljeroths anförande;Då//AB//advmod//28 kan//VB|PRS|AKT//aux//28 jag//PN|UTR|SIN|DEF|SUB//nsubj//28 konstatera//VB|INF|AKT//parataxis//4 att//SN//mark//31 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//31 finns//VB|PRS|SFO//ccomp//28 mycket//PN|NEU|SIN|IND|SUB/OBJ//advmod//31 kvar//PL//advmod//31 att//IE//mark//35 prata//VB|INF|AKT//csubj//31 om//PP//compound:prt//35 .//MAD//punct//28
Lena Adelsohn Liljeroths anförande;De//DT|UTR/NEU|PLU|DEF//det//1 direktiv//NN|NEU|PLU|IND|NOM//nsubj//6 som//HP|-|-|-//nsubj//3 beskriver//VB|PRS|AKT//acl:relcl//1 Christinas//NN|UTR|PLU|DEF|GEN//nmod:poss//5 uppdrag//NN|NEU|SIN|IND|NOM//nsubj//6 ger//VB|PRS|AKT//ROOT//6 en//DT|UTR|SIN|IND//det//8 inriktning//NN|UTR|SIN|IND|NOM//obj//6 ,//MID//punct//6 men//KN//cc//12 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//12 finns//VB|PRS|SFO//conj//6 inga//DT|UTR/NEU|PLU|IND//det//14 detaljer//NN|UTR|PLU|IND|NOM//nsubj//12 och//KN//cc//18 heller//AB//advmod//18 inte//AB//advmod//18 beskrivet//VB|SUP|AKT//conj//12 närmare//AB|KOM//advmod//18 hur//HA//advmod//25 det//DT|NEU|SIN|DEF//det//23 här//AB//fixed//21 uppdraget//NN|NEU|SIN|DEF|NOM//nsubj:pass//25 ska//VB|PRS|AKT//aux//25 utföras//VB|INF|SFO//ccomp//18 .//MAD//punct//6
Lena Adelsohn Liljeroths anförande;Det//PN|NEU|SIN|DEF|SUB/OBJ//obj//31 vill//VB|PRS|AKT//aux//31 vi//PN|UTR|PLU|DEF|SUB//nsubj//31 nämligen//AB//advmod//31 diskutera//VB|INF|AKT//parataxis//6 tillsammans//AB//advmod//34 med//PP//case//34 er//PN|UTR|PLU|DEF|OBJ//obl//31 som//HP|-|-|-//nsubj//38 är//VB|PRS|AKT//cop//38 här//AB//advmod//36 i//PP//acl:relcl//34 dag//NN|UTR|SIN|IND|NOM//fixed//38 .//MAD//punct//31
Lena Adelsohn Liljeroths anförande;Jag//PN|UTR|SIN|DEF|SUB//nsubj//2 vill//VB|PRS|AKT//aux//2 börja//VB|INF|AKT//ROOT//2 med//PP//mark//5 att//IE//mark//5 säga//VB|INF|AKT//advcl//2 någonting//PN|NEU|SIN|IND|SUB/OBJ//obj//5 om//PP//mark//10 hur//HA//advmod//10 jag//PN|UTR|SIN|DEF|SUB//nsubj//10 ser//VB|PRS|AKT//advcl//5 på//PP//case//13 våra//PS|UTR/NEU|PLU|DEF//nmod:poss//13 museer//NN|NEU|PLU|IND|NOM//obl//10 och//KN//cc//16 min//PS|UTR|SIN|DEF//nmod:poss//16 tanke//NN|UTR|SIN|IND|NOM//conj//13 kring//PP//case//18 detta//PN|NEU|SIN|DEF|SUB/OBJ//nmod//16 med//PP//mark//21 att//IE//mark//21 tillsätta//VB|INF|AKT//acl//16 en//DT|UTR|SIN|IND//det//23 museikoordinator//NN|UTR|SIN|IND|NOM//obj//21 .//MAD//punct//2
Lena Adelsohn Liljeroths anförande;Om//SN//mark//28 jag//PN|UTR|SIN|DEF|SUB//nsubj//28 får//VB|PRS|AKT//aux//28 bli//VB|INF|AKT//advcl//2 lite//AB|POS//advmod//30 högtidlig//JJ|POS|UTR|SIN|IND|NOM//xcomp//28 ://MID//punct//28
Lena Adelsohn Liljeroths anförande;Min//PS|UTR|SIN|DEF//nmod:poss//35 och//KN//cc//34 alliansens//NN|UTR|SIN|DEF|GEN//nmod:poss//35 vision//NN|UTR|SIN|IND|NOM//nsubj//40 för//PP//case//38 hela//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//38 kulturpolitiken//NN|UTR|SIN|DEF|NOM//nmod//35 är//VB|PRS|AKT//cop//40 tydlig//JJ|POS|UTR|SIN|IND|NOM//parataxis//28 .//MID//punct//40
Lena Adelsohn Liljeroths anförande;Kultur//NN|UTR|SIN|IND|NOM//nsubj//44 är//VB|PRS|AKT//cop//44 livsviktigt//JJ|POS|NEU|SIN|IND|NOM//parataxis//40 ,//MID//punct//44 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//47 handlar//VB|PRS|AKT//conj//44 om//PP//case//49 kreativitet//NN|UTR|SIN|IND|NOM//obl//47 ,//MID//punct//51 bildning//NN|UTR|SIN|IND|NOM//conj//49 ,//MID//punct//53 upplevelser//NN|UTR|PLU|IND|NOM//conj//49 ,//MID//punct//55 tankeutbyte//NN|NEU|SIN|IND|NOM//conj//49 och//KN//cc//57 engagemang//NN|NEU|SIN|IND|NOM//conj//49 .//MAD//punct//44
Lena Adelsohn Liljeroths anförande;Kultur//NN|UTR|SIN|IND|NOM//nsubj//60 handlar//VB|PRS|AKT//conj//44 om//PP//case//62 människor//NN|UTR|PLU|IND|NOM//obl//60 och//KN//cc//65 deras//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//65 liv//NN|NEU|PLU|IND|NOM//conj//62 och//KN//cc//67 betonar//VB|PRS|AKT//conj//60 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//69 värden//NN|NEU|PLU|IND|NOM//obj//67 än//KN//mark//71 sådana//PN|UTR/NEU|PLU|IND|SUB/OBJ//acl//69 som//HP|-|-|-//nsubj:pass//74 vanligtvis//AB//advmod//74 betraktas//VB|PRS|SFO//acl:relcl//71 som//KN//mark//77 strikt//AB|POS//advmod//77 materiella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//xcomp//74 .//MID//punct//60
Lena Adelsohn Liljeroths anförande;Kultur//NN|UTR|SIN|IND|NOM//nsubj//80 har//VB|PRS|AKT//conj//2 därför//AB//advmod//80 en//DT|UTR|SIN|IND//det//84 avgörande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//84 betydelse//NN|UTR|SIN|IND|NOM//obj//80 för//PP//case//90 ett//DT|NEU|SIN|IND//det//90 humanistiskt//JJ|POS|NEU|SIN|IND|NOM//amod//90 och//KN//cc//89 demokratiskt//JJ|POS|NEU|SIN|IND|NOM//conj//87 samhälle//NN|NEU|SIN|IND|NOM//obl//80 .//MAD//punct//2
Lena Adelsohn Liljeroths anförande;När//HA//mark//2 jag//PN|UTR|SIN|DEF|SUB//nsubj//2 får//VB|PRS|AKT//advcl//9 frågan//NN|UTR|SIN|DEF|NOM//obj//2 ”//PM|NOM//punct//2 vad//HP|NEU|SIN|IND//obj//9 är//VB|PRS|AKT//cop//5 kultur//NN|UTR|SIN|IND|NOM//nsubj//5 ”//PAD//punct//5 brukar//VB|PRS|AKT//ROOT//9 jag//PN|UTR|SIN|DEF|SUB//nsubj//9 tala//VB|INF|AKT//xcomp//9 om//PP//case//14 ”//PAD//punct//14 föda//NN|UTR|SIN|IND|NOM//obl//11 och//KN//cc//16 språngbräda//NN|UTR|SIN|IND|NOM//conj//14 för//PP//case//18 själen//NN|UTR|SIN|DEF|NOM//nmod//16 ”//PM|NOM//punct//9 .//MAD//punct//9
Lena Adelsohn Liljeroths anförande;Alla//PN|UTR/NEU|PLU|IND|SUB/OBJ//nsubj//22 har//VB|PRS|AKT//parataxis//9 sin//PS|UTR|SIN|DEF//nmod:poss//26 egen//JJ|POS|UTR|SIN|IND/DEF|NOM//amod//26 personliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//26 tolkning//NN|UTR|SIN|IND|NOM//obj//22 ,//MID//punct//32 men//KN//cc//32 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//32 här//AB//fixed//29 är//VB|PRS|AKT//cop//32 den//PN|UTR|SIN|DEF|SUB/OBJ//conj//22 som//HP|-|-|-//obj//36 jag//PN|UTR|SIN|DEF|SUB//nsubj//36 gärna//AB|POS//advmod//36 använder//VB|PRS|AKT//acl:relcl//32 .//MAD//punct//22
Lena Adelsohn Liljeroths anförande;Vi//PN|UTR|PLU|DEF|SUB//nsubj//40 människor//NN|UTR|PLU|IND|NOM//nsubj//40 har//VB|PRS|AKT//parataxis//22 behov//NN|NEU|SIN|IND|NOM//obj//40 av//PP//case//43 gemenskap//NN|UTR|SIN|IND|NOM//nmod//41 och//KN//cc//47 av//PP//mark//47 att//IE//mark//47 känna//VB|INF|AKT//conj//40 tillhörighet//NN|UTR|SIN|IND|NOM//obj//47 .//MID//punct//47
Lena Adelsohn Liljeroths anförande;Kultur//NN|UTR|SIN|IND|NOM//nsubj//53 och//KN//cc//52 kulturarvet//NN|NEU|SIN|DEF|NOM//conj//50 har//VB|PRS|AKT//conj//22 förmågan//NN|UTR|SIN|DEF|NOM//obj//53 att//IE//mark//56 skapa//VB|INF|AKT//acl//54 just//AB//advmod//58 detta//PN|NEU|SIN|DEF|SUB/OBJ//obj//56 .//MAD//punct//22
