På tröskeln till lönearbete;Diskriminering//NN|UTR|SIN|IND|NOM//ROOT//0 ,//MID//punct//2 exkludering//NN|UTR|SIN|IND|NOM//conj//0 och//KN//cc//4 underordning//NN|UTR|SIN|IND|NOM//conj//0 av//PP//case//6 personer//NN|UTR|PLU|IND|NOM//nmod//4 med//PP//case//9 utländsk//JJ|POS|UTR|SIN|IND|NOM//amod//9 bakgrund//NN|UTR|SIN|IND|NOM//nmod//6
Förord;Denna//DT|UTR|SIN|DEF//det//47 normalitet//NN|UTR|SIN|IND|NOM//nsubj//48 existerar//VB|PRS|AKT//parataxis//37 dock//AB//advmod//48 inte//AB//advmod//48 utan//PP//case//54 samhällets//NN|NEU|SIN|DEF|GEN//nmod:poss//54 institutionella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//54 reproduktion//NN|UTR|SIN|IND|NOM//obl//48 och//KN//cc//57 ”//PAD//punct//57 grindvakters//NN|UTR|PLU|IND|GEN//conj//54 ”//PM|NOM//punct//48 agerande//NN|NEU|SIN|IND|NOM//xcomp//48 .//MAD//punct//48
Förord;Personer//NN|UTR|PLU|IND|NOM//nsubj//80 med//PP//case//64 institutionell//JJ|POS|UTR|SIN|IND|NOM//amod//64 makt//NN|UTR|SIN|IND|NOM//nmod//61 ,//MID//punct//68 s.k.//AB|AN//amod//68 ”//PAD//punct//68 grindvakter//NN|UTR|PLU|IND|NOM//conj//61 ”//RG|NOM//punct//68 ,//MID//punct//68 som//KN//mark//73 exempelvis//AB//advmod//73 personalansvariga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//acl:relcl//68 i//PP//case//79 ett//DT|NEU|SIN|IND//det//79 privat//JJ|POS|NEU|SIN|IND|NOM//amod//79 eller//KN//cc//78 offentligt//JJ|POS|NEU|SIN|IND|NOM//conj//76 företag//NN|NEU|SIN|IND|NOM//nmod//73 spelar//VB|PRS|AKT//conj//48 en//DT|UTR|SIN|IND//det//83 central//JJ|POS|UTR|SIN|IND|NOM//amod//83 roll//NN|UTR|SIN|IND|NOM//obj//80 för//PP//case//85 diskriminering//NN|UTR|SIN|IND|NOM//obl//80 av//PP//case//87 personer//NN|UTR|PLU|IND|NOM//nmod//85 med//PP//case//89 invandrarbakgrund//NN|UTR|SIN|IND|NOM//nmod//87 .//MAD//punct//80
Förord;Samtidigt//AB//advmod//92 agerar//VB|PRS|AKT//parataxis//4 dessa//DT|UTR/NEU|PLU|DEF//det//94 aktörer//NN|UTR|PLU|IND|NOM//obj//92 i//PP//case//98 en//DT|UTR|SIN|IND//det//98 institutionell//JJ|POS|UTR|SIN|IND|NOM//amod//98 miljö//NN|UTR|SIN|IND|NOM//nmod//94 där//HA//advmod//101 etablerade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//101 regler//NN|UTR|PLU|IND|NOM//appos//94 ,//MID//punct//103 rutiner//NN|UTR|PLU|IND|NOM//conj//101 och//KN//cc//105 normer//NN|UTR|PLU|IND|NOM//conj//101 ger//VB|PRS|AKT//conj//92 dessa//DT|UTR/NEU|PLU|DEF//det//109 individer//NN|UTR|PLU|IND|NOM//amod//109 möjlighet//NN|UTR|SIN|IND|NOM//obj//4 att//IE//mark//111 diskriminera//VB|INF|AKT//acl//109 och//KN//cc//113 exkludera//VB|INF|AKT//conj//111 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//118 ”//PAD//punct//116 oönskade//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//118 ”//PAD//punct//116 grupper//NN|UTR|PLU|IND|NOM//obj//113 .//MAD//punct//4
Förord;Ett//DT|NEU|SIN|IND//det//2 viktigt//JJ|POS|NEU|SIN|IND|NOM//amod//2 resultat//NN|NEU|SIN|IND|NOM//nsubj//45 av//PP//case//5 denna//DT|UTR|SIN|DEF//det//5 antologi//NN|UTR|SIN|IND|NOM//nmod//2 är//VB|PRS|AKT//cop//2 att//SN//mark//17 rasism//NN|UTR|SIN|IND|NOM//nsubj//17 ,//MID//punct//10 diskriminering//NN|UTR|SIN|IND|NOM//conj//8 och//KN//cc//12 underordning//NN|UTR|SIN|IND|NOM//conj//8 av//PP//case//14 personer//NN|UTR|PLU|IND|NOM//nmod//12 med//PP//case//16 invandrarbakgrund//NN|UTR|SIN|IND|NOM//nmod//14 förstärks//VB|PRS|SFO//csubj//2 genom//PP//mark//20 ”//PM|NOM//punct//20 spill//NN|NEU|SIN|IND|NOM//obl//17 over”-effekter//RG|NOM//obj//20 .//MAD//punct//2
Förord;"Detta//PN|NEU|SIN|DEF|SUB/OBJ//obj//26 har//VB|PRS|AKT//aux//26 vi//PN|UTR|PLU|DEF|SUB//nsubj//26 diskuterat//VB|SUP|AKT//parataxis//2 i//PP//case//30 utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//30 tidigare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//30 publikationer//NN|UTR|PLU|IND|NOM//obl//26 (//PAD//punct//30 bl.a.//AB|AN//advmod//33 SOU//PM|NOM//appos//30 2005:69//RG|NOM//conj//33 ;//MID//punct//30"
Förord;"SOU//PM|NOM//appos//30 2006:30//RG|NOM//conj//30 ;//MID//punct//26"
Förord;SOU//PM|NOM//nmod//2 2006:40//RG|NOM//nmod//39 )//PAD//punct//39 .//MAD//punct//2
Förord;Spill//PC|PRF|NEU|SIN|IND|NOM//nmod//2 over-effekter//NN|NEU|SIN|IND|NOM//obj//43 innebär//VB|PRS|AKT//ROOT//45 att//SN//mark//60 flera//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//51 parallella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//51 och//KN//cc//50 interagerande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//48 processer//NN|UTR|PLU|IND|NOM//nsubj//60 i//PP//case//54 ett//DT|NEU|SIN|IND//det//54 område//NN|NEU|SIN|IND|NOM//nmod//51 ,//MID//punct//58 som//KN//case//58 t.ex.//AB|AN//advmod//58 utbildningssystemet//NN|NEU|SIN|DEF|NOM//appos//51 ,//MID//punct//60 får//VB|PRS|AKT//ccomp//45 konsekvenser//NN|UTR|PLU|IND|NOM//obj//60 i//PP//case//64 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//64 områden//NN|NEU|PLU|IND|NOM//nmod//61 ,//MID//punct//64 som//KN//case//68 t.ex.//AB|AN//advmod//68 arbetsmarknaden//NN|UTR|SIN|DEF|NOM//acl:relcl//64 .//MAD//punct//45
Förord;Därmed//AB//advmod//73 är//VB|PRS|AKT//cop//73 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//73 svårt//JJ|POS|NEU|SIN|IND|NOM//parataxis//45 att//IE//mark//75 hitta//VB|INF|AKT//csubj//73 en//DT|UTR|SIN|IND//det//78 central//JJ|POS|UTR|SIN|IND|NOM//amod//78 kärna//NN|UTR|SIN|IND|NOM//obj//75 som//HP|-|-|-//nsubj//81 ensam//JJ|POS|UTR|SIN|IND|NOM//advmod//81 utgör//VB|PRS|AKT//acl:relcl//78 orsaken//NN|UTR|SIN|DEF|NOM//obj//81 till//PP//case//84 diskriminering//NN|UTR|SIN|IND|NOM//obl//81 .//MAD//punct//73
Förord;Samtidigt//AB//advmod//87 finns//VB|PRS|SFO//parataxis//73 orsaker//NN|UTR|PLU|IND|NOM//nsubj//87 som//HP|-|-|-//nsubj//90 fungerar//VB|PRS|AKT//acl:relcl//88 på//PP//case//94 ett//DT|NEU|SIN|IND//det//94 genomgripande//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//94 sätt//NN|NEU|SIN|IND|NOM//obl//90 .//MAD//punct//87
Förord;Kolonialismen//NN|UTR|SIN|DEF|NOM//nsubj//98 är//VB|PRS|AKT//cop//98 en//PN|UTR|SIN|IND|SUB/OBJ//conj//87 av//PP//case//101 dessa//DT|UTR/NEU|PLU|DEF//det//101 orsaker//NN|UTR|PLU|IND|NOM//nmod//98 vilket//HP|NEU|SIN|IND//nsubj//104 är//VB|PRS|AKT//cop//104 väldokumenterat//PC|PRF|NEU|SIN|IND|NOM//acl:relcl//101 inom//PP//case//106 forskningen//NN|UTR|SIN|DEF|NOM//obl//104 .//MAD//punct//98
Förord;Att//SN//mark//117 rasistiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//110 föreställningar//NN|UTR|PLU|IND|NOM//nsubj:pass//117 om//PP//mark//117 ”//PM|NOM//punct//117 de//DT|UTR/NEU|PLU|DEF//det//115 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//115 ”//RG|NOM//nsubj:pass//117 har//VB|PRS|AKT//aux//117 gjorts//VB|SUP|SFO//acl//98 till//PP//case//121 normala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//121 ”//PAD//nmod//121 sanningar//NN|UTR|PLU|IND|NOM//obl//117 ”//RG|NOM//punct//121 ,//MID//punct//132 inte//AB//advmod//132 minst//AB|SUV//advmod//129 med//PP//case//129 hjälp//NN|UTR|SIN|IND|NOM//fixed//126 av//PP//fixed//126 vetenskaperna//NN|UTR|PLU|DEF|NOM//obl//132 är//VB|PRS|AKT//cop//132 en//DT|UTR|SIN|IND//det//132 annan//JJ|POS|UTR|SIN|IND|NOM//conj//117 .//MAD//punct//117
Förord;En//DT|UTR|SIN|IND//det//137 tredje//RO|NOM//amod//137 genomgripande//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//137 aspekt//NN|UTR|SIN|IND|NOM//conj//117 är//VB|PRS|AKT//cop//137 att//SN//mark//149 dessa//DT|UTR/NEU|PLU|DEF//det//141 föreställningar//NN|UTR|PLU|IND|NOM//nsubj//149 inte//AB//advmod//143 enbart//AB//advmod//149 och//KN//cc//148 av//PP//case//148 sin//PS|UTR|SIN|DEF//nmod:poss//148 egen//JJ|POS|UTR|SIN|IND/DEF|NOM//amod//148 kraft//NN|UTR|SIN|IND|NOM//conj//143 leder//VB|PRS|AKT//csubj//137 till//PP//case//152 negativ//JJ|POS|UTR|SIN|IND|NOM//amod//152 särbehandling//NN|UTR|SIN|IND|NOM//obl//149 av//PP//case//155 andrafierade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//155 grupper//NN|UTR|PLU|IND|NOM//nmod//152 .//MID//punct//98
Förord;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//158 finns//VB|PRS|SFO//parataxis//98 samtidigt//AB//advmod//160 reella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//161 intressekonflikter//NN|UTR|PLU|IND|NOM//nsubj//158 i//PP//case//163 världen//NN|UTR|SIN|DEF|NOM//nmod//161 som//HP|-|-|-//nsubj//165 gör//VB|PRS|AKT//acl:relcl//161 att//SN//mark//169 dessa//DT|UTR/NEU|PLU|DEF//det//168 föreställningar//NN|UTR|PLU|IND|NOM//nsubj:pass//169 reproduceras//VB|PRS|SFO//ccomp//165 .//MAD//punct//158
Förord;Med//PP//case//173 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//173 ord//NN|NEU|PLU|IND|NOM//obl//158 ,//MID//punct//173 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//176 finns//VB|PRS|SFO//conj//158 grupper//NN|UTR|PLU|IND|NOM//nsubj//176 som//HP|-|-|-//nsubj:pass//179 gynnas//VB|PRS|SFO//acl:relcl//177 av//PP//mark//182 att//IE//mark//182 andrafiera//VB|INF|AKT//advcl//179 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//184 människor//NN|UTR|PLU|IND|NOM//obj//182 och//KN//cc//187 därmed//AB//advmod//187 påtvinga//VB|INF|AKT//conj//182 dem//PN|UTR/NEU|PLU|DEF|OBJ//iobj//187 en//DT|UTR|SIN|IND//det//191 underordnad//PC|PRF|UTR|SIN|IND|NOM//amod//191 position//NN|UTR|SIN|IND|NOM//obj//187 i//PP//case//193 samhället//NN|NEU|SIN|DEF|NOM//nmod//191 .//MAD//punct//158
Förord;Ett//DT|NEU|SIN|IND//det//196 exempel//NN|NEU|SIN|IND|NOM//nsubj//203 på//PP//case//198 detta//PN|NEU|SIN|DEF|SUB/OBJ//nmod//196 är//VB|PRS|AKT//cop//203 den//DT|UTR|SIN|DEF//det//203 växande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//203 irreguljära//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//203 arbetsmarknaden//NN|UTR|SIN|DEF|NOM//conj//158 i//PP//case//205 Europa//PM|NOM//nmod//203 som//HP|-|-|-//nsubj//207 gynnar//VB|PRS|AKT//acl:relcl//205 arbetsgivarna//NN|UTR|PLU|DEF|NOM//obj//207 .//MID//punct//158
Förord;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//211 finns//VB|PRS|SFO//parataxis//158 massor//NN|UTR|PLU|IND|NOM//nsubj//211 av//PP//case//214 människor//NN|UTR|PLU|IND|NOM//nmod//212 i//PP//case//217 dagens//NN|UTR|SIN|DEF|GEN//nmod:poss//217 Europa//PM|NOM//obl//211 som//HP|-|-|-//nsubj//219 saknar//VB|PRS|AKT//acl:relcl//217 något//PN|NEU|SIN|IND|SUB/OBJ//det//224 som//KN//fixed//220 helst//AB|SUV//fixed//221 lagligt//JJ|POS|NEU|SIN|IND|NOM//amod//224 skydd//NN|NEU|SIN|IND|NOM//obj//219 som//KN//case//226 löntagare//NN|UTR|SIN|IND|NOM//nmod//224 vilka//HP|UTR/NEU|PLU|IND//nsubj//229 ofta//AB|POS//advmod//229 lever//VB|PRS|AKT//acl:relcl//226 under//PP//case//231 existensminimum//NN|UTR|SIN|IND|NOM//obl//229 .//MAD//punct//98
Förord;Samma//DT|UTR/NEU|SIN/PLU|IND//det//1 exempel//NN|NEU|SIN|IND|NOM//nsubj:pass//3 kan//VB|PRS|AKT//aux//3 användas//VB|INF|SFO//ROOT//3 för//PP//mark//6 att//IE//mark//6 åskådliggöra//VB|INF|AKT//advcl//3 ”//PAD//punct//9 spill-over”-//NN|UTR|PLU|IND|GEN//amod//9 effekter//NN|UTR|PLU|IND|NOM//obj//6 av//PP//case//12 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//12 samhällsområden//NN|NEU|PLU|IND|NOM//nmod//9 på//PP//case//14 arbetsmarkanden//NN|NEU|PLU|DEF|NOM//nmod//9 .//MAD//punct//3
Förord;Dessa//DT|UTR/NEU|PLU|DEF//det//17 människors//NN|UTR|PLU|IND|GEN//nmod:poss//19 miserabla//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//19 levnadsvillkor//NN|NEU|PLU|IND|NOM//nsubj//23 i//PP//case//22 dagens//NN|UTR|SIN|DEF|GEN//nmod:poss//22 Europa//PM|NOM//nmod//19 förstärks//VB|PRS|SFO//parataxis//3 av//PP//case//27 de//DT|UTR/NEU|PLU|DEF//det//27 strikta//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//27 immigrationsbestämmelserna//NN|UTR|PLU|DEF|NOM//obl//23 som//HP|-|-|-//nsubj:pass//29 beslutas//VB|PRS|SFO//acl:relcl//27 av//PP//case//32 sittande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//32 politiker//NN|UTR|PLU|IND|NOM//obl:agent//29 i//PP//case//35 europeiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//35 parlament//NN|NEU|PLU|IND|NOM//nmod//32 och//KN//cc//37 verkställs//VB|PRS|SFO//conj//35 av//PP//case//39 polis//NN|UTR|SIN|IND|NOM//nmod//37 och//KN//cc//41 rättsväsendet//NN|NEU|SIN|DEF|NOM//conj//39 i//PP//case//44 dessa//DT|UTR/NEU|PLU|DEF//det//44 länder//NN|NEU|PLU|IND|NOM//nmod//41 .//MAD//punct//3
Förord;Samtidigt//AB//advmod//47 cementeras//VB|PRS|SFO//parataxis//3 dessa//DT|UTR/NEU|PLU|DEF//det//49 människors//NN|UTR|PLU|IND|GEN//nmod:poss//51 svåra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//51 arbetsvillkor//NN|NEU|PLU|IND|NOM//nsubj:pass//47 genom//PP//case//54 arbetsgivarnas//NN|UTR|PLU|DEF|GEN//nmod:poss//54 krav//NN|NEU|PLU|IND|NOM//obl//47 på//PP//case//57 billigare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//57 arbetskraft//NN|UTR|SIN|IND|NOM//nmod//54 .//MAD//punct//3
Förord;Andrafiering//NN|UTR|SIN|IND|NOM//nsubj//25 av//PP//case//2 människor//NN|UTR|PLU|IND|NOM//nmod//0 med//PP//case//5 sin//PS|UTR|SIN|DEF//nmod:poss//5 bakgrund//NN|UTR|SIN|IND|NOM//nmod//0 i//PP//case//10 före//PP//case//10 detta//DT|NEU|SIN|DEF//det//10 europeiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//10 kolonier//NN|UTR|PLU|IND|NOM//nmod//0 och//KN//cc//18 av//PP//case//18 det//DT|NEU|SIN|DEF//det//18 ”//PAD//punct//13 vita//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//17 kristna//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//17 Europas//PM|GEN//nmod:poss//18 ”//PAD//conj//10 traditionella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//20 fiender//NN|UTR|PLU|IND|NOM//appos//10 ,//MID//punct//20 t.ex.//AB|AN//advmod//23 muslimer//NN|UTR|PLU|IND|NOM//appos//20 ,//MID//punct//0 ger//VB|PRS|AKT//ROOT//25 konkreta//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//27 effekter//NN|UTR|PLU|IND|NOM//obj//25 på//PP//case//30 arbetsmarknadens//NN|UTR|SIN|DEF|GEN//nmod:poss//30 sammansättning//NN|UTR|SIN|IND|NOM//obl//25 .//MAD//punct//25
Förord;De//DT|UTR/NEU|PLU|DEF//det//36 attraktiva//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//36 och//KN//cc//35 välbetalda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//conj//33 jobben//NN|NEU|PLU|DEF|NOM//nsubj:pass//37 reserveras//VB|PRS|SFO//parataxis//25 för//PP//case//39 majoritetssamhället//NN|NEU|SIN|DEF|NOM//obl//37 och//KN//cc//42 dess//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//42 allierade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//conj//37 som//HP|-|-|-//nsubj//45 inte//AB//advmod//45 ifrågasätter//VB|PRS|AKT//acl:relcl//42 de//DT|UTR/NEU|PLU|DEF//det//50 etniska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//50 och//KN//cc//49 religiösa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//47 ojämlikheterna//NN|UTR|PLU|DEF|NOM//obj//45 i//PP//case//52 samhället//NN|NEU|SIN|DEF|NOM//nmod//50 .//MAD//punct//25
Förord;Med//PP//case//56 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//56 ord//NN|NEU|PLU|IND|NOM//obl//25 ,//MID//punct//56 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//59 skapas//VB|PRS|SFO//conj//25 ett//DT|NEU|SIN|IND//det//61 fält//NN|NEU|SIN|IND|NOM//nsubj:pass//59 där//HA//advmod//65 mäktiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//64 aktörer//NN|UTR|PLU|IND|NOM//nsubj//65 bestämmer//VB|PRS|AKT//acl:relcl//61 över//PP//case//69 både//KN//cc//69 fältets//NN|NEU|SIN|DEF|GEN//nmod:poss//69 regler//NN|UTR|PLU|IND|NOM//obl//65 ,//MID//punct//72 dess//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//72 resurser//NN|UTR|PLU|IND|NOM//conj//69 och//KN//cc//74 tillgängligheten//NN|UTR|SIN|DEF|NOM//conj//69 till//PP//case//76 positionerna//NN|UTR|PLU|DEF|NOM//nmod//74 .//MAD//punct//25
