En lag om upphandling av koncessioner;Slutbetänkande//NN|NEU|SIN|IND|NOM//ROOT//0 av//PP//case//2 Genomförandeutredningen//NN|UTR|SIN|DEF|NOM//nmod//0
1.1 Förslag till lag om upphandling av koncessioner / Lagens innehåll;1//RG|NOM//nummod//9 kap.//NN|AN//obl//4 –//RG|NOM//punct//12 Lagens//NN|UTR|SIN|DEF|GEN//nmod:poss//12 innehåll//NN|NEU|SIN|IND|NOM//appos//9 och//KN//cc//14 definitioner//NN|UTR|PLU|IND|NOM//conj//12 2//RG|NOM//nummod//16 kap.//NN|AN//nmod//9 –//RG|NOM//punct//16 Lagens//NN|UTR|SIN|DEF|GEN//nmod:poss//19 tillämpningsområde//NN|NEU|SIN|IND|NOM//conj//9 3//RG|NOM//nummod//21 kap.//NN|AN//nmod//19 –//RG|NOM//punct//23 Undantag//NN|NEU|PLU|IND|NOM//conj//9 från//PP//case//26 lagens//NN|UTR|SIN|DEF|GEN//nmod:poss//26 tillämpningsområde//NN|NEU|SIN|IND|NOM//nmod//23 4//RG|NOM//nummod//28 kap.//NN|AN//nmod//23 –//RG|NOM//punct//31 Allmänna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//31 bestämmelser//NN|UTR|PLU|IND|NOM//nmod//28 5//RG|NOM//nummod//33 kap.//NN|AN//nmod//9 –//RG|NOM//punct//9 Tröskelvärde//NN|NEU|SIN|IND|NOM//appos//9 6//RG|NOM//nummod//37 kap.//NN|AN//nmod//9 –//RG|NOM//punct//39 Förfarandet//NN|NEU|SIN|DEF|NOM//appos//9 vid//PP//case//41 upphandling//NN|UTR|SIN|IND|NOM//nmod//39 7//RG|NOM//nummod//43 kap.//NN|AN//nmod//41 –//RG|NOM//punct//46 Tekniska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//46 krav//NN|NEU|PLU|IND|NOM//conj//39 och//KN//cc//48 funktionskrav//NN|NEU|PLU|IND|NOM//conj//39 8//RG|NOM//nummod//50 kap.//NN|AN//nmod//48 –//RG|NOM//punct//50 Annonsering//NN|UTR|SIN|IND|NOM//appos//50 av//PP//case//54 upphandling//NN|UTR|SIN|IND|NOM//nmod//52 9//RG|NOM//nummod//56 kap.//NN|AN//nmod//52 –//RG|NOM//punct//58 Tidsfrister//NN|UTR|PLU|IND|NOM//conj//50 för//PP//mark//61 att//IE//mark//61 komma//VB|INF|AKT//acl//58 in//PL//compound:prt//61 med//PP//case//64 anbudsansökningar//NN|UTR|PLU|IND|NOM//obl//61 och//KN//cc//66 anbud//NN|NEU|PLU|IND|NOM//conj//64 10//RG|NOM//nummod//68 kap.//NN|AN//obl//61 –//RG|NOM//punct//70 Kommunikation//NN|UTR|SIN|IND|NOM//appos//68 ,//MID//punct//72 information//NN|UTR|SIN|IND|NOM//conj//70 till//PP//case//74 leverantörer//NN|UTR|PLU|IND|NOM//nmod//72 och//KN//cc//76 dokumentation//NN|UTR|SIN|IND|NOM//conj//74 11//RG|NOM//nummod//78 kap.//NN|AN//conj//70 –//RG|NOM//punct//80 Uteslutning//NN|UTR|SIN|IND|NOM//conj//68 av//PP//case//82 leverantörer//NN|UTR|PLU|IND|NOM//nmod//80 12//RG|NOM//nummod//84 kap.//NN|AN//nmod//80 –//RG|NOM//punct//86 Val//NN|NEU|SIN|IND|NOM//conj//68 av//PP//case//88 leverantörer//NN|UTR|PLU|IND|NOM//nmod//86 13//RG|NOM//nummod//90 kap.//NN|AN//nmod//88 –//RG|NOM//punct//92 Tilldelning//NN|UTR|SIN|IND|NOM//appos//50 av//PP//case//96 koncessioner//NN|UTR|PLU|IND|NOM//advmod//95 14//RG|NOM//nummod//96 kap.//NN|AN//nmod//92 –//RG|NOM//punct//98 Fullgörande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//appos//50 av//PP//case//102 koncessioner//NN|UTR|PLU|IND|NOM//advmod//101 15//RG|NOM//nummod//102 kap.//NN|AN//nmod//98 –//RG|NOM//punct//104 Upphandling//NN|UTR|SIN|IND|NOM//appos//50 som//HP|-|-|-//nsubj:pass//107 inte//AB//advmod//107 omfattas//VB|PRS|SFO//acl:relcl//104 av//PP//case//109 direktivet//NN|NEU|SIN|DEF|NOM//obl:agent//107 samt//KN//cc//111 upphandling//NN|UTR|SIN|IND|NOM//conj//109 av//PP//case//115 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//115 sociala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//115 tjänster//NN|UTR|PLU|IND|NOM//nmod//111 och//KN//cc//119 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//119 särskilda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//119 tjänster//NN|UTR|PLU|IND|NOM//conj//109 16//RG|NOM//nummod//121 kap.//NN|AN//nmod//119 –//RG|NOM//punct//123 Avtalsspärr//NN|UTR|SIN|IND|NOM//appos//121 ,//MID//punct//125 överprövning//NN|UTR|SIN|IND|NOM//conj//123 och//KN//cc//127 skadestånd//NN|NEU|SIN|IND|NOM//conj//123 17//RG|NOM//nummod//129 kap.//NN|AN//nmod//119 –//RG|NOM//punct//131 Upphandlingsskadeavgift//NN|UTR|SIN|IND|NOM//appos//50 18//RG|NOM//nummod//133 kap.//NN|AN//appos//50 –//RG|NOM//punct//135 Tillsyn//NN|UTR|SIN|IND|NOM//nmod//39
1.1 Förslag till lag om upphandling av koncessioner / Lagens innehåll;Till//PP//case//1 lagen//NN|UTR|SIN|DEF|NOM//obl//2 hör//VB|PRS|AKT//ROOT//2 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//4 bilagor//NN|UTR|PLU|IND|NOM//nsubj//2
1.1 Förslag till lag om upphandling av koncessioner / Lagens innehåll;Bilaga//NN|UTR|SIN|IND|NOM//ROOT//0 1//RG|NOM//nummod//0 –//NN|AN//punct//3 Förteckning//NN|UTR|SIN|IND|NOM//appos//0 över//PP//case//5 byggentreprenad//NN|UTR|SIN|IND|NOM//nmod//3
1.1 Förslag till lag om upphandling av koncessioner / Lagens innehåll;Bilaga//NN|UTR|SIN|IND|NOM//ROOT//0 2//RG|NOM//nummod//0 –//NN|AN//punct//3 Förteckning//NN|UTR|SIN|IND|NOM//appos//0 över//PP//case//5 verksamheter//NN|UTR|PLU|IND|NOM//nmod//3 som//HP|-|-|-//nsubj:pass//7 utövas//VB|PRS|SFO//acl:relcl//3 av//PP//case//10 upphandlande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//10 enheter//NN|UTR|PLU|IND|NOM//obl:agent//7
1.1 Förslag till lag om upphandling av koncessioner / Lagens innehåll;Bilaga//NN|UTR|SIN|IND|NOM//ROOT//0 3//RG|NOM//nummod//0 –//NN|AN//punct//0 Förteckning//NN|UTR|SIN|IND|NOM//appos//0 över//PP//case//6 sociala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//6 tjänster//NN|UTR|PLU|IND|NOM//nmod//3 och//KN//cc//10 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//10 särskilda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//10 tjänster//NN|UTR|PLU|IND|NOM//conj//3

1.1 Förslag till lag om upphandling av koncessioner / Var finns definitioner och förklaringar?;2//RG|NOM//nummod//1 §//NN|AN//nsubj//6  //_SP////1 I//PP//case//5 detta//DT|NEU|SIN|DEF//det//5 kapitel//NN|NEU|SIN|IND|NOM//nmod//1 finns//VB|PRS|SFO//ROOT//6 definitioner//NN|UTR|PLU|IND|NOM//nsubj//6 av//PP//case//9 begrepp//NN|NEU|PLU|IND|NOM//nmod//7 som//HP|-|-|-//nsubj:pass//11 används//VB|PRS|SFO//acl:relcl//9 i//PP//case//13 lagen//NN|UTR|SIN|DEF|NOM//obl//11 .//MAD//punct//6
1.1 Förslag till lag om upphandling av koncessioner / Var finns definitioner och förklaringar?;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//16 finns//VB|PRS|SFO//parataxis//6 definitioner//NN|UTR|PLU|IND|NOM//nsubj//16 också//AB//advmod//16 i//PP//case//21 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//21 kapitel//NN|NEU|PLU|IND|NOM//obl//16 .//MAD//punct//16
1.1 Förslag till lag om upphandling av koncessioner / Var finns definitioner och förklaringar?;Bestämmelser//NN|UTR|PLU|IND|NOM//nsubj//6 om//PP//case//2 betydelsen//NN|UTR|SIN|DEF|NOM//nmod//0 av//PP//case//5 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//5 begrepp//NN|NEU|PLU|IND|NOM//nmod//2 finns//VB|PRS|SFO//ROOT//6 i//PP//case//10 nedan//AB//fixed//7 angivna//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//10 paragrafer//NN|UTR|PLU|IND|NOM//obl//6 .//MAD//punct//6
1.1 Förslag till lag om upphandling av koncessioner / Var finns definitioner och förklaringar?;Anknutet//NN|NEU|SIN|DEF|NOM//amod//1 företag//NN|NEU|SIN|IND|NOM//ROOT//1 i//PP//case//4 3//RG|NOM//nummod//4 kap.//NN|AN//nmod//6 22//RG|NOM//nummod//6 §//NN|AN//nmod//1 .//MAD//punct//1
1.1 Förslag till lag om upphandling av koncessioner / Var finns definitioner och förklaringar?;CPV-nomenklaturen//NN|UTR|SIN|DEF|NOM//nmod//1 i//PP//case//11 4//RG|NOM//nummod//11 kap.//NN|AN//nmod//8 5//RG|NOM//nummod//13 §//NN|AN//nmod//8 .//MAD//punct//1
1.1 Förslag till lag om upphandling av koncessioner / Var finns definitioner och förklaringar?;Interna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//nmod//1 koncessioner//NN|UTR|PLU|IND|NOM//nmod//15 i//PP//case//19 3//RG|NOM//nummod//19 kap.//NN|AN//nmod//16 13//RG|NOM//nummod//21 §//NN|AN//obl//16 .//MAD//punct//15
1.1 Förslag till lag om upphandling av koncessioner / Var finns definitioner och förklaringar?;Upphandling//NN|UTR|SIN|IND|NOM//appos//15 av//PP//case//25 koncession//NN|UTR|SIN|IND|NOM//nmod//23 i//PP//case//28 2//RG|NOM//nummod//28 kap.//NN|AN//nmod//23 1//RG|NOM//nummod//30 §//NN|AN//nmod//23 .//MAD//punct//1

1.1 Förslag till lag om upphandling av koncessioner / Definitioner;3//RG|NOM//nummod//1 §//NN|AN//obl//6  //_SP////1 Med//PP//case//4 anbudssökande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//nmod//1  //_SP////4 avses//VB|PRS|SFO//ROOT//6 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj:pass//6 som//HP|-|-|-//nsubj//10 har//VB|PRS|AKT//aux//10 ansökt//VB|SUP|AKT//acl:relcl//7 om//PP//mark//13 att//IE//mark//13 få//VB|INF|AKT//advcl//10 eller//KN//cc//15 inbjudits//VB|SUP|SFO//conj//13 att//IE//mark//17 delta//VB|INF|AKT//xcomp//13 i//PP//case//20 ett//DT|NEU|SIN|IND//det//20 förfarande//NN|NEU|SIN|IND|NOM//obl//17 för//PP//case//22 koncessionstilldelning//NN|UTR|SIN|IND|NOM//nmod//20 .//MAD//punct//6
1.1 Förslag till lag om upphandling av koncessioner / Definitioner;4//RG|NOM//nummod//25 §//NN|AN//nsubj:pass//6  //_SP////25 Med//PP//case//29  //_SP////27 utförande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//obl//6 av//PP//case//31 byggentreprenad//NN|UTR|SIN|IND|NOM//nmod//29 enligt//PP//case//34 en//DT|UTR|SIN|IND//det//34 byggkoncession//NN|UTR|SIN|IND|NOM//nmod//31 avses//VB|PRS|SFO//conj//6 1//RG|NOM//nummod//35 .//MAD//punct//6
1.1 Förslag till lag om upphandling av koncessioner / Definitioner;utförande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//parataxis//6 eller//KN//cc//41 både//KN//cc//41 projektering//NN|UTR|SIN|IND|NOM//conj//38 och//KN//cc//43 utförande//NN|NEU|SIN|IND|NOM//conj//41 av//PP//case//45 arbete//NN|NEU|SIN|IND|NOM//nmod//43 som//HP|-|-|-//nsubj//48 är//VB|PRS|AKT//cop//48 hänförligt//JJ|POS|NEU|SIN|IND|NOM//acl:relcl//41 till//PP//case//51 en//DT|UTR|SIN|IND//det//51 verksamhet//NN|UTR|SIN|IND|NOM//obl//48 som//HP|-|-|-//nsubj:pass//53 avses//VB|PRS|SFO//acl:relcl//51 i//PP//case//55 bilaga//NN|UTR|SIN|IND|NOM//obl//53 1//RG|NOM//nummod//53 ,//MID//punct//41 2//RG|NOM//nummod//38 .//MAD//punct//6
1.1 Förslag till lag om upphandling av koncessioner / Definitioner;utförande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//parataxis//6 eller//KN//cc//63 både//KN//cc//63 projektering//NN|UTR|SIN|IND|NOM//conj//60 och//KN//cc//65 utförande//NN|NEU|SIN|IND|NOM//conj//63 av//PP//case//68 ett//DT|NEU|SIN|IND//det//68 byggnadsverk//NN|NEU|SIN|IND|NOM//nmod//65 ,//MID//punct//71 eller//KN//cc//71 3//RG|NOM//conj//60 .//MID//punct//6
1.1 Förslag till lag om upphandling av koncessioner / Definitioner;att//SN//mark//76 ett//DT|NEU|SIN|IND//det//75 byggnadsverk//NN|NEU|SIN|IND|NOM//nsubj:pass//76 realiseras//VB|PRS|SFO//ccomp//6 ,//MID//punct//76 oavsett//AB|POS//mark//81 hur//HA//advmod//81 kontraktet//NN|NEU|SIN|DEF|NOM//nsubj:pass//81 utformas//VB|PRS|SFO//advcl//84 ,//MID//punct//84 enligt//PP//case//84 krav//NN|NEU|PLU|IND|NOM//conj//76 som//HP|-|-|-//nsubj:pass//86 ställs//VB|PRS|SFO//acl:relcl//84 upp//PL//compound:prt//86 av//PP//case//91 en//DT|UTR|SIN|IND//det//91 upphandlande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//91 myndighet//NN|UTR|SIN|IND|NOM//obl:agent//86 eller//KN//cc//93 enhet//NN|UTR|SIN|IND|NOM//conj//91 som//HP|-|-|-//nsubj//95 utövar//VB|PRS|AKT//acl:relcl//93 ett//DT|NEU|SIN|IND//det//98 avgörande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//98 inflytande//NN|NEU|SIN|IND|NOM//obj//95 över//PP//case//100 typen//NN|UTR|SIN|DEF|NOM//nmod//98 eller//KN//cc//102 projekteringen//NN|UTR|SIN|DEF|NOM//conj//100 av//PP//case//104 byggnadsverket//NN|NEU|SIN|DEF|NOM//nmod//102 .//MAD//punct//6
1.1 Förslag till lag om upphandling av koncessioner / Definitioner;5//RG|NOM//nummod//107 §//NN|AN//appos//6  //_SP////107 Med//PP//case//110 byggnadsverk//NN|NEU|PLU|IND|NOM//nmod//107  //_SP////110 avses//VB|PRS|SFO//conj//6 det//DT|NEU|SIN|DEF//det//115 samlade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//115 resultatet//NN|NEU|SIN|DEF|NOM//nsubj:pass//112 av//PP//case//117 bygg-//NN|-|-|-|SMS//nmod//115 och//KN//cc//119 anläggningsarbeten//NN|NEU|PLU|IND|NOM//conj//117 ,//MID//punct//112 om//SN//mark//125 resultatet//NN|NEU|SIN|DEF|NOM//nsubj//125 självständigt//AB|POS//amod//122 kan//VB|PRS|AKT//aux//125 fullgöra//VB|INF|AKT//advcl//112 en//DT|UTR|SIN|IND//det//130 teknisk//JJ|POS|UTR|SIN|IND|NOM//amod//130 eller//KN//cc//129 ekonomisk//JJ|POS|UTR|SIN|IND|NOM//conj//127 funktion//NN|UTR|SIN|IND|NOM//obj//125 .//MAD//punct//6
