10 Hur Samhall AB genomför sitt uppdrag ;"I//PP//case//2 detta//DT|NEU|SIN|DEF//det//2 kapitel//NN|NEU|SIN|IND|NOM//obl//3 behandlas//VB|PRS|SFO//ROOT//3 Samhall//PM|NOM//nsubj:pass//3 AB//PM|NOM//flat//4 ://MID//punct//4 s//NN|NEU|SIN|IND|GEN//nummod//9 nuvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//9 uppdrag//NN|NEU|SIN|IND|NOM//nsubj:pass//3 ;//MID//punct//9"
13 Konsekvensanalyser;Kvinnornas//NN|UTR|PLU|DEF|GEN//nmod:poss//31 andel//NN|UTR|SIN|IND|NOM//nsubj//45 av//PP//case//33 dem//PN|UTR/NEU|PLU|DEF|OBJ//nmod//31 som//HP|-|-|-//nsubj//35 lämnar//VB|PRS|AKT//acl:relcl//33 Samhall//PM|NOM//obj//35 AB//PM|NOM//flat//36 för//PP//case//40 ett//DT|NEU|SIN|IND//det//40 arbete//NN|NEU|SIN|IND|NOM//obl//35 på//PP//case//44 den//DT|UTR|SIN|DEF//det//44 reguljära//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//44 arbetsmarknaden//NN|UTR|SIN|DEF|NOM//nmod//40 uppgår//VB|PRS|AKT//parataxis//8 dock//AB//advmod//45 endast//AB//advmod//45 till//PP//case//51 ca//AB|AN//advmod//50 35//RG|NOM//nummod//51 procent//NN|UTR|PLU|IND|NOM//obl//45 .//MAD//punct//45
13 Konsekvensanalyser;Jämställdheten//NN|UTR|SIN|DEF|NOM//parataxis//45 mellan//PP//case//55 kvinnor//NN|UTR|PLU|IND|NOM//nmod//53 och//KN//cc//57 män//NN|UTR|PLU|IND|NOM//conj//55  //_SP////57 kommer//VB|PRS|AKT//conj//45 enligt//PP//case//62 utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//62 bedömning//NN|UTR|SIN|IND|NOM//obl//59 att//IE//mark//64 öka//VB|INF|AKT//acl//62 med//PP//case//67 utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//67 förslag//NN|NEU|SIN|IND|NOM//obl//64 .//MAD//punct//45
13 Konsekvensanalyser;Fler//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//70 aktörer//NN|UTR|PLU|IND|NOM//nsubj//71 innebär//VB|PRS|AKT//parataxis//45 flera//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//74 alternativa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//74 verksamheter//NN|UTR|PLU|IND|NOM//obj//71 med//PP//case//77 större//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//77 utbud//NN|NEU|PLU|IND|NOM//obl//71 både//KN//cc//81 när//HA//mark//81 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//81 gäller//VB|PRS|AKT//advcl//71 arbetsuppgifter//NN|UTR|PLU|IND|NOM//obj//81 och//KN//cc//84 branscher//NN|UTR|PLU|IND|NOM//conj//82 ,//MID//punct//87 vilket//HP|NEU|SIN|IND//nsubj//87 ökar//VB|PRS|AKT//conj//71 möjligheten//NN|UTR|SIN|DEF|NOM//obj//87 för//PP//case//90 kvinnor//NN|UTR|PLU|IND|NOM//nmod//88 att//IE//mark//92 går//VB|PRS|AKT//advcl//87 över//PL//compound:prt//92 till//PP//case//97 ett//DT|NEU|SIN|IND//det//97 reguljärt//JJ|POS|NEU|SIN|IND|NOM//amod//97 arbete//NN|NEU|SIN|IND|NOM//obl//92 .//MAD//punct//45
13 Konsekvensanalyser;Fler//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//100 aktörer//NN|UTR|PLU|IND|NOM//nsubj//105 som//HP|-|-|-//nsubj//102 erbjuder//VB|PRS|AKT//acl:relcl//100 alternativa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//104 verksamheter//NN|UTR|PLU|IND|NOM//obj//102 kommer//VB|PRS|AKT//parataxis//45 enligt//PP//case//108 utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//108 bedömning//NN|UTR|SIN|IND|NOM//obl//105 även//AB//advmod//112 att//IE//mark//112 vara//VB|INF|AKT//cop//112 positivt//JJ|POS|NEU|SIN|IND|NOM//advcl//105 för//PP//mark//115 att//IE//mark//115 nå//VB|INF|AKT//advcl//105 de//DT|UTR/NEU|PLU|DEF//det//118 integrationspolitiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//118 målen//NN|NEU|PLU|DEF|NOM//obj//115 .//MAD//punct//45
13 Konsekvensanalyser;Ett//DT|NEU|SIN|IND//det//122 strukturerat//PC|PRF|NEU|SIN|IND|NOM//amod//122 kartläggnings-//NN|UTR|-|-|SMS//nsubj//134 och//KN//cc//124 utredningsprogram//NN|NEU|PLU|IND|NOM//conj//122 där//HA//advmod//131 intresse//NN|NEU|SIN|IND|NOM//nsubj:pass//131 ,//MID//punct//128 behov//NN|NEU|PLU|IND|NOM//conj//126 och//KN//cc//130 förutsättningar//NN|UTR|PLU|IND|NOM//conj//126 kartläggs//VB|PRS|SFO//acl:relcl//124 kommer//VB|PRS|AKT//aux//134 att//IE//mark//134 ge//VB|INF|AKT//parataxis//45 ett//DT|NEU|SIN|IND//det//137 bättre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//137 underlag//NN|NEU|SIN|IND|NOM//obj//134 för//PP//case//140 vilka//HD|UTR/NEU|PLU|IND//det//140 insatser//NN|UTR|PLU|IND|NOM//obl//134 som//HP|-|-|-//nsubj:pass//144 därefter//AB//advmod//144 bör//VB|PRS|AKT//aux//144 initieras//VB|INF|SFO//acl:relcl//140 .//MAD//punct//45
13 Konsekvensanalyser;Ett//DT|NEU|SIN|IND//det//148 sådant//JJ|POS|NEU|SIN|IND|NOM//amod//148 program//NN|NEU|SIN|IND|NOM//nsubj//149 gynnar//VB|PRS|AKT//parataxis//45 de//DT|UTR/NEU|PLU|DEF//det//151 grupper//NN|UTR|PLU|IND|NOM//obj//149 ,//MID//punct//151 däribland//AB//advmod//154 invandrare//NN|UTR|PLU|IND|NOM//appos//151 ,//MID//punct//154 vars//HS|DEF//nmod:poss//157 utbildning//NN|UTR|SIN|IND|NOM//conj//151 och//KN//cc//159 kompetens//NN|UTR|SIN|IND|NOM//conj//157 –//RG|NOM//punct//151 med//PP//case//163 nuvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//163 arbetssätt//NN|NEU|SIN|IND|NOM//obl//149 –//PAD//punct//167 inte//AB//advmod//167 alltid//AB//advmod//167 blir//VB|PRS|AKT//acl:relcl//163 allsidigt//JJ|POS|NEU|SIN|IND|NOM//advmod//167 och//KN//cc//171 rättvist//AB|POS//nsubj//171 bedömt//PC|PRF|NEU|SIN|IND|NOM//conj//167 .//MAD//punct//8
13 Konsekvensanalyser;Utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//1 förslag//NN|NEU|SIN|IND|NOM//nsubj//31 att//SN//punct//1 den//DT|UTR|SIN|DEF//det//4 arbetssökande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//nsubj//22 ,//MID//punct//4 för//PP//mark//8 att//IE//mark//8 säkerställa//VB|INF|AKT//advcl//4 en//DT|UTR|SIN|IND//det//13 kontinuerlig//JJ|POS|UTR|SIN|IND|NOM//amod//13 och//KN//cc//12 kvalitetssäkrad//PC|PRF|UTR|SIN|IND|NOM//conj//10 statistikproduktion//NN|UTR|SIN|IND|NOM//obj//8 och//KN//cc//16 därmed//AB//advmod//16 möjliggöra//VB|INF|AKT//conj//8 uppföljning//NN|UTR|SIN|IND|NOM//obj//16 och//KN//cc//19 utvärdering//NN|UTR|SIN|IND|NOM//conj//17 av//PP//case//21 insatsen//NN|UTR|SIN|DEF|NOM//nmod//19 skyddat//PC|PRF|NEU|SIN|IND|NOM//amod//23 arbete//NN|NEU|SIN|IND|NOM//fixed//2 hos//PP//case//25 Samhall//PM|NOM//nmod//23 respektive//AB//cc//29 allmänt//AB|POS//advmod//28 skyddat//PC|PRF|NEU|SIN|IND|NOM//amod//29 arbete//NN|NEU|SIN|IND|NOM//conj//25 ,//MID//punct//31 kvarstår//VB|PRS|AKT//ROOT//31 som//KN//mark//33 inskriven//PC|PRF|UTR|SIN|IND|NOM//xcomp//31 vid//PP//case//35 arbetsförmedlingen//NN|UTR|SIN|DEF|NOM//obl//31 efter//PP//case//37 anvisning//NN|UTR|SIN|IND|NOM//nmod//35 till//PP//case//39 insatsen//NN|UTR|SIN|DEF|NOM//nmod//37 innebär//VB|PRS|AKT//conj//31 inga//DT|UTR/NEU|PLU|IND//det//42 konsekvenser//NN|UTR|PLU|IND|NOM//obj//40 för//PP//case//46 den//DT|UTR|SIN|DEF//det//46 personliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//46 integriteten//NN|UTR|SIN|DEF|NOM//nmod//42 .//MAD//punct//31
13 Konsekvensanalyser;Arbetsmarknadsverket//NN|NEU|SIN|DEF|NOM//nsubj//49 har//VB|PRS|AKT//parataxis//31 ett//DT|NEU|SIN|IND//det//52 generellt//JJ|POS|NEU|SIN|IND|NOM//amod//52 tillstånd//NN|NEU|SIN|IND|NOM//obj//49 att//IE//mark//54 föra//VB|INF|AKT//acl//52 ett//DT|NEU|SIN|IND//det//56 register//NN|NEU|SIN|IND|NOM//obj//54 över//PP//case//59 de//DT|UTR/NEU|PLU|DEF//det//59 arbetssökande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//nmod//56 och//KN//cc//61 behandling//NN|UTR|SIN|IND|NOM//conj//59 av//PP//case//63 personuppgifter//NN|UTR|PLU|IND|NOM//nmod//61 i//PP//case//67 den//DT|UTR|SIN|DEF//det//67 arbetsmarknadspolitiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//67 verksamheten//NN|UTR|SIN|DEF|NOM//nmod//61 regleras//VB|PRS|SFO//advcl//49 i//PP//case//70 lag//NN|UTR|SIN|IND|NOM//obl//68 (//PAD//punct//72 2002:546//RG|NOM//appos//70 )//PAD//punct//72 om//PP//case//75 behandling//NN|UTR|SIN|IND|NOM//obl//68 av//PP//case//77 personuppgifter//NN|UTR|PLU|IND|NOM//nmod//75 i//PP//case//81 den//DT|UTR|SIN|DEF//det//81 arbetsmarknadspolitiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//81 verksamheten//NN|UTR|SIN|DEF|NOM//nmod//75 och//KN//cc//83 förordning//NN|UTR|SIN|IND|NOM//conj//81 (//PAD//punct//85 2002:623//RG|NOM//conj//75 )//PAD//punct//85 om//PP//case//88 behandling//NN|UTR|SIN|IND|NOM//nmod//75 av//PP//case//90 personuppgifter//NN|UTR|PLU|IND|NOM//nmod//88 i//PP//case//94 den//DT|UTR|SIN|DEF//det//94 arbetsmarknadspolitiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//94 verksamheten//NN|UTR|SIN|DEF|NOM//nmod//88 .//MID//punct//49
13 Konsekvensanalyser;Att//SN//mark//98 systemet//NN|NEU|SIN|DEF|NOM//nsubj//98 omfattar//VB|PRS|AKT//ccomp//49 fler//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//100 aktörer//NN|UTR|PLU|IND|NOM//obj//98 innebär//VB|PRS|AKT//conj//49 ingen//DT|UTR|SIN|IND//det//103 förändring//NN|UTR|SIN|IND|NOM//obj//101 av//PP//case//106 detta//DT|NEU|SIN|DEF//det//106 förhållande//NN|NEU|SIN|IND|NOM//nmod//103 .//MAD//punct//49
13 Konsekvensanalyser;Enligt//PP//case//1 lag//NN|UTR|SIN|IND|NOM//obl//11 (//PAD//punct//1 1992:314//RG|NOM//nummod//1 )//PAD//punct//1 om//PP//case//6 tystnadsplikt//NN|UTR|SIN|IND|NOM//nmod//1 i//PP//case//8 verksamhet//NN|UTR|SIN|IND|NOM//nmod//6 i//PP//case//10 Samhallgruppen//NN|UTR|SIN|DEF|NOM//nmod//6 får//VB|PRS|AKT//ROOT//11 den//PN|UTR|SIN|DEF|SUB/OBJ//obj//11 som//HP|-|-|-//nsubj//14 deltar//VB|PRS|AKT//acl:relcl//12 eller//KN//cc//17 har//VB|PRS|AKT//aux//17 deltagit//VB|SUP|AKT//conj//14 i//PP//case//19 verksamheten//NN|UTR|SIN|DEF|NOM//obl//17 inte//AB//advmod//22 obehörigen//AB//advmod//22 röja//VB|INF|AKT//xcomp//11 vad//HP|NEU|SIN|IND//dislocated//27 han//PN|UTR|SIN|DEF|SUB//nsubj//27 därvid//AB//advmod//27 fått//VB|SUP|AKT//aux//27 veta//VB|INF|AKT//ccomp//22 om//PP//case//32 anvisad//PC|PRF|UTR|SIN|IND|NOM//amod//30 arbetstagares//NN|UTR|SIN|IND|GEN//nmod:poss//32 personliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//32 förhållanden//NN|NEU|PLU|IND|NOM//obl//27 .//MAD//punct//11
13 Konsekvensanalyser;Före//PP//case//35 bolagiseringen//NN|UTR|SIN|DEF|NOM//obl//39 av//PP//case//37 Samhall//PM|NOM//nmod//35 AB//PM|NOM//flat//37 reglerades//VB|PRT|SFO//conj//11 tystnadsplikten//NN|UTR|SIN|DEF|NOM//nsubj:pass//39 i//PP//case//42 lagen//NN|UTR|SIN|DEF|NOM//obl//39 (//PAD//punct//44 1979:47//RG|NOM//appos//42 )//PAD//punct//44 om//PP//case//48 regionala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//48 stiftelser//NN|UTR|PLU|IND|NOM//obl//39 för//PP//case//51 skyddat//PC|PRF|NEU|SIN|IND|NOM//amod//51 arbete//NN|NEU|SIN|IND|NOM//nmod//48 .//MAD//punct//48
13 Konsekvensanalyser;I//PP//case//54 motivuttalanden//NN|NEU|PLU|IND|NOM//conj//48 till//PP//case//56 bestämmelsen//NN|UTR|SIN|DEF|NOM//nmod//54 (//PAD//punct//56 prop//NN|UTR|SIN|IND|NOM//appos//56 .//MAD//punct//39
13 Konsekvensanalyser;1979/80:25//RG|NOM//nummod//11 )//PAD//punct//11 anförde//VB|PRT|AKT//parataxis//11 dåvarande//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//64 statsrådet//NN|NEU|SIN|DEF|NOM//obj//62 att//SN//mark//69 den//DT|UTR|SIN|DEF//det//68 skyddade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//68 verksamheten//NN|UTR|SIN|DEF|NOM//nsubj//69 bygger//VB|PRS|AKT//ccomp//62 på//PP//mark//73 att//SN//mark//73 de//DT|UTR/NEU|PLU|DEF//nsubj//73 anvisade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//advcl//69 arbetstagarna//NN|UTR|PLU|DEF|NOM//nsubj//76 kan//VB|PRS|AKT//aux//76 känna//VB|INF|AKT//conj//69 förtroende//NN|NEU|SIN|IND|NOM//obj//76 för//PP//case//80 att//SN//fixed//78 uppgifter//NN|UTR|PLU|IND|NOM//obl//76 om//PP//case//84 deras//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//84 personliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//84 förhållande//NN|NEU|SIN|IND|NOM//nmod//80 ,//MID//punct//80 t.ex.//AB|AN//advmod//90 i//PP//case//90 form//NN|UTR|SIN|IND|NOM//fixed//87 av//PP//fixed//87 intyg//NN|NEU|SIN|IND|NOM//appos//80 från//PP//case//92 läkare//NN|UTR|PLU|IND|NOM//nmod//90 och//KN//cc//94 psykologer//NN|UTR|PLU|IND|NOM//conj//92 eller//KN//cc//99 i//PP//case//99 form//NN|UTR|SIN|IND|NOM//fixed//96 av//PP//fixed//96 utredningar//NN|UTR|PLU|IND|NOM//conj//92 om//PP//case//102 deras//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//102 arbetsförmåga//NN|UTR|SIN|IND|NOM//nmod//99 och//KN//cc//105 sociala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//105 situation//NN|UTR|SIN|IND|NOM//conj//102 ,//MID//punct//76 inte//AB//advmod//108 lämnas//VB|PRS|SFO//conj//76 ut//PL//compound:prt//108 till//PP//mark//111 obehöriga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//obl//108 .//MAD//punct//76
13 Konsekvensanalyser;I//PP//case//114 prop//NN|UTR|SIN|IND|NOM//obl//76 .//MAD//punct//76
13 Konsekvensanalyser;1991/92:91//RG|NOM//nsubj//117 bedömdes//VB|PRT|SFO//parataxis//76 en//DT|UTR|SIN|IND//det//119 tystnadspliktsregel//NN|UTR|SIN|IND|NOM//nsubj:pass//117 av//PP//case//122 motsvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//122 slag//NN|NEU|SIN|IND|NOM//nmod//119 behövas//VB|INF|SFO//xcomp//117 också//AB//advmod//123 när//HA//mark//129 Samhallkoncernens//NN|UTR|SIN|DEF|GEN//nmod:poss//127 verksamhet//NN|UTR|SIN|IND|NOM//nsubj:pass//129 skulle//VB|PRT|AKT//aux//129 bedrivas//VB|INF|SFO//advcl//123 i//PP//case//131 aktiebolagsform//NN|UTR|SIN|IND|NOM//obl//129 .//MAD//punct//117
13 Konsekvensanalyser;Utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//134 förslag//NN|NEU|SIN|IND|NOM//nsubj//143 att//IE//mark//136 öppna//VB|INF|AKT//acl//134 allmänt//AB|POS//advmod//138 skyddat//PC|PRF|NEU|SIN|IND|NOM//amod//139 arbete//NN|NEU|SIN|IND|NOM//obj//136 för//PP//case//142 fler//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//142 aktörer//NN|UTR|PLU|IND|NOM//obl//136 innebär//VB|PRS|AKT//parataxis//117 att//SN//mark//153 lagen//NN|UTR|SIN|DEF|NOM//nsubj:pass//153 –//PAD//punct//153 om//PP//mark//150 en//DT|UTR|SIN|IND//det//149 sådan//JJ|POS|UTR|SIN|IND|NOM//nsubj:pass//150 behövs//VB|PRS|SFO//advcl//153 –//RG|NOM//punct//153 bör//VB|PRS|AKT//aux//153 utvidgas//VB|INF|SFO//ccomp//143 till//PP//mark//156 att//IE//mark//156 gälla//VB|INF|AKT//advcl//153 även//AB//advmod//159 dessa//DT|UTR/NEU|PLU|DEF//det//159 aktörer//NN|UTR|PLU|IND|NOM//obj//156 .//MAD//punct//11
13 Konsekvensanalyser;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//164 vill//VB|PRS|AKT//aux//164 här//AB//advmod//164 uppmärksamma//VB|INF|AKT//parataxis//11 att//SN//mark//169 motsvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//167 lagreglering//NN|UTR|SIN|IND|NOM//nsubj//169 inte//AB//advmod//169 finns//VB|PRS|SFO//ccomp//164 för//PP//case//173 offentligt//AB|POS//advmod//172 skyddat//PC|PRF|NEU|SIN|IND|NOM//amod//173 arbete//NN|NEU|SIN|IND|NOM//obl//169 (//PAD//punct//173 OSA//PM|NOM//appos//173 )//PAD//punct//173 ,//MID//punct//180 eftersom//SN//mark//180 kommuner//NN|UTR|PLU|IND|NOM//nsubj:pass//180 omfattas//VB|PRS|SFO//advcl//164 av//PP//case//182 sekretesslagen//NN|UTR|SIN|DEF|NOM//obl//180 .//MAD//punct//164


1 Förslaget till lag om ändring i lagen (1992:314) om tystnadsplikt i verksamhet i Samhallgruppen;Förslaget//NN|NEU|SIN|DEF|NOM//nsubj//1 innebär//VB|PRS|AKT//ROOT//1 att//SN//mark//5 lagens//NN|UTR|SIN|DEF|GEN//nmod:poss//4 rubrik//NN|UTR|SIN|IND|NOM//nsubj:pass//5 ändras//VB|PRS|SFO//ccomp//1 till//PP//case//8 ”//PAD//punct//8 lag//NN|UTR|SIN|IND|NOM//obl//5 om//PP//case//10 tystnadsplikt//NN|UTR|SIN|IND|NOM//nmod//8 hos//PP//case//12 arbetsgivare//NN|UTR|PLU|IND|NOM//nmod//10 som//HP|-|-|-//nsubj//14 anordnar//VB|PRS|AKT//acl:relcl//12 skyddat//PC|PRF|NEU|SIN|IND|NOM//amod//16 arbete//NN|NEU|SIN|IND|NOM//obj//14 ”//PAD//punct//1 .//MAD//punct//1
1 Förslaget till lag om ändring i lagen (1992:314) om tystnadsplikt i verksamhet i Samhallgruppen;I//PP//advmod//2 dag//NN|UTR|SIN|IND|NOM//fixed//0 gäller//VB|PRS|AKT//ROOT//2 tystnadsplikt//NN|UTR|SIN|IND|NOM//nsubj//2 i//PP//case//5 verksamhet//NN|UTR|SIN|IND|NOM//obl//2 hos//PP//case//7 Samhall//PM|NOM//nmod//5 .//MAD//punct//2
1 Förslaget till lag om ändring i lagen (1992:314) om tystnadsplikt i verksamhet i Samhallgruppen;Tystnadsplikten//NN|UTR|SIN|DEF|NOM//nsubj//10 innebär//VB|PRS|AKT//parataxis//2 att//SN//mark//57 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj:pass//57 som//HP|-|-|-//nsubj//14 deltar//VB|PRS|AKT//acl:relcl//12 i//PP//advmod//14 eller//KN//cc//18 har//VB|PRS|AKT//aux//18 deltagit//VB|SUP|AKT//conj//14 i//PP//case//20 verksamhet//NN|UTR|SIN|IND|NOM//obl//18 som//KN//nsubj//28 genom//PP//case//23 produktion//NN|UTR|SIN|IND|NOM//obl//28 av//PP//case//25 varor//NN|UTR|PLU|IND|NOM//nmod//23 och//KN//cc//27 tjänster//NN|UTR|PLU|IND|NOM//conj//25 syftar//VB|PRS|AKT//acl:relcl//20 till//PP//mark//31 att//IE//mark//31 uppnå//VB|INF|AKT//xcomp//28 meningsfullt//JJ|POS|NEU|SIN|IND|NOM//amod//35 och//KN//cc//34 utvecklande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//32 arbete//NN|NEU|SIN|IND|NOM//obj//31 för//PP//advmod//28 arbetshandikappade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//xcomp//28 inte//AB//advmod//41 obehörigen//AB//nsubj//41 får//VB|PRS|AKT//aux//41 röja//VB|INF|AKT//advcl//28 vad//HP|NEU|SIN|IND//dislocated//47 han//PN|UTR|SIN|DEF|SUB//nsubj//47 därvid//AB//advmod//47 har//VB|PRS|AKT//aux//47 fått//VB|SUP|AKT//aux//47 veta//VB|INF|AKT//ccomp//28 om//PP//case//53 en//DT|UTR|SIN|IND//det//51 anvisad//PC|PRF|UTR|SIN|IND|NOM//amod//51 arbetstagares//NN|UTR|SIN|IND|GEN//nmod:poss//53 personliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//53 förhållanden//NN|NEU|PLU|IND|NOM//obl//47 .//MAD//punct//12
1 Förslaget till lag om ändring i lagen (1992:314) om tystnadsplikt i verksamhet i Samhallgruppen;I//PP//case//56 lagen//NN|UTR|SIN|DEF|NOM//obl//57 anges//VB|PRS|SFO//ccomp//10 också//AB//advmod//57 att//SN//mark//69 bestämmelser//NN|UTR|PLU|IND|NOM//nsubj//69 om//PP//case//62 ansvar//NN|NEU|SIN|IND|NOM//nmod//60 för//PP//case//64 den//PN|UTR|SIN|DEF|SUB/OBJ//nmod//62 som//HP|-|-|-//nsubj//66 bryter//VB|PRS|AKT//acl:relcl//64 mot//PP//case//68 tystnadsplikten//NN|UTR|SIN|DEF|NOM//obl//66 finns//VB|PRS|SFO//ccomp//57 i//PP//case//71 brottsbalken//NN|UTR|SIN|DEF|NOM//obl//69 .//MAD//punct//10
1 Förslaget till lag om ändring i lagen (1992:314) om tystnadsplikt i verksamhet i Samhallgruppen;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//1 föreslår//VB|PRS|AKT//ROOT//1 att//SN//mark//11 även//AB//advmod//5 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//5 aktörer//NN|UTR|PLU|IND|NOM//nsubj//11 än//KN//case//7 Samhall//PM|NOM//nmod//5 AB//PM|NOM//nmod//7 skall//VB|PRS|AKT//aux//11 kunna//VB|INF|AKT//aux//11 anordna//VB|INF|AKT//ccomp//1 allmänt//AB|POS//advmod//13 skyddat//PC|PRF|NEU|SIN|IND|NOM//amod//14 arbete//NN|NEU|SIN|IND|NOM//obj//11 .//MAD//punct//1
1 Förslaget till lag om ändring i lagen (1992:314) om tystnadsplikt i verksamhet i Samhallgruppen;I//PP//case//18 den//DT|UTR|SIN|DEF//det//18 mån//NN|UTR|SIN|IND|NOM//obl//20 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//20 förekommer//VB|PRS|AKT//parataxis//1 känsliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//22 uppgifter//NN|UTR|PLU|IND|NOM//nsubj//20 om//PP//mark//25 enskilda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//advmod//25 anvisade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//26 arbetstagares//NN|UTR|PLU|IND|GEN//nmod:poss//28 personliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//28 förhållanden//NN|NEU|PLU|IND|NOM//nsubj//20 hos//PP//case//31 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//31 arbetsgivare//NN|UTR|PLU|IND|NOM//obl//20 än//KN//case//33 Samhall//PM|NOM//nmod//31 AB//PM|NOM//flat//33 bör//VB|PRS|AKT//aux//38 motsvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//37 sekretesskydd//NN|NEU|SIN|IND|NOM//nsubj//38 gälla//VB|INF|AKT//conj//1 i//PP//case//41 den//DT|UTR|SIN|DEF//det//41 verksamheten//NN|UTR|SIN|DEF|NOM//obl//38 .//MAD//punct//1
1 Förslaget till lag om ändring i lagen (1992:314) om tystnadsplikt i verksamhet i Samhallgruppen;Genom//PP//mark//45 att//IE//mark//45 ändra//VB|INF|AKT//advcl//54 lagens//NN|UTR|SIN|DEF|GEN//nmod:poss//47 rubrik//NN|UTR|SIN|IND|NOM//obj//45 på//PP//case//50 föreslaget//PC|PRF|NEU|SIN|IND|NOM//amod//50 sätt//NN|NEU|SIN|IND|NOM//nmod//47 kommer//VB|PRS|AKT//aux//54 lagen//NN|UTR|SIN|DEF|NOM//nsubj//54 att//IE//mark//54 omfatta//VB|INF|AKT//parataxis//1 även//AB//advmod//54 verksamhet//NN|UTR|SIN|IND|NOM//obj//54 hos//PP//case//59 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//59 arbetsgivare//NN|UTR|PLU|IND|NOM//obl//54 än//KN//mark//61 Samhall//PM|NOM//nmod//59 AB//PM|NOM//obj//61 som//HP|-|-|-//nsubj//64 anordnar//VB|PRS|AKT//acl:relcl//62 skyddat//PC|PRF|NEU|SIN|IND|NOM//amod//66 arbete//NN|NEU|SIN|IND|NOM//obj//64 .//MAD//punct//1
1 Förslaget till lag om ändring i lagen (1992:314) om tystnadsplikt i verksamhet i Samhallgruppen;Ändringen//NN|UTR|SIN|DEF|NOM//nsubj:pass//1 föreslås//VB|PRS|SFO//ROOT//1 träda//VB|INF|AKT//xcomp//1 i//PP//compound:prt//2 kraft//NN|UTR|SIN|IND|NOM//fixed//3 den//DT|UTR|SIN|DEF//det//7 1//RO|NOM//nummod//7 januari//NN|UTR|SIN|IND|NOM//obl//2 2005//RG|NOM//nummod//7 .//MAD//punct//1

