Nytt nationellt kunskapscentrum;Ombildning//NN|UTR|SIN|IND|NOM//ROOT//0 av//PP//case//2 RKC//PM|NOM//nmod//0
Till statsrådet;Stockholm//PM|NOM//ROOT//0 i//PP//case//2 december//NN|UTR|SIN|IND|NOM//obl//0 2004//RG|NOM//nummod//2
Till statsrådet;Ingegerd//PM|NOM//nmod//3 Sahlström//PM|NOM//flat//0 /Ann-Marie//RG|NOM//nmod//3 Tung//NN|UTR|SIN|IND|NOM//ROOT//3

8 Formerna för ombildning av Rikskvinnocentrum (RKC) till ett nationellt centrum – ansvarsområden, Utredningens uppdrag och arbete Utredningens uppdrag;Mitt//PS|NEU|SIN|DEF//nmod:poss//1 uppdrag//NN|NEU|SIN|IND|NOM//nsubj//3 har//VB|PRS|AKT//aux//3 varit//VB|SUP|AKT//ROOT//3 att//IE//mark//5 finna//VB|INF|AKT//ccomp//3 formerna//NN|UTR|PLU|DEF|NOM//obj//5 för//PP//case//9 en//DT|UTR|SIN|IND//det//9 ombildning//NN|UTR|SIN|IND|NOM//nmod//6 av//PP//case//11 Rikskvinnocentrum//PM|NOM//nmod//9 (//PAD//punct//13 RKC//PM|NOM//appos//5 )//PAD//punct//13 till//PP//case//18 ett//DT|NEU|SIN|IND//det//18 nationellt//JJ|POS|NEU|SIN|IND|NOM//amod//18 institut//NN|NEU|SIN|IND|NOM//obl//5 .//MAD//punct//3
8 Formerna för ombildning av Rikskvinnocentrum (RKC) till ett nationellt centrum – ansvarsområden, Utredningens uppdrag och arbete Utredningens uppdrag;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//23 har//VB|PRS|AKT//aux//23 dock//AB//advmod//23 valt//VB|SUP|AKT//parataxis//3 att//IE//mark//25 kalla//VB|INF|AKT//xcomp//23 det//DT|NEU|SIN|DEF//det//28 ombildade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//28 RKC//PM|NOM//obj//25 för//PP//case//31 ett//DT|NEU|SIN|IND//det//31 centrum//NN|NEU|SIN|IND|NOM//obl//25 i//PP//case//36 stället//NN|NEU|SIN|DEF|NOM//fixed//32 för//PP//fixed//32 ett//DT|NEU|SIN|IND//det//36 institut//NN|NEU|SIN|IND|NOM//obl//25 ,//MID//punct//23 eftersom//SN//mark//43 termen//NN|UTR|SIN|DEF|NOM//nmod:poss//40 centrum//NN|NEU|SIN|IND|NOM//nsubj//43 är//VB|PRS|AKT//cop//43 mer//AB|KOM//advmod//43 lämpad//PC|PRF|UTR|SIN|IND|NOM//advcl//23 för//PP//case//46 den//DT|UTR|SIN|DEF//det//46 verksamhet//NN|UTR|SIN|IND|NOM//obl//43 som//HP|-|-|-//obj//49 jag//PN|UTR|SIN|DEF|SUB//nsubj//49 föreslår//VB|PRS|AKT//acl:relcl//46 .//MAD//punct//23
8 Formerna för ombildning av Rikskvinnocentrum (RKC) till ett nationellt centrum – ansvarsområden, Utredningens uppdrag och arbete Utredningens uppdrag;Centrumet//NN|NEU|SIN|DEF|NOM//nsubj//4 skall//VB|PRS|AKT//aux//4 enligt//PP//case//3 direktiven//NN|NEU|PLU|DEF|NOM//obl//4 utveckla//VB|INF|AKT//ROOT//4 metoder//NN|UTR|PLU|IND|NOM//obj//4 för//PP//case//7 omhändertagande//NN|NEU|SIN|IND|NOM//nmod//5 och//KN//cc//9 behandling//NN|UTR|SIN|IND|NOM//conj//7 samt//KN//cc//11 fungera//VB|INF|AKT//conj//4 som//KN//case//14 ett//DT|NEU|SIN|IND//det//14 kunskaps-//NN|UTR|-|-|SMS//obl//11 och//KN//cc//16 resursorgan//NN|UTR|SIN|DEF|NOM//conj//14 för//PP//case//18 myndigheter//NN|UTR|PLU|IND|NOM//nmod//16 ,//MID//punct//20 organisationer//NN|UTR|PLU|IND|NOM//conj//18 och//KN//cc//22 allmänhet//NN|UTR|SIN|IND|NOM//conj//18 när//HA//case//27 det//PN|NEU|SIN|DEF|SUB/OBJ//fixed//23 gäller//VB|PRS|AKT//fixed//23 mäns//NN|UTR|PLU|IND|GEN//nmod:poss//27 våld//NN|NEU|SIN|IND|NOM//obl//11 mot//PP//case//29 kvinnor//NN|UTR|PLU|IND|NOM//nmod//27 ,//MID//punct//31 våldtäkt//NN|UTR|SIN|IND|NOM//conj//29 och//KN//cc//35 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//35 sexuella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//35 övergrepp//NN|NEU|PLU|IND|NOM//conj//29 .//MAD//punct//4
8 Formerna för ombildning av Rikskvinnocentrum (RKC) till ett nationellt centrum – ansvarsområden, Utredningens uppdrag och arbete Utredningens uppdrag;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//2 har//VB|PRS|AKT//aux//2 haft//VB|SUP|AKT//ROOT//2 i//PP//compound:prt//2 uppdrag//NN|NEU|SIN|IND|NOM//fixed//3 att//IE//mark//6 analysera//VB|INF|AKT//xcomp//2 och//KN//cc//8 föreslå//VB|INF|AKT//conj//6 en//DT|UTR|SIN|IND//det//10 organisationsmodell//NN|UTR|SIN|IND|NOM//obj//8 för//PP//mark//15 hur//HA//advmod//15 verksamheten//NN|UTR|SIN|DEF|NOM//nsubj:pass//15 skall//VB|PRS|AKT//aux//15 bedrivas//VB|INF|SFO//advcl//8 samt//KN//cc//18 att//IE//mark//18 analysera//VB|INF|AKT//conj//15 och//KN//cc//20 föreslå//VB|INF|AKT//conj//18 vilka//HD|UTR/NEU|PLU|IND//det//22 ansvarsområden//NN|NEU|PLU|IND|NOM//nsubj//27 och//KN//cc//24 arbetsuppgifter//NN|UTR|PLU|IND|NOM//conj//22 centrumet//NN|NEU|SIN|DEF|NOM//conj//22 skall//VB|PRS|AKT//aux//27 ha//VB|INF|AKT//ccomp//20 .//MAD//punct//2
8 Formerna för ombildning av Rikskvinnocentrum (RKC) till ett nationellt centrum – ansvarsområden, Utredningens uppdrag och arbete Utredningens uppdrag;I//PP//case//30 uppdraget//NN|NEU|SIN|DEF|NOM//obl//33 har//VB|PRS|AKT//aux//33 också//AB//advmod//33 ingått//VB|SUP|AKT//parataxis//2 att//IE//mark//35 analysera//VB|INF|AKT//xcomp//33 och//KN//cc//37 redogöra//VB|INF|AKT//conj//35 för//PP//case//40 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//40 alternativ//NN|NEU|PLU|IND|NOM//obl//37 för//PP//case//42 huvudmannaskap//NN|NEU|SIN|IND|NOM//obl//37 och//KN//cc//44 finansiering//NN|UTR|SIN|IND|NOM//conj//42 för//PP//case//46 centrumet//NN|NEU|SIN|DEF|NOM//nmod//44 .//MAD//punct//2
8 Formerna för ombildning av Rikskvinnocentrum (RKC) till ett nationellt centrum – ansvarsområden, Utredningens uppdrag och arbete Utredningens uppdrag;Jag//PN|UTR|SIN|DEF|SUB//nsubj//3 har//VB|PRS|AKT//aux//3 också//AB//advmod//3 övervägt//VB|SUP|AKT//ROOT//3 förutsättningarna//NN|UTR|PLU|DEF|NOM//obj//3 för//PP//mark//7 att//IE//mark//7 inrätta//VB|INF|AKT//advcl//3 en//DT|UTR|SIN|IND//det//10 nationell//JJ|POS|UTR|SIN|IND|NOM//amod//10 kristelefon//NN|UTR|SIN|IND|NOM//obj//7 för//PP//case//12 kvinnor//NN|UTR|PLU|IND|NOM//nmod//10 som//HP|-|-|-//nsubj:pass//14 utsatts//VB|SUP|SFO//acl:relcl//10 för//PP//case//17 mäns//NN|UTR|PLU|IND|GEN//nmod:poss//17 våld//NN|NEU|SIN|IND|NOM//obl//14 ,//MID//punct//20 vid//PP//case//20 centrumet//NN|NEU|SIN|DEF|NOM//obl//14 .//MID//punct//3
8 Formerna för ombildning av Rikskvinnocentrum (RKC) till ett nationellt centrum – ansvarsområden, Utredningens uppdrag och arbete Utredningens uppdrag;(//PAD//punct//24 Direktiven//NN|NEU|PLU|DEF|NOM//nsubj//24 finns//VB|PRS|SFO//parataxis//3 i//PP//case//27 bilaga//NN|UTR|SIN|IND|NOM//nmod//27 1//RG|NOM//obl//24 .//MAD//punct//24 )//PAD//punct//24

8 Formerna för ombildning av Rikskvinnocentrum (RKC) till ett nationellt centrum – ansvarsområden, Utredningens uppdrag och arbete Utredningens uppdrag / Utredningens arbete;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//1 inledde//VB|PRT|AKT//ROOT//1 sitt//PS|NEU|SIN|DEF//nmod:poss//3 arbete//NN|NEU|SIN|IND|NOM//obj//1 i//PP//case//5 mars//NN|UTR|SIN|IND|NOM//obl//1 2004//RG|NOM//nummod//5 .//MAD//punct//1
8 Formerna för ombildning av Rikskvinnocentrum (RKC) till ett nationellt centrum – ansvarsområden, Utredningens uppdrag och arbete Utredningens uppdrag / Utredningens arbete;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//1 besökte//VB|PRT|AKT//ROOT//1 inledningsvis//AB//advmod//1 RKC//PM|NOM//obj//1 och//KN//cc//5 har//VB|PRS|AKT//conj//1 sammanträtt//VB|SUP|AKT//obj//5 med//PP//case//8 RKC//PM|NOM//obl//5 ://MID//punct//5 s//PM|NOM//nummod//11 chef//NN|UTR|SIN|IND|NOM//nmod//12 Gun//PM|NOM//appos//5 Heimer//PM|NOM//flat:name//12 .//MAD//punct//1
8 Formerna för ombildning av Rikskvinnocentrum (RKC) till ett nationellt centrum – ansvarsområden, Utredningens uppdrag och arbete Utredningens uppdrag / Utredningens arbete;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//18 har//VB|PRS|AKT//aux//18 även//AB//advmod//18 träffat//VB|SUP|AKT//parataxis//1 landstingsrådet//NN|NEU|SIN|DEF|NOM//nmod//20 Mats//PM|NOM//obj//18 O.//PM|NOM//flat//20 Karlsson//PM|NOM//flat//20 och//KN//cc//25 landstingsdirektör//NN|UTR|SIN|IND|NOM//nmod//25 Barbro//PM|NOM//conj//18 Naroskyin//PM|NOM//flat:name//25 vid//PP//case//28 Landstinget//NN|NEU|SIN|DEF|NOM//nmod//25 i//PP//case//31 Uppsala//PM|GEN//nmod:poss//31 län//NN|NEU|SIN|IND|NOM//nmod//28 .//MAD//punct//18
8 Formerna för ombildning av Rikskvinnocentrum (RKC) till ett nationellt centrum – ansvarsområden, Utredningens uppdrag och arbete Utredningens uppdrag / Utredningens arbete;Vidare//AB|KOM//advmod//36 hade//VB|PRT|AKT//aux//36 utredningen//NN|UTR|SIN|DEF|NOM//nsubj//36 mött//VB|SUP|AKT//conj//18 rektor//NN|UTR|SIN|IND|NOM//obj//36 Bo//PM|NOM//xcomp//36 Sundqvist//PM|NOM//flat//38 och//KN//cc//41 ledningen//NN|UTR|SIN|DEF|NOM//conj//38 för//PP//case//44 Uppsala//PM|GEN//nmod:poss//44 universitet//NN|NEU|SIN|IND|NOM//nmod//41 .//MAD//punct//36
8 Formerna för ombildning av Rikskvinnocentrum (RKC) till ett nationellt centrum – ansvarsområden, Utredningens uppdrag och arbete Utredningens uppdrag / Utredningens arbete;Utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//47 sekreterare//NN|UTR|SIN|IND|NOM//nsubj//50 har//VB|PRS|AKT//aux//50 även//AB//advmod//50 sammanträtt//VB|SUP|AKT//parataxis//36 med//PP//case//53 vice//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//53 rektor//NN|UTR|SIN|IND|NOM//nmod//50 och//KN//cc//55 professor//NN|UTR|SIN|IND|NOM//conj//53 vid//PP//case//57 universitetet//NN|NEU|SIN|DEF|NOM//nmod//55 ,//MID//punct//59 Ulf//PM|NOM//conj//18 G.//PM|NOM//flat:name//59 Pettersson//PM|NOM//flat:name//59 samt//KN//cc//65 med//PP//case//65 professor//NN|UTR|SIN|IND|NOM//nmod//65 Eva//PM|NOM//dep//59 Lundgren//PM|NOM//flat:name//65 .//MAD//punct//18
8 Formerna för ombildning av Rikskvinnocentrum (RKC) till ett nationellt centrum – ansvarsområden, Utredningens uppdrag och arbete Utredningens uppdrag / Utredningens arbete;Därutöver//AB//advmod//69 fördes//VB|PRT|SFO//conj//1 samtal//NN|NEU|PLU|IND|NOM//nsubj:pass//69 med//PP//mark//72 sjukhusdirektör//NN|UTR|SIN|IND|NOM//obl//69 Erik//PM|NOM//nsubj//72 Hemmingsson//PM|NOM//flat:name//73 vid//PP//case//77 Akademiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//77 sjukhuset//NN|NEU|SIN|DEF|NOM//nmod//72 i//PP//case//79 Uppsala//PM|NOM//obl//72 .//MAD//punct//1
8 Formerna för ombildning av Rikskvinnocentrum (RKC) till ett nationellt centrum – ansvarsområden, Utredningens uppdrag och arbete Utredningens uppdrag / Utredningens arbete;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//2 har//VB|PRS|AKT//aux//2 bjudit//VB|SUP|AKT//ROOT//2 in//PL//compound:prt//2 ett//DT|NEU|SIN|IND//det//5 antal//NN|NEU|SIN|IND|NOM//nmod//6 personer//NN|UTR|PLU|IND|NOM//obj//2 vid//PP//case//9 tre//RG|NOM//nummod//9 tillfällen//NN|NEU|PLU|IND|NOM//nmod//6 för//PP//case//11 samtal//NN|NEU|PLU|IND|NOM//nmod//9 om//PP//case//14 utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//14 arbete//NN|NEU|SIN|IND|NOM//nmod//11 .//MAD//punct//2
8 Formerna för ombildning av Rikskvinnocentrum (RKC) till ett nationellt centrum – ansvarsområden, Utredningens uppdrag och arbete Utredningens uppdrag / Utredningens arbete;Dessa//PN|UTR/NEU|PLU|DEF|SUB/OBJ//nsubj//19 har//VB|PRS|AKT//aux//19 varit//VB|SUP|AKT//cop//19 jämställdhetsdirektör//NN|UTR|SIN|IND|NOM//nmod//20 Catharina//PM|NOM//appos//2 Alpqvist//PM|NOM//flat//20 ,//MID//punct//20 socionom//NN|UTR|SIN|IND|NOM//nmod//24 Katarina//PM|NOM//appos//20 Björkegren//PM|NOM//flat//24 ,//MID//punct//24 forskare//NN|UTR|SIN|IND|NOM//nmod//28 Maria//PM|NOM//appos//24 Eriksson//PM|NOM//flat:name//28 ,//MID//punct//24 verksamhetsledare//NN|UTR|SIN|IND|NOM//nmod//32 Josefine//PM|NOM//appos//24 Grände//PM|NOM//flat:name//32 ,//MID//punct//32 forskare//NN|UTR|SIN|IND|NOM//nmod//36 Carin//PM|NOM//conj//24 Holmberg//PM|NOM//flat:name//36 ,//MID//punct//40 projektledare//NN|UTR|SIN|IND|NOM//nmod//40 Wiveca//PM|NOM//conj//24 Holst//PM|NOM//flat:name//40 ,//MID//punct//24 ordföranden//NN|UTR|SIN|DEF|NOM//conj//20 i//PP//case//46 SKR//PM|NOM//nmod//46 Carina//PM|NOM//nmod//43 Ohlsson//PM|NOM//flat//46 ,//MID//punct//49 projektledare//NN|UTR|SIN|IND|NOM//nmod//50 Margot//PM|NOM//conj//20 Olsson//PM|NOM//flat//50 ,//MID//punct//50 kurator//NN|UTR|SIN|IND|NOM//nmod//54 Anneli//PM|NOM//conj//20 Svensson//PM|NOM//flat:name//54 och//KN//cc//57 ordföranden//NN|UTR|SIN|DEF|NOM//conj//54 i//PP//case//60 ROKS//PM|NOM//nmod//60 Ireen//PM|NOM//nmod//57 von//PM|NOM//nmod//62 Wachenfeldt//PM|NOM//flat//60 .//MAD//punct//2
8 Formerna för ombildning av Rikskvinnocentrum (RKC) till ett nationellt centrum – ansvarsområden, Utredningens uppdrag och arbete Utredningens uppdrag / Utredningens arbete;Angående//PP//case//3 den//DT|UTR|SIN|DEF//det//3 nationella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//3 kristelefonen//NN|UTR|SIN|DEF|NOM//obl//4 har//VB|PRS|AKT//ROOT//4 utredningen//NN|UTR|SIN|DEF|NOM//nsubj//4 samanträtt//NN|UTR|SIN|IND|NOM//obj//4 med//PP//case//8 ordföranden//NN|UTR|SIN|DEF|NOM//nmod//6 för//PP//case//10 Terrafem//PM|NOM//nmod//8 Bernadita//PM|NOM//flat//10 Nunez//PM|NOM//nsubj//11 .//MAD//punct//4
8 Formerna för ombildning av Rikskvinnocentrum (RKC) till ett nationellt centrum – ansvarsområden, Utredningens uppdrag och arbete Utredningens uppdrag / Utredningens arbete;Konsult//NN|UTR|SIN|IND|NOM//nmod//1 Mårten//PM|NOM//ROOT//1 Levin//PM|NOM//flat:name//1 ,//MID//punct//4 KPMG//PM|NOM//conj//1 ,//MID//punct//4 generalsekreterare//NN|UTR|SIN|IND|NOM//nmod//7 Katarina//PM|NOM//conj//1 Lindahl//PM|NOM//flat:name//7 ,//MID//punct//7 RFSU//PM|NOM//nmod//7 ,//MID//punct//7 föreståndare//NN|UTR|SIN|IND|NOM//nmod//13 Anne-Marie//PM|NOM//nmod//7 Morhed//PM|NOM//flat:name//13 ,//MID//punct//7 Nationella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//17 sekretariatet//NN|NEU|SIN|DEF|NOM//nsubj:pass//26 för//PP//case//19 genusforskning//NN|UTR|SIN|IND|NOM//nmod//17 och//KN//cc//21 representanter//NN|UTR|PLU|IND|NOM//conj//19 för//PP//case//23 Öhrlings//PM|GEN//nmod//21 PriceWaterHouseCoopers//MID//flat//23 har//VB|PRS|AKT//aux//26 konsulterats//VB|SUP|SFO//acl:relcl//1 angående//PP//case//28 frågor//NN|UTR|PLU|IND|NOM//obl//26 om//PP//case//30 organisation//NN|UTR|SIN|IND|NOM//nmod//28 och//KN//cc//32 huvudmannaskap//NN|NEU|SIN|IND|NOM//conj//30 .//MAD//punct//1
8 Formerna för ombildning av Rikskvinnocentrum (RKC) till ett nationellt centrum – ansvarsområden, Utredningens uppdrag och arbete Utredningens uppdrag / Utredningens arbete;Sekreteraren//NN|UTR|SIN|DEF|NOM//nsubj//3 har//VB|PRS|AKT//aux//3 även//AB//advmod//3 rådfrågat//VB|SUP|AKT//ROOT//3 Team//PM|NOM//obj//3 för//PP//case//7 våldtagna//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//7 kvinnor//NN|UTR|PLU|IND|NOM//obl//3  //_SP////7 på//PP//case//12 Alla//DT|UTR/NEU|PLU|IND/DEF//det//11 Kvinnors//NN|UTR|PLU|IND|GEN//nmod:poss//12 Hus//NN|NEU|PLU|IND|NOM//obl//3 och//KN//cc//14 RFSU//PM|NOM//conj//12 ://MID//punct//3 s//NN|NEU|SIN|IND|GEN//amod//17 klinik//NN|UTR|SIN|IND|NOM//parataxis//3 angående//PP//case//19 arbetet//NN|NEU|SIN|DEF|NOM//nmod//17 med//PP//case//21 kvinnor//NN|UTR|PLU|IND|NOM//nmod//19 som//HP|-|-|-//nsubj:pass//24 blivit//VB|SUP|AKT//aux:pass//24 utsatta//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//acl:relcl//21 för//PP//case//27 sexuella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//27 övergrepp//NN|NEU|PLU|IND|NOM//obl//24 .//MAD//punct//3
8 Formerna för ombildning av Rikskvinnocentrum (RKC) till ett nationellt centrum – ansvarsområden, Utredningens uppdrag och arbete Utredningens uppdrag / Utredningens arbete;Under//PP//case//2 arbetets//NN|NEU|SIN|DEF|GEN//nmod:poss//2 gång//NN|UTR|SIN|IND|NOM//obl//5 har//VB|PRS|AKT//aux//5 utredningen//NN|UTR|SIN|DEF|NOM//nsubj//5 haft//VB|SUP|AKT//ROOT//5 samråd//NN|NEU|SIN|IND|NOM//obj//5 med//PP//case//8 Utredningen//NN|UTR|SIN|DEF|NOM//nmod//6 om//PP//case//10 kvinnofriduppdragen//NN|UTR|SIN|DEF|NOM//nmod//8 (//PAD//punct//5 dir//NN|AN//appos//5 .//MAD//punct//12
8 Formerna för ombildning av Rikskvinnocentrum (RKC) till ett nationellt centrum – ansvarsområden, Utredningens uppdrag och arbete Utredningens uppdrag / Utredningens arbete;2003:112//RG|NOM//obj//5 )//PAD//punct//14 och//KN//cc//17 Utredningen//NN|UTR|SIN|DEF|NOM//conj//5 om//PP//case//19 Brottsoffermyndigheten//NN|UTR|SIN|DEF|NOM//nmod//17 (//PAD//punct//21 SOU//PM|NOM//appos//19 2004:61//RG|NOM//nummod//21 )//PAD//punct//21 .//MAD//punct//5
8 Formerna för ombildning av Rikskvinnocentrum (RKC) till ett nationellt centrum – ansvarsområden, Utredningens uppdrag och arbete Utredningens uppdrag / Utredningens arbete;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//28 har//VB|PRS|AKT//aux//28 också//AB//advmod//28 tagit//VB|SUP|AKT//conj//5 del//NN|UTR|SIN|IND|NOM//obj//28 av//PP//case//34 2003//RG|NOM//nummod//32 års//NN|NEU|SIN|IND|GEN//nmod:poss//33 BRÅ-utrednings//NN|UTR|SIN|IND|GEN//nmod//34 betänkande//NN|NEU|SIN|IND|NOM//nmod//29 Brottsförebyggande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//36 kunskapsutveckling//NN|UTR|SIN|IND|NOM//obj//28  //_SP////36 (//PAD//punct//36 SOU//PM|NOM//appos//36 2004:18//RG|NOM//conj//36 )//PAD//punct//28 .//MAD//punct//28
