Kommittédirektiv;Beslut//NN|NEU|SIN|IND|NOM//ROOT//0 vid//PP//case//2 regeringssammanträde//NN|NEU|SIN|IND|NOM//nmod//0 den//DT|UTR|SIN|DEF//det//5 4//RO|NOM//nummod//5 december//NN|UTR|SIN|IND|NOM//obl//0 2003//RG|NOM//nummod//5 .//MAD//punct//0
Protokoll av den 3 juni 1999 om ändring av fördraget om internationell järnvägstrafik (COTIF) av den 9 maj 1980;COTIF//PM|NOM//nsubj:pass//3 1980//RG|NOM//nummod//0 skall//VB|PRS|AKT//aux//3 ändras//VB|INF|SFO//ROOT//3 enligt//PP//case//5 innehållet//NN|NEU|SIN|DEF|NOM//obl//3 i//PP//case//8 den//DT|UTR|SIN|DEF//det//8 bilaga//NN|UTR|SIN|IND|NOM//nmod//5 som//HP|-|-|-//nsubj//10 utgör//VB|PRS|AKT//acl:relcl//8 en//DT|UTR|SIN|IND//det//13 integrerad//PC|PRF|UTR|SIN|IND|NOM//amod//13 del//NN|UTR|SIN|IND|NOM//obj//10 av//PP//case//16 detta//DT|NEU|SIN|DEF//det//16 protokoll//NN|NEU|SIN|IND|NOM//nmod//13 .//MAD//punct//3 §//NN|AN//nmod//19 §//NN|AN//obl//3
Protokoll av den 3 juni 1999 om ändring av fördraget om internationell järnvägstrafik (COTIF) av den 9 maj 1980;Article//PM|NOM//ROOT//0 3//RG|NOM//nummod//0
Protokoll av den 3 juni 1999 om ändring av fördraget om internationell järnvägstrafik (COTIF) av den 9 maj 1980;Signature//PM|NOM//ROOT//0 .//MID//punct//0
Protokoll av den 3 juni 1999 om ändring av fördraget om internationell järnvägstrafik (COTIF) av den 9 maj 1980;Ratification//NN|UTR|SIN|IND|NOM//appos//0 .//MAD//punct//0
Protokoll av den 3 juni 1999 om ändring av fördraget om internationell järnvägstrafik (COTIF) av den 9 maj 1980;Acceptation//NN|UTR|SIN|IND|NOM//ROOT//0 .//MAD//punct//0
Protokoll av den 3 juni 1999 om ändring av fördraget om internationell järnvägstrafik (COTIF) av den 9 maj 1980;Approbation//NN|UTR|SIN|IND|NOM//conj//0 .//MAD//punct//0
Protokoll av den 3 juni 1999 om ändring av fördraget om internationell järnvägstrafik (COTIF) av den 9 maj 1980;Adhésion//NN|UTR|SIN|IND|NOM//nsubj:pass//10 §//NN|AN//nmod//4 §//NN|AN//nmod//4 §//NN|AN//nmod//4 22–26//RG|NOM//nmod//0 i//PP//case//6 COTIF//PM|NOM//nmod//4 1980//RG|NOM//nummod//6 ,//MID//punct//0 skall//VB|PRS|AKT//aux//10 utföras//VB|INF|SFO//ROOT//10 av//PP//case//12 OTIF//PM|NOM//obl:agent//10 ,//MID//punct//16 som//KN//case//16 tillfällig//JJ|POS|UTR|SIN|IND|NOM//amod//16 depositarie//NN|UTR|SIN|IND|NOM//appos//12 ,//MID//punct//19 från//PP//case//19 det//PN|NEU|SIN|DEF|SUB/OBJ//conj//16 att//SN//mark//23 detta//DT|NEU|SIN|DEF//det//22 protokoll//NN|NEU|SIN|IND|NOM//nsubj:pass//23 öppnas//VB|PRS|SFO//advcl//10 för//PP//mark//25 undertecknande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//obl//23 till//PP//case//27 dess//AB//nmod//25 att//SN//mark//30 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//30 träder//VB|PRS|AKT//advcl//23 i//PP//compound:prt//30 kraft//NN|UTR|SIN|IND|NOM//fixed//31 .//MAD//punct//30 §//NN|AN//nmod//35
Protokoll av den 3 juni 1999 om ändring av fördraget om internationell järnvägstrafik (COTIF) av den 9 maj 1980;a//NN|NEU|SIN|IND|NOM//obl//30 )//PAD//punct//35 om//PP//mark//38 undertecknande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//advcl//30 av//PP//case//41 detta//DT|NEU|SIN|DEF//det//41 protokoll//NN|NEU|SIN|IND|NOM//nmod//38 och//KN//cc//44 om//PP//case//44 deponering//NN|UTR|SIN|IND|NOM//conj//38 av//PP//case//46 instrument//NN|NEU|PLU|IND|NOM//nmod//44 om//PP//case//48 ratifikation//NN|UTR|SIN|IND|NOM//nmod//46 ,//MID//punct//50 godtagande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//38 ,//MID//punct//52 godkännande//NN|NEU|SIN|IND|NOM//conj//38 eller//KN//cc//54 anslutning//NN|UTR|SIN|IND|NOM//conj//38 ,//MID//punct//56 b//NN|NEU|SIN|IND|NOM//conj//38 )//PAD//punct//38 om//PP//case//60 den//DT|UTR|SIN|DEF//det//60 dag//NN|UTR|SIN|IND|NOM//obl//30 då//HA//advmod//64 detta//DT|NEU|SIN|DEF//det//63 protokoll//NN|NEU|SIN|IND|NOM//nsubj//64 träder//VB|PRS|AKT//acl:relcl//60 i//PP//compound:prt//64 kraft//NN|UTR|SIN|IND|NOM//fixed//65 enligt//PP//case//69 artikel//NN|UTR|SIN|IND|NOM//nmod//69 4//RG|NOM//obl//64 i//PP//case//71 detta//PN|NEU|SIN|DEF|SUB/OBJ//obl//64 ,//MID//punct//75 och//KN//cc//75 skall//VB|PRS|AKT//aux//75 utföra//VB|INF|AKT//conj//10 depositariens//NN|NEU|PLU|DEF|GEN//nmod:poss//78 övriga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//78 uppgifter//NN|UTR|PLU|IND|NOM//obj//75 §//NN|AN//nmod//80 1//RG|NOM//nummod//81 Detta//DT|NEU|SIN|DEF//det//82 protokoll//NN|NEU|SIN|IND|NOM//nsubj//85 skall//VB|PRS|AKT//aux//85 vara//VB|INF|AKT//cop//85 öppet//JJ|POS|NEU|SIN|IND|NOM//parataxis//75 för//PP//case//87 undertecknande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//obl//85 av//PP//case//89 medlemsstaterna//NN|UTR|PLU|DEF|NOM//nmod//87 till//AB//advmod//85 och//KN//fixed//90 med//AB//fixed//90 den//DT|UTR|SIN|DEF//det//95 31//RG|NOM//nummod//95 december//NN|UTR|SIN|IND|NOM//obl//85 1999//RG|NOM//nummod//95 .//MAD//punct//75
Protokoll av den 3 juni 1999 om ändring av fördraget om internationell järnvägstrafik (COTIF) av den 9 maj 1980;Under-//AB|SMS//case//101 §//NN|AN//nmod//101 §//NN|AN//nmod//101 §//NN|AN//obl//75
Protokoll av den 3 juni 1999 om ändring av fördraget om internationell järnvägstrafik (COTIF) av den 9 maj 1980;Article//PM|NOM//ROOT//0 4//RG|NOM//nummod//0
Protokoll av den 3 juni 1999 om ändring av fördraget om internationell järnvägstrafik (COTIF) av den 9 maj 1980;Entrée//NN|NEU|SIN|IND|NOM//advmod//4 en//DT|UTR|SIN|IND//det//2 vigueur//NN|UTR|SIN|IND|NOM//nmod//3 §//NN|AN//nmod//4 §//NN|AN//nmod//7 §//NN|AN//obl//6 §//NN|AN//nmod//7 tecknandet//NN|NEU|SIN|DEF|NOM//nsubj//9 skall//VB|PRS|AKT//aux//9 ske//VB|INF|AKT//ROOT//9 hos//PP//case//11 depositarien//NN|UTR|SIN|DEF|NOM//obl//9 i//PP//case//13 Bern//PM|NOM//nmod//11 .//MAD//punct//9 §//NN|AN//nmod:poss//16 §//NN|AN//nmod//17 §//NN|AN//nmod//22 §//NN|AN//nmod//20 §//NN|AN//nmod//20
Protokoll av den 3 juni 1999 om ändring av fördraget om internationell järnvägstrafik (COTIF) av den 9 maj 1980;1//RG|NOM//nummod//22 Detta//DT|NEU|SIN|DEF//flat:name//20 protokoll//NN|NEU|SIN|IND|NOM//nsubj//23 träder//VB|PRS|AKT//parataxis//9 i//PP//advmod//23 kraft//NN|UTR|SIN|IND|NOM//fixed//24 första//RO|NOM//amod//27 dagen//NN|UTR|SIN|DEF|NOM//obl//23 i//PP//case//31 den//DT|UTR|SIN|DEF//det//31 tredje//RO|NOM//amod//31 månaden//NN|UTR|SIN|DEF|NOM//nmod//27 efter//PP//case//34 den//DT|UTR|SIN|DEF//det//34 månad//NN|UTR|SIN|IND|NOM//obl//23 då//HA//advmod//40 den//DT|UTR|SIN|DEF//det//38 tillfällige//JJ|POS|MAS|SIN|DEF|NOM//amod//38 depositarien//NN|UTR|SIN|DEF|NOM//nsubj//40 har//VB|PRS|AKT//aux//40 underrättat//VB|SUP|AKT//acl:relcl//34 medlemsstaterna//NN|UTR|PLU|DEF|NOM//obj//40 om//PP//case//43 deponeringen//NN|UTR|SIN|DEF|NOM//nmod//41 av//PP//case//46 det//DT|NEU|SIN|DEF//det//46 instrument//NN|NEU|SIN|IND|NOM//nmod//43 genom//PP//case//49 vilket//HP|NEU|SIN|IND//det//49 villkoren//NN|NEU|PLU|DEF|NOM//nmod//43 i//PP//case//53 artikel//NN|UTR|SIN|IND|NOM//nmod//53 20//RG|NOM//nummod//53 §//NN|AN//nmod//49 2//RG|NOM//nummod//53 i//PP//case//56 COTIF//PM|NOM//nmod//49 1980//RG|NOM//nummod//56 har//VB|PRS|AKT//aux//59 uppfyllts//VB|SUP|SFO//advcl//23 .//MID//punct//9
Protokoll av den 3 juni 1999 om ändring av fördraget om internationell järnvägstrafik (COTIF) av den 9 maj 1980;Stater//NN|UTR|PLU|IND|NOM//nsubj//73 ,//MID//punct//61 som//HP|-|-|-//case//65 vid//PP//case//65 tidpunkten//NN|UTR|SIN|DEF|NOM//acl:relcl//61 för//PP//case//67 beslutet//NN|NEU|SIN|DEF|NOM//nmod//65 av//PP//case//71 den//DT|UTR|SIN|DEF//det//71 femte//RO|NOM//amod//71 generalförsamlingen//NN|UTR|SIN|DEF|NOM//nmod//67 var//VB|PRT|AKT//cop//73 medlemsstater//NN|UTR|PLU|IND|NOM//parataxis//9 och//KN//cc//77 som//HP|-|-|-//nsubj//77 fortfarande//AB//advmod//77 är//VB|PRS|AKT//conj//73 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//77 när//HA//mark//86 villkoren//NN|NEU|PLU|DEF|NOM//nsubj:pass//86 för//PP//case//83 detta//DT|NEU|SIN|DEF//det//83 protokolls//NN|NEU|SIN|IND|GEN//nmod//80 ikraftträdande//NN|NEU|SIN|IND|NOM//nmod//80 har//VB|PRS|AKT//aux//86 uppfyllts//VB|SUP|SFO//ccomp//77 ,//MID//punct//89 skall//VB|PRS|AKT//aux//89 anses//VB|INF|SFO//conj//73 vara//VB|INF|AKT//cop//91 medlemsstater//NN|UTR|PLU|IND|NOM//xcomp//89 i//PP//case//94 den//DT|UTR|SIN|DEF//det//94 mening//NN|UTR|SIN|IND|NOM//nmod//91 som//HP|-|-|-//nsubj:pass//96 avses//VB|PRS|SFO//acl:relcl//94 i//PP//case//101 nämnda//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//99 artikel//NN|UTR|SIN|IND|NOM//nmod//101 20//RG|NOM//nummod//101 §//NN|AN//nmod//102 2//RG|NOM//obl//96 .//MAD//punct//73 §//NN|AN//nmod//105
Protokoll av den 3 juni 1999 om ändring av fördraget om internationell järnvägstrafik (COTIF) av den 9 maj 1980;2//RG|NOM//nummod//106 Artikel//NN|UTR|SIN|IND|NOM//nmod//107 3//RG|NOM//nmod//73 skall//VB|PRS|AKT//aux//110 dock//AB//advmod//110 tillämpas//VB|INF|SFO//conj//9 från//PP//compound:prt//110 och//KN//cc//114 med//PP//case//114 öppnandet//NN|NEU|SIN|DEF|NOM//conj//110 för//PP//case//116 undertecknande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//nmod//114 av//PP//case//119 detta//DT|NEU|SIN|DEF//det//119 protokoll//NN|NEU|SIN|IND|NOM//nmod//116 .//MAD//punct//9
Protokoll av den 3 juni 1999 om ändring av fördraget om internationell järnvägstrafik (COTIF) av den 9 maj 1980;Article//PM|NOM//ROOT//0 6//RG|NOM//nummod//0
Protokoll av den 3 juni 1999 om ändring av fördraget om internationell järnvägstrafik (COTIF) av den 9 maj 1980;Dispositions//PM|GEN//nmod:poss//1 transitoires//NN|UTR|PLU|IND|NOM//ROOT//1
Protokoll av den 3 juni 1999 om ändring av fördraget om internationell järnvägstrafik (COTIF) av den 9 maj 1980;Förklaringar//NN|UTR|PLU|IND|NOM//nsubj:pass//19 och//KN//cc//2 förbehåll//NN|NEU|SIN|IND|NOM//conj//0 enligt//PP//case//7 artikel//NN|UTR|SIN|IND|NOM//nmod//5 42//RG|NOM//nummod//6 §//NN|AN//nmod//7 1//RG|NOM//nmod//0 i//PP//case//9 fördraget//NN|NEU|SIN|DEF|NOM//nmod//0 i//PP//case//12 dess//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//12 lydelse//NN|UTR|SIN|IND|NOM//nmod//9 enligt//PP//case//14 bilagan//NN|UTR|SIN|DEF|NOM//nmod//9 till//PP//case//17 detta//DT|NEU|SIN|DEF//det//17 protokoll//NN|NEU|SIN|IND|NOM//nmod//14 får//VB|PRS|AKT//aux//19 avges//VB|INF|SFO//ROOT//19 när//HA//advmod//19 som//KN//case//22 helst//AB|SUV//fixed//20 ,//MID//punct//19 även//AB//mark//28 innan//SN//mark//28 detta//DT|NEU|SIN|DEF//det//27 protokoll//NN|NEU|SIN|IND|NOM//nsubj//28 träder//VB|PRS|AKT//advcl//19 i//PP//case//30 kraft//NN|UTR|SIN|IND|NOM//obl//28 .//MAD//punct//19
Protokoll av den 3 juni 1999 om ändring av fördraget om internationell järnvägstrafik (COTIF) av den 9 maj 1980;De//PN|UTR/NEU|PLU|DEF|SUB//nsubj//33 blir//VB|PRS|AKT//parataxis//19 gällande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//xcomp//33 när//HA//mark//38 detta//DT|NEU|SIN|DEF//det//37 protokoll//NN|NEU|SIN|IND|NOM//nsubj//38 träder//VB|PRS|AKT//advcl//33 i//PP//case//40 kraft//NN|UTR|SIN|IND|NOM//obl//38 .//MAD//punct//33 §//NN|AN//nmod//43
Protokoll av den 3 juni 1999 om ändring av fördraget om internationell järnvägstrafik (COTIF) av den 9 maj 1980;1//RG|NOM//nummod//46 Senast//AB|SUV//case//46 sex//RG|NOM//nummod//46 månader//NN|UTR|PLU|IND|NOM//obl//33 från//PP//case//48 det//PN|NEU|SIN|DEF|SUB/OBJ//nmod//46 att//SN//mark//53 detta//DT|NEU|SIN|DEF//det//51 protokoll//NN|NEU|SIN|IND|NOM//nsubj//53 har//VB|PRS|AKT//aux//53 trätt//VB|SUP|AKT//advcl//33 i//PP//case//55 kraft//NN|UTR|SIN|IND|NOM//obl//53 skall//VB|PRS|AKT//aux//57 OTIF//PM|NOM//conj//19 ://MID//punct//61 s//NN|AN//case//60 generalsekreterare//NN|UTR|PLU|IND|NOM//obl//61 sammankalla//VB|INF|AKT//parataxis//57 generalförsamlingen//NN|UTR|SIN|DEF|NOM//obj//61 för//PP//mark//67 att//SN//mark//67 a//NN|NEU|SIN|IND|NOM//advmod//67 )//PAD//punct//65 utse//VB|INF|AKT//advcl//61 medlemmarna//NN|UTR|PLU|DEF|NOM//obj//67 i//PP//case//71 administrativa//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//71 kommittén//NN|UTR|SIN|DEF|NOM//nmod//68 för//PP//case//75 den//DT|UTR|SIN|DEF//det//75 påföljande//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//75 perioden//NN|UTR|SIN|DEF|NOM//obl//67 (//PAD//punct//75 artikel//NN|UTR|SIN|IND|NOM//nmod//78 14//RG|NOM//nummod//79 §//NN|AN//appos//75 2//RG|NOM//nummod//81 b//NN|NEU|SIN|IND|NOM//nmod//75 i//PP//case//83 COTIF//PM|NOM//nmod//81 i//PP//case//86 dess//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//86 lydelse//NN|UTR|SIN|IND|NOM//nmod//75 enligt//PP//case//88 bilagan//NN|UTR|SIN|DEF|NOM//nmod//75 till//PP//case//91 detta//DT|NEU|SIN|DEF//det//91 protokoll//NN|NEU|SIN|IND|NOM//nmod//88 )//PAD//punct//67 och//KN//cc//99 ,//MID//punct//99 i//PP//case//97 förekommande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//97 fall//NN|NEU|PLU|IND|NOM//obl//99 ,//MID//punct//99 fatta//VB|INF|AKT//conj//67 beslut//NN|NEU|SIN|IND|NOM//obj//99 om//PP//mark//102 upphörande//NN|NEU|SIN|IND|NOM//advcl//99 av//PP//case//108 den//DT|UTR|SIN|DEF//det//107 sittande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//107 administrativa//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//107 kommitténs//NN|UTR|SIN|DEF|GEN//nmod:poss//108 mandat//NN|NEU|PLU|IND|NOM//nmod//102 ,//MID//punct//110 b//NN|NEU|SIN|IND|NOM//conj//108 )//PAD//punct//99 för//PP//case//114 en//DT|UTR|SIN|IND//det//114 period//NN|UTR|SIN|IND|NOM//obl//118 om//PP//case//117 sex//RG|NOM//nummod//117 år//NN|NEU|PLU|IND|NOM//nmod//114 fastställa//VB|INF|AKT//conj//67 det//DT|NEU|SIN|DEF//expl//118 belopp//NN|NEU|SIN|IND|NOM//obj//118 till//PP//case//124 vilket//HP|NEU|SIN|IND//det//124 organisationens//NN|UTR|SIN|DEF|GEN//nmod:poss//124 utgifter//NN|UTR|PLU|IND|NOM//nmod//120 högst//AB|SUV//advmod//127 får//VB|PRS|AKT//aux//127 uppgå//VB|INF|AKT//acl:relcl//120 (//PAD//punct//127 artikel//NN|UTR|SIN|IND|NOM//nmod//130 14//RG|NOM//nummod//131 §//NN|AN//obl//127 2//RG|NOM//nummod//131 e//NN|NEU|SIN|IND|NOM//obl//127 i//PP//case//135 COTIF//PM|NOM//obl//127 i//PP//case//144 §//NN|AN//nmod//138 §//NN|AN//nmod//139 §//NN|AN//nmod//140 §//NN|AN//nmod//141 §//NN|AN//nmod//142 §//NN|AN//nmod//143 §//NN|AN//nmod//144 §//NN|AN//nmod//146 dess//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//146 lydelse//NN|UTR|SIN|IND|NOM//nmod//135 enligt//PP//case//148 bilagan//NN|UTR|SIN|DEF|NOM//nmod//146 till//PP//case//151 detta//DT|NEU|SIN|DEF//det//151 protokoll//NN|NEU|SIN|IND|NOM//nmod//148 )//PAD//punct//127 ,//MID//punct//67 och//KN//cc//155 c//NN|NEU|SIN|IND|NOM//conj//153 )//PAD//punct//67 i//PP//case//159 förekommande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//159 fall//NN|NEU|PLU|IND|NOM//obl//160 utse//VB|INF|AKT//conj//61 generalsekreterare//NN|UTR|SIN|IND|NOM//obj//160 (//PAD//punct//161 artikel//NN|UTR|SIN|IND|NOM//appos//161 14//RG|NOM//nummod//165 §//NN|AN//nmod//166 2//RG|NOM//nummod//163 c//NN|AN//conj//161 i//PP//case//169 COTIF//PM|NOM//obl//160 i//PP//case//172 dess//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//172 lydelse//NN|UTR|SIN|IND|NOM//obl//160 enligt//PP//case//174 bilagan//NN|UTR|SIN|DEF|NOM//obl//160 till//PP//case//177 detta//DT|NEU|SIN|DEF//det//177 protokoll//NN|NEU|SIN|IND|NOM//nmod//174 )//PAD//punct//160 .//MAD//punct//61 §//NN|AN//nmod:poss//181 §//NN|AN//nmod//183 §//NN|AN//nmod//183 §//NN|AN//nsubj:pass//185
