
Bilaga 1 / Kommittédirektiv;Beslut//NN|NEU|SIN|IND|NOM//ROOT//0 vid//PP//case//2 regeringssammanträde//NN|NEU|SIN|IND|NOM//nmod//0 den//DT|UTR|SIN|DEF//det//5 21//RG|NOM//nummod//5 februari//NN|UTR|SIN|IND|NOM//obl//0 2008//RG|NOM//nummod//5 .//MAD//punct//0
Bilaga 3 / Kyrkor och församlingslokaler Tillstånd har medgivits att vid in- och utpassering i en kyrka använda övervakningskamera som inte innefattat inspelning av bilder eller upptagning av ljud.;Länsrätten//NN|UTR|SIN|DEF|NOM//nsubj//43 pekade//VB|PRT|AKT//parataxis//1 på//PP//case//51 att//SN//mark//51 ett//DT|NEU|SIN|IND//det//47 kyrkobesök//NN|NEU|SIN|IND|NOM//nsubj//51 är//VB|PRS|AKT//cop//51 en//DT|UTR|SIN|IND//det//51 frihetsutövande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//51 handling//NN|UTR|SIN|IND|NOM//obl//43 där//HA//advmod//57 de//DT|UTR/NEU|PLU|DEF//det//55 enskildas//JJ|POS|UTR/NEU|PLU|IND/DEF|GEN//amod//55 integritet//NN|UTR|SIN|IND|NOM//nsubj:pass//57 måste//VB|PRS|AKT//aux//57 ges//VB|INF|SFO//acl:relcl//51 särskilt//PC|PRF|NEU|SIN|IND|NOM//amod//59 företräde//NN|NEU|SIN|IND|NOM//obj//57 framför//PP//case//62 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//62 intressen//NN|NEU|PLU|IND|NOM//obl//57 och//KN//cc//67 att//SN//mark//67 allmänheten//NN|UTR|SIN|DEF|NOM//nsubj//67 inte//AB//advmod//67 har//VB|PRS|AKT//conj//57 anledning//NN|UTR|SIN|IND|NOM//obj//67 att//IE//mark//76 ,//MID//punct//76 utan//KN//case//74 mycket//AB|POS//advmod//73 starka//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//74 skäl//NN|NEU|PLU|IND|NOM//obl//76 ,//MID//punct//76 räkna//VB|INF|AKT//xcomp//67 med//PP//mark//79 att//IE//mark//79 bli//VB|INF|AKT//advcl//76 föremål//NN|NEU|SIN|IND|NOM//xcomp//79 för//PP//case//82 kameraövervakning//NN|UTR|SIN|IND|NOM//obl//79 .//MAD//punct//43
Bilaga 3 / Kyrkor och församlingslokaler Tillstånd har medgivits att vid in- och utpassering i en kyrka använda övervakningskamera som inte innefattat inspelning av bilder eller upptagning av ljud.;Länsrätten//NN|UTR|SIN|DEF|NOM//nsubj//85 kom//VB|PRT|AKT//conj//43 fram//PL//advmod//85 till//PP//mark//92 att//SN//mark//92 samfälligheten//NN|UTR|SIN|DEF|NOM//nsubj//92 inte//AB//advmod//92 hade//VB|PRT|AKT//aux//92 visat//VB|SUP|AKT//advcl//85 att//SN//mark//95 övervakningsintresset//NN|NEU|SIN|DEF|NOM//nsubj//95 vägde//VB|PRT|AKT//ccomp//92 tyngre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//95 än//KN//mark//98 integritetsintresset//NN|NEU|SIN|DEF|NOM//obl//95 för//PP//case//100 kyrkobesökarna//NN|UTR|PLU|DEF|NOM//nmod//98 och//KN//cc//102 avslog//VB|PRT|AKT//conj//95 överklagandet//NN|NEU|SIN|DEF|NOM//obj//102 .//MAD//punct//43
Bilaga 3 / Kyrkor och församlingslokaler Tillstånd har medgivits att vid in- och utpassering i en kyrka använda övervakningskamera som inte innefattat inspelning av bilder eller upptagning av ljud.;Samfälligheten//NN|UTR|SIN|DEF|NOM//nsubj//1 överklagade//VB|PRT|AKT//ROOT//1 länsrättens//NN|UTR|SIN|DEF|GEN//nmod:poss//3 dom//NN|UTR|SIN|IND|NOM//obj//1 till//PP//case//5 Kammarrätten//PM|NOM//obl//1 i//PP//case//7 Göteborg//PM|NOM//nmod//5 och//KN//cc//9 yrkade//VB|PRT|AKT//conj//1 att//IE//mark//11 få//VB|INF|AKT//xcomp//9 det//DT|NEU|SIN|DEF//det//14 sökta//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//14 tillståndet//NN|NEU|SIN|DEF|NOM//obj//11 .//MAD//punct//1
Bilaga 3 / Kyrkor och församlingslokaler Tillstånd har medgivits att vid in- och utpassering i en kyrka använda övervakningskamera som inte innefattat inspelning av bilder eller upptagning av ljud.;I//PP//case//17 kammarrätten//NN|UTR|SIN|DEF|NOM//obl//18 framkom//VB|PRT|AKT//parataxis//1 att//SN//mark//23 Åmåls//PM|GEN//nmod:poss//21 kyrka//NN|UTR|SIN|IND|NOM//nsubj//23 varit//VB|SUP|AKT//cop//23 utsatt//PC|PRF|UTR|SIN|IND|NOM//ccomp//18 för//PP//case//25 stölder//NN|UTR|PLU|IND|NOM//obl//23 och//KN//cc//27 skadegörelse//NN|UTR|SIN|IND|NOM//conj//25 såväl//KN//advmod//29 inne//AB//advmod//32 i//PP//case//32 själva//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//32 kyrkorummet//NN|NEU|SIN|DEF|NOM//obl//23 som//HP|-|-|-//case//35 i//PP//case//35 vapenhuset//NN|NEU|SIN|DEF|NOM//nmod//32 samt//KN//cc//40 att//SN//mark//40 brandhärdar//NN|UTR|PLU|IND|NOM//nsubj:pass//40 hade//VB|PRT|AKT//aux//40 anlagts//VB|SUP|SFO//conj//18 .//MAD//punct//18
Bilaga 3 / Kyrkor och församlingslokaler Tillstånd har medgivits att vid in- och utpassering i en kyrka använda övervakningskamera som inte innefattat inspelning av bilder eller upptagning av ljud.;Enligt//PP//case//43 kammarrätten//NN|UTR|SIN|DEF|NOM//obl//1 hade//VB|PRT|AKT//advcl//1 därför//AB//advmod//44 samfälligheten//NN|UTR|SIN|DEF|NOM//fixed//45 ett//DT|NEU|SIN|IND//det//49 berättigat//PC|PRF|NEU|SIN|IND|NOM//amod//49 intresse//NN|NEU|SIN|IND|NOM//obj//44 av//PP//mark//52 att//IE//mark//52 bevaka//VB|INF|AKT//acl//49 personer//NN|UTR|PLU|IND|NOM//obj//52 som//HP|-|-|-//nsubj//55 passerade//VB|PRT|AKT//acl:relcl//53 in//AB//advmod//55 och//KN//cc//58 ut//AB//advmod//60 ur//PP//case//60 kyrkan//NN|UTR|SIN|DEF|NOM//obl//55 .//MAD//punct//1
Bilaga 3 / Kyrkor och församlingslokaler Tillstånd har medgivits att vid in- och utpassering i en kyrka använda övervakningskamera som inte innefattat inspelning av bilder eller upptagning av ljud.;Kameran//NN|UTR|SIN|DEF|NOM//nsubj//65 skulle//VB|PRT|AKT//aux//65 inte//AB//advmod//65 filma//VB|INF|AKT//parataxis//1 besökarna//NN|UTR|PLU|DEF|NOM//obj//65 inne//AB//advmod//65 i//PP//case//70 själva//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//70 kyrkorummet//NN|NEU|SIN|DEF|NOM//obl//65 och//KN//cc//73 kammarrätten//NN|UTR|SIN|DEF|NOM//nsubj//73 ansåg//VB|PRT|AKT//conj//65 att//SN//mark//77 integritetsintresset//NN|NEU|SIN|DEF|NOM//nsubj:pass//77 fick//VB|PRT|AKT//aux//77 anses//VB|INF|SFO//ccomp//73 vara//VB|INF|AKT//cop//80 förhållandevis//AB//advmod//80 litet//JJ|POS|NEU|SIN|IND|NOM//xcomp//77 vid//PP//case//83 själva//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//83 in-//AB|SMS//obl//80 och//KN//cc//85 utpasseringen//NN|UTR|SIN|DEF|NOM//conj//83 i//PP//case//87 kyrkan//NN|UTR|SIN|DEF|NOM//nmod//85 ,//MID//punct//80 särskilt//AB//advmod//94 som//HA//mark//94 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//94 inte//AB//advmod//94 var//VB|PRT|AKT//cop//94 aktuellt//JJ|POS|NEU|SIN|IND|NOM//advcl//77 att//IE//mark//96 spela//VB|INF|AKT//acl//94 in//PL//compound:prt//96 bild//NN|UTR|SIN|IND|NOM//obj//96 eller//KN//cc//100 ljud//NN|NEU|SIN|IND|NOM//conj//98 .//MAD//punct//1
Bilaga 3 / Kyrkor och församlingslokaler Tillstånd har medgivits att vid in- och utpassering i en kyrka använda övervakningskamera som inte innefattat inspelning av bilder eller upptagning av ljud.;Kammarrätten//NN|UTR|SIN|DEF|NOM//nsubj//103 fann//VB|PRT|AKT//parataxis//1 att//SN//mark//109 intresset//NN|NEU|SIN|DEF|NOM//nsubj:pass//109 av//PP//case//107 övervakning//NN|UTR|SIN|IND|NOM//nmod//105 fick//VB|PRT|AKT//aux//109 anses//VB|INF|SFO//ccomp//103 väga//VB|INF|AKT//xcomp//109 tyngre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//109 än//KN//case//114 det//DT|NEU|SIN|DEF//det//114 intrång//NN|NEU|SIN|IND|NOM//obl//109 i//PP//case//119 de//DT|UTR/NEU|PLU|DEF//det//119 enskildas//JJ|POS|UTR/NEU|PLU|IND/DEF|GEN//amod//119 personliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//119 integritet//NN|UTR|SIN|IND|NOM//nmod//114 som//HP|-|-|-//obj//122 övervakningen//NN|UTR|SIN|DEF|NOM//nsubj//122 innebar//VB|PRT|AKT//acl:relcl//119 och//KN//cc//124 biföll//VB|PRT|AKT//conj//122 samfällighetens//NN|UTR|SIN|DEF|GEN//nmod:poss//126 ansökan//NN|UTR|SIN|IND|NOM//obj//124 .//MAD//punct//103
Bilaga 3 / Kyrkor och församlingslokaler Tillstånd har medgivits att vid in- och utpassering i en kyrka använda övervakningskamera som inte innefattat inspelning av bilder eller upptagning av ljud.;Justitiekanslern//NN|UTR|SIN|DEF|NOM//nsubj//1 överklagade//VB|PRT|AKT//ROOT//1 kammarrättens//NN|UTR|SIN|DEF|GEN//nmod:poss//3 dom//NN|UTR|SIN|IND|NOM//obj//1 och//KN//cc//5 yrkade//VB|PRT|AKT//conj//1 att//SN//mark//9 Regeringsrätten//NN|UTR|SIN|DEF|NOM//nsubj//9 skulle//VB|PRT|AKT//aux//9 avslå//VB|INF|AKT//ccomp//5 samfällighetens//NN|UTR|SIN|DEF|GEN//nmod:poss//11 ansökan//NN|UTR|SIN|IND|NOM//obj//9 .//MAD//punct//1
Bilaga 3 / Kyrkor och församlingslokaler Tillstånd har medgivits att vid in- och utpassering i en kyrka använda övervakningskamera som inte innefattat inspelning av bilder eller upptagning av ljud.;Av//PP//case//14 utredningen//NN|UTR|SIN|DEF|NOM//obl//17 i//PP//case//16 Regeringsrätten//PM|NOM//nmod//14 framkom//VB|PRT|AKT//conj//1 att//SN//mark//20 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//20 fanns//VB|PRT|SFO//ccomp//17 värdefull//JJ|POS|UTR|SIN|IND|NOM//amod//22 egendom//NN|UTR|SIN|IND|NOM//nsubj//20 i//PP//case//24 kyrkan//NN|UTR|SIN|DEF|NOM//nmod//22 och//KN//cc//31 att//SN//mark//31 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//31 vid//PP//case//30 flera//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//30 tillfällen//NN|NEU|PLU|IND|NOM//obl//31 utsatts//VB|SUP|SFO//conj//20 för//PP//case//33 stölder//NN|UTR|PLU|IND|NOM//obl//31 och//KN//cc//35 skadegörelse//NN|UTR|SIN|IND|NOM//conj//33 .//MAD//punct//1
Bilaga 3 / Kyrkor och församlingslokaler Tillstånd har medgivits att vid in- och utpassering i en kyrka använda övervakningskamera som inte innefattat inspelning av bilder eller upptagning av ljud.;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//38 gav//VB|PRT|AKT//conj//1 vidare//AB|KOM//advmod//38 vid//PP//case//41 handen//NN|UTR|SIN|DEF|NOM//obl//38 att//SN//mark//45 samfälligheten//NN|UTR|SIN|DEF|NOM//nsubj//45 hade//VB|PRT|AKT//aux//45 installerat//VB|SUP|AKT//ccomp//38 inbrottslarm//NN|NEU|PLU|IND|NOM//obj//45 och//KN//cc//48 rökdetektorer//NN|UTR|PLU|IND|NOM//conj//46 samt//KN//cc//51 hade//VB|PRT|AKT//aux//51 avlägsnat//VB|SUP|AKT//conj//38 lösa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//xcomp//51 värdeföremål//NN|NEU|PLU|IND|NOM//obj//52 från//PP//case//55 kyrkorummet//NN|NEU|SIN|DEF|NOM//obl//52 ,//MID//punct//63 men//KN//cc//63 att//SN//mark//63 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//63 trots//PP//case//62 dessa//DT|UTR/NEU|PLU|DEF//det//62 åtgärder//NN|UTR|PLU|IND|NOM//obl//63 fanns//VB|PRT|SFO//conj//1 risk//NN|UTR|SIN|IND|NOM//obj//63 för//PP//mark//69 att//SN//mark//69 kyrkan//NN|UTR|SIN|DEF|NOM//nsubj:pass//69 måste//VB|PRS|AKT//aux//69 hållas//VB|INF|SFO//advcl//63 stängd//PC|PRF|UTR|SIN|IND|NOM//xcomp//69 när//HA//mark//74 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//74 inte//AB//advmod//74 pågick//VB|PRT|AKT//advcl//69 förrättningar//NN|UTR|PLU|IND|NOM//nsubj//74 .//MAD//punct//1
Bilaga 3 / Kyrkor och församlingslokaler Tillstånd har medgivits att vid in- och utpassering i en kyrka använda övervakningskamera som inte innefattat inspelning av bilder eller upptagning av ljud.;Regeringsrätten//NN|UTR|SIN|DEF|NOM//nsubj//78 konstaterade//VB|PRT|AKT//conj//1 att//SN//mark//82 kameran//NN|UTR|SIN|DEF|NOM//nsubj:pass//82 skulle//VB|PRT|AKT//aux//82 placeras//VB|INF|SFO//ccomp//78 i//PP//case//84 vapenhuset//NN|NEU|SIN|DEF|NOM//obl//82 och//KN//cc//86 anslutas//VB|INF|SFO//conj//82 till//PP//case//89 en//DT|UTR|SIN|IND//det//89 monitor//NN|UTR|SIN|IND|NOM//obl//86 i//PP//case//91 församlingshemmet//NN|NEU|SIN|DEF|NOM//nmod//89 .//MAD//punct//78
Bilaga 3 / Kyrkor och församlingslokaler Tillstånd har medgivits att vid in- och utpassering i en kyrka använda övervakningskamera som inte innefattat inspelning av bilder eller upptagning av ljud.;Endast//AB//advmod//94 in-//AB|SMS//nsubj:pass//98 och//KN//cc//96 utpassering//NN|UTR|SIN|IND|NOM//conj//94 skulle//VB|PRT|AKT//aux//98 filmas//VB|INF|SFO//conj//78 .//MAD//punct//78
Bilaga 3 / Kyrkor och församlingslokaler Tillstånd har medgivits att vid in- och utpassering i en kyrka använda övervakningskamera som inte innefattat inspelning av bilder eller upptagning av ljud.;Bilderna//NN|UTR|PLU|DEF|NOM//nsubj:pass//103 skulle//VB|PRT|AKT//aux//103 inte//AB//advmod//103 spelas//VB|INF|SFO//conj//78 in//PL//compound:prt//103 och//KN//cc//106 ljud//NN|NEU|PLU|IND|NOM//conj//103 skulle//VB|PRT|AKT//aux//109 inte//AB//advmod//109 tas//VB|INF|SFO//conj//78 upp//PL//compound:prt//109 .//MAD//punct//78
Bilaga 3 / Kyrkor och församlingslokaler Tillstånd har medgivits att vid in- och utpassering i en kyrka använda övervakningskamera som inte innefattat inspelning av bilder eller upptagning av ljud.;Regeringsrätten//NN|UTR|SIN|DEF|NOM//nsubj//113 fann//VB|PRT|AKT//conj//78 att//SN//mark//117 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//117 var//VB|PRT|AKT//cop//117 fråga//NN|UTR|SIN|IND|NOM//ccomp//113 om//PP//case//121 ett//DT|NEU|SIN|IND//det//121 måttligt//JJ|POS|NEU|SIN|IND|NOM//amod//121 intrång//NN|NEU|SIN|IND|NOM//obl//117 i//PP//case//125 den//DT|UTR|SIN|DEF//det//125 personliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//125 integriteten//NN|UTR|SIN|DEF|NOM//nmod//121 .//MAD//punct//1
Bilaga 3 / Kyrkor och församlingslokaler Tillstånd har medgivits att vid in- och utpassering i en kyrka använda övervakningskamera som inte innefattat inspelning av bilder eller upptagning av ljud.;Integritetsintresset//NN|NEU|SIN|DEF|NOM//nsubj:pass//128 försvagades//VB|PRT|SFO//parataxis//1 också//AB//advmod//128 ,//MID//punct//132 enligt//PP//case//132 Regeringsrätten//NN|UTR|SIN|DEF|NOM//obl//128 ,//MID//punct//132 av//PP//mark//144 att//SN//mark//144 de//DT|UTR/NEU|PLU|DEF//det//137 enskilda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//fixed//135 som//HP|-|-|-//nsubj:pass//140 skulle//VB|PRT|AKT//aux//140 utsättas//VB|INF|SFO//acl:relcl//137 för//PP//case//142 övervakningen//NN|UTR|SIN|DEF|NOM//obl//140 samtidigt//AB//advmod//144 var//VB|PRT|AKT//cop//145 de//PN|UTR/NEU|PLU|DEF|SUB//acl:relcl//132 som//HP|-|-|-//nsubj//147 hade//VB|PRT|AKT//acl:relcl//145 ett//DT|NEU|SIN|IND//det//149 intresse//NN|NEU|SIN|IND|NOM//obj//147 av//PP//mark//154 att//SN//mark//154 kyrkan//NN|UTR|SIN|DEF|NOM//nsubj:pass//154 kunde//VB|PRT|AKT//aux//154 hållas//VB|INF|SFO//acl//149 öppen//JJ|POS|UTR|SIN|IND|NOM//xcomp//154 för//PP//case//157 allmänheten//NN|UTR|SIN|DEF|NOM//nmod//155 .//MAD//punct//1
Bilaga 3 / Kyrkor och församlingslokaler Tillstånd har medgivits att vid in- och utpassering i en kyrka använda övervakningskamera som inte innefattat inspelning av bilder eller upptagning av ljud.;Enligt//PP//case//160 Regeringsrätten//NN|UTR|SIN|DEF|NOM//obl//161 vägde//VB|PRT|AKT//conj//1 behovet//NN|NEU|SIN|DEF|NOM//obj//161 av//PP//case//164 kameraövervakning//NN|UTR|SIN|IND|NOM//nmod//162 tyngre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//161 än//KN//case//168 det//DT|NEU|SIN|DEF//det//168 ingrepp//NN|NEU|SIN|IND|NOM//obl//161 i//PP//case//172 den//DT|UTR|SIN|DEF//det//172 personliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//172 integriteten//NN|UTR|SIN|DEF|NOM//nmod//168 som//HP|-|-|-//nsubj//175 kameraövervakningen//NN|UTR|SIN|DEF|NOM//nsubj//175 innebar//VB|PRT|AKT//acl:relcl//172 .//MAD//punct//161
Bilaga 3 / Kyrkor och församlingslokaler Tillstånd har medgivits att vid in- och utpassering i en kyrka använda övervakningskamera som inte innefattat inspelning av bilder eller upptagning av ljud.;Justitiekanslerns//NN|UTR|SIN|DEF|GEN//nmod:poss//178 överklagande//NN|NEU|SIN|IND|NOM//nsubj:pass//179 avslogs//VB|PRT|SFO//parataxis//161 därför//AB//advmod//179 .//MAD//punct//161
Bilaga 3 / Kyrkor och församlingslokaler Tillstånd har medgivits att vid in- och utpassering i en kyrka använda övervakningskamera som inte innefattat inspelning av bilder eller upptagning av ljud.;(//PAD//punct//186 Regeringsrättens//NN|UTR|SIN|DEF|GEN//nmod:poss//184 mål//NN|NEU|SIN|IND|NOM//nmod//186 nr//NN|AN//nmod//186 8543-03//RG|NOM//appos//161 ,//MID//punct//186 RÅ//PM|NOM//nmod//191 2005//RG|NOM//nummod//188 ref//NN|AN//nmod//191 18//RG|NOM//conj//186 )//PAD//punct//186 .//MAD//punct//1

Bilaga 3 / Ansökan till kameraövervakning av kyrksalen i Luleå domkyrka har avslagits.;Luleå//PM|GEN//nmod:poss//2 Kyrkliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//2 Samfällighet//NN|UTR|SIN|IND|NOM//nsubj//3 ansökte//VB|PRT|AKT//ROOT//3 om//PP//case//5 tillstånd//NN|NEU|SIN|IND|NOM//obl//3 att//IE//mark//7 anordna//VB|INF|AKT//acl//5 kameraövervakning//NN|UTR|SIN|IND|NOM//obj//7 från//PP//case//11 en//DT|UTR|SIN|IND//det//11 kamera//NN|UTR|SIN|IND|NOM//nmod//8 i//PP//case//13 Kyrksalen//PM|NOM//nmod//11 i//PP//case//16 Luleå//PM|GEN//nmod:poss//16 domkyrka//NN|UTR|SIN|IND|NOM//nmod//13 .//MAD//punct//22
Bilaga 3 / Ansökan till kameraövervakning av kyrksalen i Luleå domkyrka har avslagits.;Som//KN//case//19 motiv//NN|NEU|SIN|IND|NOM//obl//22 till//PP//case//21 övervakningen//NN|UTR|SIN|DEF|NOM//nmod//19 angavs//VB|PRT|SFO//advcl//3 att//SN//mark//26 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//26 skulle//VB|PRT|AKT//aux//26 underlätta//VB|INF|AKT//ccomp//22 för//PP//case//28 vaktmästaren//NN|UTR|SIN|DEF|NOM//obl//26 att//IE//mark//30 sköta//VB|INF|AKT//advcl//26 ljus//NN|NEU|SIN|IND|NOM//obj//30 ,//MID//punct//33 ljud//NN|NEU|SIN|IND|NOM//conj//30 klockringning//NN|UTR|SIN|IND|NOM//obj//30 m.m.//AB|AN//conj//34 Länsstyrelsen//NN|UTR|SIN|DEF|NOM//conj//34 i//PP//case//39 Norrbottens//PM|GEN//nmod:poss//39 län//NN|NEU|SIN|IND|NOM//nmod//36 avslog//VB|PRT|AKT//conj//3 ansökan//NN|UTR|SIN|IND|NOM//obj//40 i//PP//case//43 beslut//NN|NEU|SIN|IND|NOM//obl//40 den//DT|UTR|SIN|DEF//det//46 3//RO|NOM//nummod//46 november//NN|UTR|SIN|IND|NOM//obl//40 2004//RG|NOM//nummod//46 .//MAD//punct//40
Bilaga 3 / Ansökan till kameraövervakning av kyrksalen i Luleå domkyrka har avslagits.;Som//KN//case//52 grund//NN|UTR|SIN|IND|NOM//fixed//49 för//PP//case//52 avslaget//NN|NEU|SIN|DEF|NOM//obl//53 angavs//VB|PRT|SFO//conj//3 att//SN//mark//62 de//DT|UTR/NEU|PLU|DEF//det//56 skäl//NN|NEU|PLU|IND|NOM//nsubj//62 som//HP|-|-|-//nsubj:pass//58 uppgetts//VB|SUP|SFO//acl:relcl//56 i//PP//case//60 ansökan//NN|UTR|SIN|IND|NOM//obl//58 inte//AB//advmod//62 uppfyllde//VB|PRT|AKT//ccomp//53 de//DT|UTR/NEU|PLU|DEF//det//64 syften//NN|NEU|PLU|IND|NOM//obj//62 som//HP|-|-|-//obj//71 lagen//NN|UTR|SIN|DEF|NOM//nsubj//71 om//PP//case//69 allmän//JJ|POS|UTR|SIN|IND|NOM//amod//69 kameraövervakning//NN|UTR|SIN|IND|NOM//nmod//66 särskilt//AB//advmod//71 framhåller//VB|PRS|AKT//acl:relcl//64 ,//MID//punct//71 dvs.//AB|AN//advmod//75 att//IE//mark//75 förebygga//VB|INF|AKT//advcl//71 brott//NN|NEU|SIN|IND|NOM//obj//75 ,//MID//punct//78 förhindra//VB|INF|AKT//conj//53 olyckor//NN|UTR|PLU|IND|NOM//obj//78 eller//KN//cc//83 därmed//AB//advmod//82 jämförliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//83 ändamål//NN|NEU|PLU|IND|NOM//conj//79 .//MAD//punct//3
Bilaga 3 / Ansökan till kameraövervakning av kyrksalen i Luleå domkyrka har avslagits.;Länsstyrelsen//NN|UTR|SIN|DEF|NOM//nsubj//86 bedömde//VB|PRT|AKT//parataxis//3 vidare//AB|KOM//advmod//86 att//SN//mark//99 det//DT|NEU|SIN|DEF//det//91 starka//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//91 integritetsintresse//NN|NEU|SIN|IND|NOM//nsubj//99 som//HP|-|-|-//nsubj//93 finns//VB|PRS|SFO//acl:relcl//91 hos//PP//case//95 besökare//NN|UTR|PLU|IND|NOM//obl//93 i//PP//case//98 en//DT|UTR|SIN|IND//det//98 kyrksal//NN|UTR|SIN|IND|NOM//obl//93 övervägde//VB|PRT|AKT//ccomp//86 behovet//NN|NEU|SIN|DEF|NOM//obj//99 av//PP//mark//103 att//IE//mark//103 anordna//VB|INF|AKT//acl//100 kameraövervakning//NN|UTR|SIN|IND|NOM//obj//103 .//MAD//punct//86
Bilaga 3 / Ansökan till kameraövervakning av kyrksalen i Luleå domkyrka har avslagits.;Luleå//PM|GEN//nmod:poss//2 Kyrkliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//2 Samfällighet//NN|UTR|SIN|IND|NOM//nsubj//3 överklagade//VB|PRT|AKT//ROOT//3 till//PP//case//5 Länsrätten//NN|UTR|SIN|DEF|NOM//obl//3 i//PP//case//8 Norrbottens//PM|GEN//nmod:poss//8 län//NN|NEU|SIN|IND|NOM//obl//3 som//HP|-|-|-//nsubj//10 biföll//VB|PRT|AKT//acl:relcl//8 samfällighetens//NN|UTR|SIN|DEF|GEN//nmod:poss//12 överklagan//NN|UTR|SIN|IND|NOM//obj//10 och//KN//cc//14 medgav//VB|PRT|AKT//conj//10 tillstånd//NN|NEU|SIN|IND|NOM//obj//14 till//PP//case//17 kameraövervakning//NN|UTR|SIN|IND|NOM//obl//14 .//MAD//punct//3
Bilaga 3 / Ansökan till kameraövervakning av kyrksalen i Luleå domkyrka har avslagits.;Som//KN//case//20 villkor//NN|NEU|SIN|IND|NOM//obl//23 för//PP//case//22 tillståndet//NN|NEU|SIN|DEF|NOM//nmod//20 angavs//VB|PRT|SFO//conj//3 att//SN//mark//28 kameran//NN|UTR|SIN|DEF|NOM//nsubj//28 endast//AB//advmod//28 fick//VB|PRT|AKT//aux//28 vara//VB|INF|AKT//cop//29 igång//PL//xcomp//23 under//PP//case//32 pågående//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//32 gudstjänst//NN|UTR|SIN|IND|NOM//obl//29 ,//MID//punct//23 att//SN//mark//38 bilder//NN|UTR|PLU|IND|NOM//nsubj:pass//38 inte//AB//advmod//38 fick//VB|PRT|AKT//aux//38 upptas//VB|INF|SFO//ccomp//23 och//KN//cc//45 att//SN//mark//45 upplysning//NN|UTR|SIN|IND|NOM//nsubj:pass//45 om//PP//case//43 kameraövervakning//NN|UTR|SIN|IND|NOM//nmod//41 skulle//VB|PRT|AKT//aux//45 lämnas//VB|INF|SFO//conj//38 genom//PP//case//48 tydlig//JJ|POS|UTR|SIN|IND|NOM//amod//48 skyltning//NN|UTR|SIN|IND|NOM//obl//45 i//PP//case//50 vapenhuset//NN|NEU|SIN|DEF|NOM//nmod//48 .//MAD//punct//3
Bilaga 3 / Ansökan till kameraövervakning av kyrksalen i Luleå domkyrka har avslagits.;Justitiekanslern//NN|UTR|SIN|DEF|NOM//nsubj//1 överklagade//VB|PRT|AKT//ROOT//1 länsrättens//NN|UTR|SIN|DEF|GEN//nmod:poss//3 dom//NN|UTR|SIN|IND|NOM//obj//1 till//PP//case//5 Kammarrätten//PM|NOM//obl//1 i//PP//case//7 Sundsvall//PM|NOM//nmod//5 som//HP|-|-|-//nsubj//9 upphävde//VB|PRT|AKT//acl:relcl//5 länsrättens//NN|UTR|SIN|DEF|GEN//nmod:poss//11 dom//NN|UTR|SIN|IND|NOM//obj//9 och//KN//cc//13 fastställde//VB|PRT|AKT//conj//1 länsstyrelsens//NN|UTR|SIN|DEF|GEN//nmod:poss//15 beslut//NN|NEU|SIN|IND|NOM//obj//13 att//IE//mark//17 avslå//VB|INF|AKT//acl//15 samfällighetens//NN|UTR|SIN|DEF|GEN//nmod:poss//19 ansökan//NN|UTR|SIN|IND|NOM//obj//17 .//MAD//punct//1
