
Bilaga 1 / Kommittédirektiv;Beslut//NN|NEU|SIN|IND|NOM//ROOT//0 vid//PP//case//2 regeringssammanträde//NN|NEU|SIN|IND|NOM//nmod//0 den//DT|UTR|SIN|DEF//det//5 21//RG|NOM//nummod//5 februari//NN|UTR|SIN|IND|NOM//obl//0 2008//RG|NOM//nummod//5 .//MAD//punct//0
Bilaga 3 / Ansökan till kameraövervakning av kyrksalen i Luleå domkyrka har avslagits.;Kammarrätten//NN|UTR|SIN|DEF|NOM//nsubj//22 konstaterade//VB|PRT|AKT//parataxis//1 att//SN//mark//29 syftet//NN|NEU|SIN|DEF|NOM//nsubj//29 med//PP//case//26 övervakningen//NN|UTR|SIN|DEF|NOM//nmod//24 var//VB|PRT|AKT//cop//29 att//IE//mark//29 underlätta//VB|INF|AKT//ccomp//22 för//PP//case//31 vaktmästaren//NN|UTR|SIN|DEF|NOM//obl//29 att//IE//mark//33 sköta//VB|INF|AKT//xcomp//29 ljud//NN|NEU|SIN|IND|NOM//obj//33 ,//MID//punct//36 ljus//NN|NEU|SIN|IND|NOM//conj//34 och//KN//cc//38 klockringning//NN|UTR|SIN|IND|NOM//conj//34 .//MAD//punct//22
Bilaga 3 / Ansökan till kameraövervakning av kyrksalen i Luleå domkyrka har avslagits.;Enligt//PP//case//41 kammarrätten//NN|UTR|SIN|DEF|NOM//obl//42 framgick//VB|PRT|AKT//conj//22 av//PP//case//44 uttalanden//NN|NEU|PLU|IND|NOM//obl//42 i//PP//case//46 förarbetena//NN|NEU|PLU|DEF|NOM//nmod//44 till//PP//case//48 lagen//NN|UTR|SIN|DEF|NOM//obl//42 om//PP//case//51 allmän//JJ|POS|UTR|SIN|IND|NOM//amod//51 kameraövervakning//NN|UTR|SIN|IND|NOM//nmod//48 att//SN//mark//73 om//SN//mark//59 syftet//NN|NEU|SIN|DEF|NOM//nsubj//59 med//PP//case//56 övervakningen//NN|UTR|SIN|DEF|NOM//nmod//54 är//VB|PRS|AKT//cop//59 ett//DT|NEU|SIN|IND//det//59 annat//JJ|POS|NEU|SIN|IND|NOM//obl//73 än//KN//mark//62 att//IE//mark//62 förebygga//VB|INF|AKT//advcl//73 brott//NN|NEU|PLU|IND|NOM//obj//62 eller//KN//cc//65 olyckor//NN|UTR|PLU|IND|NOM//conj//63 eller//KN//cc//67 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//63 därmed//AB//advmod//69 jämförliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//70 ändamål//NN|NEU|PLU|IND|NOM//obj//62 kan//VB|PRS|AKT//aux//73 tillstånd//NN|NEU|SIN|IND|NOM//nsubj:pass//73 ges//VB|INF|SFO//acl//51 om//SN//mark//78 integritetsriskerna//NN|UTR|PLU|DEF|NOM//nsubj//78 är//VB|PRS|AKT//cop//78 helt//AB|POS//advmod//78 försumbara//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//obl//73 .//MAD//punct//22
Bilaga 3 / Ansökan till kameraövervakning av kyrksalen i Luleå domkyrka har avslagits.;Ett//DT|NEU|SIN|IND//det//81 kyrkorum//NN|NEU|SIN|IND|NOM//nsubj//84 är//VB|PRS|AKT//cop//84 en//DT|UTR|SIN|IND//det//84 plats//NN|UTR|SIN|IND|NOM//conj//22 där//HA//advmod//87 integritetsintresset//NN|NEU|SIN|DEF|NOM//nsubj//87 gör//VB|PRS|AKT//acl:relcl//84 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//87 starkt//AB|POS//advmod//90 gällande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//xcomp//87 .//MAD//punct//22
Bilaga 3 / Ansökan till kameraövervakning av kyrksalen i Luleå domkyrka har avslagits.;Den//DT|UTR|SIN|DEF//det//94 tilltänkta//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//94 övervakningen//NN|UTR|SIN|DEF|NOM//nsubj//96 skulle//VB|PRT|AKT//aux//96 innebära//VB|INF|AKT//conj//22 att//SN//mark//101 alla//DT|UTR/NEU|PLU|IND/DEF//det//99 personer//NN|UTR|PLU|IND|NOM//nsubj//101 ,//MID//punct//101 anställda//NN|UTR|PLU|IND|NOM//nsubj//122 i//PP//case//103 kyrkan//NN|UTR|SIN|DEF|NOM//obl//101 och//KN//cc//105 andra//PN|UTR/NEU|PLU|IND|SUB/OBJ//conj//103 ,//MID//punct//112 som//HP|-|-|-//nsubj//112 på//PP//case//110 något//DT|NEU|SIN|IND//det//110 sätt//NN|NEU|SIN|IND|NOM//obl//112 var//VB|PRT|AKT//cop//112 verksamma//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//acl:relcl//101 eller//KN//cc//114 trädde//VB|PRT|AKT//conj//112 fram//PL//advmod//114 inför//PP//case//117 församlingen//NN|UTR|SIN|DEF|NOM//obl//114 under//PP//case//120 en//DT|UTR|SIN|IND//det//120 gudstjänst//NN|UTR|SIN|IND|NOM//obl//114 skulle//VB|PRT|AKT//aux//122 bli//VB|INF|AKT//ccomp//96 föremål//NN|NEU|SIN|IND|NOM//xcomp//122 för//PP//case//125 övervakning//NN|UTR|SIN|IND|NOM//nmod//123 .//MAD//punct//22
Bilaga 3 / Ansökan till kameraövervakning av kyrksalen i Luleå domkyrka har avslagits.;Kammarrätten//NN|UTR|SIN|DEF|NOM//nsubj//128 menade//VB|PRT|AKT//conj//1 att//SN//mark//130 integritetsintressena//NN|NEU|PLU|DEF|NOM//nsubj:pass//136 för//PP//case//133 dessa//DT|UTR/NEU|PLU|DEF//det//133 personer//NN|UTR|PLU|IND|NOM//nmod//130 inte//AB//advmod//136 kunde//VB|PRT|AKT//aux//136 anses//VB|INF|SFO//ccomp//128 helt//AB|POS//advmod//138 försumbara//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//xcomp//136 .//MAD//punct//128
Bilaga 3 / Ansökan till kameraövervakning av kyrksalen i Luleå domkyrka har avslagits.;Förutsättningar//NN|UTR|PLU|IND|NOM//obj//1 för//PP//mark//143 att//IE//mark//143 medge//VB|INF|AKT//advcl//1 tillstånd//NN|NEU|SIN|IND|NOM//obj//143 till//PP//case//148 den//DT|UTR|SIN|DEF//det//148 aktuella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//148 kameraövervakningen//NN|UTR|SIN|DEF|NOM//obl//143 saknades//VB|PRT|SFO//advcl//1 således//AB//advmod//149 .//MAD//punct//1
Bilaga 3 / Ansökan till kameraövervakning av kyrksalen i Luleå domkyrka har avslagits.;Kammarrätten//NN|UTR|SIN|DEF|NOM//nsubj//153 biföll//VB|PRT|AKT//parataxis//1 överklagandet//NN|NEU|SIN|DEF|NOM//obj//153 och//KN//cc//156 upphävde//VB|PRT|AKT//conj//153 länsrättens//NN|UTR|SIN|DEF|GEN//nmod:poss//158 dom//NN|UTR|SIN|IND|NOM//obj//156 och//KN//cc//160 fastställde//VB|PRT|AKT//conj//153 länsstyrelsen//NN|UTR|SIN|DEF|NOM//amod//162 beslut//NN|NEU|SIN|IND|NOM//obj//160 att//IE//mark//164 avslå//VB|INF|AKT//acl//162 samfällighetens//NN|UTR|SIN|DEF|GEN//nmod:poss//166 ansökan//NN|UTR|SIN|IND|NOM//obj//164 .//MAD//punct//153
Bilaga 3 / Ansökan till kameraövervakning av kyrksalen i Luleå domkyrka har avslagits.;Luleå//PM|GEN//det//2 Kyrkliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//2 Samfällighet//NN|UTR|SIN|IND|NOM//nsubj//3 överklagade//VB|PRT|AKT//ROOT//3 och//KN//cc//5 yrkade//VB|PRT|AKT//conj//3 att//SN//mark//15 Regeringsrätten//NN|UTR|SIN|DEF|NOM//nsubj//15 ,//MID//punct//10 med//PP//case//10 undanröjande//NN|NEU|SIN|IND|NOM//nmod//7 av//PP//case//12 kammarrättens//NN|UTR|SIN|DEF|GEN//nmod//10 dom//NN|UTR|SIN|IND|NOM//nsubj//15 skulle//VB|PRT|AKT//aux//15 fastställa//VB|INF|AKT//ccomp//5 länsrättens//NN|UTR|SIN|DEF|GEN//nmod:poss//17 dom//NN|UTR|SIN|IND|NOM//obj//15 .//MAD//punct//3
Bilaga 3 / Ansökan till kameraövervakning av kyrksalen i Luleå domkyrka har avslagits.;Justitiekanslern//NN|UTR|SIN|DEF|NOM//nsubj//20 bestred//VB|PRT|AKT//conj//3 bifall//NN|NEU|SIN|IND|NOM//obj//20 till//PP//case//23 överklagandet//NN|NEU|SIN|DEF|NOM//obl//20 .//MAD//punct//3
Bilaga 3 / Ansökan till kameraövervakning av kyrksalen i Luleå domkyrka har avslagits.;Regeringsrätten//NN|UTR|SIN|DEF|NOM//nsubj//26 gjorde//VB|PRT|AKT//parataxis//3 samma//DT|UTR/NEU|SIN/PLU|IND//det//28 bedömning//NN|UTR|SIN|IND|NOM//obj//26 som//KN//mark//30 kammarrätten//NN|UTR|SIN|DEF|NOM//acl//28 när//HA//case//34 det//PN|NEU|SIN|DEF|SUB/OBJ//fixed//31 gällde//VB|PRT|AKT//fixed//31 frågan//NN|UTR|SIN|DEF|NOM//obl//26 om//PP//mark//37 att//IE//mark//37 tillåta//VB|INF|AKT//acl//34 kameraövervakning//NN|UTR|SIN|IND|NOM//obj//37 för//PP//mark//41 att//IE//mark//41 underlätta//VB|INF|AKT//advcl//37 för//PP//case//43 vaktmästaren//NN|UTR|SIN|DEF|NOM//obl//41 att//IE//mark//45 sköta//VB|INF|AKT//xcomp//41 ljud//NN|NEU|SIN|IND|NOM//obj//45 ,//MID//punct//48 ljus//NN|NEU|SIN|IND|NOM//conj//46 och//KN//cc//50 klockringning//NN|UTR|SIN|IND|NOM//conj//46 .//MAD//punct//3
Bilaga 3 / Ansökan till kameraövervakning av kyrksalen i Luleå domkyrka har avslagits.;Samfälligheten//NN|UTR|SIN|DEF|NOM//nsubj//56 hade//VB|PRT|AKT//aux//56 i//PP//case//55 regeringsrätten//NN|UTR|SIN|DEF|NOM//obl//56 tillagt//VB|SUP|AKT//parataxis//3 att//SN//mark//60 kameraövervakningen//NN|UTR|SIN|DEF|NOM//nsubj//60 även//AB//advmod//60 syftade//VB|PRT|AKT//ccomp//56 till//PP//mark//63 att//IE//mark//63 förhindra//VB|INF|AKT//advcl//60 riskerna//NN|UTR|PLU|DEF|NOM//obj//63 för//PP//case//66 brand//NN|UTR|SIN|IND|NOM//nmod//64 .//MAD//punct//3
Bilaga 3 / Ansökan till kameraövervakning av kyrksalen i Luleå domkyrka har avslagits.;Regeringsrätten//NN|UTR|SIN|DEF|NOM//nsubj//69 konstaterade//VB|PRT|AKT//parataxis//3 att//SN//mark//73 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//73 inte//AB//advmod//73 framgått//VB|SUP|AKT//ccomp//69 vilka//HD|UTR/NEU|PLU|IND//det//76 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//76 säkerhetsåtgärder//NN|UTR|PLU|IND|NOM//obj//73 som//HP|-|-|-//nsubj:pass//78 vidtagits//VB|SUP|SFO//acl:relcl//76 för//PP//mark//81 att//IE//mark//81 förhindra//VB|INF|AKT//advcl//78 brand//NN|UTR|SIN|IND|NOM//obj//81 .//MID//punct//3
Bilaga 3 / Ansökan till kameraövervakning av kyrksalen i Luleå domkyrka har avslagits.;Tillstånd//NN|NEU|SIN|IND|NOM//conj//3 till//PP//case//86 kameraövervakning//NN|UTR|SIN|IND|NOM//obl//84 i//PP//case//88 syfte//NN|NEU|SIN|IND|NOM//nmod//86 att//IE//mark//90 minska//VB|INF|AKT//advcl//84 riskerna//NN|UTR|PLU|DEF|NOM//obj//90 för//PP//case//93 brand//NN|UTR|SIN|IND|NOM//nmod//91 kunde//VB|PRT|AKT//aux//97 därför//AB//advmod//97 inte//AB//advmod//97 lämnas//VB|INF|SFO//conj//3 .//MAD//punct//3
Bilaga 3 / Ansökan till kameraövervakning av kyrksalen i Luleå domkyrka har avslagits.;Regeringsrätten//NN|UTR|SIN|DEF|NOM//nsubj//100 avslog//VB|PRT|AKT//parataxis//3 överklagandet//NN|NEU|SIN|DEF|NOM//obj//100 .//MAD//punct//3
Bilaga 3 / Ansökan till kameraövervakning av kyrksalen i Luleå domkyrka har avslagits.;(//PAD//punct//3 Regeringsrättens//NN|UTR|SIN|DEF|GEN//nmod:poss//105 mål//NN|NEU|SIN|IND|NOM//nmod//107 nr//NN|AN//nmod//107 6462-05//RG|NOM//obl//3 ,//MID//punct//107 RÅ//PM|NOM//nmod//112 2009//RG|NOM//nummod//109 ref//NN|AN//nmod//112 10//RG|NOM//obl//3 )//PAD//punct//3 .//MAD//punct//3

Bilaga 3 / Ansökan till kameraövervakning av Pingstförsamlingens lokal har avslagits.;Pingstförsamlingen//NN|UTR|SIN|DEF|NOM//nsubj:pass//3 i//PP//case//2 Karlskrona//PM|NOM//nmod//0 beviljades//VB|PRT|SFO//ROOT//3 genom//PP//case//5 beslut//NN|NEU|SIN|IND|NOM//obl//3 den//DT|UTR|SIN|DEF//det//8 23//RG|NOM//nummod//8 mars//NN|UTR|SIN|IND|NOM//nmod//15 2005//RG|NOM//nummod//8 av//PP//case//11 Länsstyrelsen//NN|UTR|SIN|DEF|NOM//nmod//8 i//PP//case//14 Blekinge//PM|GEN//amod//14 län//NN|NEU|SIN|IND|NOM//nmod//11 tillstånd//NN|NEU|SIN|IND|NOM//obl//3 att//IE//mark//17 kameraövervaka//VB|INF|AKT//advcl//15 estraden//NN|UTR|SIN|DEF|NOM//obj//17 i//PP//case//21 församlingens//NN|UTR|SIN|DEF|GEN//nmod:poss//21 lokal//NN|UTR|SIN|IND|NOM//obl//17 under//PP//case//23 gudstjänst//NN|UTR|SIN|IND|NOM//nmod//21 .//MAD//punct//3
Bilaga 3 / Ansökan till kameraövervakning av Pingstförsamlingens lokal har avslagits.;Syftet//NN|NEU|SIN|DEF|NOM//nsubj//28 med//PP//case//27 övervakningen//NN|UTR|SIN|DEF|NOM//nmod//25 var//VB|PRT|AKT//parataxis//3 att//SN//mark//33 vaktmästaren//NN|UTR|SIN|DEF|NOM//nsubj//33 skulle//VB|PRT|AKT//aux//33 kunna//VB|INF|AKT//aux//33 följa//VB|INF|AKT//ccomp//28 gudstjänsten//NN|UTR|SIN|DEF|NOM//obj//33 .//MAD//punct//28
Bilaga 3 / Ansökan till kameraövervakning av Pingstförsamlingens lokal har avslagits.;Justitiekanslern//NN|UTR|SIN|DEF|NOM//nsubj//1 överklagade//VB|PRT|AKT//ROOT//1 beslutet//NN|NEU|SIN|DEF|NOM//obj//1 till//PP//case//4 Länsrätten//NN|UTR|SIN|DEF|NOM//obl//1 i//PP//case//7 Blekinge//PM|GEN//nmod:poss//7 län//NN|NEU|SIN|IND|NOM//nmod//4 .//MAD//punct//1
Bilaga 3 / Ansökan till kameraövervakning av Pingstförsamlingens lokal har avslagits.;Länsrätten//NN|UTR|SIN|DEF|NOM//nsubj//10 anmärkte//VB|PRT|AKT//parataxis//1 att//SN//mark//14 kameraövervakningen//NN|UTR|SIN|DEF|NOM//nsubj//14 skulle//VB|PRT|AKT//aux//14 fylla//VB|INF|AKT//ccomp//10 en//DT|UTR|SIN|IND//det//17 viktig//JJ|POS|UTR|SIN|IND|NOM//amod//17 funktion//NN|UTR|SIN|IND|NOM//obj//14 för//PP//case//19 vaktmästaren//NN|UTR|SIN|DEF|NOM//obl//14 dels//KN//advmod//23 för//PP//mark//23 att//IE//mark//23 utföra//VB|INF|AKT//advcl//14 sitt//PS|NEU|SIN|DEF//nmod:poss//25 arbete//NN|NEU|SIN|IND|NOM//obj//23 ,//MID//punct//31 dels//KN//advmod//31 för//PP//mark//31 att//IE//mark//31 kunna//VB|INF|AKT//aux//31 utöva//VB|INF|AKT//advcl//23 sin//PS|UTR|SIN|DEF//nmod:poss//33 religion//NN|UTR|SIN|IND|NOM//obj//31 .//MAD//punct//10
Bilaga 3 / Ansökan till kameraövervakning av Pingstförsamlingens lokal har avslagits.;En//DT|UTR|SIN|IND//det//36 kyrkolokal//NN|UTR|SIN|IND|NOM//nsubj//38 är//VB|PRS|AKT//cop//38 typiskt//AB|POS//conj//1 sett//PC|PRF|NEU|SIN|IND|NOM//advcl//38 en//DT|UTR|SIN|IND//det//41 plats//NN|UTR|SIN|IND|NOM//obj//39 där//HA//advmod//46 integritetsintresset//NN|NEU|SIN|DEF|NOM//nsubj//46 är//VB|PRS|AKT//cop//46 särskilt//AB//advmod//46 stort//JJ|POS|NEU|SIN|IND|NOM//acl:relcl//41 .//MAD//punct//38
Bilaga 3 / Ansökan till kameraövervakning av Pingstförsamlingens lokal har avslagits.;I//PP//case//50 detta//DT|NEU|SIN|DEF//det//50 fallet//NN|NEU|SIN|DEF|NOM//obl//54 var//VB|PRT|AKT//cop//54 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//54 dock//AB//advmod//54 fråga//NN|UTR|SIN|IND|NOM//parataxis//38 om//PP//case//58 en//DT|UTR|SIN|IND//det//58 fast//JJ|POS|UTR|SIN|IND|NOM//amod//58 kamera//NN|UTR|SIN|IND|NOM//obl//54 som//HP|-|-|-//nsubj:pass//62 endast//AB//advmod//62 skulle//VB|PRT|AKT//aux//62 riktas//VB|INF|SFO//acl:relcl//58 mot//PP//case//65 gudstjänstlokalens//NN|UTR|SIN|DEF|GEN//nmod:poss//65 estrad//NN|UTR|SIN|IND|NOM//obl//62 ,//MID//punct//62 där//HA//advmod//72 endast//AB//advmod//69 predikanten//NN|UTR|SIN|DEF|NOM//nsubj//72 och//KN//cc//71 kören//NN|UTR|SIN|DEF|NOM//conj//69 vistades//VB|PRT|SFO//advcl//62 .//MAD//punct//1
Bilaga 3 / Ansökan till kameraövervakning av Pingstförsamlingens lokal har avslagits.;Den//DT|UTR|SIN|DEF//det//75 risk//NN|UTR|SIN|IND|NOM//appos//1 för//PP//case//77 integritetskränkning//NN|UTR|SIN|IND|NOM//nmod//75 som//HP|-|-|-//obl//82 övervakningen//NN|UTR|SIN|DEF|NOM//nsubj//82 skulle//VB|PRT|AKT//aux//82 kunna//VB|INF|AKT//aux//82 medföra//VB|INF|AKT//acl:relcl//77 ansågs//VB|PRT|SFO//xcomp//82 därför//AB//advmod//87 vara//VB|INF|AKT//cop//87 helt//AB|POS//advmod//87 försumbar//JJ|POS|UTR|SIN|IND|NOM//xcomp//83 .//MAD//punct//75
Bilaga 3 / Ansökan till kameraövervakning av Pingstförsamlingens lokal har avslagits.;Länsrätten//NN|UTR|SIN|DEF|NOM//nsubj//90 avslog//VB|PRT|AKT//parataxis//75 överklagandet//NN|NEU|SIN|DEF|NOM//obj//90 .//MAD//punct//1
Bilaga 3 / Ansökan till kameraövervakning av Pingstförsamlingens lokal har avslagits.;Justitiekanslern//NN|UTR|SIN|DEF|NOM//nsubj//1 yrkade//VB|PRT|AKT//ROOT//1 att//SN//mark//13 Kammarrätten//NN|UTR|SIN|DEF|NOM//nsubj//13 i//PP//case//5 Jönköping//PM|NOM//nmod//3 ,//MID//punct//8 med//PP//case//8 ändring//NN|UTR|SIN|IND|NOM//nmod//3 av//PP//case//11 länsrättens//NN|UTR|SIN|DEF|GEN//nmod:poss//11 dom//NN|UTR|SIN|IND|NOM//nmod//8 skulle//VB|PRT|AKT//aux//13 upphäva//VB|INF|AKT//ccomp//1 länsstyrelsens//NN|UTR|SIN|DEF|GEN//nmod:poss//15 beslut//NN|NEU|SIN|IND|NOM//obj//13 .//MAD//punct//22
Bilaga 3 / Ansökan till kameraövervakning av Pingstförsamlingens lokal har avslagits.;Enligt//PP//case//18 kammarrätten//NN|UTR|SIN|DEF|NOM//obl//22 kunde//VB|PRT|AKT//aux//22 inte//AB//advmod//22 övervakningen//NN|UTR|SIN|DEF|NOM//nsubj:pass//22 anses//VB|INF|SFO//conj//1 tillgodose//VB|INF|AKT//xcomp//22 ett//DT|NEU|SIN|IND//det//26 samhälleligt//JJ|POS|NEU|SIN|IND|NOM//amod//26 intresse//NN|NEU|SIN|IND|NOM//obj//23 .//MAD//punct//1
Bilaga 3 / Ansökan till kameraövervakning av Pingstförsamlingens lokal har avslagits.;Kammarrätten//NN|UTR|SIN|DEF|NOM//nsubj//29 anmärkte//VB|PRT|AKT//conj//1 vidare//AB|KOM//advmod//29 att//SN//mark//36 ett//DT|NEU|SIN|IND//det//33 kyrkorum//NN|NEU|SIN|IND|NOM//nsubj//36 är//VB|PRS|AKT//cop//36 en//DT|UTR|SIN|IND//det//36 plats//NN|UTR|SIN|IND|NOM//obl//29 där//HA//advmod//39 integritetsintresset//NN|NEU|SIN|DEF|NOM//nsubj//39 gör//VB|PRS|AKT//acl:relcl//36 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//39 starkt//AB|POS//advmod//42 gällande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//xcomp//39 .//MAD//punct//29
Bilaga 3 / Ansökan till kameraövervakning av Pingstförsamlingens lokal har avslagits.;Vid//PP//case//46 en//DT|UTR|SIN|IND//det//46 avvägning//NN|UTR|SIN|IND|NOM//obl//59 mellan//PP//case//48 övervakningsbehovet//NN|NEU|SIN|DEF|NOM//nmod//46 och//KN//cc//50 intresset//NN|NEU|SIN|DEF|NOM//conj//48 hos//PP//case//53 de//DT|UTR/NEU|PLU|DEF//det//53 enskilda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//nmod//50 av//PP//mark//57 att//IE//mark//57 inte//AB//advmod//57 bli//VB|INF|AKT//acl//46 övervakade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//xcomp//57 fann//VB|PRT|AKT//conj//29 kammarrätten//NN|UTR|SIN|DEF|NOM//obj//59 att//SN//mark//65 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//65 inte//AB//advmod//65 hade//VB|PRT|AKT//aux//65 visats//VB|SUP|SFO//ccomp//59 att//SN//mark//70 behovet//NN|NEU|SIN|DEF|NOM//nsubj//70 av//PP//case//69 övervakningen//NN|UTR|SIN|DEF|NOM//nmod//67 vägde//VB|PRT|AKT//ccomp//65 tyngre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//70 än//KN//case//75 den//DT|UTR|SIN|DEF//det//74 enskildes//JJ|POS|MAS|SIN|DEF|GEN//amod//75 intresse//NN|NEU|SIN|IND|NOM//obl//70 av//PP//mark//79 att//IE//mark//79 inte//AB//advmod//79 bli//VB|INF|AKT//acl//75 övervakad//PC|PRF|UTR|SIN|IND|NOM//xcomp//79 .//MAD//punct//1
Bilaga 3 / Ansökan till kameraövervakning av Pingstförsamlingens lokal har avslagits.;Kammarrätten//NN|UTR|SIN|DEF|NOM//nsubj//83 biföll//VB|PRT|AKT//parataxis//1 överklagandet//NN|NEU|SIN|DEF|NOM//obj//83 .//MAD//punct//83
Bilaga 3 / Ansökan till kameraövervakning av Pingstförsamlingens lokal har avslagits.;(//PAD//punct//90 Kammarrättens//NN|UTR|SIN|DEF|GEN//nmod:poss//88 mål//NN|NEU|SIN|IND|NOM//nmod//90 nr//NN|AN//nmod//90 3205-05//RG|NOM//appos//83 )//PAD//punct//90 .//MAD//punct//1


Bilaga 3 / Hotell har fått tillstånd till kameraövervakning av ingång till bagageutrymme, men nekats tillstånd till övervakning av hotellets lobby.;Länsstyrelsen//NN|UTR|SIN|DEF|NOM//nsubj//4 i//PP//case//3 Västmanlands//PM|GEN//nmod:poss//3 län//NN|NEU|SIN|IND|NOM//nmod//0 meddelade//VB|PRT|AKT//ROOT//4 i//PP//case//6 beslut//NN|NEU|SIN|IND|NOM//obl//4 den//DT|UTR|SIN|DEF//det//9 10//RG|NOM//nummod//9 oktober//NN|UTR|SIN|IND|NOM//nmod//12 2003//RG|NOM//nummod//11 Tribe//PM|NOM//compound//12 Hotel//PM|NOM//obl//4 Management//PM|NOM//flat//12 AB//PM|GEN//conj//12 tillstånd//NN|NEU|SIN|IND|NOM//obj//4 till//PP//case//18 tre//RG|NOM//nummod//18 kameror//NN|UTR|PLU|IND|NOM//obl//4 för//PP//case//20 övervakning//NN|UTR|SIN|IND|NOM//nmod//18 av//PP//case//22 entréer//NN|UTR|PLU|IND|NOM//nmod//20 till//PP//case//24 hotell//NN|NEU|SIN|IND|NOM//nmod//20 Radisson//PM|NOM//flat//24 SAS//PM|NOM//flat//24 Plaza//PM|NOM//compound//28 Hotel//PM|NOM//obl//4 i//PP//case//31 centrala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//31 Västerås//PM|NOM//obl//4 .//MAD//punct//4
Bilaga 3 / Hotell har fått tillstånd till kameraövervakning av ingång till bagageutrymme, men nekats tillstånd till övervakning av hotellets lobby.;I//PP//case//35 samma//DT|UTR/NEU|SIN/PLU|IND//det//35 beslut//NN|NEU|SIN|IND|NOM//obl//36 avslog//VB|PRT|AKT//conj//4 länsstyrelsen//NN|UTR|SIN|DEF|NOM//nsubj//36 tillstånd//NN|NEU|SIN|IND|NOM//obj//36 till//PP//case//40 kameror//NN|UTR|PLU|IND|NOM//obl//36 riktade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//xcomp//36 mot//PP//case//43 lobbyn//NN|UTR|SIN|DEF|NOM//obl//41 och//KN//cc//45 bagagerum//NN|NEU|SIN|IND|NOM//conj//43 .//MAD//punct//4
Bilaga 3 / Hotell har fått tillstånd till kameraövervakning av ingång till bagageutrymme, men nekats tillstånd till övervakning av hotellets lobby.;Tribe//PM|NOM//nsubj//2 Hotell//NN|NEU|SIN|IND|NOM//flat//0 överklagade//VB|PRT|AKT//ROOT//2 beslutet//NN|NEU|SIN|DEF|NOM//obj//2 till//PP//case//5 Länsrätten//NN|UTR|SIN|DEF|NOM//obl//2 i//PP//case//8 Västmanlands//PM|GEN//nmod:poss//8 län//NN|NEU|SIN|IND|NOM//nmod//5 och//KN//cc//10 yrkade//VB|PRT|AKT//conj//2 att//SN//mark//14 tillstånd//NN|NEU|SIN|IND|NOM//nsubj:pass//14 skulle//VB|PRT|AKT//aux//14 meddelas//VB|INF|SFO//ccomp//10 till//PP//case//16 övervakningskameror//NN|UTR|PLU|IND|NOM//obl//14 med//PP//case//18 bildinspelning//NN|UTR|SIN|IND|NOM//nmod//16 riktade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//xcomp//10 mot//PP//case//21 lobby//NN|UTR|SIN|IND|NOM//obl//19 och//KN//cc//23 bagagerum//NN|NEU|SIN|IND|NOM//conj//21 .//MAD//punct//2
Bilaga 3 / Hotell har fått tillstånd till kameraövervakning av ingång till bagageutrymme, men nekats tillstånd till övervakning av hotellets lobby.;I//PP//case//26 målet//NN|NEU|SIN|DEF|NOM//obl//27 framkom//VB|PRT|AKT//conj//2 att//SN//mark//31 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//31 hade//VB|PRT|AKT//aux//31 förekommit//VB|SUP|AKT//ccomp//27 stölder//NN|UTR|PLU|IND|NOM//obj//31 på//PP//case//34 hotellet//NN|NEU|SIN|DEF|NOM//nmod//32 ,//MID//punct//31 bl.a.//AB|AN//advmod//39 av//PP//case//39 internationella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//39 ligor//NN|UTR|PLU|IND|NOM//obl//31 .//MAD//punct//2
