Utredningen om tullens dimensionering m.m.;”//PAD//punct//2 En//DT|UTR|SIN|IND//det//2 gräns//NN|UTR|SIN|IND|NOM//ROOT//2 –//RG|NOM//punct//5 en//DT|UTR|SIN|IND//det//5 myndighet//NN|UTR|SIN|IND|NOM//appos//2 ?//MAD//punct//5 ”//RG|NOM//punct//2
9. Utvärdering av den samhällsekonomiska nyttan av tullens beslag Beslagsprocenten är inget effektivitetsmått / Vi antar att samhällskostnaden kan beräknas ur vårdkostnaden;Skatterna//NN|UTR|PLU|DEF|NOM//nsubj//23 är//VB|PRS|AKT//cop//23 ju//AB//advmod//23 motiverade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//parataxis//16 ur//PP//case//26 en//DT|UTR|SIN|IND//det//26 folkhälsoaspekt//NN|UTR|SIN|IND|NOM//obl//23 .//MAD//punct//23
9. Utvärdering av den samhällsekonomiska nyttan av tullens beslag Beslagsprocenten är inget effektivitetsmått / Vi antar att samhällskostnaden kan beräknas ur vårdkostnaden;Beräkningar//NN|UTR|PLU|IND|NOM//appos//23 som//HP|-|-|-//nsubj:pass//31 har//VB|PRS|AKT//aux//31 utförts//VB|SUP|SFO//acl:relcl//28 inom//PP//case//33 tullen//NN|UTR|SIN|DEF|NOM//obl//31 –//PAD//punct//28 utgående//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//28 från//PP//mark//40 att//SN//mark//40 spriten//NN|UTR|SIN|DEF|NOM//nsubj//40 vanligen//AB//advmod//40 har//VB|PRS|AKT//advcl//23 mycket//AB|POS//advmod//42 hög//JJ|POS|UTR|SIN|IND|NOM//amod//43 koncentration//NN|UTR|SIN|IND|NOM//obj//40 –//RG|NOM//punct//45 ger//VB|PRS|AKT//conj//23 ett//DT|NEU|SIN|IND//det//47 skattevärde//NN|NEU|SIN|IND|NOM//obj//45 om//PP//case//50 422//RG|NOM//nummod//50 kr//NN|AN//nmod//47 ///MID//case//52 liter//NN|UTR|SIN|IND|NOM//nmod//50 .//MAD//punct//45
9. Utvärdering av den samhällsekonomiska nyttan av tullens beslag Beslagsprocenten är inget effektivitetsmått / Vi antar att samhällskostnaden kan beräknas ur vårdkostnaden;För//PP//case//55 cigaretter//NN|UTR|PLU|IND|NOM//obl//56 räknar//VB|PRS|AKT//conj//23 vi//PN|UTR|PLU|DEF|SUB//nsubj//56 med//PP//case//61 knappt//AB|POS//advmod//60 2//RG|NOM//nummod//61 kr//NN|AN//obl//56 ///MID//case//63 cigarett//NN|UTR|SIN|IND|NOM//nmod//61 .//MAD//punct//23
9. Utvärdering av den samhällsekonomiska nyttan av tullens beslag Beslagsprocenten är inget effektivitetsmått / Vi antar att samhällskostnaden kan beräknas ur vårdkostnaden;Narkotika//NN|UTR|PLU|IND|NOM//nsubj//6 som//HP|-|-|-//nsubj:pass//2 smugglas//VB|PRS|SFO//acl:relcl//0 in//PL//compound:prt//2 i//PP//case//5 Sverige//PM|NOM//obl//2 har//VB|PRS|AKT//ROOT//6 olika//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//8 grad//NN|UTR|SIN|IND|NOM//obj//6 av//PP//case//10 renhet//NN|UTR|SIN|IND|NOM//obl//6 .//MID//punct//6
9. Utvärdering av den samhällsekonomiska nyttan av tullens beslag Beslagsprocenten är inget effektivitetsmått / Vi antar att samhällskostnaden kan beräknas ur vårdkostnaden;Denna//DT|UTR|SIN|DEF//det//13 narkotika//NN|UTR|SIN|IND|NOM//nsubj:pass//14 blandas//VB|PRS|SFO//parataxis//6 sedan//AB//advmod//14 ut//PL//advmod//19 med//PP//case//19 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//19 substanser//NN|UTR|PLU|IND|NOM//obl//14 för//PP//mark//22 att//IE//mark//22 få//VB|INF|AKT//acl//19 en//DT|UTR|SIN|IND//det//24 koncentration//NN|UTR|SIN|IND|NOM//obj//22 som//HP|-|-|-//nsubj//26 passar//VB|PRS|AKT//acl:relcl//24 missbrukaren//NN|UTR|SIN|DEF|NOM//obj//26 .//MAD//punct//6
9. Utvärdering av den samhällsekonomiska nyttan av tullens beslag Beslagsprocenten är inget effektivitetsmått / Vi antar att samhällskostnaden kan beräknas ur vårdkostnaden;Vi//PN|UTR|PLU|DEF|SUB//nsubj//33 har//VB|PRS|AKT//aux//33 dock//AB//advmod//33 inte//AB//advmod//33 haft//VB|SUP|AKT//parataxis//6 möjlighet//NN|UTR|SIN|IND|NOM//obj//33 att//IE//mark//36 justera//VB|INF|AKT//acl//34 våra//PS|UTR/NEU|PLU|DEF//nmod:poss//38 beräkningar//NN|UTR|PLU|IND|NOM//obj//36 för//PP//mark//46 att//SN//fixed//39 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//46 vid//PP//case//45 gränsen//NN|UTR|SIN|DEF|NOM//amod//45 beslagtagna//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//45 narkotikan//NN|UTR|SIN|DEF|NOM//obl//46 har//VB|PRS|AKT//advcl//36 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//48 renhetsgrad//NN|UTR|SIN|IND|NOM//obj//46 .//MAD//punct//6
9. Utvärdering av den samhällsekonomiska nyttan av tullens beslag Beslagsprocenten är inget effektivitetsmått / Vi antar att samhällskostnaden kan beräknas ur vårdkostnaden;Vi//PN|UTR|PLU|DEF|SUB//nsubj//51 antar//VB|PRS|AKT//parataxis//6 därför//AB//mark//60 att//SN//fixed//52 all//DT|UTR|SIN|IND/DEF//det//55 narkotika//NN|UTR|SIN|IND|NOM//nsubj//60 av//PP//case//59 ett//DT|NEU|SIN|IND//det//59 visst//JJ|POS|NEU|SIN|IND|NOM//amod//59 slag//NN|NEU|SIN|IND|NOM//nmod//55 har//VB|PRS|AKT//advcl//51 samma//DT|UTR/NEU|SIN/PLU|IND//det//62 renhet//NN|UTR|SIN|IND|NOM//obj//60 .//MAD//punct//6

9. Utvärdering av den samhällsekonomiska nyttan av tullens beslag Beslagsprocenten är inget effektivitetsmått / Invändningar;Vi//PN|UTR|PLU|DEF|SUB//nsubj//3 är//VB|PRS|AKT//cop//3 väl//AB|POS//advmod//3 medvetna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//ROOT//3 om//PP//mark//8 att//SN//mark//8 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//8 kan//VB|PRS|AKT//aux//8 resas//VB|INF|SFO//acl//3 många//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//10 invändningar//NN|UTR|PLU|IND|NOM//obj//8 mot//PP//case//13 denna//DT|UTR|SIN|DEF//det//13 typ//NN|UTR|SIN|IND|NOM//obl//8 av//PP//case//15 beräkningar//NN|UTR|PLU|IND|NOM//nmod//13 .//MAD//punct//3
9. Utvärdering av den samhällsekonomiska nyttan av tullens beslag Beslagsprocenten är inget effektivitetsmått / Invändningar;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//1 går//VB|PRS|AKT//ROOT//1 inte//AB//advmod//1 att//IE//mark//6 så//AB//advmod//6 enkelt//AB|POS//fixed//4 gradera//VB|INF|AKT//csubj//1 missbruket//NN|NEU|SIN|DEF|NOM//obj//6 av//PP//case//9 heroin//NN|NEU|SIN|IND|NOM//nmod//7 ,//MID//punct//11 amfetamin//NN|NEU|SIN|IND|NOM//conj//9 m.m.//AB|AN//conj//9 Riksdagens//NN|UTR|SIN|DEF|GEN//nmod:poss//14 mål//NN|NEU|SIN|IND|NOM//obj//6 är//VB|PRS|AKT//cop//1 att//SN//mark//20 all//DT|UTR|SIN|IND/DEF//det//18 narkotika//NN|UTR|SIN|IND|NOM//nsubj:pass//20 ska//VB|PRS|AKT//aux//20 stoppas//VB|INF|SFO//ccomp//15 ,//MID//punct//1 då//AB//advmod//23 bedöms//VB|PRS|SFO//parataxis//1 all//DT|UTR|SIN|IND/DEF//det//25 narkotika//NN|UTR|SIN|IND|NOM//nsubj//23 lika//AB//advmod//27 skadlig//JJ|POS|UTR|SIN|IND|NOM//xcomp//23 .//MAD//punct//1
9. Utvärdering av den samhällsekonomiska nyttan av tullens beslag Beslagsprocenten är inget effektivitetsmått / Invändningar;Kostnaden//NN|UTR|SIN|DEF|NOM//nsubj//12 är//VB|PRS|AKT//cop//12 högre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//3 till//PP//advmod//12 följd//NN|UTR|SIN|IND|NOM//fixed//3 av//PP//fixed//3 att//SN//mark//12 de//DT|UTR/NEU|PLU|DEF//det//8 skattemedel//NN|NEU|PLU|IND|NOM//nsubj//12 som//HP|-|-|-//mark//10 vårdpersonal//NN|UTR|SIN|IND|NOM//nmod//8 m.fl.//AB|AN//nsubj//12 återlämnar//VB|PRS|AKT//ROOT//12 till//PP//case//14 samhället//NN|NEU|SIN|DEF|NOM//obl//12 används//VB|PRS|SFO//advcl//12 till//PP//case//18 social//JJ|POS|UTR|SIN|IND|NOM//amod//18 service//NN|UTR|SIN|IND|NOM//obl//15 för//PP//case//21 dessa//DT|UTR/NEU|PLU|DEF//det//21 personer//NN|UTR|PLU|IND|NOM//obl//15 .//MAD//punct//12
9. Utvärdering av den samhällsekonomiska nyttan av tullens beslag Beslagsprocenten är inget effektivitetsmått / Invändningar;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//1 finns//VB|PRS|SFO//ROOT//1 exempel//NN|NEU|PLU|IND|NOM//nsubj//1 på//PP//case//5 billigare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//5 form//NN|UTR|SIN|IND|NOM//obl//1 av//PP//case//7 behandling//NN|UTR|SIN|IND|NOM//nmod//5 än//KN//mark//9 tvångsvård//NN|UTR|SIN|IND|NOM//nmod//5 .//MAD//punct//1
9. Utvärdering av den samhällsekonomiska nyttan av tullens beslag Beslagsprocenten är inget effektivitetsmått / Invändningar;Vårdkostnader//NN|UTR|PLU|IND|NOM//nsubj//5 till//PP//case//3 följd//NN|UTR|SIN|IND|NOM//amod//3 kokainmissbruk//NN|NEU|SIN|IND|NOM//nmod//0 är//VB|PRS|AKT//cop//5 mindre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//ROOT//5 än//KN//case//8 för//PP//case//8 amfetamin//NN|NEU|SIN|IND|NOM//obl//5 .//MID//punct//5
9. Utvärdering av den samhällsekonomiska nyttan av tullens beslag Beslagsprocenten är inget effektivitetsmått / Invändningar;Dock//AB//advmod//11 uppstår//VB|PRS|AKT//parataxis//5 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//13 typer//NN|UTR|PLU|IND|NOM//nsubj//11 av//PP//case//15 skador//NN|UTR|PLU|IND|NOM//nmod//13 till//PP//case//19 följd//NN|UTR|SIN|IND|NOM//fixed//16 av//PP//fixed//16 missbruket//NN|NEU|SIN|DEF|NOM//nmod//13 i//PP//case//21 samhället//NN|NEU|SIN|DEF|NOM//nmod//19 .//MAD//punct//11
9. Utvärdering av den samhällsekonomiska nyttan av tullens beslag Beslagsprocenten är inget effektivitetsmått / Invändningar;Tullens//NN|UTR|SIN|DEF|GEN//nmod:poss//1 beslag//NN|NEU|SIN|IND|NOM//nsubj//5 av//PP//case//3 kokain//NN|NEU|SIN|IND|NOM//nmod//1 är//VB|PRS|AKT//cop//5 svåranalyserat//PC|PRF|NEU|SIN|IND|NOM//ROOT//5 .//MAD//punct//5
9. Utvärdering av den samhällsekonomiska nyttan av tullens beslag Beslagsprocenten är inget effektivitetsmått / Invändningar;En//DT|UTR|SIN|IND//det//9 stor//JJ|POS|UTR|SIN|IND|NOM//amod//9 del//NN|UTR|SIN|IND|NOM//appos//5 av//PP//case//12 det//DT|NEU|SIN|DEF//det//12 kokain//NN|NEU|SIN|IND|NOM//nmod//9 som//HP|-|-|-//nsubj:pass//14 beslagtas//VB|PRS|SFO//acl:relcl//12 förefaller//VB|PRS|AKT//advcl//5 vara//VB|INF|AKT//aux:pass//17 avsett//PC|PRF|NEU|SIN|IND|NOM//xcomp//15 för//PP//case//19 vidaretransport//NN|UTR|SIN|IND|NOM//obl//17 till//PP//case//22 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//22 länder//NN|NEU|PLU|IND|NOM//obl//17 .//MAD//punct//5
9. Utvärdering av den samhällsekonomiska nyttan av tullens beslag Beslagsprocenten är inget effektivitetsmått / Invändningar;Ett//DT|NEU|SIN|IND//det//2 större//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//2 beslag//NN|NEU|SIN|IND|NOM//nsubj//7 av//PP//case//4 narkotika//NN|UTR|SIN|IND|NOM//nmod//2 vid//PP//case//6 gränsen//NN|UTR|SIN|DEF|NOM//nmod//2 leder//VB|PRS|AKT//ROOT//7 vanligen//AB//advmod//7 till//PP//case//10 fängelse//NN|NEU|SIN|IND|NOM//obl//7 .//MAD//punct//7
9. Utvärdering av den samhällsekonomiska nyttan av tullens beslag Beslagsprocenten är inget effektivitetsmått / Invändningar;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//13 är//VB|PRS|AKT//parataxis//7 i//PP//case//15 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obl//13 en//DT|UTR|SIN|IND//det//17 kostnad//NN|UTR|SIN|IND|NOM//obj//13 för//PP//case//19 samhället//NN|NEU|SIN|DEF|NOM//nmod//17 .//MAD//punct//7

9. Utvärdering av den samhällsekonomiska nyttan av tullens beslag Beslagsprocenten är inget effektivitetsmått / Vår beräkning av den samhällsekonomiska kostnaden är ett räkneexempel för att belysa effektivitetsutvecklingen;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//1 finns//VB|PRS|SFO//ROOT//1 säkert//AB|POS//advmod//1 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//4 invändningar//NN|UTR|PLU|IND|NOM//nsubj//1 som//HP|-|-|-//nsubj:pass//7 kan//VB|PRS|AKT//aux//7 göras//VB|INF|SFO//acl:relcl//4 .//MAD//punct//1
9. Utvärdering av den samhällsekonomiska nyttan av tullens beslag Beslagsprocenten är inget effektivitetsmått / Vår beräkning av den samhällsekonomiska kostnaden är ett räkneexempel för att belysa effektivitetsutvecklingen;Vi//PN|UTR|PLU|DEF|SUB//nsubj//10 anser//VB|PRS|AKT//parataxis//1 det//PN|NEU|SIN|DEF|SUB/OBJ//obj//10 ändå//AB//advmod//10 av//PP//case//16 mycket//AB|POS//advmod//15 stort//JJ|POS|NEU|SIN|IND|NOM//amod//16 värde//NN|NEU|SIN|IND|NOM//obl//10 att//IE//mark//18 utgå//VB|INF|AKT//advcl//10 från//PP//case//21 ett//DT|NEU|SIN|IND//det//21 antagande//NN|NEU|SIN|IND|NOM//obl//18 om//PP//case//25 de//DT|UTR/NEU|PLU|DEF//det//25 samhällsekonomiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//25 kostnaderna//NN|UTR|PLU|DEF|NOM//nmod//21 till//PP//case//29 följd//NN|UTR|SIN|IND|NOM//fixed//26 av//PP//fixed//26 drogmissbruket//NN|NEU|SIN|DEF|NOM//nmod//25 och//KN//cc//31 relatera//VB|INF|AKT//conj//18 detta//PN|NEU|SIN|DEF|SUB/OBJ//obj//31 till//PP//case//36 hela//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//35 samhällets//NN|NEU|SIN|DEF|GEN//nmod:poss//36 insats//NN|UTR|SIN|IND|NOM//obl//31 mot//PP//case//38 drogmissbruket//NN|NEU|SIN|DEF|NOM//nmod//36 .//MAD//punct//10
9. Utvärdering av den samhällsekonomiska nyttan av tullens beslag Beslagsprocenten är inget effektivitetsmått / Vår beräkning av den samhällsekonomiska kostnaden är ett räkneexempel för att belysa effektivitetsutvecklingen;I//PP//case//41 tider//NN|UTR|PLU|IND|NOM//obl//48 med//PP//case//44 knappa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//44 resurser//NN|UTR|PLU|IND|NOM//nmod//41 måste//VB|PRS|AKT//aux//48 samhällets//NN|NEU|SIN|DEF|GEN//nmod:poss//47 insatser//NN|UTR|PLU|IND|NOM//nsubj:pass//48 prioriteras//VB|PRS|SFO//conj//10 hårt//AB|POS//advmod//48 mot//PP//case//52 de//DT|UTR/NEU|PLU|DEF//det//52 områden//NN|NEU|PLU|IND|NOM//obl//48 där//HA//advmod//55 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//55 får//VB|PRS|AKT//acl:relcl//52 störst//JJ|SUV|UTR/NEU|SIN/PLU|IND|NOM//amod//57 nytta//NN|UTR|SIN|IND|NOM//obj//55 .//MAD//punct//10
9. Utvärdering av den samhällsekonomiska nyttan av tullens beslag Beslagsprocenten är inget effektivitetsmått / Vår beräkning av den samhällsekonomiska kostnaden är ett räkneexempel för att belysa effektivitetsutvecklingen;Det//DT|NEU|SIN|DEF//det//61 enda//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//61 sättet//NN|NEU|SIN|DEF|NOM//appos//10 att//IE//mark//63 göra//VB|INF|AKT//acl//61 bra//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//65 prioriteringar//NN|UTR|PLU|IND|NOM//obj//63 är//VB|PRS|AKT//cop//61 att//IE//mark//68 beräkna//VB|INF|AKT//acl//61 nyttan//NN|UTR|SIN|DEF|NOM//obj//68 av//PP//case//71 insatsen//NN|UTR|SIN|DEF|NOM//nmod//69 .//MAD//punct//10
9. Utvärdering av den samhällsekonomiska nyttan av tullens beslag Beslagsprocenten är inget effektivitetsmått / Vår beräkning av den samhällsekonomiska kostnaden är ett räkneexempel för att belysa effektivitetsutvecklingen;För//PP//case//2 vår//PS|UTR|SIN|DEF//nmod:poss//2 utredning//NN|UTR|SIN|IND|NOM//obl//6 är//VB|PRS|AKT//cop//6 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//6 av//PP//case//6 intresse//NN|NEU|SIN|IND|NOM//ROOT//6 att//IE//mark//8 beräkna//VB|INF|AKT//csubj//6 ett//DT|NEU|SIN|IND//det//11 samhällsekonomiskt//JJ|POS|NEU|SIN|IND|NOM//amod//11 värde//NN|NEU|SIN|IND|NOM//obj//8 för//PP//mark//15 att//IE//mark//15 kunna//VB|INF|AKT//aux//15 bedöma//VB|INF|AKT//advcl//8 dels//KN//advmod//15  //_SP////16 hur//HA//advmod//20 effektivitetsutvecklingen//NN|UTR|SIN|DEF|NOM//nsubj:pass//20 påverkats//VB|SUP|SFO//advcl//15 av//PP//case//22 medlemskapet//NN|NEU|SIN|DEF|NOM//obl:agent//20 i//PP//case//24 EU//PM|NOM//obl//20 –//PM|NOM//punct//28 och//KN//cc//28 den//DT|UTR|SIN|DEF//det//28 turbulens//NN|UTR|SIN|IND|NOM//conj//6 som//HP|-|-|-//nsubj//30 varit//VB|SUP|AKT//acl:relcl//28 inom//PP//case//32 tullen//NN|UTR|SIN|DEF|NOM//obl//30 under//PP//case//34 åren//NN|NEU|PLU|DEF|NOM//nmod//32 efter//PP//case//36 inträdet//NN|NEU|SIN|DEF|NOM//nmod//34 –//RG|NOM//punct//43 dels//KN//advmod//43  //_SP////38 hur//HA//advmod//41 väl//AB|POS//advmod//43 tullen//NN|UTR|SIN|DEF|NOM//nsubj//43 förmått//VB|SUP|AKT//acl:relcl//28 prioritera//VB|INF|AKT//xcomp//43 insatserna//NN|UTR|PLU|DEF|NOM//obj//44 mot//PP//case//48 de//DT|UTR/NEU|PLU|DEF//det//48 områden//NN|NEU|PLU|IND|NOM//obl//44 och//KN//cc//50 regioner//NN|UTR|PLU|IND|NOM//conj//48 där//HA//advmod//53 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//53 gör//VB|PRS|AKT//acl:relcl//50 störst//JJ|SUV|UTR/NEU|SIN/PLU|IND|NOM//amod//55 nytta//NN|UTR|SIN|IND|NOM//obj//53 .//MAD//punct//28
9. Utvärdering av den samhällsekonomiska nyttan av tullens beslag Beslagsprocenten är inget effektivitetsmått / Vår beräkning av den samhällsekonomiska kostnaden är ett räkneexempel för att belysa effektivitetsutvecklingen;Således//AB//advmod//20 ska//VB|PRS|AKT//aux//20 vår//PS|UTR|SIN|DEF//nmod:poss//3 beräkning//NN|UTR|SIN|IND|NOM//nsubj:pass//20 av//PP//case//7 den//DT|UTR|SIN|DEF//det//7 samhällsekonomiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//7 nyttan//NN|UTR|SIN|DEF|NOM//nmod//3 av//PP//case//10 tullens//NN|UTR|SIN|DEF|GEN//nmod:poss//10 beslag//NN|NEU|SIN|IND|NOM//nmod//7 av//PP//case//12 narkotika//NN|UTR|SIN|IND|NOM//nmod//10 ,//MID//punct//14 sprit//NN|UTR|SIN|IND|NOM//conj//7 och//KN//cc//16 tobak//NN|UTR|SIN|IND|NOM//conj//7 i//PP//advmod//16 första//RO|NOM//amod//19 hand//NN|UTR|SIN|IND|NOM//fixed//17 ses//VB|INF|SFO//ROOT//20 som//KN//case//23 ett//DT|NEU|SIN|IND//det//23 räkneexempel//NN|NEU|SIN|IND|NOM//obl//20 för//PP//mark//26 att//IE//mark//26 belysa//VB|INF|AKT//advcl//20 effektivitetsutvecklingen//NN|UTR|SIN|DEF|NOM//obj//26 och//KN//cc//29 resursfördelningen//NN|UTR|SIN|DEF|NOM//conj//27 och//KN//cc//33 för//PP//mark//33 att//IE//mark//33 visa//VB|INF|AKT//conj//26 en//DT|UTR|SIN|IND//det//35 metod//NN|UTR|SIN|IND|NOM//obj//33 som//HP|-|-|-//nsubj:pass//38 kan//VB|PRS|AKT//aux//38 utvecklas//VB|INF|SFO//acl:relcl//35 och//KN//cc//40 användas//VB|INF|SFO//conj//38 av//PP//case//42 statsmakterna//NN|UTR|PLU|DEF|NOM//obl:agent//40 för//PP//mark//45 att//IE//mark//45 allokera//VB|INF|AKT//advcl//40 knappa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//47 resurser//NN|UTR|PLU|IND|NOM//obj//45 mot//PP//case//49 narkotikan//NN|UTR|SIN|DEF|NOM//obl//45 rätt//AB//advmod//45 .//MAD//punct//20

9. Utvärdering av den samhällsekonomiska nyttan av tullens beslag Beslagsprocenten är inget effektivitetsmått / Den samhällsekonomiska nyttan av beslagen;Våra//PS|UTR/NEU|PLU|DEF//nmod:poss//1 antaganden//NN|NEU|PLU|IND|NOM//nsubj//2 leder//VB|PRS|AKT//ROOT//2 således//AB//advmod//2 –//RG|NOM//punct//5 invändningar//NN|UTR|PLU|IND|NOM//obl//2 till//PP//compound:prt//5 trots//NN|NEU|SIN|IND|NOM//case//11 –//RG|NOM//punct//11 till//PP//case//11 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//11 antagande//NN|NEU|SIN|IND|NOM//nmod//5 om//PP//case//15 den//DT|UTR|SIN|DEF//det//15 samhällsekonomiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//15 nyttan//NN|UTR|SIN|DEF|NOM//nmod//11 av//PP//case//18 tullens//NN|UTR|SIN|DEF|GEN//nmod:poss//18 beslag//NN|NEU|SIN|IND|NOM//nmod//15 ://MAD//punct//2
9. Utvärdering av den samhällsekonomiska nyttan av tullens beslag Beslagsprocenten är inget effektivitetsmått / Den samhällsekonomiska nyttan av beslagen;Med//PP//case//2 dessa//DT|UTR/NEU|PLU|DEF//det//2 värden//NN|NEU|PLU|IND|NOM//obl//10 kan//VB|PRS|AKT//aux//10 den//DT|UTR|SIN|DEF//det//6 samlade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//6 nyttan//NN|UTR|SIN|DEF|NOM//nsubj:pass//10 av//PP//case//9 tullens//NN|UTR|SIN|DEF|GEN//nmod:poss//9 gränskontroll//NN|UTR|SIN|IND|NOM//nmod//6 summeras//VB|PRS|SFO//ROOT//10 .//MAD//punct//10
9. Utvärdering av den samhällsekonomiska nyttan av tullens beslag Beslagsprocenten är inget effektivitetsmått / Den samhällsekonomiska nyttan av beslagen;"Samhällsekonomiskt//JJ|POS|NEU|SIN|IND|NOM//amod//1 värde//NN|NEU|SIN|IND|NOM//nsubj//8 av//PP//case//3 narkotikabeslag//NN|NEU|PLU|IND|NOM//nmod//1 (//PAD//punct//5 mkr//NN|AN//appos//3 )//PAD//punct//5 ""//PAD//punct//8 Skattevärde//NN|NEU|SIN|IND|NOM//ROOT//8 ""//PAD//punct//8 av//PP//case//12 beslagtagna//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//12 cigaretter//NN|UTR|PLU|IND|NOM//nmod//8 (//PAD//punct//12 mkr//NN|AN//appos//12 )//PAD//punct//12 ""//PAD//punct//17 Skattevärde//NN|NEU|SIN|IND|NOM//conj//8 ""//PAD//punct//21 av//PP//case//20 beslagtagen//PC|PRF|UTR|SIN|IND|NOM//obl//21 sprit//NN|UTR|SIN|IND|NOM//conj//17 (//PAD//punct//23 mkr//NN|AN//conj//21 )//PAD//punct//17"


9. Utvärdering av den samhällsekonomiska nyttan av tullens beslag Beslagsprocenten är inget effektivitetsmått / Effektiviteten i kontrollverksamheten ökar – den är större än före EU-inträdet;Med//PP//case//2 dessa//DT|UTR/NEU|PLU|DEF//det//2 antaganden//NN|NEU|PLU|IND|NOM//obl//17 om//PP//case//4 samhällsnyttan//NN|UTR|SIN|DEF|NOM//nmod//2 per//PP//case//6 gram//NN|NEU|SIN|IND|NOM//nmod//4 beslagtagen//PC|PRF|UTR|SIN|IND|NOM//amod//8 narkotika//NN|UTR|SIN|IND|NOM//nmod//4 m.m.//AB|AN//conj//8 som//KN//mark//11 bakgrund//NN|UTR|SIN|IND|NOM//conj//4 kan//VB|PRS|AKT//aux//17 effektiviteten//NN|UTR|SIN|DEF|NOM//nsubj:pass//17 i//PP//case//16 tullens//NN|UTR|SIN|DEF|GEN//nmod:poss//16 gränskontroll//NN|UTR|SIN|IND|NOM//nmod//13 beräknas//VB|PRS|SFO//ROOT//17 .//MAD//punct//17
9. Utvärdering av den samhällsekonomiska nyttan av tullens beslag Beslagsprocenten är inget effektivitetsmått / Effektiviteten i kontrollverksamheten ökar – den är större än före EU-inträdet;För//PP//mark//2 att//IE//mark//2 beräkna//VB|INF|AKT//advcl//6 resursinsatsen//NN|UTR|SIN|DEF|NOM//obj//2 har//VB|PRS|AKT//aux//6 vi//PN|UTR|PLU|DEF|SUB//nsubj//6 utgått//VB|SUP|AKT//ROOT//6 från//PP//case//9 av//PP//case//9 Tullverket//PM|NOM//obl//6 redovisade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//11 kostnader//NN|UTR|PLU|IND|NOM//obj//6 för//PP//case//13 gränskontroll//NN|UTR|SIN|IND|NOM//nmod//11 och//KN//cc//15 underrättelse//NN|UTR|SIN|IND|NOM//conj//13 ///MID//cc//17 spaning//NN|UTR|SIN|IND|NOM//nmod//15 .//MAD//punct//6
9. Utvärdering av den samhällsekonomiska nyttan av tullens beslag Beslagsprocenten är inget effektivitetsmått / Effektiviteten i kontrollverksamheten ökar – den är större än före EU-inträdet;Till//PP//case//20 detta//PN|NEU|SIN|DEF|SUB/OBJ//obl//23 har//VB|PRS|AKT//aux//23 vi//PN|UTR|PLU|DEF|SUB//nsubj//23 lagt//VB|SUP|AKT//advcl//6 en//DT|UTR|SIN|IND//det//26 proportionerad//PC|PRF|UTR|SIN|IND|NOM//amod//26 andel//NN|UTR|SIN|IND|NOM//obj//23 av//PP//case//28 ledningskostnader//NN|UTR|PLU|IND|NOM//nmod//26 och//KN//cc//30 sanktioner//NN|UTR|PLU|IND|NOM//conj//28 (//PAD//punct//23 dvs.//AB|AN//advmod//33 brottsutredningar//NN|UTR|PLU|IND|NOM//appos//23 m.m.//AB|AN//conj//33 )//PAD//punct//23 .//MAD//punct//6

