En etnologisk studie av hur det går till när man blir kommunalpolitiskt engagerad;Av//PP//case//1 Jan//PM|NOM//ROOT//1 Fredriksson//PM|NOM//flat//1
1.2 Etnologi och politiskt engagemang;Men//KN//cc//89 här//AB//advmod//89 vill//VB|PRS|AKT//aux//89 jag//PN|UTR|SIN|DEF|SUB//nsubj//89 ,//MID//punct//89 snarare//AB|KOM//advmod//89 än//KN//mark//89 att//IE//mark//89 betona//VB|INF|AKT//conj//55 variationer//NN|UTR|PLU|IND|NOM//obj//89 ,//MID//punct//89 framhäva//VB|INF|AKT//conj//89 likheter//NN|UTR|PLU|IND|NOM//obj//92 i//PP//case//95 sättet//NN|NEU|SIN|DEF|NOM//obl//92 att//IE//mark//97 förhålla//VB|INF|AKT//xcomp//92 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//97 till//PP//case//100 politiken//NN|UTR|SIN|DEF|NOM//obl//97 likheter//NN|UTR|PLU|IND|NOM//obj//97 som//HP|-|-|-//mark//103 överbryggar//VB|PRS|AKT//acl:relcl//101 partiskillnader//NN|UTR|PLU|IND|NOM//obj//103 och//KN//cc//110 som//HP|-|-|-//nsubj//110 så//AB//advmod//110 att//IE//mark//110 säga//VB|INF|AKT//aux//110 bildar//VB|PRS|AKT//conj//97 grunden//NN|UTR|SIN|DEF|NOM//obj//110 för//PP//case//115 dagens//NN|UTR|SIN|DEF|GEN//nmod:poss//115 politiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//115 kultur//NN|UTR|SIN|IND|NOM//obl//110 .//MAD//punct//55
1.2 Etnologi och politiskt engagemang;Att//IE//mark//1 engagera//VB|INF|AKT//csubj//12 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//1 politiskt//AB|POS//advmod//4 handlar//VB|PRS|AKT//xcomp//1 om//PP//mark//7 att//IE//mark//7 träda//VB|INF|AKT//advcl//1 in//PL//compound:prt//7 i//PP//case//10 något//PN|NEU|SIN|IND|SUB/OBJ//obl//7 ,//MID//punct//1 bli//VB|INF|AKT//ROOT//12 delaktig//JJ|POS|UTR|SIN|IND|NOM//xcomp//12 och//KN//cc//15 förvärva//VB|INF|AKT//conj//12 en//DT|UTR|SIN|IND//det//18 kulturell//JJ|POS|UTR|SIN|IND|NOM//amod//18 kompetens//NN|UTR|SIN|IND|NOM//obj//15 ,//MID//punct//18 att//IE//mark//21 socialiseras//VB|INF|SFO//xcomp//12 .//MAD//punct//12
1.2 Etnologi och politiskt engagemang;Man//PN|UTR|SIN|IND|SUB//nsubj//24 lär//VB|PRS|AKT//parataxis//12 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//24 hantera//VB|INF|AKT//xcomp//24 de//DT|UTR/NEU|PLU|DEF//det//28 koder//NN|UTR|PLU|IND|NOM//obj//26 och//KN//cc//30 spelregler//NN|UTR|PLU|IND|NOM//conj//28 som//HP|-|-|-//nsubj//32 gäller//VB|PRS|AKT//acl:relcl//30 .//MAD//punct//24
1.2 Etnologi och politiskt engagemang;Och//KN//cc//47 på//PP//case//37 samma//DT|UTR/NEU|SIN/PLU|IND//det//37 sätt//NN|NEU|SIN|IND|NOM//obl//47 som//HP|-|-|-//obl//40 vi//PN|UTR|PLU|DEF|SUB//nsubj:pass//40 socialiseras//VB|PRS|SFO//acl:relcl//37 till//PP//case//42 män//NN|UTR|PLU|IND|NOM//obl//40 ,//MID//punct//44 kvinnor//NN|UTR|PLU|IND|NOM//conj//42 ,//MID//punct//46 företagsledare//NN|UTR|PLU|IND|NOM//conj//42 och//KN//conj//24 så//AB//fixed//47 vidare//AB|KOM//fixed//47 ,//MID//punct//53 kan//VB|PRS|AKT//aux//53 vi//PN|UTR|PLU|DEF|SUB//nsubj//53 säga//VB|INF|AKT//conj//12 att//SN//mark//56 vi//PN|UTR|PLU|DEF|SUB//nsubj:pass//56 socialiseras//VB|PRS|SFO//ccomp//53 till//PP//case//59 samhällsengagerade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//59 medborgare//NN|UTR|PLU|IND|NOM//obl//56 ,//MID//punct//12 att//SN//mark//63 vi//PN|UTR|PLU|DEF|SUB//nsubj//63 blir//VB|PRS|AKT//advcl//12 delaktiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//xcomp//63 i//PP//case//68 en//DT|UTR|SIN|IND//det//68 parlamentarisk//JJ|POS|UTR|SIN|IND|NOM//amod//68 kultur//NN|UTR|SIN|IND|NOM//obl//63 (//PAD//punct//12 Jfr//VB|AN//parataxis//12 Liliequist//PM|NOM//obj//70 1993//RG|NOM//nummod//71 )//PAD//punct//70 .//MAD//punct//12

1.3 Syfte och frågeställningar;Utgångspunkten//NN|UTR|SIN|DEF|NOM//nsubj//6 för//PP//case//3 denna//DT|UTR|SIN|DEF//det//3 studie//NN|UTR|SIN|IND|NOM//nmod//0 är//VB|PRS|AKT//cop//6 således//AB//advmod//6 vägen//NN|UTR|SIN|DEF|NOM//ROOT//6 till//PP//case//8 politiken//NN|UTR|SIN|DEF|NOM//nmod//6 .//MAD//punct//6
1.3 Syfte och frågeställningar;Men//KN//cc//16 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//16 är//VB|PRS|AKT//cop//16 inte//AB//advmod//16 den//DT|UTR|SIN|DEF//det//16 interna//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//16 process//NN|UTR|SIN|IND|NOM//conj//6 genom//PP//case//18 vilken//HP|UTR|SIN|IND//obl//20 partierna//NN|NEU|PLU|DEF|NOM//nsubj//20 gallrar//VB|PRS|AKT//acl:relcl//16 ut//PL//compound:prt//20 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//23 kandidater//NN|UTR|PLU|IND|NOM//obj//20 för//PP//case//26 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//26 förtroendeuppdrag//NN|NEU|PLU|IND|NOM//nmod//23 som//HP|-|-|-//nsubj//28 intresserar//VB|PRS|AKT//acl:relcl//26 mig//PN|UTR|SIN|DEF|OBJ//obj//28 ,//MID//punct//39 utan//KN//cc//36 snarare//AB|KOM//advmod//36 de//DT|UTR/NEU|PLU|DEF//det//34 förtroendevaldas//PC|PRF|UTR/NEU|PLU|IND/DEF|GEN//nmod:poss//36 kulturella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//36 bakgrund//NN|UTR|SIN|IND|NOM//obl//39 vad//HP|NEU|SIN|IND//dislocated//39 som//HP|-|-|-//nsubj//39 gör//VB|PRS|AKT//conj//16 att//SN//mark//45 man//PN|UTR|SIN|IND|SUB//nsubj//45 över//PP//advmod//45 huvud//NN|NEU|SIN|IND|NOM//fixed//42 taget//PC|PRF|NEU|SIN|IND|NOM//fixed//42 tar//VB|PRS|AKT//ccomp//39 på//PL//case//47 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obl//45 ett//DT|NEU|SIN|IND//det//49 förtroendeuppdrag//NN|NEU|SIN|IND|NOM//obj//45 i//PP//case//52 kommunala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//52 nämnder//NN|UTR|PLU|IND|NOM//nmod//49 och//KN//cc//54 styrelser//NN|UTR|PLU|IND|NOM//conj//52 och//KN//cc//56 finner//VB|PRS|AKT//conj//45 mening//NN|UTR|SIN|IND|NOM//obj//56 i//PP//case//61 ett//DT|NEU|SIN|IND//det//61 politiskt//JJ|POS|NEU|SIN|IND|NOM//amod//61 engagemang//NN|NEU|SIN|IND|NOM//obl//56 ,//MID//punct//66 och//KN//cc//66 vad//HP|NEU|SIN|IND//dislocated//66 som//HP|-|-|-//nsubj//66 gör//VB|PRS|AKT//conj//39 att//SN//mark//72 man//PN|UTR|SIN|IND|SUB//nsubj//72 trots//PP//case//71 praktiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//71 svårigheter//NN|UTR|PLU|IND|NOM//obl//72 fullföljer//VB|PRS|AKT//ccomp//66 sitt//PS|NEU|SIN|DEF//nmod:poss//74 uppdrag//NN|NEU|SIN|IND|NOM//obj//72 .//MAD//punct//16
1.3 Syfte och frågeställningar;I//PP//case//1 undersökningen//NN|UTR|SIN|DEF|NOM//obl//2 riktar//VB|PRS|AKT//ROOT//2 jag//PN|UTR|SIN|DEF|SUB//nsubj//2 uppmärksamheten//NN|UTR|SIN|DEF|NOM//obj//2 mot//PP//case//6 förtroendevalda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//obl//2 som//HP|-|-|-//nsubj//10 för//PP//case//9 närvarande//NN|NEU|SIN|IND|NOM//obl//10 sitter//VB|PRS|AKT//acl:relcl//6 sin//PS|UTR|SIN|DEF//nmod:poss//13 första//RO|NOM//amod//13 mandatperiod//NN|UTR|SIN|IND|NOM//obj//10 i//PP//case//17 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//17 kommunala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//17 nämnder//NN|UTR|PLU|IND|NOM//obl//10 och//KN//cc//19 styrelser//NN|UTR|PLU|IND|NOM//conj//17 ,//MID//punct//2 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//23 vill//VB|PRS|AKT//aux//23 säga//VB|INF|AKT//conj//2 perioden//NN|UTR|SIN|DEF|NOM//obj//23 1999//RG|NOM//nummod//24 –//NN|AN//punct//24 2002//RG|NOM//nummod//24 .//MAD//punct//2
1.3 Syfte och frågeställningar;Jag//PN|UTR|SIN|DEF|SUB//nsubj//31 har//VB|PRS|AKT//aux//31 intervjuat//VB|SUP|AKT//conj//2 dessa//DT|UTR/NEU|PLU|DEF//det//34 nyblivna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//34 politiker//NN|UTR|PLU|IND|NOM//obj//31 efter//PP//case//37 halva//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//37 mandatperioden//NN|UTR|SIN|DEF|NOM//obl//31 ,//MID//punct//40 och//KN//cc//40 valt//VB|SUP|AKT//conj//31 ut//PL//compound:prt//40 sex//RG|NOM//nummod//44 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//44 teman//NN|NEU|PLU|IND|NOM//obj//40 som//KN//case//46 grund//NN|UTR|SIN|IND|NOM//xcomp//40 för//PP//case//49 våra//PS|UTR/NEU|PLU|DEF//nmod:poss//49 samtal//NN|NEU|PLU|IND|NOM//obl//40 .//MAD//punct//31
1.3 Syfte och frågeställningar;Det//DT|NEU|SIN|DEF//det//53 första//RO|NOM//amod//53 temat//NN|NEU|SIN|DEF|NOM//nsubj//54 tar//VB|PRS|AKT//conj//31 upp//PL//compound:prt//54 tar//VB|PRS|AKT//xcomp//54 upp//PL//compound:prt//56 frågor//NN|UTR|PLU|IND|NOM//obj//56 om//PP//case//60 bakgrund//NN|UTR|SIN|IND|NOM//nmod//58 och//KN//cc//62 intresse//NN|NEU|SIN|IND|NOM//conj//60 för//PP//case//64 politik//NN|UTR|SIN|IND|NOM//nmod//62 .//MAD//punct//66
1.3 Syfte och frågeställningar;Finns//VB|PRS|SFO//parataxis//2 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//66 någon//PN|UTR|SIN|IND|SUB/OBJ//nsubj//66 i//PP//case//70 familjen//NN|UTR|SIN|DEF|NOM//obl//66 eller//KN//cc//72 släkten//NN|UTR|SIN|DEF|NOM//conj//70 som//HP|-|-|-//nsubj//74 är//VB|PRS|AKT//acl:relcl//72 eller//KN//cc//78 har//VB|PRS|AKT//aux//78 varit//VB|SUP|AKT//aux:pass//78 samhällsengagerade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//conj//74 i//PP//case//81 någon//DT|UTR|SIN|IND//det//81 form//NN|UTR|SIN|IND|NOM//obl//78 ?//MID//punct//66
1.3 Syfte och frågeställningar;Diskuterade//VB|PRT|AKT//parataxis//66 man//PN|UTR|SIN|IND|SUB//nsubj//83 politik//NN|UTR|SIN|IND|NOM//obj//83 hemma//AB//advmod//83 så//AB//mark//95 att//SN//fixed//87 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//95 på//PP//case//92 detta//DT|NEU|SIN|DEF//det//92 sätt//NN|NEU|SIN|IND|NOM//obl//95 omedvetet//AB|POS//advmod//95 blivit//VB|SUP|AKT//aux:pass//95 påverkade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//advcl//83 ?//MID//punct//97
1.3 Syfte och frågeställningar;Finns//VB|PRS|SFO//parataxis//66 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//97 någon//DT|UTR|SIN|IND//det//101 annan//JJ|POS|UTR|SIN|IND|NOM//amod//101 erfarenhet//NN|UTR|SIN|IND|NOM//nsubj//97 av//PP//case//103 samhällsengagemang//NN|NEU|SIN|IND|NOM//nmod//101 där//HA//advmod//106 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//106 fått//VB|SUP|AKT//acl:relcl//101 erfarenhet//NN|UTR|SIN|IND|NOM//obj//106 av//PP//case//109 beslutsfattande//NN|NEU|SIN|IND|NOM//nmod//107 som//KN//mark//111 styrelseuppdrag//NN|NEU|SIN|IND|NOM//xcomp//106 eller//KN//cc//114 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//114 typer//NN|UTR|PLU|IND|NOM//conj//111 av//PP//case//116 uppdrag//NN|NEU|PLU|IND|NOM//nmod//114 i//PP//case//119 en//DT|UTR|SIN|IND//det//119 förening//NN|UTR|SIN|IND|NOM//nmod//116 ,//MID//punct//97 innan//SN//mark//123 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//123 engagerade//VB|PRT|AKT//advcl//97 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//123 i//PP//case//126 kommunalpolitiken//NN|UTR|SIN|DEF|NOM//obl//123 ?//MAD//punct//66
1.3 Syfte och frågeställningar;Ett//DT|NEU|SIN|IND//det//2 annat//JJ|POS|NEU|SIN|IND|NOM//amod//2 tema//NN|NEU|SIN|IND|NOM//nsubj//3 behandlar//VB|PRS|AKT//ROOT//3 de//DT|UTR/NEU|PLU|DEF//det//5 krav//NN|NEU|PLU|IND|NOM//obj//3 som//HP|-|-|-//nsubj:pass//7 ställs//VB|PRS|SFO//acl:relcl//5 på//PP//case//9 de//PN|UTR/NEU|PLU|DEF|SUB//obl//7 som//HP|-|-|-//nsubj//12 skall//VB|PRS|AKT//aux//12 bli//VB|INF|AKT//acl:relcl//9 förtroendevalda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//xcomp//12 .//MAD//punct//3
1.3 Syfte och frågeställningar;Ställde//VB|PRT|AKT//parataxis//3 partierna//NN|NEU|PLU|DEF|NOM//iobj//15 speciella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//18 krav//NN|NEU|PLU|IND|NOM//obj//15 på//PP//case//20 dem//PN|UTR/NEU|PLU|DEF|OBJ//obl//15 för//PP//mark//26 att//SN//mark//26 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//26 skulle//VB|PRT|AKT//aux//26 få//VB|INF|AKT//aux//26 ta//VB|INF|AKT//advcl//15 på//PL//case//28 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//iobj//26 ett//DT|NEU|SIN|IND//det//30 förtroendeuppdrag//NN|NEU|SIN|IND|NOM//obj//26 ,//MID//punct//37 till//PP//advmod//37 exempel//NN|NEU|SIN|IND|NOM//fixed//32 att//SN//mark//37 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//37 ska//VB|PRS|AKT//aux//37 besitta//VB|INF|AKT//acl:relcl//30 en//DT|UTR|SIN|IND//det//40 viss//JJ|POS|UTR|SIN|IND|NOM//amod//40 kunskap//NN|UTR|SIN|IND|NOM//obj//37 om//PP//case//42 kommunen//NN|UTR|SIN|DEF|NOM//nmod//40 och//KN//cc//44 samhället//NN|NEU|SIN|DEF|NOM//conj//42 i//PP//advmod//49 stort//JJ|POS|NEU|SIN|IND|NOM//fixed//45 för//PP//mark//49 att//IE//mark//49 få//VB|INF|AKT//advcl//3 sitt//PS|NEU|SIN|DEF//nmod:poss//51 uppdrag//NN|NEU|SIN|IND|NOM//obj//49 ?//MID//punct//3
1.3 Syfte och frågeställningar;Finns//VB|PRS|SFO//parataxis//3 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//53 krav//NN|NEU|PLU|IND|NOM//nsubj//53 som//HP|-|-|-//nsubj//57 försvårar//VB|PRS|AKT//acl:relcl//55 för//PP//case//59 invandrare//NN|UTR|PLU|IND|NOM//obl//57 ,//MID//punct//61 ungdomar//NN|UTR|PLU|IND|NOM//conj//59 ,//MID//punct//63 kvinnor//NN|UTR|PLU|IND|NOM//conj//59 eller//KN//cc//66 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//66 grupper//NN|UTR|PLU|IND|NOM//conj//59 att//IE//mark//68 engagera//VB|INF|AKT//acl//66 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//68 ,//MID//punct//68 som//KN//nsubj//75 till//PP//advmod//75 exempel//NN|NEU|SIN|IND|NOM//fixed//72 goda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//75 kunskaper//NN|UTR|PLU|IND|NOM//advcl//53 i//PP//case//77 svenska//NN|UTR|SIN|IND|NOM//nmod//75 ,//MID//punct//79 erfarenhet//NN|UTR|SIN|IND|NOM//conj//77 eller//KN//cc//82 många//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//82 kvällsmöten//NN|NEU|PLU|IND|NOM//conj//77 där//HA//advmod//87 man//PN|UTR|SIN|IND|SUB//nsubj//87 inte//AB//advmod//87 får//VB|PRS|AKT//aux//87 ta//VB|INF|AKT//acl:relcl//82 med//PL//compound:prt//87 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//iobj//87 barn//NN|NEU|PLU|IND|NOM//obj//87 ?//MID//punct//3
1.3 Syfte och frågeställningar;Är//VB|PRS|AKT//cop//95 den//DT|UTR|SIN|DEF//det//95 ekonomiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//95 ersättningen//NN|UTR|SIN|DEF|NOM//conj//3 för//PP//case//97 uppdraget//NN|NEU|SIN|DEF|NOM//nmod//95 ett//DT|NEU|SIN|IND//det//99 hinder//NN|NEU|SIN|IND|NOM//obj//3 för//PP//mark//102 att//IE//mark//102 ta//VB|INF|AKT//acl//99 uppdraget//NN|NEU|SIN|DEF|NOM//obj//102 ,//MID//punct//3 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//107 vill//VB|PRS|AKT//aux//107 säga//VB|INF|AKT//conj//3 att//SN//mark//111 ersättningen//NN|UTR|SIN|DEF|NOM//nsubj//111 inte//AB//advmod//111 täcker//VB|PRS|AKT//ccomp//107 lönebortfallet//NN|NEU|SIN|DEF|NOM//obj//111 ?//MID//punct//3
1.3 Syfte och frågeställningar;Är//VB|PRS|AKT//cop//116 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//116 möjligt//JJ|POS|NEU|SIN|IND|NOM//parataxis//3 att//IE//mark//118 förena//VB|INF|AKT//csubj//116 arbete//NN|NEU|SIN|IND|NOM//obj//118 och//KN//cc//121 familj//NN|UTR|SIN|IND|NOM//conj//119 med//PP//case//124 politiskt//JJ|POS|NEU|SIN|IND|NOM//amod//124 arbete//NN|NEU|SIN|IND|NOM//obl//118 ?//MAD//punct//3
1.3 Syfte och frågeställningar;Ett//DT|NEU|SIN|IND//det//2 tredje//RO|NOM//amod//2 tema//NN|NEU|SIN|IND|NOM//nsubj//3 tar//VB|PRS|AKT//ROOT//3 upp//PL//compound:prt//3 motiv//NN|NEU|PLU|IND|NOM//obj//3 och//KN//cc//7 drivkrafter//NN|UTR|PLU|IND|NOM//conj//5 för//PP//case//9 engagemanget//NN|NEU|SIN|DEF|NOM//nmod//7 .//MID//punct//3
1.3 Syfte och frågeställningar;Vad//HP|NEU|SIN|IND//obl//12 förväntar//VB|PRS|AKT//parataxis//3 man//PN|UTR|SIN|IND|SUB//nsubj//12 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//12 att//IE//mark//16 få//VB|INF|AKT//xcomp//12 ut//PL//compound:prt//16 av//PP//case//19 uppdraget//NN|NEU|SIN|DEF|NOM//obl//16 ?//MID//punct//12
1.3 Syfte och frågeställningar;Hur//HA//advmod//22 viktigt//JJ|POS|NEU|SIN|IND|NOM//discourse//36 är//VB|PRS|AKT//cop//22 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//22 att//SN//mark//29 över//PP//advmod//29 huvud//NN|NEU|SIN|IND|NOM//fixed//26 taget//PC|PRF|NEU|SIN|IND|NOM//fixed//26 engagera//VB|INF|AKT//csubj//22 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//29 ?//MID//punct//22
1.3 Syfte och frågeställningar;Vilka//HP|UTR/NEU|PLU|IND//nsubj//36 var//VB|PRT|AKT//cop//36 de//DT|UTR/NEU|PLU|DEF//det//36 avgörande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//36 faktorerna//NN|UTR|PLU|DEF|NOM//parataxis//12 som//HP|-|-|-//nsubj//38 gjorde//VB|PRT|AKT//acl:relcl//36 att//SN//mark//41 man//PN|UTR|SIN|IND|SUB//nsubj//41 tog//VB|PRT|AKT//ccomp//38 steget//NN|NEU|SIN|DEF|NOM//obj//41 och//KN//cc//44 blev//VB|PRT|AKT//conj//41 förtroendevald//PC|PRF|UTR|SIN|IND|NOM//xcomp//44 ?//MID//punct//36
1.3 Syfte och frågeställningar;Vilken//HD|UTR|SIN|IND//det//48 roll//NN|UTR|SIN|IND|NOM//nsubj//49 spelar//VB|PRS|AKT//conj//3 ideologi//NN|UTR|SIN|IND|NOM//obj//49 respektive//AB//amod//53 sakpolitiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//53 frågor//NN|UTR|PLU|IND|NOM//conj//50 för//PP//case//57 den//DT|UTR|SIN|DEF//det//56 förtroendevaldas//JJ|POS|MAS|SIN|DEF|GEN//nmod:poss//57 engagemang//NN|NEU|SIN|IND|NOM//obl//49 ?//MID//punct//3
1.3 Syfte och frågeställningar;Fanns//VB|PRT|SFO//parataxis//3 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//59 några//DT|UTR/NEU|PLU|IND//det//62 tveksamheter//NN|UTR|PLU|IND|NOM//nsubj//59 inför//PP//mark//65 att//IE//mark//65 ta//VB|INF|AKT//acl//62 på//PL//case//67 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obl//65 uppdraget//NN|NEU|SIN|DEF|NOM//obj//65 ,//MID//punct//3 och//KN//cc//71 kvarstår//VB|PRS|AKT//conj//3 i//PP//advmod//71 så//AB//fixed//72 fall//NN|NEU|SIN|IND|NOM//fixed//72 dessa//PN|UTR/NEU|PLU|DEF|SUB/OBJ//nsubj//71 ?//MID//punct//71
1.3 Syfte och frågeställningar;När//HA//mark//79 vi//PN|UTR|PLU|DEF|SUB//nsubj//79 talar//VB|PRS|AKT//advcl//89 om//PP//case//83 den//DT|UTR|SIN|DEF//det//83 enskildes//JJ|POS|MAS|SIN|DEF|GEN//amod//83 motiv//NN|NEU|PLU|IND|NOM//obl//79 och//KN//cc//85 drivkrafter//NN|UTR|PLU|IND|NOM//conj//83 kan//VB|PRS|AKT//aux//89 vi//PN|UTR|PLU|DEF|SUB//nsubj//89 också//AB//advmod//89 fråga//VB|INF|AKT//conj//3 oss//PN|UTR|PLU|DEF|OBJ//obj//89 om//SN//mark//93 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//93 finns//VB|PRS|SFO//advcl//89 någon//DT|UTR|SIN|IND//det//95 känsla//NN|UTR|SIN|IND|NOM//nsubj//93 av//PP//case//97 samhörighet//NN|UTR|SIN|IND|NOM//nmod//95 med//PP//case//101 det//DT|NEU|SIN|DEF//det//101 politiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//101 uppdraget//NN|NEU|SIN|DEF|NOM//nmod//97 ,//MID//punct//105 en//DT|UTR|SIN|IND//det//105 politisk//JJ|POS|UTR|SIN|IND|NOM//amod//105 identitet//NN|UTR|SIN|IND|NOM//conj//95 .//MAD//punct//3
1.3 Syfte och frågeställningar;Ett//DT|NEU|SIN|IND//det//2 fjärde//RO|NOM//amod//2 tema//NN|NEU|SIN|IND|NOM//nsubj//3 rör//VB|PRS|AKT//ROOT//3 inträdet//NN|NEU|SIN|DEF|NOM//obj//3 i//PP//case//8 det//DT|NEU|SIN|DEF//det//8 politiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//8 fältet//NN|NEU|SIN|DEF|NOM//obl//3 .//MID//punct//3
1.3 Syfte och frågeställningar;Hur//HA//advmod//11 gick//VB|PRT|AKT//parataxis//3 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//11 till//PL//compound:prt//11 när//HA//mark//16 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj:pass//16 rekryterades//VB|PRT|SFO//advcl//11 till//PP//case//19 sitt//PS|NEU|SIN|DEF//nmod:poss//19 förtroendeuppdrag//NN|NEU|SIN|IND|NOM//obl//16 ?//MID//punct//11
1.3 Syfte och frågeställningar;Vilken//HD|UTR|SIN|IND//det//22 roll//NN|UTR|SIN|IND|NOM//nsubj//23 spelade//VB|PRT|AKT//conj//11 den//DT|UTR|SIN|DEF//obj//23 förtroendevalda//PC|PRF|UTR/NEU|SIN|DEF|NOM//xcomp//23 själv//JJ|POS|UTR|SIN|IND|NOM//amod//25 ?//MID//punct//23
1.3 Syfte och frågeställningar;Var//VB|PRT|AKT//cop//31 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//31 den//DT|UTR|SIN|DEF//det//31 förtroendevalda//PC|PRF|UTR/NEU|SIN|DEF|NOM//parataxis//23 som//HP|-|-|-//nsubj//33 tog//VB|PRT|AKT//acl:relcl//31 initiativ//NN|NEU|SIN|IND|NOM//obj//33 genom//PP//mark//37 att//IE//mark//37 uttala//VB|INF|AKT//advcl//33 ett//DT|NEU|SIN|IND//det//39 intresse//NN|NEU|SIN|IND|NOM//obj//37 för//PP//case//42 ett//DT|NEU|SIN|IND//det//42 uppdrag//NN|NEU|SIN|IND|NOM//nmod//39 eller//KN//cc//44 blev//VB|PRT|AKT//conj//31 han//PN|UTR|SIN|DEF|SUB//nsubj//44 ///MID//cc//47 hon//PN|UTR|SIN|DEF|SUB//conj//45 kontaktad//PC|PRF|UTR|SIN|IND|NOM//xcomp//44 av//PP//case//51 någon//DT|UTR|SIN|IND//det//51 representant//NN|UTR|SIN|IND|NOM//obl:agent//48 för//PP//case//53 partiet//NN|NEU|SIN|DEF|NOM//nmod//51 ?//MID//punct//23
1.3 Syfte och frågeställningar;Eller//KN//cc//56 var//VB|PRT|AKT//cop//58 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//58 så//AB//mark//62 att//SN//fixed//58 man//PN|UTR|SIN|IND|SUB//nsubj:pass//62 blev//VB|PRT|AKT//aux:pass//62 vald//PC|PRF|UTR|SIN|IND|NOM//advcl//11 på//PP//case//65 ett//DT|NEU|SIN|IND//det//65 medlemsmöte//NN|NEU|SIN|IND|NOM//obl//62 till//PP//case//67 uppdraget//NN|NEU|SIN|DEF|NOM//nmod//65 ?//MID//punct//11
