En etnologisk studie av hur det går till när man blir kommunalpolitiskt engagerad;Av//PP//case//1 Jan//PM|NOM//ROOT//1 Fredriksson//PM|NOM//flat//1
4.4 Några tendenser i undersökningen;Därför//AB//advmod//92 tror//VB|PRS|AKT//conj//27 vi//PN|UTR|PLU|DEF|SUB//nsubj//92 att//SN//mark//97 vi//PN|UTR|PLU|DEF|SUB//nsubj//97 bättre//AB|KOM//advmod//97 åskådliggjort//VB|SUP|AKT//ccomp//92 sambandet//NN|NEU|SIN|DEF|NOM//obj//97 mellan//PP//case//101 antal//NN|NEU|SIN|IND|NOM//nmod//101 ledamöter//NN|UTR|PLU|IND|NOM//nmod//98 och//KN//cc//105 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//104 tillgänglighetsstimulerande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//105 parametrar//NN|UTR|PLU|IND|NOM//conj//101 genom//PP//case//110 de//DT|UTR/NEU|PLU|DEF//det//110 relativt//AB|POS//advmod//109 enkla//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//110 tabellredovisningarna//NN|UTR|PLU|DEF|NOM//obl//97 .//MAD//punct//92
4.4 Några tendenser i undersökningen;De//DT|UTR/NEU|PLU|DEF//det//1 data//NN|NEU|PLU|IND|NOM//nsubj//7 som//HP|-|-|-//obj//4 vi//PN|UTR|PLU|DEF|SUB//nsubj//4 fått//VB|SUP|AKT//acl:relcl//1 genom//PP//case//6 enkätundersökningen//NN|UTR|SIN|DEF|NOM//obl//4 ger//VB|PRS|AKT//ROOT//7 begränsad//PC|PRF|UTR|SIN|IND|NOM//amod//9 information//NN|UTR|SIN|IND|NOM//obj//7 .//MAD//punct//7
4.4 Några tendenser i undersökningen;Vi//PN|UTR|PLU|DEF|SUB//nsubj//14 har//VB|PRS|AKT//aux//14 därför//AB//advmod//14 ansett//VB|SUP|AKT//parataxis//7 det//PN|NEU|SIN|DEF|SUB/OBJ//det//16 viktigt//JJ|POS|NEU|SIN|IND|NOM//obj//14 att//IE//mark//18 försöka//VB|INF|AKT//acl//16 komplettera//VB|INF|AKT//xcomp//18 denna//PN|UTR|SIN|DEF|SUB/OBJ//obj//19 genom//PP//case//23 några//DT|UTR/NEU|PLU|IND//det//23 intervjuer//NN|UTR|PLU|IND|NOM//obl//19 från//PP//case//27 de//DT|UTR/NEU|PLU|DEF//det//27 båda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//27 kommuner//NN|UTR|PLU|IND|NOM//nmod//23 som//HP|-|-|-//nsubj//29 har//VB|PRS|AKT//acl:relcl//27 flest//JJ|SUV|UTR/NEU|PLU|IND|NOM//amod//31 förtroendemän//NN|UTR|PLU|IND|NOM//obj//29 med//PP//case//33 funktionshinder//NN|NEU|PLU|IND|NOM//obl//29 .//MAD//punct//7
4.4 Några tendenser i undersökningen;Vi//PN|UTR|PLU|DEF|SUB//nsubj//39 skulle//VB|PRT|AKT//aux//39 självklart//AB|POS//advmod//39 också//AB//advmod//39 ansett//VB|SUP|AKT//parataxis//7 det//PN|NEU|SIN|DEF|SUB/OBJ//obj//39 som//KN//mark//42 angeläget//JJ|POS|NEU|SIN|IND|NOM//xcomp//39 att//IE//mark//44 komplettera//VB|INF|AKT//acl//42 enkätmaterialet//NN|NEU|SIN|DEF|NOM//obj//44 med//PP//case//48 några//DT|UTR/NEU|PLU|IND//det//48 intervjuer//NN|UTR|PLU|IND|NOM//obl//44 från//PP//case//51 de//DT|UTR/NEU|PLU|DEF//det//51 kommuner//NN|UTR|PLU|IND|NOM//nmod//48 som//HP|-|-|-//nsubj//55 vare//KN//cc//55 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//fixed//53 har//VB|PRS|AKT//acl:relcl//51 förtroendemän//NN|UTR|PLU|IND|NOM//obj//55 med//PP//case//58 funktionshinder//NN|NEU|PLU|IND|NOM//nmod//56 eller//KN//cc//61 tillfredsställande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//61 tillgänglighet//NN|UTR|SIN|IND|NOM//conj//58 i//PP//case//65 fråga//NN|UTR|SIN|IND|NOM//fixed//62 om//PP//fixed//62 lokaler//NN|UTR|PLU|IND|NOM//nmod//61 eller//KN//cc//67 transporter//NN|UTR|PLU|IND|NOM//conj//65 .//MAD//punct//39
4.4 Några tendenser i undersökningen;Emellertid//AB//advmod//74 har//VB|PRS|AKT//aux//74 icke//AB//advmod//74 detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//74 kunnat//VB|SUP|AKT//aux//74 rymmas//VB|INF|SFO//advcl//39 inom//PP//case//77 undersökningens//NN|UTR|SIN|DEF|GEN//nmod:poss//77 resursram//NN|UTR|SIN|IND|NOM//obl//74 .//MAD//punct//7
4.4 Några tendenser i undersökningen;De//DT|UTR/NEU|PLU|DEF//det//2 två//RG|NOM//nummod//2 kommuner//NN|UTR|PLU|IND|NOM//nsubj//21 som//HP|-|-|-//nsubj//4 sticker//VB|PRS|AKT//acl:relcl//2 ut//PL//compound:prt//4 i//PP//case//7 undersökningen//NN|UTR|SIN|DEF|NOM//obl//4 vad//HA//nsubj//9 gäller//VB|PRS|AKT//acl:relcl//2 antalet//NN|NEU|SIN|DEF|NOM//nmod//11 ledamöter//NN|UTR|PLU|IND|NOM//nsubj//15 med//PP//case//13 funktionshinder//NN|NEU|PLU|IND|NOM//nmod//11 är//VB|PRS|AKT//cop//15 Bjuv//PM|NOM//acl:relcl//2 respektive//AB//cc//17 Kävlinge//PM|NOM//conj//15 .//MAD//punct//15
4.4 Några tendenser i undersökningen;I//PP//case//20 Bjuv//PM|NOM//obl//21 finns//VB|PRS|SFO//ROOT//21 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//21 sex//RG|NOM//nummod//24 ledamöter//NN|UTR|PLU|IND|NOM//nsubj//21 med//PP//case//26 funktionshinder//NN|NEU|PLU|IND|NOM//nmod//24 i//PP//case//28 fullmäktige//NN|UTR|PLU|DEF|NOM//nmod//26 och//KN//cc//31 i//PP//case//31 Kävlinge//PM|NOM//conj//28 finns//VB|PRS|SFO//conj//21 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//32 fyra//RG|NOM//nsubj//32 .//MID//punct//21
4.4 Några tendenser i undersökningen;Dessa//DT|UTR/NEU|PLU|DEF//det//38 två//RG|NOM//nummod//38 kommuner//NN|UTR|PLU|IND|NOM//nsubj:pass//41 kan//VB|PRS|AKT//aux//41 således//AB//advmod//41 uppfattas//VB|INF|SFO//parataxis//21 som//KN//mark//43 undantag//NN|NEU|PLU|IND|NOM//xcomp//41 från//PP//case//47 övriga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//47 skånska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//47 kommuner//NN|UTR|PLU|IND|NOM//obl//41 där//HA//advmod//49 17//RG|NOM//nmod//47 av//PP//case//51 kommunerna//NN|UTR|PLU|DEF|NOM//nmod//49 inte//AB//advmod//53 har//VB|PRS|AKT//conj//21 någon//DT|UTR|SIN|IND//det//55 ledamot//NN|UTR|SIN|IND|NOM//obj//53 med//PP//case//57 funktionshinder//NN|NEU|PLU|IND|NOM//nmod//55 .//MAD//punct//21
4.4 Några tendenser i undersökningen;Vi//PN|UTR|PLU|DEF|SUB//nsubj//62 har//VB|PRS|AKT//aux//62 därför//AB//advmod//62 försökt//VB|SUP|AKT//parataxis//21 att//IE//mark//65 närmare//AB|KOM//advmod//65 granska//VB|INF|AKT//xcomp//62 dessa//DT|UTR/NEU|PLU|DEF//det//68 två//RG|NOM//nummod//68 kommuner//NN|UTR|PLU|IND|NOM//obj//65 för//PP//mark//73 att//IE//mark//73 bland//PP//advmod//73 annat//PN|NEU|SIN|IND|SUB/OBJ//fixed//71 undersöka//VB|INF|AKT//advcl//65 om//SN//mark//76 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//76 ligger//VB|PRS|AKT//advcl//73 några//DT|UTR/NEU|PLU|IND//det//79 särskilda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//79 insatser//NN|UTR|PLU|IND|NOM//nsubj//76 bakom//PP//case//84 den//DT|UTR|SIN|DEF//det//84 relativt//AB|POS//advmod//83 höga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//84 representationen//NN|UTR|SIN|DEF|NOM//nmod//79 av//PP//case//86 personer//NN|UTR|PLU|IND|NOM//nmod//84 med//PP//case//88 funktionshinder//NN|NEU|PLU|IND|NOM//nmod//86 bland//PP//case//90 förtroendemännen//NN|UTR|PLU|DEF|NOM//nmod//88 i//PP//case//94 de//DT|UTR/NEU|PLU|DEF//det//94 bägge//DT|UTR/NEU|PLU|DEF//det//94 kommunerna//NN|UTR|PLU|DEF|NOM//nmod//86 .//MAD//punct//21
4.4 Några tendenser i undersökningen;Bjuv//PM|NOM//ROOT//0
4.4 Några tendenser i undersökningen;Vid//PP//case//3 en//DT|UTR|SIN|IND//det//3 närmare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//3 undersökning//NN|UTR|SIN|IND|NOM//obl//12 av//PP//case//5 Bjuvs//PM|NOM//nmod//3 kommun//NN|UTR|SIN|IND|NOM//flat//5 har//VB|PRS|AKT//aux//12 man//PN|UTR|SIN|IND|SUB//nsubj//12 här//AB//advmod//12 enligt//PP//case//11 enkätsvaret//NN|NEU|SIN|DEF|NOM//obl//12 genomfört//VB|SUP|AKT//ROOT//12 handikappanpassningar//NN|UTR|PLU|IND|NOM//obj//12 i//PP//case//16 både//KN//cc//16 fullmäktiges//NN|UTR|PLU|DEF|GEN//obl//12 och//KN//cc//18 några//PN|UTR/NEU|PLU|IND|SUB/OBJ//conj//16 av//PP//case//21 nämndernas//NN|UTR|PLU|DEF|GEN//nmod:poss//21 sammanträdeslokaler//NN|UTR|PLU|IND|NOM//nmod//18 .//MAD//punct//12
4.4 Några tendenser i undersökningen;Den//DT|UTR|SIN|DEF//det//24 typ//NN|UTR|SIN|IND|NOM//appos//12 av//PP//case//26 anpassningar//NN|UTR|PLU|IND|NOM//nmod//24 som//HP|-|-|-//nsubj:pass//29 har//VB|PRS|AKT//aux//29 gjorts//VB|SUP|SFO//acl:relcl//26 är//VB|PRS|AKT//cop//31 installationer//NN|UTR|PLU|IND|NOM//nsubj//24 av//PP//case//33 ramp//NN|UTR|SIN|IND|NOM//nmod//31 ,//MID//punct//35 ledstång//NN|UTR|SIN|IND|NOM//conj//33 ,//MID//punct//37 mikrofoner//NN|UTR|PLU|IND|NOM//conj//33 samt//KN//cc//39 anpassning//NN|UTR|SIN|IND|NOM//conj//33 av//PP//case//41 hissen//NN|UTR|SIN|DEF|NOM//nmod//39 .//MAD//punct//12
4.4 Några tendenser i undersökningen;Man//PN|UTR|SIN|IND|SUB//nsubj//44 erbjuder//VB|PRS|AKT//parataxis//12 också//AB//advmod//44 ,//MID//punct//49 förutom//PP//case//49 ordinarie//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//49 färdtjänst//NN|UTR|SIN|IND|NOM//obl//44 ,//MID//punct//51 ersättning//NN|UTR|SIN|IND|NOM//conj//49 för//PP//case//54 vanliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//54 taxiresor//NN|UTR|PLU|IND|NOM//nmod//51 för//PP//case//56 ledamöter//NN|UTR|PLU|IND|NOM//nmod//54 som//HP|-|-|-//nsubj//59 är//VB|PRS|AKT//cop//59 funktionshindrade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//acl:relcl//56 för//PP//mark//65 att//SN//mark//65 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//65 ska//VB|PRS|AKT//aux//65 kunna//VB|INF|AKT//aux//65 ta//VB|INF|AKT//advcl//59 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//65 till//PP//case//70 och//KN//cc//69 från//PP//conj//67 sammanträden//NN|NEU|PLU|IND|NOM//obl//65 .//MAD//punct//44
4.4 Några tendenser i undersökningen;Man//PN|UTR|SIN|IND|SUB//nsubj//73 uppger//VB|PRS|AKT//parataxis//44 också//AB//advmod//73 att//SN//mark//78 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//78 inte//AB//advmod//78 finns//VB|PRS|SFO//ccomp//73 någon//DT|UTR|SIN|IND//det//80 begränsning//NN|UTR|SIN|IND|NOM//nsubj//78 av//PP//case//82 nyttjandet//NN|NEU|SIN|DEF|NOM//nmod//80 av//PP//case//84 färdtjänst//NN|UTR|SIN|IND|NOM//nmod//82 .//MAD//punct//73
4.4 Några tendenser i undersökningen;Vad//HP|NEU|SIN|IND//nsubj//87 gäller//VB|PRS|AKT//conj//44 distribution//NN|UTR|SIN|IND|NOM//obj//87 av//PP//case//91 allmänna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//91 handlingar//NN|UTR|PLU|IND|NOM//nmod//88 erbjuder//VB|PRS|AKT//conj//44 kommunen//NN|UTR|SIN|DEF|NOM//nsubj//92 informationen//NN|UTR|SIN|DEF|NOM//obj//92 på//PP//case//96 ljudkassetter//NN|UTR|PLU|IND|NOM//nmod//94 och//KN//cc//99 på//PP//case//99 diskett//NN|UTR|SIN|IND|NOM//conj//96 .//MAD//punct//44
4.4 Några tendenser i undersökningen;Vid//PP//case//2 en//DT|UTR|SIN|IND//det//2 jämförelse//NN|UTR|SIN|IND|NOM//obl//9 med//PP//case//5 övriga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//5 kommuner//NN|UTR|PLU|IND|NOM//nmod//2 kan//VB|PRS|AKT//aux//9 Bjuv//PM|NOM//nsubj:pass//9 således//AB//advmod//9 uppfattas//VB|INF|SFO//advcl//41 som//KN//case//13 en//DT|UTR|SIN|IND//det//13 bra//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//13 kommun//NN|UTR|SIN|IND|NOM//obl//9 vad//HP|NEU|SIN|IND//nsubj//15 gäller//VB|PRS|AKT//advcl//9 handikappanpassning//NN|UTR|SIN|IND|NOM//obj//15 och//KN//cc//18 service//NN|UTR|SIN|IND|NOM//conj//16 till//PP//case//21 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//21 grupper//NN|UTR|PLU|IND|NOM//obl//15 av//PP//case//23 funktionshindrade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//nmod//21 .//MAD//punct//9
4.4 Några tendenser i undersökningen;Varför//HA//advmod//27 just//AB//advmod//27 Bjuv//PM|GEN//appos//9 kommun//NN|UTR|SIN|IND|NOM//obj//27 har//VB|PRS|AKT//advcl//41 denna//DT|UTR|SIN|DEF//det//33 relativt//AB|POS//advmod//32 höga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//33 representation//NN|UTR|SIN|IND|NOM//obj//29 av//PP//case//35 ledamöter//NN|UTR|PLU|IND|NOM//nmod//33 med//PP//case//37 funktionshinder//NN|NEU|PLU|IND|NOM//nmod//35 vill//VB|PRS|AKT//aux//41 vi//PN|UTR|PLU|DEF|SUB//nsubj//41 därför//AB//advmod//41 diskutera//VB|INF|AKT//ROOT//41 med//PP//case//44 några//DT|UTR/NEU|PLU|IND//det//44 företrädare//NN|UTR|PLU|IND|NOM//obl//41 för//PP//case//46 kommunen//NN|UTR|SIN|DEF|NOM//nmod//44 .//MAD//punct//41
4.4 Några tendenser i undersökningen;Vi//PN|UTR|PLU|DEF|SUB//nsubj//49 vände//VB|PRT|AKT//parataxis//41 oss//PN|UTR|PLU|DEF|OBJ//obj//49 till//PP//case//53 kommunstyrelsens//NN|UTR|SIN|DEF|GEN//nmod:poss//53 ordförande//NN|UTR|SIN|IND|NOM//obl//49 i//PP//case//55 Bjuv//PM|NOM//obl//49 kommun//NN|UTR|SIN|IND|NOM//flat//55 ,//MID//punct//58 Stefan//PM|NOM//conj//49 Svalö//PM|NOM//flat:name//58 ,//MID//punct//58 och//KN//cc//82 till//PP//case//63 Lillemor//PM|NOM//dep//82 Björk//PM|NOM//flat:name//63 som//HP|-|-|-//nsubj//68 är//VB|PRS|AKT//cop//68 ordinarie//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//68 ledamot//NN|UTR|SIN|IND|NOM//acl:relcl//63 i//PP//case//70 fullmäktige//NN|UTR|PLU|DEF|NOM//nmod//68 och//KN//cc//72 vice//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//70 ordförande//NN|UTR|SIN|IND|NOM//nmod//68 i//PP//case//75 socialnämnden//NN|UTR|SIN|DEF|NOM//nmod//68 i//PP//case//77 Bjuv//PM|NOM//nmod//75 .//MAD//punct//63
4.4 Några tendenser i undersökningen;Lillemor//PM|NOM//nsubj//82 är//VB|PRS|AKT//cop//82 också//AB//advmod//82 rörelsehindrad//PC|PRF|UTR|SIN|IND|NOM//conj//58 .//MAD//punct//49
4.4 Några tendenser i undersökningen;Bjuv//PM|NOM//nsubj//5 är//VB|PRS|AKT//cop//5 en//DT|UTR|SIN|IND//det//5 relativt//AB|POS//advmod//4 liten//JJ|POS|UTR|SIN|IND|NOM//amod//5 kommun//NN|UTR|SIN|IND|NOM//ROOT//5 mitt//AB//advmod//9 i//PP//case//9 nordvästra//JJ|POS|UTR/NEU|SIN|DEF|NOM//nmod//9 Skåne//PM|NOM//nmod//5 med//PP//case//13 13//RG|NOM//nummod//12 700//RG|NOM//nummod//13 invånare//NN|UTR|PLU|IND|NOM//obl//5 .//MAD//punct//5
4.4 Några tendenser i undersökningen;Kommunfullmäktige//NN|UTR|PLU|DEF|NOM//nsubj//16 består//VB|PRS|AKT//parataxis//5 av//PP//case//20 31//RG|NOM//nummod//20 ordinarie//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//20 ledamöter//NN|UTR|PLU|IND|NOM//obl//16 samt//KN//cc//23 23//RG|NOM//nummod//23 ersättare//NN|UTR|PLU|IND|NOM//conj//20 .//MAD//punct//5
4.4 Några tendenser i undersökningen;Stefan//PM|NOM//nsubj//26 tror//VB|PRS|AKT//parataxis//5 att//SN//mark//44 en//PN|UTR|SIN|IND|SUB/OBJ//nsubj//44 av//PP//case//30 orsakerna//NN|UTR|PLU|DEF|NOM//nmod//28 till//PP//mark//34 att//SN//mark//34 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//34 finns//VB|PRS|SFO//acl//28 så//AB//advmod//36 många//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//37 ledamöter//NN|UTR|PLU|IND|NOM//nsubj//34 med//PP//case//39 funktionshinder//NN|NEU|PLU|IND|NOM//obl//34 i//PP//case//41 Bjuv//PM|GEN//nmod//39 kommun//NN|UTR|SIN|IND|NOM//flat//41 kan//VB|PRS|AKT//aux//44 vara//VB|INF|AKT//ccomp//26 att//SN//mark//50 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//50 sedan//PP//advmod//50 länge//AB|POS//advmod//50 har//VB|PRS|AKT//aux//50 funnits//VB|SUP|SFO//ccomp//44 åtminstone//AB//advmod//50 en//RG|UTR|SIN|IND|NOM//nummod//55 eller//KN//cc//54 två//RG|NOM//conj//52 ledamöter//NN|UTR|PLU|IND|NOM//obj//50 med//PP//case//57 funktionshinder//NN|NEU|PLU|IND|NOM//nmod//55 .//MAD//punct//26
4.4 Några tendenser i undersökningen;De//PN|UTR/NEU|PLU|DEF|SUB//nsubj//64 kan//VB|PRS|AKT//aux//64 i//PP//advmod//64 sin//PS|UTR|SIN|DEF//fixed//61 tur//NN|UTR|SIN|IND|NOM//fixed//61 ha//VB|INF|AKT//aux//65 influerat//VB|SUP|AKT//conj//26 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//67 personer//NN|UTR|PLU|IND|NOM//obj//65 med//PP//case//69 funktionshinder//NN|NEU|PLU|IND|NOM//nmod//67 att//IE//mark//71 bli//VB|INF|AKT//advcl//65 aktiva//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//xcomp//71 inom//PP//case//74 kommunalpolitiken//NN|UTR|SIN|DEF|NOM//obl//71 ,//MID//punct//71 framför//PP//case//77 allt//PN|NEU|SIN|IND|SUB/OBJ//obl//65 genom//PP//mark//81 att//SN//mark//81 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//81 ser//VB|PRS|AKT//advcl//65 att//SN//mark//87 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//84 personer//NN|UTR|PLU|IND|NOM//nsubj//87 med//PP//case//86 funktionshinder//NN|NEU|PLU|IND|NOM//nmod//84 klarar//VB|PRS|AKT//ccomp//81 av//PL//mark//90 att//IE//mark//90 arbeta//VB|INF|AKT//xcomp//87 politiskt//AB|POS//advmod//90 .//MID//punct//26
4.4 Några tendenser i undersökningen;Dessutom//AB//advmod//97 kan//VB|PRS|AKT//aux//97 de//PN|UTR/NEU|PLU|DEF|SUB//det//96 medvetet//AB|POS//nsubj//97 påverka//VB|INF|AKT//conj//26 och//KN//cc//99 uppmana//VB|INF|AKT//conj//97 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//101 personer//NN|UTR|PLU|IND|NOM//obj//99 med//PP//case//103 funktionshinder//NN|NEU|PLU|IND|NOM//obl//99 att//IE//mark//105 aktivera//VB|INF|AKT//acl//103 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//105 politiskt//AB|POS//advmod//105 ,//MID//punct//109 menar//VB|PRS|AKT//conj//97 Stefan//PM|NOM//nsubj//109 .//MAD//punct//26
4.4 Några tendenser i undersökningen;Några//DT|UTR/NEU|PLU|IND//det//114 medvetna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//114 åtgärder//NN|UTR|PLU|IND|NOM//nsubj//121 för//PP//mark//117 att//IE//mark//117 värva//VB|INF|AKT//acl//114 politiker//NN|UTR|PLU|IND|NOM//obj//117 med//PP//case//120 funktionshinder//NN|NEU|PLU|IND|NOM//obl//117 har//VB|PRS|AKT//aux//126 i//PP//case//124 varje//DT|UTR/NEU|SIN|IND//det//124 fall//NN|NEU|SIN|IND|NOM//obl//126 inte//AB//advmod//126 genomförts//VB|SUP|SFO//parataxis//26 .//MAD//punct//26
4.4 Några tendenser i undersökningen;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//1 håller//VB|PRS|AKT//ROOT//1 Lillemor//PM|NOM//obj//1 med//PL//compound:prt//1 om//PP//obl//1 och//KN//cc//6 berättar//VB|PRS|AKT//conj//1 samtidigt//AB//mark//12 att//SN//mark//12 hon//PN|UTR|SIN|DEF|SUB//nsubj//12 har//VB|PRS|AKT//aux//12 varit//VB|SUP|AKT//cop//12 aktiv//JJ|POS|UTR|SIN|IND|NOM//advcl//6 i//PP//case//16 ca//AB|AN//advmod//15 15//RG|NOM//nummod//16 år//NN|NEU|PLU|IND|NOM//obl//12 i//PP//case//20 den//DT|UTR|SIN|DEF//det//20 kommunala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//20 politiken//NN|UTR|SIN|DEF|NOM//obl//12 i//PP//case//22 Bjuv//PM|NOM//nmod//20 och//KN//cc//26 att//SN//mark//26 hon//PN|UTR|SIN|DEF|SUB//nsubj//26 känner//VB|PRS|AKT//conj//12 till//PL//compound:prt//26 en//DT|UTR|SIN|IND//det//30 annan//JJ|POS|UTR|SIN|IND|NOM//amod//30 person//NN|UTR|SIN|IND|NOM//obj//26 med//PP//case//32 funktionshinder//NN|NEU|PLU|IND|NOM//obl//26 som//HP|-|-|-//nsubj//36 har//VB|PRS|AKT//aux//36 varit//VB|SUP|AKT//cop//36 aktiv//JJ|POS|UTR|SIN|IND|NOM//acl:relcl//32 lika//AB//advmod//38 länge//AB|POS//advmod//36 .//MAD//punct//1
4.4 Några tendenser i undersökningen;Hon//PN|UTR|SIN|DEF|SUB//nsubj//41 tror//VB|PRS|AKT//parataxis//1 att//SN//mark//45 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//45 är//VB|PRS|AKT//cop//45 viktigt//JJ|POS|NEU|SIN|IND|NOM//ccomp//41 att//SN//mark//48 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//48 finns//VB|PRS|SFO//csubj//45 förebilder//NN|UTR|PLU|IND|NOM//nsubj//48 som//HP|-|-|-//nsubj//52 kan//VB|PRS|AKT//aux//52 fungera//VB|INF|AKT//acl:relcl//49 som//KN//mark//56 ett//DT|NEU|SIN|IND//det//55 slags//NN|NEU|SIN|IND|GEN//nmod:poss//56 inspirationskälla//NN|UTR|SIN|IND|NOM//xcomp//52 för//PP//case//58 andra//PN|UTR/NEU|PLU|IND|SUB/OBJ//nmod//56 i//PP//case//61 liknande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//61 situation//NN|UTR|SIN|IND|NOM//obl//52 .//MID//punct//41
4.4 Några tendenser i undersökningen;Lillemor//PM|NOM//nsubj//64 tror//VB|PRS|AKT//parataxis//41 också//AB//advmod//64 att//SN//mark//73 en//DT|UTR|SIN|IND//det//69 aktiv//JJ|POS|UTR|SIN|IND|NOM//amod//69 handikapprörelse//NN|UTR|SIN|IND|NOM//nsubj//73 i//PP//case//71 kommunen//NN|UTR|SIN|DEF|NOM//nmod//69 kan//VB|PRS|AKT//aux//73 bidra//VB|INF|AKT//ccomp//64 till//PP//mark//80 att//SN//mark//80 fler//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//77 personer//NN|UTR|PLU|IND|NOM//nsubj//80 med//PP//case//79 funktionshinder//NN|NEU|PLU|IND|NOM//nmod//77 börjar//VB|PRS|AKT//advcl//73 aktivera//VB|INF|AKT//xcomp//80 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//81 inom//PP//case//84 politiken//NN|UTR|SIN|DEF|NOM//obl//81 .//MAD//punct//64
4.4 Några tendenser i undersökningen;Att//IE//mark//89 som//KN//nsubj//89 funktionshindrad//PC|PRF|UTR|SIN|IND|NOM//aux//89 aktivera//VB|INF|AKT//csubj//93 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//89 kan//VB|PRS|AKT//aux//93 dels//KN//advmod//93 leda//VB|INF|AKT//conj//64 till//PP//mark//97 att//SN//mark//97 man//PN|UTR|SIN|IND|SUB//nsubj//97 märker//VB|PRS|AKT//advcl//93 att//SN//mark//101 man//PN|UTR|SIN|IND|SUB//nsubj//101 kan//VB|PRS|AKT//aux//101 påverka//VB|INF|AKT//ccomp//97 ,//MID//punct//108 och//KN//cc//108 dels//KN//advmod//108 till//PP//mark//108 att//SN//mark//108 man//PN|UTR|SIN|IND|SUB//nsubj//108 får//VB|PRS|AKT//conj//101 en//DT|UTR|SIN|IND//det//110 känsla//NN|UTR|SIN|IND|NOM//obj//108 av//PP//mark//114 att//SN//mark//114 man//PN|UTR|SIN|IND|SUB//nsubj//114 har//VB|PRS|AKT//acl//110 lika//AB//advmod//116 mycket//JJ|POS|NEU|SIN|IND|NOM//amod//117 värde//NN|NEU|SIN|IND|NOM//obj//114 som//KN//mark//119 andra//PN|UTR/NEU|PLU|IND|SUB/OBJ//acl//117 ,//MID//punct//124 och//KN//cc//124 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//124 är//VB|PRS|AKT//cop//124 positivt//JJ|POS|NEU|SIN|IND|NOM//conj//64 ,//MID//punct//126 menar//VB|PRS|AKT//conj//64 Lillemor//PM|NOM//nsubj//126 .//MAD//punct//64
