7 Särskilt beträffande kulturinstitutioner ;Kommitténs//NN|UTR|SIN|DEF|GEN//nmod:poss//1 förslag//NN|NEU|SIN|IND|NOM//nsubj:pass//8 ://MID//punct//1
9.7.5 Förändrade hyreskostnaders påverkan på anslagen;Att//IE//mark//34 sänka//VB|INF|AKT//csubj//39 hyrorna//NN|UTR|PLU|DEF|NOM//obj//34 i//PP//case//38 Fastighetsverkets//NN|NEU|SIN|DEF|GEN//nmod:poss//38 lokaler//NN|UTR|PLU|IND|NOM//obl//34 innebär//VB|PRS|AKT//parataxis//1 i//PP//case//41 realiteten//NN|UTR|SIN|DEF|NOM//obl//39 inte//AB//advmod//39 att//SN//mark//46 några//DT|UTR/NEU|PLU|IND//det//45 resurser//NN|UTR|PLU|IND|NOM//nsubj:pass//46 frigörs//VB|PRS|SFO//ccomp//39 utan//KN//cc//57 bara//AB//advmod//57 att//SN//mark//57 det//DT|NEU|SIN|DEF//det//52 statliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//52 stödet//NN|NEU|SIN|DEF|NOM//nsubj//57 till//PP//case//56 de//DT|UTR/NEU|PLU|DEF//det//56 berörda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//56 institutionerna//NN|UTR|PLU|DEF|NOM//nmod//52 tar//VB|PRS|AKT//conj//46 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//iobj//57 formen//NN|UTR|SIN|DEF|NOM//obj//57 av//PP//case//62 lägre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//62 statsinkomster//NN|UTR|PLU|IND|NOM//nmod//59 i//PP//case//67 stället//NN|NEU|SIN|DEF|NOM//fixed//63 för//PP//fixed//63 högre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//67 statsutgifter//NN|UTR|PLU|IND|NOM//obl//57 .//MAD//punct//1
9.7.5 Förändrade hyreskostnaders påverkan på anslagen;En//DT|UTR|SIN|IND//det//71 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//71 förändring//NN|UTR|SIN|IND|NOM//nsubj//72 strider//VB|PRS|AKT//parataxis//1 såväl//KN//advmod//75 mot//PP//case//75 budgetlagen//NN|UTR|SIN|DEF|NOM//obl//72 som//KN//mark//78 mot//PP//case//78 intentionerna//NN|UTR|PLU|DEF|NOM//obl//72 i//PP//case//80 fastighetsreformen//NN|UTR|SIN|DEF|NOM//nmod//78 .//MAD//punct//72
9.7.5 Förändrade hyreskostnaders påverkan på anslagen;Utskottet//NN|NEU|SIN|DEF|NOM//nsubj//85 har//VB|PRS|AKT//aux//85 vidare//AB|KOM//advmod//85 anfört//VB|SUP|AKT//conj//1 att//SN//mark//89 om//SN//mark//89 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//89 finns//VB|PRS|SFO//ccomp//85 önskemål//NN|NEU|PLU|IND|NOM//nsubj//89 om//PP//mark//93 att//IE//mark//93 öka//VB|INF|AKT//acl//90 de//DT|UTR/NEU|PLU|DEF//det//96 statliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//96 medlen//NN|NEU|PLU|DEF|NOM//obj//93 till//PP//case//99 kulturinstitutionernas//NN|UTR|PLU|DEF|GEN//nmod:poss//99 verksamhet//NN|UTR|SIN|IND|NOM//obl//93 bör//VB|PRS|AKT//aux//103 deras//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//102 anslag//NN|NEU|PLU|IND|NOM//nsubj:pass//103 höjas//VB|INF|SFO//conj//1 i//PP//case//107 den//DT|UTR|SIN|DEF//det//107 årliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//107 budgetberedningen//NN|UTR|SIN|DEF|NOM//obl//103 ,//MID//punct//103 snarare//AB|KOM//advmod//113 än//KN//mark//113 att//SN//mark//113 verksamheten//NN|UTR|SIN|DEF|NOM//nsubj:pass//113 subventioneras//VB|PRS|SFO//advcl//103 indirekt//AB|POS//advmod//113 genom//PP//case//117 lägre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//117 hyror//NN|UTR|PLU|IND|NOM//obl//113 .//MAD//punct//1
9.7.5 Förändrade hyreskostnaders påverkan på anslagen;Samtidigt//AB//advmod//3 är//VB|PRS|AKT//cop//3 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//3 viktigt//JJ|POS|NEU|SIN|IND|NOM//ROOT//3 att//SN//mark//19 även//AB//advmod//6 myndigheter//NN|UTR|PLU|IND|NOM//nsubj//19 och//KN//cc//8 institutioner//NN|UTR|PLU|IND|NOM//conj//6 som//HP|-|-|-//nsubj//11 är//VB|PRS|AKT//cop//11 hyresgäster//NN|UTR|PLU|IND|NOM//acl:relcl//8 i//PP//case//13 ändamålsbyggnader//NN|UTR|PLU|IND|NOM//nmod//11 i//PP//case//17 största//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//17 möjliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//17 utsträckning//NN|UTR|SIN|IND|NOM//nmod//13 kan//VB|PRS|AKT//aux//19 tillgodogöra//VB|INF|AKT//csubj//3 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//iobj//19 sitt//PS|NEU|SIN|DEF//nmod:poss//22 lokalförsörjningsansvar//NN|NEU|SIN|IND|NOM//obj//19 .//MAD//punct//3
9.7.5 Förändrade hyreskostnaders påverkan på anslagen;De//PN|UTR/NEU|PLU|DEF|SUB//nsubj//35 bör//VB|PRS|AKT//aux//35 därför//AB//advmod//28 i//PP//case//28 likhet//NN|UTR|SIN|IND|NOM//obl//35 med//PP//case//31 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//31 myndigheter//NN|UTR|PLU|IND|NOM//nmod//28 och//KN//cc//33 institutioner//NN|UTR|PLU|IND|NOM//conj//31 kunna//VB|INF|AKT//aux//35 tillgodoräkna//VB|INF|AKT//parataxis//3 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//iobj//35 sänkta//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//38 hyreskostnader//NN|UTR|PLU|IND|NOM//obj//35 som//HP|-|-|-//obj//42 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//42 kan//VB|PRS|AKT//aux//42 förhandla//VB|INF|AKT//acl:relcl//38 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//42 fram//PL//advmod//42 till//PP//case//42 ,//MID//punct//42 t.ex.//AB|AN//advmod//50 genom//PP//mark//50 att//IE//mark//50 överta//VB|INF|AKT//advcl//42 delar//NN|UTR|PLU|IND|NOM//obj//50 av//PP//case//53 underhållet//NN|NEU|SIN|DEF|NOM//nmod//51 och//KN//cc//55 ansvaret//NN|NEU|SIN|DEF|NOM//conj//53 för//PP//case//57 driften//NN|UTR|SIN|DEF|NOM//nmod//55 .//MAD//punct//35
9.7.5 Förändrade hyreskostnaders påverkan på anslagen;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//62 är//VB|PRS|AKT//cop//62 särskilt//AB//advmod//62 viktigt//JJ|POS|NEU|SIN|IND|NOM//conj//35 att//SN//mark//66 den//DT|UTR|SIN|DEF//det//65 möjligheten//NN|UTR|SIN|DEF|NOM//nsubj:pass//66 tydliggörs//VB|PRS|SFO//csubj//62 eftersom//SN//mark//72 hyresgäster//NN|UTR|PLU|IND|NOM//nsubj//72 i//PP//case//70 ändamålsbyggnader//NN|UTR|PLU|IND|NOM//obl//72 inte//AB//advmod//72 har//VB|PRS|AKT//advcl//66 den//DT|UTR|SIN|DEF//det//74 möjlighet//NN|UTR|SIN|IND|NOM//obj//72 som//HP|-|-|-//obj//79 andra//PN|UTR/NEU|PLU|IND|SUB/OBJ//nsubj//79 har//VB|PRS|AKT//aux//79 att//IE//mark//79 flytta//VB|INF|AKT//acl:relcl//74 till//PP//case//82 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//82 lokaler//NN|UTR|PLU|IND|NOM//obl//79 för//PP//mark//85 att//IE//mark//85 påverka//VB|INF|AKT//advcl//79 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//87 hyreskostnader//NN|UTR|PLU|IND|NOM//obj//85 .//MAD//punct//62
9.7.5 Förändrade hyreskostnaders påverkan på anslagen;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//91 bör//VB|PRS|AKT//aux//91 framgå//VB|INF|AKT//parataxis//62 av//PP//case//94 regeringens//NN|UTR|SIN|DEF|GEN//nmod:poss//94 mål-//NN|NEU|-|-|SMS//obl:agent//91 och//KN//cc//96 resultatdialoger//NN|UTR|PLU|IND|NOM//conj//94 med//PP//case//98 myndigheterna//NN|UTR|PLU|DEF|NOM//obl//91 och//KN//cc//100 institutionerna//NN|UTR|PLU|DEF|NOM//conj//98 .//MAD//punct//62

9.7.6 Gynnade respektive missgynnade myndigheter;Riksdagens//NN|UTR|SIN|DEF|GEN//nmod:poss//1 revisorer//NN|UTR|PLU|IND|NOM//nsubj//2 uppgav//VB|PRT|AKT//ROOT//2 i//PP//case//5 sitt//PS|NEU|SIN|DEF//nmod:poss//5 förslag//NN|NEU|SIN|IND|NOM//obl//2 till//PP//case//7 riksdagen//NN|UTR|SIN|DEF|NOM//nmod//5 (//PAD//punct//5 2001/02//RG|NOM//appos//5 ://MID//punct//9
9.7.6 Gynnade respektive missgynnade myndigheter;RR12//PM|NOM//obj//2 )//PAD//punct//11 att//SN//mark//17 myndigheternas//NN|UTR|PLU|DEF|GEN//nmod:poss//15 lokalbehov//NN|NEU|PLU|IND|NOM//nsubj:pass//17 inte//AB//advmod//17 prövades//VB|PRT|SFO//acl//11 när//HA//mark//20 regeringen//NN|UTR|SIN|DEF|NOM//nsubj//20 genomförde//VB|PRT|AKT//advcl//17 basbudgeteringen//NN|UTR|SIN|DEF|NOM//obj//20 av//PP//case//23 lokalbehov//NN|NEU|PLU|IND|NOM//nmod//21 och//KN//cc//25 lokalkostnader//NN|UTR|PLU|IND|NOM//conj//23 i//PP//mark//31 samband//NN|NEU|SIN|IND|NOM//fixed//26 med//PP//fixed//26 att//SN//mark//31 myndigheterna//NN|UTR|PLU|DEF|NOM//nsubj//31 tog//VB|PRT|AKT//advcl//20 över//PL//compound:prt//31 ansvaret//NN|NEU|SIN|DEF|NOM//obj//31 för//PP//case//36 sin//PS|UTR|SIN|DEF//nmod:poss//36 lokalförsörjning//NN|UTR|SIN|IND|NOM//obl//31 .//MAD//punct//11
9.7.6 Gynnade respektive missgynnade myndigheter;En//DT|UTR|SIN|IND//det//39 konsekvens//NN|UTR|SIN|IND|NOM//nsubj//65 av//PP//case//41 systemet//NN|NEU|SIN|DEF|NOM//nmod//39 är//VB|PRS|AKT//cop//65 ,//MID//punct//45 enligt//PP//case//45 revisorerna//NN|UTR|PLU|DEF|NOM//obl//65 ,//MID//punct//45 att//SN//mark//57 de//DT|UTR/NEU|PLU|DEF//det//49 myndigheter//NN|UTR|PLU|IND|NOM//nsubj:pass//57 som//HP|-|-|-//nsubj//51 hade//VB|PRT|AKT//acl:relcl//49 höga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//53 lokalkostnader//NN|UTR|PLU|IND|NOM//obj//51 när//HA//mark//56 basbudgeteringen//NN|UTR|SIN|DEF|NOM//nsubj:pass//56 gjordes//VB|PRT|SFO//advcl//51 gynnas//VB|PRS|SFO//acl//45 av//PP//case//59 detta//PN|NEU|SIN|DEF|SUB/OBJ//obl:agent//57 i//PP//case//63 den//DT|UTR|SIN|DEF//det//63 fortsatta//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//63 anslagstilldelningen//NN|UTR|SIN|DEF|NOM//obl//57 .//MAD//punct//45
9.7.6 Gynnade respektive missgynnade myndigheter;Myndigheter//NN|UTR|PLU|IND|NOM//parataxis//2 som//HP|-|-|-//nsubj//68 då//AB//advmod//68 hade//VB|PRT|AKT//acl:relcl//65 små//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//70 lokalkostnader//NN|UTR|PLU|IND|NOM//obj//68 missgynnas//VB|PRS|SFO//xcomp//68 av//PP//case//74 motsvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//74 skäl//NN|NEU|PLU|IND|NOM//obl:agent//71 .//MAD//punct//65
9.7.6 Gynnade respektive missgynnade myndigheter;När//HA//mark//2 lokalförsörjningsreformen//NN|NEU|PLU|DEF|NOM//nsubj:pass//2 genomfördes//VB|PRT|SFO//advcl//3 tog//VB|PRT|AKT//ROOT//3 myndigheterna//NN|UTR|PLU|DEF|NOM//obj//3 över//PP//case//7 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//7 hyreskontrakt//NN|NEU|PLU|IND|NOM//obl//3 och//KN//cc//10 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//10 erhöll//VB|PRT|AKT//conj//3 medel//NN|NEU|PLU|IND|NOM//obj//10 i//PP//case//15 ramanslaget//NN|NEU|SIN|DEF|NOM//nmod//15 motsvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//15 hyresbeloppet//NN|NEU|SIN|DEF|NOM//obl//10 .//MAD//punct//10
9.7.6 Gynnade respektive missgynnade myndigheter;Under//PP//case//19 en//DT|UTR|SIN|IND//det//19 femårsperiod//NN|UTR|SIN|IND|NOM//obl//22 efter//PP//case//21 reformen//NN|UTR|SIN|DEF|NOM//nmod//19 skedde//VB|PRT|AKT//conj//3 en//DT|UTR|SIN|IND//det//24 anpassning//NN|UTR|SIN|IND|NOM//nsubj//22 av//PP//case//27 myndigheternas//NN|UTR|PLU|DEF|GEN//nmod:poss//27 hyresnivåer//NN|UTR|PLU|IND|NOM//nmod//24 .//MAD//punct//22
9.7.6 Gynnade respektive missgynnade myndigheter;Däremot//AB//advmod//22 skedde//VB|PRT|AKT//conj//3 inte//AB//advmod//30 någon//DT|UTR|SIN|IND//det//33 anpassning//NN|UTR|SIN|IND|NOM//nsubj//30 beroende//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//mark//39 på//PP//fixed//34 om//SN//mark//39 lokalerna//NN|UTR|PLU|DEF|NOM//nsubj//39 var//VB|PRT|AKT//cop//39 stora//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//advcl//30 eller//KN//cc//41 små//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//39 i//PP//case//43 förhållande//NN|NEU|SIN|IND|NOM//obl//39 till//PP//case//46 antalet//NN|NEU|SIN|DEF|NOM//nmod//46 anställda//NN|UTR|PLU|IND|NOM//obl//39 .//MAD//punct//39
9.7.6 Gynnade respektive missgynnade myndigheter;För//PP//case//49 högskolor//NN|UTR|PLU|IND|NOM//obl//50 gällde//VB|PRT|AKT//conj//39 dock//AB//advmod//50 att//SN//mark//57 enhetliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//54 ersättningsbelopp//NN|NEU|PLU|IND|NOM//nsubj:pass//57 för//PP//case//56 lokalkostnader//NN|UTR|PLU|IND|NOM//nmod//54 infördes//VB|PRT|SFO//ccomp//50 så//AB//advmod//57 som//HA//nsubj:pass//60 beskrivits//VB|SUP|SFO//advcl//57 i//PP//case//63 avsnitt//NN|NEU|SIN|IND|NOM//nmod//63 6.2.6//RG|NOM//obl//60 .//MID//punct//3
9.7.6 Gynnade respektive missgynnade myndigheter;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//66 innebar//VB|PRT|AKT//parataxis//3 att//SN//mark//73 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//73 inte//AB//advmod//73 var//VB|PRT|AKT//cop//73 den//DT|UTR|SIN|DEF//det//73 faktiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//73 lokalkostnaden//NN|UTR|SIN|DEF|NOM//ccomp//66 vid//PP//case//75 omläggningen//NN|UTR|SIN|DEF|NOM//nmod//73 som//HP|-|-|-//nsubj//77 avgjorde//VB|PRT|AKT//acl:relcl//75 de//DT|UTR/NEU|PLU|DEF//det//80 enskilda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//80 högskolornas//NN|UTR|PLU|DEF|GEN//nmod:poss//81 anslagstilldelning//NN|UTR|SIN|IND|NOM//obj//77 .//MAD//punct//66
9.7.6 Gynnade respektive missgynnade myndigheter;Efter//PP//case//84 lokalförsörjningsreformen//NN|NEU|PLU|DEF|NOM//obl//66 har//VB|PRS|AKT//aux//87 hyreskontrakten//NN|NEU|PLU|DEF|NOM//nsubj:pass//87 omförhandlats//VB|SUP|SFO//conj//3 flera//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//89 gånger//NN|UTR|PLU|IND|NOM//obl//87 .//MAD//punct//3
9.7.6 Gynnade respektive missgynnade myndigheter;Enligt//PP//case//1 uppgift//NN|UTR|SIN|IND|NOM//obl//4 från//PP//case//3 Finansdepartementet//NN|NEU|SIN|DEF|NOM//nmod//1 värderades//VB|PRT|SFO//ROOT//4 de//DT|UTR/NEU|PLU|DEF//det//6 fastigheter//NN|UTR|PLU|IND|NOM//nsubj:pass//4 som//HP|-|-|-//nsubj:pass//8 överfördes//VB|PRT|SFO//acl:relcl//6 från//PP//case//10 Byggnadsstyrelsen//PM|NOM//obl//8 till//PP//case//12 SFV//PM|GEN//nmod//10 respektive//AB//cc//15 Akademiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//15 Hus//NN|NEU|PLU|IND|NOM//conj//10 av//PP//case//18 oberoende//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//18 experter//NN|UTR|PLU|IND|NOM//nmod//15 och//KN//cc//25 man//PN|UTR|SIN|IND|SUB//nsubj//25 kan//VB|PRS|AKT//aux//25 därför//AB//advmod//25 inte//AB//advmod//25 generellt//AB|POS//advmod//25 påstå//VB|INF|AKT//conj//4 att//SN//mark//28 myndigheter//NN|UTR|PLU|IND|NOM//nsubj:pass//28 gynnades//VB|PRT|SFO//ccomp//25 eller//KN//cc//30 missgynnades//VB|PRT|SFO//conj//28 vid//PP//case//32 basbudgeteringen//NN|UTR|SIN|DEF|NOM//obl//30 .//MAD//punct//4
9.7.6 Gynnade respektive missgynnade myndigheter;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//3 är//VB|PRS|AKT//cop//3 således//AB//advmod//3 oklart//JJ|POS|NEU|SIN|IND|NOM//ROOT//3 om//SN//mark//6 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//6 fanns//VB|PRT|SFO//advcl//3 myndigheter//NN|UTR|PLU|IND|NOM//nsubj//6 som//HP|-|-|-//nsubj:pass//9 gynnades//VB|PRT|SFO//acl:relcl//7 respektive//AB//cc//11 missgynnades//VB|PRT|SFO//conj//9 vid//PP//case//14 regeringens//NN|UTR|SIN|DEF|GEN//nmod:poss//14 basbudgetering//NN|UTR|SIN|IND|NOM//obl//11 1994//RG|NOM//obl//11 och//KN//cc//19 vilka//HP|UTR/NEU|PLU|IND//det//19 dessa//DT|UTR/NEU|PLU|DEF//det//19 myndigheter//NN|UTR|PLU|IND|NOM//conj//3 i//PP//advmod//19 så//AB//fixed//20 fall//NN|NEU|SIN|IND|NOM//fixed//20 var//VB|PRT|AKT//fixed//20 .//MAD//punct//19
9.7.6 Gynnade respektive missgynnade myndigheter;Med//PP//mark//31 hänsyn//NN|UTR|SIN|IND|NOM//fixed//25 till//PP//fixed//25 att//SN//mark//31 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//31 har//VB|PRS|AKT//aux//31 skett//VB|SUP|AKT//advcl//50 en//DT|UTR|SIN|IND//det//34 viss//JJ|POS|UTR|SIN|IND|NOM//amod//34 anpassning//NN|UTR|SIN|IND|NOM//nsubj//31 av//PP//case//36 hyresnivåerna//NN|UTR|PLU|DEF|NOM//nmod//34 efter//PP//case//39 reformens//NN|UTR|SIN|DEF|GEN//nmod:poss//39 genomförande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//obl//31 och//KN//cc//42 med//PP//case//42 beaktande//NN|NEU|SIN|IND|NOM//conj//39 av//PP//case//45 den//DT|UTR|SIN|DEF//det//45 tid//NN|UTR|SIN|IND|NOM//nmod//42 som//HP|-|-|-//nsubj//49 nu//AB//advmod//49 har//VB|PRS|AKT//aux//49 förflutit//VB|SUP|AKT//acl:relcl//45 anser//VB|PRS|AKT//conj//3 kommittén//NN|UTR|SIN|DEF|NOM//nsubj//50 att//SN//mark//56 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//56 inte//AB//advmod//56 är//VB|PRS|AKT//cop//56 troligt//JJ|POS|NEU|SIN|IND|NOM//ccomp//50 att//SN//mark//60 man//PN|UTR|SIN|IND|SUB//nsubj//60 nu//AB//advmod//60 kan//VB|PRS|AKT//csubj//56 reda//VB|INF|AKT//compound:prt//60 ut//PL//compound:prt//60 vilka//HD|UTR/NEU|PLU|IND//det//64 myndigheter//NN|UTR|PLU|IND|NOM//dislocated//66 som//HP|-|-|-//nsubj:pass//66 missgynnades//VB|PRT|SFO//ccomp//60 och//KN//cc//72 på//PP//case//70 vilket//HD|NEU|SIN|IND//det//70 sätt//NN|NEU|SIN|IND|NOM//obl//72 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//72 skedde//VB|PRT|AKT//conj//66 .//MAD//punct//3
9.7.6 Gynnade respektive missgynnade myndigheter;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//75 finns//VB|PRS|SFO//parataxis//3 således//AB//advmod//75 inte//AB//advmod//75 skäl//NN|NEU|PLU|IND|NOM//nsubj//75 att//IE//mark//80 göra//VB|INF|AKT//acl//78 någon//DT|UTR|SIN|IND//det//83 närmare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//83 utredning//NN|UTR|SIN|IND|NOM//obj//80 i//PP//case//86 denna//DT|UTR|SIN|DEF//det//86 fråga//NN|UTR|SIN|IND|NOM//obl//80 .//MAD//punct//3

10 Förhandlingsstöd och statlig nämnd;Kommitténs//NN|UTR|SIN|DEF|GEN//nmod:poss//1 förslag//NN|NEU|SIN|IND|NOM//nsubj:pass//32 ://MID//punct//1
10 Förhandlingsstöd och statlig nämnd; //_SP////2 Vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//5 hyrestvister//NN|UTR|PLU|IND|NOM//appos//1 mellan//PP//case//9 en//DT|UTR|SIN|IND//det//9 statlig//JJ|POS|UTR|SIN|IND|NOM//amod//9 hyresgäst//NN|UTR|SIN|IND|NOM//nmod//5 och//KN//cc//13 en//DT|UTR|SIN|IND//det//13 statlig//JJ|POS|UTR|SIN|IND|NOM//amod//13 hyresvärd//NN|UTR|SIN|IND|NOM//conj//9 i//PP//case//16 en//DT|UTR|SIN|IND//det//16 byggnad//NN|UTR|SIN|IND|NOM//nmod//13 som//HP|-|-|-//nsubj:pass//18 hyrs//VB|PRS|SFO//acl:relcl//16 av//PP//case//22 en//DT|UTR|SIN|IND//det//22 statlig//JJ|POS|UTR|SIN|IND|NOM//amod//22 kulturinstitution//NN|UTR|SIN|IND|NOM//obl:agent//18 ,//MID//punct//26 ett//DT|NEU|SIN|IND//det//26 statligt//JJ|POS|NEU|SIN|IND|NOM//amod//26 universitet//NN|NEU|SIN|IND|NOM//conj//22 eller//KN//cc//30 en//DT|UTR|SIN|IND//det//30 statlig//JJ|POS|UTR|SIN|IND|NOM//amod//30 högskola//NN|UTR|SIN|IND|NOM//nsubj:pass//32 får//VB|PRS|AKT//aux//32 hänskjutas//VB|INF|SFO//ROOT//32 till//PP//case//36 en//DT|UTR|SIN|IND//det//36 statlig//JJ|POS|UTR|SIN|IND|NOM//amod//36 nämnd//NN|UTR|SIN|IND|NOM//obl//32 för//PP//case//38 bestämmande//NN|NEU|SIN|IND|NOM//obl//32 av//PP//case//40 hyra//NN|UTR|SIN|IND|NOM//nmod//38 i//PP//case//42 ändamålslokal//NN|UTR|SIN|IND|NOM//nmod//40 .//MAD//punct//32
10 Förhandlingsstöd och statlig nämnd;Nämnden//NN|UTR|SIN|DEF|NOM//nsubj//46 skall//VB|PRS|AKT//aux//46 pröva//VB|INF|AKT//parataxis//32 dels//KN//advmod//53 om//SN//case//50 en//DT|UTR|SIN|IND//det//50 byggnad//NN|UTR|SIN|IND|NOM//nsubj//53 är//VB|PRS|AKT//cop//53 en//DT|UTR|SIN|IND//det//53 ändamålsbyggnad//NN|UTR|SIN|IND|NOM//obj//46 ,//MID//punct//62 dels//KN//advmod//62 till//PP//case//58 vilket//HD|NEU|SIN|IND//det//58 belopp//NN|NEU|SIN|IND|NOM//obl//62 en//DT|UTR|SIN|IND//det//60 kostnadshyra//NN|UTR|SIN|IND|NOM//nsubj:pass//62 skall//VB|PRS|AKT//aux//62 fastställas//VB|INF|SFO//acl:relcl//53 .//MAD//punct//32
10 Förhandlingsstöd och statlig nämnd;Nämnden//NN|UTR|SIN|DEF|NOM//nsubj//65 lämnar//VB|PRS|AKT//parataxis//32 ett//DT|NEU|SIN|IND//det//67 yttrande//NN|NEU|SIN|IND|NOM//obj//65 om//PP//mark//72 hur//HA//advmod//72 tvisten//NN|UTR|SIN|DEF|NOM//nsubj:pass//72 bör//VB|PRS|AKT//aux//72 lösas//VB|INF|SFO//advcl//65 .//MAD//punct//72
10 Förhandlingsstöd och statlig nämnd;Ett//DT|NEU|SIN|IND//det//76 sådant//JJ|POS|NEU|SIN|IND|NOM//amod//76 yttrande//NN|NEU|SIN|IND|NOM//nsubj:pass//79 får//VB|PRS|AKT//aux//79 inte//AB//advmod//79 överklagas//VB|INF|SFO//parataxis//72 .//MAD//punct//32
10 Förhandlingsstöd och statlig nämnd;Statens//NN|UTR|SIN|DEF|GEN//nmod:poss//1 nämnd//NN|UTR|SIN|IND|NOM//nsubj//9 för//PP//case//3 bestämmande//NN|NEU|SIN|IND|NOM//nmod//1 av//PP//case//5 hyra//NN|UTR|SIN|IND|NOM//nmod//3 i//PP//case//7 ändamålslokal//NN|UTR|SIN|IND|NOM//nmod//5 skall//VB|PRS|AKT//aux//9 bestå//VB|INF|AKT//ROOT//9 av//PP//case//12 en//DT|UTR|SIN|IND//det//12 ordförande//NN|UTR|SIN|IND|NOM//obl//9 och//KN//cc//15 en//DT|UTR|SIN|IND//det//15 ersättare//NN|UTR|SIN|IND|NOM//conj//12 för//PP//case//17 denne//PN|MAS|SIN|DEF|SUB/OBJ//nmod//15 .//MAD//punct//9
10 Förhandlingsstöd och statlig nämnd;Ordföranden//NN|UTR|SIN|DEF|NOM//nsubj:pass//23 och//KN//cc//21 ersättaren//NN|UTR|SIN|DEF|NOM//conj//19 skall//VB|PRS|AKT//aux//23 förordnas//VB|INF|SFO//parataxis//9 av//PP//case//25 regeringen//NN|UTR|SIN|DEF|NOM//obl:agent//23 och//KN//cc//29 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//29 skall//VB|PRS|AKT//aux//29 vara//VB|INF|AKT//conj//23 eller//KN//cc//34 ha//VB|INF|AKT//aux//34 varit//VB|SUP|AKT//cop//34 ordinarie//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//34 domare//NN|UTR|SIN|IND|NOM//conj//29 eller//KN//cc//36 hyresråd//NN|NEU|SIN|IND|NOM//conj//34 .//MAD//punct//23
10 Förhandlingsstöd och statlig nämnd;Kommitténs//NN|UTR|SIN|DEF|GEN//nmod:poss//1 bedömning//NN|UTR|SIN|IND|NOM//nsubj//8 ://MID//punct//1
