7 Särskilt beträffande kulturinstitutioner ;Kommitténs//NN|UTR|SIN|DEF|GEN//nmod:poss//1 förslag//NN|NEU|SIN|IND|NOM//nsubj:pass//8 ://MID//punct//1
9.7.3 Information om lokalförsörjningen till regeringen;Detta//DT|NEU|SIN|DEF//det//65 arbete//NN|NEU|SIN|IND|NOM//nsubj//68 är//VB|PRS|AKT//cop//68 en//DT|UTR|SIN|IND//det//68 del//NN|UTR|SIN|IND|NOM//conj//31 av//PP//case//71 myndigheternas//NN|UTR|PLU|DEF|GEN//nmod:poss//71 lokalförsörjningsansvar//NN|UTR|PLU|IND|NOM//nmod//68 .//MAD//punct//31
9.7.3 Information om lokalförsörjningen till regeringen;Den//DT|UTR|SIN|DEF//det//74 information//NN|UTR|SIN|IND|NOM//nsubj//80 som//HP|-|-|-//obj//78 myndigheterna//NN|UTR|PLU|DEF|NOM//nsubj//78 skall//VB|PRS|AKT//aux//78 lämna//VB|INF|AKT//acl:relcl//74 bör//VB|PRS|AKT//aux//80 avse//VB|INF|AKT//conj//31 samma//DT|UTR/NEU|SIN/PLU|IND//det//82 tidsperiod//NN|UTR|SIN|IND|NOM//obj//80 som//KN//mark//84 anslagsframställningen//NN|UTR|SIN|DEF|NOM//acl//82 ,//MID//punct//87 vilket//HP|NEU|SIN|IND//nsubj//87 innebär//VB|PRS|AKT//acl:relcl//82 att//SN//mark//91 informationen//NN|UTR|SIN|DEF|NOM//nsubj//91 skall//VB|PRS|AKT//aux//91 omfatta//VB|INF|AKT//ccomp//87 innevarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//93 år//NN|NEU|PLU|IND|NOM//obj//91 samt//KN//cc//99 de//DT|UTR/NEU|PLU|DEF//det//96 tre//RG|NOM//nummod//99 närmast//AB|SUV//case//99 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//99 åren//NN|NEU|PLU|DEF|NOM//conj//82 .//MAD//punct//31
9.7.3 Information om lokalförsörjningen till regeringen;Myndigheterna//NN|UTR|PLU|DEF|NOM//nsubj//108 skall//VB|PRS|AKT//aux//108 således//AB//advmod//108 i//PP//case//107 samband//NN|NEU|SIN|IND|NOM//fixed//104 med//PP//case//107 årsredovisningen//NN|UTR|SIN|DEF|NOM//obl//108 redogöra//VB|INF|AKT//parataxis//31 för//PP//case//111 sin//PS|UTR|SIN|DEF//nmod:poss//111 lokalförsörjning//NN|UTR|SIN|IND|NOM//obl//108 .//MAD//punct//31
9.7.3 Information om lokalförsörjningen till regeringen;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//115 bör//VB|PRS|AKT//aux//115 anges//VB|INF|SFO//parataxis//31 i//PP//case//119 respektive//AB//nmod:poss//119 myndighets//NN|NEU|SIN|DEF|GEN//nmod:poss//119 regleringsbrev//NN|NEU|SIN|IND|NOM//obl//115 .//MAD//punct//115
9.7.3 Information om lokalförsörjningen till regeringen;För//PP//case//122 institutioner//NN|UTR|PLU|IND|NOM//obl//22 som//HP|-|-|-//nsubj//126 inte//AB//advmod//126 är//VB|PRS|AKT//cop//126 myndigheter//NN|UTR|PLU|IND|NOM//acl:relcl//122 bör//VB|PRS|AKT//aux//129 detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//129 framgå//VB|INF|AKT//ROOT//129 av//PP//case//131 information//NN|UTR|SIN|IND|NOM//obl:agent//129 och//KN//cc//133 riktlinjer//NN|UTR|PLU|IND|NOM//conj//131 från//PP//case//135 ägaren//NN|UTR|SIN|DEF|NOM//obl//129 .//MAD//punct//129
9.7.3 Information om lokalförsörjningen till regeringen;Myndigheternas//NN|UTR|PLU|DEF|GEN//nmod:poss//1 behov//NN|NEU|PLU|IND|NOM//nsubj:pass//11 av//PP//case//4 generella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//4 lokaler//NN|UTR|PLU|IND|NOM//nmod//1 ,//MID//punct//4 som//HP|-|-|-//case//8 vanliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//8 kontorslokaler//NN|UTR|PLU|IND|NOM//appos//4 ,//MID//punct//1 kan//VB|PRS|AKT//aux//11 bestämmas//VB|INF|SFO//ROOT//11 utifrån//PP//case//14 antalet//NN|NEU|SIN|DEF|NOM//nmod//14 anställda//NN|UTR|PLU|IND|NOM//obl//11 .//MAD//punct//11
9.7.3 Information om lokalförsörjningen till regeringen;För//PP//mark//18 att//IE//mark//18 bedöma//VB|INF|AKT//advcl//23 lokaleffektiviteten//NN|UTR|SIN|DEF|NOM//obj//18 hos//PP//case//22 dessa//DT|UTR/NEU|PLU|DEF//det//22 myndigheter//NN|UTR|PLU|IND|NOM//nmod//19 utgår//VB|PRS|AKT//parataxis//11 man//PN|UTR|SIN|IND|SUB//nsubj//23 från//PP//case//26 lokalarean//NN|UTR|SIN|DEF|NOM//obl//23 per//PP//case//28 anställd//PC|PRF|UTR|SIN|IND|NOM//nmod//26 och//KN//cc//30 lokalkostnaden//NN|UTR|SIN|DEF|NOM//conj//28 per//PP//case//32 anställd//PC|PRF|UTR|SIN|IND|NOM//nmod//26 .//MAD//punct//23
9.7.3 Information om lokalförsörjningen till regeringen;Med//PP//case//36 dessa//DT|UTR/NEU|PLU|DEF//det//36 siffror//NN|UTR|PLU|IND|NOM//obl//39 kan//VB|PRS|AKT//aux//39 man//PN|UTR|SIN|IND|SUB//nsubj//39 göra//VB|INF|AKT//advcl//23 jämförelser//NN|UTR|PLU|IND|NOM//obj//39 mellan//PP//case//43 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//43 myndigheter//NN|UTR|PLU|IND|NOM//obl//39 och//KN//cc//45 se//VB|INF|AKT//conj//39 utvecklingen//NN|UTR|SIN|DEF|NOM//obj//45 över//PP//case//48 tiden//NN|UTR|SIN|DEF|NOM//nmod//46 för//PP//case//51 enskilda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//51 myndigheter//NN|UTR|PLU|IND|NOM//nmod//48 .//MAD//punct//11
9.7.3 Information om lokalförsörjningen till regeringen;För//PP//case//1 myndigheter//NN|UTR|PLU|IND|NOM//obl//14 och//KN//cc//3 institutioner//NN|UTR|PLU|IND|NOM//conj//1 som//HP|-|-|-//nsubj//5 hyr//VB|PRS|AKT//acl:relcl//3 lokaler//NN|UTR|PLU|IND|NOM//obj//5 i//PP//case//8 ändamålsbyggnader//NN|UTR|PLU|IND|NOM//obl//5 och//KN//cc//11 för//PP//case//11 universitet//NN|NEU|PLU|IND|NOM//conj//8 och//KN//cc//13 högskolor//NN|UTR|PLU|IND|NOM//conj//11 bestäms//VB|PRS|SFO//ROOT//14 lokalernas//NN|UTR|PLU|DEF|GEN//nmod:poss//16 storlek//NN|UTR|SIN|IND|NOM//nsubj:pass//14 och//KN//cc//18 utformning//NN|UTR|SIN|IND|NOM//conj//16 av//PP//case//21 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//21 faktorer//NN|UTR|PLU|IND|NOM//nmod//18 än//KN//mark//24 antalet//NN|NEU|SIN|DEF|NOM//nmod//24 anställda//NN|UTR|PLU|IND|NOM//xcomp//14 .//MAD//punct//14
9.7.3 Information om lokalförsörjningen till regeringen;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//28 är//VB|PRS|AKT//cop//28 svårt//JJ|POS|NEU|SIN|IND|NOM//parataxis//14 att//IE//mark//30 räkna//VB|INF|AKT//csubj//28 ut//PL//compound:prt//30 en//DT|UTR|SIN|IND//det//34 lämplig//JJ|POS|UTR|SIN|IND|NOM//amod//34 yta//NN|UTR|SIN|IND|NOM//obj//30 per//PP//case//36 anställd//PC|PRF|UTR|SIN|IND|NOM//obl//30 i//PP//case//40 så//AB//advmod//39 skilda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//40 verksamheter//NN|UTR|PLU|IND|NOM//obl//30 som//HP|-|-|-//obj//43 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//43 finns//VB|PRS|SFO//acl:relcl//40 i//PP//case//45 ändamålslokaler//NN|UTR|PLU|IND|NOM//obl//43 .//MAD//punct//28
9.7.3 Information om lokalförsörjningen till regeringen;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//48 innebär//VB|PRS|AKT//conj//14 att//SN//mark//56 en//DT|UTR|SIN|IND//det//51 beräkning//NN|UTR|SIN|IND|NOM//nsubj//56 av//PP//case//53 lokalutnyttjandet//NN|NEU|SIN|DEF|NOM//nmod//51 inte//AB//advmod//56 kan//VB|PRS|AKT//aux//56 ske//VB|INF|AKT//ccomp//48 på//PP//case//59 samma//DT|UTR/NEU|SIN/PLU|IND//det//59 sätt//NN|NEU|SIN|IND|NOM//obl//56 som//KN//mark//63 för//PP//case//63 generella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//63 lokaler//NN|UTR|PLU|IND|NOM//acl//59 .//MAD//punct//48
9.7.3 Information om lokalförsörjningen till regeringen;För//PP//case//66 myndigheter//NN|UTR|PLU|IND|NOM//obl//78 som//HP|-|-|-//nsubj//68 hyr//VB|PRS|AKT//acl:relcl//66 ändamålslokaler//NN|UTR|PLU|IND|NOM//obj//68 kan//VB|PRS|AKT//aux//78 däremot//AB//advmod//73 lokalkostnadernas//NN|UTR|PLU|DEF|GEN//nmod:poss//73 andel//NN|UTR|SIN|IND|NOM//nsubj//78 av//PP//case//77 de//DT|UTR/NEU|PLU|DEF//det//77 totala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//77 kostnaderna//NN|UTR|PLU|DEF|NOM//nmod//73 redovisade//VB|PRT|AKT//advcl//48 under//PP//case//81 en//DT|UTR|SIN|IND//det//81 följd//NN|UTR|SIN|IND|NOM//obl//78 av//PP//case//83 år//NN|NEU|SIN|IND|NOM//nmod//81 vara//VB|INF|AKT//cop//86 ett//DT|NEU|SIN|IND//det//86 mått//NN|NEU|SIN|IND|NOM//xcomp//14 på//PP//mark//92 hur//HA//advmod//92 den//DT|UTR|SIN|DEF//det//91 enskilda//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//91 myndigheten//NN|UTR|SIN|DEF|NOM//nsubj//92 hanterar//VB|PRS|AKT//advcl//14 lokalkostnaderna//NN|UTR|PLU|DEF|NOM//obj//92 över//PP//case//95 tiden//NN|UTR|SIN|DEF|NOM//obl//92 .//MAD//punct//14
9.7.3 Information om lokalförsörjningen till regeringen;Vid//PP//case//2 skilda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//2 tillfällen//NN|NEU|PLU|IND|NOM//obl//5 har//VB|PRS|AKT//aux//5 man//PN|UTR|SIN|IND|SUB//nsubj//5 diskuterat//VB|SUP|AKT//ROOT//5 att//IE//mark//7 införa//VB|INF|AKT//xcomp//5 ett//DT|NEU|SIN|IND//det//9 system//NN|NEU|SIN|IND|NOM//obj//7 för//PP//mark//12 att//IE//mark//12 få//VB|INF|AKT//advcl//7 myndigheterna//NN|UTR|PLU|DEF|NOM//obj//12 att//IE//mark//15 effektivisera//VB|INF|AKT//xcomp//12 lokalutnyttjandet//NN|NEU|SIN|DEF|NOM//obj//15 och//KN//cc//19 därmed//AB//advmod//19 minska//VB|INF|AKT//conj//15 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//21 lokalkostnader//NN|UTR|PLU|IND|NOM//obj//19 .//MAD//punct//5
9.7.3 Information om lokalförsörjningen till regeringen;Som//HA//mark//24 framkommit//VB|SUP|AKT//advcl//30 tidigare//AB|KOM//advmod//24 är//VB|PRS|AKT//cop//30 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//30 inte//AB//advmod//30 lika//AB//advmod//30 lätt//JJ|POS|NEU|SIN|IND|NOM//parataxis//5 att//IE//mark//32 effektivisera//VB|INF|AKT//csubj//30 lokalutnyttjandet//NN|NEU|SIN|DEF|NOM//obj//32 i//PP//case//35 ändamålslokaler//NN|UTR|PLU|IND|NOM//obl//32 som//HP|-|-|-//mark//39 i//PP//case//39 generella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//39 lokaler//NN|UTR|PLU|IND|NOM//obl//32 .//MAD//punct//5
9.7.3 Information om lokalförsörjningen till regeringen;Lokalförsörjningsreformen//NN|UTR|SIN|DEF|NOM//nsubj//1 medförde//VB|PRT|AKT//ROOT//1 bl.a.//AB|AN//advmod//1 att//SN//mark//5 myndigheterna//NN|UTR|PLU|DEF|NOM//nsubj//5 fick//VB|PRT|AKT//ccomp//1 eget//JJ|POS|NEU|SIN|IND/DEF|NOM//amod//7 lokalförsörjningsansvar//NN|NEU|SIN|IND|NOM//obj//5 och//KN//cc//12 de//DT|UTR/NEU|PLU|DEF//det//11 enskilda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//11 myndighetscheferna//NN|UTR|PLU|DEF|NOM//nsubj//12 fördelar//VB|PRS|AKT//conj//5 anslagen//NN|NEU|PLU|DEF|NOM//obj//12 på//PP//case//16 det//DT|NEU|SIN|DEF//det//16 sätt//NN|NEU|SIN|IND|NOM//obl//12 som//HP|-|-|-//obj//19 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//19 anser//VB|PRS|AKT//acl:relcl//16 vara//VB|INF|AKT//cop//21 lämpligast//JJ|SUV|UTR/NEU|SIN/PLU|IND|NOM//xcomp//19 .//MAD//punct//1
9.7.3 Information om lokalförsörjningen till regeringen;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//26 är//VB|PRS|AKT//cop//26 inte//AB//advmod//26 önskvärt//JJ|POS|NEU|SIN|IND|NOM//parataxis//1 att//IE//mark//28 införa//VB|INF|AKT//csubj//26 ett//DT|NEU|SIN|IND//det//30 system//NN|NEU|SIN|IND|NOM//obj//28 med//PP//case//32 detaljstyrning//NN|UTR|SIN|IND|NOM//nmod//30 från//PP//case//34 regeringen//NN|UTR|SIN|DEF|NOM//nmod//32 av//PP//case//37 myndigheternas//NN|UTR|PLU|DEF|GEN//nmod:poss//37 lokalutnyttjande//NN|NEU|SIN|IND|NOM//nmod//34 utan//KN//cc//41 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//41 är//VB|PRS|AKT//cop//41 viktigt//JJ|POS|NEU|SIN|IND|NOM//conj//26 att//SN//mark//45 myndigheterna//NN|UTR|PLU|DEF|NOM//nsubj//45 får//VB|PRS|AKT//aux//45 behålla//VB|INF|AKT//csubj//41 sitt//PS|NEU|SIN|DEF//nmod:poss//47 ansvar//NN|NEU|SIN|IND|NOM//obj//45 för//PP//case//49 lokalförsörjningen//NN|UTR|SIN|DEF|NOM//obl//45 .//MAD//punct//26
9.7.3 Information om lokalförsörjningen till regeringen;Regeringen//NN|UTR|SIN|DEF|NOM//nsubj//53 måste//VB|PRS|AKT//aux//53 ha//VB|INF|AKT//parataxis//26 tillit//NN|UTR|SIN|IND|NOM//obj//53 till//PP//case//57 de//DT|UTR/NEU|PLU|DEF//det//57 chefer//NN|UTR|PLU|IND|NOM//obl//53 som//HP|-|-|-//obj//61 regeringen//NN|UTR|SIN|DEF|NOM//nsubj//61 har//VB|PRS|AKT//aux//61 förordnat//VB|SUP|AKT//acl:relcl//57 .//MAD//punct//26
9.7.3 Information om lokalförsörjningen till regeringen;Myndigheter//NN|UTR|PLU|IND|NOM//nsubj//9 och//KN//cc//2 institutioner//NN|UTR|PLU|IND|NOM//conj//0 som//HP|-|-|-//nsubj//4 hyr//VB|PRS|AKT//acl:relcl//2 lokaler//NN|UTR|PLU|IND|NOM//obj//4 i//PP//case//7 ändamålsbyggnader//NN|UTR|PLU|IND|NOM//obl//4 kan//VB|PRS|AKT//aux//9 ha//VB|INF|AKT//ROOT//9 svårt//AB|POS//obj//9 att//IE//mark//12 påverka//VB|INF|AKT//advcl//9 sitt//PS|NEU|SIN|DEF//nmod:poss//14 lokalutnyttjande//NN|NEU|SIN|IND|NOM//obj//12 eftersom//SN//mark//19 flera//PN|UTR/NEU|PLU|IND|SUB/OBJ//nsubj//19 av//PP//case//18 dem//PN|UTR/NEU|PLU|DEF|OBJ//nmod//16 hyr//VB|PRS|AKT//advcl//12 lokaler//NN|UTR|PLU|IND|NOM//obj//19 i//PP//case//22 byggnader//NN|UTR|PLU|IND|NOM//obl//19 som//HP|-|-|-//nsubj//25 har//VB|PRS|AKT//aux//25 blivit//VB|SUP|AKT//acl:relcl//22 symboler//NN|UTR|PLU|IND|NOM//obj//25 för//PP//case//28 verksamheten//NN|UTR|SIN|DEF|NOM//nmod//26 och//KN//cc//34 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//34 av//PP//case//33 den//DT|UTR|SIN|DEF//det//33 anledningen//NN|UTR|SIN|DEF|NOM//nmod//30 har//VB|PRS|AKT//conj//25 svårt//JJ|POS|NEU|SIN|IND|NOM//obj//34 att//IE//mark//37 flytta//VB|INF|AKT//acl//35 därifrån//AB//advmod//37 eller//KN//cc//43 för//PP//mark//43 att//SN//mark//43 expansion//NN|UTR|SIN|IND|NOM//nsubj//43 ingår//VB|PRS|AKT//conj//25 som//KN//case//46 en//DT|UTR|SIN|IND//det//46 del//NN|UTR|SIN|IND|NOM//obl//43 av//PP//case//48 verksamheten//NN|UTR|SIN|DEF|NOM//nmod//46 .//MAD//punct//9
9.7.3 Information om lokalförsörjningen till regeringen;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//53 bör//VB|PRS|AKT//aux//53 emellertid//AB//advmod//53 ligga//VB|INF|AKT//parataxis//9 i//PP//case//58 de//DT|UTR/NEU|PLU|DEF//det//57 enskilda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//57 hyresgästernas//NN|UTR|PLU|DEF|GEN//nmod:poss//58 intresse//NN|NEU|SIN|IND|NOM//obl//53 att//IE//mark//60 sträva//VB|INF|AKT//acl//58 efter//PP//mark//65 att//IE//mark//65 vara//VB|INF|AKT//cop//65 mer//AB|KOM//advmod//65 effektiva//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//advcl//60 i//PP//case//68 sin//PS|UTR|SIN|DEF//nmod:poss//68 lokalförsörjning//NN|UTR|SIN|IND|NOM//obl//65 .//MAD//punct//53
9.7.3 Information om lokalförsörjningen till regeringen;Kommittén//NN|UTR|SIN|DEF|NOM//nsubj//71 anser//VB|PRS|AKT//conj//9 inte//AB//advmod//71 att//SN//mark//76 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//76 behöver//VB|PRS|AKT//aux//76 införas//VB|INF|SFO//ccomp//71 några//DT|UTR/NEU|PLU|IND//det//78 bestämmelser//NN|UTR|PLU|IND|NOM//nsubj:pass//76 om//PP//mark//90 att//SN//mark//90 myndigheter//NN|UTR|PLU|IND|NOM//nsubj//90 och//KN//cc//83 institutioner//NN|UTR|PLU|IND|NOM//conj//81 som//HP|-|-|-//nsubj//86 är//VB|PRS|AKT//cop//86 hyresgäster//NN|UTR|PLU|IND|NOM//acl:relcl//83 i//PP//case//88 ändamålsbyggnader//NN|UTR|PLU|IND|NOM//nmod//86 skall//VB|PRS|AKT//aux//90 effektivisera//VB|INF|AKT//acl//78 sitt//PS|NEU|SIN|DEF//nmod:poss//92 lokalutnyttjande//NN|NEU|SIN|IND|NOM//obj//90 .//MAD//punct//9
9.7.3 Information om lokalförsörjningen till regeringen;Med//PP//case//2 det//DT|NEU|SIN|DEF//det//2 material//NN|NEU|SIN|IND|NOM//obl//18 som//HP|-|-|-//obj//11 regeringen//NN|UTR|SIN|DEF|NOM//nsubj//11 ,//MID//punct//8 enligt//PP//case//8 kommitténs//NN|UTR|SIN|DEF|GEN//nmod:poss//8 förslag//NN|NEU|SIN|IND|NOM//nmod//4 ,//MID//punct//11 skall//VB|PRS|AKT//aux//11 få//VB|INF|AKT//acl:relcl//2 in//PL//compound:prt//11 samtidigt//AB//advmod//11 med//PP//case//15 årsredovisningen//NN|UTR|SIN|DEF|NOM//obl//11 kan//VB|PRS|AKT//aux//18 regeringen//NN|UTR|SIN|DEF|NOM//nsubj//18 få//VB|INF|AKT//ROOT//18 information//NN|UTR|SIN|IND|NOM//obj//18 om//PP//case//23 myndigheternas//NN|UTR|PLU|DEF|GEN//nmod:poss//23 framtida//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//23 verksamhet//NN|UTR|SIN|IND|NOM//nmod//19 och//KN//cc//26 en//DT|UTR|SIN|IND//det//26 möjlighet//NN|UTR|SIN|IND|NOM//conj//23 att//IE//mark//28 påverka//VB|INF|AKT//acl//26 den//PN|UTR|SIN|DEF|SUB/OBJ//obj//28 .//MAD//punct//18
9.7.3 Information om lokalförsörjningen till regeringen;Den//DT|UTR|SIN|DEF//det//32 information//NN|UTR|SIN|IND|NOM//obj//41 som//HP|-|-|-//nsubj//35 således//AB//advmod//35 finns//VB|PRS|SFO//acl:relcl//32 med//PL//compound:prt//35 vid//PP//case//38 årsredovisningen//NN|UTR|SIN|DEF|NOM//obl//35 kan//VB|PRS|AKT//aux//41 regeringen//NN|UTR|SIN|DEF|NOM//nsubj//41 använda//VB|INF|AKT//parataxis//18 som//KN//mark//43 underlag//NN|NEU|SIN|IND|NOM//obl//41 i//PP//case//45 arbetet//NN|NEU|SIN|DEF|NOM//nmod//43 med//PP//case//49 de//DT|UTR/NEU|PLU|DEF//det//49 enskilda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//49 myndigheternas//NN|UTR|PLU|DEF|GEN//obl//41 och//KN//cc//51 institutionernas//NN|UTR|PLU|DEF|GEN//nmod:poss//53 framtida//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//53 budget//NN|UTR|SIN|IND|NOM//conj//49 .//MAD//punct//18

9.7.5 Förändrade hyreskostnaders påverkan på anslagen;Om//SN//mark//5 en//DT|UTR|SIN|IND//det//2 myndighet//NN|UTR|SIN|IND|NOM//nsubj//5 vid//PP//case//4 hyresförhandlingarna//NN|UTR|PLU|DEF|NOM//nmod//2 lyckas//VB|PRS|SFO//advcl//20 sänka//VB|INF|AKT//xcomp//5 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//8 hyreskostnader//NN|UTR|PLU|IND|NOM//obj//6 ,//MID//punct//13 eller//KN//cc//13 om//SN//mark//13 myndigheten//NN|UTR|SIN|DEF|NOM//nsubj//13 flyttar//VB|PRS|AKT//conj//5 till//PP//case//16 billigare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//16 lokaler//NN|UTR|PLU|IND|NOM//obl//13 ,//MID//punct//5 kan//VB|PRS|AKT//aux//20 myndigheten//NN|UTR|SIN|DEF|NOM//nsubj//20 spara//VB|INF|AKT//ROOT//20 pengar//NN|UTR|PLU|IND|NOM//obj//20 och//KN//cc//24 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//24 blir//VB|PRS|AKT//conj//20 då//AB//advmod//24 kvar//PL//advmod//24 i//PP//case//29 myndighetens//NN|UTR|SIN|DEF|GEN//nmod:poss//29 ramanslag//NN|NEU|PLU|IND|NOM//obl//24 .//MAD//punct//20
9.7.5 Förändrade hyreskostnaders påverkan på anslagen;En//DT|UTR|SIN|IND//det//32 myndighet//NN|UTR|SIN|IND|NOM//nsubj//50 som//HP|-|-|-//nsubj//36 i//PP//advmod//36 stället//NN|NEU|SIN|DEF|NOM//fixed//34 höjer//VB|PRS|AKT//acl:relcl//32 sin//PS|UTR|SIN|DEF//nmod:poss//38 hyreskostnad//NN|UTR|SIN|IND|NOM//obj//36 genom//PP//mark//42 att//IE//mark//42 t.ex.//AB|AN//advmod//42 flytta//VB|INF|AKT//advcl//36 till//PP//case//45 dyrare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//45 lokaler//NN|UTR|PLU|IND|NOM//obl//42 får//VB|PRS|AKT//aux//50 på//PP//case//49 motsvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//49 sätt//NN|NEU|SIN|IND|NOM//obl//50 betala//VB|INF|AKT//parataxis//20 för//PP//case//52 det//PN|NEU|SIN|DEF|SUB/OBJ//obl//50 ur//PP//case//55 sitt//PS|NEU|SIN|DEF//nmod:poss//55 anslag//NN|NEU|SIN|IND|NOM//obl//50 .//MAD//punct//20
9.7.5 Förändrade hyreskostnaders påverkan på anslagen;När//HA//mark//4 de//DT|UTR/NEU|PLU|DEF//det//3 fem//RG|NOM//nummod//3 kulturinstitutionerna//NN|UTR|PLU|DEF|NOM//nsubj//4 fick//VB|PRT|AKT//advcl//6 kostnadshyra//NN|UTR|SIN|IND|NOM//obj//4 sänktes//VB|PRT|SFO//ROOT//6 deras//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//8 lokalkostnader//NN|UTR|PLU|IND|NOM//obj//6 med//PP//case//12 19,1//RG|NOM//nummod//11 miljoner//NN|UTR|PLU|IND|NOM//nmod//12 kronor//NN|UTR|PLU|IND|NOM//nmod//8 och//KN//cc//17 i//PP//case//15 samband//NN|NEU|SIN|IND|NOM//obl//17 härmed//AB//advmod//17 sänktes//VB|PRT|SFO//conj//6 institutionernas//NN|UTR|PLU|DEF|GEN//nmod:poss//19 anslag//NN|NEU|SIN|IND|NOM//obj//17 med//PP//case//22 motsvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//22 belopp//NN|NEU|SIN|IND|NOM//obl//17 .//MAD//punct//6
9.7.5 Förändrade hyreskostnaders påverkan på anslagen;Att//SN//mark//26 anslagen//NN|NEU|PLU|DEF|NOM//nsubj//26 sänktes//VB|PRT|SFO//advcl//6 motiverades//VB|PRT|SFO//xcomp//26 från//PP//case//30 regeringens//NN|UTR|SIN|DEF|GEN//nmod:poss//30 sida//NN|UTR|SIN|IND|NOM//obl//27 med//PP//mark//35 att//SN//mark//35 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//35 var//VB|PRT|AKT//cop//35 kapitalkostnadsdelen//NN|UTR|SIN|DEF|NOM//advcl//26 av//PP//case//37 hyran//NN|UTR|SIN|DEF|NOM//nmod//35 som//HP|-|-|-//nsubj//39 sänktes//VB|PRT|SFO//acl:relcl//37 .//MAD//punct//6
9.7.5 Förändrade hyreskostnaders påverkan på anslagen;Finansutskottet//NN|NEU|SIN|DEF|NOM//nsubj//1 har//VB|PRS|AKT//ROOT//1 i//PP//case//3 betänkandet//NN|NEU|SIN|DEF|NOM//nmod//4 2001/02//RG|NOM//obl//1 ://MID//punct//4
9.7.5 Förändrade hyreskostnaders påverkan på anslagen;FiU14//PM|NOM//nsubj//7 anfört//VB|SUP|AKT//conj//1 att//SN//mark//13 principerna//NN|UTR|PLU|DEF|NOM//nsubj//13 bakom//PP//case//11 fastighetsreformen//NN|UTR|SIN|DEF|NOM//nmod//9 bl.a.//AB|AN//advmod//13 innebär//VB|PRS|AKT//ccomp//7 att//SN//mark//22 de//DT|UTR/NEU|PLU|DEF//det//17 verkliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//17 kostnaderna//NN|UTR|PLU|DEF|NOM//nsubj:pass//22 för//PP//case//20 statens//NN|UTR|SIN|DEF|GEN//nmod:poss//20 fastigheter//NN|UTR|PLU|IND|NOM//nmod//17 skall//VB|PRS|AKT//aux//22 återspeglas//VB|INF|SFO//ccomp//13 i//PP//case//24 statsbudgeten//NN|UTR|SIN|DEF|NOM//obl//22 på//PP//case//29 ett//DT|NEU|SIN|IND//det//29 så//AB//advmod//28 korrekt//JJ|POS|NEU|SIN|IND|NOM//amod//29 sätt//NN|NEU|SIN|IND|NOM//obl//22 som//KN//mark//31 möjligt//JJ|POS|NEU|SIN|IND|NOM//acl//29 .//MID//punct//1
