Ett steg vidare;–//PP//punct//2 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//2 regler//NN|UTR|PLU|IND|NOM//ROOT//2 och//KN//cc//4 åtgärder//NN|UTR|PLU|IND|NOM//conj//2 för//PP//mark//7 att//IE//mark//7 främja//VB|INF|AKT//acl//2 vidareutnyttjande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//obj//7 av//PP//case//10 handlingar//NN|UTR|PLU|IND|NOM//nmod//8
Till statsrådet Stefan Attefall;Martin//PM|NOM//nsubj:pass//2 Brinnen//PM|NOM//flat//0 entledigades//VB|PRT|SFO//ROOT//2 den//DT|UTR|SIN|DEF//det//5 31//RG|NOM//nummod//5 oktober//NN|UTR|SIN|IND|NOM//obl//2 2013//RG|NOM//nummod//5 och//KN//cc//8 förordnades//VB|PRT|SFO//conj//2 som//KN//mark//10 expert//NN|UTR|SIN|IND|NOM//xcomp//8 från//PP//case//16 och//KN//fixed//11 med//PP//fixed//11 den//DT|UTR|SIN|DEF//det//16 1//RO|NOM//nummod//16 november//NN|UTR|SIN|IND|NOM//obl//8 2013//RG|NOM//nummod//16 .//MAD//punct//2
Till statsrådet Stefan Attefall;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//2 har//VB|PRS|AKT//aux//2 antagit//VB|SUP|AKT//ROOT//2 namnet//NN|NEU|SIN|DEF|NOM//nmod//4 PSI-utredningen//NN|UTR|SIN|DEF|NOM//obj//2 .//MAD//punct//2
Till statsrådet Stefan Attefall;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//1 överlämnar//VB|PRS|AKT//ROOT//1 härmed//AB//advmod//1 sitt//PS|NEU|SIN|DEF//nmod:poss//4 betänkande//NN|NEU|SIN|IND|NOM//obj//1 Ett//DT|NEU|SIN|IND//det//6 steg//NN|NEU|SIN|IND|NOM//obj//1 vidare//AB|KOM//advmod//6 –//RG|NOM//punct//10 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//10 regler//NN|UTR|PLU|IND|NOM//obj//1 och//KN//cc//12 åtgärder//NN|UTR|PLU|IND|NOM//conj//10 för//PP//mark//15 att//IE//mark//15 främja//VB|INF|AKT//acl//10 vidareutnyttjande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//obj//15 av//PP//case//18 handlingar//NN|UTR|PLU|IND|NOM//nmod//16 (//PAD//punct//18 SOU//PM|NOM//appos//18 2014:10//RG|NOM//conj//18 )//PAD//punct//10 .//MAD//punct//1
Till statsrådet Stefan Attefall;I//PP//advmod//31 och//KN//fixed//24 med//PP//fixed//24 det//PN|NEU|SIN|DEF|SUB/OBJ//fixed//24 är//VB|PRS|AKT//cop//31 utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//30 uppdrag//NN|NEU|SIN|IND|NOM//nsubj//31 slutfört//VB|SUP|AKT//conj//1 .//MAD//punct//1
Till statsrådet Stefan Attefall;Stockholm//PM|NOM//ROOT//0 den//DT|UTR|SIN|DEF//det//3 28//RG|NOM//nummod//3 februari//NN|UTR|SIN|IND|NOM//obj//0 2014//RG|NOM//nummod//3
Till statsrådet Stefan Attefall;Göran//PM|NOM//ROOT//0 Gräslund//PM|NOM//flat:name//0 /Michael//RG|NOM//advmod//0 Borchers//PM|NOM//flat:name//0
Till statsrådet Stefan Attefall;Mikael//PM|NOM//ROOT//0 Vall//PM|NOM//flat//0


1 Författningsförslag / Förslag till lag om ändring i lagen (2010:566) om vidareutnyttjande av handlingar från den offentliga förvaltningen;Härigenom//AB//nsubj:pass//1 föreskrivs//VB|PRS|SFO//ROOT//1 i//PP//advmod//1 fråga//NN|UTR|SIN|IND|NOM//fixed//2 om//PP//fixed//2 lagen//NN|UTR|SIN|DEF|NOM//nsubj:pass//1 (//PAD//punct//7 2010:566//RG|NOM//appos//5 )//PAD//punct//7 om//PP//mark//10 vidareutnyttjande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//advcl//1 av//PP//case//12 handlingar//NN|UTR|PLU|IND|NOM//nmod//10 från//PP//case//16 den//DT|UTR|SIN|DEF//det//16 offentliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//16 förvaltningen//NN|UTR|SIN|DEF|NOM//nmod//12 dels//KN//advmod//10  //_SP////17 att//SN//mark//39 1–11//VB|INF|AKT//nummod//23 och//KN//cc//22 14//RG|NOM//conj//20 §//NN|AN//nmod//24 §//NN|AN//dep//19 samt//KN//cc//26 rubriken//NN|UTR|SIN|DEF|NOM//conj//24 närmast//AB|SUV//case//30 före//PP//advmod//29 14//RG|NOM//nummod//30 §//NN|AN//nmod//26 ,//MID//punct//24 dels//KN//advmod//39  //_SP////32 att//SN//mark//39 en//DT|UTR|SIN|IND//det//37 ny//JJ|POS|UTR|SIN|IND|NOM//amod//37 övergångsbestämmelse//NN|UTR|SIN|IND|NOM//nsubj//39 ska//VB|PRS|AKT//aux//39 ha//VB|INF|AKT//advcl//10 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//41 lydelse//NN|UTR|SIN|IND|NOM//obj//39 .//MAD//punct//1
1 Författningsförslag / Förslag till lag om ändring i lagen (2010:566) om vidareutnyttjande av handlingar från den offentliga förvaltningen;Nuvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//1 lydelse//NN|UTR|SIN|IND|NOM//nmod//2 Föreslagen//PC|PRF|UTR|SIN|IND|NOM//amod//3 lydelse//NN|UTR|SIN|IND|NOM//ROOT//3 1//RG|NOM//nummod//5 §//NN|AN//nmod//3
1 Författningsförslag / Förslag till lag om ändring i lagen (2010:566) om vidareutnyttjande av handlingar från den offentliga förvaltningen;Syftet//NN|NEU|SIN|DEF|NOM//nsubj//4 med//PP//case//3 denna//DT|UTR|SIN|DEF//det//3 lag//NN|UTR|SIN|IND|NOM//nmod//0 är//VB|PRS|AKT//ROOT//4 att//IE//mark//6 främja//VB|INF|AKT//xcomp//4 utvecklingen//NN|UTR|SIN|DEF|NOM//obj//6 av//PP//case//10 en//DT|UTR|SIN|IND//det//10 informationsmarknad//NN|UTR|SIN|IND|NOM//nmod//7 genom//PP//mark//13 att//IE//mark//13 underlätta//VB|INF|AKT//advcl//6 enskildas//JJ|POS|UTR/NEU|PLU|IND/DEF|GEN//amod//15 användning//NN|UTR|SIN|IND|NOM//obj//13 av//PP//case//17 handlingar//NN|UTR|PLU|IND|NOM//nmod//15 som//HP|-|-|-//nsubj:pass//19 tillhandahålls//VB|PRS|SFO//acl:relcl//17 av//PP//case//21 myndigheter//NN|UTR|PLU|IND|NOM//obl:agent//19 .//MAD//punct//4
1 Författningsförslag / Förslag till lag om ändring i lagen (2010:566) om vidareutnyttjande av handlingar från den offentliga förvaltningen;Bestämmelser//NN|UTR|PLU|IND|NOM//nsubj//5 om//PP//mark//2 tillhandahållande//NN|NEU|SIN|IND|NOM//acl//0 av//PP//case//4 handlingar//NN|UTR|PLU|IND|NOM//nmod//2 finns//VB|PRS|SFO//ROOT//5 i//PP//case//8 annan//JJ|POS|UTR|SIN|IND|NOM//amod//8 författning//NN|UTR|SIN|IND|NOM//obl//5 .//MAD//punct//5
1 Författningsförslag / Förslag till lag om ändring i lagen (2010:566) om vidareutnyttjande av handlingar från den offentliga förvaltningen;Lagen//NN|UTR|SIN|DEF|NOM//nsubj//1 gäller//VB|PRS|AKT//ROOT//1 också//AB//advmod//1 för//PP//case//4 vidareutnyttjande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//obl//1 av//PP//case//6 handlingar//NN|UTR|PLU|IND|NOM//nmod//4 hos//PP//case//9 de//DT|UTR/NEU|PLU|DEF//det//9 organ//NN|NEU|PLU|IND|NOM//nmod//6 som//HP|-|-|-//nsubj:pass//11 anges//VB|PRS|SFO//acl:relcl//9 i//PP//case//13 bilagan//NN|UTR|SIN|DEF|NOM//obl//11 till//PP//case//15 offentlighets-//NN|UTR|-|-|SMS//nmod//13 och//KN//cc//17 sekretesslagen//NN|UTR|SIN|DEF|NOM//conj//15 (//PAD//punct//19 2009:400//RG|NOM//appos//4 )//PAD//punct//19 ,//MID//punct//1 om//SN//mark//24 handlingarna//NN|UTR|PLU|DEF|NOM//nsubj//24 hör//VB|PRS|AKT//advcl//1 till//PP//case//27 den//DT|UTR|SIN|DEF//det//27 verksamhet//NN|UTR|SIN|IND|NOM//obl//24 som//HP|-|-|-//nsubj:pass//29 anges//VB|PRS|SFO//acl:relcl//27 där//AB//advmod//29 ,//MID//punct//33 samt//KN//cc//33 handlingar//NN|UTR|PLU|IND|NOM//obl//29 hos//PP//case//35 aktiebolag//NN|NEU|PLU|IND|NOM//nmod//33 ,//MID//punct//37 handelsbolag//NN|NEU|PLU|IND|NOM//conj//35 ,//MID//punct//40 ekonomiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//40 föreningar//NN|UTR|PLU|IND|NOM//conj//35 och//KN//cc//42 stiftelser//NN|UTR|PLU|IND|NOM//conj//35 där//HA//advmod//47 kommuner//NN|UTR|PLU|IND|NOM//nsubj//47 eller//KN//cc//46 landsting//NN|NEU|SIN|IND|NOM//conj//44 utövar//VB|PRS|AKT//acl:relcl//33 ett//DT|NEU|SIN|IND//det//51 rättsligt//JJ|POS|NEU|SIN|IND|NOM//amod//51 bestämmande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//51 inflytande//NN|NEU|SIN|IND|NOM//obj//47 .//MAD//punct//1
1 Författningsförslag / Förslag till lag om ändring i lagen (2010:566) om vidareutnyttjande av handlingar från den offentliga förvaltningen;Dessa//DT|UTR/NEU|PLU|DEF//det//54 organ//NN|NEU|PLU|IND|NOM//nsubj//55 ska//VB|PRS|AKT//aux//61 vid//PP//case//57 tillämpningen//NN|UTR|SIN|DEF|NOM//obl//61 av//PP//case//60 denna//DT|UTR|SIN|DEF//det//60 lag//NN|UTR|SIN|IND|NOM//nmod//57 jämställas//VB|INF|SFO//parataxis//1 med//PP//case//63 myndigheter//NN|UTR|PLU|IND|NOM//obl//61 .//MAD//punct//1
1 Författningsförslag / Förslag till lag om ändring i lagen (2010:566) om vidareutnyttjande av handlingar från den offentliga förvaltningen;museer//NN|NEU|PLU|IND|NOM//obl//1 ,//MID//punct//65 6//RG|NOM//nummod//65 .//MAD//punct//1
1 Författningsförslag / Förslag till lag om ändring i lagen (2010:566) om vidareutnyttjande av handlingar från den offentliga förvaltningen;utgör//VB|PRS|AKT//parataxis//1 datorprogram//NN|NEU|PLU|IND|NOM//obj//69 ,//MID//punct//69 eller//KN//cc//73 7//RG|NOM//conj//69 .//MAD//punct//1
1 Författningsförslag / Förslag till lag om ändring i lagen (2010:566) om vidareutnyttjande av handlingar från den offentliga förvaltningen;tredje//RO|NOM//conj//1 man//PN|UTR|SIN|IND|SUB//nsubj//77 innehar//VB|PRS|AKT//acl:relcl//75 rätt//NN|UTR|SIN|IND|NOM//obj//77 till//PP//advmod//77 enligt//PP//case//81 lagen//NN|UTR|SIN|DEF|NOM//obl//77 (//PAD//punct//83 1960:729//RG|NOM//conj//81 )//PAD//punct//83 om//PP//case//86 upphovsrätt//NN|UTR|SIN|IND|NOM//obl//1 till//PP//case//91 litterära//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//91 och//KN//cc//90 konstnärliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//88 verk//NN|NEU|PLU|IND|NOM//nmod//86 .//MAD//punct//1
1 Författningsförslag / Förslag till lag om ändring i lagen (2010:566) om vidareutnyttjande av handlingar från den offentliga förvaltningen;Lagen//NN|UTR|SIN|DEF|NOM//nsubj//1 gäller//VB|PRS|AKT//ROOT//1 inte//AB//advmod//1 för//PP//case//4 begränsningar//NN|UTR|PLU|IND|NOM//obl//1 i//PP//case//6 vidareutnyttjandet//NN|NEU|SIN|DEF|NOM//nmod//4 av//PP//case//8 handlingar//NN|UTR|PLU|IND|NOM//nmod//6 som//HP|-|-|-//obl//13 en//DT|UTR|SIN|IND//det//11 myndighet//NN|UTR|SIN|IND|NOM//nsubj//13 är//VB|PRS|AKT//cop//13 skyldig//JJ|POS|UTR|SIN|IND|NOM//acl:relcl//8 att//IE//mark//15 besluta//VB|INF|AKT//acl//13 om//PP//case//15 eller//KN//cc//20 som//HA//nsubj//20 annars//AB//advmod//20 följer//VB|PRS|AKT//conj//15 av//PP//compound:prt//20 författning//NN|UTR|SIN|IND|NOM//obj//20 .//MAD//punct//1
1 Författningsförslag / Förslag till lag om ändring i lagen (2010:566) om vidareutnyttjande av handlingar från den offentliga förvaltningen;4//RG|NOM//nummod//25 §//NN|AN//obl//1
1 Författningsförslag / Förslag till lag om ändring i lagen (2010:566) om vidareutnyttjande av handlingar från den offentliga förvaltningen;Denna//DT|UTR|SIN|DEF//det//1 lag//NN|UTR|SIN|IND|NOM//nsubj//2 gäller//VB|PRS|AKT//ROOT//2 inte//AB//advmod//2 för//PP//case//5 handlingar//NN|UTR|PLU|IND|NOM//obl//2 eller//KN//cc//7 uppgifter//NN|UTR|PLU|IND|NOM//conj//5 i//PP//case//9 handlingar//NN|UTR|PLU|IND|NOM//nmod//7 som//HP|-|-|-//nsubj:pass//13 inte//AB//advmod//13 får//VB|PRS|AKT//aux//13 tillhandahållas//VB|INF|SFO//acl:relcl//7 eller//KN//cc//16 för//PP//case//16 begränsningar//NN|UTR|PLU|IND|NOM//conj//13 i//PP//case//18 vidareutnyttjandet//NN|NEU|SIN|DEF|NOM//nmod//16 av//PP//case//20 dessa//PN|UTR/NEU|PLU|DEF|SUB/OBJ//nmod//18 som//HP|-|-|-//case//23 en//DT|UTR|SIN|IND//det//23 myndighet//NN|UTR|SIN|IND|NOM//nmod//20 är//VB|PRS|AKT//cop//25 skyldig//JJ|POS|UTR|SIN|IND|NOM//conj//2 att//IE//mark//27 besluta//VB|INF|AKT//advcl//25 om//PP//case//27 eller//KN//cc//32 som//HA//nsubj//32 annars//AB//advmod//32 följer//VB|PRS|AKT//conj//27 av//PP//compound:prt//32 någon//DT|UTR|SIN|IND//det//35 författning//NN|UTR|SIN|IND|NOM//obj//32 .//MAD//punct//2
1 Författningsförslag / Förslag till lag om ändring i lagen (2010:566) om vidareutnyttjande av handlingar från den offentliga förvaltningen;Lagen//NN|UTR|SIN|DEF|NOM//nsubj//1 gäller//VB|PRS|AKT//ROOT//1 inte//AB//advmod//1 för//PP//case//4 handlingar//NN|UTR|PLU|IND|NOM//obl//1 som//HP|-|-|-//obl//8 en//DT|UTR|SIN|IND//det//7 myndighet//NN|UTR|SIN|IND|NOM//nsubj//8 tillhandahåller//VB|PRS|AKT//acl:relcl//4 en//DT|UTR|SIN|IND//det//11 annan//JJ|POS|UTR|SIN|IND|NOM//amod//11 myndighet//NN|UTR|SIN|IND|NOM//obj//8 ,//MID//punct//16 utom//KN//mark//16 när//HA//mark//16 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//16 framgår//VB|PRS|AKT//advcl//1 att//SN//mark//20 handlingarna//NN|UTR|PLU|DEF|NOM//nsubj:pass//20 ska//VB|PRS|AKT//aux//20 användas//VB|INF|SFO//ccomp//16 i//PP//case//22 affärsverksamhet//NN|UTR|SIN|IND|NOM//obl//20 .//MAD//punct//1
1 Författningsförslag / Förslag till lag om ändring i lagen (2010:566) om vidareutnyttjande av handlingar från den offentliga förvaltningen;Lagen//NN|UTR|SIN|DEF|NOM//nsubj//25 gäller//VB|PRS|AKT//parataxis//1 inte//AB//advmod//25 heller//AB//advmod//25 för//PP//case//29 handlingar//NN|UTR|PLU|IND|NOM//obl//25 som//HP|-|-|-//obj//33 en//DT|UTR|SIN|IND//det//32 myndighet//NN|UTR|SIN|IND|NOM//nsubj//33 tillhandahåller//VB|PRS|AKT//acl:relcl//29 i//PP//case//36 sin//PS|UTR|SIN|DEF//nmod:poss//36 affärsverksamhet//NN|UTR|SIN|IND|NOM//obl//33 .//MAD//punct//25
1 Författningsförslag / Förslag till lag om ändring i lagen (2010:566) om vidareutnyttjande av handlingar från den offentliga förvaltningen;darprodukter//NN|UTR|PLU|IND|NOM//parataxis//25 eller//KN//cc//40 växtförädlarrättslagen//NN|UTR|SIN|DEF|NOM//conj//38 (//PAD//punct//42 1997:306//RG|NOM//appos//25 )//PAD//punct//42 .//MAD//punct//25
1 Författningsförslag / Förslag till lag om ändring i lagen (2010:566) om vidareutnyttjande av handlingar från den offentliga förvaltningen;6//RG|NOM//nummod//46 §//NN|AN//obl//25
1 Författningsförslag / Förslag till lag om ändring i lagen (2010:566) om vidareutnyttjande av handlingar från den offentliga förvaltningen;I//PP//case//2 denna//DT|UTR|SIN|DEF//det//2 lag//NN|UTR|SIN|IND|NOM//obl//3 avses//VB|PRS|SFO//ROOT//3 med//PP//case//5 handling//NN|UTR|SIN|IND|NOM//obl//3 detsamma//PN|NEU|SIN|DEF|SUB/OBJ//advmod//3  //_SP////6 som//KN//nsubj//18 i//PP//case//11 2//RG|NOM//nummod//11 kap.//NN|AN//obl//13 3//RG|NOM//nummod//13 §//NN|AN//nmod//15 första//RO|NOM//amod//15 stycket//NN|NEU|SIN|DEF|NOM//nmod//18 första//RO|NOM//amod//18 meningen//NN|UTR|SIN|DEF|NOM//amod//18 tryckfrihetsförordningen//NN|UTR|SIN|DEF|NOM//obl//3 .//MAD//punct//3
1 Författningsförslag / Förslag till lag om ändring i lagen (2010:566) om vidareutnyttjande av handlingar från den offentliga förvaltningen;Ett//DT|NEU|SIN|IND//det//21 datorprogram//NN|NEU|SIN|IND|NOM//nsubj:pass//25 ska//VB|PRS|AKT//aux//25 dock//AB//advmod//25 inte//AB//advmod//25 anses//VB|INF|SFO//parataxis//3 vara//VB|INF|AKT//cop//28 en//DT|UTR|SIN|IND//det//28 handling//NN|UTR|SIN|IND|NOM//xcomp//25 .//MAD//punct//3
1 Författningsförslag / Förslag till lag om ändring i lagen (2010:566) om vidareutnyttjande av handlingar från den offentliga förvaltningen;I//PP//case//1 lagen//NN|UTR|SIN|DEF|NOM//obl//2 avses//VB|PRS|SFO//ROOT//2 med//PP//case//5 vidareutnyttjande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//5 användning//NN|UTR|SIN|IND|NOM//obl//2 av//PP//case//7 handlingar//NN|UTR|PLU|IND|NOM//nmod//5 för//PP//case//10 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//10 ändamål//NN|NEU|PLU|IND|NOM//nmod//7 än//KN//mark//14 det//DT|NEU|SIN|DEF//det//14 ursprungliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//14 ändamål//NN|NEU|SIN|IND|NOM//nmod//5 för//PP//case//17 vilket//HP|NEU|SIN|IND//det//17 handlingarna//NN|UTR|PLU|DEF|NOM//nsubj:pass//18 behandlas//VB|PRS|SFO//advcl//2 av//PP//case//21 en//DT|UTR|SIN|IND//det//21 myndighet//NN|UTR|SIN|IND|NOM//obl:agent//18 .//MAD//punct//2
1 Författningsförslag / Förslag till lag om ändring i lagen (2010:566) om vidareutnyttjande av handlingar från den offentliga förvaltningen;"I//PP//case//2 denna//DT|UTR|SIN|DEF//det//2 lag//NN|UTR|SIN|IND|NOM//obl//3 avses//VB|PRS|SFO//ROOT//3 med//PP//case//5 handlingar//NN|UTR|PLU|IND|NOM//obl//3 ;//MID//punct//7"
1 Författningsförslag / Förslag till lag om ändring i lagen (2010:566) om vidareutnyttjande av handlingar från den offentliga förvaltningen;"handlingar//NN|UTR|PLU|IND|NOM//parataxis//3  //_SP////7 som//HP|-|-|-//nsubj:pass//10 avses//VB|PRS|SFO//acl:relcl//7  //_SP////10 i//PP//case//14 2//RG|NOM//nummod//14 kap.//NN|AN//obl//10 3//RG|NOM//nummod//16 §//NN|AN//nmod//18 första//RO|NOM//amod//18 stycket//NN|NEU|SIN|DEF|NOM//nmod//21 första//RO|NOM//amod//21 meningen//NN|UTR|SIN|DEF|NOM//amod//21 tryckfrihetsförordningen//NN|UTR|SIN|DEF|NOM//obl//10 ,//MID//punct//23 vidareutnyttjande//NN|NEU|SIN|IND|NOM//conj//10 ;//MID//punct//7"
